date,연금저축한도
2020-09-19,2.38095
2020-09-20,1.7316
2020-09-21,4.7619
2020-09-22,1.7316
2020-09-23,3.24675
2020-09-24,3.4632
2020-09-25,1.08225
2020-09-27,1.08225
2020-09-28,2.5974
2020-09-29,3.67965
2020-09-30,1.7316
2020-10-04,1.2987
2020-10-05,3.67965
2020-10-06,5.41125
2020-10-07,2.1645
2020-10-08,2.38095
2020-10-09,1.08225
2020-10-10,1.2987
2020-10-11,2.1645
2020-10-12,2.1645
2020-10-13,3.8961
2020-10-14,4.97835
2020-10-15,4.54545
2020-10-16,3.0303
2020-10-17,2.38095
2020-10-19,4.7619
2020-10-20,2.38095
2020-10-21,4.329
2020-10-22,12.98701
2020-10-23,4.329
2020-10-24,2.1645
2020-10-26,6.0606
2020-10-27,2.5974
2020-10-28,3.24675
2020-10-29,3.67965
2020-10-30,4.54545
2020-10-31,1.2987
2020-11-01,3.0303
2020-11-02,7.14285
2020-11-03,9.30735
2020-11-04,7.7922
2020-11-05,3.8961
2020-11-06,6.4935
2020-11-07,5.84415
2020-11-08,3.24675
2020-11-09,5.84415
2020-11-10,4.97835
2020-11-11,4.329
2020-11-12,9.0909
2020-11-13,5.41125
2020-11-14,1.94805
2020-11-15,4.329
2020-11-16,6.9264
2020-11-17,4.54545
2020-11-18,8.00865
2020-11-19,4.97835
2020-11-20,9.0909
2020-11-21,2.81385
2020-11-22,3.4632
2020-11-23,8.44155
2020-11-24,8.00865
2020-11-25,7.57575
2020-11-26,10.17316
2020-11-27,16.23376
2020-11-28,4.329
2020-11-29,4.54545
2020-11-30,13.85281
2020-12-01,13.63636
2020-12-02,15.58441
2020-12-03,11.25541
2020-12-04,9.5238
2020-12-05,4.11255
2020-12-06,6.4935
2020-12-07,18.18181
2020-12-08,14.06926
2020-12-09,24.67532
2020-12-10,16.45021
2020-12-11,10.82251
2020-12-12,6.9264
2020-12-13,5.84415
2020-12-14,19.48051
2020-12-15,22.29437
2020-12-16,14.71861
2020-12-17,22.72727
2020-12-18,12.33766
2020-12-19,8.87445
2020-12-20,5.84415
2020-12-21,21.21212
2020-12-22,23.37662
2020-12-23,22.94372
2020-12-24,24.02597
2020-12-25,13.63636
2020-12-26,6.9264
2020-12-27,11.68831
2020-12-28,29.43722
2020-12-29,31.60173
2020-12-30,37.87878
2020-12-31,30.30303
2021-01-01,4.54545
2021-01-02,3.8961
2021-01-03,7.7922
2021-01-04,11.90476
2021-01-05,12.12121
2021-01-06,5.6277
2021-01-07,8.44155
2021-01-08,8.2251
2021-01-09,5.1948
2021-01-10,4.97835
2021-01-11,9.5238
2021-01-12,8.44155
2021-01-13,10.38961
2021-01-14,8.44155
2021-01-15,11.47186
2021-01-16,6.27705
2021-01-17,4.7619
2021-01-18,17.53246
2021-01-19,15.58441
2021-01-20,23.59307
2021-01-21,20.99567
2021-01-22,19.48051
2021-01-23,9.9567
2021-01-24,9.9567
2021-01-25,25.75757
2021-01-26,18.18181
2021-01-27,19.04761
2021-01-28,12.98701
2021-01-29,11.47186
2021-01-30,2.5974
2021-01-31,6.27705
2021-02-01,11.90476
2021-02-02,12.12121
2021-02-03,14.93506
2021-02-04,15.58441
2021-02-05,11.68831
2021-02-06,4.329
2021-02-07,5.1948
2021-02-08,14.06926
2021-02-09,10.38961
2021-02-10,11.47186
2021-02-11,2.38095
2021-02-12,2.81385
2021-02-13,4.97835
2021-02-14,6.4935
2021-02-15,15.36796
2021-02-16,15.36796
2021-02-17,14.50216
2021-02-18,12.12121
2021-02-19,12.12121
2021-02-20,6.9264
2021-02-21,6.27705
2021-02-22,10.82251
2021-02-23,9.30735
2021-02-24,10.60606
2021-02-25,11.47186
2021-02-26,8.658
2021-02-27,6.4935
2021-02-28,1.7316
2021-03-01,4.7619
2021-03-02,7.14285
2021-03-03,8.87445
2021-03-04,7.57575
2021-03-05,5.84415
2021-03-06,2.1645
2021-03-07,3.24675
2021-03-08,8.87445
2021-03-09,7.3593
2021-03-10,4.7619
2021-03-11,7.3593
2021-03-12,8.00865
2021-03-13,2.38095
2021-03-14,3.4632
2021-03-15,9.30735
2021-03-16,3.67965
2021-03-17,8.44155
2021-03-18,8.00865
2021-03-19,7.14285
2021-03-20,4.11255
2021-03-21,1.51515
2021-03-22,6.0606
2021-03-23,8.2251
2021-03-24,8.87445
2021-03-25,8.44155
2021-03-26,6.9264
2021-03-27,3.8961
2021-03-28,3.8961
2021-03-29,5.1948
2021-03-30,5.6277
2021-03-31,4.329
2021-04-01,6.9264
2021-04-02,5.41125
2021-04-03,4.11255
2021-04-04,2.1645
2021-04-05,6.0606
2021-04-06,7.14285
2021-04-07,5.84415
2021-04-08,5.1948
2021-04-09,8.658
2021-04-10,3.67965
2021-04-11,2.38095
2021-04-12,7.3593
2021-04-13,6.70995
2021-04-14,7.14285
2021-04-15,7.14285
2021-04-16,3.8961
2021-04-17,3.0303
2021-04-18,2.81385
2021-04-19,7.57575
2021-04-20,7.14285
2021-04-21,7.7922
2021-04-22,6.27705
2021-04-23,4.54545
2021-04-24,3.4632
2021-04-25,2.38095
2021-04-26,6.0606
2021-04-27,6.0606
2021-04-28,7.14285
2021-04-29,5.6277
2021-04-30,5.41125
2021-05-01,2.5974
2021-05-02,1.51515
2021-05-03,5.6277
2021-05-04,8.2251
2021-05-05,3.4632
2021-05-06,5.84415
2021-05-07,5.1948
2021-05-08,2.1645
2021-05-09,2.1645
2021-05-10,7.57575
2021-05-11,10.60606
2021-05-12,8.658
2021-05-13,7.57575
2021-05-14,9.0909
2021-05-15,4.11255
2021-05-16,6.4935
2021-05-17,8.00865
2021-05-18,9.30735
2021-05-19,4.11255
2021-05-20,8.44155
2021-05-21,7.14285
2021-05-22,3.0303
2021-05-23,1.2987
2021-05-24,7.14285
2021-05-25,8.87445
2021-05-26,11.68831
2021-05-27,7.57575
2021-05-28,7.14285
2021-05-29,2.1645
2021-05-30,2.81385
2021-05-31,7.7922
2021-06-01,4.7619
2021-06-02,5.6277
2021-06-03,6.70995
2021-06-04,4.54545
2021-06-05,1.2987
2021-06-06,2.5974
2021-06-07,2.5974
2021-06-08,5.6277
2021-06-09,4.11255
2021-06-10,6.27705
2021-06-11,5.84415
2021-06-12,1.7316
2021-06-13,3.24675
2021-06-14,6.70995
2021-06-15,6.0606
2021-06-16,7.3593
2021-06-17,3.4632
2021-06-18,5.6277
2021-06-21,7.3593
2021-06-22,6.9264
2021-06-23,5.84415
2021-06-24,6.0606
2021-06-25,8.658
2021-06-26,4.97835
2021-06-27,3.67965
2021-06-28,8.658
2021-06-29,6.0606
2021-06-30,5.84415
2021-07-01,8.44155
2021-07-02,5.84415
2021-07-03,2.5974
2021-07-04,3.24675
2021-07-05,7.7922
2021-07-06,7.3593
2021-07-07,7.57575
2021-07-08,6.70995
2021-07-09,5.84415
2021-07-10,1.2987
2021-07-11,2.1645
2021-07-12,6.27705
2021-07-13,6.70995
2021-07-14,9.5238
2021-07-15,4.97835
2021-07-16,4.97835
2021-07-17,2.1645
2021-07-19,4.11255
2021-07-20,6.0606
2021-07-21,4.97835
2021-07-22,5.6277
2021-07-23,6.4935
2021-07-24,1.94805
2021-07-25,3.8961
2021-07-26,6.70995
2021-07-27,8.658
2021-07-28,6.9264
2021-07-29,5.6277
2021-07-30,5.6277
2021-07-31,2.1645
2021-08-01,3.67965
2021-08-02,6.9264
2021-08-03,7.14285
2021-08-04,7.57575
2021-08-05,5.6277
2021-08-06,5.1948
2021-08-07,2.81385
2021-08-08,2.1645
2021-08-09,5.6277
2021-08-10,9.74025
2021-08-11,4.97835
2021-08-12,6.70995
2021-08-13,9.0909
2021-08-14,3.8961
2021-08-15,2.38095
2021-08-16,4.11255
2021-08-17,8.00865
2021-08-18,8.87445
2021-08-19,9.0909
2021-08-20,5.41125
2021-08-21,3.8961
2021-08-22,4.11255
2021-08-23,5.1948
2021-08-24,7.14285
2021-08-25,7.57575
2021-08-26,8.00865
2021-08-27,6.4935
2021-08-28,4.329
2021-08-29,4.11255
2021-08-30,8.658
2021-08-31,8.2251
2021-09-01,9.0909
2021-09-02,8.87445
2021-09-03,6.0606
2021-09-04,3.24675
2021-09-05,5.1948
2021-09-06,7.7922
2021-09-07,8.87445
2021-09-08,7.7922
2021-09-09,4.97835
2021-09-10,4.97835
2021-09-11,2.81385
2021-09-12,4.97835
2021-09-13,7.14285
2021-09-14,5.1948
2021-09-15,6.9264
2021-09-16,6.70995
2021-09-17,8.44155
2021-09-18,2.38095
2021-09-19,2.1645
2021-09-20,4.7619
2021-09-21,3.24675
2021-09-22,3.67965
2021-09-23,12.33766
2021-09-24,9.0909
2021-09-25,4.7619
2021-09-26,3.67965
2021-09-27,7.57575
2021-09-28,5.84415
2021-09-29,9.74025
2021-09-30,5.84415
2021-10-01,4.329
2021-10-02,2.1645
2021-10-03,1.2987
2021-10-04,4.11255
2021-10-05,8.00865
2021-10-06,6.0606
2021-10-07,7.14285
2021-10-08,9.30735
2021-10-09,1.08225
2021-10-10,2.1645
2021-10-11,1.94805
2021-10-12,6.0606
2021-10-13,5.6277
2021-10-14,5.6277
2021-10-15,7.14285
2021-10-16,2.5974
2021-10-17,1.2987
2021-10-18,5.1948
2021-10-19,6.27705
2021-10-20,6.70995
2021-10-21,8.00865
2021-10-22,7.3593
2021-10-23,2.5974
2021-10-24,4.7619
2021-10-25,7.7922
2021-10-26,9.30735
2021-10-27,5.84415
2021-10-28,8.2251
2021-10-29,5.6277
2021-10-30,3.4632
2021-10-31,3.4632
2021-11-01,10.38961
2021-11-02,6.9264
2021-11-03,7.3593
2021-11-04,7.7922
2021-11-05,9.74025
2021-11-06,3.67965
2021-11-07,2.81385
2021-11-08,9.5238
2021-11-09,8.44155
2021-11-10,7.14285
2021-11-11,7.57575
2021-11-12,8.00865
2021-11-13,4.54545
2021-11-14,3.8961
2021-11-15,7.7922
2021-11-16,10.82251
2021-11-17,9.5238
2021-11-18,10.38961
2021-11-19,8.2251
2021-11-20,5.1948
2021-11-21,6.27705
2021-11-22,8.87445
2021-11-23,8.658
2021-11-24,9.30735
2021-11-25,11.68831
2021-11-26,8.87445
2021-11-27,2.81385
2021-11-28,5.6277
2021-11-29,9.30735
2021-11-30,10.17316
2021-12-01,9.0909
2021-12-02,7.7922
2021-12-03,10.38961
2021-12-04,3.4632
2021-12-05,4.7619
2021-12-06,9.5238
2021-12-07,11.47186
2021-12-08,11.25541
2021-12-09,14.28571
2021-12-10,9.0909
2021-12-11,5.6277
2021-12-12,10.38961
2021-12-13,11.68831
2021-12-14,12.98701
2021-12-15,11.03896
2021-12-16,11.47186
2021-12-17,9.0909
2021-12-18,5.84415
2021-12-19,5.1948
2021-12-20,20.56277
2021-12-21,18.39826
2021-12-22,14.28571
2021-12-23,14.93506
2021-12-24,19.69696
2021-12-25,6.0606
2021-12-26,9.9567
2021-12-27,32.68398
2021-12-28,27.27272
2021-12-29,27.05627
2021-12-30,35.71428
2021-12-31,31.38528
2022-01-01,5.41125
2022-01-02,5.84415
2022-01-03,12.33766
2022-01-04,8.658
2022-01-05,6.0606
2022-01-06,8.44155
2022-01-07,5.6277
2022-01-08,4.329
2022-01-09,3.67965
2022-01-10,9.0909
2022-01-11,6.70995
2022-01-12,5.84415
2022-01-13,5.6277
2022-01-14,3.8961
2022-01-15,4.11255
2022-01-16,4.54545
2022-01-17,11.68831
2022-01-18,12.33766
2022-01-19,15.15151
2022-01-20,13.20346
2022-01-21,14.50216
2022-01-22,6.0606
2022-01-23,6.70995
2022-01-24,14.93506
2022-01-25,12.55411
2022-01-26,15.80086
2022-01-27,11.90476
2022-01-28,13.20346
2022-01-29,3.67965
2022-01-30,5.84415
2022-01-31,2.38095
2022-02-01,5.1948
2022-02-02,5.41125
2022-02-03,11.68831
2022-02-04,12.77056
2022-02-05,6.0606
2022-02-06,3.8961
2022-02-07,9.74025
2022-02-08,14.28571
2022-02-09,12.55411
2022-02-10,10.17316
2022-02-11,11.25541
2022-02-12,2.38095
2022-02-13,3.8961
2022-02-14,9.74025
2022-02-15,9.9567
2022-02-16,8.44155
2022-02-17,8.658
2022-02-18,8.2251
2022-02-19,2.1645
2022-02-20,6.27705
2022-02-21,11.03896
2022-02-22,13.20346
2022-02-23,12.12121
2022-02-24,9.9567
2022-02-25,11.03896
2022-02-26,7.14285
2022-02-27,3.8961
2022-02-28,10.17316
2022-03-01,5.6277
2022-03-02,8.44155
2022-03-03,6.9264
2022-03-04,6.70995
2022-03-05,4.11255
2022-03-06,6.0606
2022-03-07,8.2251
2022-03-08,6.70995
2022-03-09,4.54545
2022-03-10,6.0606
2022-03-11,8.87445
2022-03-12,2.38095
2022-03-13,2.1645
2022-03-14,4.7619
2022-03-15,5.41125
2022-03-16,4.11255
2022-03-17,5.41125
2022-03-18,5.41125
2022-03-19,2.38095
2022-03-20,4.7619
2022-03-21,7.14285
2022-03-22,5.1948
2022-03-23,8.00865
2022-03-24,5.6277
2022-03-25,7.3593
2022-03-26,3.67965
2022-03-27,2.1645
2022-03-28,6.9264
2022-03-29,7.57575
2022-03-30,7.3593
2022-03-31,6.9264
2022-04-01,8.00865
2022-04-02,2.38095
2022-04-03,2.1645
2022-04-04,4.54545
2022-04-05,6.9264
2022-04-06,4.7619
2022-04-07,5.41125
2022-04-08,4.329
2022-04-09,1.51515
2022-04-10,2.5974
2022-04-11,6.4935
2022-04-12,6.70995
2022-04-13,6.27705
2022-04-14,4.11255
2022-04-15,4.54545
2022-04-16,1.08225
2022-04-17,1.51515
2022-04-18,1.94805
2022-04-19,4.329
2022-04-20,5.6277
2022-04-21,5.1948
2022-04-22,3.67965
2022-04-23,2.1645
2022-04-24,1.51515
2022-04-25,9.30735
2022-04-26,6.4935
2022-04-27,8.658
2022-04-28,4.7619
2022-04-29,4.97835
2022-04-30,3.0303
2022-05-01,3.24675
2022-05-02,4.7619
2022-05-03,3.8961
2022-05-04,4.11255
2022-05-05,2.1645
2022-05-06,4.97835
2022-05-07,2.1645
2022-05-08,1.08225
2022-05-09,9.30735
2022-05-10,5.84415
2022-05-11,6.70995
2022-05-12,4.54545
2022-05-13,4.97835
2022-05-14,2.1645
2022-05-15,1.94805
2022-05-16,6.0606
2022-05-17,5.84415
2022-05-18,6.4935
2022-05-19,6.9264
2022-05-20,6.70995
2022-05-21,1.2987
2022-05-22,1.08225
2022-05-23,7.57575
2022-05-24,8.2251
2022-05-25,6.70995
2022-05-26,5.6277
2022-05-27,5.6277
2022-05-28,2.38095
2022-05-29,1.51515
2022-05-30,8.658
2022-05-31,5.6277
2022-06-02,4.7619
2022-06-03,4.7619
2022-06-05,3.0303
2022-06-06,1.08225
2022-06-07,4.11255
2022-06-08,5.84415
2022-06-09,4.54545
2022-06-10,3.4632
2022-06-11,1.08225
2022-06-13,2.1645
2022-06-14,4.7619
2022-06-15,5.1948
2022-06-16,18.18181
2022-06-17,14.50216
2022-06-18,3.4632
2022-06-19,6.0606
2022-06-20,10.82251
2022-06-21,9.74025
2022-06-22,10.38961
2022-06-23,4.54545
2022-06-24,8.2251
2022-06-25,1.51515
2022-06-26,5.84415
2022-06-27,9.0909
2022-06-28,7.57575
2022-06-29,5.6277
2022-06-30,9.5238
2022-07-01,4.7619
2022-07-02,1.51515
2022-07-03,1.7316
2022-07-04,6.0606
2022-07-05,4.7619
2022-07-06,6.0606
2022-07-07,9.0909
2022-07-08,4.7619
2022-07-09,2.5974
2022-07-10,2.5974
2022-07-11,3.8961
2022-07-12,5.1948
2022-07-13,5.1948
2022-07-14,5.6277
2022-07-15,5.1948
2022-07-17,1.2987
2022-07-18,6.4935
2022-07-19,6.0606
2022-07-20,9.0909
2022-07-21,15.80086
2022-07-22,24.02597
2022-07-23,8.658
2022-07-24,9.30735
2022-07-25,20.56277
2022-07-26,14.50216
2022-07-27,19.69696
2022-07-28,10.60606
2022-07-29,12.12121
2022-07-30,3.4632
2022-07-31,6.4935
2022-08-01,10.60606
2022-08-02,14.06926
2022-08-03,9.9567
2022-08-04,6.4935
2022-08-05,8.44155
2022-08-06,2.5974
2022-08-07,3.24675
2022-08-08,7.7922
2022-08-09,9.5238
2022-08-10,9.30735
2022-08-11,10.17316
2022-08-12,7.7922
2022-08-13,4.97835
2022-08-14,5.84415
2022-08-15,3.8961
2022-08-16,11.68831
2022-08-17,8.658
2022-08-18,8.658
2022-08-19,12.33766
2022-08-20,8.44155
2022-08-21,1.94805
2022-08-22,9.0909
2022-08-23,8.2251
2022-08-24,9.0909
2022-08-25,7.7922
2022-08-26,8.44155
2022-08-27,2.38095
2022-08-28,3.0303
2022-08-29,9.5238
2022-08-30,6.4935
2022-08-31,9.5238
2022-09-01,8.2251
2022-09-02,8.2251
2022-09-03,2.81385
2022-09-04,6.27705
2022-09-05,7.3593
2022-09-06,8.00865
2022-09-07,6.70995
2022-09-08,7.14285
2022-09-09,1.08225
2022-09-10,2.81385
2022-09-11,2.5974
2022-09-12,3.67965
2022-09-13,10.82251
2022-09-14,12.77056
2022-09-15,5.6277
2022-09-16,6.9264
2022-09-17,1.94805
2022-09-18,4.11255
2022-09-19,5.1948
2022-09-20,8.658
2022-09-21,7.7922
2022-09-22,5.6277
2022-09-23,9.0909
2022-09-24,3.8961
2022-09-25,3.8961
2022-09-26,5.84415
2022-09-27,8.2251
2022-09-28,7.14285
2022-09-29,5.6277
2022-09-30,6.4935
2022-10-01,1.51515
2022-10-03,3.0303
2022-10-04,7.14285
2022-10-05,6.70995
2022-10-06,7.57575
2022-10-07,8.44155
2022-10-08,3.0303
2022-10-09,2.81385
2022-10-10,9.5238
2022-10-11,15.36796
2022-10-12,8.87445
2022-10-13,6.9264
2022-10-14,8.44155
2022-10-15,3.0303
2022-10-16,2.81385
2022-10-17,5.1948
2022-10-18,9.74025
2022-10-19,6.9264
2022-10-20,7.14285
2022-10-21,8.87445
2022-10-22,3.24675
2022-10-23,3.67965
2022-10-24,8.00865
2022-10-25,8.658
2022-10-26,6.0606
2022-10-27,7.7922
2022-10-28,8.44155
2022-10-29,1.7316
2022-10-30,3.67965
2022-10-31,7.3593
2022-11-01,12.12121
2022-11-02,8.658
2022-11-03,9.74025
2022-11-04,10.38961
2022-11-05,3.8961
2022-11-06,4.7619
2022-11-07,10.82251
2022-11-08,12.55411
2022-11-09,10.38961
2022-11-10,6.27705
2022-11-11,9.9567
2022-11-12,4.329
2022-11-13,2.81385
2022-11-14,8.44155
2022-11-15,11.68831
2022-11-16,8.87445
2022-11-17,11.03896
2022-11-18,8.44155
2022-11-19,3.0303
2022-11-20,6.0606
2022-11-21,12.12121
2022-11-22,11.25541
2022-11-23,10.82251
2022-11-24,8.87445
2022-11-25,12.98701
2022-11-26,3.67965
2022-11-27,8.00865
2022-11-28,10.38961
2022-11-29,13.20346
2022-11-30,11.25541
2022-12-01,17.09956
2022-12-02,13.85281
2022-12-03,5.41125
2022-12-04,5.84415
2022-12-05,18.61471
2022-12-06,16.66666
2022-12-07,16.23376
2022-12-08,12.77056
2022-12-09,13.63636
2022-12-10,5.84415
2022-12-11,5.84415
2022-12-12,19.04761
2022-12-13,20.56277
2022-12-14,17.31601
2022-12-15,14.93506
2022-12-16,11.90476
2022-12-17,4.97835
2022-12-18,7.7922
2022-12-19,16.66666
2022-12-20,20.77922
2022-12-21,21.21212
2022-12-22,22.29437
2022-12-23,21.64502
2022-12-24,9.30735
2022-12-25,10.38961
2022-12-26,36.36363
2022-12-27,28.35497
2022-12-28,26.40692
2022-12-29,37.01298
2022-12-30,43.07359
2022-12-31,14.28571
2023-01-01,12.33766
2023-01-02,26.83982
2023-01-03,21.21212
2023-01-04,24.02597
2023-01-05,25.10822
2023-01-06,17.74891
2023-01-07,4.7619
2023-01-08,9.0909
2023-01-09,22.72727
2023-01-10,21.64502
2023-01-11,17.09956
2023-01-12,15.58441
2023-01-13,19.48051
2023-01-14,8.44155
2023-01-15,12.12121
2023-01-16,28.57142
2023-01-17,34.41558
2023-01-18,31.60173
2023-01-19,27.27272
2023-01-20,30.51948
2023-01-21,10.17316
2023-01-22,11.25541
2023-01-23,11.03896
2023-01-24,17.96536
2023-01-25,47.40259
2023-01-26,42.85714
2023-01-27,32.03463
2023-01-28,16.45021
2023-01-29,13.41991
2023-01-30,33.76623
2023-01-31,26.19047
2023-02-01,24.24242
2023-02-02,23.16017
2023-02-03,19.69696
2023-02-04,9.0909
2023-02-05,11.90476
2023-02-06,24.02597
2023-02-07,22.72727
2023-02-08,19.26406
2023-02-09,17.31601
2023-02-10,17.31601
2023-02-11,8.2251
2023-02-12,7.57575
2023-02-13,16.88311
2023-02-14,20.12987
2023-02-15,17.09956
2023-02-16,20.99567
2023-02-17,18.83116
2023-02-18,7.3593
2023-02-19,6.70995
2023-02-20,21.64502
2023-02-21,17.74891
2023-02-22,18.61471
2023-02-23,17.53246
2023-02-24,19.26406
2023-02-25,6.0606
2023-02-26,6.70995
2023-02-27,18.83116
2023-02-28,16.23376
2023-03-01,11.47186
2023-03-02,16.45021
2023-03-03,15.80086
2023-03-04,5.6277
2023-03-05,11.68831
2023-03-06,14.06926
2023-03-07,12.98701
2023-03-08,17.31601
2023-03-09,15.58441
2023-03-10,10.82251
2023-03-11,5.41125
2023-03-12,4.97835
2023-03-13,9.9567
2023-03-14,13.85281
2023-03-15,12.77056
2023-03-16,9.5238
2023-03-17,8.00865
2023-03-18,5.41125
2023-03-19,7.14285
2023-03-20,11.03896
2023-03-21,13.20346
2023-03-22,12.98701
2023-03-23,9.9567
2023-03-24,11.90476
2023-03-25,6.70995
2023-03-26,7.57575
2023-03-27,13.41991
2023-03-28,11.25541
2023-03-29,11.90476
2023-03-30,13.20346
2023-03-31,10.38961
2023-04-01,6.0606
2023-04-02,8.2251
2023-04-03,11.90476
2023-04-04,10.82251
2023-04-05,12.98701
2023-04-06,8.44155
2023-04-07,9.30735
2023-04-08,3.24675
2023-04-09,5.84415
2023-04-10,9.9567
2023-04-11,12.77056
2023-04-12,10.82251
2023-04-13,10.82251
2023-04-14,8.44155
2023-04-15,2.81385
2023-04-16,4.54545
2023-04-17,12.12121
2023-04-18,7.3593
2023-04-19,8.44155
2023-04-20,9.0909
2023-04-21,10.38961
2023-04-22,2.5974
2023-04-23,5.41125
2023-04-24,13.41991
2023-04-25,15.58441
2023-04-26,11.03896
2023-04-27,8.44155
2023-04-28,7.7922
2023-04-29,2.38095
2023-04-30,5.1948
2023-05-01,4.97835
2023-05-02,12.12121
2023-05-03,10.82251
2023-05-04,11.03896
2023-05-05,4.97835
2023-05-06,5.6277
2023-05-07,4.11255
2023-05-08,10.38961
2023-05-09,11.03896
2023-05-10,12.55411
2023-05-11,9.9567
2023-05-12,11.90476
2023-05-13,3.4632
2023-05-14,7.57575
2023-05-15,12.33766
2023-05-16,12.55411
2023-05-17,12.55411
2023-05-18,13.41991
2023-05-19,17.53246
2023-05-20,8.2251
2023-05-21,5.84415
2023-05-22,16.66666
2023-05-23,13.41991
2023-05-24,12.12121
2023-05-25,13.20346
2023-05-26,11.03896
2023-05-27,8.00865
2023-05-28,8.2251
2023-05-29,7.57575
2023-05-30,16.01731
2023-05-31,15.80086
2023-06-01,15.15151
2023-06-02,15.58441
2023-06-03,5.6277
2023-06-04,5.41125
2023-06-05,16.23376
2023-06-06,12.98701
2023-06-07,15.15151
2023-06-08,14.06926
2023-06-09,11.90476
2023-06-10,5.1948
2023-06-11,9.0909
2023-06-12,15.15151
2023-06-13,16.88311
2023-06-14,13.20346
2023-06-15,18.39826
2023-06-16,14.93506
2023-06-17,4.7619
2023-06-18,8.658
2023-06-19,14.71861
2023-06-20,17.31601
2023-06-21,17.53246
2023-06-22,12.77056
2023-06-23,17.96536
2023-06-24,6.4935
2023-06-25,12.77056
2023-06-26,16.66666
2023-06-27,12.55411
2023-06-28,16.23376
2023-06-29,17.09956
2023-06-30,20.77922
2023-07-01,7.7922
2023-07-02,9.0909
