date,퇴직연금DC형
2020-06-29,21.80423
2020-06-30,28.4149
2020-07-01,30.27757
2020-07-02,26.88093
2020-07-03,23.3382
2020-07-04,8.87509
2020-07-05,9.0577
2020-07-06,26.0409
2020-07-07,25.96785
2020-07-08,28.08619
2020-07-09,25.71219
2020-07-10,22.93644
2020-07-11,10.18991
2020-07-12,9.31336
2020-07-13,23.41124
2020-07-14,24.43389
2020-07-15,24.10518
2020-07-16,23.55734
2020-07-17,20.0146
2020-07-18,7.66983
2020-07-19,7.12198
2020-07-20,21.36596
2020-07-21,21.47552
2020-07-22,21.95032
2020-07-23,23.70343
2020-07-24,21.84075
2020-07-25,9.64207
2020-07-26,8.18115
2020-07-27,20.6355
2020-07-28,23.55734
2020-07-29,20.74506
2020-07-30,22.71731
2020-07-31,22.75383
2020-08-01,9.89773
2020-08-02,6.72023
2020-08-03,20.56245
2020-08-04,25.85829
2020-08-05,27.42878
2020-08-06,26.0409
2020-08-07,23.22863
2020-08-08,13.55003
2020-08-09,10.37253
2020-08-10,25.52958
2020-08-11,28.81665
2020-08-12,27.17311
2020-08-13,28.48794
2020-08-14,21.25639
2020-08-15,11.68736
2020-08-16,10.04382
2020-08-17,11.61431
2020-08-18,23.55734
2020-08-19,23.59386
2020-08-20,22.93644
2020-08-21,21.76771
2020-08-22,11.86997
2020-08-23,10.26296
2020-08-24,24.65303
2020-08-25,24.47041
2020-08-26,26.77136
2020-08-27,31.51935
2020-08-28,28.4149
2020-08-29,13.25785
2020-08-30,12.34477
2020-08-31,30.09495
2020-09-01,32.28634
2020-09-02,31.77501
2020-09-03,27.28268
2020-09-04,22.82688
2020-09-05,10.51862
2020-09-06,11.06647
2020-09-07,31.19065
2020-09-08,29.94886
2020-09-09,30.6428
2020-09-10,30.78889
2020-09-11,28.01314
2020-09-12,11.32213
2020-09-13,10.92037
2020-09-14,26.00438
2020-09-15,28.85317
2020-09-16,31.55588
2020-09-17,27.9401
2020-09-18,30.35062
2020-09-19,14.17092
2020-09-20,9.86121
2020-09-21,25.71219
2020-09-22,27.20964
2020-09-23,28.34185
2020-09-24,24.87216
2020-09-25,22.27903
2020-09-26,9.49598
2020-09-27,9.49598
2020-09-28,23.99561
2020-09-29,22.46165
2020-09-30,9.42293
2020-10-01,6.90284
2020-10-02,6.09934
2020-10-03,6.39152
2020-10-04,7.81592
2020-10-05,26.62527
2020-10-06,33.3455
2020-10-07,31.1176
2020-10-08,27.57487
2020-10-09,10.55514
2020-10-10,9.27684
2020-10-11,11.7604
2020-10-12,30.20452
2020-10-13,34.18553
2020-10-14,29.83929
2020-10-15,28.08619
2020-10-16,24.2878
2020-10-17,12.08911
2020-10-18,10.11687
2020-10-19,27.68444
2020-10-20,27.42878
2020-10-21,29.07231
2020-10-22,28.4149
2020-10-23,21.87728
2020-10-24,9.86121
2020-10-25,11.97954
2020-10-26,29.10883
2020-10-27,31.1176
2020-10-28,28.01314
2020-10-29,29.32797
2020-10-30,26.88093
2020-10-31,13.6596
2020-11-01,13.80569
2020-11-02,34.00292
2020-11-03,34.47772
2020-11-04,28.81665
2020-11-05,33.12636
2020-11-06,26.0409
2020-11-07,12.45434
2020-11-08,12.41782
2020-11-09,36.44996
2020-11-10,55.69758
2020-11-11,43.90065
2020-11-12,41.34404
2020-11-13,43.93718
2020-11-14,22.05989
2020-11-15,15.48575
2020-11-16,40.90577
2020-11-17,46.49379
2020-11-18,54.20014
2020-11-19,61.65084
2020-11-20,41.52666
2020-11-21,18.11541
2020-11-22,16.32578
2020-11-23,42.03798
2020-11-24,42.69539
2020-11-25,48.72169
2020-11-26,47.04163
2020-11-27,41.16143
2020-11-28,21.25639
2020-11-29,17.23886
2020-11-30,43.93718
2020-12-01,54.89408
2020-12-02,55.98977
2020-12-03,52.88531
2020-12-04,56.46457
2020-12-05,27.79401
2020-12-06,25.05478
2020-12-07,65.26661
2020-12-08,68.95544
2020-12-09,66.94667
2020-12-10,62.16216
2020-12-11,61.68736
2020-12-12,23.70343
2020-12-13,23.48429
2020-12-14,59.27684
2020-12-15,67.09276
2020-12-16,67.82322
2020-12-17,60.73776
2020-12-18,52.41051
2020-12-19,22.8634
2020-12-20,21.07377
2020-12-21,57.70635
2020-12-22,60.99342
2020-12-23,60.9569
2020-12-24,58.5829
2020-12-25,27.86705
2020-12-26,24.72607
2020-12-27,24.06866
2020-12-28,76.91745
2020-12-29,84.11249
2020-12-30,75.49306
2020-12-31,73.26515
2021-01-01,34.33162
2021-01-02,30.31409
2021-01-03,50.18261
2021-01-04,100.0
2021-01-05,98.35646
2021-01-06,91.49013
2021-01-07,85.68298
2021-01-08,74.32432
2021-01-09,40.06574
2021-01-10,37.83783
2021-01-11,76.40613
2021-01-12,74.32432
2021-01-13,70.0146
2021-01-14,70.81811
2021-01-15,58.87509
2021-01-16,31.44631
2021-01-17,35.02556
2021-01-18,65.01095
2021-01-19,68.62673
2021-01-20,63.00219
2021-01-21,59.49598
2021-01-22,55.84368
2021-01-23,34.14901
2021-01-24,32.98027
2021-01-25,68.88239
2021-01-26,70.78159
2021-01-27,71.29291
2021-01-28,67.67713
2021-01-29,56.46457
2021-01-30,30.49671
2021-01-31,27.17311
2021-02-01,64.28049
2021-02-02,63.55003
2021-02-03,66.98319
2021-02-04,63.55003
2021-02-05,53.57925
2021-02-06,31.81154
2021-02-07,40.10226
2021-02-08,71.11029
2021-02-09,59.75164
2021-02-10,51.49744
2021-02-11,27.10007
2021-02-12,19.72242
2021-02-13,22.53469
2021-02-14,24.36084
2021-02-15,57.08546
2021-02-16,62.27173
2021-02-17,57.74287
2021-02-18,51.82615
2021-02-19,50.8035
2021-02-20,22.75383
2021-02-21,25.78524
2021-02-22,58.83856
2021-02-23,57.96201
2021-02-24,49.96347
2021-02-25,53.28707
2021-02-26,45.32505
2021-02-27,20.56245
2021-02-28,19.39371
2021-03-01,24.10518
2021-03-02,51.49744
2021-03-03,47.91818
2021-03-04,44.66764
2021-03-05,36.85171
2021-03-06,19.28414
2021-03-07,17.56756
2021-03-08,48.42951
2021-03-09,47.88166
2021-03-10,47.84514
2021-03-11,47.66252
2021-03-12,42.98758
2021-03-13,21.32943
2021-03-14,17.82322
2021-03-15,45.36157
2021-03-16,48.06428
2021-03-17,41.52666
2021-03-18,40.3214
2021-03-19,36.26734
2021-03-20,16.43535
2021-03-21,14.42658
2021-03-22,34.33162
2021-03-23,37.9474
2021-03-24,40.94229
2021-03-25,37.91088
2021-03-26,62.74653
2021-03-27,22.3886
2021-03-28,18.37107
2021-03-29,43.82761
2021-03-30,42.00146
2021-03-31,38.78743
2021-04-01,42.14755
2021-04-02,40.28487
2021-04-03,19.83199
2021-04-04,21.9138
2021-04-05,42.58582
2021-04-06,44.88677
2021-04-07,45.06939
2021-04-08,47.40686
2021-04-09,42.76844
2021-04-10,19.61285
2021-04-11,18.77282
2021-04-12,46.49379
2021-04-13,49.26953
2021-04-14,43.4989
2021-04-15,43.68151
2021-04-16,36.08473
2021-04-17,18.33455
2021-04-18,16.43535
2021-04-19,41.85536
2021-04-20,39.99269
2021-04-21,39.55441
2021-04-22,37.69174
2021-04-23,35.50036
2021-04-24,16.28926
2021-04-25,15.33966
2021-04-26,34.18553
2021-04-27,41.49013
2021-04-28,40.10226
2021-04-29,36.6691
2021-04-30,33.49159
2021-05-01,15.084
2021-05-02,12.96566
2021-05-03,37.28999
2021-05-04,33.96639
2021-05-05,14.82834
2021-05-06,33.3455
2021-05-07,29.62016
2021-05-08,14.1344
2021-05-09,12.71
2021-05-10,42.5493
2021-05-11,40.90577
2021-05-12,34.18553
2021-05-13,30.02191
2021-05-14,25.5661
2021-05-15,12.45434
2021-05-16,17.05624
2021-05-17,39.33528
2021-05-18,31.99415
2021-05-19,17.09276
2021-05-20,33.85682
2021-05-21,30.53323
2021-05-22,11.9065
2021-05-23,10.73776
2021-05-24,28.67056
2021-05-25,31.88458
2021-05-26,32.90723
2021-05-27,34.18553
2021-05-28,27.97662
2021-05-29,13.14828
2021-05-30,12.12563
2021-05-31,30.38714
2021-06-01,38.05697
2021-06-02,36.70562
2021-06-03,38.27611
2021-06-04,31.19065
2021-06-05,13.1848
2021-06-06,11.72388
2021-06-07,33.56464
2021-06-08,37.98392
2021-06-09,34.87947
2021-06-10,34.66033
2021-06-11,32.65157
2021-06-12,13.55003
2021-06-13,11.21256
2021-06-14,30.75237
2021-06-15,34.87947
2021-06-16,36.48648
2021-06-17,34.11249
2021-06-18,27.10007
2021-06-19,13.11176
2021-06-20,11.32213
2021-06-21,30.6428
2021-06-22,33.85682
2021-06-23,33.05332
2021-06-24,30.20452
2021-06-25,29.72972
2021-06-26,13.91526
2021-06-27,11.39517
2021-06-28,32.61504
2021-06-29,39.48137
2021-06-30,39.70051
2021-07-01,41.49013
2021-07-02,37.43608
2021-07-03,14.97443
2021-07-04,12.30825
2021-07-05,33.12636
2021-07-06,36.15777
2021-07-07,34.07596
2021-07-08,34.2951
2021-07-09,30.09495
2021-07-10,12.56391
2021-07-11,12.2352
2021-07-12,31.33674
2021-07-13,32.3959
2021-07-14,32.50547
2021-07-15,27.61139
2021-07-16,25.0913
2021-07-17,11.39517
2021-07-18,9.5325
2021-07-19,25.71219
2021-07-20,27.02702
2021-07-21,26.15047
2021-07-22,24.90869
2021-07-23,24.47041
2021-07-24,12.45434
2021-07-25,9.93425
2021-07-26,31.00803
2021-07-27,34.18553
2021-07-28,30.53323
2021-07-29,28.81665
2021-07-30,27.53834
2021-07-31,12.78305
2021-08-01,12.3813
2021-08-02,28.81665
2021-08-03,31.19065
2021-08-04,39.07962
2021-08-05,36.74214
2021-08-06,31.44631
2021-08-07,14.93791
2021-08-08,14.17092
2021-08-09,33.63769
2021-08-10,36.34039
2021-08-11,36.26734
2021-08-12,34.84295
2021-08-13,28.59751
2021-08-14,17.01972
2021-08-15,11.97954
2021-08-16,19.17457
2021-08-17,28.4149
2021-08-18,36.48648
2021-08-19,32.32286
2021-08-20,25.93133
2021-08-21,13.11176
2021-08-22,12.45434
2021-08-23,30.05843
2021-08-24,32.542
2021-08-25,33.60116
2021-08-26,32.90723
2021-08-27,32.83418
2021-08-28,14.90138
2021-08-29,14.6092
2021-08-30,37.50913
2021-08-31,38.53177
2021-09-01,41.85536
2021-09-02,37.9474
2021-09-03,30.67932
2021-09-04,15.04747
2021-09-05,13.62308
2021-09-06,31.19065
2021-09-07,33.23593
2021-09-08,33.56464
2021-09-09,32.61504
2021-09-10,29.40102
2021-09-11,12.60043
2021-09-12,11.72388
2021-09-13,32.43243
2021-09-14,32.94375
2021-09-15,31.30021
2021-09-16,30.82542
2021-09-17,22.31555
2021-09-18,11.97954
2021-09-19,8.03506
2021-09-20,12.12563
2021-09-21,10.0073
2021-09-22,12.81957
2021-09-23,30.71585
2021-09-24,34.40467
2021-09-25,16.17969
2021-09-26,19.10153
2021-09-27,38.49525
2021-09-28,38.38568
2021-09-29,35.31775
2021-09-30,34.03944
2021-10-01,34.11249
2021-10-02,17.89627
2021-10-03,13.98831
2021-10-04,22.53469
2021-10-05,39.77355
2021-10-06,39.11614
2021-10-07,36.34039
2021-10-08,33.49159
2021-10-09,13.14828
2021-10-10,11.68736
2021-10-11,16.21621
2021-10-12,40.68663
2021-10-13,36.92476
2021-10-14,35.31775
2021-10-15,31.99415
2021-10-16,14.24397
2021-10-17,12.12563
2021-10-18,32.24981
2021-10-19,33.67421
2021-10-20,32.83418
2021-10-21,31.73849
2021-10-22,32.03067
2021-10-23,12.41782
2021-10-24,13.1848
2021-10-25,34.69685
2021-10-26,37.87436
2021-10-27,40.39444
2021-10-28,36.6691
2021-10-29,32.03067
2021-10-30,14.75529
2021-10-31,14.64572
2021-11-01,42.00146
2021-11-02,42.47626
2021-11-03,40.57706
2021-11-04,37.69174
2021-11-05,34.44119
2021-11-06,14.42658
2021-11-07,15.04747
2021-11-08,39.62746
2021-11-09,40.7962
2021-11-10,47.77209
2021-11-11,44.19284
2021-11-12,36.04821
2021-11-13,16.07012
2021-11-14,16.87363
2021-11-15,44.22936
2021-11-16,44.52154
2021-11-17,44.15631
2021-11-18,39.15266
2021-11-19,32.8707
2021-11-20,15.23009
2021-11-21,15.04747
2021-11-22,38.97005
2021-11-23,45.252
2021-11-24,42.65887
2021-11-25,46.71292
2021-11-26,40.17531
2021-11-27,15.01095
2021-11-28,16.61796
2021-11-29,38.78743
2021-11-30,47.88166
2021-12-01,54.27319
2021-12-02,53.14097
2021-12-03,46.05551
2021-12-04,20.67202
2021-12-05,16.65449
2021-12-06,49.34258
2021-12-07,71.87728
2021-12-08,68.84587
2021-12-09,59.09422
2021-12-10,62.3813
2021-12-11,20.05113
2021-12-12,20.12417
2021-12-13,58.91161
2021-12-14,58.83856
2021-12-15,57.34112
2021-12-16,54.63842
2021-12-17,45.03287
2021-12-18,17.12929
2021-12-19,16.87363
2021-12-20,53.83491
2021-12-21,66.25273
2021-12-22,62.3813
2021-12-23,60.26296
2021-12-24,49.67129
2021-12-25,20.08765
2021-12-26,21.36596
2021-12-27,68.07888
2021-12-28,74.10518
2021-12-29,70.89116
2021-12-30,72.97297
2021-12-31,58.76552
2022-01-01,23.04601
2022-01-02,23.04601
2022-01-03,73.66691
2022-01-04,75.34696
2022-01-05,64.1344
2022-01-06,58.65595
2022-01-07,53.79839
2022-01-08,22.75383
2022-01-09,20.34331
2022-01-10,56.53761
2022-01-11,55.98977
2022-01-12,51.02264
2022-01-13,49.63476
2022-01-14,42.91453
2022-01-15,19.94156
2022-01-16,19.06501
2022-01-17,42.80496
2022-01-18,50.94959
2022-01-19,42.33016
2022-01-20,43.46238
2022-01-21,37.91088
2022-01-22,19.24762
2022-01-23,17.45799
2022-01-24,48.1008
2022-01-25,48.68517
2022-01-26,47.69905
2022-01-27,44.59459
2022-01-28,43.64499
2022-01-29,21.14682
2022-01-30,13.87874
2022-01-31,13.07523
2022-02-01,15.66837
2022-02-02,18.37107
2022-02-03,48.50255
2022-02-04,46.12856
2022-02-05,23.15558
2022-02-06,20.6355
2022-02-07,50.65741
2022-02-08,43.60847
2022-02-09,52.81227
2022-02-10,55.69758
2022-02-11,46.42074
2022-02-12,19.28414
2022-02-13,19.10153
2022-02-14,45.94594
2022-02-15,50.18261
2022-02-16,48.1008
2022-02-17,43.75456
2022-02-18,36.1943
2022-02-19,17.85975
2022-02-20,16.65449
2022-02-21,40.90577
2022-02-22,43.46238
2022-02-23,44.55807
2022-02-24,45.32505
2022-02-25,49.59824
2022-02-26,22.79035
2022-02-27,20.67202
2022-02-28,44.26588
2022-03-01,22.93644
2022-03-02,46.93206
2022-03-03,45.50766
2022-03-04,39.29875
2022-03-05,17.27538
2022-03-06,17.93279
2022-03-07,39.66398
2022-03-08,42.76844
2022-03-09,16.98319
2022-03-10,41.67275
2022-03-11,42.84149
2022-03-12,18.22498
2022-03-13,16.0336
2022-03-14,40.83272
2022-03-15,45.50766
2022-03-16,50.03652
2022-03-17,39.73703
2022-03-18,34.18553
2022-03-19,19.61285
2022-03-20,17.49452
2022-03-21,38.45872
2022-03-22,38.71439
2022-03-23,38.75091
2022-03-24,38.45872
2022-03-25,37.54565
2022-03-26,16.80058
2022-03-27,13.91526
2022-03-28,37.4726
2022-03-29,40.3214
2022-03-30,40.35792
2022-03-31,39.04309
2022-04-01,38.34915
2022-04-02,15.77794
2022-04-03,12.63696
2022-04-04,41.81884
2022-04-05,39.3718
2022-04-06,40.24835
2022-04-07,38.93352
2022-04-08,36.44996
2022-04-09,15.96055
2022-04-10,11.46822
2022-04-11,39.11614
2022-04-12,40.10226
2022-04-13,39.11614
2022-04-14,41.271
2022-04-15,31.88458
2022-04-16,15.85098
2022-04-17,16.91015
2022-04-18,37.28999
2022-04-19,38.75091
2022-04-20,35.53688
2022-04-21,34.14901
2022-04-22,29.87582
2022-04-23,12.2352
2022-04-24,11.06647
2022-04-25,38.38568
2022-04-26,38.60482
2022-04-27,37.39956
2022-04-28,30.67932
2022-04-29,29.47406
2022-04-30,12.67348
2022-05-01,12.34477
2022-05-02,32.94375
2022-05-03,33.3455
2022-05-04,32.94375
2022-05-05,12.78305
2022-05-06,24.98173
2022-05-07,10.9569
2022-05-08,9.5325
2022-05-09,32.43243
2022-05-10,40.83272
2022-05-11,35.97516
2022-05-12,31.73849
2022-05-13,25.45653
2022-05-14,11.2856
2022-05-15,9.89773
2022-05-16,30.75237
2022-05-17,30.09495
2022-05-18,31.66544
2022-05-19,30.27757
2022-05-20,23.92257
2022-05-21,10.55514
2022-05-22,8.91161
2022-05-23,27.39225
2022-05-24,30.53323
2022-05-25,44.41197
2022-05-26,32.17677
2022-05-27,47.51643
2022-05-28,12.78305
2022-05-29,12.71
2022-05-30,28.34185
2022-05-31,32.94375
2022-06-01,13.84222
2022-06-02,33.89335
2022-06-03,30.05843
2022-06-04,11.46822
2022-06-05,10.59167
2022-06-06,9.93425
2022-06-07,31.37326
2022-06-08,40.21183
2022-06-09,38.82395
2022-06-10,36.85171
2022-06-11,12.74653
2022-06-12,11.06647
2022-06-13,34.07596
2022-06-14,37.4726
2022-06-15,36.15777
2022-06-16,34.73338
2022-06-17,31.51935
2022-06-18,11.97954
2022-06-19,12.60043
2022-06-20,35.28122
2022-06-21,36.23082
2022-06-22,34.00292
2022-06-23,29.36449
2022-06-24,27.42878
2022-06-25,11.9065
2022-06-26,10.62819
2022-06-27,33.38203
2022-06-28,37.87436
2022-06-29,35.28122
2022-06-30,36.9978
2022-07-01,36.04821
2022-07-02,12.92914
2022-07-03,14.28049
2022-07-04,34.98904
2022-07-05,51.71658
2022-07-06,44.30241
2022-07-07,38.02045
2022-07-08,38.34915
2022-07-09,14.6092
2022-07-10,12.92914
2022-07-11,40.68663
2022-07-12,42.25712
2022-07-13,34.73338
2022-07-14,36.92476
2022-07-15,31.92111
2022-07-16,12.34477
2022-07-17,11.94302
2022-07-18,34.95252
2022-07-19,32.98027
2022-07-20,31.40978
2022-07-21,28.8897
2022-07-22,26.55222
2022-07-23,10.84733
2022-07-24,10.62819
2022-07-25,30.24105
2022-07-26,34.36815
2022-07-27,30.6428
2022-07-28,28.37837
2022-07-29,27.4653
2022-07-30,11.83345
2022-07-31,9.78816
2022-08-01,29.58363
2022-08-02,30.38714
2022-08-03,29.65668
2022-08-04,34.66033
2022-08-05,30.53323
2022-08-06,12.01607
2022-08-07,11.39517
2022-08-08,32.98027
2022-08-09,32.61504
2022-08-10,36.70562
2022-08-11,33.45507
2022-08-12,27.57487
2022-08-13,11.65084
2022-08-14,9.97078
2022-08-15,11.7604
2022-08-16,27.83053
2022-08-17,35.35427
2022-08-18,28.45142
2022-08-19,25.74872
2022-08-20,11.10299
2022-08-21,10.62819
2022-08-22,27.10007
2022-08-23,29.14536
2022-08-24,28.78013
2022-08-25,29.80277
2022-08-26,30.168
2022-08-27,10.15339
2022-08-28,8.76552
2022-08-29,25.93133
2022-08-30,26.00438
2022-08-31,28.67056
2022-09-01,32.17677
2022-09-02,26.77136
2022-09-03,9.16727
2022-09-04,9.97078
2022-09-05,30.27757
2022-09-06,30.38714
2022-09-07,28.01314
2022-09-08,23.66691
2022-09-09,8.98466
2022-09-10,5.47845
2022-09-11,6.68371
2022-09-12,9.5325
2022-09-13,31.84806
2022-09-14,37.18042
2022-09-15,32.57852
2022-09-16,24.87216
2022-09-17,9.82468
2022-09-18,8.03506
2022-09-19,27.20964
2022-09-20,32.65157
2022-09-21,28.96274
2022-09-22,26.84441
2022-09-23,24.54346
2022-09-24,9.71512
2022-09-25,7.92549
2022-09-26,27.06355
2022-09-27,38.64134
2022-09-28,38.34915
2022-09-29,30.24105
2022-09-30,28.30533
2022-10-01,8.40029
2022-10-02,5.95325
2022-10-03,7.88897
2022-10-04,26.22352
2022-10-05,26.84441
2022-10-06,26.95398
2022-10-07,21.21986
2022-10-08,6.39152
2022-10-09,6.97589
2022-10-10,9.97078
2022-10-11,26.00438
2022-10-12,29.98539
2022-10-13,28.67056
2022-10-14,23.70343
2022-10-15,9.42293
2022-10-16,7.59678
2022-10-17,23.22863
2022-10-18,25.5661
2022-10-19,23.3382
2022-10-20,24.72607
2022-10-21,21.69466
2022-10-22,8.76552
2022-10-23,7.23155
2022-10-24,23.22863
2022-10-25,27.53834
2022-10-26,24.83564
2022-10-27,23.99561
2022-10-28,22.8634
2022-10-29,8.54638
2022-10-30,6.64718
2022-10-31,21.439
2022-11-01,31.88458
2022-11-02,27.90357
2022-11-03,26.69831
2022-11-04,23.813
2022-11-05,10.11687
2022-11-06,8.61943
2022-11-07,28.70708
2022-11-08,32.28634
2022-11-09,27.02702
2022-11-10,29.54711
2022-11-11,23.63038
2022-11-12,11.4317
2022-11-13,10.22644
2022-11-14,29.51059
2022-11-15,30.53323
2022-11-16,28.81665
2022-11-17,29.58363
2022-11-18,23.3382
2022-11-19,9.60555
2022-11-20,9.82468
2022-11-21,32.28634
2022-11-22,34.00292
2022-11-23,35.2447
2022-11-24,37.50913
2022-11-25,27.90357
2022-11-26,11.2856
2022-11-27,10.99342
2022-11-28,33.85682
2022-11-29,44.88677
2022-11-30,41.89189
2022-12-01,37.76479
2022-12-02,33.41855
2022-12-03,12.08911
2022-12-04,10.15339
2022-12-05,36.96128
2022-12-06,43.24324
2022-12-07,43.93718
2022-12-08,52.2279
2022-12-09,39.73703
2022-12-10,14.86486
2022-12-11,11.54127
2022-12-12,41.85536
2022-12-13,48.1008
2022-12-14,45.61723
2022-12-15,41.56318
2022-12-16,36.59605
2022-12-17,12.19868
2022-12-18,11.94302
2022-12-19,41.81884
2022-12-20,49.8539
2022-12-21,41.34404
2022-12-22,46.23813
2022-12-23,34.22205
2022-12-24,12.74653
2022-12-25,11.72388
2022-12-26,45.43462
2022-12-27,53.43316
2022-12-28,53.28707
2022-12-29,50.03652
2022-12-30,50.18261
2022-12-31,19.39371
2023-01-01,16.61796
2023-01-02,48.5756
2023-01-03,49.15997
2023-01-04,48.28341
2023-01-05,42.91453
2023-01-06,35.2447
2023-01-07,14.71877
2023-01-08,11.13951
2023-01-09,36.04821
2023-01-10,38.4222
2023-01-11,40.68663
2023-01-12,36.92476
2023-01-13,29.62016
2023-01-14,13.47699
2023-01-15,11.54127
2023-01-16,33.74726
2023-01-17,32.17677
2023-01-18,33.41855
2023-01-19,27.24616
2023-01-20,22.82688
2023-01-21,9.60555
2023-01-22,9.45945
2023-01-23,8.21767
2023-01-24,11.21256
2023-01-25,30.71585
2023-01-26,33.96639
2023-01-27,31.95763
2023-01-28,13.22132
2023-01-29,12.71
2023-01-30,32.0672
2023-01-31,35.79254
2023-02-01,40.21183
2023-02-02,36.08473
2023-02-03,31.55588
2023-02-04,11.86997
2023-02-05,11.79693
2023-02-06,32.21329
2023-02-07,35.97516
2023-02-08,33.74726
2023-02-09,27.35573
2023-02-10,31.70197
2023-02-11,11.13951
2023-02-12,11.10299
2023-02-13,32.35938
2023-02-14,30.09495
2023-02-15,31.00803
2023-02-16,30.49671
2023-02-17,27.72096
2023-02-18,10.33601
2023-02-19,10.0073
2023-02-20,29.40102
2023-02-21,30.53323
2023-02-22,33.92987
2023-02-23,29.10883
2023-02-24,25.63915
2023-02-25,10.62819
2023-02-26,9.13075
2023-02-27,32.24981
2023-02-28,33.19941
2023-03-01,14.64572
2023-03-02,31.30021
2023-03-03,27.39225
2023-03-04,11.57779
2023-03-05,10.55514
2023-03-06,31.73849
2023-03-07,30.27757
2023-03-08,32.76113
2023-03-09,29.32797
2023-03-10,29.29145
2023-03-11,10.92037
2023-03-12,9.27684
2023-03-13,30.78889
2023-03-14,35.86559
2023-03-15,33.60116
2023-03-16,32.76113
2023-03-17,26.95398
2023-03-18,9.67859
2023-03-19,8.50986
2023-03-20,27.83053
2023-03-21,31.5924
2023-03-22,27.42878
2023-03-23,31.1176
2023-03-24,26.44265
2023-03-25,10.51862
2023-03-26,8.18115
2023-03-27,28.37837
2023-03-28,33.78378
2023-03-29,31.37326
2023-03-30,28.2688
2023-03-31,29.43754
2023-04-01,10.77428
2023-04-02,9.09422
2023-04-03,29.03579
2023-04-04,31.92111
2023-04-05,34.33162
2023-04-06,33.23593
2023-04-07,27.06355
2023-04-08,10.4821
2023-04-09,9.45945
2023-04-10,33.08984
2023-04-11,35.35427
2023-04-12,33.67421
2023-04-13,29.62016
2023-04-14,26.58875
2023-04-15,9.86121
2023-04-16,8.43681
2023-04-17,27.79401
2023-04-18,31.08108
2023-04-19,28.15924
2023-04-20,25.0913
2023-04-21,23.77647
2023-04-22,8.43681
2023-04-23,6.57414
2023-04-24,25.60262
2023-04-25,31.1176
2023-04-26,31.81154
2023-04-27,29.10883
2023-04-28,22.8634
2023-04-29,9.45945
2023-04-30,8.21767
2023-05-01,9.20379
2023-05-02,24.79912
2023-05-03,27.90357
2023-05-04,24.83564
2023-05-05,9.78816
2023-05-06,7.3046
2023-05-07,8.18115
2023-05-08,27.61139
2023-05-09,31.33674
2023-05-10,37.1439
2023-05-11,31.5924
2023-05-12,23.15558
2023-05-13,9.82468
2023-05-14,7.85244
2023-05-15,32.10372
2023-05-16,32.0672
2023-05-17,34.44119
2023-05-18,31.22717
2023-05-19,24.54346
2023-05-20,9.42293
2023-05-21,9.78816
2023-05-22,30.38714
2023-05-23,35.02556
2023-05-24,38.02045
2023-05-25,39.99269
2023-05-26,29.43754
2023-05-27,10.29948
2023-05-28,9.82468
