date,암보험
2020-09-01,56.85936
2020-09-02,58.15358
2020-09-03,54.5729
2020-09-04,47.32528
2020-09-05,28.86108
2020-09-06,28.34339
2020-09-07,50.4314
2020-09-08,60.95772
2020-09-09,63.24417
2020-09-10,62.16566
2020-09-11,53.14926
2020-09-12,30.24158
2020-09-13,27.04918
2020-09-14,64.58153
2020-09-15,63.41673
2020-09-16,58.88697
2020-09-17,52.50215
2020-09-18,46.54874
2020-09-19,28.86108
2020-09-20,25.28041
2020-09-21,52.54529
2020-09-22,56.08283
2020-09-23,47.41156
2020-09-24,52.45901
2020-09-25,45.68593
2020-09-26,28.12769
2020-09-27,25.02157
2020-09-28,49.87057
2020-09-29,40.5522
2020-09-30,19.49956
2020-10-01,20.9232
2020-10-02,21.05263
2020-10-03,23.77049
2020-10-04,26.96289
2020-10-05,52.28645
2020-10-06,57.37704
2020-10-07,58.93011
2020-10-08,47.71354
2020-10-09,27.91199
2020-10-10,26.44521
2020-10-11,28.17083
2020-10-12,51.3805
2020-10-13,58.80069
2020-10-14,59.44779
2020-10-15,57.72217
2020-10-16,55.34943
2020-10-17,28.17083
2020-10-18,25.53925
2020-10-19,56.77308
2020-10-20,56.12597
2020-10-21,60.74201
2020-10-22,51.46678
2020-10-23,46.93701
2020-10-24,27.30802
2020-10-25,24.54702
2020-10-26,53.75323
2020-10-27,58.84383
2020-10-28,58.7144
2020-10-29,64.62467
2020-10-30,47.84296
2020-10-31,25.10785
2020-11-01,30.19844
2020-11-02,50.51768
2020-11-03,51.94132
2020-11-04,47.28213
2020-11-05,48.40379
2020-11-06,42.75237
2020-11-07,24.59016
2020-11-08,24.37446
2020-11-09,49.00776
2020-11-10,51.29421
2020-11-11,55.56514
2020-11-12,53.79637
2020-11-13,43.65832
2020-11-14,23.68421
2020-11-15,27.95513
2020-11-16,49.78429
2020-11-17,52.63157
2020-11-18,48.05867
2020-11-19,48.01553
2020-11-20,45.51337
2020-11-21,24.93528
2020-11-22,27.09232
2020-11-23,50.47454
2020-11-24,50.34512
2020-11-25,52.67471
2020-11-26,53.40811
2020-11-27,53.62381
2020-11-28,29.29249
2020-11-29,29.63761
2020-11-30,49.52545
2020-12-01,55.34943
2020-12-02,61.13028
2020-12-03,60.52631
2020-12-04,50.2157
2020-12-05,28.86108
2020-12-06,28.34339
2020-12-07,55.13373
2020-12-08,57.54961
2020-12-09,68.80931
2020-12-10,63.15789
2020-12-11,58.23986
2020-12-12,33.8654
2020-12-13,31.27696
2020-12-14,56.98878
2020-12-15,62.4245
2020-12-16,58.32614
2020-12-17,56.94564
2020-12-18,50.69025
2020-12-19,28.47282
2020-12-20,31.88093
2020-12-21,56.94564
2020-12-22,60.31061
2020-12-23,65.83261
2020-12-24,50.25884
2020-12-25,29.24935
2020-12-26,26.40207
2020-12-27,32.74374
2020-12-28,74.97842
2020-12-29,76.48835
2020-12-30,76.0138
2020-12-31,57.85159
2021-01-01,26.79033
2021-01-02,31.70836
2021-01-03,29.63761
2021-01-04,53.1924
2021-01-05,57.98101
2021-01-06,58.67126
2021-01-07,50.04314
2021-01-08,47.36842
2021-01-09,30.45729
2021-01-10,29.63761
2021-01-11,54.44348
2021-01-12,55.26315
2021-01-13,57.42018
2021-01-14,58.84383
2021-01-15,56.42795
2021-01-16,30.93183
2021-01-17,34.85763
2021-01-18,58.58498
2021-01-19,67.08369
2021-01-20,61.56169
2021-01-21,63.37359
2021-01-22,61.044
2021-01-23,38.56773
2021-01-24,33.47713
2021-01-25,69.45642
2021-01-26,67.04055
2021-01-27,61.64797
2021-01-28,60.48317
2021-01-29,53.23554
2021-01-30,29.89646
2021-01-31,32.61432
2021-02-01,54.05522
2021-02-02,61.86367
2021-02-03,53.53753
2021-02-04,55.86712
2021-02-05,49.69801
2021-02-06,34.59879
2021-02-07,30.1553
2021-02-08,49.65487
2021-02-09,53.23554
2021-02-10,42.19154
2021-02-11,27.09232
2021-02-12,24.24503
2021-02-13,25.71182
2021-02-14,30.41415
2021-02-15,60.00862
2021-02-16,62.59706
2021-02-17,58.36928
2021-02-18,55.86712
2021-02-19,53.1924
2021-02-20,29.33563
2021-02-21,27.43744
2021-02-22,50.56082
2021-02-23,54.61604
2021-02-24,52.11389
2021-02-25,57.1182
2021-02-26,39.43054
2021-02-27,27.86885
2021-02-28,24.20189
2021-03-01,30.97497
2021-03-02,49.91371
2021-03-03,48.10181
2021-03-04,49.95685
2021-03-05,39.86194
2021-03-06,26.14322
2021-03-07,27.30802
2021-03-08,51.29421
2021-03-09,51.33735
2021-03-10,55.47886
2021-03-11,51.25107
2021-03-12,47.36842
2021-03-13,27.1786
2021-03-14,27.91199
2021-03-15,54.01207
2021-03-16,54.31406
2021-03-17,54.65918
2021-03-18,54.5729
2021-03-19,46.46246
2021-03-20,31.23382
2021-03-21,28.5591
2021-03-22,58.02415
2021-03-23,58.19672
2021-03-24,55.9534
2021-03-25,54.91803
2021-03-26,45.29767
2021-03-27,28.25711
2021-03-28,27.09232
2021-03-29,56.64365
2021-03-30,59.36151
2021-03-31,50.60396
2021-04-01,45.81535
2021-04-02,33.56341
2021-04-03,24.11561
2021-04-04,21.48403
2021-04-05,42.79551
2021-04-06,44.65056
2021-04-07,42.92493
2021-04-08,46.2899
2021-04-09,38.39516
2021-04-10,23.38222
2021-04-11,21.31147
2021-04-12,43.65832
2021-04-13,51.25107
2021-04-14,46.59188
2021-04-15,45.47023
2021-04-16,41.1993
2021-04-17,21.6566
2021-04-18,21.05263
2021-04-19,46.59188
2021-04-20,50.56082
2021-04-21,45.21138
2021-04-22,49.0509
2021-04-23,39.3874
2021-04-24,18.67989
2021-04-25,20.4918
2021-04-26,46.37618
2021-04-27,40.68162
2021-04-28,41.97584
2021-04-29,39.3874
2021-04-30,31.57894
2021-05-01,21.35461
2021-05-02,17.98964
2021-05-03,38.09318
2021-05-04,35.20276
2021-05-05,21.09577
2021-05-06,38.13632
2021-05-07,35.20276
2021-05-08,23.33908
2021-05-09,20.36238
2021-05-10,38.48144
2021-05-11,43.14063
2021-05-12,41.58757
2021-05-13,43.57204
2021-05-14,41.32873
2021-05-15,19.28386
2021-05-16,22.86453
2021-05-17,46.93701
2021-05-18,40.59534
2021-05-19,25.58239
2021-05-20,42.75237
2021-05-21,40.89732
2021-05-22,20.06039
2021-05-23,18.42105
2021-05-24,45.1251
2021-05-25,47.97238
2021-05-26,43.87402
2021-05-27,47.6704
2021-05-28,42.70923
2021-05-29,21.52717
2021-05-30,24.67644
2021-05-31,48.57635
2021-06-01,48.44693
2021-06-02,50.73339
2021-06-03,44.13287
2021-06-04,39.77566
2021-06-05,21.13891
2021-06-06,19.84469
2021-06-07,49.69801
2021-06-08,62.85591
2021-06-09,56.55737
2021-06-10,53.06298
2021-06-11,44.39171
2021-06-12,23.4685
2021-06-13,22.26056
2021-06-14,50.51768
2021-06-15,51.07851
2021-06-16,53.14926
2021-06-17,51.12165
2021-06-18,40.5522
2021-06-19,20.44866
2021-06-20,23.77049
2021-06-21,55.09059
2021-06-22,54.18464
2021-06-23,53.10612
2021-06-24,54.1415
2021-06-25,45.72907
2021-06-26,29.59447
2021-06-27,30.11216
2021-06-28,56.9025
2021-06-29,61.69111
2021-06-30,66.09145
2021-07-01,42.88179
2021-07-02,39.21484
2021-07-03,23.33908
2021-07-04,22.82139
2021-07-05,42.32096
2021-07-06,43.14063
2021-07-07,41.50129
2021-07-08,42.32096
2021-07-09,34.85763
2021-07-10,21.74288
2021-07-11,20.2761
2021-07-12,37.92062
2021-07-13,36.32441
2021-07-14,41.76013
2021-07-15,39.34426
2021-07-16,32.9163
2021-07-17,21.48403
2021-07-18,21.13891
2021-07-19,42.19154
2021-07-20,41.88955
2021-07-21,40.03451
2021-07-22,40.29335
2021-07-23,37.27351
2021-07-24,21.82916
2021-07-25,19.327
2021-07-26,38.61087
2021-07-27,39.43054
2021-07-28,36.41069
2021-07-29,39.86194
2021-07-30,30.11216
2021-07-31,18.37791
2021-08-01,19.45642
2021-08-02,34.68507
2021-08-03,36.79896
2021-08-04,40.42277
2021-08-05,44.26229
2021-08-06,35.6773
2021-08-07,22.51941
2021-08-08,21.35461
2021-08-09,41.02674
2021-08-10,44.99568
2021-08-11,45.90163
2021-08-12,47.28213
2021-08-13,44.60742
2021-08-14,28.12769
2021-08-15,22.26056
2021-08-16,28.9905
2021-08-17,45.72907
2021-08-18,46.33304
2021-08-19,48.66264
2021-08-20,40.72476
2021-08-21,27.1786
2021-08-22,25.88438
2021-08-23,48.44693
2021-08-24,49.18032
2021-08-25,46.46246
2021-08-26,48.70578
2021-08-27,39.55996
2021-08-28,28.04141
2021-08-29,22.00172
2021-08-30,52.20017
2021-08-31,44.77998
2021-09-01,42.96807
2021-09-02,43.48576
2021-09-03,38.4383
2021-09-04,21.00949
2021-09-05,23.4685
2021-09-06,43.09749
2021-09-07,40.68162
2021-09-08,41.24245
2021-09-09,40.03451
2021-09-10,38.52459
2021-09-11,20.88006
2021-09-12,20.18981
2021-09-13,40.89732
2021-09-14,42.57981
2021-09-15,40.29335
2021-09-16,40.81104
2021-09-17,32.4849
2021-09-18,16.60914
2021-09-19,15.01294
2021-09-20,15.35806
2021-09-21,16.17773
2021-09-22,24.46074
2021-09-23,45.68593
2021-09-24,44.82312
2021-09-25,24.80586
2021-09-26,23.33908
2021-09-27,46.93701
2021-09-28,49.82743
2021-09-29,45.03882
2021-09-30,41.88955
2021-10-01,31.49266
2021-10-02,18.46419
2021-10-03,18.20534
2021-10-04,25.28041
2021-10-05,40.94046
2021-10-06,41.63071
2021-10-07,42.19154
2021-10-08,35.03019
2021-10-09,18.89559
2021-10-10,19.19758
2021-10-11,20.10353
2021-10-12,41.88955
2021-10-13,40.03451
2021-10-14,36.32441
2021-10-15,34.21052
2021-10-16,21.09577
2021-10-17,17.90336
2021-10-18,36.8421
2021-10-19,38.0069
2021-10-20,36.71268
2021-10-21,40.59534
2021-10-22,38.82657
2021-10-23,18.20534
2021-10-24,18.37791
2021-10-25,35.54788
2021-10-26,43.83088
2021-10-27,37.70491
2021-10-28,38.4383
2021-10-29,31.40638
2021-10-30,20.31924
2021-10-31,17.34253
2021-11-01,36.97152
2021-11-02,37.48921
2021-11-03,39.12855
2021-11-04,35.72044
2021-11-05,32.13977
2021-11-06,17.77394
2021-11-07,19.71527
2021-11-08,37.96376
2021-11-09,42.83865
2021-11-10,39.17169
2021-11-11,39.73252
2021-11-12,31.83779
2021-11-13,20.7075
2021-11-14,18.72303
2021-11-15,43.87402
2021-11-16,48.23123
2021-11-17,36.88524
2021-11-18,36.66954
2021-11-19,31.5358
2021-11-20,18.67989
2021-11-21,18.93874
2021-11-22,38.65401
2021-11-23,38.56773
2021-11-24,43.91716
2021-11-25,40.33649
2021-11-26,36.19499
2021-11-27,22.21742
2021-11-28,22.30371
2021-11-29,40.68162
2021-11-30,41.24245
2021-12-01,36.06557
2021-12-02,37.79119
2021-12-03,37.79119
2021-12-04,18.89559
2021-12-05,21.18205
2021-12-06,39.04227
2021-12-07,47.92924
2021-12-08,42.40724
2021-12-09,40.68162
2021-12-10,37.92062
2021-12-11,27.1786
2021-12-12,23.42536
2021-12-13,46.2899
2021-12-14,47.19585
2021-12-15,46.46246
2021-12-16,46.03106
2021-12-17,38.91285
2021-12-18,20.7075
2021-12-19,24.93528
2021-12-20,49.48231
2021-12-21,53.53753
2021-12-22,46.85073
2021-12-23,44.56427
2021-12-24,36.19499
2021-12-25,22.21742
2021-12-26,27.82571
2021-12-27,55.09059
2021-12-28,58.7144
2021-12-29,55.7377
2021-12-30,52.80414
2021-12-31,42.45038
2022-01-01,27.1786
2022-01-02,28.12769
2022-01-03,44.26229
2022-01-04,43.61518
2022-01-05,48.40379
2022-01-06,44.6937
2022-01-07,41.67385
2022-01-08,27.95513
2022-01-09,29.63761
2022-01-10,53.06298
2022-01-11,51.46678
2022-01-12,47.10957
2022-01-13,41.45815
2022-01-14,38.26574
2022-01-15,26.87661
2022-01-16,25.92752
2022-01-17,43.70146
2022-01-18,45.16824
2022-01-19,46.03106
2022-01-20,47.06643
2022-01-21,45.90163
2022-01-22,27.13546
2022-01-23,25.92752
2022-01-24,42.32096
2022-01-25,49.56859
2022-01-26,48.70578
2022-01-27,42.92493
2022-01-28,35.63416
2022-01-29,24.80586
2022-01-30,19.58584
2022-01-31,20.2761
2022-02-01,26.57463
2022-02-02,26.31578
2022-02-03,43.87402
2022-02-04,44.99568
2022-02-05,26.91975
2022-02-06,26.53149
2022-02-07,47.23899
2022-02-08,45.25452
2022-02-09,40.68162
2022-02-10,45.21138
2022-02-11,43.39948
2022-02-12,25.75496
2022-02-13,23.16652
2022-02-14,44.86626
2022-02-15,43.87402
2022-02-16,42.66609
2022-02-17,43.39948
2022-02-18,39.99137
2022-02-19,26.35893
2022-02-20,26.44521
2022-02-21,48.87834
2022-02-22,48.79206
2022-02-23,48.23123
2022-02-24,44.47799
2022-02-25,42.06212
2022-02-26,32.31233
2022-02-27,26.83347
2022-02-28,38.82657
2022-03-01,28.25711
2022-03-02,37.66177
2022-03-03,39.55996
2022-03-04,35.80672
2022-03-05,23.64106
2022-03-06,21.00949
2022-03-07,37.79119
2022-03-08,35.72044
2022-03-09,20.7075
2022-03-10,39.12855
2022-03-11,40.50905
2022-03-12,22.86453
2022-03-13,26.27264
2022-03-14,42.45038
2022-03-15,43.87402
2022-03-16,44.99568
2022-03-17,39.64624
2022-03-18,39.86194
2022-03-19,23.20966
2022-03-20,25.49611
2022-03-21,44.30543
2022-03-22,50.94909
2022-03-23,47.79982
2022-03-24,43.18377
2022-03-25,44.43485
2022-03-26,29.20621
2022-03-27,23.89991
2022-03-28,49.78429
2022-03-29,45.77221
2022-03-30,53.92579
2022-03-31,46.80759
2022-04-01,33.34771
2022-04-02,19.62899
2022-04-03,19.24072
2022-04-04,33.69283
2022-04-05,38.69715
2022-04-06,34.38308
2022-04-07,34.94391
2022-04-08,32.87316
2022-04-09,19.97411
2022-04-10,19.28386
2022-04-11,37.0578
2022-04-12,38.74029
2022-04-13,38.17946
2022-04-14,39.25798
2022-04-15,33.43399
2022-04-16,22.088
2022-04-17,19.75841
2022-04-18,39.73252
2022-04-19,42.70923
2022-04-20,40.85418
2022-04-21,37.27351
2022-04-22,34.68507
2022-04-23,23.20966
2022-04-24,21.61345
2022-04-25,44.30543
2022-04-26,41.15616
2022-04-27,37.53235
2022-04-28,39.99137
2022-04-29,32.61432
2022-04-30,19.58584
2022-05-01,17.77394
2022-05-02,37.18723
2022-05-03,36.02243
2022-05-04,32.83002
2022-05-05,18.76617
2022-05-06,32.18291
2022-05-07,18.46419
2022-05-08,19.24072
2022-05-09,36.54012
2022-05-10,38.69715
2022-05-11,40.07765
2022-05-12,38.35202
2022-05-13,36.28127
2022-05-14,18.29163
2022-05-15,18.72303
2022-05-16,38.56773
2022-05-17,36.41069
2022-05-18,40.68162
2022-05-19,38.4383
2022-05-20,36.8421
2022-05-21,18.93874
2022-05-22,21.13891
2022-05-23,37.57549
2022-05-24,38.39516
2022-05-25,39.47368
2022-05-26,39.47368
2022-05-27,35.97929
2022-05-28,19.71527
2022-05-29,20.44866
2022-05-30,41.50129
2022-05-31,36.15185
2022-06-01,22.60569
2022-06-02,34.81449
2022-06-03,30.50043
2022-06-04,18.29163
2022-06-05,15.91889
2022-06-06,20.75064
2022-06-07,37.44607
2022-06-08,38.13632
2022-06-09,38.56773
2022-06-10,33.08886
2022-06-11,22.38999
2022-06-12,21.8723
2022-06-13,39.8188
2022-06-14,38.0069
2022-06-15,37.44607
2022-06-16,37.48921
2022-06-17,36.88524
2022-06-18,19.37014
2022-06-19,19.49956
2022-06-20,41.45815
2022-06-21,38.74029
2022-06-22,39.12855
2022-06-23,36.32441
2022-06-24,36.49698
2022-06-25,21.52717
2022-06-26,18.98188
2022-06-27,45.47023
2022-06-28,42.06212
2022-06-29,44.39171
2022-06-30,39.99137
2022-07-01,30.62985
2022-07-02,20.06039
2022-07-03,18.1622
2022-07-04,35.11647
2022-07-05,44.39171
2022-07-06,39.21484
2022-07-07,39.30112
2022-07-08,31.36324
2022-07-09,20.01725
2022-07-10,20.40552
2022-07-11,37.31665
2022-07-12,37.10094
2022-07-13,38.91285
2022-07-14,43.09749
2022-07-15,36.8421
2022-07-16,20.66436
2022-07-17,21.00949
2022-07-18,38.4383
2022-07-19,37.74805
2022-07-20,40.9836
2022-07-21,40.63848
2022-07-22,34.42622
2022-07-23,21.18205
2022-07-24,20.75064
2022-07-25,42.62295
2022-07-26,47.97238
2022-07-27,55.04745
2022-07-28,61.99309
2022-07-29,55.22001
2022-07-30,26.35893
2022-07-31,22.51941
2022-08-01,36.02243
2022-08-02,34.68507
2022-08-03,39.04227
2022-08-04,41.76013
2022-08-05,42.19154
2022-08-06,23.51164
2022-08-07,23.20966
2022-08-08,43.48576
2022-08-09,36.75582
2022-08-10,43.35634
2022-08-11,40.29335
2022-08-12,35.6773
2022-08-13,21.05263
2022-08-14,21.44089
2022-08-15,25.06471
2022-08-16,41.58757
2022-08-17,42.49352
2022-08-18,42.40724
2022-08-19,38.26574
2022-08-20,24.54702
2022-08-21,24.15875
2022-08-22,48.23123
2022-08-23,48.40379
2022-08-24,46.72131
2022-08-25,42.79551
2022-08-26,40.12079
2022-08-27,20.40552
2022-08-28,24.02933
2022-08-29,47.28213
2022-08-30,45.98792
2022-08-31,46.54874
2022-09-01,37.31665
2022-09-02,33.82226
2022-09-03,22.13114
2022-09-04,24.20189
2022-09-05,38.48144
2022-09-06,33.43399
2022-09-07,40.63848
2022-09-08,30.41415
2022-09-09,15.31492
2022-09-10,16.39344
2022-09-11,20.31924
2022-09-12,27.86885
2022-09-13,47.06643
2022-09-14,46.76445
2022-09-15,46.2899
2022-09-16,43.27006
2022-09-17,28.34339
2022-09-18,25.92752
2022-09-19,41.80327
2022-09-20,45.98792
2022-09-21,40.42277
2022-09-22,40.50905
2022-09-23,39.04227
2022-09-24,25.7981
2022-09-25,25.19413
2022-09-26,46.46246
2022-09-27,48.10181
2022-09-28,52.71786
2022-09-29,50.56082
2022-09-30,48.10181
2022-10-01,20.96635
2022-10-02,20.2761
2022-10-03,24.46074
2022-10-04,40.16393
2022-10-05,40.37963
2022-10-06,37.44607
2022-10-07,33.90854
2022-10-08,18.29163
2022-10-09,19.1113
2022-10-10,21.82916
2022-10-11,37.87748
2022-10-12,37.92062
2022-10-13,38.69715
2022-10-14,33.21829
2022-10-15,20.2761
2022-10-16,22.00172
2022-10-17,38.4383
2022-10-18,40.5522
2022-10-19,39.86194
2022-10-20,38.95599
2022-10-21,34.0811
2022-10-22,21.13891
2022-10-23,20.57808
2022-10-24,43.70146
2022-10-25,47.79982
2022-10-26,49.00776
2022-10-27,47.10957
2022-10-28,41.97584
2022-10-29,21.82916
2022-10-30,19.49956
2022-10-31,37.44607
2022-11-01,44.56427
2022-11-02,42.3641
2022-11-03,40.29335
2022-11-04,36.32441
2022-11-05,19.28386
2022-11-06,23.94305
2022-11-07,42.27782
2022-11-08,41.28559
2022-11-09,42.40724
2022-11-10,40.7679
2022-11-11,33.04572
2022-11-12,25.28041
2022-11-13,25.36669
2022-11-14,42.96807
2022-11-15,47.62726
2022-11-16,43.65832
2022-11-17,37.48921
2022-11-18,38.0069
2022-11-19,20.14667
2022-11-20,26.83347
2022-11-21,45.59965
2022-11-22,48.53321
2022-11-23,44.73684
2022-11-24,40.03451
2022-11-25,42.83865
2022-11-26,25.58239
2022-11-27,25.06471
2022-11-28,39.94823
2022-11-29,46.41932
2022-11-30,45.98792
2022-12-01,40.16393
2022-12-02,36.36755
2022-12-03,22.21742
2022-12-04,25.19413
2022-12-05,40.72476
2022-12-06,43.39948
2022-12-07,49.22346
2022-12-08,43.87402
2022-12-09,45.08196
2022-12-10,27.95513
2022-12-11,26.48835
2022-12-12,47.84296
2022-12-13,53.49439
2022-12-14,48.49007
2022-12-15,40.03451
2022-12-16,39.3874
2022-12-17,23.89991
2022-12-18,28.90422
2022-12-19,47.15271
2022-12-20,56.16911
2022-12-21,45.29767
2022-12-22,43.05435
2022-12-23,39.30112
2022-12-24,21.18205
2022-12-25,24.76272
2022-12-26,46.11734
2022-12-27,48.31751
2022-12-28,48.18809
2022-12-29,52.54529
2022-12-30,42.53666
2022-12-31,21.8723
2023-01-01,23.98619
2023-01-02,42.45038
2023-01-03,48.10181
2023-01-04,42.92493
2023-01-05,43.83088
2023-01-06,42.19154
2023-01-07,29.07679
2023-01-08,26.31578
2023-01-09,42.83865
2023-01-10,47.8861
2023-01-11,46.03106
2023-01-12,43.48576
2023-01-13,37.92062
2023-01-14,27.86885
2023-01-15,29.42191
2023-01-16,46.80759
2023-01-17,48.92148
2023-01-18,43.3132
2023-01-19,47.58412
2023-01-20,35.20276
2023-01-21,23.08024
2023-01-22,22.73511
2023-01-23,26.66091
2023-01-24,33.82226
2023-01-25,53.88265
2023-01-26,53.01984
2023-01-27,47.41156
2023-01-28,31.57894
2023-01-29,33.34771
2023-01-30,48.49007
2023-01-31,48.27437
2023-02-01,51.25107
2023-02-02,46.33304
2023-02-03,44.00345
2023-02-04,30.19844
2023-02-05,31.44952
2023-02-06,55.9534
2023-02-07,50.69025
2023-02-08,46.11734
2023-02-09,53.23554
2023-02-10,44.52113
2023-02-11,28.04141
2023-02-12,25.75496
2023-02-13,46.67817
2023-02-14,49.95685
2023-02-15,45.25452
2023-02-16,49.61173
2023-02-17,46.59188
2023-02-18,27.48058
2023-02-19,28.30025
2023-02-20,47.41156
2023-02-21,46.89387
2023-02-22,45.68593
2023-02-23,45.77221
2023-02-24,43.05435
2023-02-25,26.31578
2023-02-26,27.78257
2023-02-27,44.86626
2023-02-28,40.03451
2023-03-01,31.70836
2023-03-02,40.20707
2023-03-03,40.42277
2023-03-04,26.53149
2023-03-05,25.49611
2023-03-06,43.18377
2023-03-07,47.02329
2023-03-08,44.00345
2023-03-09,43.05435
2023-03-10,38.09318
2023-03-11,20.62122
2023-03-12,20.36238
2023-03-13,41.15616
2023-03-14,43.83088
2023-03-15,42.79551
2023-03-16,44.56427
2023-03-17,40.59534
2023-03-18,26.57463
2023-03-19,27.78257
2023-03-20,50.12942
2023-03-21,50.25884
2023-03-22,46.98015
2023-03-23,42.01898
2023-03-24,38.95599
2023-03-25,22.38999
2023-03-26,25.71182
2023-03-27,46.63503
2023-03-28,45.94477
2023-03-29,45.47023
2023-03-30,44.26229
2023-03-31,37.87748
2023-04-01,21.00949
2023-04-02,23.98619
2023-04-03,37.0578
2023-04-04,38.4383
2023-04-05,42.23468
2023-04-06,39.99137
2023-04-07,34.46937
2023-04-08,19.93097
2023-04-09,22.95081
2023-04-10,42.66609
2023-04-11,47.84296
2023-04-12,46.54874
2023-04-13,47.15271
2023-04-14,36.97152
2023-04-15,25.97066
2023-04-16,27.22174
2023-04-17,42.83865
2023-04-18,42.06212
2023-04-19,38.13632
2023-04-20,41.15616
2023-04-21,36.92838
2023-04-22,22.04486
2023-04-23,23.33908
2023-04-24,45.59965
2023-04-25,48.44693
2023-04-26,41.58757
2023-04-27,41.11302
2023-04-28,36.79896
2023-04-29,27.26488
2023-04-30,22.26056
2023-05-01,30.19844
2023-05-02,39.17169
2023-05-03,42.62295
2023-05-04,38.69715
2023-05-05,31.23382
2023-05-06,22.95081
2023-05-07,22.47627
2023-05-08,44.82312
2023-05-09,46.20362
2023-05-10,45.21138
2023-05-11,44.86626
2023-05-12,43.27006
2023-05-13,19.75841
2023-05-14,20.01725
2023-05-15,46.16048
2023-05-16,49.22346
2023-05-17,40.46591
2023-05-18,41.02674
2023-05-19,39.99137
2023-05-20,22.43313
2023-05-21,22.38999
2023-05-22,43.61518
2023-05-23,46.85073
2023-05-24,47.23899
2023-05-25,44.00345
2023-05-26,34.59879
2023-05-27,21.26833
2023-05-28,21.44089
2023-05-29,24.89214
