date,적금계산기
2023-05-31,23.54701
2023-06-01,23.59832
2023-06-02,20.40589
2023-06-03,11.33882
2023-06-04,11.52695
2023-06-05,19.55362
2023-06-06,15.74551
2023-06-07,22.23299
2023-06-08,23.64963
2023-06-09,22.79451
2023-06-10,13.37969
2023-06-11,13.89561
2023-06-12,25.08907
2023-06-13,25.26294
2023-06-14,28.77176
2023-06-15,47.82658
2023-06-16,31.50528
2023-06-17,17.60681
2023-06-18,16.28709
2023-06-19,24.5532
2023-06-20,26.03255
2023-06-21,27.79408
2023-06-22,24.89809
2023-06-23,24.25961
2023-06-24,13.82435
2023-06-25,14.34597
2023-06-26,23.25912
2023-06-27,22.90283
2023-06-28,30.75848
2023-06-29,21.36647
2023-06-30,20.1351
2023-07-01,14.06094
2023-07-02,14.47994
2023-07-03,23.0653
2023-07-04,21.71707
2023-07-05,23.87766
2023-07-06,23.68668
2023-07-07,20.5199
2023-07-08,11.9032
2023-07-09,12.75261
2023-07-10,28.46962
2023-07-11,23.46435
2023-07-12,21.18404
2023-07-13,20.87905
2023-07-14,18.11418
2023-07-15,11.07373
2023-07-16,11.85189
2023-07-17,19.88142
2023-07-18,18.59875
2023-07-19,18.02012
2023-07-20,18.50183
2023-07-21,17.52985
2023-07-22,10.85711
2023-07-23,11.75783
2023-07-24,18.01442
2023-07-25,21.44628
2023-07-26,21.83108
2023-07-27,18.63865
2023-07-28,17.22201
2023-07-29,11.74642
2023-07-30,11.48704
2023-07-31,24.43633
2023-08-01,25.26864
2023-08-02,20.89045
2023-08-03,20.03534
2023-08-04,17.84054
2023-08-05,11.78633
2023-08-06,11.82053
2023-08-07,21.34937
2023-08-08,19.7332
2023-08-09,24.09999
2023-08-10,24.98361
2023-08-11,22.92563
2023-08-12,14.01818
2023-08-13,13.26853
2023-08-14,20.95601
2023-08-15,16.13887
2023-08-16,25.93848
2023-08-17,24.1798
2023-08-18,22.01636
2023-08-19,12.38776
2023-08-20,11.68942
2023-08-21,22.36125
2023-08-22,21.85388
2023-08-23,20.68523
2023-08-24,20.67953
2023-08-25,22.48097
2023-08-26,14.15785
2023-08-27,13.65903
2023-08-28,23.51281
2023-08-29,23.95462
2023-08-30,23.61827
2023-08-31,23.21067
2023-09-01,23.37599
2023-09-02,13.46236
2023-09-03,13.91842
2023-09-04,22.66054
2023-09-05,23.91186
2023-09-06,21.87384
2023-09-07,19.59068
2023-09-08,20.68523
2023-09-09,12.81817
2023-09-10,14.05524
2023-09-11,21.40637
2023-09-12,20.23772
2023-09-13,17.64102
2023-09-14,17.39018
2023-09-15,17.46714
2023-09-16,11.67231
2023-09-17,12.87518
2023-09-18,19.75315
2023-09-19,17.84339
2023-09-20,17.78639
2023-09-21,17.41869
2023-09-22,15.43767
2023-09-23,10.8457
2023-09-24,12.18253
2023-09-25,20.62537
2023-09-26,20.21206
2023-09-27,17.46999
2023-09-28,10.24427
2023-09-29,9.74261
2023-09-30,10.82575
2023-10-01,13.13741
2023-10-02,14.1607
2023-10-03,15.2809
2023-10-04,21.78262
2023-10-05,22.18738
2023-10-06,22.11042
2023-10-07,12.22529
2023-10-08,11.5697
2023-10-09,13.99538
2023-10-10,25.49097
2023-10-11,24.29096
2023-10-12,22.15032
2023-10-13,19.74175
2023-10-14,13.28848
2023-10-15,13.86996
2023-10-16,23.25342
2023-10-17,26.16081
2023-10-18,24.74987
2023-10-19,23.0824
2023-10-20,23.24487
2023-10-21,13.92697
2023-10-22,14.37163
2023-10-23,25.2829
2023-10-24,36.97802
2023-10-25,38.50297
2023-10-26,31.15469
2023-10-27,28.61214
2023-10-28,17.56976
2023-10-29,18.34221
2023-10-30,30.70147
2023-10-31,30.27677
2023-11-01,30.8896
2023-11-02,27.11854
2023-11-03,23.86911
2023-11-04,16.27853
2023-11-05,17.24481
2023-11-06,25.55653
2023-11-07,24.14844
2023-11-08,23.4672
2023-11-09,22.21303
2023-11-10,23.07385
2023-11-11,14.46854
2023-11-12,14.42293
2023-11-13,22.96838
2023-11-14,22.87717
2023-11-15,23.90616
2023-11-16,21.71422
2023-11-17,19.28284
2023-11-18,13.03195
2023-11-19,13.97257
2023-11-20,23.59262
2023-11-21,24.95225
2023-11-22,22.13322
2023-11-23,20.4743
2023-11-24,22.11612
2023-11-25,14.47424
2023-11-26,15.58304
2023-11-27,24.35937
2023-11-28,23.51281
2023-11-29,21.91659
2023-11-30,24.11424
2023-12-01,23.34463
2023-12-02,14.53695
2023-12-03,14.80774
2023-12-04,24.2254
2023-12-05,24.49049
2023-12-06,22.44391
2023-12-07,21.66291
2023-12-08,21.30946
2023-12-09,14.20631
2023-12-10,15.56309
2023-12-11,22.07051
2023-12-12,22.16743
2023-12-13,22.33845
2023-12-14,21.14984
2023-12-15,20.4629
2023-12-16,13.43955
2023-12-17,13.85856
2023-12-18,20.40874
2023-12-19,31.11763
2023-12-20,63.5835
2023-12-21,64.18493
2023-12-22,49.85035
2023-12-23,32.18367
2023-12-24,27.87959
2023-12-25,32.56848
2023-12-26,61.10936
2023-12-27,64.09942
2023-12-28,57.77157
2023-12-29,54.3454
2023-12-30,37.26876
2023-12-31,35.90057
2024-01-01,48.99523
2024-01-02,76.50143
2024-01-03,74.32659
2024-01-04,86.48348
2024-01-05,83.18273
2024-01-06,48.74725
2024-01-07,51.13587
2024-01-08,75.56651
2024-01-09,85.25496
2024-01-10,86.75141
2024-01-11,79.25776
2024-01-12,68.39779
2024-01-13,43.50825
2024-01-14,46.42134
2024-01-15,70.19924
2024-01-16,66.55075
2024-01-17,64.85477
2024-01-18,69.75458
2024-01-19,66.42533
2024-01-20,44.47168
2024-01-21,46.43274
2024-01-22,66.2201
2024-01-23,63.18159
2024-01-24,73.22634
2024-01-25,98.85129
2024-01-26,87.85166
2024-01-27,57.39531
2024-01-28,56.37488
2024-01-29,93.82321
2024-01-30,100.0
2024-01-31,96.63654
2024-02-01,86.93099
2024-02-02,71.11991
2024-02-03,40.48969
2024-02-04,43.43984
2024-02-05,65.79539
2024-02-06,63.72317
2024-02-07,56.39768
2024-02-08,53.5986
2024-02-09,33.97086
2024-02-10,33.1357
2024-02-11,35.09962
2024-02-12,42.83271
2024-02-13,70.59259
2024-02-14,63.81723
2024-02-15,62.61722
2024-02-16,56.73403
2024-02-17,35.95758
2024-02-18,38.44312
2024-02-19,59.19676
2024-02-20,73.69666
2024-02-21,88.1253
2024-02-22,89.90964
2024-02-23,92.1985
2024-02-24,54.77866
2024-02-25,56.83094
2024-02-26,94.17096
2024-02-27,75.70048
2024-02-28,79.48864
2024-02-29,73.46578
2024-03-01,49.65652
2024-03-02,42.54482
2024-03-03,44.20374
2024-03-04,73.42017
2024-03-05,70.94889
2024-03-06,63.47803
2024-03-07,56.39198
2024-03-08,56.57725
2024-03-09,34.28156
2024-03-10,35.98038
2024-03-11,51.44086
2024-03-12,49.61947
2024-03-13,45.44651
2024-03-14,49.42564
2024-03-15,51.19288
2024-03-16,31.31146
2024-03-17,33.73998
2024-03-18,52.8518
2024-03-19,50.76532
2024-03-20,54.55348
