date,실비암보험
2020-06-14,16.47727
2020-06-15,46.02272
2020-06-16,31.81818
2020-06-17,30.11363
2020-06-18,27.27272
2020-06-19,28.97727
2020-06-20,19.88636
2020-06-21,15.3409
2020-06-22,41.47727
2020-06-23,32.95454
2020-06-24,34.65909
2020-06-25,40.90909
2020-06-26,36.93181
2020-06-27,13.06818
2020-06-28,17.61363
2020-06-29,28.97727
2020-06-30,30.68181
2020-07-01,38.63636
2020-07-02,40.90909
2020-07-03,38.06818
2020-07-04,25.0
2020-07-05,17.61363
2020-07-06,37.5
2020-07-07,42.04545
2020-07-08,50.56818
2020-07-09,22.15909
2020-07-10,39.77272
2020-07-11,25.56818
2020-07-12,25.56818
2020-07-13,41.47727
2020-07-14,44.88636
2020-07-15,38.06818
2020-07-16,31.81818
2020-07-17,34.65909
2020-07-18,19.88636
2020-07-19,22.15909
2020-07-20,31.81818
2020-07-21,47.72727
2020-07-22,42.04545
2020-07-23,45.45454
2020-07-24,36.93181
2020-07-25,15.90909
2020-07-26,30.68181
2020-07-27,43.75
2020-07-28,48.86363
2020-07-29,40.3409
2020-07-30,39.77272
2020-07-31,38.06818
2020-08-01,21.02272
2020-08-02,21.5909
2020-08-03,35.22727
2020-08-04,34.65909
2020-08-05,32.95454
2020-08-06,47.15909
2020-08-07,46.02272
2020-08-08,17.61363
2020-08-09,23.29545
2020-08-10,40.90909
2020-08-11,38.06818
2020-08-12,36.36363
2020-08-13,34.0909
2020-08-14,35.22727
2020-08-15,19.31818
2020-08-16,11.93181
2020-08-17,23.86363
2020-08-18,41.47727
2020-08-19,51.70454
2020-08-20,49.43181
2020-08-21,38.06818
2020-08-22,19.88636
2020-08-23,14.77272
2020-08-24,45.45454
2020-08-25,42.04545
2020-08-26,44.31818
2020-08-27,36.36363
2020-08-28,41.47727
2020-08-29,25.56818
2020-08-30,25.0
2020-08-31,32.38636
2020-09-01,37.5
2020-09-02,42.61363
2020-09-03,48.86363
2020-09-04,40.90909
2020-09-05,24.43181
2020-09-06,21.5909
2020-09-07,39.20454
2020-09-08,36.93181
2020-09-09,47.72727
2020-09-10,46.5909
2020-09-11,48.86363
2020-09-12,18.75
2020-09-13,26.70454
2020-09-14,32.95454
2020-09-15,41.47727
2020-09-16,53.97727
2020-09-17,47.72727
2020-09-18,42.04545
2020-09-19,18.75
2020-09-20,18.75
2020-09-21,47.72727
2020-09-22,52.27272
2020-09-23,38.06818
2020-09-24,30.11363
2020-09-25,39.77272
2020-09-26,19.31818
2020-09-27,17.61363
2020-09-28,29.54545
2020-09-29,34.0909
2020-09-30,15.90909
2020-10-01,14.20454
2020-10-02,16.47727
2020-10-03,15.90909
2020-10-04,23.86363
2020-10-05,43.18181
2020-10-06,52.8409
2020-10-07,45.45454
2020-10-08,50.56818
2020-10-09,17.61363
2020-10-10,15.90909
2020-10-11,26.70454
2020-10-12,45.45454
2020-10-13,46.5909
2020-10-14,44.31818
2020-10-15,39.20454
2020-10-16,34.65909
2020-10-17,23.29545
2020-10-18,23.29545
2020-10-19,47.72727
2020-10-20,43.18181
2020-10-21,40.3409
2020-10-22,44.31818
2020-10-23,24.43181
2020-10-24,25.56818
2020-10-25,15.3409
2020-10-26,31.25
2020-10-27,35.79545
2020-10-28,40.90909
2020-10-29,41.47727
2020-10-30,39.20454
2020-10-31,21.02272
2020-11-01,14.20454
2020-11-02,32.95454
2020-11-03,32.95454
2020-11-04,39.77272
2020-11-05,31.81818
2020-11-06,27.8409
2020-11-07,17.61363
2020-11-08,19.88636
2020-11-09,38.06818
2020-11-10,36.36363
2020-11-11,41.47727
2020-11-12,38.06818
2020-11-13,29.54545
2020-11-14,17.04545
2020-11-15,18.75
2020-11-16,32.95454
2020-11-17,50.0
2020-11-18,34.0909
2020-11-19,40.90909
2020-11-20,34.65909
2020-11-21,25.56818
2020-11-22,14.20454
2020-11-23,39.77272
2020-11-24,34.0909
2020-11-25,38.06818
2020-11-26,38.06818
2020-11-27,35.22727
2020-11-28,24.43181
2020-11-29,18.18181
2020-11-30,44.31818
2020-12-01,44.31818
2020-12-02,31.25
2020-12-03,30.68181
2020-12-04,34.65909
2020-12-05,19.88636
2020-12-06,22.15909
2020-12-07,36.93181
2020-12-08,42.61363
2020-12-09,42.61363
2020-12-10,55.68181
2020-12-11,54.54545
2020-12-12,27.8409
2020-12-13,17.61363
2020-12-14,36.93181
2020-12-15,48.29545
2020-12-16,48.86363
2020-12-17,43.75
2020-12-18,30.11363
2020-12-19,15.3409
2020-12-20,23.86363
2020-12-21,48.86363
2020-12-22,54.54545
2020-12-23,48.86363
2020-12-24,48.86363
2020-12-25,22.72727
2020-12-26,15.90909
2020-12-27,27.27272
2020-12-28,44.31818
2020-12-29,54.54545
2020-12-30,50.56818
2020-12-31,39.77272
2021-01-01,21.5909
2021-01-02,21.5909
2021-01-03,42.61363
2021-01-04,43.75
2021-01-05,46.5909
2021-01-06,42.04545
2021-01-07,36.36363
2021-01-08,37.5
2021-01-09,27.8409
2021-01-10,13.63636
2021-01-11,27.8409
2021-01-12,40.90909
2021-01-13,39.20454
2021-01-14,34.65909
2021-01-15,41.47727
2021-01-16,30.68181
2021-01-17,25.56818
2021-01-18,33.52272
2021-01-19,51.13636
2021-01-20,46.5909
2021-01-21,32.38636
2021-01-22,50.56818
2021-01-23,21.5909
2021-01-24,18.75
2021-01-25,38.63636
2021-01-26,38.06818
2021-01-27,47.72727
2021-01-28,54.54545
2021-01-29,43.75
2021-01-30,22.15909
2021-01-31,18.75
2021-02-01,46.5909
2021-02-02,39.20454
2021-02-03,43.18181
2021-02-04,37.5
2021-02-05,35.22727
2021-02-06,30.68181
2021-02-07,16.47727
2021-02-08,28.40909
2021-02-09,36.36363
2021-02-10,42.04545
2021-02-11,21.5909
2021-02-12,25.0
2021-02-13,11.36363
2021-02-14,25.0
2021-02-15,47.15909
2021-02-16,42.04545
2021-02-17,44.31818
2021-02-18,46.5909
2021-02-19,34.0909
2021-02-20,19.88636
2021-02-21,22.72727
2021-02-22,47.15909
2021-02-23,46.5909
2021-02-24,43.18181
2021-02-25,51.13636
2021-02-26,52.27272
2021-02-27,25.56818
2021-02-28,17.61363
2021-03-01,31.81818
2021-03-02,46.5909
2021-03-03,44.88636
2021-03-04,42.61363
2021-03-05,35.79545
2021-03-06,20.45454
2021-03-07,20.45454
2021-03-08,47.15909
2021-03-09,41.47727
2021-03-10,40.3409
2021-03-11,46.02272
2021-03-12,35.22727
2021-03-13,23.29545
2021-03-14,20.45454
2021-03-15,35.79545
2021-03-16,44.88636
2021-03-17,52.27272
2021-03-18,51.13636
2021-03-19,48.29545
2021-03-20,27.27272
2021-03-21,28.97727
2021-03-22,44.88636
2021-03-23,52.27272
2021-03-24,48.29545
2021-03-25,40.90909
2021-03-26,36.36363
2021-03-27,31.81818
2021-03-28,23.86363
2021-03-29,40.90909
2021-03-30,53.40909
2021-03-31,27.27272
2021-04-01,35.22727
2021-04-02,23.86363
2021-04-03,18.18181
2021-04-04,18.18181
2021-04-05,25.0
2021-04-06,38.63636
2021-04-07,30.68181
2021-04-08,38.63636
2021-04-09,30.68181
2021-04-10,21.02272
2021-04-11,17.61363
2021-04-12,25.56818
2021-04-13,36.36363
2021-04-14,37.5
2021-04-15,35.22727
2021-04-16,33.52272
2021-04-17,11.93181
2021-04-18,15.3409
2021-04-19,27.27272
2021-04-20,37.5
2021-04-21,32.38636
2021-04-22,30.68181
2021-04-23,34.0909
2021-04-24,18.75
2021-04-25,9.65909
2021-04-26,35.79545
2021-04-27,44.88636
2021-04-28,42.04545
2021-04-29,36.36363
2021-04-30,30.11363
2021-05-01,13.63636
2021-05-02,19.31818
2021-05-03,27.8409
2021-05-04,35.22727
2021-05-05,15.90909
2021-05-06,27.8409
2021-05-07,32.95454
2021-05-08,17.61363
2021-05-09,21.5909
2021-05-10,32.38636
2021-05-11,35.79545
2021-05-12,30.11363
2021-05-13,39.20454
2021-05-14,26.13636
2021-05-15,11.36363
2021-05-16,13.06818
2021-05-17,28.40909
2021-05-18,31.81818
2021-05-19,21.5909
2021-05-20,34.0909
2021-05-21,25.56818
2021-05-22,22.15909
2021-05-23,15.3409
2021-05-24,28.97727
2021-05-25,41.47727
2021-05-26,32.95454
2021-05-27,31.25
2021-05-28,32.95454
2021-05-29,19.88636
2021-05-30,28.40909
2021-05-31,34.65909
2021-06-01,30.68181
2021-06-02,28.97727
2021-06-03,38.06818
2021-06-04,31.81818
2021-06-05,17.04545
2021-06-06,21.02272
2021-06-07,31.81818
2021-06-08,48.86363
2021-06-09,40.3409
2021-06-10,44.31818
2021-06-11,48.86363
2021-06-12,19.31818
2021-06-13,17.04545
2021-06-14,34.0909
2021-06-15,40.3409
2021-06-16,48.29545
2021-06-17,36.93181
2021-06-18,36.36363
2021-06-19,24.43181
2021-06-20,25.0
2021-06-21,51.70454
2021-06-22,55.11363
2021-06-23,51.13636
2021-06-24,46.5909
2021-06-25,75.0
2021-06-26,25.56818
2021-06-27,34.0909
2021-06-28,56.81818
2021-06-29,80.68181
2021-06-30,93.75
2021-07-01,38.06818
2021-07-02,18.18181
2021-07-03,19.31818
2021-07-04,17.04545
2021-07-05,26.13636
2021-07-06,30.68181
2021-07-07,29.54545
2021-07-08,24.43181
2021-07-09,26.13636
2021-07-10,22.15909
2021-07-11,26.13636
2021-07-12,42.61363
2021-07-13,30.68181
2021-07-14,28.40909
2021-07-15,30.68181
2021-07-16,27.27272
2021-07-17,17.04545
2021-07-18,11.93181
2021-07-19,32.95454
2021-07-20,32.38636
2021-07-21,27.27272
2021-07-22,22.72727
2021-07-23,13.06818
2021-07-24,16.47727
2021-07-25,18.18181
2021-07-26,23.29545
2021-07-27,21.02272
2021-07-28,19.88636
2021-07-29,26.70454
2021-07-30,22.15909
2021-07-31,21.02272
2021-08-01,14.77272
2021-08-02,22.15909
2021-08-03,24.43181
2021-08-04,18.18181
2021-08-05,28.40909
2021-08-06,19.88636
2021-08-07,15.3409
2021-08-08,17.61363
2021-08-09,23.86363
2021-08-10,28.97727
2021-08-11,22.15909
2021-08-12,32.95454
2021-08-13,19.88636
2021-08-14,18.75
2021-08-15,17.04545
2021-08-16,15.90909
2021-08-17,30.68181
2021-08-18,22.72727
2021-08-19,32.95454
2021-08-20,28.97727
2021-08-21,26.70454
2021-08-22,11.36363
2021-08-23,26.70454
2021-08-24,32.95454
2021-08-25,28.97727
2021-08-26,28.40909
2021-08-27,28.97727
2021-08-28,17.61363
2021-08-29,14.20454
2021-08-30,20.45454
2021-08-31,35.22727
2021-09-01,36.36363
2021-09-02,32.38636
2021-09-03,26.70454
2021-09-04,17.61363
2021-09-05,21.5909
2021-09-06,28.97727
2021-09-07,32.38636
2021-09-08,19.88636
2021-09-09,32.95454
2021-09-10,35.79545
2021-09-11,18.18181
2021-09-12,21.02272
2021-09-13,30.68181
2021-09-14,25.56818
2021-09-15,32.38636
2021-09-16,28.40909
2021-09-17,28.97727
2021-09-18,23.86363
2021-09-19,19.31818
2021-09-20,15.3409
2021-09-21,27.8409
2021-09-22,30.68181
2021-09-23,40.90909
2021-09-24,34.65909
2021-09-25,21.5909
2021-09-26,20.45454
2021-09-27,30.68181
2021-09-28,28.97727
2021-09-29,21.5909
2021-09-30,34.0909
2021-10-01,25.0
2021-10-02,17.04545
2021-10-03,13.63636
2021-10-04,24.43181
2021-10-05,43.75
2021-10-06,33.52272
2021-10-07,32.38636
2021-10-08,21.5909
2021-10-09,11.93181
2021-10-10,17.61363
2021-10-11,17.61363
2021-10-12,29.54545
2021-10-13,23.86363
2021-10-14,27.27272
2021-10-15,22.72727
2021-10-16,23.29545
2021-10-17,19.31818
2021-10-18,19.88636
2021-10-19,19.31818
2021-10-20,22.72727
2021-10-21,28.97727
2021-10-22,32.38636
2021-10-23,10.22727
2021-10-24,17.04545
2021-10-25,37.5
2021-10-26,31.81818
2021-10-27,23.29545
2021-10-28,27.27272
2021-10-29,21.5909
2021-10-30,17.61363
2021-10-31,10.79545
2021-11-01,18.18181
2021-11-02,31.81818
2021-11-03,19.88636
2021-11-04,27.8409
2021-11-05,19.31818
2021-11-06,11.36363
2021-11-07,8.52272
2021-11-08,21.02272
2021-11-09,31.25
2021-11-10,34.0909
2021-11-11,23.86363
2021-11-12,17.61363
2021-11-13,10.22727
2021-11-14,19.88636
2021-11-15,30.11363
2021-11-16,27.27272
2021-11-17,30.68181
2021-11-18,23.86363
2021-11-19,25.0
2021-11-20,18.18181
2021-11-21,10.79545
2021-11-22,31.81818
2021-11-23,22.72727
2021-11-24,20.45454
2021-11-25,30.11363
2021-11-26,17.61363
2021-11-27,16.47727
2021-11-28,19.31818
2021-11-29,21.02272
2021-11-30,20.45454
2021-12-01,21.5909
2021-12-02,31.81818
2021-12-03,19.31818
2021-12-04,21.5909
2021-12-05,18.75
2021-12-06,30.11363
2021-12-07,26.13636
2021-12-08,18.18181
2021-12-09,24.43181
2021-12-10,36.93181
2021-12-11,18.18181
2021-12-12,7.38636
2021-12-13,34.65909
2021-12-14,27.27272
2021-12-15,36.93181
2021-12-16,25.0
2021-12-17,28.40909
2021-12-18,13.63636
2021-12-19,14.20454
2021-12-20,32.38636
2021-12-21,35.79545
2021-12-22,33.52272
2021-12-23,25.56818
2021-12-24,23.86363
2021-12-25,14.77272
2021-12-26,23.86363
2021-12-27,44.31818
2021-12-28,41.47727
2021-12-29,35.22727
2021-12-30,36.36363
2021-12-31,39.20454
2022-01-01,12.5
2022-01-02,18.18181
2022-01-03,32.95454
2022-01-04,26.13636
2022-01-05,31.81818
2022-01-06,43.75
2022-01-07,26.70454
2022-01-08,18.18181
2022-01-09,21.02272
2022-01-10,37.5
2022-01-11,28.97727
2022-01-12,36.36363
2022-01-13,26.13636
2022-01-14,27.27272
2022-01-15,15.3409
2022-01-16,9.65909
2022-01-17,26.70454
2022-01-18,27.27272
2022-01-19,32.95454
2022-01-20,31.81818
2022-01-21,25.56818
2022-01-22,19.88636
2022-01-23,23.29545
2022-01-24,31.25
2022-01-25,36.36363
2022-01-26,39.20454
2022-01-27,32.95454
2022-01-28,26.70454
2022-01-29,21.5909
2022-01-30,15.3409
2022-01-31,12.5
2022-02-01,12.5
2022-02-02,29.54545
2022-02-03,31.25
2022-02-04,27.8409
2022-02-05,21.5909
2022-02-06,27.8409
2022-02-07,28.40909
2022-02-08,32.38636
2022-02-09,32.95454
2022-02-10,31.81818
2022-02-11,26.13636
2022-02-12,17.04545
2022-02-13,19.31818
2022-02-14,27.8409
2022-02-15,27.8409
2022-02-16,20.45454
2022-02-17,31.25
2022-02-18,31.81818
2022-02-19,15.3409
2022-02-20,16.47727
2022-02-21,23.86363
2022-02-22,36.36363
2022-02-23,28.97727
2022-02-24,27.8409
2022-02-25,24.43181
2022-02-26,20.45454
2022-02-27,15.90909
2022-02-28,33.52272
2022-03-01,13.63636
2022-03-02,17.61363
2022-03-03,25.56818
2022-03-04,21.5909
2022-03-05,12.5
2022-03-06,11.93181
2022-03-07,26.13636
2022-03-08,31.25
2022-03-09,22.15909
2022-03-10,26.70454
2022-03-11,19.88636
2022-03-12,18.75
2022-03-13,17.61363
2022-03-14,31.25
2022-03-15,22.72727
2022-03-16,26.70454
2022-03-17,21.5909
2022-03-18,32.95454
2022-03-19,15.90909
2022-03-20,17.04545
2022-03-21,31.81818
2022-03-22,26.70454
2022-03-23,23.29545
2022-03-24,25.0
2022-03-25,24.43181
2022-03-26,16.47727
2022-03-27,25.0
2022-03-28,20.45454
2022-03-29,27.27272
2022-03-30,27.27272
2022-03-31,16.47727
2022-04-01,22.15909
2022-04-02,11.36363
2022-04-03,12.5
2022-04-04,13.63636
2022-04-05,26.70454
2022-04-06,16.47727
2022-04-07,26.13636
2022-04-08,29.54545
2022-04-09,7.95454
2022-04-10,13.63636
2022-04-11,36.93181
2022-04-12,19.88636
2022-04-13,30.11363
2022-04-14,23.86363
2022-04-15,13.63636
2022-04-16,25.56818
2022-04-17,15.3409
2022-04-18,29.54545
2022-04-19,31.25
2022-04-20,26.13636
2022-04-21,21.5909
2022-04-22,25.56818
2022-04-23,14.77272
2022-04-24,14.20454
2022-04-25,26.13636
2022-04-26,23.86363
2022-04-27,24.43181
2022-04-28,24.43181
2022-04-29,21.5909
2022-04-30,15.3409
2022-05-01,17.61363
2022-05-02,30.68181
2022-05-03,19.31818
2022-05-04,22.15909
2022-05-05,11.36363
2022-05-06,23.86363
2022-05-07,9.65909
2022-05-08,7.38636
2022-05-09,39.77272
2022-05-10,38.63636
2022-05-11,26.70454
2022-05-12,29.54545
2022-05-13,31.81818
2022-05-14,20.45454
2022-05-15,21.5909
2022-05-16,24.43181
2022-05-17,20.45454
2022-05-18,25.56818
2022-05-19,26.70454
2022-05-20,21.02272
2022-05-21,14.20454
2022-05-22,11.36363
2022-05-23,21.5909
2022-05-24,24.43181
2022-05-25,26.13636
2022-05-26,24.43181
2022-05-27,21.5909
2022-05-28,18.75
2022-05-29,15.3409
2022-05-30,19.88636
2022-05-31,22.15909
2022-06-01,20.45454
2022-06-02,18.75
2022-06-03,22.72727
2022-06-04,15.3409
2022-06-05,18.75
2022-06-06,18.18181
2022-06-07,23.29545
2022-06-08,22.72727
2022-06-09,17.61363
2022-06-10,19.31818
2022-06-11,19.88636
2022-06-12,25.0
2022-06-13,33.52272
2022-06-14,21.02272
2022-06-15,30.11363
2022-06-16,23.86363
2022-06-17,24.43181
2022-06-18,15.3409
2022-06-19,10.22727
2022-06-20,30.68181
2022-06-21,28.97727
2022-06-22,18.18181
2022-06-23,23.29545
2022-06-24,21.5909
2022-06-25,10.79545
2022-06-26,13.06818
2022-06-27,36.93181
2022-06-28,28.97727
2022-06-29,26.70454
2022-06-30,28.97727
2022-07-01,16.47727
2022-07-02,16.47727
2022-07-03,14.77272
2022-07-04,31.81818
2022-07-05,27.8409
2022-07-06,23.29545
2022-07-07,21.5909
2022-07-08,22.72727
2022-07-09,11.36363
2022-07-10,18.18181
2022-07-11,30.68181
2022-07-12,35.22727
2022-07-13,27.27272
2022-07-14,28.40909
2022-07-15,25.56818
2022-07-16,13.06818
2022-07-17,14.77272
2022-07-18,27.27272
2022-07-19,19.31818
2022-07-20,26.13636
2022-07-21,24.43181
2022-07-22,27.8409
2022-07-23,12.5
2022-07-24,17.04545
2022-07-25,27.8409
2022-07-26,29.54545
2022-07-27,39.77272
2022-07-28,24.43181
2022-07-29,16.47727
2022-07-30,12.5
2022-07-31,19.31818
2022-08-01,27.27272
2022-08-02,22.72727
2022-08-03,30.11363
2022-08-04,23.86363
2022-08-05,24.43181
2022-08-06,14.20454
2022-08-07,19.88636
2022-08-08,17.04545
2022-08-09,26.13636
2022-08-10,23.86363
2022-08-11,28.97727
2022-08-12,12.5
2022-08-13,13.06818
2022-08-14,17.61363
2022-08-15,10.79545
2022-08-16,28.97727
2022-08-17,27.8409
2022-08-18,35.22727
2022-08-19,25.0
2022-08-20,23.86363
2022-08-21,19.88636
2022-08-22,21.5909
2022-08-23,31.81818
2022-08-24,36.93181
2022-08-25,22.15909
2022-08-26,32.95454
2022-08-27,14.20454
2022-08-28,13.06818
2022-08-29,44.31818
2022-08-30,28.40909
2022-08-31,23.29545
2022-09-01,25.0
2022-09-02,18.18181
2022-09-03,14.20454
2022-09-04,15.90909
2022-09-05,14.77272
2022-09-06,18.75
2022-09-07,27.27272
2022-09-08,13.06818
2022-09-09,10.22727
2022-09-10,21.5909
2022-09-11,15.90909
2022-09-12,26.70454
2022-09-13,28.97727
2022-09-14,32.38636
2022-09-15,22.15909
2022-09-16,25.0
2022-09-17,23.86363
2022-09-18,14.77272
2022-09-19,18.75
2022-09-20,22.72727
2022-09-21,19.88636
2022-09-22,23.86363
2022-09-23,21.02272
2022-09-24,19.31818
2022-09-25,18.18181
2022-09-26,31.81818
2022-09-27,25.0
2022-09-28,32.38636
2022-09-29,24.43181
2022-09-30,25.56818
2022-10-01,16.47727
2022-10-02,13.06818
2022-10-03,14.20454
2022-10-04,30.11363
2022-10-05,29.54545
2022-10-06,25.0
2022-10-07,21.02272
2022-10-08,9.0909
2022-10-09,13.63636
2022-10-10,14.20454
2022-10-11,18.75
2022-10-12,19.31818
2022-10-13,28.97727
2022-10-14,18.18181
2022-10-15,11.36363
2022-10-16,8.52272
2022-10-17,21.02272
2022-10-18,28.40909
2022-10-19,23.29545
2022-10-20,29.54545
2022-10-21,25.56818
2022-10-22,9.65909
2022-10-23,18.18181
2022-10-24,15.90909
2022-10-25,38.63636
2022-10-26,18.75
2022-10-27,19.31818
2022-10-28,22.15909
2022-10-29,13.63636
2022-10-30,7.95454
2022-10-31,21.5909
2022-11-01,28.40909
2022-11-02,20.45454
2022-11-03,17.04545
2022-11-04,29.54545
2022-11-05,10.22727
2022-11-06,10.79545
2022-11-07,25.0
2022-11-08,23.86363
2022-11-09,21.5909
2022-11-10,28.40909
2022-11-11,24.43181
2022-11-12,19.31818
2022-11-13,16.47727
2022-11-14,30.68181
2022-11-15,32.38636
2022-11-16,26.13636
2022-11-17,31.25
2022-11-18,25.0
2022-11-19,14.77272
2022-11-20,12.5
2022-11-21,25.0
2022-11-22,28.97727
2022-11-23,21.5909
2022-11-24,19.88636
2022-11-25,22.72727
2022-11-26,17.61363
2022-11-27,15.3409
2022-11-28,26.13636
2022-11-29,27.27272
2022-11-30,25.56818
2022-12-01,27.8409
2022-12-02,27.8409
2022-12-03,12.5
2022-12-04,15.90909
2022-12-05,30.11363
2022-12-06,23.86363
2022-12-07,20.45454
2022-12-08,27.8409
2022-12-09,19.88636
2022-12-10,19.31818
2022-12-11,19.31818
2022-12-12,22.72727
2022-12-13,25.0
2022-12-14,24.43181
2022-12-15,28.97727
2022-12-16,19.88636
2022-12-17,11.93181
2022-12-18,10.22727
2022-12-19,35.79545
2022-12-20,34.0909
2022-12-21,30.68181
2022-12-22,26.13636
2022-12-23,25.0
2022-12-24,15.3409
2022-12-25,13.06818
2022-12-26,27.8409
2022-12-27,38.06818
2022-12-28,31.25
2022-12-29,34.0909
2022-12-30,30.68181
2022-12-31,22.72727
2023-01-01,17.61363
2023-01-02,34.65909
2023-01-03,35.22727
2023-01-04,31.81818
2023-01-05,19.88636
2023-01-06,18.18181
2023-01-07,17.61363
2023-01-08,19.31818
2023-01-09,27.27272
2023-01-10,25.0
2023-01-11,28.40909
2023-01-12,25.56818
2023-01-13,28.40909
2023-01-14,16.47727
2023-01-15,19.31818
2023-01-16,26.13636
2023-01-17,21.5909
2023-01-18,28.40909
2023-01-19,23.29545
2023-01-20,20.45454
2023-01-21,13.63636
2023-01-22,10.79545
2023-01-23,16.47727
2023-01-24,23.86363
2023-01-25,31.25
2023-01-26,26.70454
2023-01-27,28.40909
2023-01-28,24.43181
2023-01-29,22.15909
2023-01-30,30.11363
2023-01-31,32.95454
2023-02-01,27.27272
2023-02-02,26.13636
2023-02-03,28.40909
2023-02-04,16.47727
2023-02-05,14.77272
2023-02-06,26.13636
2023-02-07,25.56818
2023-02-08,23.86363
2023-02-09,18.75
2023-02-10,23.29545
2023-02-11,9.0909
2023-02-12,15.90909
2023-02-13,30.11363
2023-02-14,31.81818
2023-02-15,31.25
2023-02-16,27.27272
2023-02-17,17.61363
2023-02-18,19.31818
2023-02-19,19.88636
2023-02-20,30.68181
2023-02-21,33.52272
2023-02-22,35.22727
2023-02-23,23.86363
2023-02-24,23.86363
2023-02-25,18.18181
2023-02-26,21.02272
2023-02-27,30.68181
2023-02-28,28.40909
2023-03-01,14.20454
2023-03-02,30.11363
2023-03-03,26.13636
2023-03-04,15.3409
2023-03-05,19.88636
2023-03-06,26.70454
2023-03-07,27.27272
2023-03-08,26.13636
2023-03-09,21.02272
2023-03-10,17.61363
2023-03-11,9.0909
2023-03-12,9.0909
2023-03-13,25.0
2023-03-14,27.8409
2023-03-15,25.0
2023-03-16,34.0909
2023-03-17,21.02272
2023-03-18,12.5
2023-03-19,10.22727
2023-03-20,39.20454
2023-03-21,34.65909
2023-03-22,32.95454
2023-03-23,31.81818
2023-03-24,21.02272
2023-03-25,18.18181
2023-03-26,11.36363
2023-03-27,32.38636
2023-03-28,28.40909
2023-03-29,33.52272
2023-03-30,23.29545
2023-03-31,26.13636
2023-04-01,9.65909
2023-04-02,16.47727
2023-04-03,27.27272
2023-04-04,21.5909
2023-04-05,32.38636
2023-04-06,25.56818
2023-04-07,15.90909
2023-04-08,14.20454
2023-04-09,17.61363
2023-04-10,23.86363
2023-04-11,30.11363
2023-04-12,49.43181
2023-04-13,30.68181
2023-04-14,26.70454
2023-04-15,15.90909
2023-04-16,13.06818
2023-04-17,38.63636
2023-04-18,29.54545
2023-04-19,24.43181
2023-04-20,36.36363
2023-04-21,20.45454
2023-04-22,14.20454
2023-04-23,11.93181
2023-04-24,15.3409
2023-04-25,28.97727
2023-04-26,16.47727
2023-04-27,23.29545
2023-04-28,33.52272
2023-04-29,14.77272
2023-04-30,8.52272
2023-05-01,9.0909
2023-05-02,18.75
2023-05-03,31.25
2023-05-04,27.27272
2023-05-05,14.77272
2023-05-06,20.45454
2023-05-07,7.38636
2023-05-08,25.56818
2023-05-09,30.68181
2023-05-10,20.45454
2023-05-11,19.31818
2023-05-12,28.40909
2023-05-13,11.36363
2023-05-14,10.79545
2023-05-15,23.29545
2023-05-16,21.02272
2023-05-17,22.72727
2023-05-18,22.15909
2023-05-19,25.0
2023-05-20,20.45454
2023-05-21,12.5
2023-05-22,31.81818
2023-05-23,31.25
2023-05-24,24.43181
2023-05-25,23.86363
2023-05-26,21.5909
2023-05-27,12.5
2023-05-28,13.63636
2023-05-29,12.5
2023-05-30,27.8409
2023-05-31,17.61363
2023-06-01,25.56818
2023-06-02,15.90909
2023-06-03,11.93181
2023-06-04,14.77272
2023-06-05,31.25
