date,다이렉트보험비교
2023-05-31,21.21951
2023-06-01,22.92682
2023-06-02,15.85365
2023-06-03,11.95121
2023-06-04,9.75609
2023-06-05,19.75609
2023-06-06,17.07317
2023-06-07,17.31707
2023-06-08,16.82926
2023-06-09,18.29268
2023-06-10,8.53658
2023-06-11,10.2439
2023-06-12,16.82926
2023-06-13,15.60975
2023-06-14,20.0
2023-06-15,18.29268
2023-06-16,12.19512
2023-06-17,7.56097
2023-06-18,8.78048
2023-06-19,18.53658
2023-06-20,17.56097
2023-06-21,22.92682
2023-06-22,19.02439
2023-06-23,15.36585
2023-06-24,8.29268
2023-06-25,10.0
2023-06-26,19.75609
2023-06-27,18.78048
2023-06-28,21.70731
2023-06-29,15.85365
2023-06-30,12.43902
2023-07-01,7.56097
2023-07-02,5.12195
2023-07-03,20.0
2023-07-04,19.26829
2023-07-05,19.02439
2023-07-06,19.51219
2023-07-07,17.07317
2023-07-08,6.34146
2023-07-09,5.36585
2023-07-10,18.04878
2023-07-11,16.09756
2023-07-12,20.4878
2023-07-13,18.29268
2023-07-14,11.95121
2023-07-15,8.04878
2023-07-16,7.56097
2023-07-17,40.4878
2023-07-18,42.19512
2023-07-19,18.53658
2023-07-20,13.65853
2023-07-21,12.19512
2023-07-22,8.78048
2023-07-23,7.56097
2023-07-24,14.63414
2023-07-25,15.60975
2023-07-26,15.60975
2023-07-27,17.56097
2023-07-28,17.07317
2023-07-29,8.78048
2023-07-30,6.82926
2023-07-31,17.56097
2023-08-01,18.53658
2023-08-02,15.60975
2023-08-03,15.12195
2023-08-04,16.09756
2023-08-05,7.07317
2023-08-06,5.85365
2023-08-07,20.2439
2023-08-08,15.85365
2023-08-09,19.26829
2023-08-10,19.02439
2023-08-11,16.82926
2023-08-12,11.21951
2023-08-13,7.80487
2023-08-14,17.31707
2023-08-15,10.2439
2023-08-16,14.63414
2023-08-17,17.31707
2023-08-18,18.29268
2023-08-19,13.17073
2023-08-20,10.7317
2023-08-21,24.14634
2023-08-22,19.51219
2023-08-23,17.80487
2023-08-24,22.68292
2023-08-25,14.63414
2023-08-26,7.07317
2023-08-27,7.31707
2023-08-28,24.39024
2023-08-29,24.39024
2023-08-30,16.58536
2023-08-31,18.53658
2023-09-01,18.53658
2023-09-02,10.4878
2023-09-03,7.31707
2023-09-04,20.7317
2023-09-05,14.87804
2023-09-06,18.29268
2023-09-07,12.43902
2023-09-08,18.04878
2023-09-09,9.51219
2023-09-10,8.53658
2023-09-11,19.02439
2023-09-12,22.43902
2023-09-13,20.9756
2023-09-14,16.34146
2023-09-15,12.92682
2023-09-16,8.78048
2023-09-17,10.0
2023-09-18,17.80487
2023-09-19,24.63414
2023-09-20,18.78048
2023-09-21,20.9756
2023-09-22,17.07317
2023-09-23,11.21951
2023-09-24,9.51219
2023-09-25,19.51219
2023-09-26,20.7317
2023-09-27,19.02439
2023-09-28,4.63414
2023-09-29,4.63414
2023-09-30,4.87804
2023-10-01,5.85365
2023-10-02,5.12195
2023-10-03,10.2439
2023-10-04,20.4878
2023-10-05,16.34146
2023-10-06,19.51219
2023-10-07,8.78048
2023-10-08,7.80487
2023-10-09,9.02439
2023-10-10,19.26829
2023-10-11,25.85365
2023-10-12,19.02439
2023-10-13,18.78048
2023-10-14,9.26829
2023-10-15,9.75609
2023-10-16,20.7317
2023-10-17,19.02439
2023-10-18,22.19512
2023-10-19,20.0
2023-10-20,18.29268
2023-10-21,7.80487
2023-10-22,16.09756
2023-10-23,25.36585
2023-10-24,21.95121
2023-10-25,18.78048
2023-10-26,21.95121
2023-10-27,21.21951
2023-10-28,6.82926
2023-10-29,5.60975
2023-10-30,19.26829
2023-10-31,17.80487
2023-11-01,19.26829
2023-11-02,20.0
2023-11-03,14.63414
2023-11-04,8.04878
2023-11-05,8.29268
2023-11-06,18.29268
2023-11-07,18.29268
2023-11-08,19.26829
2023-11-09,18.04878
2023-11-10,20.0
2023-11-11,11.70731
2023-11-12,10.4878
2023-11-13,20.9756
2023-11-14,23.41463
2023-11-15,23.41463
2023-11-16,17.80487
2023-11-17,13.65853
2023-11-18,10.4878
2023-11-19,12.43902
2023-11-20,18.78048
2023-11-21,16.82926
2023-11-22,25.36585
2023-11-23,16.09756
2023-11-24,16.82926
2023-11-25,10.9756
2023-11-26,12.19512
2023-11-27,17.07317
2023-11-28,21.95121
2023-11-29,19.51219
2023-11-30,18.29268
2023-12-01,14.87804
2023-12-02,8.29268
2023-12-03,6.34146
2023-12-04,22.19512
2023-12-05,15.85365
2023-12-06,16.82926
2023-12-07,21.46341
2023-12-08,17.07317
2023-12-09,10.2439
2023-12-10,10.7317
2023-12-11,19.75609
2023-12-12,17.80487
2023-12-13,19.26829
2023-12-14,21.46341
2023-12-15,16.82926
2023-12-16,9.51219
2023-12-17,14.63414
2023-12-18,23.17073
2023-12-19,18.78048
2023-12-20,19.51219
2023-12-21,16.58536
2023-12-22,15.36585
2023-12-23,4.87804
2023-12-24,8.04878
2023-12-25,9.75609
2023-12-26,19.75609
2023-12-27,19.75609
2023-12-28,14.14634
2023-12-29,16.82926
2023-12-30,6.09756
2023-12-31,4.87804
2024-01-01,6.34146
2024-01-02,14.87804
2024-01-03,20.7317
2024-01-04,17.07317
2024-01-05,15.85365
2024-01-06,7.07317
2024-01-07,8.53658
2024-01-08,18.29268
2024-01-09,23.90243
2024-01-10,16.58536
2024-01-11,20.2439
2024-01-12,16.34146
2024-01-13,6.58536
2024-01-14,9.26829
2024-01-15,22.43902
2024-01-16,22.43902
2024-01-17,22.68292
2024-01-18,22.19512
2024-01-19,71.95121
2024-01-20,61.21951
2024-01-21,56.58536
2024-01-22,74.63414
2024-01-23,75.85365
2024-01-24,90.7317
2024-01-25,82.43902
2024-01-26,90.7317
2024-01-27,71.95121
2024-01-28,78.78048
2024-01-29,77.31707
2024-01-30,75.12195
2024-01-31,87.31707
2024-02-01,81.21951
2024-02-02,72.92682
2024-02-03,90.2439
2024-02-04,83.90243
2024-02-05,82.68292
2024-02-06,84.14634
2024-02-07,78.29268
2024-02-08,76.09756
2024-02-09,65.85365
2024-02-10,69.75609
2024-02-11,79.02439
2024-02-12,79.75609
2024-02-13,93.90243
2024-02-14,78.04878
2024-02-15,88.04878
2024-02-16,91.70731
2024-02-17,88.29268
2024-02-18,78.53658
2024-02-19,100.0
2024-02-20,96.34146
2024-02-21,89.51219
2024-02-22,88.53658
2024-02-23,77.07317
2024-02-24,80.0
2024-02-25,93.41463
2024-02-26,89.02439
2024-02-27,83.65853
2024-02-28,76.09756
2024-02-29,78.04878
2024-03-01,85.12195
2024-03-02,78.53658
2024-03-03,37.56097
2024-03-04,68.04878
2024-03-05,80.2439
2024-03-06,77.56097
2024-03-07,82.19512
2024-03-08,71.21951
2024-03-09,52.92682
2024-03-10,64.63414
2024-03-11,59.02439
2024-03-12,76.34146
2024-03-13,79.75609
2024-03-14,72.68292
2024-03-15,76.58536
2024-03-16,67.80487
2024-03-17,61.21951
2024-03-18,64.87804
2024-03-19,67.07317
2024-03-20,63.65853
