date,저축은행금리비교
2023-05-29,3.327
2023-05-30,6.76521
2023-05-31,5.95431
2023-06-01,5.62068
2023-06-02,5.4029
2023-06-03,3.07678
2023-06-04,2.75242
2023-06-05,5.67165
2023-06-06,5.25462
2023-06-07,7.29345
2023-06-08,6.18599
2023-06-09,5.13414
2023-06-10,2.65511
2023-06-11,2.74315
2023-06-12,6.21843
2023-06-13,5.01366
2023-06-14,5.05073
2023-06-15,5.13877
2023-06-16,4.51786
2023-06-17,2.33075
2023-06-18,2.61804
2023-06-19,5.32412
2023-06-20,5.35656
2023-06-21,5.28705
2023-06-22,4.90709
2023-06-23,4.78198
2023-06-24,2.25661
2023-06-25,2.45586
2023-06-26,5.5141
2023-06-27,5.24998
2023-06-28,5.34266
2023-06-29,5.08317
2023-06-30,5.62995
2023-07-01,2.97483
2023-07-02,3.28066
2023-07-03,6.40378
2023-07-04,6.15356
2023-07-05,6.49182
2023-07-06,6.14429
2023-07-07,5.20828
2023-07-08,3.54478
2023-07-09,3.72549
2023-07-10,6.19063
2023-07-11,5.11561
2023-07-12,5.14341
2023-07-13,4.87465
2023-07-14,4.36495
2023-07-15,2.49756
2023-07-16,2.60877
2023-07-17,5.24072
2023-07-18,4.79588
2023-07-19,4.83758
2023-07-20,4.70321
2023-07-21,4.31861
2023-07-22,2.89143
2023-07-23,2.45586
2023-07-24,5.36583
2023-07-25,5.14804
2023-07-26,4.93953
2023-07-27,5.69945
2023-07-28,5.05073
2023-07-29,2.48366
2023-07-30,3.49844
2023-07-31,7.32125
2023-08-01,6.44548
2023-08-02,6.31574
2023-08-03,5.50947
2023-08-04,4.94879
2023-08-05,2.55317
2023-08-06,2.89143
2023-08-07,6.15356
2023-08-08,5.4446
2023-08-09,4.86539
2023-08-10,4.91172
2023-08-11,4.76344
2023-08-12,3.03971
2023-08-13,2.90996
2023-08-14,5.44923
2023-08-15,3.15555
2023-08-16,5.02757
2023-08-17,5.33339
2023-08-18,4.62907
2023-08-19,2.88216
2023-08-20,2.52073
2023-08-21,5.33339
2023-08-22,4.80978
2023-08-23,4.45299
2023-08-24,4.90709
2023-08-25,4.85148
2023-08-26,2.70608
2023-08-27,2.80339
2023-08-28,5.25462
2023-08-29,5.46313
2023-08-30,5.62068
2023-08-31,5.57434
2023-09-01,4.90246
2023-09-02,2.53927
2023-09-03,2.88679
2023-09-04,6.43158
2023-09-05,5.43997
2023-09-06,5.15268
2023-09-07,5.35192
2023-09-08,4.95806
2023-09-09,2.80339
2023-09-10,3.28529
2023-09-11,4.95343
2023-09-12,4.48542
2023-09-13,4.59663
2023-09-14,4.93026
2023-09-15,4.26764
2023-09-16,2.46513
2023-09-17,2.85899
2023-09-18,4.75418
2023-09-19,4.80515
2023-09-20,4.28617
2023-09-21,4.69857
2023-09-22,4.28154
2023-09-23,2.6134
2023-09-24,3.05824
2023-09-25,5.66238
2023-09-26,5.36119
2023-09-27,4.76344
2023-09-28,2.5161
2023-09-29,2.24734
2023-09-30,2.46049
2023-10-01,2.90533
2023-10-02,3.8367
2023-10-03,4.53639
2023-10-04,9.48056
2023-10-05,7.79389
2023-10-06,6.33427
2023-10-07,3.42894
2023-10-08,3.11848
2023-10-09,4.28154
2023-10-10,7.07103
2023-10-11,6.38524
2023-10-12,7.00616
2023-10-13,6.21843
2023-10-14,3.84134
2023-10-15,4.08692
2023-10-16,8.94305
2023-10-17,9.56396
2023-10-18,11.49158
2023-10-19,13.42847
2023-10-20,15.25879
2023-10-21,5.81993
2023-10-22,6.23696
2023-10-23,15.11051
2023-10-24,14.13743
2023-10-25,14.02159
2023-10-26,12.31175
2023-10-27,11.47768
2023-10-28,5.53727
2023-10-29,6.75594
2023-10-30,15.18928
2023-10-31,12.37199
2023-11-01,11.64913
2023-11-02,10.8753
2023-11-03,8.44724
2023-11-04,5.15268
2023-11-05,4.86075
2023-11-06,9.32764
2023-11-07,8.66502
2023-11-08,7.74755
2023-11-09,7.4927
2023-11-10,6.36671
2023-11-11,3.47527
2023-11-12,3.70233
2023-11-13,7.36759
2023-11-14,7.35369
2023-11-15,7.14054
2023-11-16,6.6957
2023-11-17,5.84773
2023-11-18,3.39187
2023-11-19,3.53551
2023-11-20,6.93202
2023-11-21,6.42694
2023-11-22,5.64385
2023-11-23,5.49557
2023-11-24,5.65775
2023-11-25,3.0119
2023-11-26,3.22505
2023-11-27,6.72814
2023-11-28,6.21843
2023-11-29,6.76521
2023-11-30,6.80691
2023-12-01,6.6679
2023-12-02,3.19262
2023-12-03,3.63282
2023-12-04,7.90046
2023-12-05,7.02933
2023-12-06,7.5344
2023-12-07,6.94592
2023-12-08,6.23696
2023-12-09,3.31773
2023-12-10,3.70233
2023-12-11,7.34905
2023-12-12,6.35281
2023-12-13,6.17209
2023-12-14,6.13502
2023-12-15,5.59288
2023-12-16,2.9424
2023-12-17,3.47991
2023-12-18,5.94967
2023-12-19,5.72262
2023-12-20,5.14341
2023-12-21,5.79213
2023-12-22,5.36119
2023-12-23,3.09531
2023-12-24,2.56707
2023-12-25,3.29919
2023-12-26,6.95982
2023-12-27,6.70033
2023-12-28,6.82544
2023-12-29,5.90797
2023-12-30,3.00264
2023-12-31,2.75705
2024-01-01,3.93401
2024-01-02,8.40554
2024-01-03,7.14054
2024-01-04,6.70497
2024-01-05,6.23233
2024-01-06,3.3548
2024-01-07,3.86451
2024-01-08,5.93577
2024-01-09,5.73652
2024-01-10,5.50484
2024-01-11,6.11649
2024-01-12,4.81442
2024-01-13,3.00264
2024-01-14,3.57258
2024-01-15,6.00528
2024-01-16,5.66702
2024-01-17,5.34729
2024-01-18,5.32876
2024-01-19,5.43997
2024-01-20,3.20652
2024-01-21,3.52624
2024-01-22,5.96821
2024-01-23,5.06927
2024-01-24,5.30095
2024-01-25,6.6401
2024-01-26,5.82456
2024-01-27,3.20652
2024-01-28,3.56331
2024-01-29,6.42694
2024-01-30,6.26476
2024-01-31,5.90334
2024-02-01,5.63921
2024-02-02,5.07854
2024-02-03,2.79412
2024-02-04,3.17872
2024-02-05,5.95431
2024-02-06,5.06
2024-02-07,4.63833
2024-02-08,4.53639
2024-02-09,2.05273
2024-02-10,2.1454
2024-02-11,2.36318
2024-02-12,3.27139
2024-02-13,6.55669
2024-02-14,5.23145
2024-02-15,5.05537
2024-02-16,4.6198
2024-02-17,2.72925
2024-02-18,2.9424
2024-02-19,5.34729
2024-02-20,5.19438
2024-02-21,5.27779
2024-02-22,5.54654
2024-02-23,5.0739
2024-02-24,2.76632
2024-02-25,3.28529
2024-02-26,6.13502
2024-02-27,5.12951
2024-02-28,4.93953
2024-02-29,4.61053
2024-03-01,3.05824
2024-03-02,2.54853
2024-03-03,2.77558
2024-03-04,5.49557
2024-03-05,5.05073
2024-03-06,4.32788
2024-03-07,4.54566
2024-03-08,3.60965
2024-03-09,2.24734
2024-03-10,2.39099
2024-03-11,4.36495
2024-03-12,3.66526
2024-03-13,3.94791
2024-03-14,3.79037
2024-03-15,3.51234
2024-03-16,2.19637
2024-03-17,2.16857
2024-03-18,4.14253
2024-03-19,3.81353
2024-03-20,4.08692
