date,1억모으기
2023-05-30,35.11269
2023-05-31,32.38434
2023-06-01,30.7236
2023-06-02,25.50415
2023-06-03,20.99644
2023-06-04,25.62277
2023-06-05,25.74139
2023-06-06,32.74021
2023-06-07,31.79122
2023-06-08,27.758
2023-06-09,25.97864
2023-06-10,20.99644
2023-06-11,21.35231
2023-06-12,38.43416
2023-06-13,46.85646
2023-06-14,36.77342
2023-06-15,32.74021
2023-06-16,33.09608
2023-06-17,22.7758
2023-06-18,31.67259
2023-06-19,34.51957
2023-06-20,36.77342
2023-06-21,39.73902
2023-06-22,34.04507
2023-06-23,28.46975
2023-06-24,25.38552
2023-06-25,28.11387
2023-06-26,34.1637
2023-06-27,29.77461
2023-06-28,33.57058
2023-06-29,29.77461
2023-06-30,26.92763
2023-07-01,24.91103
2023-07-02,29.06287
2023-07-03,32.38434
2023-07-04,32.62158
2023-07-05,32.74021
2023-07-06,30.48635
2023-07-07,25.2669
2023-07-08,25.86002
2023-07-09,26.92763
2023-07-10,34.63819
2023-07-11,29.77461
2023-07-12,29.77461
2023-07-13,29.53736
2023-07-14,32.50296
2023-07-15,24.08066
2023-07-16,29.89323
2023-07-17,34.28232
2023-07-18,37.24792
2023-07-19,33.2147
2023-07-20,27.40213
2023-07-21,28.46975
2023-07-22,25.2669
2023-07-23,26.69039
2023-07-24,30.7236
2023-07-25,33.2147
2023-07-26,28.70699
2023-07-27,27.28351
2023-07-28,27.63938
2023-07-29,20.87781
2023-07-30,24.31791
2023-07-31,30.01186
2023-08-01,28.82562
2023-08-02,30.60498
2023-08-03,29.89323
2023-08-04,27.758
2023-08-05,20.28469
2023-08-06,20.28469
2023-08-07,31.31672
2023-08-08,28.35112
2023-08-09,27.87663
2023-08-10,29.18149
2023-08-11,30.01186
2023-08-12,23.48754
2023-08-13,29.77461
2023-08-14,31.90984
2023-08-15,34.75682
2023-08-16,35.82443
2023-08-17,30.84223
2023-08-18,24.31791
2023-08-19,24.19928
2023-08-20,25.86002
2023-08-21,34.63819
2023-08-22,32.97746
2023-08-23,29.53736
2023-08-24,30.36773
2023-08-25,32.14709
2023-08-26,28.11387
2023-08-27,30.48635
2023-08-28,35.34994
2023-08-29,41.63701
2023-08-30,33.92645
2023-08-31,28.46975
2023-09-01,29.77461
2023-09-02,20.99644
2023-09-03,28.94424
2023-09-04,27.16488
2023-09-05,30.24911
2023-09-06,30.84223
2023-09-07,29.41874
2023-09-08,26.57176
2023-09-09,20.16607
2023-09-10,27.40213
2023-09-11,32.85883
2023-09-12,32.62158
2023-09-13,27.758
2023-09-14,30.36773
2023-09-15,26.45314
2023-09-16,23.84341
2023-09-17,30.24911
2023-09-18,28.70699
2023-09-19,28.94424
2023-09-20,28.11387
2023-09-21,32.74021
2023-09-22,22.06405
2023-09-23,22.53855
2023-09-24,24.91103
2023-09-25,28.35112
2023-09-26,30.24911
2023-09-27,24.08066
2023-09-28,22.7758
2023-09-29,19.57295
2023-09-30,28.94424
2023-10-01,29.30011
2023-10-02,33.57058
2023-10-03,38.07829
2023-10-04,31.43534
2023-10-05,32.14709
2023-10-06,28.11387
2023-10-07,21.58956
2023-10-08,22.65717
2023-10-09,27.16488
2023-10-10,35.46856
2023-10-11,32.02846
2023-10-12,30.96085
2023-10-13,24.7924
2023-10-14,26.21589
2023-10-15,29.65599
2023-10-16,32.85883
2023-10-17,33.33333
2023-10-18,31.07947
2023-10-19,28.94424
2023-10-20,27.99525
2023-10-21,26.92763
2023-10-22,25.14827
2023-10-23,34.63819
2023-10-24,32.74021
2023-10-25,34.99406
2023-10-26,34.75682
2023-10-27,32.74021
2023-10-28,26.45314
2023-10-29,29.41874
2023-10-30,35.58718
2023-10-31,31.1981
2023-11-01,31.31672
2023-11-02,28.82562
2023-11-03,31.43534
2023-11-04,24.31791
2023-11-05,28.70699
2023-11-06,35.82443
2023-11-07,27.87663
2023-11-08,28.35112
2023-11-09,32.26571
2023-11-10,28.58837
2023-11-11,29.18149
2023-11-12,29.06287
2023-11-13,35.58718
2023-11-14,35.94306
2023-11-15,35.58718
2023-11-16,30.84223
2023-11-17,26.92763
2023-11-18,24.43653
2023-11-19,33.57058
2023-11-20,38.19691
2023-11-21,36.53618
2023-11-22,30.36773
2023-11-23,26.80901
2023-11-24,33.6892
2023-11-25,27.63938
2023-11-26,32.38434
2023-11-27,37.24792
2023-11-28,36.06168
2023-11-29,34.75682
2023-11-30,32.02846
2023-12-01,29.30011
2023-12-02,26.09727
2023-12-03,30.24911
2023-12-04,37.36654
2023-12-05,36.41755
2023-12-06,33.92645
2023-12-07,30.7236
2023-12-08,28.35112
2023-12-09,27.16488
2023-12-10,34.63819
2023-12-11,36.1803
2023-12-12,37.36654
2023-12-13,35.46856
2023-12-14,34.63819
2023-12-15,30.24911
2023-12-16,26.33451
2023-12-17,38.31553
2023-12-18,39.50177
2023-12-19,37.24792
2023-12-20,39.85765
2023-12-21,30.84223
2023-12-22,30.48635
2023-12-23,24.55516
2023-12-24,29.65599
2023-12-25,35.23131
2023-12-26,44.36536
2023-12-27,34.28232
2023-12-28,33.33333
2023-12-29,35.34994
2023-12-30,35.23131
2023-12-31,37.60379
2024-01-01,39.97627
2024-01-02,48.63582
2024-01-03,47.92408
2024-01-04,43.41637
2024-01-05,35.94306
2024-01-06,30.24911
2024-01-07,41.75563
2024-01-08,34.28232
2024-01-09,43.89086
2024-01-10,46.38196
2024-01-11,42.82325
2024-01-12,43.77224
2024-01-13,36.29893
2024-01-14,45.43297
2024-01-15,46.26334
2024-01-16,43.06049
2024-01-17,36.29893
2024-01-18,39.26453
2024-01-19,39.38315
2024-01-20,32.02846
2024-01-21,40.09489
2024-01-22,46.50059
2024-01-23,37.48517
2024-01-24,42.94187
2024-01-25,41.99288
2024-01-26,39.38315
2024-01-27,41.04389
2024-01-28,49.82206
2024-01-29,49.94068
2024-01-30,44.83985
2024-01-31,36.1803
2024-02-01,38.31553
2024-02-02,38.31553
2024-02-03,30.48635
2024-02-04,41.04389
2024-02-05,44.12811
2024-02-06,32.97746
2024-02-07,30.84223
2024-02-08,32.74021
2024-02-09,28.70699
2024-02-10,34.28232
2024-02-11,37.95966
2024-02-12,45.19572
2024-02-13,44.00948
2024-02-14,36.41755
2024-02-15,37.95966
2024-02-16,38.19691
2024-02-17,29.53736
2024-02-18,40.92526
2024-02-19,39.50177
2024-02-20,41.28113
2024-02-21,43.77224
2024-02-22,45.90747
2024-02-23,42.1115
2024-02-24,34.99406
2024-02-25,38.67141
2024-02-26,41.28113
2024-02-27,37.60379
2024-02-28,35.58718
2024-02-29,51.36417
2024-03-01,56.10913
2024-03-02,43.77224
2024-03-03,48.5172
2024-03-04,39.73902
2024-03-05,50.05931
2024-03-06,37.36654
2024-03-07,40.68801
2024-03-08,37.95966
2024-03-09,31.07947
2024-03-10,32.85883
2024-03-11,61.20996
2024-03-12,57.17674
2024-03-13,44.83985
2024-03-14,38.19691
2024-03-15,32.38434
2024-03-16,28.58837
2024-03-17,45.43297
2024-03-18,44.00948
2024-03-19,39.50177
2024-03-20,37.24792
