date,2차전지ETF
2023-05-29,5.36451
2023-05-30,9.76616
2023-05-31,13.801
2023-06-01,9.94956
2023-06-02,8.94085
2023-06-03,4.9977
2023-06-04,4.9977
2023-06-05,8.64282
2023-06-06,4.74552
2023-06-07,12.01283
2023-06-08,9.37643
2023-06-09,11.348
2023-06-10,5.98349
2023-06-11,6.7171
2023-06-12,14.69509
2023-06-13,23.03988
2023-06-14,19.92205
2023-06-15,15.15359
2023-06-16,13.22787
2023-06-17,11.57725
2023-06-18,11.96698
2023-06-19,18.50068
2023-06-20,14.92434
2023-06-21,12.28794
2023-06-22,11.04997
2023-06-23,9.00962
2023-06-24,5.06648
2023-06-25,7.42778
2023-06-26,10.20174
2023-06-27,12.19624
2023-06-28,18.34021
2023-06-29,12.10453
2023-06-30,9.67446
2023-07-01,7.56533
2023-07-02,7.42778
2023-07-03,25.26364
2023-07-04,23.06281
2023-07-05,23.13159
2023-07-06,18.66116
2023-07-07,16.0706
2023-07-08,10.95827
2023-07-09,11.04997
2023-07-10,22.03117
2023-07-11,23.03988
2023-07-12,20.10545
2023-07-13,27.78541
2023-07-14,20.31178
2023-07-15,10.54562
2023-07-16,10.08711
2023-07-17,18.20265
2023-07-18,34.57129
2023-07-19,33.88353
2023-07-20,33.35625
2023-07-21,27.05181
2023-07-22,17.56075
2023-07-23,19.23429
2023-07-24,50.80238
2023-07-25,70.90784
2023-07-26,97.77624
2023-07-27,59.3535
2023-07-28,37.36817
2023-07-29,25.46996
2023-07-30,17.67537
2023-07-31,31.75149
2023-08-01,32.98945
2023-08-02,31.40761
2023-08-03,24.43833
2023-08-04,18.79871
2023-08-05,15.63502
2023-08-06,13.13617
2023-08-07,23.22329
2023-08-08,19.76157
2023-08-09,16.66666
2023-08-10,17.5149
2023-08-11,17.85878
2023-08-12,7.74873
2023-08-13,6.67125
2023-08-14,13.0674
2023-08-15,8.68867
2023-08-16,15.29115
2023-08-17,13.84685
2023-08-18,11.46263
2023-08-19,5.31866
2023-08-20,5.22696
2023-08-21,13.1591
2023-08-22,14.51169
2023-08-23,12.01283
2023-08-24,14.92434
2023-08-25,11.55433
2023-08-26,6.67125
2023-08-27,5.61668
2023-08-28,11.94406
2023-08-29,12.10453
2023-08-30,11.64603
2023-08-31,11.66895
2023-09-01,12.81522
2023-09-02,4.65382
2023-09-03,4.05777
2023-09-04,10.68317
2023-09-05,10.47684
2023-09-06,8.94085
2023-09-07,11.32508
2023-09-08,10.43099
2023-09-09,4.33287
2023-09-10,3.85144
2023-09-11,14.78679
2023-09-12,34.13571
2023-09-13,25.83677
2023-09-14,15.19944
2023-09-15,10.04126
2023-09-16,4.8143
2023-09-17,4.40165
2023-09-18,8.06969
2023-09-19,7.12975
2023-09-20,7.24438
2023-09-21,7.70288
2023-09-22,6.00641
2023-09-23,2.49885
2023-09-24,2.47592
2023-09-25,9.67446
2023-09-26,7.42778
2023-09-27,6.09812
2023-09-28,2.70518
2023-09-29,1.87987
2023-09-30,2.29252
2023-10-01,2.24667
2023-10-02,2.5447
2023-10-03,3.25538
2023-10-04,10.06419
2023-10-05,7.79458
2023-10-06,6.32737
2023-10-07,3.41586
2023-10-08,2.10912
2023-10-09,3.71389
2023-10-10,8.78037
2023-10-11,8.55112
2023-10-12,8.43649
2023-10-13,6.92342
2023-10-14,3.0032
2023-10-15,2.5447
2023-10-16,5.77716
2023-10-17,7.72581
2023-10-18,6.8088
2023-10-19,7.54241
2023-10-20,7.49656
2023-10-21,2.61348
2023-10-22,2.84273
2023-10-23,6.85465
2023-10-24,7.29023
2023-10-25,14.51169
2023-10-26,14.35121
2023-10-27,8.91792
2023-10-28,3.34708
2023-10-29,3.50756
2023-10-30,7.79458
2023-10-31,10.06419
2023-11-01,12.08161
2023-11-02,10.22466
2023-11-03,9.14718
2023-11-04,3.69096
2023-11-05,5.52498
2023-11-06,40.92159
2023-11-07,22.94818
2023-11-08,10.84364
2023-11-09,7.12975
2023-11-10,7.88629
2023-11-11,3.25538
2023-11-12,2.52177
2023-11-13,6.46492
2023-11-14,6.67125
2023-11-15,7.67996
2023-11-16,7.01513
2023-11-17,6.02934
2023-11-18,2.65933
2023-11-19,2.6364
2023-11-20,6.39614
2023-11-21,6.6254
2023-11-22,6.00641
2023-11-23,5.45621
2023-11-24,5.24988
2023-11-25,2.40715
2023-11-26,2.49885
2023-11-27,5.75424
2023-11-28,5.61668
2023-11-29,6.16689
2023-11-30,6.35029
2023-12-01,5.15818
2023-12-02,2.6364
2023-12-03,2.9115
2023-12-04,5.84594
2023-12-05,5.47913
2023-12-06,5.82301
2023-12-07,6.00641
2023-12-08,5.45621
2023-12-09,2.47592
2023-12-10,2.453
2023-12-11,5.47913
2023-12-12,5.93764
2023-12-13,6.6254
2023-12-14,7.29023
2023-12-15,6.92342
2023-12-16,2.24667
2023-12-17,2.75103
2023-12-18,7.49656
2023-12-19,5.96056
2023-12-20,5.86886
2023-12-21,4.5392
2023-12-22,4.69967
2023-12-23,1.90279
2023-12-24,1.94864
2023-12-25,2.49885
2023-12-26,6.39614
2023-12-27,5.91471
2023-12-28,5.86886
2023-12-29,3.85144
2023-12-30,2.61348
2023-12-31,2.5447
2024-01-01,3.37001
2024-01-02,6.64832
2024-01-03,6.00641
2024-01-04,5.13525
2024-01-05,5.34158
2024-01-06,2.40715
2024-01-07,2.70518
2024-01-08,4.17239
2024-01-09,4.65382
2024-01-10,5.1811
2024-01-11,6.12104
2024-01-12,4.49335
2024-01-13,2.20082
2024-01-14,2.49885
2024-01-15,5.91471
2024-01-16,4.79138
2024-01-17,6.67125
2024-01-18,5.38743
2024-01-19,6.67125
2024-01-20,2.84273
2024-01-21,2.47592
2024-01-22,16.85006
2024-01-23,11.46263
2024-01-24,8.895
2024-01-25,11.14167
2024-01-26,9.97248
2024-01-27,3.55341
2024-01-28,3.18661
2024-01-29,7.90921
2024-01-30,7.03805
2024-01-31,5.13525
2024-02-01,5.68546
2024-02-02,5.75424
2024-02-03,2.7281
2024-02-04,2.40715
2024-02-05,4.79138
2024-02-06,5.86886
2024-02-07,7.38193
2024-02-08,5.24988
2024-02-09,3.23246
2024-02-10,2.10912
2024-02-11,1.62769
2024-02-12,2.5447
2024-02-13,6.46492
2024-02-14,5.02063
2024-02-15,7.45071
2024-02-16,8.13846
2024-02-17,3.11783
2024-02-18,2.9115
2024-02-19,6.39614
2024-02-20,6.09812
2024-02-21,5.70839
2024-02-22,6.28152
2024-02-23,6.48784
2024-02-24,2.79688
2024-02-25,2.61348
2024-02-26,4.65382
2024-02-27,6.18982
2024-02-28,5.02063
2024-02-29,4.83723
2024-03-01,2.88858
2024-03-02,3.34708
2024-03-03,2.9115
2024-03-04,6.78587
2024-03-05,7.22145
2024-03-06,5.93764
2024-03-07,6.44199
2024-03-08,6.51077
2024-03-09,2.86565
2024-03-10,3.18661
2024-03-11,5.06648
2024-03-12,10.40806
2024-03-13,8.48234
2024-03-14,6.6254
2024-03-15,4.69967
2024-03-16,2.56762
2024-03-17,2.40715
2024-03-18,5.75424
2024-03-19,6.92342
2024-03-20,5.47913
