date,ELB
2023-05-30,13.5287
2023-05-31,12.84624
2023-06-01,13.89
2023-06-02,11.76234
2023-06-03,4.17503
2023-06-04,4.57647
2023-06-05,10.43757
2023-06-06,5.49979
2023-06-07,14.21116
2023-06-08,15.45564
2023-06-09,16.37896
2023-06-10,6.70413
2023-06-11,4.73705
2023-06-12,12.8061
2023-06-13,14.53231
2023-06-14,14.65274
2023-06-15,13.72942
2023-06-16,10.67844
2023-06-17,4.05459
2023-06-18,3.69329
2023-06-19,12.32436
2023-06-20,12.88639
2023-06-21,11.88277
2023-06-22,12.52509
2023-06-23,9.27338
2023-06-24,4.01445
2023-06-25,3.01083
2023-06-26,9.39381
2023-06-27,10.51786
2023-06-28,11.28061
2023-06-29,12.28422
2023-06-30,12.0835
2023-07-01,4.25531
2023-07-02,3.45242
2023-07-03,10.11641
2023-07-04,11.64191
2023-07-05,12.00321
2023-07-06,12.56523
2023-07-07,11.76234
2023-07-08,4.49618
2023-07-09,3.65315
2023-07-10,12.28422
2023-07-11,12.72581
2023-07-12,12.60537
2023-07-13,12.24407
2023-07-14,11.28061
2023-07-15,3.89401
2023-07-16,3.05098
2023-07-17,11.48133
2023-07-18,12.16378
2023-07-19,10.23685
2023-07-20,10.11641
2023-07-21,9.19309
2023-07-22,4.01445
2023-07-23,3.81372
2023-07-24,12.00321
2023-07-25,10.79887
2023-07-26,11.24046
2023-07-27,10.95945
2023-07-28,10.67844
2023-07-29,3.9743
2023-07-30,3.01083
2023-07-31,10.83902
2023-08-01,9.59454
2023-08-02,11.36089
2023-08-03,13.00682
2023-08-04,10.23685
2023-08-05,4.37575
2023-08-06,3.41228
2023-08-07,12.76595
2023-08-08,12.88639
2023-08-09,11.32075
2023-08-10,10.79887
2023-08-11,9.07266
2023-08-12,3.73344
2023-08-13,2.85026
2023-08-14,6.54355
2023-08-15,3.77358
2023-08-16,9.1128
2023-08-17,8.87193
2023-08-18,8.3902
2023-08-19,4.29546
2023-08-20,2.68968
2023-08-21,9.71497
2023-08-22,9.43396
2023-08-23,11.03974
2023-08-24,10.47771
2023-08-25,11.32075
2023-08-26,2.81011
2023-08-27,3.01083
2023-08-28,9.63468
2023-08-29,10.83902
2023-08-30,10.99959
2023-08-31,10.83902
2023-09-01,9.1128
2023-09-02,3.33199
2023-09-03,3.05098
2023-09-04,8.87193
2023-09-05,10.51786
2023-09-06,10.07627
2023-09-07,11.24046
2023-09-08,9.19309
2023-09-09,3.09112
2023-09-10,3.89401
2023-09-11,10.63829
2023-09-12,13.80971
2023-09-13,11.92292
2023-09-14,11.56162
2023-09-15,9.67482
2023-09-16,3.29185
2023-09-17,3.29185
2023-09-18,11.24046
2023-09-19,13.76957
2023-09-20,14.45202
2023-09-21,11.52147
2023-09-22,9.79526
2023-09-23,3.29185
2023-09-24,2.97069
2023-09-25,11.24046
2023-09-26,9.39381
2023-09-27,7.74789
2023-09-28,2.72982
2023-09-29,2.20794
2023-09-30,2.5291
2023-10-01,2.44881
2023-10-02,2.12765
2023-10-03,2.60939
2023-10-04,10.67844
2023-10-05,12.96668
2023-10-06,9.51425
2023-10-07,3.45242
2023-10-08,2.40867
2023-10-09,4.41589
2023-10-10,11.60176
2023-10-11,12.16378
2023-10-12,11.80248
2023-10-13,10.63829
2023-10-14,4.09474
2023-10-15,3.93416
2023-10-16,14.57246
2023-10-17,12.8061
2023-10-18,12.16378
2023-10-19,11.28061
2023-10-20,11.07988
2023-10-21,3.9743
2023-10-22,2.64953
2023-10-23,12.0835
2023-10-24,15.13448
2023-10-25,15.53592
2023-10-26,12.92653
2023-10-27,11.72219
2023-10-28,4.05459
2023-10-29,4.81734
2023-10-30,15.09433
2023-10-31,13.84985
2023-11-01,19.14893
2023-11-02,17.42272
2023-11-03,15.49578
2023-11-04,5.37936
2023-11-05,4.61661
2023-11-06,18.70734
2023-11-07,16.94098
2023-11-08,17.9446
2023-11-09,16.74026
2023-11-10,12.32436
2023-11-11,4.09474
2023-11-12,3.53271
2023-11-13,12.56523
2023-11-14,13.97029
2023-11-15,12.40465
2023-11-16,11.40104
2023-11-17,11.07988
2023-11-18,3.29185
2023-11-19,3.29185
2023-11-20,19.47009
2023-11-21,24.12685
2023-11-22,22.68165
2023-11-23,20.43356
2023-11-24,18.10517
2023-11-25,7.62745
2023-11-26,9.31352
2023-11-27,26.81653
2023-11-28,21.87876
2023-11-29,24.64873
2023-11-30,20.23283
2023-12-01,15.81694
2023-12-02,6.5837
2023-12-03,5.62023
2023-12-04,18.3059
2023-12-05,18.18546
2023-12-06,21.71818
2023-12-07,18.90806
2023-12-08,15.57607
2023-12-09,6.18225
2023-12-10,6.02167
2023-12-11,16.0578
2023-12-12,18.86792
2023-12-13,15.49578
2023-12-14,15.13448
2023-12-15,13.36812
2023-12-16,6.06182
2023-12-17,6.06182
2023-12-18,15.97751
2023-12-19,16.09795
2023-12-20,16.74026
2023-12-21,15.53592
2023-12-22,13.76957
2023-12-23,10.23685
2023-12-24,7.90847
2023-12-25,8.91208
2023-12-26,17.86431
2023-12-27,19.91168
2023-12-28,17.82416
2023-12-29,16.0578
2023-12-30,5.58008
2023-12-31,4.81734
2024-01-01,4.3356
2024-01-02,13.56884
2024-01-03,14.13087
2024-01-04,14.37173
2024-01-05,13.28783
2024-01-06,5.37936
2024-01-07,5.98153
2024-01-08,14.01043
2024-01-09,15.05419
2024-01-10,16.86069
2024-01-11,16.90084
2024-01-12,14.09072
2024-01-13,5.45965
2024-01-14,5.41951
2024-01-15,13.36812
2024-01-16,15.29506
2024-01-17,14.69289
2024-01-18,14.2513
2024-01-19,12.92653
2024-01-20,4.73705
2024-01-21,6.06182
2024-01-22,13.76957
2024-01-23,12.56523
2024-01-24,13.93014
2024-01-25,13.84985
2024-01-26,11.64191
2024-01-27,4.49618
2024-01-28,5.70052
2024-01-29,15.97751
2024-01-30,16.70012
2024-01-31,17.90445
2024-02-01,14.17101
2024-02-02,13.93014
2024-02-03,5.74066
2024-02-04,4.97792
2024-02-05,14.21116
2024-02-06,15.61621
2024-02-07,14.2513
2024-02-08,12.8061
2024-02-09,3.613
2024-02-10,2.93054
2024-02-11,3.29185
2024-02-12,4.81734
2024-02-13,14.13087
2024-02-14,15.77679
2024-02-15,13.68928
2024-02-16,13.24769
2024-02-17,5.01806
2024-02-18,5.0582
2024-02-19,15.3352
2024-02-20,16.33881
2024-02-21,21.11601
2024-02-22,33.40024
2024-02-23,18.82778
2024-02-24,5.17864
2024-02-25,5.29907
2024-02-26,15.61621
2024-02-27,15.93737
2024-02-28,16.09795
2024-02-29,20.79486
2024-03-01,6.26254
2024-03-02,3.65315
2024-03-03,4.29546
2024-03-04,17.22199
2024-03-05,15.77679
2024-03-06,18.22561
2024-03-07,16.4191
2024-03-08,14.17101
2024-03-09,5.09835
2024-03-10,4.25531
2024-03-11,14.21116
2024-03-12,15.57607
2024-03-13,13.04696
2024-03-14,12.60537
2024-03-15,12.00321
2024-03-16,4.6969
2024-03-17,4.49618
2024-03-18,14.49217
2024-03-19,13.40826
2024-03-20,14.73303
