date,다이렉트자동차보험
2023-05-29,31.46306
2023-05-30,65.05681
2023-05-31,58.85416
2023-06-01,53.55113
2023-06-02,48.76893
2023-06-03,25.89962
2023-06-04,25.80492
2023-06-05,52.48579
2023-06-06,32.17329
2023-06-07,54.09564
2023-06-08,57.12594
2023-06-09,48.53219
2023-06-10,24.7159
2023-06-11,26.3731
2023-06-12,56.29734
2023-06-13,58.07291
2023-06-14,54.4981
2023-06-15,53.64583
2023-06-16,43.6553
2023-06-17,24.00568
2023-06-18,25.7339
2023-06-19,60.7481
2023-06-20,53.07765
2023-06-21,55.70549
2023-06-22,55.20833
2023-06-23,46.49621
2023-06-24,24.36079
2023-06-25,28.31439
2023-06-26,60.1089
2023-06-27,58.23863
2023-06-28,48.81628
2023-06-29,52.48579
2023-06-30,48.03503
2023-07-01,27.32007
2023-07-02,29.5928
2023-07-03,59.87215
2023-07-04,55.3267
2023-07-05,54.21401
2023-07-06,55.13731
2023-07-07,44.12878
2023-07-08,23.31912
2023-07-09,25.71022
2023-07-10,63.51799
2023-07-11,59.63541
2023-07-12,61.41098
2023-07-13,50.02367
2023-07-14,48.57954
2023-07-15,25.66287
2023-07-16,25.56818
2023-07-17,57.7178
2023-07-18,57.6231
2023-07-19,54.47443
2023-07-20,50.52083
2023-07-21,47.13541
2023-07-22,21.42518
2023-07-23,27.91193
2023-07-24,57.29166
2023-07-25,52.53314
2023-07-26,54.33238
2023-07-27,47.56155
2023-07-28,40.48295
2023-07-29,25.04734
2023-07-30,24.05303
2023-07-31,55.25568
2023-08-01,47.89299
2023-08-02,47.34848
2023-08-03,51.08901
2023-08-04,40.81439
2023-08-05,25.44981
2023-08-06,22.96401
2023-08-07,51.58617
2023-08-08,47.23011
2023-08-09,39.98579
2023-08-10,42.8267
2023-08-11,40.22253
2023-08-12,20.35984
2023-08-13,21.96969
2023-08-14,47.20643
2023-08-15,26.5625
2023-08-16,53.38541
2023-08-17,51.49147
2023-08-18,45.73863
2023-08-19,26.60984
2023-08-20,25.0
2023-08-21,57.90719
2023-08-22,56.29734
2023-08-23,42.66098
2023-08-24,44.86268
2023-08-25,44.83901
2023-08-26,25.07102
2023-08-27,22.4195
2023-08-28,56.39204
2023-08-29,52.81723
2023-08-30,49.26609
2023-08-31,55.27935
2023-09-01,42.37689
2023-09-02,22.30113
2023-09-03,25.16571
2023-09-04,57.69412
2023-09-05,52.98295
2023-09-06,46.44886
2023-09-07,49.12405
2023-09-08,43.82102
2023-09-09,22.04071
2023-09-10,23.95833
2023-09-11,52.69886
2023-09-12,49.1714
2023-09-13,46.875
2023-09-14,42.28219
2023-09-15,41.76136
2023-09-16,22.27746
2023-09-17,21.11742
2023-09-18,46.80397
2023-09-19,48.95833
2023-09-20,48.67424
2023-09-21,41.59564
2023-09-22,40.3409
2023-09-23,20.97537
2023-09-24,21.875
2023-09-25,53.90625
2023-09-26,56.53409
2023-09-27,41.09848
2023-09-28,19.50757
2023-09-29,16.09848
2023-09-30,19.57859
2023-10-01,21.56723
2023-10-02,23.27178
2023-10-03,26.32575
2023-10-04,66.09848
2023-10-05,61.41098
2023-10-06,54.26136
2023-10-07,25.61553
2023-10-08,26.39678
2023-10-09,34.77746
2023-10-10,72.49053
2023-10-11,67.37689
2023-10-12,55.87121
2023-10-13,50.35511
2023-10-14,23.91098
2023-10-15,31.8892
2023-10-16,63.37594
2023-10-17,57.67045
2023-10-18,52.22537
2023-10-19,55.3267
2023-10-20,48.4375
2023-10-21,21.37784
2023-10-22,21.42518
2023-10-23,54.66382
2023-10-24,54.61647
2023-10-25,53.19602
2023-10-26,44.53125
2023-10-27,39.27556
2023-10-28,19.17613
2023-10-29,22.94034
2023-10-30,55.80018
2023-10-31,52.15435
2023-11-01,53.50378
2023-11-02,52.22537
2023-11-03,45.69128
2023-11-04,23.12973
2023-11-05,25.30776
2023-11-06,55.16098
2023-11-07,52.36742
2023-11-08,52.76988
2023-11-09,54.30871
2023-11-10,50.5445
2023-11-11,23.22443
2023-11-12,26.89393
2023-11-13,56.48674
2023-11-14,51.72821
2023-11-15,50.6392
2023-11-16,50.6392
2023-11-17,44.43655
2023-11-18,24.1714
2023-11-19,26.72821
2023-11-20,61.74242
2023-11-21,55.84753
2023-11-22,50.02367
2023-11-23,45.43087
2023-11-24,44.93371
2023-11-25,23.53219
2023-11-26,25.07102
2023-11-27,55.87121
2023-11-28,54.92424
2023-11-29,52.22537
2023-11-30,52.58049
2023-12-01,45.00473
2023-12-02,25.21306
2023-12-03,27.9356
2023-12-04,61.97916
2023-12-05,55.87121
2023-12-06,55.51609
2023-12-07,51.58617
2023-12-08,46.49621
2023-12-09,27.91193
2023-12-10,28.43276
2023-12-11,62.90246
2023-12-12,57.95454
2023-12-13,52.34375
2023-12-14,55.84753
2023-12-15,47.18276
2023-12-16,24.14772
2023-12-17,32.03125
2023-12-18,64.77272
2023-12-19,53.57481
2023-12-20,55.13731
2023-12-21,48.36647
2023-12-22,43.67897
2023-12-23,23.17708
2023-12-24,21.82765
2023-12-25,29.5928
2023-12-26,59.35132
2023-12-27,50.82859
2023-12-28,50.59185
2023-12-29,46.92234
2023-12-30,23.60321
2023-12-31,23.57954
2024-01-01,33.73579
2024-01-02,65.26988
2024-01-03,68.63162
2024-01-04,65.5303
2024-01-05,57.6231
2024-01-06,29.4981
2024-01-07,34.11458
2024-01-08,69.50757
2024-01-09,64.58333
2024-01-10,61.31628
2024-01-11,55.25568
2024-01-12,48.88731
2024-01-13,32.24431
2024-01-14,29.97159
2024-01-15,65.86174
2024-01-16,61.17424
2024-01-17,58.02556
2024-01-18,54.64015
2024-01-19,64.86742
2024-01-20,32.69412
2024-01-21,37.12121
2024-01-22,77.88825
2024-01-23,86.76609
2024-01-24,92.30587
2024-01-25,83.30965
2024-01-26,69.2945
2024-01-27,29.6875
2024-01-28,35.58238
2024-01-29,74.0767
2024-01-30,66.52462
2024-01-31,62.02651
2024-02-01,59.80113
2024-02-02,56.0606
2024-02-03,32.57575
2024-02-04,36.64772
2024-02-05,70.17045
2024-02-06,63.82575
2024-02-07,59.23295
2024-02-08,50.7339
2024-02-09,32.00757
2024-02-10,28.43276
2024-02-11,26.94128
2024-02-12,42.35321
2024-02-13,80.37405
2024-02-14,74.00568
2024-02-15,71.61458
2024-02-16,63.82575
2024-02-17,36.29261
2024-02-18,36.93181
2024-02-19,75.18939
2024-02-20,67.70833
2024-02-21,66.07481
2024-02-22,64.65435
2024-02-23,58.357
2024-02-24,36.15056
2024-02-25,37.97348
2024-02-26,67.23484
2024-02-27,61.19791
2024-02-28,63.42329
2024-02-29,59.20928
2024-03-01,41.64299
2024-03-02,31.41571
2024-03-03,40.05681
2024-03-04,88.49431
2024-03-05,79.78219
2024-03-06,77.34375
2024-03-07,72.25378
2024-03-08,64.34659
2024-03-09,38.63636
2024-03-10,37.85511
2024-03-11,77.2964
2024-03-12,81.36837
2024-03-13,76.42045
2024-03-14,72.98768
2024-03-15,65.76704
2024-03-16,34.61174
2024-03-17,37.73674
2024-03-18,81.51041
2024-03-19,75.6392
2024-03-20,71.63825
