date,VIX지수
2023-05-30,9.23566
2023-05-31,9.30322
2023-06-01,10.47095
2023-06-02,11.87029
2023-06-03,6.15711
2023-06-04,2.56707
2023-06-05,8.96545
2023-06-06,10.50955
2023-06-07,14.08029
2023-06-08,11.9475
2023-06-09,12.92221
2023-06-10,5.24995
2023-06-11,3.1075
2023-06-12,9.86296
2023-06-13,13.5688
2023-06-14,10.68326
2023-06-15,12.51688
2023-06-16,10.78942
2023-06-17,6.07025
2023-06-18,3.00135
2023-06-19,6.24396
2023-06-20,8.10654
2023-06-21,9.94016
2023-06-22,11.62902
2023-06-23,10.93418
2023-06-24,5.37541
2023-06-25,2.52846
2023-06-26,7.84597
2023-06-27,9.65064
2023-06-28,8.9944
2023-06-29,9.27427
2023-06-30,8.12584
2023-07-01,4.22698
2023-07-02,2.48986
2023-07-03,6.08955
2023-07-04,6.54313
2023-07-05,7.38274
2023-07-06,10.98243
2023-07-07,12.03435
2023-07-08,4.79637
2023-07-09,2.68287
2023-07-10,7.55645
2023-07-11,8.38641
2023-07-12,8.89789
2023-07-13,9.35147
2023-07-14,8.70488
2023-07-15,4.21733
2023-07-16,2.12314
2023-07-17,7.4889
2023-07-18,9.25497
2023-07-19,9.12951
2023-07-20,8.73383
2023-07-21,8.62767
2023-07-22,3.7348
2023-07-23,1.76606
2023-07-24,6.63964
2023-07-25,8.53117
2023-07-26,8.55047
2023-07-27,9.59274
2023-07-28,8.9944
2023-07-29,3.8313
2023-07-30,1.83362
2023-07-31,6.14746
2023-08-01,8.07759
2023-08-02,15.04535
2023-08-03,15.64369
2023-08-04,10.77977
2023-08-05,6.01235
2023-08-06,2.48986
2023-08-07,8.82069
2023-08-08,11.86064
2023-08-09,11.89924
2023-08-10,11.09824
2023-08-11,8.92684
2023-08-12,4.64196
2023-08-13,2.27755
2023-08-14,7.00636
2023-08-15,7.71086
2023-08-16,12.10191
2023-08-17,12.14051
2023-08-18,15.19011
2023-08-19,5.73248
2023-08-20,2.78903
2023-08-21,8.03898
2023-08-22,10.75082
2023-08-23,9.95946
2023-08-24,9.58309
2023-08-25,10.09457
2023-08-26,5.10519
2023-08-27,2.09419
2023-08-28,7.27658
2023-08-29,8.52152
2023-08-30,8.74348
2023-08-31,8.33815
2023-09-01,8.58907
2023-09-02,4.17872
2023-09-03,1.99768
2023-09-04,5.48156
2023-09-05,7.97143
2023-09-06,8.69523
2023-09-07,9.66029
2023-09-08,8.77243
2023-09-09,4.04362
2023-09-10,1.69851
2023-09-11,6.31152
2023-09-12,8.07759
2023-09-13,8.68558
2023-09-14,8.06794
2023-09-15,8.15479
2023-09-16,4.72881
2023-09-17,1.83362
2023-09-18,6.91951
2023-09-19,8.83999
2023-09-20,8.11619
2023-09-21,11.71588
2023-09-22,12.86431
2023-09-23,4.64196
2023-09-24,1.93977
2023-09-25,8.35745
2023-09-26,10.98243
2023-09-27,11.9668
2023-09-28,8.03898
2023-09-29,7.68191
2023-09-30,4.64196
2023-10-01,1.89152
2023-10-02,5.13414
2023-10-03,9.78575
2023-10-04,19.475
2023-10-05,13.84867
2023-10-06,12.53618
2023-10-07,6.12816
2023-10-08,4.22698
2023-10-09,12.7099
2023-10-10,14.50492
2023-10-11,11.92819
2023-10-12,12.11156
2023-10-13,11.80274
2023-10-14,8.63732
2023-10-15,3.23296
2023-10-16,11.57112
2023-10-17,19.91893
2023-10-18,15.59544
2023-10-19,17.83439
2023-10-20,20.33391
2023-10-21,9.34182
2023-10-22,3.8506
2023-10-23,13.99343
2023-10-24,15.84636
2023-10-25,14.84269
2023-10-26,21.42443
2023-10-27,15.46033
2023-10-28,6.48523
2023-10-29,3.64794
2023-10-30,10.54815
2023-10-31,14.2154
2023-11-01,13.88728
2023-11-02,12.8257
2023-11-03,13.30824
2023-11-04,6.79405
2023-11-05,3.1075
2023-11-06,10.07527
2023-11-07,12.15016
2023-11-08,10.88592
2023-11-09,10.67361
2023-11-10,10.00772
2023-11-11,5.03763
2023-11-12,2.22929
2023-11-13,7.73981
2023-11-14,10.02702
2023-11-15,10.80872
2023-11-16,9.84365
2023-11-17,9.12951
2023-11-18,4.03397
2023-11-19,1.87222
2023-11-20,6.92916
2023-11-21,9.25497
2023-11-22,10.47095
2023-11-23,8.35745
2023-11-24,6.57209
2023-11-25,4.5358
2023-11-26,2.3258
2023-11-27,8.232
2023-11-28,9.11986
2023-11-29,8.94614
2023-11-30,9.02335
2023-12-01,8.01968
2023-12-02,4.41034
2023-12-03,2.23895
2023-12-04,6.25361
2023-12-05,8.76278
2023-12-06,8.3092
2023-12-07,8.49256
2023-12-08,7.67226
2023-12-09,4.63231
2023-12-10,2.37405
2023-12-11,6.12816
2023-12-12,9.15846
2023-12-13,9.54448
2023-12-14,10.49025
2023-12-15,8.46361
2023-12-16,5.02798
2023-12-17,2.2486
2023-12-18,6.40802
2023-12-19,9.04265
2023-12-20,9.39007
2023-12-21,11.46496
2023-12-22,8.92684
2023-12-23,4.64196
2023-12-24,1.59235
2023-12-25,2.01698
2023-12-26,5.84829
2023-12-27,8.00038
2023-12-28,8.00038
2023-12-29,5.45261
2023-12-30,4.04362
2023-12-31,1.31248
2024-01-01,1.81432
2024-01-02,8.98475
2024-01-03,11.48426
2024-01-04,10.60606
2024-01-05,8.92684
2024-01-06,5.20169
2024-01-07,1.91082
2024-01-08,5.3561
2024-01-09,8.04863
2024-01-10,8.13549
2024-01-11,8.65662
2024-01-12,7.82667
2024-01-13,3.63829
2024-01-14,1.78536
2024-01-15,5.2403
2024-01-16,8.43466
2024-01-17,10.72186
2024-01-18,11.38776
2024-01-19,8.2127
2024-01-20,4.34279
2024-01-21,2.29685
2024-01-22,6.58174
2024-01-23,8.44431
2024-01-24,8.68558
2024-01-25,8.86894
2024-01-26,8.04863
2024-01-27,4.14977
2024-01-28,1.79502
2024-01-29,5.78073
2024-01-30,7.24763
2024-01-31,8.2706
2024-02-01,8.14514
2024-02-02,6.99671
2024-02-03,3.7927
2024-02-04,1.46689
2024-02-05,5.38506
2024-02-06,7.12217
2024-02-07,6.68789
2024-02-08,6.15711
2024-02-09,4.71916
2024-02-10,3.33912
2024-02-11,1.39934
2024-02-12,4.38139
2024-02-13,8.54082
2024-02-14,11.00173
2024-02-15,8.68558
2024-02-16,7.24763
2024-02-17,3.812
2024-02-18,1.91082
2024-02-19,4.82532
2024-02-20,6.92916
2024-02-21,7.82667
2024-02-22,9.58309
2024-02-23,9.26462
2024-02-24,4.86392
2024-02-25,2.50916
2024-02-26,6.13781
2024-02-27,7.76877
2024-02-28,7.24763
2024-02-29,7.06427
2024-03-01,5.11484
2024-03-02,3.812
2024-03-03,2.35475
2024-03-04,5.49121
2024-03-05,7.70121
2024-03-06,8.16444
2024-03-07,7.49855
2024-03-08,6.87126
2024-03-09,3.8506
2024-03-10,2.09419
2024-03-11,6.60104
2024-03-12,8.67593
2024-03-13,7.40204
2024-03-14,8.83999
2024-03-15,7.38274
2024-03-16,3.90851
2024-03-17,1.81432
2024-03-18,5.46226
2024-03-19,7.02567
2024-03-20,7.23798
