date,코카콜라주식
2023-06-03,1.19619
2023-06-04,0.77714
2023-06-05,1.28
2023-06-06,1.31809
2023-06-07,2.05714
2023-06-08,1.90476
2023-06-09,1.98095
2023-06-10,1.07428
2023-06-11,1.03619
2023-06-12,1.4019
2023-06-13,2.06476
2023-06-14,2.08
2023-06-15,1.98857
2023-06-16,1.95047
2023-06-17,1.2038
2023-06-18,0.70095
2023-06-19,0.9219
2023-06-20,1.49333
2023-06-21,1.61523
2023-06-22,1.51619
2023-06-23,1.70666
2023-06-24,0.99047
2023-06-25,0.7619
2023-06-26,1.35619
2023-06-27,1.55428
2023-06-28,1.63809
2023-06-29,1.8438
2023-06-30,1.97333
2023-07-01,1.19619
2023-07-02,0.62476
2023-07-03,1.34095
2023-07-04,1.63047
2023-07-05,1.50857
2023-07-06,1.35619
2023-07-07,1.21904
2023-07-08,1.02857
2023-07-09,0.76952
2023-07-10,1.32571
2023-07-11,1.88952
2023-07-12,1.5619
2023-07-13,2.06476
2023-07-14,1.80571
2023-07-15,1.06666
2023-07-16,0.74666
2023-07-17,1.21904
2023-07-18,1.59238
2023-07-19,1.44
2023-07-20,1.2419
2023-07-21,1.40952
2023-07-22,0.78476
2023-07-23,0.89904
2023-07-24,1.03619
2023-07-25,1.32571
2023-07-26,1.53142
2023-07-27,1.46285
2023-07-28,1.22666
2023-07-29,0.81523
2023-07-30,0.68571
2023-07-31,1.08952
2023-08-01,1.26476
2023-08-02,1.39428
2023-08-03,1.39428
2023-08-04,1.21142
2023-08-05,0.84571
2023-08-06,0.58666
2023-08-07,0.97523
2023-08-08,1.49333
2023-08-09,1.25714
2023-08-10,1.05904
2023-08-11,1.0819
2023-08-12,0.82285
2023-08-13,0.76952
2023-08-14,1.02857
2023-08-15,1.15809
2023-08-16,1.26476
2023-08-17,1.34095
2023-08-18,1.28761
2023-08-19,0.93714
2023-08-20,0.8
2023-08-21,1.07428
2023-08-22,2.0038
2023-08-23,1.30285
2023-08-24,1.33333
2023-08-25,1.2038
2023-08-26,0.78476
2023-08-27,0.61714
2023-08-28,1.06666
2023-08-29,0.99809
2023-08-30,1.31809
2023-08-31,1.12
2023-09-01,1.21904
2023-09-02,1.06666
2023-09-03,0.62476
2023-09-04,1.09714
2023-09-05,1.42476
2023-09-06,1.61523
2023-09-07,1.5238
2023-09-08,1.3638
2023-09-09,0.83809
2023-09-10,0.58666
2023-09-11,1.18095
2023-09-12,1.44761
2023-09-13,1.30285
2023-09-14,1.28
2023-09-15,1.16571
2023-09-16,0.89142
2023-09-17,0.64761
2023-09-18,1.21142
2023-09-19,1.2038
2023-09-20,0.99047
2023-09-21,1.12
2023-09-22,1.13523
2023-09-23,0.71619
2023-09-24,0.76952
2023-09-25,1.2419
2023-09-26,1.42476
2023-09-27,1.15047
2023-09-28,1.02095
2023-09-29,1.02857
2023-09-30,0.82285
2023-10-01,0.61714
2023-10-02,0.81523
2023-10-03,1.24952
2023-10-04,1.71428
2023-10-05,1.67619
2023-10-06,4.98285
2023-10-07,1.67619
2023-10-08,0.86095
2023-10-09,1.29523
2023-10-10,2.11047
2023-10-11,2.02666
2023-10-12,1.85904
2023-10-13,1.87428
2023-10-14,0.99809
2023-10-15,0.89142
2023-10-16,1.14285
2023-10-17,1.42476
2023-10-18,1.29523
2023-10-19,1.13523
2023-10-20,1.02095
2023-10-21,0.98285
2023-10-22,0.66285
2023-10-23,1.10476
2023-10-24,1.35619
2023-10-25,1.43238
2023-10-26,1.07428
2023-10-27,1.23428
2023-10-28,0.80761
2023-10-29,0.50285
2023-10-30,0.82285
2023-10-31,1.21904
2023-11-01,0.87619
2023-11-02,1.15047
2023-11-03,1.24952
2023-11-04,0.96761
2023-11-05,0.59428
2023-11-06,1.18095
2023-11-07,1.11238
2023-11-08,1.17333
2023-11-09,0.95999
2023-11-10,1.00571
2023-11-11,0.60952
2023-11-12,0.65523
2023-11-13,0.67809
2023-11-14,0.92952
2023-11-15,1.28761
2023-11-16,1.21904
2023-11-17,0.93714
2023-11-18,0.66285
2023-11-19,0.61714
2023-11-20,1.0819
2023-11-21,1.15047
2023-11-22,1.19619
2023-11-23,0.92952
2023-11-24,0.80761
2023-11-25,0.66285
2023-11-26,0.55619
2023-11-27,0.7619
2023-11-28,1.05904
2023-11-29,0.89904
2023-11-30,1.01333
2023-12-01,0.74666
2023-12-02,0.58666
2023-12-03,0.62476
2023-12-04,0.98285
2023-12-05,1.05142
2023-12-06,1.06666
2023-12-07,1.02095
2023-12-08,0.92952
2023-12-09,0.74666
2023-12-10,0.79238
2023-12-11,1.18095
2023-12-12,1.22666
2023-12-13,1.27238
2023-12-14,1.55428
2023-12-15,1.37904
2023-12-16,1.0438
2023-12-17,0.77714
2023-12-18,1.48571
2023-12-19,1.54666
2023-12-20,1.5619
2023-12-21,1.69904
2023-12-22,1.28761
2023-12-23,0.99047
2023-12-24,0.80761
2023-12-25,0.94476
2023-12-26,1.48571
2023-12-27,1.80571
2023-12-28,1.75238
2023-12-29,1.17333
2023-12-30,0.84571
2023-12-31,0.83809
2024-01-01,0.85333
2024-01-02,1.33333
2024-01-03,1.66857
2024-01-04,1.47047
2024-01-05,1.38666
2024-01-06,1.12
2024-01-07,0.82285
2024-01-08,1.00571
2024-01-09,1.39428
2024-01-10,1.42476
2024-01-11,1.59238
2024-01-12,1.18095
2024-01-13,1.02095
2024-01-14,0.7619
2024-01-15,0.8838
2024-01-16,0.85333
2024-01-17,1.12
2024-01-18,0.98285
2024-01-19,1.16571
2024-01-20,0.83047
2024-01-21,0.64761
2024-01-22,0.89904
2024-01-23,0.99809
2024-01-24,0.90666
2024-01-25,1.34857
2024-01-26,1.26476
2024-01-27,0.68571
2024-01-28,0.7238
2024-01-29,1.02095
2024-01-30,1.21142
2024-01-31,0.93714
2024-02-01,1.15047
2024-02-02,1.19619
2024-02-03,1.02857
2024-02-04,0.84571
2024-02-05,1.02857
2024-02-06,1.27238
2024-02-07,1.06666
2024-02-08,0.91428
2024-02-09,0.99047
2024-02-10,1.11238
2024-02-11,0.96761
2024-02-12,0.99809
2024-02-13,1.79047
2024-02-14,1.37142
2024-02-15,1.40952
2024-02-16,1.33333
2024-02-17,0.79238
2024-02-18,0.68571
2024-02-19,0.8
2024-02-20,1.47047
2024-02-21,2.06476
2024-02-22,1.32571
2024-02-23,1.24952
2024-02-24,0.86857
2024-02-25,0.75428
2024-02-26,1.55428
2024-02-27,1.49333
2024-02-28,1.43238
2024-02-29,1.46285
2024-03-01,1.02857
2024-03-02,1.02095
2024-03-03,0.83809
2024-03-04,1.31809
2024-03-05,1.44761
2024-03-06,1.49333
2024-03-07,1.41714
2024-03-08,1.6838
2024-03-09,0.92952
2024-03-10,0.89904
2024-03-11,1.49333
2024-03-12,1.48571
2024-03-13,1.44761
2024-03-14,1.4019
2024-03-15,1.10476
2024-03-16,0.74666
2024-03-17,0.57904
2024-03-18,1.31809
2024-03-19,1.44761
2024-03-20,1.26476
