date,건강보험료납부
2023-05-30,28.79858
2023-05-31,37.6325
2023-06-01,32.50883
2023-06-02,24.82332
2023-06-03,13.60424
2023-06-04,11.83745
2023-06-05,31.27208
2023-06-06,13.78091
2023-06-07,28.44522
2023-06-08,27.38515
2023-06-09,30.74204
2023-06-10,21.6431
2023-06-11,13.86925
2023-06-12,48.05653
2023-06-13,27.65017
2023-06-14,19.16961
2023-06-15,22.79151
2023-06-16,14.48763
2023-06-17,7.77385
2023-06-18,7.59717
2023-06-19,19.08127
2023-06-20,17.49116
2023-06-21,17.5795
2023-06-22,16.16607
2023-06-23,17.1378
2023-06-24,5.83038
2023-06-25,5.30035
2023-06-26,18.0212
2023-06-27,20.053
2023-06-28,26.1484
2023-06-29,25.79505
2023-06-30,31.18374
2023-07-01,16.78445
2023-07-02,12.72084
2023-07-03,31.27208
2023-07-04,28.88692
2023-07-05,27.82685
2023-07-06,27.20848
2023-07-07,19.43462
2023-07-08,10.51236
2023-07-09,13.25088
2023-07-10,61.83745
2023-07-11,29.15194
2023-07-12,22.34982
2023-07-13,18.46289
2023-07-14,17.04946
2023-07-15,7.06713
2023-07-16,7.59717
2023-07-17,19.25795
2023-07-18,15.01766
2023-07-19,16.60777
2023-07-20,17.1378
2023-07-21,13.95759
2023-07-22,6.80212
2023-07-23,7.33215
2023-07-24,19.25795
2023-07-25,17.49116
2023-07-26,14.57597
2023-07-27,15.98939
2023-07-28,18.99293
2023-07-29,10.42402
2023-07-30,9.54063
2023-07-31,37.98586
2023-08-01,33.30388
2023-08-02,29.5053
2023-08-03,26.50176
2023-08-04,23.14487
2023-08-05,10.68904
2023-08-06,11.21908
2023-08-07,28.44522
2023-08-08,26.85512
2023-08-09,28.53356
2023-08-10,55.47703
2023-08-11,29.68197
2023-08-12,11.0424
2023-08-13,8.65724
2023-08-14,21.81978
2023-08-15,12.98586
2023-08-16,21.46643
2023-08-17,16.78445
2023-08-18,17.84452
2023-08-19,7.15547
2023-08-20,7.59717
2023-08-21,19.08127
2023-08-22,13.60424
2023-08-23,17.5795
2023-08-24,22.43816
2023-08-25,17.93286
2023-08-26,8.21554
2023-08-27,6.71378
2023-08-28,17.31448
2023-08-29,24.64664
2023-08-30,30.38869
2023-08-31,38.16254
2023-09-01,31.18374
2023-09-02,13.60424
2023-09-03,13.33922
2023-09-04,27.65017
2023-09-05,24.20494
2023-09-06,26.06007
2023-09-07,25.70671
2023-09-08,25.88339
2023-09-09,12.72084
2023-09-10,20.49469
2023-09-11,43.63957
2023-09-12,26.1484
2023-09-13,18.72791
2023-09-14,18.0212
2023-09-15,13.95759
2023-09-16,7.77385
2023-09-17,9.27561
2023-09-18,16.16607
2023-09-19,14.39929
2023-09-20,19.16961
2023-09-21,15.37102
2023-09-22,13.86925
2023-09-23,6.36042
2023-09-24,6.97879
2023-09-25,14.84098
2023-09-26,17.5795
2023-09-27,20.14134
2023-09-28,10.33568
2023-09-29,6.5371
2023-09-30,9.09893
2023-10-01,8.30388
2023-10-02,8.92226
2023-10-03,12.6325
2023-10-04,39.92932
2023-10-05,33.30388
2023-10-06,28.97526
2023-10-07,15.28268
2023-10-08,11.48409
2023-10-09,22.34982
2023-10-10,64.31095
2023-10-11,36.0424
2023-10-12,25.17667
2023-10-13,22.0848
2023-10-14,8.48056
2023-10-15,9.98233
2023-10-16,23.23321
2023-10-17,17.49116
2023-10-18,18.90459
2023-10-19,17.49116
2023-10-20,14.48763
2023-10-21,6.80212
2023-10-22,6.62544
2023-10-23,14.92932
2023-10-24,18.28621
2023-10-25,20.75971
2023-10-26,16.78445
2023-10-27,12.80918
2023-10-28,7.68551
2023-10-29,6.62544
2023-10-30,22.0848
2023-10-31,32.50883
2023-11-01,36.13074
2023-11-02,29.24028
2023-11-03,21.81978
2023-11-04,11.21908
2023-11-05,12.19081
2023-11-06,25.0
2023-11-07,21.90812
2023-11-08,19.96466
2023-11-09,26.1484
2023-11-10,43.90459
2023-11-11,15.45936
2023-11-12,11.30742
2023-11-13,25.61837
2023-11-14,18.72791
2023-11-15,18.63957
2023-11-16,15.5477
2023-11-17,13.42756
2023-11-18,6.62544
2023-11-19,6.71378
2023-11-20,16.34275
2023-11-21,14.31095
2023-11-22,20.49469
2023-11-23,23.14487
2023-11-24,18.10954
2023-11-25,8.65724
2023-11-26,6.89045
2023-11-27,19.34628
2023-11-28,26.67844
2023-11-29,31.0954
2023-11-30,37.72084
2023-12-01,27.12014
2023-12-02,13.25088
2023-12-03,11.13074
2023-12-04,27.29681
2023-12-05,26.94346
2023-12-06,25.70671
2023-12-07,24.91166
2023-12-08,27.47349
2023-12-09,13.16254
2023-12-10,20.93639
2023-12-11,47.0848
2023-12-12,28.18021
2023-12-13,24.1166
2023-12-14,18.99293
2023-12-15,18.90459
2023-12-16,7.24381
2023-12-17,7.50883
2023-12-18,18.10954
2023-12-19,16.34275
2023-12-20,19.08127
2023-12-21,20.67137
2023-12-22,17.5795
2023-12-23,6.89045
2023-12-24,6.0954
2023-12-25,5.74204
2023-12-26,17.49116
2023-12-27,20.84805
2023-12-28,23.58657
2023-12-29,30.47703
2023-12-30,14.66431
2023-12-31,13.78091
2024-01-01,12.19081
2024-01-02,40.98939
2024-01-03,36.66077
2024-01-04,33.5689
2024-01-05,29.68197
2024-01-06,13.95759
2024-01-07,13.95759
2024-01-08,33.21554
2024-01-09,39.39929
2024-01-10,67.04946
2024-01-11,39.13427
2024-01-12,23.58657
2024-01-13,10.68904
2024-01-14,12.54416
2024-01-15,30.83038
2024-01-16,24.02826
2024-01-17,23.05653
2024-01-18,23.40989
2024-01-19,16.69611
2024-01-20,9.98233
2024-01-21,8.5689
2024-01-22,21.02473
2024-01-23,22.26148
2024-01-24,21.73144
2024-01-25,21.73144
2024-01-26,18.90459
2024-01-27,8.74558
2024-01-28,10.77738
2024-01-29,28.88692
2024-01-30,35.15901
2024-01-31,40.5477
2024-02-01,31.97879
2024-02-02,28.26855
2024-02-03,11.57243
2024-02-04,11.21908
2024-02-05,30.21201
2024-02-06,30.47703
2024-02-07,23.05653
2024-02-08,27.73851
2024-02-09,15.63604
2024-02-10,17.22614
2024-02-11,10.24734
2024-02-12,16.16607
2024-02-13,47.43816
2024-02-14,25.88339
2024-02-15,20.58303
2024-02-16,18.63957
2024-02-17,9.0106
2024-02-18,8.48056
2024-02-19,20.75971
2024-02-20,21.99646
2024-02-21,20.49469
2024-02-22,15.01766
2024-02-23,17.04946
2024-02-24,7.42049
2024-02-25,7.06713
2024-02-26,16.43109
2024-02-27,21.28975
2024-02-28,24.02826
2024-02-29,34.36395
2024-03-01,16.51943
2024-03-02,11.30742
2024-03-03,11.83745
2024-03-04,41.25441
2024-03-05,34.89399
2024-03-06,31.18374
2024-03-07,32.24381
2024-03-08,31.44876
2024-03-09,17.31448
2024-03-10,20.053
2024-03-11,51.1484
2024-03-12,31.97879
2024-03-13,24.29328
2024-03-14,25.0
2024-03-15,19.34628
2024-03-16,9.62897
2024-03-17,7.86219
2024-03-18,22.87985
2024-03-19,19.6113
2024-03-20,18.72791
