date,청창사
2023-12-07,4.37158
2023-12-08,5.05464
2023-12-09,1.77595
2023-12-10,2.3224
2023-12-11,5.46448
2023-12-12,6.28415
2023-12-13,6.42076
2023-12-14,5.05464
2023-12-15,4.50819
2023-12-16,2.73224
2023-12-17,1.77595
2023-12-18,5.05464
2023-12-19,4.6448
2023-12-20,3.96174
2023-12-21,4.6448
2023-12-22,4.37158
2023-12-24,1.50273
2023-12-25,2.73224
2023-12-26,5.87431
2023-12-27,5.7377
2023-12-28,4.91803
2023-12-29,4.6448
2023-12-30,2.73224
2023-12-31,2.18579
2024-01-01,3.4153
2024-01-02,7.65027
2024-01-03,6.69398
2024-01-04,6.01092
2024-01-05,9.153
2024-01-06,3.00546
2024-01-07,3.27868
2024-01-08,9.97267
2024-01-09,6.96721
2024-01-10,6.69398
2024-01-11,8.33333
2024-01-12,8.19672
2024-01-13,2.18579
2024-01-14,2.86885
2024-01-15,18.30601
2024-01-16,13.25136
2024-01-17,12.02185
2024-01-18,13.38797
2024-01-19,8.33333
2024-01-20,5.32786
2024-01-21,5.32786
2024-01-22,12.02185
2024-01-23,16.53005
2024-01-24,14.07103
2024-01-25,15.57377
2024-01-26,11.4754
2024-01-27,6.01092
2024-01-28,5.87431
2024-01-29,15.30054
2024-01-30,11.74863
2024-01-31,15.9836
2024-02-01,19.53551
2024-02-02,16.53005
2024-02-03,10.65573
2024-02-04,17.89617
2024-02-05,29.91803
2024-02-06,15.30054
2024-02-07,7.78688
2024-02-08,5.60109
2024-02-09,3.27868
2024-02-10,2.45901
2024-02-11,2.04918
2024-02-12,3.27868
2024-02-13,6.28415
2024-02-14,7.10382
2024-02-15,7.24043
2024-02-16,7.10382
2024-02-17,3.4153
2024-02-18,2.86885
2024-02-19,7.51366
2024-02-20,8.74316
2024-02-21,9.97267
2024-02-22,10.51912
2024-02-23,55.87431
2024-02-24,14.07103
2024-02-25,7.10382
2024-02-26,10.65573
2024-02-27,6.69398
2024-02-28,7.10382
2024-02-29,5.60109
2024-03-01,2.3224
2024-03-02,2.73224
2024-03-03,3.55191
2024-03-04,8.46994
2024-03-05,6.14754
2024-03-06,10.10928
2024-03-07,6.28415
2024-03-08,7.78688
2024-03-09,3.4153
2024-03-10,2.45901
2024-03-11,10.10928
2024-03-12,9.83606
2024-03-13,10.10928
2024-03-14,9.83606
2024-03-15,66.93989
2024-03-16,18.30601
2024-03-17,9.42622
2024-03-18,15.71038
2024-03-19,11.74863
2024-03-20,11.88524
