date,오피스텔매매
2020-06-17,51.1737
2020-06-18,50.23474
2020-06-19,42.25352
2020-06-20,42.25352
2020-06-21,44.60093
2020-06-22,57.58998
2020-06-23,50.07824
2020-06-24,46.47887
2020-06-25,42.25352
2020-06-26,40.37558
2020-06-27,37.24569
2020-06-28,45.07042
2020-06-29,44.13145
2020-06-30,45.38341
2020-07-01,48.04381
2020-07-02,47.10485
2020-07-03,41.78403
2020-07-04,38.96713
2020-07-05,43.50547
2020-07-06,57.74647
2020-07-07,55.39906
2020-07-08,53.05164
2020-07-09,50.86071
2020-07-10,52.42566
2020-07-11,43.66197
2020-07-12,51.79968
2020-07-13,100.0
2020-07-14,82.7856
2020-07-15,58.52895
2020-07-16,57.58998
2020-07-17,50.23474
2020-07-18,49.60876
2020-07-19,59.46791
2020-07-20,68.70109
2020-07-21,60.09389
2020-07-22,52.58215
2020-07-23,50.23474
2020-07-24,43.97496
2020-07-25,45.5399
2020-07-26,44.44444
2020-07-27,55.24256
2020-07-28,52.11267
2020-07-29,55.86854
2020-07-30,54.1471
2020-07-31,49.45226
2020-08-01,45.07042
2020-08-02,52.42566
2020-08-03,62.7543
2020-08-04,59.31142
2020-08-05,54.61658
2020-08-06,50.23474
2020-08-07,49.45226
2020-08-08,49.13928
2020-08-09,50.86071
2020-08-10,63.84976
2020-08-11,51.48669
2020-08-12,49.29577
2020-08-13,52.26917
2020-08-14,43.34898
2020-08-15,39.28012
2020-08-16,43.97496
2020-08-17,49.45226
2020-08-18,48.82629
2020-08-19,51.01721
2020-08-20,44.91392
2020-08-21,47.88732
2020-08-22,41.94053
2020-08-23,45.22691
2020-08-24,51.01721
2020-08-25,58.99843
2020-08-26,50.39123
2020-08-27,52.26917
2020-08-28,45.07042
2020-08-29,43.50547
2020-08-30,46.94835
2020-08-31,60.40688
2020-09-01,54.1471
2020-09-02,48.98278
2020-09-03,57.90297
2020-09-04,56.02503
2020-09-05,49.29577
2020-09-06,52.58215
2020-09-07,58.52895
2020-09-08,52.58215
2020-09-09,59.31142
2020-09-10,51.64319
2020-09-11,48.82629
2020-09-12,50.86071
2020-09-13,52.26917
2020-09-14,63.22378
2020-09-15,46.79186
2020-09-16,51.01721
2020-09-17,52.42566
2020-09-18,43.50547
2020-09-19,44.13145
2020-09-20,60.56338
2020-09-21,54.30359
2020-09-22,50.39123
2020-09-23,45.07042
2020-09-24,44.28794
2020-09-25,34.74178
2020-09-26,44.44444
2020-09-27,46.32237
2020-09-28,54.1471
2020-09-29,43.50547
2020-09-30,36.61971
2020-10-01,33.48982
2020-10-02,41.15805
2020-10-03,42.09702
2020-10-04,53.99061
2020-10-05,63.84976
2020-10-06,57.27699
2020-10-07,50.23474
2020-10-08,39.9061
2020-10-09,47.57433
2020-10-10,46.16588
2020-10-11,50.39123
2020-10-12,54.46009
2020-10-13,52.11267
2020-10-14,52.89514
2020-10-15,59.46791
2020-10-16,49.92175
2020-10-17,40.68857
2020-10-18,44.13145
2020-10-19,55.24256
2020-10-20,51.79968
2020-10-21,52.89514
2020-10-22,44.28794
2020-10-23,41.31455
2020-10-24,40.68857
2020-10-25,49.29577
2020-10-26,54.30359
2020-10-27,53.99061
2020-10-28,50.39123
2020-10-29,48.20031
2020-10-30,42.723
2020-10-31,39.59311
2020-11-01,48.82629
2020-11-02,56.18153
2020-11-03,48.5133
2020-11-04,45.85289
2020-11-05,42.41001
2020-11-06,44.28794
2020-11-07,41.62754
2020-11-08,48.98278
2020-11-09,56.18153
2020-11-10,57.90297
2020-11-11,59.62441
2020-11-12,44.75743
2020-11-13,48.20031
2020-11-14,48.20031
2020-11-15,57.1205
2020-11-16,58.99843
2020-11-17,57.27699
2020-11-18,55.86854
2020-11-19,53.99061
2020-11-20,57.27699
2020-11-21,43.50547
2020-11-22,51.1737
2020-11-23,64.31924
2020-11-24,61.34585
2020-11-25,54.1471
2020-11-26,51.1737
2020-11-27,51.01721
2020-11-28,46.32237
2020-11-29,54.92957
2020-11-30,53.20813
2020-12-01,57.1205
2020-12-02,64.16275
2020-12-03,55.71205
2020-12-04,51.01721
2020-12-05,48.98278
2020-12-06,61.65884
2020-12-07,61.34585
2020-12-08,53.52112
2020-12-09,60.71987
2020-12-10,62.28482
2020-12-11,54.46009
2020-12-12,46.94835
2020-12-13,57.27699
2020-12-14,71.51799
2020-12-15,65.41471
2020-12-16,54.46009
2020-12-17,52.26917
2020-12-18,50.39123
2020-12-19,43.50547
2020-12-20,65.5712
2020-12-21,62.28482
2020-12-22,58.21596
2020-12-23,52.42566
2020-12-24,48.5133
2020-12-25,42.09702
2020-12-26,52.89514
2020-12-27,66.82316
2020-12-28,70.10954
2020-12-29,61.50234
2020-12-30,59.62441
2020-12-31,42.56651
2021-01-01,54.1471
2021-01-02,61.50234
2021-01-03,76.05633
2021-01-04,80.75117
2021-01-05,75.27386
2021-01-06,66.97965
2021-01-07,62.7543
2021-01-08,53.52112
2021-01-09,62.44131
2021-01-10,60.87636
2021-01-11,66.82316
2021-01-12,65.88419
2021-01-13,66.66666
2021-01-14,61.65884
2021-01-15,50.70422
2021-01-16,66.51017
2021-01-17,69.32707
2021-01-18,68.3881
2021-01-19,76.83881
2021-01-20,66.66666
2021-01-21,62.7543
2021-01-22,60.87636
2021-01-23,61.50234
2021-01-24,73.08294
2021-01-25,81.06416
2021-01-26,69.01408
2021-01-27,63.84976
2021-01-28,63.53677
2021-01-29,57.1205
2021-01-30,58.37245
2021-01-31,68.3881
2021-02-01,74.0219
2021-02-02,71.205
2021-02-03,68.85758
2021-02-04,64.31924
2021-02-05,55.71205
2021-02-06,58.52895
2021-02-07,62.44131
2021-02-08,72.76995
2021-02-09,61.50234
2021-02-10,48.5133
2021-02-11,45.5399
2021-02-12,52.42566
2021-02-13,54.92957
2021-02-14,67.29264
2021-02-15,76.68231
2021-02-16,66.82316
2021-02-17,76.21283
2021-02-18,62.44131
2021-02-19,58.68544
2021-02-20,62.12832
2021-02-21,71.3615
2021-02-22,66.35367
2021-02-23,63.38028
2021-02-24,56.33802
2021-02-25,55.08607
2021-02-26,50.23474
2021-02-27,46.47887
2021-02-28,54.46009
2021-03-01,65.10172
2021-03-02,63.84976
2021-03-03,54.30359
2021-03-04,63.22378
2021-03-05,53.83411
2021-03-06,54.92957
2021-03-07,60.40688
2021-03-08,62.7543
2021-03-09,55.71205
2021-03-10,55.08607
2021-03-11,56.80751
2021-03-12,51.1737
2021-03-13,52.73865
2021-03-14,58.52895
2021-03-15,64.94522
2021-03-16,59.9374
2021-03-17,63.06729
2021-03-18,56.80751
2021-03-19,52.58215
2021-03-20,51.79968
2021-03-21,63.22378
2021-03-22,64.16275
2021-03-23,71.3615
2021-03-24,66.97965
2021-03-25,53.05164
2021-03-26,45.22691
2021-03-27,50.70422
2021-03-28,55.86854
2021-03-29,59.7809
2021-03-30,64.00625
2021-03-31,50.39123
2021-04-01,49.45226
2021-04-02,49.13928
2021-04-03,49.13928
2021-04-04,59.15492
2021-04-05,63.84976
2021-04-06,53.67762
2021-04-07,51.1737
2021-04-08,52.73865
2021-04-09,46.32237
2021-04-10,47.10485
2021-04-11,55.08607
2021-04-12,64.94522
2021-04-13,57.74647
2021-04-14,50.70422
2021-04-15,44.44444
2021-04-16,51.1737
2021-04-17,45.5399
2021-04-18,55.71205
2021-04-19,61.03286
2021-04-20,56.18153
2021-04-21,55.24256
2021-04-22,55.08607
2021-04-23,49.29577
2021-04-24,44.91392
2021-04-25,46.32237
2021-04-26,52.58215
2021-04-27,49.92175
2021-04-28,49.29577
2021-04-29,44.60093
2021-04-30,42.87949
2021-05-01,40.21909
2021-05-02,46.47887
2021-05-03,49.29577
2021-05-04,43.34898
2021-05-05,48.04381
2021-05-06,47.57433
2021-05-07,42.09702
2021-05-08,43.34898
2021-05-09,57.43348
2021-05-10,59.7809
2021-05-11,44.91392
2021-05-12,47.41784
2021-05-13,46.94835
2021-05-14,40.21909
2021-05-15,42.41001
2021-05-16,46.63536
2021-05-17,55.71205
2021-05-18,49.13928
2021-05-19,49.92175
2021-05-20,51.1737
2021-05-21,42.09702
2021-05-22,43.66197
2021-05-23,46.32237
2021-05-24,53.83411
2021-05-25,48.3568
2021-05-26,46.00938
2021-05-27,41.94053
2021-05-28,46.94835
2021-05-29,44.91392
2021-05-30,52.73865
2021-05-31,53.52112
2021-06-01,50.39123
2021-06-02,50.07824
2021-06-03,48.98278
2021-06-04,43.50547
2021-06-05,39.12363
2021-06-06,48.5133
2021-06-07,58.84194
2021-06-08,46.94835
2021-06-09,54.46009
2021-06-10,45.6964
2021-06-11,45.07042
2021-06-12,46.32237
2021-06-13,52.58215
2021-06-14,53.20813
2021-06-15,58.99843
2021-06-16,52.58215
2021-06-17,51.1737
2021-06-18,54.1471
2021-06-19,56.49452
2021-06-20,53.67762
2021-06-21,61.50234
2021-06-22,56.964
2021-06-23,54.1471
2021-06-24,51.1737
2021-06-25,52.42566
2021-06-26,46.79186
2021-06-27,47.10485
2021-06-28,54.92957
2021-06-29,49.60876
2021-06-30,60.09389
2021-07-01,67.29264
2021-07-02,54.61658
2021-07-03,44.91392
2021-07-04,62.5978
2021-07-05,61.65884
2021-07-06,59.31142
2021-07-07,51.95618
2021-07-08,50.86071
2021-07-09,45.22691
2021-07-10,44.75743
2021-07-11,57.74647
2021-07-12,59.62441
2021-07-13,60.09389
2021-07-14,57.90297
2021-07-15,55.08607
2021-07-16,55.39906
2021-07-17,57.58998
2021-07-18,60.25039
2021-07-19,64.16275
2021-07-20,58.99843
2021-07-21,57.58998
2021-07-22,56.65101
2021-07-23,54.30359
2021-07-24,54.92957
2021-07-25,56.65101
2021-07-26,63.38028
2021-07-27,61.97183
2021-07-28,57.27699
2021-07-29,58.84194
2021-07-30,52.11267
2021-07-31,50.23474
2021-08-01,53.83411
2021-08-02,58.84194
2021-08-03,59.7809
2021-08-04,59.62441
2021-08-05,59.62441
2021-08-06,54.77308
2021-08-07,58.68544
2021-08-08,61.34585
2021-08-09,70.89201
2021-08-10,58.84194
2021-08-11,67.91862
2021-08-12,58.37245
2021-08-13,46.94835
2021-08-14,53.67762
2021-08-15,47.88732
2021-08-16,76.21283
2021-08-17,66.19718
2021-08-18,72.61345
2021-08-19,59.31142
2021-08-20,54.92957
2021-08-21,52.42566
2021-08-22,69.95305
2021-08-23,80.90766
2021-08-24,74.0219
2021-08-25,68.07511
2021-08-26,59.15492
2021-08-27,53.36463
2021-08-28,65.5712
2021-08-29,63.69327
2021-08-30,76.52582
2021-08-31,65.88419
2021-09-01,67.76212
2021-09-02,60.71987
2021-09-03,48.66979
2021-09-04,55.71205
2021-09-05,62.7543
2021-09-06,64.31924
2021-09-07,58.68544
2021-09-08,55.55555
2021-09-09,58.37245
2021-09-10,51.1737
2021-09-11,49.60876
2021-09-12,59.7809
2021-09-13,63.53677
2021-09-14,58.52895
2021-09-15,56.49452
2021-09-16,56.02503
2021-09-17,46.00938
2021-09-18,41.62754
2021-09-19,48.04381
2021-09-20,42.723
2021-09-21,48.20031
2021-09-22,61.50234
2021-09-23,68.70109
2021-09-24,59.46791
2021-09-25,62.5978
2021-09-26,65.25821
2021-09-27,68.70109
2021-09-28,70.42253
2021-09-29,63.84976
2021-09-30,59.62441
2021-10-01,53.20813
2021-10-02,48.98278
2021-10-03,48.98278
2021-10-04,74.33489
2021-10-05,65.5712
2021-10-06,56.33802
2021-10-07,56.33802
2021-10-08,54.30359
2021-10-09,47.10485
2021-10-10,56.49452
2021-10-11,64.00625
2021-10-12,57.43348
2021-10-13,58.99843
2021-10-14,61.81533
2021-10-15,55.86854
2021-10-16,56.18153
2021-10-17,50.54773
2021-10-18,55.86854
2021-10-19,58.99843
2021-10-20,54.92957
2021-10-21,53.05164
2021-10-22,44.28794
2021-10-23,43.34898
2021-10-24,65.25821
2021-10-25,63.84976
2021-10-26,61.50234
2021-10-27,58.37245
2021-10-28,60.87636
2021-10-29,52.11267
2021-10-30,46.94835
2021-10-31,54.92957
2021-11-01,65.88419
2021-11-02,62.12832
2021-11-03,62.5978
2021-11-04,48.5133
2021-11-05,47.26134
2021-11-06,47.41784
2021-11-07,55.24256
2021-11-08,64.47574
2021-11-09,61.34585
2021-11-10,53.83411
2021-11-11,58.05946
2021-11-12,51.3302
2021-11-13,48.5133
2021-11-14,58.05946
2021-11-15,68.5446
2021-11-16,52.89514
2021-11-17,59.62441
2021-11-18,56.65101
2021-11-19,45.85289
2021-11-20,46.16588
2021-11-21,47.41784
2021-11-22,56.33802
2021-11-23,49.76525
2021-11-24,51.64319
2021-11-25,46.79186
2021-11-26,46.32237
2021-11-27,37.0892
2021-11-28,49.76525
2021-11-29,59.62441
2021-11-30,57.90297
2021-12-01,46.63536
2021-12-02,41.62754
2021-12-03,43.81846
2021-12-04,41.62754
2021-12-05,47.57433
2021-12-06,61.97183
2021-12-07,61.65884
2021-12-08,56.65101
2021-12-09,55.08607
2021-12-10,45.5399
2021-12-11,50.07824
2021-12-12,53.83411
2021-12-13,54.77308
2021-12-14,54.61658
2021-12-15,52.42566
2021-12-16,48.66979
2021-12-17,40.37558
2021-12-18,39.43661
2021-12-19,50.86071
2021-12-20,56.33802
2021-12-21,49.92175
2021-12-22,53.36463
2021-12-23,43.03599
2021-12-24,39.9061
2021-12-25,35.83724
2021-12-26,50.23474
2021-12-27,56.18153
2021-12-28,53.05164
2021-12-29,58.05946
2021-12-30,55.24256
2021-12-31,34.89827
2022-01-01,41.31455
2022-01-02,52.73865
2022-01-03,67.60563
2022-01-04,61.03286
2022-01-05,64.00625
2022-01-06,58.05946
2022-01-07,59.31142
2022-01-08,52.26917
2022-01-09,69.79655
2022-01-10,69.79655
2022-01-11,57.90297
2022-01-12,60.71987
2022-01-13,59.46791
2022-01-14,54.77308
2022-01-15,57.1205
2022-01-16,57.58998
2022-01-17,69.17057
2022-01-18,73.39593
2022-01-19,51.64319
2022-01-20,60.56338
2022-01-21,44.91392
2022-01-22,43.50547
2022-01-23,56.33802
2022-01-24,61.81533
2022-01-25,54.1471
2022-01-26,53.36463
2022-01-27,49.76525
2022-01-28,43.81846
2022-01-29,38.02816
2022-01-30,47.88732
2022-01-31,46.94835
2022-02-01,47.26134
2022-02-02,60.09389
2022-02-03,73.39593
2022-02-04,61.34585
2022-02-05,59.31142
2022-02-06,66.82316
2022-02-07,66.82316
2022-02-08,63.69327
2022-02-09,66.66666
2022-02-10,70.42253
2022-02-11,53.99061
2022-02-12,47.10485
2022-02-13,63.38028
2022-02-14,66.51017
2022-02-15,66.66666
2022-02-16,56.18153
2022-02-17,56.80751
2022-02-18,56.964
2022-02-19,49.92175
2022-02-20,59.9374
2022-02-21,64.94522
2022-02-22,63.38028
2022-02-23,58.68544
2022-02-24,49.45226
2022-02-25,49.13928
2022-02-26,48.66979
2022-02-27,58.37245
2022-02-28,51.48669
2022-03-01,54.61658
2022-03-02,54.61658
2022-03-03,56.02503
2022-03-04,51.64319
2022-03-05,45.85289
2022-03-06,53.05164
2022-03-07,49.45226
2022-03-08,45.5399
2022-03-09,42.723
2022-03-10,52.11267
2022-03-11,55.55555
2022-03-12,55.55555
2022-03-13,57.58998
2022-03-14,61.34585
2022-03-15,58.52895
2022-03-16,61.03286
2022-03-17,54.92957
2022-03-18,53.20813
2022-03-19,58.99843
2022-03-20,52.11267
2022-03-21,63.38028
2022-03-22,58.99843
2022-03-23,58.68544
2022-03-24,54.61658
2022-03-25,52.58215
2022-03-26,53.05164
2022-03-27,52.73865
2022-03-28,59.15492
2022-03-29,58.05946
2022-03-30,57.43348
2022-03-31,51.3302
2022-04-01,45.07042
2022-04-02,44.13145
2022-04-03,47.10485
2022-04-04,53.67762
2022-04-05,50.70422
2022-04-06,52.26917
2022-04-07,51.95618
2022-04-08,50.23474
2022-04-09,37.55868
2022-04-10,47.10485
2022-04-11,51.64319
2022-04-12,55.71205
2022-04-13,47.57433
2022-04-14,51.01721
2022-04-15,49.92175
2022-04-16,42.723
2022-04-17,52.89514
2022-04-18,56.49452
2022-04-19,56.18153
2022-04-20,47.26134
2022-04-21,46.32237
2022-04-22,44.13145
2022-04-23,43.81846
2022-04-24,52.26917
2022-04-25,61.03286
2022-04-26,55.08607
2022-04-27,46.63536
2022-04-28,46.16588
2022-04-29,42.25352
2022-04-30,41.94053
2022-05-01,44.91392
2022-05-02,51.48669
2022-05-03,42.41001
2022-05-04,43.34898
2022-05-05,38.02816
2022-05-06,48.5133
2022-05-07,44.13145
2022-05-08,51.1737
2022-05-09,54.92957
2022-05-10,45.5399
2022-05-11,53.20813
2022-05-12,45.6964
2022-05-13,44.91392
2022-05-14,45.38341
2022-05-15,47.73082
2022-05-16,59.15492
2022-05-17,52.58215
2022-05-18,52.42566
2022-05-19,46.47887
2022-05-20,42.41001
2022-05-21,35.52425
2022-05-22,48.82629
2022-05-23,50.86071
2022-05-24,49.92175
2022-05-25,52.42566
2022-05-26,48.5133
2022-05-27,47.57433
2022-05-28,36.30672
2022-05-29,47.88732
2022-05-30,54.77308
2022-05-31,49.92175
2022-06-01,44.28794
2022-06-02,44.44444
2022-06-03,42.09702
2022-06-04,40.37558
2022-06-05,42.56651
2022-06-06,48.82629
2022-06-07,50.39123
2022-06-08,49.60876
2022-06-09,51.01721
2022-06-10,46.79186
2022-06-11,40.21909
2022-06-12,43.34898
2022-06-13,53.36463
2022-06-14,49.60876
2022-06-15,42.723
2022-06-16,56.964
2022-06-17,43.19248
2022-06-18,44.28794
2022-06-19,44.60093
2022-06-20,50.07824
2022-06-21,51.95618
2022-06-22,47.26134
2022-06-23,41.47104
2022-06-24,37.40219
2022-06-25,35.05477
2022-06-26,40.06259
2022-06-27,53.67762
2022-06-28,53.05164
2022-06-29,51.48669
2022-06-30,40.68857
2022-07-01,43.19248
2022-07-02,35.21126
2022-07-03,45.5399
2022-07-04,48.3568
2022-07-05,42.56651
2022-07-06,41.31455
2022-07-07,39.12363
2022-07-08,40.06259
2022-07-09,35.83724
2022-07-10,41.47104
2022-07-11,46.32237
2022-07-12,47.57433
2022-07-13,47.88732
2022-07-14,43.50547
2022-07-15,41.15805
2022-07-16,35.36776
2022-07-17,39.28012
2022-07-18,53.36463
2022-07-19,49.13928
2022-07-20,54.61658
2022-07-21,39.28012
2022-07-22,44.75743
2022-07-23,38.02816
2022-07-24,42.87949
2022-07-25,46.47887
2022-07-26,49.29577
2022-07-27,47.41784
2022-07-28,46.79186
2022-07-29,44.13145
2022-07-30,35.36776
2022-07-31,40.53208
2022-08-01,48.98278
2022-08-02,53.05164
2022-08-03,51.1737
2022-08-04,50.54773
2022-08-05,48.3568
2022-08-06,44.44444
2022-08-07,45.6964
2022-08-08,53.67762
2022-08-09,45.85289
2022-08-10,48.82629
2022-08-11,47.41784
2022-08-12,43.97496
2022-08-13,39.59311
2022-08-14,40.53208
2022-08-15,50.23474
2022-08-16,67.76212
2022-08-17,61.97183
2022-08-18,61.18935
2022-08-19,50.86071
2022-08-20,54.46009
2022-08-21,48.3568
2022-08-22,60.25039
2022-08-23,51.95618
2022-08-24,47.88732
2022-08-25,48.20031
2022-08-26,40.06259
2022-08-27,41.47104
2022-08-28,41.00156
2022-08-29,53.36463
2022-08-30,49.13928
2022-08-31,43.03599
2022-09-01,41.47104
2022-09-02,41.31455
2022-09-03,37.40219
2022-09-04,40.06259
2022-09-05,42.87949
2022-09-06,37.71517
2022-09-07,39.12363
2022-09-08,30.67292
2022-09-09,32.08137
2022-09-10,28.3255
2022-09-11,35.68075
2022-09-12,51.48669
2022-09-13,48.82629
2022-09-14,48.98278
2022-09-15,48.98278
2022-09-16,50.86071
2022-09-17,35.52425
2022-09-18,40.21909
2022-09-19,51.48669
2022-09-20,49.29577
2022-09-21,42.87949
2022-09-22,42.56651
2022-09-23,36.30672
2022-09-24,35.52425
2022-09-25,35.36776
2022-09-26,43.97496
2022-09-27,40.84507
2022-09-28,33.17683
2022-09-29,34.89827
2022-09-30,32.55086
2022-10-01,31.76838
2022-10-02,37.0892
2022-10-03,44.91392
2022-10-04,45.5399
2022-10-05,37.0892
2022-10-06,41.00156
2022-10-07,34.2723
2022-10-08,30.20344
2022-10-09,32.55086
2022-10-10,40.53208
2022-10-11,43.03599
2022-10-12,39.28012
2022-10-13,46.00938
2022-10-14,40.84507
2022-10-15,31.92488
2022-10-16,35.68075
2022-10-17,42.56651
2022-10-18,42.41001
2022-10-19,37.24569
2022-10-20,32.23787
2022-10-21,35.36776
2022-10-22,26.13458
2022-10-23,36.9327
2022-10-24,41.47104
2022-10-25,37.40219
2022-10-26,39.9061
2022-10-27,32.08137
2022-10-28,29.26447
2022-10-29,28.63849
2022-10-30,27.23004
2022-10-31,34.74178
2022-11-01,33.48982
2022-11-02,36.77621
2022-11-03,36.15023
2022-11-04,30.98591
2022-11-05,30.82942
2022-11-06,30.51643
2022-11-07,34.1158
2022-11-08,35.21126
2022-11-09,35.36776
2022-11-10,37.55868
2022-11-11,30.98591
2022-11-12,25.6651
2022-11-13,36.30672
2022-11-14,42.09702
2022-11-15,36.77621
2022-11-16,36.61971
2022-11-17,38.81064
2022-11-18,34.42879
2022-11-19,28.16901
2022-11-20,32.39436
2022-11-21,40.84507
2022-11-22,34.58528
2022-11-23,43.50547
2022-11-24,35.36776
2022-11-25,30.82942
2022-11-26,25.19561
2022-11-27,33.17683
2022-11-28,36.9327
2022-11-29,31.45539
2022-11-30,33.80281
2022-12-01,33.48982
2022-12-02,31.92488
2022-12-03,23.78716
2022-12-04,35.05477
2022-12-05,36.77621
2022-12-06,41.62754
2022-12-07,35.21126
2022-12-08,33.33333
2022-12-09,33.48982
2022-12-10,30.04694
2022-12-11,35.21126
2022-12-12,44.13145
2022-12-13,47.26134
2022-12-14,40.68857
2022-12-15,39.43661
2022-12-16,36.77621
2022-12-17,34.1158
2022-12-18,43.34898
2022-12-19,47.57433
2022-12-20,43.81846
2022-12-21,51.01721
2022-12-22,47.26134
2022-12-23,44.28794
2022-12-24,35.83724
2022-12-25,38.49765
2022-12-26,43.19248
2022-12-27,48.5133
2022-12-28,43.97496
2022-12-29,39.43661
2022-12-30,38.49765
2022-12-31,34.1158
2023-01-01,36.46322
2023-01-02,46.63536
2023-01-03,51.01721
2023-01-04,46.16588
2023-01-05,45.22691
2023-01-06,43.50547
2023-01-07,41.00156
2023-01-08,48.04381
2023-01-09,55.71205
2023-01-10,49.45226
2023-01-11,50.54773
2023-01-12,58.21596
2023-01-13,46.63536
2023-01-14,40.68857
2023-01-15,52.26917
2023-01-16,57.90297
2023-01-17,51.1737
2023-01-18,41.47104
2023-01-19,46.16588
2023-01-20,42.723
2023-01-21,39.7496
2023-01-22,43.19248
2023-01-23,47.57433
2023-01-24,65.25821
2023-01-25,61.03286
2023-01-26,55.39906
2023-01-27,41.15805
2023-01-28,45.38341
2023-01-29,54.1471
2023-01-30,60.56338
2023-01-31,60.87636
2023-02-01,53.67762
2023-02-02,48.98278
2023-02-03,50.86071
2023-02-04,47.73082
2023-02-05,49.45226
2023-02-06,58.05946
2023-02-07,52.11267
2023-02-08,53.36463
2023-02-09,45.5399
2023-02-10,43.66197
2023-02-11,46.00938
2023-02-12,49.76525
2023-02-13,59.62441
2023-02-14,49.76525
2023-02-15,55.71205
2023-02-16,45.6964
2023-02-17,45.85289
2023-02-18,40.68857
2023-02-19,51.01721
2023-02-20,54.1471
2023-02-21,48.66979
2023-02-22,42.56651
2023-02-23,51.1737
2023-02-24,45.5399
2023-02-25,42.25352
2023-02-26,45.5399
2023-02-27,49.92175
2023-02-28,44.13145
2023-03-01,41.47104
2023-03-02,45.5399
2023-03-03,40.68857
2023-03-04,40.53208
2023-03-05,54.92957
2023-03-06,46.94835
2023-03-07,45.5399
2023-03-08,46.16588
2023-03-09,46.63536
2023-03-10,39.12363
2023-03-11,35.52425
2023-03-12,41.78403
2023-03-13,47.88732
2023-03-14,48.66979
2023-03-15,48.20031
2023-03-16,46.47887
2023-03-17,36.77621
2023-03-18,41.31455
2023-03-19,48.82629
2023-03-20,49.92175
2023-03-21,45.22691
2023-03-22,41.62754
2023-03-23,45.07042
2023-03-24,36.15023
2023-03-25,40.06259
2023-03-26,43.97496
2023-03-27,50.54773
2023-03-28,41.94053
2023-03-29,44.60093
2023-03-30,42.723
2023-03-31,35.52425
2023-04-01,40.06259
2023-04-02,41.00156
2023-04-03,47.10485
2023-04-04,42.56651
2023-04-05,44.13145
2023-04-06,43.19248
2023-04-07,43.66197
2023-04-08,36.9327
2023-04-09,38.34115
2023-04-10,44.44444
2023-04-11,41.15805
2023-04-12,40.68857
2023-04-13,37.71517
2023-04-14,41.31455
2023-04-15,41.62754
2023-04-16,46.47887
2023-04-17,51.64319
2023-04-18,51.01721
2023-04-19,59.46791
2023-04-20,61.03286
2023-04-21,48.3568
2023-04-22,44.60093
2023-04-23,51.3302
2023-04-24,46.47887
2023-04-25,46.47887
2023-04-26,46.47887
2023-04-27,41.78403
2023-04-28,39.7496
2023-04-29,42.41001
2023-04-30,40.06259
2023-05-01,50.07824
2023-05-02,47.88732
2023-05-03,43.97496
2023-05-04,37.0892
2023-05-05,38.18466
2023-05-06,37.0892
2023-05-07,48.98278
2023-05-08,51.3302
2023-05-09,48.20031
2023-05-10,41.94053
2023-05-11,48.82629
2023-05-12,39.9061
2023-05-13,35.21126
2023-05-14,48.04381
2023-05-15,48.04381
2023-05-16,46.32237
2023-05-17,40.68857
2023-05-18,39.9061
2023-05-19,38.18466
2023-05-20,38.02816
2023-05-21,46.32237
2023-05-22,47.10485
2023-05-23,56.18153
2023-05-24,47.57433
2023-05-25,43.50547
2023-05-26,35.83724
2023-05-27,33.02034
2023-05-28,34.2723
2023-05-29,53.52112
