date,연회비없는삼성카드
2023-08-23,15.625
2023-08-24,23.95833
2023-08-25,15.625
2023-08-26,20.83333
2023-08-27,11.45833
2023-08-28,21.875
2023-08-29,25.0
2023-08-30,16.66666
2023-08-31,21.875
2023-09-01,18.75
2023-09-02,18.75
2023-09-03,15.625
2023-09-04,21.875
2023-09-05,20.83333
2023-09-06,13.54166
2023-09-07,13.54166
2023-09-08,25.0
2023-09-09,8.33333
2023-09-10,14.58333
2023-09-11,18.75
2023-09-12,16.66666
2023-09-13,27.08333
2023-09-14,13.54166
2023-09-15,22.91666
2023-09-16,15.625
2023-09-17,13.54166
2023-09-18,36.45833
2023-09-19,25.0
2023-09-20,23.95833
2023-09-21,19.79166
2023-09-22,25.0
2023-09-23,6.25
2023-09-24,10.41666
2023-09-25,9.375
2023-09-26,17.70833
2023-09-27,8.33333
2023-09-28,8.33333
2023-09-29,7.29166
2023-09-30,18.75
2023-10-01,10.41666
2023-10-02,12.5
2023-10-03,6.25
2023-10-04,23.95833
2023-10-05,23.95833
2023-10-06,14.58333
2023-10-07,10.41666
2023-10-08,6.25
2023-10-09,15.625
2023-10-10,18.75
2023-10-11,27.08333
2023-10-12,21.875
2023-10-13,29.16666
2023-10-14,20.83333
2023-10-15,11.45833
2023-10-16,22.91666
2023-10-17,28.125
2023-10-18,27.08333
2023-10-19,25.0
2023-10-20,18.75
2023-10-21,10.41666
2023-10-22,7.29166
2023-10-23,17.70833
2023-10-24,20.83333
2023-10-25,32.29166
2023-10-26,15.625
2023-10-27,19.79166
2023-10-28,9.375
2023-10-29,11.45833
2023-10-30,39.58333
2023-10-31,18.75
2023-11-01,36.45833
2023-11-02,21.875
2023-11-03,18.75
2023-11-04,10.41666
2023-11-05,12.5
2023-11-06,23.95833
2023-11-07,27.08333
2023-11-08,26.04166
2023-11-09,18.75
2023-11-10,11.45833
2023-11-11,7.29166
2023-11-12,15.625
2023-11-13,27.08333
2023-11-14,18.75
2023-11-15,23.95833
2023-11-16,27.08333
2023-11-17,28.125
2023-11-18,15.625
2023-11-19,12.5
2023-11-20,20.83333
2023-11-21,30.20833
2023-11-22,20.83333
2023-11-23,10.41666
2023-11-24,22.91666
2023-11-25,13.54166
2023-11-26,14.58333
2023-11-27,33.33333
2023-11-28,26.04166
2023-11-29,13.54166
2023-11-30,7.29166
2023-12-01,25.0
2023-12-02,13.54166
2023-12-03,13.54166
2023-12-04,17.70833
2023-12-05,29.16666
2023-12-06,34.375
2023-12-07,13.54166
2023-12-08,12.5
2023-12-09,19.79166
2023-12-10,18.75
2023-12-11,12.5
2023-12-12,14.58333
2023-12-13,26.04166
2023-12-14,16.66666
2023-12-15,28.125
2023-12-16,10.41666
2023-12-17,10.41666
2023-12-18,22.91666
2023-12-19,27.08333
2023-12-20,22.91666
2023-12-21,28.125
2023-12-22,26.04166
2023-12-23,22.91666
2023-12-24,14.58333
2023-12-25,13.54166
2023-12-26,33.33333
2023-12-27,16.66666
2023-12-28,26.04166
2023-12-29,25.0
2023-12-30,27.08333
2023-12-31,18.75
2024-01-01,29.16666
2024-01-02,27.08333
2024-01-03,35.41666
2024-01-04,40.625
2024-01-05,25.0
2024-01-06,17.70833
2024-01-07,21.875
2024-01-08,34.375
2024-01-09,29.16666
2024-01-10,30.20833
2024-01-11,20.83333
2024-01-12,15.625
2024-01-13,19.79166
2024-01-14,9.375
2024-01-15,25.0
2024-01-16,33.33333
2024-01-17,33.33333
2024-01-18,32.29166
2024-01-19,70.83333
2024-01-20,38.54166
2024-01-21,41.66666
2024-01-22,54.16666
2024-01-23,47.91666
2024-01-24,39.58333
2024-01-25,37.5
2024-01-26,26.04166
2024-01-27,13.54166
2024-01-28,27.08333
2024-01-29,43.75
2024-01-30,27.08333
2024-01-31,31.25
2024-02-01,41.66666
2024-02-02,18.75
2024-02-03,12.5
2024-02-04,18.75
2024-02-05,32.29166
2024-02-06,26.04166
2024-02-07,7.29166
2024-02-08,21.875
2024-02-09,10.41666
2024-02-10,9.375
2024-02-11,12.5
2024-02-12,20.83333
2024-02-13,30.20833
2024-02-14,40.625
2024-02-15,40.625
2024-02-16,30.20833
2024-02-17,12.5
2024-02-18,11.45833
2024-02-19,22.91666
2024-02-20,26.04166
2024-02-21,30.20833
2024-02-22,21.875
2024-02-23,31.25
2024-02-24,20.83333
2024-02-25,25.0
2024-02-26,23.95833
2024-02-27,26.04166
2024-02-28,20.83333
2024-02-29,14.58333
2024-03-01,15.625
2024-03-02,10.41666
2024-03-03,13.54166
2024-03-04,38.54166
2024-03-05,37.5
2024-03-06,34.375
2024-03-07,23.95833
2024-03-08,31.25
2024-03-09,27.08333
2024-03-10,12.5
2024-03-11,26.04166
2024-03-12,28.125
2024-03-13,31.25
2024-03-14,23.95833
2024-03-15,19.79166
2024-03-16,12.5
2024-03-17,12.5
2024-03-18,22.91666
2024-03-19,17.70833
2024-03-20,26.04166
