date,데이터라벨링알바
2023-08-30,3.24742
2023-08-31,2.47422
2023-09-01,2.44329
2023-09-02,2.02061
2023-09-03,1.86597
2023-09-04,2.84536
2023-09-05,3.28865
2023-09-06,3.27835
2023-09-07,3.19587
2023-09-08,2.92783
2023-09-09,1.88659
2023-09-10,2.2268
2023-09-11,2.7835
2023-09-12,2.88659
2023-09-13,2.77319
2023-09-14,2.37113
2023-09-15,2.5567
2023-09-16,1.77319
2023-09-17,1.59793
2023-09-18,3.04123
2023-09-19,2.25773
2023-09-20,2.56701
2023-09-21,2.5567
2023-09-22,2.52577
2023-09-23,1.46391
2023-09-24,1.68041
2023-09-25,2.53608
2023-09-26,2.28865
2023-09-27,1.70103
2023-09-28,1.03092
2023-09-29,1.12371
2023-09-30,1.30927
2023-10-01,1.36082
2023-10-02,1.68041
2023-10-03,1.96907
2023-10-04,3.08247
2023-10-05,2.62886
2023-10-06,2.75257
2023-10-07,1.69072
2023-10-08,1.70103
2023-10-09,2.28865
2023-10-10,5.25773
2023-10-11,3.58762
2023-10-12,3.36082
2023-10-13,2.73195
2023-10-14,2.07216
2023-10-15,2.77319
2023-10-16,3.6701
2023-10-17,3.05154
2023-10-18,2.83505
2023-10-19,3.07216
2023-10-20,2.39175
2023-10-21,1.86597
2023-10-22,2.28865
2023-10-23,3.07216
2023-10-24,3.30927
2023-10-25,3.28865
2023-10-26,3.52577
2023-10-27,2.86597
2023-10-28,2.62886
2023-10-29,2.95876
2023-10-30,4.13402
2023-10-31,4.32989
2023-11-01,3.40206
2023-11-02,3.60824
2023-11-03,3.30927
2023-11-04,2.08247
2023-11-05,2.41237
2023-11-06,3.97938
2023-11-07,3.84536
2023-11-08,3.90721
2023-11-09,3.75257
2023-11-10,2.84536
2023-11-11,2.12371
2023-11-12,1.95876
2023-11-13,3.54639
2023-11-14,3.42268
2023-11-15,3.14432
2023-11-16,3.2268
2023-11-17,2.82474
2023-11-18,2.12371
2023-11-19,2.03092
2023-11-20,3.0103
2023-11-21,2.77319
2023-11-22,2.79381
2023-11-23,2.93814
2023-11-24,2.51546
2023-11-25,1.30927
2023-11-26,1.84536
2023-11-27,3.58762
2023-11-28,2.82474
2023-11-29,3.31958
2023-11-30,3.19587
2023-12-01,2.86597
2023-12-02,2.37113
2023-12-03,2.75257
2023-12-04,6.2268
2023-12-05,9.12371
2023-12-06,10.63917
2023-12-07,9.1134
2023-12-08,6.39175
2023-12-09,4.12371
2023-12-10,5.81443
2023-12-11,6.69072
2023-12-12,6.29896
2023-12-13,6.08247
2023-12-14,5.60824
2023-12-15,5.13402
2023-12-16,2.92783
2023-12-17,3.16494
2023-12-18,4.72164
2023-12-19,4.56701
2023-12-20,4.75257
2023-12-21,4.76288
2023-12-22,4.16494
2023-12-23,2.82474
2023-12-24,2.08247
2023-12-25,2.1134
2023-12-26,4.03092
2023-12-27,3.95876
2023-12-28,3.29896
2023-12-29,3.16494
2023-12-30,2.10309
2023-12-31,2.06185
2024-01-01,2.94845
2024-01-02,4.52577
2024-01-03,4.17525
2024-01-04,7.04123
2024-01-05,4.41237
2024-01-06,2.77319
2024-01-07,2.8969
2024-01-08,3.52577
2024-01-09,4.19587
2024-01-10,3.1134
2024-01-11,3.77319
2024-01-12,3.1134
2024-01-13,2.2268
2024-01-14,2.58762
2024-01-15,3.44329
2024-01-16,3.59793
2024-01-17,3.57731
2024-01-18,3.58762
2024-01-19,3.24742
2024-01-20,1.76288
2024-01-21,14.79381
2024-01-22,6.31958
2024-01-23,3.84536
2024-01-24,3.50515
2024-01-25,2.88659
2024-01-26,2.36082
2024-01-27,1.62886
2024-01-28,1.80412
2024-01-29,2.63917
2024-01-30,2.64948
2024-01-31,2.40206
2024-02-01,2.27835
2024-02-02,1.98969
2024-02-03,1.4536
2024-02-04,1.62886
2024-02-05,1.73195
2024-02-06,2.27835
2024-02-07,2.05154
2024-02-08,1.49484
2024-02-09,1.86597
2024-02-10,1.53608
2024-02-11,1.59793
2024-02-12,1.83505
2024-02-13,2.64948
2024-02-14,2.86597
2024-02-15,2.13402
2024-02-16,1.95876
2024-02-17,1.62886
2024-02-18,1.95876
2024-02-19,17.7835
2024-02-20,4.35051
2024-02-21,3.30927
2024-02-22,2.43298
2024-02-23,2.19587
2024-02-24,1.76288
2024-02-25,1.58762
2024-02-26,3.36082
2024-02-27,2.4536
2024-02-28,2.7835
2024-02-29,2.51546
2024-03-01,1.48453
2024-03-02,1.81443
2024-03-03,2.38144
2024-03-04,3.03092
2024-03-05,7.24742
2024-03-06,7.74226
2024-03-07,3.39175
2024-03-08,2.69072
2024-03-09,1.80412
2024-03-10,2.08247
2024-03-11,3.05154
2024-03-12,2.71134
2024-03-13,2.59793
2024-03-14,2.25773
2024-03-15,1.53608
2024-03-16,1.36082
2024-03-17,1.47422
2024-03-18,2.4536
2024-03-19,2.8969
2024-03-20,2.73195
