date,정보공개청구
2023-05-30,2.05671
2023-05-31,1.91594
2023-06-01,1.8612
2023-06-02,1.73139
2023-06-03,0.56305
2023-06-04,0.4348
2023-06-05,1.65318
2023-06-06,0.64907
2023-06-07,1.97851
2023-06-08,2.11145
2023-06-09,1.77674
2023-06-10,0.52708
2023-06-11,0.54741
2023-06-12,2.24283
2023-06-13,2.01135
2023-06-14,2.0395
2023-06-15,1.98007
2023-06-16,1.58124
2023-06-17,0.49892
2023-06-18,0.5521
2023-06-19,2.09737
2023-06-20,2.17557
2023-06-21,1.96443
2023-06-22,1.81115
2023-06-23,1.72513
2023-06-24,0.51926
2023-06-25,0.43167
2023-06-26,1.96286
2023-06-27,1.98163
2023-06-28,1.93158
2023-06-29,1.67665
2023-06-30,1.75172
2023-07-01,0.43949
2023-07-02,0.45513
2023-07-03,1.9613
2023-07-04,1.88779
2023-07-05,1.80959
2023-07-06,2.01291
2023-07-07,1.82992
2023-07-08,0.49892
2023-07-09,0.48485
2023-07-10,2.13335
2023-07-11,1.98633
2023-07-12,1.83618
2023-07-13,1.95192
2023-07-14,1.76267
2023-07-15,0.58025
2023-07-16,0.50987
2023-07-17,2.01448
2023-07-18,2.12865
2023-07-19,2.0223
2023-07-20,2.12083
2023-07-21,1.87528
2023-07-22,0.50362
2023-07-23,0.53333
2023-07-24,2.05514
2023-07-25,2.05984
2023-07-26,1.73295
2023-07-27,1.69385
2023-07-28,1.75954
2023-07-29,0.48016
2023-07-30,0.43636
2023-07-31,1.7048
2023-08-01,1.73921
2023-08-02,1.78769
2023-08-03,1.75954
2023-08-04,1.67977
2023-08-05,0.46608
2023-08-06,0.46139
2023-08-07,2.03012
2023-08-08,2.01917
2023-08-09,1.89561
2023-08-10,1.75485
2023-08-11,1.5875
2023-08-12,0.48172
2023-08-13,0.452
2023-08-14,1.92376
2023-08-15,0.60371
2023-08-16,2.27411
2023-08-17,2.10519
2023-08-18,1.91907
2023-08-19,0.61935
2023-08-20,0.49736
2023-08-21,2.34918
2023-08-22,2.08799
2023-08-23,2.09112
2023-08-24,1.96443
2023-08-25,1.90187
2023-08-26,0.55054
2023-08-27,0.42541
2023-08-28,2.1396
2023-08-29,2.04732
2023-08-30,1.86589
2023-08-31,1.89718
2023-09-01,1.72357
2023-09-02,0.46608
2023-09-03,0.52395
2023-09-04,2.16932
2023-09-05,1.91751
2023-09-06,1.88466
2023-09-07,1.98789
2023-09-08,1.94722
2023-09-09,0.57087
2023-09-10,0.51926
2023-09-11,2.16463
2023-09-12,2.0395
2023-09-13,2.05045
2023-09-14,1.90343
2023-09-15,1.8002
2023-09-16,0.50674
2023-09-17,0.50674
2023-09-18,2.28818
2023-09-19,2.00197
2023-09-20,1.93784
2023-09-21,1.79708
2023-09-22,1.64693
2023-09-23,0.50987
2023-09-24,0.48641
2023-09-25,1.91282
2023-09-26,1.79551
2023-09-27,1.44517
2023-09-28,0.36285
2023-09-29,0.28934
2023-09-30,0.2737
2023-10-01,0.30811
2023-10-02,0.41134
2023-10-03,0.46295
2023-10-04,2.37108
2023-10-05,1.99571
2023-10-06,1.62503
2023-10-07,0.48172
2023-10-08,0.42229
2023-10-09,0.5302
2023-10-10,2.10676
2023-10-11,1.9832
2023-10-12,1.83149
2023-10-13,1.65006
2023-10-14,0.5349
2023-10-15,0.48798
2023-10-16,1.87997
2023-10-17,2.03481
2023-10-18,1.81115
2023-10-19,1.85807
2023-10-20,1.85651
2023-10-21,0.45513
2023-10-22,0.43793
2023-10-23,2.29913
2023-10-24,2.14742
2023-10-25,2.1787
2023-10-26,2.15368
2023-10-27,1.9003
2023-10-28,0.50049
2023-10-29,0.47546
2023-10-30,2.24283
2023-10-31,2.2178
2023-11-01,2.11301
2023-11-02,2.20216
2023-11-03,2.0786
2023-11-04,0.54741
2023-11-05,0.44887
2023-11-06,2.41487
2023-11-07,2.38672
2023-11-08,2.20373
2023-11-09,2.32885
2023-11-10,1.90343
2023-11-11,0.52551
2023-11-12,0.48954
2023-11-13,2.38828
2023-11-14,2.418
2023-11-15,2.30539
2023-11-16,2.23032
2023-11-17,2.04576
2023-11-18,0.54272
2023-11-19,0.47859
2023-11-20,2.30695
2023-11-21,2.28818
2023-11-22,2.18965
2023-11-23,2.1177
2023-11-24,1.95035
2023-11-25,0.60059
2023-11-26,0.513
2023-11-27,2.22719
2023-11-28,2.38672
2023-11-29,2.3007
2023-11-30,1.94879
2023-12-01,1.8002
2023-12-02,0.47703
2023-12-03,0.53646
2023-12-04,2.13022
2023-12-05,2.05671
2023-12-06,2.04732
2023-12-07,1.99415
2023-12-08,1.83461
2023-12-09,0.64594
2023-12-10,0.43323
2023-12-11,2.08486
2023-12-12,2.1396
2023-12-13,2.10988
2023-12-14,1.98476
2023-12-15,1.78769
2023-12-16,0.42385
2023-12-17,0.48954
2023-12-18,2.12865
2023-12-19,2.01604
2023-12-20,1.80646
2023-12-21,1.89874
2023-12-22,1.6047
2023-12-23,0.40977
2023-12-24,0.48954
2023-12-25,0.43323
2023-12-26,2.0395
2023-12-27,1.96286
2023-12-28,1.79395
2023-12-29,1.64536
2023-12-30,0.57556
2023-12-31,0.40195
2024-01-01,0.38788
2024-01-02,2.14899
2024-01-03,2.19434
2024-01-04,2.2397
2024-01-05,2.1177
2024-01-06,0.61623
2024-01-07,0.58182
2024-01-08,2.01291
2024-01-09,2.22562
2024-01-10,2.16619
2024-01-11,2.36326
2024-01-12,2.03794
2024-01-13,0.58964
2024-01-14,0.46764
2024-01-15,2.2397
2024-01-16,2.32416
2024-01-17,2.19747
2024-01-18,2.12709
2024-01-19,2.09737
2024-01-20,0.59277
2024-01-21,0.51613
2024-01-22,2.49464
2024-01-23,2.33198
2024-01-24,2.27411
2024-01-25,2.05827
2024-01-26,1.9394
2024-01-27,0.51144
2024-01-28,0.48954
2024-01-29,2.33198
2024-01-30,2.29601
2024-01-31,2.05358
2024-02-01,1.99571
2024-02-02,2.04419
2024-02-03,0.47859
2024-02-04,0.4958
2024-02-05,2.30852
2024-02-06,2.26316
2024-02-07,2.24283
2024-02-08,1.80802
2024-02-09,0.6131
2024-02-10,0.3566
2024-02-11,0.32375
2024-02-12,0.44105
2024-02-13,2.38672
2024-02-14,2.35075
2024-02-15,2.25847
2024-02-16,2.01291
2024-02-17,0.62248
2024-02-18,0.52708
2024-02-19,2.19121
2024-02-20,2.17714
2024-02-21,2.48995
2024-02-22,2.21155
2024-02-23,2.03325
2024-02-24,0.62092
2024-02-25,0.53959
2024-02-26,2.34449
2024-02-27,2.33354
2024-02-28,2.20685
2024-02-29,2.07704
2024-03-01,0.55679
2024-03-02,0.45044
2024-03-03,0.47077
2024-03-04,2.37577
2024-03-05,2.41018
2024-03-06,2.43833
2024-03-07,2.48525
2024-03-08,2.1224
2024-03-09,0.58964
2024-03-10,0.59433
2024-03-11,2.44615
2024-03-12,2.53218
2024-03-13,2.33354
2024-03-14,2.28662
2024-03-15,2.03794
2024-03-16,0.61935
2024-03-17,0.64751
2024-03-18,2.38203
2024-03-19,2.52123
2024-03-20,2.30226
