date,1인법인설립
2023-05-30,7.18002
2023-05-31,4.57856
2023-06-01,9.15712
2023-06-02,8.53277
2023-06-03,3.64203
2023-06-04,5.09885
2023-06-05,6.13943
2023-06-06,3.2258
2023-06-07,4.99479
2023-06-08,5.30697
2023-06-09,8.42872
2023-06-10,4.05827
2023-06-11,4.37044
2023-06-12,6.34755
2023-06-13,7.38813
2023-06-14,6.13943
2023-06-15,5.82726
2023-06-16,4.37044
2023-06-17,2.39334
2023-06-18,2.91363
2023-06-19,8.2206
2023-06-20,7.18002
2023-06-21,9.15712
2023-06-22,6.65972
2023-06-23,6.45161
2023-06-24,1.76899
2023-06-25,2.80957
2023-06-26,8.94901
2023-06-27,8.53277
2023-06-28,8.42872
2023-06-29,6.03537
2023-06-30,5.82726
2023-07-01,2.28928
2023-07-02,3.74609
2023-07-03,6.76378
2023-07-04,7.59625
2023-07-05,7.90842
2023-07-06,7.28407
2023-07-07,7.49219
2023-07-08,4.26638
2023-07-09,5.7232
2023-07-10,12.27887
2023-07-11,10.50988
2023-07-12,10.40582
2023-07-13,13.00728
2023-07-14,9.15712
2023-07-15,3.12174
2023-07-16,3.64203
2023-07-17,7.80437
2023-07-18,7.59625
2023-07-19,8.53277
2023-07-20,9.05306
2023-07-21,6.13943
2023-07-22,3.01768
2023-07-23,3.64203
2023-07-24,8.2206
2023-07-25,6.45161
2023-07-26,7.59625
2023-07-27,8.32466
2023-07-28,4.68262
2023-07-29,3.74609
2023-07-30,3.32986
2023-07-31,6.34755
2023-08-01,5.7232
2023-08-02,8.2206
2023-08-03,7.70031
2023-08-04,6.24349
2023-08-05,4.26638
2023-08-06,4.4745
2023-08-07,8.53277
2023-08-08,8.84495
2023-08-09,7.07596
2023-08-10,6.9719
2023-08-11,8.53277
2023-08-12,3.85015
2023-08-13,5.20291
2023-08-14,8.53277
2023-08-15,5.09885
2023-08-16,6.9719
2023-08-17,12.07075
2023-08-18,8.2206
2023-08-19,4.99479
2023-08-20,4.57856
2023-08-21,7.38813
2023-08-22,11.34235
2023-08-23,10.718
2023-08-24,9.98959
2023-08-25,8.42872
2023-08-26,5.51508
2023-08-27,4.26638
2023-08-28,9.15712
2023-08-29,8.63683
2023-08-30,8.74089
2023-08-31,8.11654
2023-09-01,5.82726
2023-09-02,4.78668
2023-09-03,4.57856
2023-09-04,8.63683
2023-09-05,11.75858
2023-09-06,7.80437
2023-09-07,6.9719
2023-09-08,6.9719
2023-09-09,3.53798
2023-09-10,4.89073
2023-09-11,7.70031
2023-09-12,9.88553
2023-09-13,7.70031
2023-09-14,9.36524
2023-09-15,8.74089
2023-09-16,4.05827
2023-09-17,3.74609
2023-09-18,9.26118
2023-09-19,6.9719
2023-09-20,6.9719
2023-09-21,7.07596
2023-09-22,7.28407
2023-09-23,1.9771
2023-09-24,4.78668
2023-09-25,5.61914
2023-09-26,6.45161
2023-09-27,2.91363
2023-09-28,3.12174
2023-09-29,1.76899
2023-09-30,2.08116
2023-10-01,3.43392
2023-10-02,3.01768
2023-10-03,4.99479
2023-10-04,8.94901
2023-10-05,7.80437
2023-10-06,6.65972
2023-10-07,3.74609
2023-10-08,3.12174
2023-10-09,4.99479
2023-10-10,7.59625
2023-10-11,6.86784
2023-10-12,8.74089
2023-10-13,8.11654
2023-10-14,3.2258
2023-10-15,4.89073
2023-10-16,8.32466
2023-10-17,6.76378
2023-10-18,6.86784
2023-10-19,6.13943
2023-10-20,6.03537
2023-10-21,4.05827
2023-10-22,4.05827
2023-10-23,8.42872
2023-10-24,7.59625
2023-10-25,7.70031
2023-10-26,5.51508
2023-10-27,6.86784
2023-10-28,3.64203
2023-10-29,3.32986
2023-10-30,9.98959
2023-10-31,7.80437
2023-11-01,7.18002
2023-11-02,8.32466
2023-11-03,7.59625
2023-11-04,3.95421
2023-11-05,4.16233
2023-11-06,7.59625
2023-11-07,9.15712
2023-11-08,8.11654
2023-11-09,7.90842
2023-11-10,8.63683
2023-11-11,3.53798
2023-11-12,4.68262
2023-11-13,7.38813
2023-11-14,7.28407
2023-11-15,8.94901
2023-11-16,9.05306
2023-11-17,5.20291
2023-11-18,3.43392
2023-11-19,1.87304
2023-11-20,4.68262
2023-11-21,5.41103
2023-11-22,7.80437
2023-11-23,8.63683
2023-11-24,5.51508
2023-11-25,2.80957
2023-11-26,1.9771
2023-11-27,6.76378
2023-11-28,5.7232
2023-11-29,7.80437
2023-11-30,6.9719
2023-12-01,4.57856
2023-12-02,3.95421
2023-12-03,3.53798
2023-12-04,6.9719
2023-12-05,8.53277
2023-12-06,6.76378
2023-12-07,7.59625
2023-12-08,6.34755
2023-12-09,3.53798
2023-12-10,5.93132
2023-12-11,8.01248
2023-12-12,7.07596
2023-12-13,8.42872
2023-12-14,9.26118
2023-12-15,3.85015
2023-12-16,4.89073
2023-12-17,5.93132
2023-12-18,7.80437
2023-12-19,5.51508
2023-12-20,8.32466
2023-12-21,6.03537
2023-12-22,5.7232
2023-12-23,3.43392
2023-12-24,4.26638
2023-12-25,3.12174
2023-12-26,8.2206
2023-12-27,7.59625
2023-12-28,7.28407
2023-12-29,6.65972
2023-12-30,4.4745
2023-12-31,3.12174
2024-01-01,4.68262
2024-01-02,7.90842
2024-01-03,7.49219
2024-01-04,8.84495
2024-01-05,6.9719
2024-01-06,3.32986
2024-01-07,3.74609
2024-01-08,8.84495
2024-01-09,8.84495
2024-01-10,7.90842
2024-01-11,8.63683
2024-01-12,7.18002
2024-01-13,5.82726
2024-01-14,4.89073
2024-01-15,11.03017
2024-01-16,12.48699
2024-01-17,12.27887
2024-01-18,12.17481
2024-01-19,9.78147
2024-01-20,4.37044
2024-01-21,6.13943
2024-01-22,12.6951
2024-01-23,11.23829
2024-01-24,12.07075
2024-01-25,11.03017
2024-01-26,9.26118
2024-01-27,5.09885
2024-01-28,5.41103
2024-01-29,11.65452
2024-01-30,11.75858
2024-01-31,11.23829
2024-02-01,10.82206
2024-02-02,8.53277
2024-02-03,4.57856
2024-02-04,5.41103
2024-02-05,9.36524
2024-02-06,9.88553
2024-02-07,10.19771
2024-02-08,7.18002
2024-02-09,5.30697
2024-02-10,4.78668
2024-02-11,4.37044
2024-02-12,8.32466
2024-02-13,13.73569
2024-02-14,13.9438
2024-02-15,15.1925
2024-02-16,15.1925
2024-02-17,6.65972
2024-02-18,9.05306
2024-02-19,12.59105
2024-02-20,11.34235
2024-02-21,10.718
2024-02-22,10.61394
2024-02-23,8.94901
2024-02-24,5.51508
2024-02-25,4.4745
2024-02-26,9.98959
2024-02-27,11.65452
2024-02-28,9.78147
2024-02-29,6.9719
2024-03-01,4.78668
2024-03-02,5.09885
2024-03-03,3.32986
2024-03-04,11.03017
2024-03-05,7.70031
2024-03-06,8.74089
2024-03-07,8.2206
2024-03-08,9.05306
2024-03-09,5.51508
2024-03-10,4.16233
2024-03-11,12.17481
2024-03-12,11.34235
2024-03-13,12.17481
2024-03-14,9.67741
2024-03-15,10.19771
2024-03-16,4.68262
2024-03-17,6.13943
2024-03-18,9.4693
2024-03-19,8.74089
2024-03-20,8.42872
