date,삼성증권ISA
2020-12-23,4.38328
2020-12-24,5.40265
2020-12-25,1.83486
2020-12-26,2.65035
2020-12-27,3.66972
2020-12-28,9.78593
2020-12-29,5.81039
2020-12-30,6.52395
2020-12-31,8.46075
2021-01-01,3.46585
2021-01-02,1.73292
2021-01-03,4.07747
2021-01-04,9.17431
2021-01-05,6.32008
2021-01-06,4.07747
2021-01-07,4.1794
2021-01-08,4.79102
2021-01-09,1.73292
2021-01-10,2.95616
2021-01-11,2.85423
2021-01-12,2.2426
2021-01-13,3.56778
2021-01-14,3.56778
2021-01-15,3.36391
2021-01-16,1.63098
2021-01-17,2.85423
2021-01-18,1.93679
2021-01-19,3.0581
2021-01-20,3.26197
2021-01-21,3.36391
2021-01-22,3.87359
2021-01-23,1.1213
2021-01-24,2.75229
2021-01-25,4.28134
2021-01-26,3.97553
2021-01-27,5.09683
2021-01-28,3.66972
2021-01-29,1.73292
2021-01-30,1.42711
2021-01-31,2.85423
2021-02-01,3.77166
2021-02-02,3.77166
2021-02-03,4.68909
2021-02-04,3.0581
2021-02-05,2.54841
2021-02-06,2.54841
2021-02-07,2.44648
2021-02-08,3.97553
2021-02-09,3.36391
2021-02-10,2.75229
2021-02-11,2.34454
2021-02-12,1.83486
2021-02-13,1.1213
2021-02-14,1.42711
2021-02-15,5.81039
2021-02-16,4.58715
2021-02-17,2.03873
2021-02-18,3.56778
2021-02-19,2.75229
2021-02-20,2.44648
2021-02-21,2.03873
2021-02-22,11.21304
2021-02-23,21.30479
2021-02-24,18.04281
2021-02-25,32.82364
2021-02-26,17.94087
2021-02-27,8.25688
2021-02-28,8.97043
2021-03-01,13.96534
2021-03-02,17.12538
2021-03-03,20.38735
2021-03-04,33.84301
2021-03-05,27.21712
2021-03-06,20.28542
2021-03-07,18.96024
2021-03-08,30.27522
2021-03-09,23.44546
2021-03-10,24.05708
2021-03-11,18.55249
2021-03-12,31.09072
2021-03-13,13.04791
2021-03-14,13.65953
2021-03-15,20.99898
2021-03-16,19.87767
2021-03-17,17.32925
2021-03-18,17.02344
2021-03-19,19.06218
2021-03-20,11.11111
2021-03-21,15.90214
2021-03-22,27.21712
2021-03-23,31.09072
2021-03-24,27.93068
2021-03-25,20.08154
2021-03-26,18.65443
2021-03-27,11.11111
2021-03-28,13.76146
2021-03-29,20.18348
2021-03-30,20.69317
2021-03-31,21.10091
2021-04-01,16.30988
2021-04-02,13.96534
2021-04-03,8.97043
2021-04-04,10.8053
2021-04-05,15.90214
2021-04-06,14.88277
2021-04-07,14.78083
2021-04-08,12.84403
2021-04-09,13.45565
2021-04-10,6.52395
2021-04-11,8.25688
2021-04-12,15.08664
2021-04-13,15.39245
2021-04-14,17.53312
2021-04-15,16.81957
2021-04-16,19.77573
2021-04-17,9.48012
2021-04-18,14.47502
2021-04-19,22.22222
2021-04-20,21.91641
2021-04-21,17.63506
2021-04-22,24.36289
2021-04-23,19.87767
2021-04-24,11.41692
2021-04-25,16.10601
2021-04-26,34.76044
2021-04-27,43.01732
2021-04-28,26.50356
2021-04-29,18.75637
2021-04-30,15.59633
2021-05-01,8.053
2021-05-02,8.25688
2021-05-03,64.52599
2021-05-04,18.45056
2021-05-05,11.21304
2021-05-06,13.04791
2021-05-07,9.9898
2021-05-08,6.32008
2021-05-09,6.72782
2021-05-10,11.11111
2021-05-11,9.68399
2021-05-12,9.88786
2021-05-13,12.23241
2021-05-14,7.74719
2021-05-15,3.36391
2021-05-16,7.44138
2021-05-17,9.48012
2021-05-18,9.78593
2021-05-19,7.03363
2021-05-20,8.8685
2021-05-21,7.95107
2021-05-22,3.87359
2021-05-23,6.21814
2021-05-24,8.76656
2021-05-25,12.43628
2021-05-26,8.053
2021-05-27,10.49949
2021-05-28,6.82976
2021-05-29,4.9949
2021-05-30,5.30071
2021-05-31,11.82466
2021-06-01,10.29561
2021-06-02,12.53822
2021-06-03,12.13047
2021-06-04,10.39755
2021-06-05,5.50458
2021-06-06,6.82976
2021-06-07,10.49949
2021-06-08,10.49949
2021-06-09,9.88786
2021-06-10,10.39755
2021-06-11,5.19877
2021-06-12,4.89296
2021-06-13,5.19877
2021-06-14,9.37818
2021-06-15,10.19367
2021-06-16,7.84913
2021-06-17,9.68399
2021-06-18,9.58205
2021-06-19,4.28134
2021-06-20,6.01427
2021-06-21,10.29561
2021-06-22,14.27115
2021-06-23,14.57696
2021-06-24,13.8634
2021-06-25,11.41692
2021-06-26,5.19877
2021-06-27,6.42201
2021-06-28,14.47502
2021-06-29,18.55249
2021-06-30,22.52803
2021-07-01,18.8583
2021-07-02,9.9898
2021-07-03,6.82976
2021-07-04,8.15494
2021-07-05,13.76146
2021-07-06,12.53822
2021-07-07,11.72273
2021-07-08,12.13047
2021-07-09,8.25688
2021-07-10,4.07747
2021-07-11,7.13557
2021-07-12,12.02854
2021-07-13,10.49949
2021-07-14,9.58205
2021-07-15,8.25688
2021-07-16,8.25688
2021-07-17,3.0581
2021-07-18,3.87359
2021-07-19,6.82976
2021-07-20,5.91233
2021-07-21,6.1162
2021-07-22,9.17431
2021-07-23,9.68399
2021-07-24,6.72782
2021-07-25,6.52395
2021-07-26,29.76554
2021-07-27,87.15596
2021-07-28,63.50662
2021-07-29,46.68705
2021-07-30,39.04179
2021-07-31,17.63506
2021-08-01,33.02752
2021-08-02,41.89602
2021-08-03,30.27522
2021-08-04,27.7268
2021-08-05,59.12334
2021-08-06,28.13455
2021-08-07,21.91641
2021-08-08,23.13965
2021-08-09,33.33333
2021-08-10,31.90621
2021-08-11,27.7268
2021-08-12,23.85321
2021-08-13,27.01325
2021-08-14,12.23241
2021-08-15,12.23241
2021-08-16,23.95514
2021-08-17,29.15392
2021-08-18,30.07135
2021-08-19,27.42099
2021-08-20,21.40672
2021-08-21,9.58205
2021-08-22,16.20795
2021-08-23,27.7268
2021-08-24,28.64424
2021-08-25,32.82364
2021-08-26,21.30479
2021-08-27,26.6055
2021-08-28,14.67889
2021-08-29,16.30988
2021-08-30,32.4159
2021-08-31,42.30377
2021-09-01,36.2895
2021-09-02,28.84811
2021-09-03,30.37716
2021-09-04,17.94087
2021-09-05,22.62996
2021-09-06,32.31396
2021-09-07,28.33843
2021-09-08,25.99388
2021-09-09,25.79001
2021-09-10,21.50866
2021-09-11,9.68399
2021-09-12,13.76146
2021-09-13,20.18348
2021-09-14,20.89704
2021-09-15,22.83384
2021-09-16,14.37308
2021-09-17,18.55249
2021-09-18,10.39755
2021-09-19,8.15494
2021-09-20,7.54332
2021-09-21,11.31498
2021-09-22,14.67889
2021-09-23,24.46483
2021-09-24,25.17838
2021-09-25,9.88786
2021-09-26,16.81957
2021-09-27,21.50866
2021-09-28,21.40672
2021-09-29,20.48929
2021-09-30,18.65443
2021-10-01,18.45056
2021-10-02,9.78593
2021-10-03,9.9898
2021-10-04,10.19367
2021-10-05,17.22731
2021-10-06,15.8002
2021-10-07,20.99898
2021-10-08,15.29051
2021-10-09,7.84913
2021-10-10,9.48012
2021-10-11,10.09174
2021-10-12,14.67889
2021-10-13,12.84403
2021-10-14,15.29051
2021-10-15,13.96534
2021-10-16,6.62589
2021-10-17,9.27624
2021-10-18,16.10601
2021-10-19,13.35372
2021-10-20,13.76146
2021-10-21,14.16921
2021-10-22,16.20795
2021-10-23,12.43628
2021-10-24,21.40672
2021-10-25,52.59938
2021-10-26,31.29459
2021-10-27,18.45056
2021-10-28,15.69826
2021-10-29,14.47502
2021-10-30,5.70846
2021-10-31,10.19367
2021-11-01,17.53312
2021-11-02,17.43119
2021-11-03,15.08664
2021-11-04,12.74209
2021-11-05,26.40163
2021-11-06,8.56269
2021-11-07,7.74719
2021-11-08,20.28542
2021-11-09,16.10601
2021-11-10,13.8634
2021-11-11,10.49949
2021-11-12,9.78593
2021-11-13,8.25688
2021-11-14,9.9898
2021-11-15,12.53822
2021-11-16,13.96534
2021-11-17,13.35372
2021-11-18,13.45565
2021-11-19,10.49949
2021-11-20,7.13557
2021-11-21,10.39755
2021-11-22,14.47502
2021-11-23,13.14984
2021-11-24,11.00917
2021-11-25,15.08664
2021-11-26,11.21304
2021-11-27,6.62589
2021-11-28,7.13557
2021-11-29,11.31498
2021-11-30,11.00917
2021-12-01,10.09174
2021-12-02,12.64016
2021-12-03,10.49949
2021-12-04,4.58715
2021-12-05,7.44138
2021-12-06,11.31498
2021-12-07,14.16921
2021-12-08,12.23241
2021-12-09,15.49439
2021-12-10,14.88277
2021-12-11,8.053
2021-12-12,9.07237
2021-12-13,16.51376
2021-12-14,12.43628
2021-12-15,11.72273
2021-12-16,13.96534
2021-12-17,11.00917
2021-12-18,6.42201
2021-12-19,9.9898
2021-12-20,15.8002
2021-12-21,17.63506
2021-12-22,18.55249
2021-12-23,32.61977
2021-12-24,46.99286
2021-12-25,17.43119
2021-12-26,23.95514
2021-12-27,50.76452
2021-12-28,69.8267
2021-12-29,77.77777
2021-12-30,81.65137
2021-12-31,100.0
2022-01-01,8.15494
2022-01-02,9.9898
2022-01-03,11.72273
2022-01-04,11.62079
2022-01-05,14.78083
2022-01-06,10.8053
2022-01-07,11.11111
2022-01-08,5.81039
2022-01-09,7.03363
2022-01-10,10.8053
2022-01-11,9.07237
2022-01-12,9.9898
2022-01-13,7.23751
2022-01-14,6.72782
2022-01-15,5.70846
2022-01-16,6.21814
2022-01-17,10.70336
2022-01-18,11.62079
2022-01-19,9.68399
2022-01-20,8.46075
2022-01-21,7.54332
2022-01-22,5.09683
2022-01-23,5.19877
2022-01-24,9.88786
2022-01-25,11.41692
2022-01-26,7.74719
2022-01-27,10.19367
2022-01-28,8.46075
2022-01-29,3.97553
2022-01-30,5.40265
2022-01-31,4.58715
2022-02-01,8.15494
2022-02-02,7.23751
2022-02-03,12.74209
2022-02-04,10.09174
2022-02-05,5.09683
2022-02-06,6.32008
2022-02-07,8.66462
2022-02-08,6.21814
2022-02-09,6.72782
2022-02-10,8.8685
2022-02-11,7.33944
2022-02-12,2.44648
2022-02-13,6.52395
2022-02-14,7.95107
2022-02-15,6.72782
2022-02-16,5.81039
2022-02-17,5.91233
2022-02-18,6.1162
2022-02-19,3.16004
2022-02-20,3.56778
2022-02-21,7.74719
2022-02-22,6.1162
2022-02-23,7.03363
2022-02-24,5.50458
2022-02-25,7.23751
2022-02-26,4.48521
2022-02-27,5.81039
2022-02-28,7.95107
2022-03-01,6.1162
2022-03-02,7.13557
2022-03-03,6.32008
2022-03-04,6.9317
2022-03-05,2.95616
2022-03-06,4.07747
2022-03-07,6.9317
2022-03-08,6.1162
2022-03-09,3.36391
2022-03-10,6.01427
2022-03-11,4.68909
2022-03-12,2.95616
2022-03-13,4.07747
2022-03-14,5.91233
2022-03-15,6.72782
2022-03-16,15.08664
2022-03-17,14.57696
2022-03-18,8.76656
2022-03-19,4.38328
2022-03-20,4.38328
2022-03-21,3.46585
2022-03-22,2.95616
2022-03-23,4.48521
2022-03-24,4.9949
2022-03-25,6.62589
2022-03-26,2.95616
2022-03-27,4.28134
2022-03-28,5.50458
2022-03-29,6.21814
2022-03-30,7.44138
2022-03-31,6.1162
2022-04-01,5.60652
2022-04-02,3.56778
2022-04-03,4.48521
2022-04-04,6.42201
2022-04-05,5.81039
2022-04-06,5.30071
2022-04-07,6.42201
2022-04-08,4.79102
2022-04-09,2.14067
2022-04-10,1.52905
2022-04-11,3.87359
2022-04-12,4.38328
2022-04-13,4.28134
2022-04-14,3.66972
2022-04-15,6.21814
2022-04-16,2.03873
2022-04-17,3.87359
2022-04-18,5.30071
2022-04-19,6.1162
2022-04-20,7.23751
2022-04-21,4.9949
2022-04-22,4.58715
2022-04-23,2.54841
2022-04-24,3.36391
2022-04-25,5.60652
2022-04-26,5.70846
2022-04-27,5.81039
2022-04-28,5.19877
2022-04-29,3.36391
2022-04-30,2.44648
2022-05-01,3.0581
2022-05-02,4.79102
2022-05-03,3.16004
2022-05-04,3.56778
2022-05-05,2.95616
2022-05-06,2.44648
2022-05-07,1.1213
2022-05-08,3.56778
2022-05-09,3.26197
2022-05-10,4.1794
2022-05-11,2.85423
2022-05-12,3.0581
2022-05-13,2.54841
2022-05-14,2.44648
2022-05-15,1.52905
2022-05-16,3.26197
2022-05-17,5.30071
2022-05-18,3.26197
2022-05-19,2.2426
2022-05-20,2.2426
2022-05-21,1.52905
2022-05-22,1.22324
2022-05-23,3.46585
2022-05-24,3.56778
2022-05-25,3.77166
2022-05-26,3.46585
2022-05-27,4.38328
2022-05-28,1.1213
2022-05-29,2.85423
2022-05-30,4.1794
2022-05-31,4.07747
2022-06-01,1.83486
2022-06-02,2.95616
2022-06-03,3.56778
2022-06-04,1.42711
2022-06-05,1.22324
2022-06-06,1.42711
2022-06-07,3.0581
2022-06-08,1.83486
2022-06-09,1.32517
2022-06-10,2.34454
2022-06-11,1.22324
2022-06-12,0.71355
2022-06-13,3.66972
2022-06-14,3.16004
2022-06-15,4.28134
2022-06-16,2.85423
2022-06-17,3.16004
2022-06-18,0.91743
2022-06-19,2.34454
2022-06-20,3.16004
2022-06-21,2.54841
2022-06-22,2.44648
2022-06-23,2.65035
2022-06-24,2.85423
2022-06-25,2.14067
2022-06-26,2.44648
2022-06-27,3.66972
2022-06-28,3.36391
2022-06-29,0.91743
2022-06-30,2.65035
2022-07-01,2.95616
2022-07-02,0.61162
2022-07-03,1.01936
2022-07-04,2.2426
2022-07-05,2.34454
2022-07-06,2.65035
2022-07-07,0.81549
2022-07-08,2.34454
2022-07-09,0.50968
2022-07-10,1.22324
2022-07-11,1.63098
2022-07-12,1.73292
2022-07-13,1.63098
2022-07-14,1.32517
2022-07-15,2.65035
2022-07-16,0.91743
2022-07-17,1.22324
2022-07-18,2.2426
2022-07-19,3.66972
2022-07-20,1.32517
2022-07-21,3.26197
2022-07-22,1.52905
2022-07-23,1.63098
2022-07-24,2.14067
2022-07-25,3.56778
2022-07-26,2.75229
2022-07-27,2.34454
2022-07-28,2.34454
2022-07-29,1.42711
2022-07-30,0.61162
2022-07-31,1.01936
2022-08-01,2.75229
2022-08-02,4.1794
2022-08-03,1.1213
2022-08-04,2.03873
2022-08-05,1.73292
2022-08-06,1.32517
2022-08-07,0.71355
2022-08-08,2.95616
2022-08-09,1.83486
2022-08-10,1.1213
2022-08-11,2.03873
2022-08-12,1.52905
2022-08-14,0.61162
2022-08-15,1.52905
2022-08-16,2.65035
2022-08-17,2.2426
2022-08-18,3.56778
2022-08-19,2.14067
2022-08-20,1.42711
2022-08-21,1.32517
2022-08-22,3.77166
2022-08-23,3.16004
2022-08-24,2.14067
2022-08-25,2.44648
2022-08-26,1.63098
2022-08-27,1.22324
2022-08-28,1.1213
2022-08-29,2.34454
2022-08-30,3.0581
2022-08-31,3.66972
2022-09-01,2.95616
2022-09-02,2.34454
2022-09-03,1.42711
2022-09-04,0.61162
2022-09-05,2.44648
2022-09-06,2.2426
2022-09-07,1.01936
2022-09-08,1.42711
2022-09-09,0.71355
2022-09-10,1.01936
2022-09-11,1.01936
2022-09-12,1.52905
2022-09-13,2.75229
2022-09-14,1.83486
2022-09-15,1.22324
2022-09-16,1.83486
2022-09-17,0.61162
2022-09-18,0.81549
2022-09-19,2.2426
2022-09-20,1.01936
2022-09-21,1.32517
2022-09-22,1.52905
2022-09-23,0.91743
2022-09-25,1.22324
2022-09-26,2.14067
2022-09-27,2.14067
2022-09-28,1.63098
2022-09-29,2.44648
2022-09-30,1.73292
2022-10-01,0.71355
2022-10-02,0.91743
2022-10-03,1.63098
2022-10-04,1.83486
2022-10-05,2.03873
2022-10-06,1.63098
2022-10-07,1.42711
2022-10-10,1.73292
2022-10-11,0.91743
2022-10-12,1.32517
2022-10-13,1.1213
2022-10-14,1.52905
2022-10-15,0.81549
2022-10-17,3.87359
2022-10-18,2.03873
2022-10-19,0.91743
2022-10-20,1.63098
2022-10-21,2.14067
2022-10-22,0.50968
2022-10-23,0.50968
2022-10-24,2.34454
2022-10-25,2.85423
2022-10-26,2.95616
2022-10-27,2.03873
2022-10-28,2.14067
2022-10-29,2.14067
2022-10-30,0.71355
2022-10-31,2.44648
2022-11-01,1.83486
2022-11-02,3.77166
2022-11-03,2.75229
2022-11-04,2.44648
2022-11-05,1.01936
2022-11-06,1.01936
2022-11-07,3.66972
2022-11-08,2.75229
2022-11-09,2.75229
2022-11-10,2.85423
2022-11-11,3.66972
2022-11-12,2.14067
2022-11-13,1.93679
2022-11-14,2.34454
2022-11-15,3.0581
2022-11-16,1.83486
2022-11-17,1.93679
2022-11-18,1.93679
2022-11-19,0.91743
2022-11-20,1.1213
2022-11-21,3.16004
2022-11-22,2.54841
2022-11-23,1.93679
2022-11-24,1.73292
2022-11-25,1.93679
2022-11-26,0.71355
2022-11-27,0.81549
2022-11-28,1.83486
2022-11-29,3.0581
2022-11-30,2.54841
2022-12-01,2.65035
2022-12-02,1.63098
2022-12-04,1.32517
2022-12-05,3.16004
2022-12-06,2.54841
2022-12-07,2.85423
2022-12-08,2.75229
2022-12-09,2.65035
2022-12-10,1.52905
2022-12-11,1.63098
2022-12-12,4.1794
2022-12-13,2.14067
2022-12-14,1.73292
2022-12-15,2.14067
2022-12-16,2.75229
2022-12-17,1.1213
2022-12-18,1.73292
2022-12-19,4.1794
2022-12-20,2.95616
2022-12-21,3.46585
2022-12-22,3.66972
2022-12-23,2.2426
2022-12-24,1.63098
2022-12-25,1.42711
2022-12-26,3.97553
2022-12-27,5.40265
2022-12-28,4.9949
2022-12-29,5.81039
2022-12-30,6.82976
2022-12-31,2.14067
2023-01-01,1.32517
2023-01-02,1.63098
2023-01-03,2.75229
2023-01-04,2.54841
2023-01-05,2.2426
2023-01-06,1.83486
2023-01-08,1.93679
2023-01-09,2.65035
2023-01-10,3.0581
2023-01-11,2.65035
2023-01-12,3.26197
2023-01-13,1.52905
2023-01-14,1.22324
2023-01-15,1.01936
2023-01-16,2.65035
2023-01-17,2.65035
2023-01-18,3.56778
2023-01-19,1.83486
2023-01-20,3.77166
2023-01-21,0.81549
2023-01-22,1.22324
2023-01-23,0.81549
2023-01-24,2.03873
2023-01-25,3.16004
2023-01-26,2.2426
2023-01-27,2.2426
2023-01-28,1.83486
2023-01-29,2.65035
2023-01-30,4.9949
2023-01-31,3.56778
2023-02-01,2.95616
2023-02-02,2.54841
2023-02-03,3.0581
2023-02-04,1.01936
2023-02-05,1.73292
2023-02-06,3.26197
2023-02-07,1.42711
2023-02-08,3.66972
2023-02-09,3.0581
2023-02-10,1.83486
2023-02-11,1.93679
2023-02-12,0.91743
2023-02-13,2.54841
2023-02-14,2.2426
2023-02-15,1.52905
2023-02-16,2.54841
2023-02-17,2.54841
2023-02-18,1.22324
2023-02-19,0.61162
2023-02-20,3.16004
2023-02-21,3.46585
2023-02-22,1.01936
2023-02-23,3.66972
2023-02-24,2.2426
2023-02-25,1.73292
2023-02-26,2.85423
2023-02-27,2.54841
2023-02-28,2.54841
2023-03-01,2.34454
2023-03-02,3.56778
2023-03-03,2.54841
2023-03-04,1.52905
2023-03-05,2.54841
2023-03-06,2.65035
2023-03-07,2.85423
2023-03-08,3.26197
2023-03-09,3.0581
2023-03-10,2.65035
2023-03-11,1.22324
2023-03-12,1.22324
2023-03-13,2.14067
2023-03-14,2.03873
2023-03-15,4.07747
2023-03-16,3.46585
2023-03-17,2.03873
2023-03-18,1.1213
2023-03-19,0.50968
2023-03-20,2.34454
2023-03-21,3.26197
2023-03-22,2.85423
2023-03-23,2.2426
2023-03-24,3.0581
2023-03-25,0.61162
2023-03-26,1.52905
2023-03-27,1.1213
2023-03-28,2.95616
2023-03-29,3.0581
2023-03-30,3.0581
2023-03-31,2.2426
2023-04-01,1.83486
2023-04-02,1.22324
2023-04-03,2.03873
2023-04-04,2.2426
2023-04-05,3.46585
2023-04-06,4.58715
2023-04-07,3.77166
2023-04-08,1.83486
2023-04-09,2.95616
2023-04-10,3.87359
2023-04-11,2.34454
2023-04-12,2.14067
2023-04-13,3.16004
2023-04-14,3.16004
2023-04-15,1.93679
2023-04-16,1.83486
2023-04-17,3.36391
2023-04-18,4.38328
2023-04-19,4.1794
2023-04-20,2.95616
2023-04-21,3.16004
2023-04-22,0.71355
2023-04-23,1.32517
2023-04-24,2.44648
2023-04-25,2.44648
2023-04-26,2.95616
2023-04-27,2.95616
2023-04-28,3.16004
2023-04-29,1.32517
2023-04-30,1.32517
2023-05-01,2.14067
2023-05-02,3.16004
2023-05-03,2.54841
2023-05-04,2.95616
2023-05-05,2.75229
2023-05-06,3.36391
2023-05-07,2.34454
2023-05-08,4.58715
2023-05-09,3.56778
2023-05-10,3.0581
2023-05-11,3.87359
2023-05-12,2.54841
2023-05-13,2.14067
2023-05-14,2.14067
2023-05-15,4.28134
2023-05-16,3.36391
2023-05-17,3.97553
2023-05-18,3.36391
2023-05-19,2.95616
2023-05-20,1.01936
2023-05-21,3.0581
2023-05-22,2.75229
2023-05-23,2.03873
2023-05-24,3.56778
2023-05-25,2.85423
2023-05-26,2.75229
2023-05-27,3.0581
2023-05-28,3.16004
2023-05-29,3.36391
2023-05-30,5.81039
2023-05-31,4.68909
2023-06-01,3.36391
2023-06-02,2.65035
2023-06-03,1.73292
2023-06-04,3.26197
2023-06-05,4.1794
2023-06-06,3.66972
2023-06-07,4.9949
2023-06-08,2.34454
2023-06-09,3.36391
2023-06-10,2.34454
2023-06-11,2.44648
2023-06-12,3.46585
2023-06-13,3.66972
2023-06-14,3.16004
2023-06-15,4.68909
2023-06-16,3.97553
2023-06-17,2.65035
2023-06-18,2.65035
2023-06-19,4.48521
2023-06-20,3.56778
2023-06-21,2.44648
2023-06-22,3.0581
2023-06-23,3.16004
2023-06-24,1.32517
2023-06-25,1.52905
2023-06-26,5.30071
2023-06-27,4.79102
2023-06-28,3.46585
2023-06-29,2.75229
2023-06-30,3.66972
2023-07-01,1.52905
2023-07-02,3.77166
2023-07-03,4.68909
2023-07-04,5.70846
2023-07-05,3.87359
2023-07-06,4.38328
2023-07-07,3.66972
2023-07-08,1.63098
2023-07-09,2.34454
2023-07-10,3.46585
2023-07-11,5.09683
2023-07-12,3.16004
2023-07-13,3.97553
2023-07-14,2.95616
2023-07-15,1.32517
2023-07-16,1.22324
2023-07-17,3.87359
2023-07-18,3.0581
2023-07-19,3.97553
2023-07-20,4.28134
2023-07-21,2.2426
2023-07-22,2.34454
2023-07-23,2.54841
2023-07-24,3.26197
2023-07-25,4.07747
2023-07-26,2.85423
2023-07-27,1.93679
2023-07-28,3.77166
2023-07-29,1.01936
2023-07-30,2.03873
2023-07-31,3.0581
2023-08-01,3.97553
2023-08-02,3.26197
2023-08-03,3.46585
2023-08-04,3.26197
2023-08-05,1.52905
2023-08-06,2.34454
2023-08-07,3.16004
2023-08-08,3.0581
2023-08-09,2.95616
2023-08-10,3.16004
2023-08-11,2.95616
2023-08-12,1.63098
2023-08-13,2.95616
2023-08-14,3.97553
2023-08-15,4.1794
2023-08-16,3.77166
2023-08-17,3.16004
2023-08-18,3.97553
2023-08-19,2.44648
2023-08-20,2.95616
2023-08-21,3.66972
2023-08-22,3.97553
2023-08-23,4.9949
2023-08-24,3.26197
2023-08-25,3.16004
2023-08-26,1.63098
2023-08-27,1.22324
2023-08-28,5.19877
2023-08-29,3.46585
2023-08-30,3.87359
2023-08-31,3.66972
2023-09-01,3.56778
2023-09-02,2.03873
2023-09-03,3.87359
2023-09-04,3.36391
2023-09-05,4.07747
2023-09-06,2.34454
2023-09-07,4.68909
2023-09-08,2.85423
2023-09-09,2.03873
2023-09-10,1.93679
2023-09-11,3.97553
2023-09-12,2.44648
2023-09-13,2.95616
2023-09-14,2.54841
2023-09-15,3.97553
2023-09-16,0.91743
2023-09-17,2.44648
2023-09-18,3.77166
2023-09-19,1.93679
2023-09-20,2.44648
2023-09-21,3.46585
2023-09-22,2.95616
2023-09-23,1.22324
2023-09-24,1.32517
2023-09-25,5.40265
2023-09-26,3.56778
2023-09-27,3.46585
2023-09-28,0.61162
2023-09-29,1.01936
2023-09-30,1.22324
2023-10-01,2.54841
2023-10-02,2.54841
2023-10-03,3.87359
2023-10-04,4.38328
2023-10-05,4.58715
2023-10-06,3.0581
2023-10-07,1.01936
2023-10-08,2.95616
2023-10-09,2.85423
2023-10-10,4.38328
2023-10-11,4.48521
2023-10-12,3.77166
2023-10-13,2.54841
2023-10-14,1.01936
2023-10-15,2.03873
2023-10-16,2.95616
2023-10-17,3.56778
2023-10-18,2.34454
2023-10-19,2.65035
2023-10-20,2.95616
2023-10-21,2.2426
2023-10-22,1.73292
2023-10-23,3.0581
2023-10-24,4.79102
2023-10-25,2.2426
2023-10-26,3.0581
2023-10-27,2.54841
2023-10-28,1.42711
2023-10-29,1.42711
2023-10-30,3.87359
2023-10-31,4.28134
2023-11-01,4.38328
2023-11-02,2.65035
2023-11-03,2.75229
2023-11-04,1.73292
2023-11-05,1.32517
2023-11-06,3.36391
2023-11-07,3.16004
2023-11-08,2.85423
2023-11-09,2.14067
2023-11-10,1.52905
2023-11-11,0.81549
2023-11-12,1.73292
2023-11-13,3.16004
2023-11-14,2.85423
2023-11-15,3.77166
2023-11-16,2.75229
2023-11-17,2.54841
2023-11-18,0.81549
2023-11-19,2.34454
2023-11-20,3.66972
2023-11-21,3.0581
2023-11-22,3.77166
2023-11-23,3.66972
2023-11-24,3.87359
2023-11-25,2.2426
2023-11-26,1.22324
2023-11-27,3.97553
2023-11-28,2.85423
2023-11-29,1.93679
2023-11-30,2.44648
2023-12-01,4.1794
2023-12-02,1.52905
2023-12-03,2.75229
2023-12-04,5.19877
2023-12-05,3.77166
2023-12-06,4.9949
2023-12-07,3.77166
2023-12-08,3.46585
2023-12-09,4.79102
2023-12-10,3.97553
2023-12-11,6.01427
2023-12-12,6.42201
2023-12-13,4.9949
