date,국민카드이벤트
2020-12-27,1.90972
2020-12-28,5.20833
2020-12-29,14.75694
2020-12-30,8.85416
2020-12-31,4.6875
2021-01-01,5.38194
2021-01-02,4.6875
2021-01-03,2.95138
2021-01-04,7.46527
2021-01-05,6.59722
2021-01-06,5.90277
2021-01-07,7.8125
2021-01-08,5.03472
2021-01-09,5.03472
2021-01-10,2.77777
2021-01-11,6.94444
2021-01-12,6.59722
2021-01-13,7.46527
2021-01-14,8.15972
2021-01-15,6.07638
2021-01-16,6.42361
2021-01-17,5.90277
2021-01-18,8.85416
2021-01-19,9.375
2021-01-20,7.8125
2021-01-21,7.46527
2021-01-22,8.15972
2021-01-23,7.29166
2021-01-24,3.81944
2021-01-25,6.77083
2021-01-26,8.15972
2021-01-27,9.02777
2021-01-28,9.54861
2021-01-29,10.06944
2021-01-30,4.6875
2021-01-31,5.55555
2021-02-01,18.22916
2021-02-02,16.31944
2021-02-03,14.75694
2021-02-04,15.10416
2021-02-05,11.97916
2021-02-06,8.15972
2021-02-07,7.63888
2021-02-08,9.72222
2021-02-09,7.46527
2021-02-10,6.42361
2021-02-11,5.03472
2021-02-12,3.125
2021-02-13,4.51388
2021-02-14,2.95138
2021-02-15,9.54861
2021-02-16,6.25
2021-02-17,7.98611
2021-02-18,8.85416
2021-02-19,7.8125
2021-02-20,3.81944
2021-02-21,6.77083
2021-02-22,6.07638
2021-02-23,12.15277
2021-02-24,7.29166
2021-02-25,6.25
2021-02-26,6.77083
2021-02-27,5.03472
2021-02-28,4.51388
2021-03-01,5.90277
2021-03-02,7.29166
2021-03-03,8.33333
2021-03-04,8.15972
2021-03-05,5.90277
2021-03-06,5.20833
2021-03-07,2.95138
2021-03-08,5.20833
2021-03-09,6.07638
2021-03-10,6.59722
2021-03-11,6.42361
2021-03-12,5.72916
2021-03-13,5.55555
2021-03-14,3.99305
2021-03-15,5.20833
2021-03-16,100.0
2021-03-17,12.84722
2021-03-18,8.85416
2021-03-19,10.24305
2021-03-20,6.25
2021-03-21,6.25
2021-03-22,5.03472
2021-03-23,5.72916
2021-03-24,4.86111
2021-03-25,7.11805
2021-03-26,7.29166
2021-03-27,4.34027
2021-03-28,6.42361
2021-03-29,6.77083
2021-03-30,7.11805
2021-03-31,7.29166
2021-04-01,8.68055
2021-04-02,8.15972
2021-04-03,6.07638
2021-04-04,2.95138
2021-04-05,6.94444
2021-04-06,6.59722
2021-04-07,4.34027
2021-04-08,7.11805
2021-04-09,6.94444
2021-04-10,2.08333
2021-04-11,2.25694
2021-04-12,6.94444
2021-04-13,4.51388
2021-04-14,5.03472
2021-04-15,3.29861
2021-04-16,3.125
2021-04-17,3.125
2021-04-18,3.64583
2021-04-19,5.90277
2021-04-20,8.85416
2021-04-21,7.11805
2021-04-22,5.55555
2021-04-23,5.55555
2021-04-24,4.34027
2021-04-25,5.38194
2021-04-26,7.63888
2021-04-27,6.07638
2021-04-28,5.90277
2021-04-29,4.6875
2021-04-30,4.6875
2021-05-01,7.29166
2021-05-02,4.16666
2021-05-03,6.94444
2021-05-04,8.15972
2021-05-05,4.16666
2021-05-06,6.42361
2021-05-07,5.90277
2021-05-08,3.99305
2021-05-09,3.99305
2021-05-10,6.25
2021-05-11,7.8125
2021-05-12,6.77083
2021-05-13,7.29166
2021-05-14,7.11805
2021-05-15,3.29861
2021-05-16,5.20833
2021-05-17,7.8125
2021-05-18,4.51388
2021-05-19,4.6875
2021-05-20,5.55555
2021-05-21,12.15277
2021-05-22,6.25
2021-05-23,4.51388
2021-05-24,11.11111
2021-05-25,10.06944
2021-05-26,9.02777
2021-05-27,6.77083
2021-05-28,7.63888
2021-05-29,3.99305
2021-05-30,5.38194
2021-05-31,9.20138
2021-06-01,15.97222
2021-06-02,14.40972
2021-06-03,8.33333
2021-06-04,11.45833
2021-06-05,5.72916
2021-06-06,7.29166
2021-06-07,11.45833
2021-06-08,10.06944
2021-06-09,7.98611
2021-06-10,9.72222
2021-06-11,5.90277
2021-06-12,2.60416
2021-06-13,3.29861
2021-06-14,5.20833
2021-06-15,5.55555
2021-06-16,8.15972
2021-06-17,5.03472
2021-06-18,6.42361
2021-06-19,3.81944
2021-06-20,5.20833
2021-06-21,8.68055
2021-06-22,6.94444
2021-06-23,8.50694
2021-06-24,9.20138
2021-06-25,10.24305
2021-06-26,5.38194
2021-06-27,3.99305
2021-06-28,7.11805
2021-06-29,6.77083
2021-06-30,10.06944
2021-07-01,13.54166
2021-07-02,7.63888
2021-07-03,4.51388
2021-07-04,3.81944
2021-07-05,5.55555
2021-07-06,5.55555
2021-07-07,6.77083
2021-07-08,5.55555
2021-07-09,3.64583
2021-07-10,2.08333
2021-07-11,3.64583
2021-07-12,5.90277
2021-07-13,4.16666
2021-07-14,6.77083
2021-07-15,9.375
2021-07-16,10.06944
2021-07-17,7.29166
2021-07-18,6.25
2021-07-19,11.45833
2021-07-20,11.63194
2021-07-21,9.375
2021-07-22,6.94444
2021-07-23,6.77083
2021-07-24,4.6875
2021-07-25,5.55555
2021-07-26,7.29166
2021-07-27,6.25
2021-07-28,7.29166
2021-07-29,7.29166
2021-07-30,7.46527
2021-07-31,5.38194
2021-08-01,7.46527
2021-08-02,7.29166
2021-08-03,5.20833
2021-08-04,5.38194
2021-08-05,6.77083
2021-08-06,6.94444
2021-08-07,2.60416
2021-08-08,3.29861
2021-08-09,4.34027
2021-08-10,6.59722
2021-08-11,7.8125
2021-08-12,6.94444
2021-08-13,10.59027
2021-08-14,5.72916
2021-08-15,4.34027
2021-08-16,4.6875
2021-08-17,6.25
2021-08-18,10.24305
2021-08-19,9.02777
2021-08-20,7.11805
2021-08-21,5.90277
2021-08-22,4.16666
2021-08-23,6.59722
2021-08-24,7.29166
2021-08-25,11.11111
2021-08-26,9.375
2021-08-27,5.72916
2021-08-28,3.81944
2021-08-29,4.34027
2021-08-30,7.98611
2021-08-31,10.06944
2021-09-01,13.02083
2021-09-02,6.25
2021-09-03,7.8125
2021-09-04,4.6875
2021-09-05,4.51388
2021-09-06,12.67361
2021-09-07,10.41666
2021-09-08,6.94444
2021-09-09,8.85416
2021-09-10,6.07638
2021-09-11,6.59722
2021-09-12,6.59722
2021-09-13,11.63194
2021-09-14,10.24305
2021-09-15,17.36111
2021-09-16,15.45138
2021-09-17,8.50694
2021-09-18,3.29861
2021-09-19,3.47222
2021-09-20,5.20833
2021-09-21,3.99305
2021-09-22,3.99305
2021-09-23,8.50694
2021-09-24,8.68055
2021-09-25,7.11805
2021-09-26,5.20833
2021-09-27,12.67361
2021-09-28,8.68055
2021-09-29,6.77083
2021-09-30,9.72222
2021-10-01,12.84722
2021-10-02,7.46527
2021-10-03,4.6875
2021-10-04,7.63888
2021-10-05,9.02777
2021-10-06,8.85416
2021-10-07,5.55555
2021-10-08,7.63888
2021-10-09,4.6875
2021-10-10,3.29861
2021-10-11,4.16666
2021-10-12,6.59722
2021-10-13,8.68055
2021-10-14,7.46527
2021-10-15,9.20138
2021-10-16,5.38194
2021-10-17,4.51388
2021-10-18,6.07638
2021-10-19,6.77083
2021-10-20,5.72916
2021-10-21,5.90277
2021-10-22,7.98611
2021-10-23,4.86111
2021-10-24,5.03472
2021-10-25,6.25
2021-10-26,6.94444
2021-10-27,9.54861
2021-10-28,5.55555
2021-10-29,7.46527
2021-10-30,9.89583
2021-10-31,8.68055
2021-11-01,22.39583
2021-11-02,9.20138
2021-11-03,10.41666
2021-11-04,8.50694
2021-11-05,9.54861
2021-11-06,4.86111
2021-11-07,7.98611
2021-11-08,8.15972
2021-11-09,8.68055
2021-11-10,8.85416
2021-11-11,10.59027
2021-11-12,4.6875
2021-11-13,3.47222
2021-11-14,2.77777
2021-11-15,8.68055
2021-11-16,8.15972
2021-11-17,6.42361
2021-11-18,7.46527
2021-11-19,6.94444
2021-11-20,3.81944
2021-11-21,3.47222
2021-11-22,5.55555
2021-11-23,7.63888
2021-11-24,5.38194
2021-11-25,11.28472
2021-11-26,8.15972
2021-11-27,3.125
2021-11-28,2.95138
2021-11-29,5.90277
2021-11-30,8.68055
2021-12-01,10.76388
2021-12-02,6.94444
2021-12-03,5.38194
2021-12-04,4.16666
2021-12-05,3.81944
2021-12-06,7.8125
2021-12-07,6.77083
2021-12-08,5.03472
2021-12-09,3.64583
2021-12-10,5.38194
2021-12-11,3.29861
2021-12-12,3.64583
2021-12-13,7.46527
2021-12-14,5.38194
2021-12-15,5.90277
2021-12-16,6.59722
2021-12-17,6.42361
2021-12-18,2.43055
2021-12-19,4.86111
2021-12-20,9.72222
2021-12-21,8.33333
2021-12-22,6.77083
2021-12-23,6.25
2021-12-24,6.25
2021-12-25,4.51388
2021-12-26,3.125
2021-12-27,7.8125
2021-12-28,7.46527
2021-12-29,5.38194
2021-12-30,7.29166
2021-12-31,7.29166
2022-01-01,5.20833
2022-01-02,4.6875
2022-01-03,11.97916
2022-01-04,5.03472
2022-01-05,8.33333
2022-01-06,7.98611
2022-01-07,6.94444
2022-01-08,4.51388
2022-01-09,3.64583
2022-01-10,7.29166
2022-01-11,7.98611
2022-01-12,5.55555
2022-01-13,9.72222
2022-01-14,13.88888
2022-01-15,14.58333
2022-01-16,23.61111
2022-01-17,32.46527
2022-01-18,25.86805
2022-01-19,12.5
2022-01-20,8.33333
2022-01-21,7.63888
2022-01-22,8.50694
2022-01-23,6.77083
2022-01-24,8.33333
2022-01-25,8.50694
2022-01-26,6.77083
2022-01-27,7.11805
2022-01-28,6.94444
2022-01-29,5.03472
2022-01-30,4.34027
2022-01-31,3.81944
2022-02-01,5.03472
2022-02-02,6.77083
2022-02-03,13.88888
2022-02-04,5.38194
2022-02-05,3.81944
2022-02-06,4.16666
2022-02-07,7.63888
2022-02-08,8.33333
2022-02-09,5.55555
2022-02-10,3.99305
2022-02-11,7.63888
2022-02-12,7.46527
2022-02-13,8.50694
2022-02-14,7.98611
2022-02-15,7.63888
2022-02-16,6.77083
2022-02-17,6.07638
2022-02-18,6.07638
2022-02-19,6.25
2022-02-20,4.51388
2022-02-21,7.63888
2022-02-22,6.59722
2022-02-23,7.29166
2022-02-24,5.20833
2022-02-25,5.38194
2022-02-26,2.25694
2022-02-27,3.64583
2022-02-28,5.38194
2022-03-01,9.02777
2022-03-02,5.72916
2022-03-03,6.94444
2022-03-04,5.38194
2022-03-05,4.16666
2022-03-06,2.95138
2022-03-07,6.77083
2022-03-08,5.90277
2022-03-09,3.99305
2022-03-10,6.94444
2022-03-11,6.94444
2022-03-12,2.95138
2022-03-13,1.73611
2022-03-14,9.89583
2022-03-15,9.375
2022-03-16,7.8125
2022-03-17,7.29166
2022-03-18,4.86111
2022-03-19,5.72916
2022-03-20,3.81944
2022-03-21,6.25
2022-03-22,6.77083
2022-03-23,5.38194
2022-03-24,6.77083
2022-03-25,6.42361
2022-03-26,3.29861
2022-03-27,4.51388
2022-03-28,5.38194
2022-03-29,6.42361
2022-03-30,5.90277
2022-03-31,6.77083
2022-04-01,12.32638
2022-04-02,9.89583
2022-04-03,11.80555
2022-04-04,7.98611
2022-04-05,7.29166
2022-04-06,6.77083
2022-04-07,10.24305
2022-04-08,7.8125
2022-04-09,3.125
2022-04-10,3.47222
2022-04-11,9.72222
2022-04-12,7.29166
2022-04-13,8.85416
2022-04-14,7.8125
2022-04-15,5.90277
2022-04-16,3.47222
2022-04-17,3.47222
2022-04-18,5.90277
2022-04-19,6.25
2022-04-20,7.8125
2022-04-21,4.34027
2022-04-22,9.02777
2022-04-23,3.125
2022-04-24,3.125
2022-04-25,3.64583
2022-04-26,7.11805
2022-04-27,7.46527
2022-04-28,6.07638
2022-04-29,10.24305
2022-04-30,3.81944
2022-05-01,9.02777
2022-05-02,7.8125
2022-05-03,8.50694
2022-05-04,6.94444
2022-05-05,2.43055
2022-05-06,4.6875
2022-05-07,2.95138
2022-05-08,2.95138
2022-05-09,5.03472
2022-05-10,6.94444
2022-05-11,6.77083
2022-05-12,8.33333
2022-05-13,7.11805
2022-05-14,4.34027
2022-05-15,4.34027
2022-05-16,6.77083
2022-05-17,7.29166
2022-05-18,5.03472
2022-05-19,5.38194
2022-05-20,8.15972
2022-05-21,1.5625
2022-05-22,6.25
2022-05-23,7.63888
2022-05-24,6.25
2022-05-25,7.11805
2022-05-26,7.29166
2022-05-27,6.77083
2022-05-28,2.43055
2022-05-29,3.64583
2022-05-30,5.38194
2022-05-31,10.24305
2022-06-01,11.97916
2022-06-02,9.375
2022-06-03,5.03472
2022-06-04,4.34027
2022-06-05,5.72916
2022-06-06,5.55555
2022-06-07,6.07638
2022-06-08,10.9375
2022-06-09,5.72916
2022-06-10,7.63888
2022-06-11,7.11805
2022-06-12,6.07638
2022-06-13,5.55555
2022-06-14,6.94444
2022-06-15,9.72222
2022-06-16,9.54861
2022-06-17,6.59722
2022-06-18,5.72916
2022-06-19,5.55555
2022-06-20,7.46527
2022-06-21,6.25
2022-06-22,7.8125
2022-06-23,7.8125
2022-06-24,6.25
2022-06-25,3.64583
2022-06-26,6.07638
2022-06-27,8.68055
2022-06-28,8.68055
2022-06-29,7.29166
2022-06-30,10.9375
2022-07-01,9.72222
2022-07-02,5.72916
2022-07-03,4.51388
2022-07-04,12.32638
2022-07-05,9.20138
2022-07-06,9.54861
2022-07-07,8.15972
2022-07-08,6.59722
2022-07-09,3.99305
2022-07-10,5.90277
2022-07-11,7.46527
2022-07-12,6.94444
2022-07-13,12.84722
2022-07-14,11.28472
2022-07-15,7.63888
2022-07-16,6.94444
2022-07-17,3.81944
2022-07-18,9.89583
2022-07-19,8.15972
2022-07-20,7.29166
2022-07-21,7.8125
2022-07-22,9.02777
2022-07-23,5.72916
2022-07-24,6.25
2022-07-25,8.85416
2022-07-26,8.33333
2022-07-27,9.72222
2022-07-28,8.15972
2022-07-29,7.63888
2022-07-30,5.20833
2022-07-31,8.15972
2022-08-01,16.14583
2022-08-02,11.80555
2022-08-03,12.15277
2022-08-04,11.97916
2022-08-05,10.41666
2022-08-06,12.32638
2022-08-07,10.9375
2022-08-08,20.83333
2022-08-09,16.31944
2022-08-10,15.27777
2022-08-11,7.98611
2022-08-12,10.59027
2022-08-13,6.25
2022-08-14,6.42361
2022-08-15,9.72222
2022-08-16,14.40972
2022-08-17,11.97916
2022-08-18,12.84722
2022-08-19,9.375
2022-08-20,4.34027
2022-08-21,6.77083
2022-08-22,9.20138
2022-08-23,12.32638
2022-08-24,11.80555
2022-08-25,10.06944
2022-08-26,12.67361
2022-08-27,3.81944
2022-08-28,7.8125
2022-08-29,10.41666
2022-08-30,9.20138
2022-08-31,15.45138
2022-09-01,15.97222
2022-09-02,15.79861
2022-09-03,6.42361
2022-09-04,7.11805
2022-09-05,11.28472
2022-09-06,8.85416
2022-09-07,9.02777
2022-09-08,6.59722
2022-09-09,5.72916
2022-09-10,1.90972
2022-09-11,6.25
2022-09-12,6.59722
2022-09-13,11.28472
2022-09-14,13.88888
2022-09-15,17.01388
2022-09-16,11.11111
2022-09-17,9.375
2022-09-18,8.85416
2022-09-19,11.97916
2022-09-20,14.93055
2022-09-21,12.5
2022-09-22,8.85416
2022-09-23,10.24305
2022-09-24,9.02777
2022-09-25,6.59722
2022-09-26,12.32638
2022-09-27,9.375
2022-09-28,11.63194
2022-09-29,10.9375
2022-09-30,15.625
2022-10-01,11.28472
2022-10-02,8.33333
2022-10-03,10.06944
2022-10-04,13.88888
2022-10-05,10.41666
2022-10-06,11.11111
2022-10-07,9.72222
2022-10-08,4.51388
2022-10-09,3.99305
2022-10-10,7.11805
2022-10-11,7.11805
2022-10-12,9.72222
2022-10-13,9.02777
2022-10-14,8.33333
2022-10-15,6.07638
2022-10-16,5.90277
2022-10-17,12.84722
2022-10-18,9.02777
2022-10-19,13.71527
2022-10-20,9.20138
2022-10-21,5.03472
2022-10-22,4.51388
2022-10-23,3.125
2022-10-24,9.72222
2022-10-25,7.8125
2022-10-26,8.33333
2022-10-27,10.24305
2022-10-28,8.50694
2022-10-29,6.94444
2022-10-30,3.29861
2022-10-31,10.9375
2022-11-01,17.1875
2022-11-02,14.93055
2022-11-03,11.80555
2022-11-04,8.33333
2022-11-05,4.6875
2022-11-06,5.72916
2022-11-07,9.54861
2022-11-08,9.375
2022-11-09,8.68055
2022-11-10,9.20138
2022-11-11,10.9375
2022-11-12,3.81944
2022-11-13,3.47222
2022-11-14,4.16666
2022-11-15,7.46527
2022-11-16,6.07638
2022-11-17,5.72916
2022-11-18,7.29166
2022-11-19,2.60416
2022-11-20,4.6875
2022-11-21,6.59722
2022-11-22,7.8125
2022-11-23,5.90277
2022-11-24,8.15972
2022-11-25,7.46527
2022-11-26,3.64583
2022-11-27,4.6875
2022-11-28,6.94444
2022-11-29,9.375
2022-11-30,10.41666
2022-12-01,17.70833
2022-12-02,9.54861
2022-12-03,5.03472
2022-12-04,6.59722
2022-12-05,11.11111
2022-12-06,10.41666
2022-12-07,9.89583
2022-12-08,7.11805
2022-12-09,6.77083
2022-12-10,6.07638
2022-12-11,5.90277
2022-12-12,6.94444
2022-12-13,12.32638
2022-12-14,7.46527
2022-12-15,7.11805
2022-12-16,8.15972
2022-12-17,2.77777
2022-12-18,3.29861
2022-12-19,6.07638
2022-12-20,6.42361
2022-12-21,12.67361
2022-12-22,6.42361
2022-12-23,8.15972
2022-12-24,4.16666
2022-12-25,7.98611
2022-12-26,8.50694
2022-12-27,5.72916
2022-12-28,8.33333
2022-12-29,6.94444
2022-12-30,6.94444
2022-12-31,5.72916
2023-01-01,12.32638
2023-01-02,15.10416
2023-01-03,17.70833
2023-01-04,13.02083
2023-01-05,14.0625
2023-01-06,10.41666
2023-01-07,6.77083
2023-01-08,7.11805
2023-01-09,7.63888
2023-01-10,10.9375
2023-01-11,13.54166
2023-01-12,9.89583
2023-01-13,10.06944
2023-01-14,6.42361
2023-01-15,7.8125
2023-01-16,13.36805
2023-01-17,11.97916
2023-01-18,10.59027
2023-01-19,7.98611
2023-01-20,9.20138
2023-01-21,4.34027
2023-01-22,4.6875
2023-01-23,5.38194
2023-01-24,6.59722
2023-01-25,9.72222
2023-01-26,11.80555
2023-01-27,10.06944
2023-01-28,8.33333
2023-01-29,5.90277
2023-01-30,13.19444
2023-01-31,12.15277
2023-02-01,24.47916
2023-02-02,16.84027
2023-02-03,15.10416
2023-02-04,7.11805
2023-02-05,10.24305
2023-02-06,14.93055
2023-02-07,15.79861
2023-02-08,15.79861
2023-02-09,16.49305
2023-02-10,11.28472
2023-02-11,8.33333
2023-02-12,10.06944
2023-02-13,16.66666
2023-02-14,14.75694
2023-02-15,14.40972
2023-02-16,11.45833
2023-02-17,14.0625
2023-02-18,10.76388
2023-02-19,8.50694
2023-02-20,11.28472
2023-02-21,21.70138
2023-02-22,14.0625
2023-02-23,13.02083
2023-02-24,11.45833
2023-02-25,5.90277
2023-02-26,8.33333
2023-02-27,12.15277
2023-02-28,15.79861
2023-03-01,18.05555
2023-03-02,17.70833
2023-03-03,11.45833
2023-03-04,13.88888
2023-03-05,9.54861
2023-03-06,11.63194
2023-03-07,12.15277
2023-03-08,10.59027
2023-03-09,10.59027
2023-03-10,9.02777
2023-03-11,4.6875
2023-03-12,6.07638
2023-03-13,10.41666
2023-03-14,10.76388
2023-03-15,10.9375
2023-03-16,7.63888
2023-03-17,8.50694
2023-03-18,4.51388
2023-03-19,7.98611
2023-03-20,9.72222
2023-03-21,6.77083
2023-03-22,7.98611
2023-03-23,5.55555
2023-03-24,8.68055
2023-03-25,5.20833
2023-03-26,8.15972
2023-03-27,8.15972
2023-03-28,5.72916
2023-03-29,8.33333
2023-03-30,9.375
2023-03-31,11.28472
2023-04-01,15.27777
2023-04-02,7.46527
2023-04-03,17.70833
2023-04-04,15.45138
2023-04-05,13.02083
2023-04-06,7.8125
2023-04-07,7.11805
2023-04-08,5.72916
2023-04-09,5.55555
2023-04-10,8.15972
2023-04-11,7.11805
2023-04-12,6.94444
2023-04-13,7.11805
2023-04-14,9.20138
2023-04-15,5.20833
2023-04-16,5.03472
2023-04-17,8.15972
2023-04-18,7.11805
2023-04-19,6.25
2023-04-20,9.375
2023-04-21,6.94444
2023-04-22,2.95138
2023-04-23,5.20833
2023-04-24,9.375
2023-04-25,8.33333
2023-04-26,6.07638
2023-04-27,5.90277
2023-04-28,7.8125
2023-04-29,3.99305
2023-04-30,2.43055
2023-05-01,15.27777
2023-05-02,16.14583
2023-05-03,14.0625
2023-05-04,8.68055
2023-05-05,6.77083
2023-05-06,5.55555
2023-05-07,5.20833
2023-05-08,11.28472
2023-05-09,9.72222
2023-05-10,7.46527
2023-05-11,10.24305
2023-05-12,5.38194
2023-05-13,6.25
2023-05-14,4.34027
2023-05-15,9.20138
2023-05-16,8.85416
2023-05-17,8.15972
2023-05-18,8.50694
2023-05-19,8.68055
2023-05-20,5.55555
2023-05-21,7.63888
2023-05-22,10.9375
2023-05-23,8.33333
2023-05-24,10.9375
2023-05-25,7.29166
2023-05-26,8.68055
2023-05-27,5.03472
2023-05-28,5.38194
2023-05-29,6.07638
2023-05-30,13.02083
2023-05-31,12.84722
2023-06-01,16.66666
2023-06-02,16.31944
