date,미국국채수익률
2024-02-03,18.63684
2024-02-04,7.05537
2024-02-05,35.61634
2024-02-06,40.12912
2024-02-07,33.8525
2024-02-08,28.71405
2024-02-09,19.25585
2024-02-10,10.84265
2024-02-11,5.9771
2024-02-12,13.60489
2024-02-13,38.19222
2024-02-14,45.17438
2024-02-15,34.09211
2024-02-16,32.8075
2024-02-17,12.50665
2024-02-18,5.63099
2024-02-19,21.36581
2024-02-20,29.92545
2024-02-21,28.8272
2024-02-22,31.4164
2024-02-23,28.30138
2024-02-24,12.77955
2024-02-25,5.56443
2024-02-26,25.57907
2024-02-27,30.89057
2024-02-28,28.15495
2024-02-29,27.6025
2024-03-01,19.87486
2024-03-02,13.07241
2024-03-03,6.37646
2024-03-04,25.35276
2024-03-05,31.45633
2024-03-06,34.56469
2024-03-07,35.64962
2024-03-08,32.59451
2024-03-09,13.40521
2024-03-10,5.85063
2024-03-11,27.496
2024-03-12,32.29499
2024-03-13,32.16853
2024-03-14,30.6443
2024-03-15,33.19355
2024-03-16,10.67625
2024-03-17,5.43796
2024-03-18,27.12992
2024-03-19,33.95234
2024-03-20,29.71246
