date,암보험비갱신형
2023-05-28,39.3826
2023-05-29,38.72778
2023-05-30,57.81103
2023-05-31,54.34985
2023-06-01,56.12722
2023-06-02,54.4434
2023-06-03,41.15996
2023-06-04,36.85687
2023-06-05,54.16276
2023-06-06,47.98877
2023-06-07,62.20767
2023-06-08,51.16931
2023-06-09,56.31431
2023-06-10,42.65668
2023-06-11,39.3826
2023-06-12,60.14967
2023-06-13,59.68194
2023-06-14,60.14967
2023-06-15,45.08886
2023-06-16,49.20486
2023-06-17,40.97287
2023-06-18,37.41814
2023-06-19,59.02712
2023-06-20,58.37231
2023-06-21,63.14312
2023-06-22,59.30776
2023-06-23,55.75304
2023-06-24,39.00841
2023-06-25,38.63423
2023-06-26,52.10477
2023-06-27,58.09167
2023-06-28,52.19831
2023-06-29,43.68568
2023-06-30,36.95042
2023-07-01,24.32179
2023-07-02,22.45088
2023-07-03,39.56969
2023-07-04,44.99532
2023-07-05,37.79232
2023-07-06,35.17305
2023-07-07,30.21515
2023-07-08,14.68662
2023-07-09,15.43498
2023-07-10,32.1796
2023-07-11,28.43779
2023-07-12,23.57343
2023-07-13,29.18615
2023-07-14,28.15715
2023-07-15,18.42843
2023-07-16,14.78016
2023-07-17,27.40879
2023-07-18,34.42469
2023-07-19,28.99906
2023-07-20,31.89897
2023-07-21,26.66043
2023-07-22,17.77362
2023-07-23,15.24789
2023-07-24,29.37324
2023-07-25,37.69878
2023-07-26,30.02806
2023-07-27,29.18615
2023-07-28,28.43779
2023-07-29,15.0608
2023-07-30,16.65107
2023-07-31,28.15715
2023-08-01,26.75397
2023-08-02,29.74742
2023-08-03,28.34424
2023-08-04,21.51543
2023-08-05,15.43498
2023-08-06,18.24134
2023-08-07,33.2086
2023-08-08,27.50233
2023-08-09,33.67633
2023-08-10,36.95042
2023-08-11,26.66043
2023-08-12,20.86061
2023-08-13,15.0608
2023-08-14,28.99906
2023-08-15,22.54443
2023-08-16,34.61178
2023-08-17,33.39569
2023-08-18,32.64733
2023-08-19,19.83161
2023-08-20,18.52198
2023-08-21,37.79232
2023-08-22,41.62768
2023-08-23,36.38914
2023-08-24,40.59869
2023-08-25,35.07951
2023-08-26,22.0767
2023-08-27,17.77362
2023-08-28,39.94387
2023-08-29,45.27595
2023-08-30,40.50514
2023-08-31,34.61178
2023-09-01,28.06361
2023-09-02,19.27034
2023-09-03,17.68007
2023-09-04,31.89897
2023-09-05,33.2086
2023-09-06,36.01496
2023-09-07,34.98596
2023-09-08,29.84097
2023-09-09,17.49298
2023-09-10,15.80916
2023-09-11,33.86342
2023-09-12,33.39569
2023-09-13,34.42469
2023-09-14,31.89897
2023-09-15,29.0926
2023-09-16,17.39943
2023-09-17,16.83816
2023-09-18,30.96351
2023-09-19,36.48269
2023-09-20,39.75678
2023-09-21,34.42469
2023-09-22,28.34424
2023-09-23,12.81571
2023-09-24,14.68662
2023-09-25,29.84097
2023-09-26,33.2086
2023-09-27,22.45088
2023-09-28,11.9738
2023-09-29,13.18989
2023-09-30,13.0028
2023-10-01,16.74462
2023-10-02,17.30589
2023-10-03,22.17025
2023-10-04,32.55378
2023-10-05,29.56033
2023-10-06,28.90551
2023-10-07,16.18334
2023-10-08,14.0318
2023-10-09,16.37043
2023-10-10,28.90551
2023-10-11,32.36669
2023-10-12,28.62488
2023-10-13,29.0926
2023-10-14,15.0608
2023-10-15,17.77362
2023-10-16,32.46024
2023-10-17,31.43124
2023-10-18,34.05051
2023-10-19,32.55378
2023-10-20,30.21515
2023-10-21,20.11225
2023-10-22,20.0187
2023-10-23,31.61833
2023-10-24,39.3826
2023-10-25,43.49859
2023-10-26,40.03741
2023-10-27,36.20205
2023-10-28,21.51543
2023-10-29,19.45743
2023-10-30,36.2956
2023-10-31,31.80542
2023-11-01,33.30215
2023-11-02,34.79887
2023-11-03,29.46679
2023-11-04,17.1188
2023-11-05,21.79607
2023-11-06,32.36669
2023-11-07,30.77642
2023-11-08,32.1796
2023-11-09,27.59588
2023-11-10,27.50233
2023-11-11,14.59307
2023-11-12,19.55098
2023-11-13,28.62488
2023-11-14,31.89897
2023-11-15,35.82787
2023-11-16,32.46024
2023-11-17,28.06361
2023-11-18,15.62207
2023-11-19,17.86716
2023-11-20,32.08606
2023-11-21,38.72778
2023-11-22,39.3826
2023-11-23,35.07951
2023-11-24,25.63143
2023-11-25,14.31244
2023-11-26,13.65762
2023-11-27,31.33769
2023-11-28,30.30869
2023-11-29,28.99906
2023-11-30,31.80542
2023-12-01,23.85406
2023-12-02,14.21889
2023-12-03,17.1188
2023-12-04,28.90551
2023-12-05,31.24415
2023-12-06,32.27315
2023-12-07,30.77642
2023-12-08,25.44434
2023-12-09,16.65107
2023-12-10,18.98971
2023-12-11,31.99251
2023-12-12,32.83442
2023-12-13,33.95696
2023-12-14,32.74087
2023-12-15,31.89897
2023-12-16,17.02525
2023-12-17,19.08325
2023-12-18,30.96351
2023-12-19,36.10851
2023-12-20,33.39569
2023-12-21,31.1506
2023-12-22,23.01216
2023-12-23,18.24134
2023-12-24,13.84471
2023-12-25,18.05425
2023-12-26,37.79232
2023-12-27,36.38914
2023-12-28,35.64078
2023-12-29,27.87652
2023-12-30,20.20579
2023-12-31,13.56407
2024-01-01,18.1478
2024-01-02,36.20205
2024-01-03,33.76987
2024-01-04,35.64078
2024-01-05,31.52478
2024-01-06,20.57998
2024-01-07,21.70252
2024-01-08,32.55378
2024-01-09,35.54724
2024-01-10,35.82787
2024-01-11,37.3246
2024-01-12,35.64078
2024-01-13,19.45743
2024-01-14,21.14125
2024-01-15,33.30215
2024-01-16,36.38914
2024-01-17,36.76333
2024-01-18,40.2245
2024-01-19,78.20392
2024-01-20,39.10196
2024-01-21,40.50514
2024-01-22,70.43966
2024-01-23,74.18147
2024-01-24,71.84284
2024-01-25,79.23292
2024-01-26,68.00748
2024-01-27,40.97287
2024-01-28,41.44059
2024-01-29,72.21702
2024-01-30,77.45556
2024-01-31,69.59775
2024-02-01,71.09448
2024-02-02,68.10102
2024-02-03,38.26005
2024-02-04,44.62114
2024-02-05,71.65575
2024-02-06,73.24602
2024-02-07,64.5463
2024-02-08,59.68194
2024-02-09,30.96351
2024-02-10,35.92142
2024-02-11,36.20205
2024-02-12,37.79232
2024-02-13,69.22357
2024-02-14,68.38166
2024-02-15,72.77829
2024-02-16,68.84939
2024-02-17,34.98596
2024-02-18,50.42095
2024-02-19,72.12347
2024-02-20,69.59775
2024-02-21,80.44901
2024-02-22,66.6043
2024-02-23,57.34331
2024-02-24,37.04396
2024-02-25,46.77268
2024-02-26,69.22357
2024-02-27,73.24602
2024-02-28,64.63985
2024-02-29,60.4303
2024-03-01,38.16651
2024-03-02,42.00187
2024-03-03,37.51169
2024-03-04,70.34611
2024-03-05,66.88493
2024-03-06,68.28811
2024-03-07,72.12347
2024-03-08,65.66884
2024-03-09,39.3826
2024-03-10,38.63423
2024-03-11,65.48175
2024-03-12,75.49111
2024-03-13,68.84939
2024-03-14,72.31057
2024-03-15,66.51075
2024-03-16,38.3536
2024-03-17,40.78578
2024-03-18,76.23947
2024-03-19,72.49766
2024-03-20,75.49111
