date,오늘의금값
2020-06-29,2.23583
2020-06-30,2.073
2020-07-01,2.93621
2020-07-02,2.78236
2020-07-03,2.0748
2020-07-04,1.21459
2020-07-05,1.42949
2020-07-06,2.96973
2020-07-07,2.419
2020-07-08,2.70155
2020-07-09,2.92483
2020-07-10,2.39446
2020-07-11,1.41871
2020-07-12,1.29301
2020-07-13,3.41989
2020-07-14,5.35462
2020-07-15,3.76888
2020-07-16,3.30256
2020-07-17,3.16129
2020-07-18,2.03649
2020-07-19,1.70964
2020-07-20,2.90687
2020-07-21,2.79733
2020-07-22,4.26873
2020-07-23,5.13792
2020-07-24,5.59705
2020-07-25,15.16354
2020-07-26,2.80511
2020-07-27,6.70569
2020-07-28,9.0379
2020-07-29,9.52218
2020-07-30,5.52103
2020-07-31,5.09302
2020-08-01,3.50669
2020-08-02,2.35615
2020-08-03,4.16517
2020-08-04,3.84969
2020-08-05,9.33601
2020-08-06,6.27289
2020-08-07,5.82692
2020-08-08,3.48454
2020-08-09,2.34118
2020-08-10,4.56384
2020-08-11,4.56085
2020-08-12,100.0
2020-08-13,10.99777
2020-08-14,6.47463
2020-08-15,3.36242
2020-08-16,2.61834
2020-08-17,3.27083
2020-08-18,5.95982
2020-08-19,4.78533
2020-08-20,4.52793
2020-08-21,3.8042
2020-08-22,2.17118
2020-08-23,1.74197
2020-08-24,3.60486
2020-08-25,3.35344
2020-08-26,2.938
2020-08-27,3.22175
2020-08-28,2.89071
2020-08-29,1.95268
2020-08-30,1.71862
2020-08-31,3.04695
2020-09-01,2.86258
2020-09-02,2.77338
2020-09-03,2.65127
2020-09-04,3.25587
2020-09-05,1.69109
2020-09-06,1.60189
2020-09-07,2.64528
2020-09-08,2.45193
2020-09-09,2.52795
2020-09-10,2.35854
2020-09-11,2.26695
2020-09-12,1.5097
2020-09-13,1.21519
2020-09-14,2.246
2020-09-15,2.23164
2020-09-16,2.07839
2020-09-17,2.04247
2020-09-18,2.08976
2020-09-19,1.35107
2020-09-20,1.06613
2020-09-21,2.09515
2020-09-22,2.21487
2020-09-23,2.21667
2020-09-24,2.78895
2020-09-25,2.73148
2020-09-26,1.41033
2020-09-27,1.17029
2020-09-28,2.00656
2020-09-29,2.06881
2020-09-30,1.11222
2020-10-01,1.29839
2020-10-02,1.34149
2020-10-03,1.24033
2020-10-04,1.14874
2020-10-05,2.11491
2020-10-06,2.03768
2020-10-07,1.94909
2020-10-08,1.83356
2020-10-09,1.34748
2020-10-10,1.21519
2020-10-11,1.03261
2020-10-12,2.05564
2020-10-13,1.82757
2020-10-14,1.89581
2020-10-15,1.82458
2020-10-16,1.76591
2020-10-17,1.07271
2020-10-18,0.94581
2020-10-19,1.80482
2020-10-20,1.73179
2020-10-21,1.72102
2020-10-22,1.67971
2020-10-23,1.55999
2020-10-24,1.02602
2020-10-25,0.87876
2020-10-26,1.69528
2020-10-27,1.6839
2020-10-28,1.64559
2020-10-29,1.74316
2020-10-30,2.35435
2020-10-31,1.18525
2020-11-01,0.9943
2020-11-02,1.78327
2020-11-03,1.6827
2020-11-04,1.98441
2020-11-05,2.17776
2020-11-06,2.61535
2020-11-07,1.44266
2020-11-08,1.13258
2020-11-09,2.14603
2020-11-10,3.18284
2020-11-11,2.25738
2020-11-12,2.18255
2020-11-13,2.09934
2020-11-14,1.22895
2020-11-15,1.15772
2020-11-16,2.06462
2020-11-17,2.02631
2020-11-18,1.98441
2020-11-19,1.95208
2020-11-20,1.9431
2020-11-21,1.19124
2020-11-22,1.10025
2020-11-23,2.18255
2020-11-24,2.14304
2020-11-25,2.5052
2020-11-26,2.70454
2020-11-27,2.60577
2020-11-28,2.60338
2020-11-29,1.44745
2020-11-30,2.79014
2020-12-01,2.65186
2020-12-02,3.5426
2020-12-03,3.00684
2020-12-04,2.92842
2020-12-05,1.74855
2020-12-06,1.57735
2020-12-07,3.44802
2020-12-08,2.72669
2020-12-09,2.57584
2020-12-10,2.57285
2020-12-11,2.36034
2020-12-12,1.75873
2020-12-13,1.47678
2020-12-14,2.45432
2020-12-15,2.39805
2020-12-16,2.44474
2020-12-17,2.42499
2020-12-18,2.67641
2020-12-19,1.5983
2020-12-20,1.43967
2020-12-21,2.59799
2020-12-22,2.58781
2020-12-23,2.41601
2020-12-24,2.30107
2020-12-25,1.60129
2020-12-26,1.50851
2020-12-27,1.41273
2020-12-28,2.40284
2020-12-29,2.30766
2020-12-30,2.39326
2020-12-31,1.84074
2021-01-01,2.53334
2021-01-02,1.60848
2021-01-03,1.79584
2021-01-04,2.58781
2021-01-05,2.84462
2021-01-06,2.86497
2021-01-07,2.6782
2021-01-08,2.70754
2021-01-09,1.90898
2021-01-10,1.74257
2021-01-11,3.05952
2021-01-12,2.94339
2021-01-13,2.76381
2021-01-14,2.56447
2021-01-15,2.5519
2021-01-16,1.71742
2021-01-17,1.53006
2021-01-18,2.3783
2021-01-19,2.36812
2021-01-20,2.33879
2021-01-21,2.38189
2021-01-22,2.34537
2021-01-23,1.49534
2021-01-24,1.29061
2021-01-25,2.35495
2021-01-26,2.38069
2021-01-27,2.12568
2021-01-28,2.16459
2021-01-29,2.17776
2021-01-30,1.4672
2021-01-31,1.19423
2021-02-01,2.30706
2021-02-02,2.5519
2021-02-03,2.36154
2021-02-04,1.99039
2021-02-05,2.3328
2021-02-06,1.46301
2021-02-07,1.28522
2021-02-08,1.91557
2021-02-09,1.89222
2021-02-10,1.71383
2021-02-11,1.02483
2021-02-12,1.00866
2021-02-13,1.11282
2021-02-14,1.26188
2021-02-15,2.36513
2021-02-16,2.16579
2021-02-17,2.5082
2021-02-18,2.88892
2021-02-19,6.12204
2021-02-20,2.82307
2021-02-21,2.16878
2021-02-22,3.20558
2021-02-23,3.12537
2021-02-24,2.59559
2021-02-25,2.39446
2021-02-26,2.32442
2021-02-27,1.63302
2021-02-28,1.47618
2021-03-01,1.55101
2021-03-02,2.48425
2021-03-03,2.9386
2021-03-04,3.09484
2021-03-05,2.9829
2021-03-06,2.20709
2021-03-07,1.60788
2021-03-08,2.48126
2021-03-09,2.52556
2021-03-10,2.47946
2021-03-11,2.98948
2021-03-12,2.35495
2021-03-13,1.38938
2021-03-14,1.50132
2021-03-15,2.21847
2021-03-16,2.04786
2021-03-17,2.01374
2021-03-18,2.04307
2021-03-19,1.85511
2021-03-20,1.23075
2021-03-21,0.96676
2021-03-22,1.81919
2021-03-23,1.67373
2021-03-24,1.727
2021-03-25,1.65637
2021-03-26,1.54143
2021-03-27,1.0356
2021-03-28,0.95479
2021-03-29,1.7276
2021-03-30,1.62105
2021-03-31,1.86648
2021-04-01,1.74077
2021-04-02,2.50221
2021-04-03,1.32473
2021-04-04,0.96856
2021-04-05,1.73658
2021-04-06,1.73179
2021-04-07,1.63422
2021-04-08,1.61746
2021-04-09,1.66594
2021-04-10,1.01106
2021-04-11,1.04697
2021-04-12,1.71323
2021-04-13,1.74795
2021-04-14,1.66774
2021-04-15,1.7719
2021-04-16,1.71264
2021-04-17,1.11462
2021-04-18,0.87577
2021-04-19,1.73
2021-04-20,1.71623
2021-04-21,1.74616
2021-04-22,1.61985
2021-04-23,1.80243
2021-04-24,1.07092
2021-04-25,0.8638
2021-04-26,1.61865
2021-04-27,1.56059
2021-04-28,1.48696
2021-04-29,1.45703
2021-04-30,1.37861
2021-05-01,0.93144
2021-05-02,0.73749
2021-05-03,1.41871
2021-05-04,1.53066
2021-05-05,1.05536
2021-05-06,1.50132
2021-05-07,1.57795
2021-05-08,1.17508
2021-05-09,0.87278
2021-05-10,1.68091
2021-05-11,1.74137
2021-05-12,1.75454
2021-05-13,1.9018
2021-05-14,1.69348
2021-05-15,1.10265
2021-05-16,0.95658
2021-05-17,2.00177
2021-05-18,2.08138
2021-05-19,2.92483
2021-05-20,2.97272
2021-05-21,2.34058
2021-05-22,1.3828
2021-05-23,1.26966
2021-05-24,2.79733
2021-05-25,2.19632
2021-05-26,2.25199
2021-05-27,2.51538
2021-05-28,2.17297
2021-05-29,1.27624
2021-05-30,1.12479
2021-05-31,2.00536
2021-06-01,1.9425
2021-06-02,2.04187
2021-06-03,2.2478
2021-06-04,1.87007
2021-06-05,1.19603
2021-06-06,0.96197
2021-06-07,1.80003
2021-06-08,1.79524
2021-06-09,1.72221
2021-06-10,1.62284
2021-06-11,1.57675
2021-06-12,0.98532
2021-06-13,0.78538
2021-06-14,1.57196
2021-06-15,1.57316
2021-06-16,1.57735
2021-06-17,1.59591
2021-06-18,1.82278
2021-06-19,1.15173
2021-06-20,0.88116
2021-06-21,1.75454
2021-06-22,1.69348
2021-06-23,1.67732
2021-06-24,1.56897
2021-06-25,1.45882
2021-06-26,1.0805
2021-06-27,0.83147
2021-06-28,1.52527
2021-06-29,1.65158
2021-06-30,1.7731
2021-07-01,1.61626
2021-07-02,1.49294
2021-07-03,0.96257
2021-07-04,0.82189
2021-07-05,1.57076
2021-07-06,1.43308
2021-07-07,1.50911
2021-07-08,1.60369
2021-07-09,1.56059
2021-07-10,0.9943
2021-07-11,1.04278
2021-07-12,1.55819
2021-07-13,1.49175
2021-07-14,1.50851
2021-07-15,1.6426
2021-07-16,1.52587
2021-07-17,1.04997
2021-07-18,0.92665
2021-07-19,1.51868
2021-07-20,1.66714
2021-07-21,1.5127
2021-07-22,1.4684
2021-07-23,1.45224
2021-07-24,0.98173
2021-07-25,0.83327
2021-07-26,1.42949
2021-07-27,1.39956
2021-07-28,1.40435
2021-07-29,1.3367
2021-07-30,1.4265
2021-07-31,0.87038
2021-08-01,0.81232
2021-08-02,1.3403
2021-08-03,1.38878
2021-08-04,1.42291
2021-08-05,1.49713
2021-08-06,1.44146
2021-08-07,1.05595
2021-08-08,0.85901
2021-08-09,1.73
2021-08-10,1.70126
2021-08-11,2.26935
2021-08-12,2.58003
2021-08-13,1.84433
2021-08-14,1.21459
2021-08-15,1.02064
2021-08-16,1.30258
2021-08-17,1.86349
2021-08-18,1.80183
2021-08-19,1.83415
2021-08-20,1.86648
2021-08-21,1.02064
2021-08-22,0.93922
2021-08-23,1.73957
2021-08-24,1.60848
2021-08-25,1.59291
2021-08-26,1.6396
2021-08-27,1.53006
2021-08-28,1.01465
2021-08-29,0.9081
2021-08-30,1.58034
2021-08-31,1.54682
2021-09-01,1.5133
2021-09-02,1.48756
2021-09-03,1.38519
2021-09-04,0.92905
2021-09-05,0.79556
2021-09-06,1.4247
2021-09-07,1.38639
2021-09-08,1.33431
2021-09-09,1.41931
2021-09-10,1.31934
2021-09-11,0.91288
2021-09-12,0.75365
2021-09-13,1.26008
2021-09-14,1.2942
2021-09-15,1.24272
2021-09-16,1.26008
2021-09-17,1.27265
2021-09-18,0.77999
2021-09-19,0.65189
2021-09-20,0.51121
2021-09-21,0.66865
2021-09-22,0.80813
2021-09-23,1.42171
2021-09-24,1.43967
2021-09-25,0.95658
2021-09-26,0.75305
2021-09-27,1.34808
2021-09-28,1.27505
2021-09-29,1.40435
2021-09-30,1.36544
2021-10-01,1.31515
2021-10-02,0.84524
2021-10-03,0.777
2021-10-04,1.04997
2021-10-05,1.66175
2021-10-06,1.51689
2021-10-07,1.43188
2021-10-08,1.36005
2021-10-09,0.84045
2021-10-10,0.67224
2021-10-11,0.96556
2021-10-12,1.48995
2021-10-13,1.32653
2021-10-14,1.34089
2021-10-15,1.34808
2021-10-16,0.89253
2021-10-17,0.69858
2021-10-18,1.27325
2021-10-19,1.31994
2021-10-20,1.2505
2021-10-21,1.2541
2021-10-22,1.2511
2021-10-23,0.78777
2021-10-24,0.80513
2021-10-25,1.62284
2021-10-26,1.37142
2021-10-27,1.26727
2021-10-28,1.20321
2021-10-29,1.21758
2021-10-30,0.8189
2021-10-31,0.64051
2021-11-01,1.16969
2021-11-02,1.25948
2021-11-03,1.19543
2021-11-04,1.17268
2021-11-05,1.14754
2021-11-06,0.75126
2021-11-07,0.67942
2021-11-08,1.37681
2021-11-09,1.41333
2021-11-10,1.45044
2021-11-11,1.67851
2021-11-12,1.58693
2021-11-13,0.99789
2021-11-14,0.80394
2021-11-15,1.75933
2021-11-16,1.96645
2021-11-17,1.94131
2021-11-18,1.78387
2021-11-19,1.61446
2021-11-20,1.04937
2021-11-21,0.90031
2021-11-22,1.58034
2021-11-23,1.63182
2021-11-24,1.60548
2021-11-25,1.64619
2021-11-26,1.56837
2021-11-27,1.11043
2021-11-28,1.18944
2021-11-29,1.94071
2021-11-30,1.82996
2021-12-01,1.64918
2021-12-02,1.61626
2021-12-03,1.61566
2021-12-04,1.02782
2021-12-05,0.87637
2021-12-06,1.5995
2021-12-07,1.47199
2021-12-08,1.45882
2021-12-09,1.41632
2021-12-10,1.37801
2021-12-11,0.93384
2021-12-12,0.79256
2021-12-13,1.39477
2021-12-14,1.33012
2021-12-15,1.29241
2021-12-16,1.31515
2021-12-17,1.32713
2021-12-18,0.95838
2021-12-19,0.78179
2021-12-20,1.52766
2021-12-21,1.4666
2021-12-22,1.42111
2021-12-23,1.43129
2021-12-24,1.34269
2021-12-25,0.8638
2021-12-26,0.81351
2021-12-27,1.40016
2021-12-28,1.41333
2021-12-29,1.34628
2021-12-30,1.2942
2021-12-31,1.88683
2022-01-01,1.36424
2022-01-02,1.14395
2022-01-03,1.89581
2022-01-04,1.75993
2022-01-05,1.68869
2022-01-06,1.78986
2022-01-07,1.71443
2022-01-08,1.07631
2022-01-09,0.95718
2022-01-10,1.58274
2022-01-11,1.60369
2022-01-12,1.51449
2022-01-13,1.45104
2022-01-14,1.49534
2022-01-15,1.03859
2022-01-16,0.97993
2022-01-17,1.47139
2022-01-18,1.38878
2022-01-19,1.36783
2022-01-20,1.45403
2022-01-21,1.44745
2022-01-22,1.02662
2022-01-23,1.00687
2022-01-24,1.67911
2022-01-25,1.76172
2022-01-26,1.69887
2022-01-27,1.79704
2022-01-28,1.58693
2022-01-29,0.95658
2022-01-30,0.71355
2022-01-31,0.64231
2022-02-01,0.8195
2022-02-02,0.94042
2022-02-03,1.57256
2022-02-04,1.53485
2022-02-05,0.98232
2022-02-06,0.9051
2022-02-07,1.49294
2022-02-08,1.54622
2022-02-09,1.52347
2022-02-10,1.44924
2022-02-11,1.43069
2022-02-12,1.1224
2022-02-13,0.87158
2022-02-14,2.04128
2022-02-15,2.76201
2022-02-16,2.30107
2022-02-17,2.0317
2022-02-18,2.42978
2022-02-19,1.36664
2022-02-20,1.18466
2022-02-21,2.36812
2022-02-22,2.61954
2022-02-23,2.5064
2022-02-24,6.0963
2022-02-25,4.38426
2022-02-26,2.04008
2022-02-27,2.10054
2022-02-28,2.86557
2022-03-01,1.8587
2022-03-02,3.08466
2022-03-03,2.71891
2022-03-04,2.49503
2022-03-05,1.6827
2022-03-06,2.87814
2022-03-07,3.85568
2022-03-08,4.08974
2022-03-09,2.46809
2022-03-10,2.81828
2022-03-11,2.92663
2022-03-12,1.89701
2022-03-13,1.54981
2022-03-14,2.67102
2022-03-15,2.50221
2022-03-16,2.39087
2022-03-17,2.45791
2022-03-18,2.25738
2022-03-19,1.4678
2022-03-20,1.18226
2022-03-21,1.94071
2022-03-22,1.90539
2022-03-23,1.82398
2022-03-24,1.86588
2022-03-25,1.93472
2022-03-26,1.21219
2022-03-27,1.08888
2022-03-28,1.86349
2022-03-29,1.79046
2022-03-30,1.7701
2022-03-31,1.73239
2022-04-01,1.74795
2022-04-02,1.04099
2022-04-03,0.89074
2022-04-04,1.60369
2022-04-05,1.62823
2022-04-06,1.5977
2022-04-07,1.49594
2022-04-08,1.41812
2022-04-09,0.93803
2022-04-10,0.84225
2022-04-11,1.57675
2022-04-12,1.5995
2022-04-13,1.5552
2022-04-14,1.59351
2022-04-15,1.62404
2022-04-16,0.93683
2022-04-17,0.82908
2022-04-18,1.69767
2022-04-19,1.70725
2022-04-20,1.7258
2022-04-21,1.54203
2022-04-22,1.53964
2022-04-23,1.01225
2022-04-24,0.88176
2022-04-25,1.62643
2022-04-26,1.62643
2022-04-27,1.70186
2022-04-28,1.63541
2022-04-29,1.55221
2022-04-30,1.03979
2022-05-01,0.88116
2022-05-02,1.50252
2022-05-03,1.43787
2022-05-04,1.39776
2022-05-05,1.02602
2022-05-06,1.47858
2022-05-07,0.97514
2022-05-08,0.79915
2022-05-09,1.56597
2022-05-10,1.56657
2022-05-11,1.52228
2022-05-12,1.66654
2022-05-13,1.52347
2022-05-14,0.97394
2022-05-15,0.77101
2022-05-16,1.41812
2022-05-17,1.41452
2022-05-18,1.43368
2022-05-19,1.36664
2022-05-20,1.28103
2022-05-21,0.85063
2022-05-22,0.72731
2022-05-23,1.33431
2022-05-24,1.36245
2022-05-25,1.32713
2022-05-26,1.34089
2022-05-27,1.28343
2022-05-28,0.81651
2022-05-29,0.74048
2022-05-30,1.30797
2022-05-31,1.41033
2022-06-01,1.02243
2022-06-02,1.36664
2022-06-03,1.24452
2022-06-04,0.87457
2022-06-05,0.71534
2022-06-06,0.89193
2022-06-07,1.26906
2022-06-08,1.26786
2022-06-09,1.27086
2022-06-10,1.2942
2022-06-11,0.96496
2022-06-12,0.84464
2022-06-13,1.76711
2022-06-14,1.86528
2022-06-15,1.70545
2022-06-16,1.66355
2022-06-17,1.66774
2022-06-18,1.02542
2022-06-19,0.90091
2022-06-20,1.74017
2022-06-21,1.54383
2022-06-22,1.6857
2022-06-23,1.73778
2022-06-24,1.54562
2022-06-25,0.9925
2022-06-26,0.96736
2022-06-27,1.57076
2022-06-28,1.4678
2022-06-29,1.43967
2022-06-30,1.33491
2022-07-01,1.34868
2022-07-02,0.9512
2022-07-03,0.83925
2022-07-04,1.41273
2022-07-05,1.39956
2022-07-06,2.50161
2022-07-07,1.77609
2022-07-08,1.70246
2022-07-09,1.02722
2022-07-10,0.88295
2022-07-11,1.554
2022-07-12,1.5995
2022-07-13,1.60488
2022-07-14,1.57256
2022-07-15,1.62105
2022-07-16,1.07092
2022-07-17,0.90271
2022-07-18,1.58154
2022-07-19,1.52766
2022-07-20,1.47918
2022-07-21,1.4696
2022-07-22,1.43787
2022-07-23,0.98532
2022-07-24,0.76742
2022-07-25,1.96525
2022-07-26,2.3783
2022-07-27,1.59291
2022-07-28,1.56059
2022-07-29,1.50791
2022-07-30,0.98771
2022-07-31,0.8644
2022-08-01,1.53664
2022-08-02,1.46182
2022-08-03,1.41632
2022-08-04,1.45822
2022-08-05,1.4696
2022-08-06,1.07032
2022-08-07,0.79975
2022-08-08,1.36664
2022-08-09,1.35167
2022-08-10,1.35825
2022-08-11,1.34509
2022-08-12,1.2936
2022-08-13,0.83985
2022-08-14,0.77341
2022-08-15,0.91049
2022-08-16,1.30498
2022-08-17,1.28582
2022-08-18,1.23314
2022-08-19,1.27864
2022-08-20,0.86799
2022-08-21,0.70157
2022-08-22,1.51629
2022-08-23,1.39597
2022-08-24,1.31575
2022-08-25,1.30857
2022-08-26,1.23314
2022-08-27,0.80214
2022-08-28,0.63453
2022-08-29,1.27984
2022-08-30,1.18944
2022-08-31,1.09546
2022-09-01,1.15892
2022-09-02,1.12479
2022-09-03,0.7351
2022-09-04,0.65368
2022-09-05,1.17747
2022-09-06,1.05476
2022-09-07,1.24392
2022-09-08,1.10743
2022-09-09,0.60699
2022-09-10,0.59083
2022-09-11,0.70636
2022-09-12,0.81411
2022-09-13,1.33311
2022-09-14,1.44745
2022-09-15,1.32174
2022-09-16,1.30677
2022-09-17,0.8207
2022-09-18,0.72612
2022-09-19,1.31156
2022-09-20,1.34089
2022-09-21,2.03349
2022-09-22,1.52347
2022-09-23,1.38998
2022-09-24,1.10684
2022-09-25,0.79975
2022-09-26,1.6839
2022-09-27,1.58154
2022-09-28,1.68869
2022-09-29,1.46122
2022-09-30,1.48277
2022-10-01,0.92965
2022-10-02,0.80453
2022-10-03,0.97334
2022-10-04,1.60608
2022-10-05,1.58214
2022-10-06,1.47319
2022-10-07,1.26906
2022-10-08,0.78298
2022-10-09,0.62734
2022-10-10,0.82369
2022-10-11,2.07779
2022-10-12,2.06462
2022-10-13,1.62643
2022-10-14,1.42889
2022-10-15,1.01764
2022-10-16,0.81052
2022-10-17,1.37801
2022-10-18,1.26547
2022-10-19,1.30378
2022-10-20,1.29181
2022-10-21,1.20142
2022-10-22,0.72971
2022-10-23,0.65907
2022-10-24,1.29181
2022-10-25,1.22776
2022-10-26,1.19483
2022-10-27,1.17687
2022-10-28,1.09247
2022-10-29,0.74707
2022-10-30,0.53755
2022-10-31,1.0338
2022-11-01,1.19244
2022-11-02,1.20082
2022-11-03,1.24212
2022-11-04,1.14455
2022-11-05,0.75784
2022-11-06,0.6034
2022-11-07,1.15532
2022-11-08,1.11222
2022-11-09,1.1673
2022-11-10,1.17089
2022-11-11,1.27265
2022-11-12,0.72911
2022-11-13,0.6878
2022-11-14,1.1667
2022-11-15,1.19603
2022-11-16,1.13557
2022-11-17,1.04877
2022-11-18,1.05536
2022-11-19,0.64351
2022-11-20,0.56868
2022-11-21,1.10624
2022-11-22,1.07212
2022-11-23,1.0793
2022-11-24,1.05476
2022-11-25,0.96736
2022-11-26,0.62794
2022-11-27,0.59981
2022-11-28,1.0368
2022-11-29,0.98891
2022-11-30,0.98771
2022-12-01,1.18825
2022-12-02,1.0799
2022-12-03,0.63692
2022-12-04,0.53216
2022-12-05,1.1655
2022-12-06,1.12479
2022-12-07,1.01764
2022-12-08,1.03141
2022-12-09,0.97514
2022-12-10,0.68062
2022-12-11,0.59861
2022-12-12,1.03081
2022-12-13,1.04219
2022-12-14,1.03261
2022-12-15,1.06074
2022-12-16,1.01764
2022-12-17,0.61537
2022-12-18,0.62315
2022-12-19,0.98412
2022-12-20,0.96317
2022-12-21,0.9937
2022-12-22,1.05536
2022-12-23,1.13557
2022-12-24,0.71774
2022-12-25,0.62734
2022-12-26,1.15233
2022-12-27,1.12779
2022-12-28,1.2535
2022-12-29,1.1218
2022-12-30,0.98412
2022-12-31,0.79795
2023-01-01,0.6447
2023-01-02,1.29959
2023-01-03,1.28462
2023-01-04,2.48964
2023-01-05,1.95507
2023-01-06,1.46601
2023-01-07,1.25948
2023-01-08,0.93683
2023-01-09,1.54921
2023-01-10,2.25139
2023-01-11,2.14244
2023-01-12,1.66056
2023-01-13,1.59231
2023-01-14,0.97394
2023-01-15,0.8638
2023-01-16,1.47918
2023-01-17,1.42111
2023-01-18,1.41752
2023-01-19,1.34628
2023-01-20,1.31515
2023-01-21,0.76143
2023-01-22,0.6459
2023-01-23,0.75246
2023-01-24,0.91588
2023-01-25,1.44146
2023-01-26,1.44924
2023-01-27,2.32382
2023-01-28,1.19004
2023-01-29,0.98831
2023-01-30,1.48756
2023-01-31,1.40674
2023-02-01,1.44146
2023-02-02,1.41752
2023-02-03,1.34209
2023-02-04,0.91348
2023-02-05,0.74407
2023-02-06,1.34449
2023-02-07,1.38459
2023-02-08,1.3403
2023-02-09,1.28163
2023-02-10,1.29779
2023-02-11,0.84883
2023-02-12,0.74288
2023-02-13,1.296
2023-02-14,1.23015
2023-02-15,1.24931
2023-02-16,1.22836
2023-02-17,1.23195
2023-02-18,0.80094
2023-02-19,0.65967
2023-02-20,1.26547
2023-02-21,1.1667
2023-02-22,1.2529
2023-02-23,1.24691
2023-02-24,1.16849
2023-02-25,0.69738
2023-02-26,0.63872
2023-02-27,1.16789
2023-02-28,1.19244
2023-03-01,0.91887
2023-03-02,1.28103
2023-03-03,1.0781
2023-03-04,0.77401
2023-03-05,0.62196
2023-03-06,1.14395
2023-03-07,1.06553
2023-03-08,1.14156
2023-03-09,1.05057
2023-03-10,1.0793
2023-03-11,0.72851
2023-03-12,0.62256
2023-03-13,1.40495
2023-03-14,1.78986
2023-03-15,1.60548
2023-03-16,1.87127
2023-03-17,1.67732
2023-03-18,1.19423
2023-03-19,0.92426
2023-03-20,2.33101
2023-03-21,2.81529
2023-03-22,2.0287
2023-03-23,2.54411
2023-03-24,2.27414
2023-03-25,1.47439
2023-03-26,1.10684
2023-03-27,1.96166
2023-03-28,2.44474
2023-03-29,2.0323
2023-03-30,2.00656
2023-03-31,2.05744
2023-04-01,1.27265
2023-04-02,1.12659
2023-04-03,2.06402
2023-04-04,2.00955
2023-04-05,3.29657
2023-04-06,3.81737
2023-04-07,2.64288
2023-04-08,1.52228
2023-04-09,2.08138
2023-04-10,2.99667
2023-04-11,2.45432
2023-04-12,2.49383
2023-04-13,2.27593
2023-04-14,2.66623
2023-04-15,1.79105
2023-04-16,1.28223
2023-04-17,2.40823
2023-04-18,2.17896
2023-04-19,2.0323
2023-04-20,2.1586
2023-04-21,1.8988
2023-04-22,1.0799
2023-04-23,0.95239
2023-04-24,1.79584
2023-04-25,1.8132
2023-04-26,1.89162
2023-04-27,1.90719
2023-04-28,1.70725
2023-04-29,1.10684
2023-04-30,0.87517
2023-05-01,1.30618
2023-05-02,1.61207
2023-05-03,1.82039
2023-05-04,1.97363
2023-05-05,1.32353
2023-05-06,1.22057
2023-05-07,0.93862
2023-05-08,1.87187
2023-05-09,1.88444
2023-05-10,1.88264
2023-05-11,1.73179
2023-05-12,1.6839
2023-05-13,1.08349
2023-05-14,0.94641
2023-05-15,1.79465
2023-05-16,1.67373
2023-05-17,1.66774
2023-05-18,1.55101
2023-05-19,1.60429
2023-05-20,1.00447
2023-05-21,0.82249
2023-05-22,1.54682
2023-05-23,1.54263
2023-05-24,1.49474
2023-05-25,1.52168
2023-05-26,1.34329
2023-05-27,0.79675
2023-05-28,0.69439
2023-05-29,0.98173
