date,의료실비보험비교사이트
2021-09-11,9.24369
2021-09-13,25.21008
2021-09-14,18.48739
2021-09-15,15.12605
2021-09-16,21.0084
2021-09-17,21.84873
2021-09-18,12.60504
2021-09-19,4.20168
2021-09-21,5.88235
2021-09-22,9.24369
2021-09-23,31.09243
2021-09-24,6.72268
2021-09-25,6.72268
2021-09-27,21.84873
2021-09-28,15.96638
2021-09-29,5.88235
2021-09-30,16.80672
2021-10-01,8.40336
2021-10-02,7.56302
2021-10-03,8.40336
2021-10-04,11.7647
2021-10-05,12.60504
2021-10-06,26.05042
2021-10-07,6.72268
2021-10-08,36.97478
2021-10-09,13.44537
2021-10-10,5.04201
2021-10-11,14.28571
2021-10-12,13.44537
2021-10-13,24.36974
2021-10-14,22.68907
2021-10-15,17.64705
2021-10-16,7.56302
2021-10-18,32.7731
2021-10-19,37.81512
2021-10-20,31.93277
2021-10-21,30.2521
2021-10-22,19.32773
2021-10-23,8.40336
2021-10-24,12.60504
2021-10-25,32.7731
2021-10-26,25.21008
2021-10-27,21.84873
2021-10-28,20.16806
2021-10-29,26.05042
2021-10-30,5.04201
2021-11-01,16.80672
2021-11-02,27.73109
2021-11-03,19.32773
2021-11-04,22.68907
2021-11-05,19.32773
2021-11-06,5.88235
2021-11-07,6.72268
2021-11-08,15.12605
2021-11-09,19.32773
2021-11-10,30.2521
2021-11-11,20.16806
2021-11-12,16.80672
2021-11-13,5.88235
2021-11-15,23.52941
2021-11-16,15.12605
2021-11-17,10.08403
2021-11-18,11.7647
2021-11-19,18.48739
2021-11-20,5.04201
2021-11-22,11.7647
2021-11-23,16.80672
2021-11-24,14.28571
2021-11-25,11.7647
2021-11-26,11.7647
2021-11-27,13.44537
2021-11-28,9.24369
2021-11-29,19.32773
2021-11-30,18.48739
2021-12-01,21.84873
2021-12-02,13.44537
2021-12-03,15.12605
2021-12-05,6.72268
2021-12-06,21.84873
2021-12-07,21.84873
2021-12-08,15.96638
2021-12-09,20.16806
2021-12-10,17.64705
2021-12-11,5.88235
2021-12-12,5.88235
2021-12-13,21.0084
2021-12-14,21.0084
2021-12-15,16.80672
2021-12-16,26.05042
2021-12-17,20.16806
2021-12-18,8.40336
2021-12-19,13.44537
2021-12-20,22.68907
2021-12-21,16.80672
2021-12-22,7.56302
2021-12-23,15.96638
2021-12-24,25.21008
2021-12-25,9.24369
2021-12-27,25.21008
2021-12-28,20.16806
2021-12-29,25.21008
2021-12-30,24.36974
2021-12-31,26.89075
2022-01-01,5.04201
2022-01-02,5.04201
2022-01-03,38.65546
2022-01-04,31.93277
2022-01-05,30.2521
2022-01-06,21.84873
2022-01-07,21.84873
2022-01-08,4.20168
2022-01-09,5.04201
2022-01-10,23.52941
2022-01-11,38.65546
2022-01-12,24.36974
2022-01-13,33.61344
2022-01-14,9.24369
2022-01-15,11.7647
2022-01-16,5.04201
2022-01-17,6.72268
2022-01-18,15.12605
2022-01-19,23.52941
2022-01-20,21.0084
2022-01-21,12.60504
2022-01-22,7.56302
2022-01-23,5.88235
2022-01-24,24.36974
2022-01-25,25.21008
2022-01-26,24.36974
2022-01-27,18.48739
2022-01-28,18.48739
2022-01-29,11.7647
2022-01-31,5.04201
2022-02-01,4.20168
2022-02-02,10.92436
2022-02-03,19.32773
2022-02-04,8.40336
2022-02-05,8.40336
2022-02-06,5.88235
2022-02-07,22.68907
2022-02-08,18.48739
2022-02-09,12.60504
2022-02-10,18.48739
2022-02-11,23.52941
2022-02-12,9.24369
2022-02-13,14.28571
2022-02-14,22.68907
2022-02-15,16.80672
2022-02-16,24.36974
2022-02-17,23.52941
2022-02-18,26.05042
2022-02-19,5.88235
2022-02-20,13.44537
2022-02-21,29.41176
2022-02-22,13.44537
2022-02-23,27.73109
2022-02-24,26.05042
2022-02-25,21.84873
2022-02-26,10.92436
2022-02-27,6.72268
2022-02-28,12.60504
2022-03-01,11.7647
2022-03-02,26.05042
2022-03-03,15.96638
2022-03-04,21.84873
2022-03-05,8.40336
2022-03-07,14.28571
2022-03-08,21.0084
2022-03-10,28.57142
2022-03-11,21.84873
2022-03-12,9.24369
2022-03-13,5.04201
2022-03-14,26.05042
2022-03-15,34.45378
2022-03-16,15.12605
2022-03-17,18.48739
2022-03-18,15.96638
2022-03-21,15.96638
2022-03-22,20.16806
2022-03-23,29.41176
2022-03-24,22.68907
2022-03-25,23.52941
2022-03-26,4.20168
2022-03-27,5.04201
2022-03-28,23.52941
2022-03-29,21.0084
2022-03-30,23.52941
2022-03-31,16.80672
2022-04-01,12.60504
2022-04-02,5.88235
2022-04-03,7.56302
2022-04-04,13.44537
2022-04-05,26.05042
2022-04-06,15.96638
2022-04-07,16.80672
2022-04-08,10.92436
2022-04-09,10.08403
2022-04-10,5.04201
2022-04-11,20.16806
2022-04-12,26.89075
2022-04-13,29.41176
2022-04-14,20.16806
2022-04-15,15.96638
2022-04-18,19.32773
2022-04-19,30.2521
2022-04-20,31.09243
2022-04-21,17.64705
2022-04-22,22.68907
2022-04-23,11.7647
2022-04-24,6.72268
2022-04-25,22.68907
2022-04-26,26.05042
2022-04-27,27.73109
2022-04-28,22.68907
2022-04-29,26.89075
2022-04-30,8.40336
2022-05-01,5.88235
2022-05-02,24.36974
2022-05-03,26.89075
2022-05-04,37.81512
2022-05-05,4.20168
2022-05-06,10.92436
2022-05-07,5.04201
2022-05-08,5.04201
2022-05-09,20.16806
2022-05-10,21.84873
2022-05-11,18.48739
2022-05-12,26.05042
2022-05-13,24.36974
2022-05-14,8.40336
2022-05-15,5.88235
2022-05-16,21.0084
2022-05-17,23.52941
2022-05-18,21.84873
2022-05-19,26.89075
2022-05-20,22.68907
2022-05-21,7.56302
2022-05-23,14.28571
2022-05-24,19.32773
2022-05-25,16.80672
2022-05-26,13.44537
2022-05-27,13.44537
2022-05-28,6.72268
2022-05-30,19.32773
2022-05-31,23.52941
2022-06-01,6.72268
2022-06-02,15.12605
2022-06-03,18.48739
2022-06-05,8.40336
2022-06-06,10.08403
2022-06-07,20.16806
2022-06-08,14.28571
2022-06-09,21.0084
2022-06-10,15.12605
2022-06-12,10.08403
2022-06-13,19.32773
2022-06-14,20.16806
2022-06-15,16.80672
2022-06-16,21.0084
2022-06-17,18.48739
2022-06-18,10.92436
2022-06-20,7.56302
2022-06-21,10.92436
2022-06-22,22.68907
2022-06-23,20.16806
2022-06-24,20.16806
2022-06-26,11.7647
2022-06-27,20.16806
2022-06-28,7.56302
2022-06-29,25.21008
2022-06-30,21.84873
2022-07-01,5.04201
2022-07-02,6.72268
2022-07-04,12.60504
2022-07-05,28.57142
2022-07-06,28.57142
2022-07-07,22.68907
2022-07-08,12.60504
2022-07-09,5.88235
2022-07-10,4.20168
2022-07-11,18.48739
2022-07-12,16.80672
2022-07-13,18.48739
2022-07-14,7.56302
2022-07-15,25.21008
2022-07-16,5.04201
2022-07-17,4.20168
2022-07-18,14.28571
2022-07-19,13.44537
2022-07-20,17.64705
2022-07-21,26.89075
2022-07-22,15.96638
2022-07-23,9.24369
2022-07-25,14.28571
2022-07-26,15.96638
2022-07-27,6.72268
2022-07-28,11.7647
2022-07-29,13.44537
2022-07-30,8.40336
2022-07-31,4.20168
2022-08-01,10.08403
2022-08-02,19.32773
2022-08-03,20.16806
2022-08-04,10.08403
2022-08-05,15.12605
2022-08-06,5.04201
2022-08-07,4.20168
2022-08-08,13.44537
2022-08-09,9.24369
2022-08-10,17.64705
2022-08-11,15.96638
2022-08-12,5.88235
2022-08-13,10.92436
2022-08-14,7.56302
2022-08-15,4.20168
2022-08-16,15.12605
2022-08-17,23.52941
2022-08-18,4.20168
2022-08-19,19.32773
2022-08-20,8.40336
2022-08-21,8.40336
2022-08-22,12.60504
2022-08-23,15.96638
2022-08-24,13.44537
2022-08-25,12.60504
2022-08-26,11.7647
2022-08-28,4.20168
2022-08-29,18.48739
2022-08-30,20.16806
2022-08-31,15.12605
2022-09-01,10.08403
2022-09-02,15.96638
2022-09-03,6.72268
2022-09-04,5.04201
2022-09-05,9.24369
2022-09-06,23.52941
2022-09-07,24.36974
2022-09-08,10.92436
2022-09-10,5.04201
2022-09-13,13.44537
2022-09-14,20.16806
2022-09-15,16.80672
2022-09-16,6.72268
2022-09-17,5.88235
2022-09-18,11.7647
2022-09-19,20.16806
2022-09-20,17.64705
2022-09-21,26.89075
2022-09-22,20.16806
2022-09-23,10.08403
2022-09-24,7.56302
2022-09-25,5.88235
2022-09-26,5.88235
2022-09-27,22.68907
2022-09-28,9.24369
2022-09-29,15.96638
2022-09-30,21.0084
2022-10-02,4.20168
2022-10-03,5.04201
2022-10-04,15.12605
2022-10-05,15.96638
2022-10-06,14.28571
2022-10-07,14.28571
2022-10-10,5.88235
2022-10-11,15.12605
2022-10-12,10.08403
2022-10-13,4.20168
2022-10-14,14.28571
2022-10-15,4.20168
2022-10-16,4.20168
2022-10-17,18.48739
2022-10-18,14.28571
2022-10-19,10.08403
2022-10-20,15.96638
2022-10-21,10.08403
2022-10-22,6.72268
2022-10-23,5.88235
2022-10-24,15.12605
2022-10-25,19.32773
2022-10-26,22.68907
2022-10-27,17.64705
2022-10-28,17.64705
2022-10-29,9.24369
2022-10-30,5.04201
2022-10-31,15.12605
2022-11-01,12.60504
2022-11-02,20.16806
2022-11-03,15.12605
2022-11-04,22.68907
2022-11-05,10.08403
2022-11-06,7.56302
2022-11-07,26.05042
2022-11-08,25.21008
2022-11-09,33.61344
2022-11-10,29.41176
2022-11-11,23.52941
2022-11-12,8.40336
2022-11-14,21.0084
2022-11-15,18.48739
2022-11-16,21.0084
2022-11-17,15.96638
2022-11-18,21.0084
2022-11-19,5.04201
2022-11-20,8.40336
2022-11-21,17.64705
2022-11-22,7.56302
2022-11-23,9.24369
2022-11-24,17.64705
2022-11-25,7.56302
2022-11-26,8.40336
2022-11-27,10.08403
2022-11-28,22.68907
2022-11-29,17.64705
2022-11-30,12.60504
2022-12-01,21.0084
2022-12-03,4.20168
2022-12-05,19.32773
2022-12-06,19.32773
2022-12-07,16.80672
2022-12-08,21.0084
2022-12-09,19.32773
2022-12-10,5.04201
2022-12-11,8.40336
2022-12-12,15.12605
2022-12-13,21.0084
2022-12-14,13.44537
2022-12-15,9.24369
2022-12-16,17.64705
2022-12-17,5.88235
2022-12-18,11.7647
2022-12-19,19.32773
2022-12-20,10.92436
2022-12-21,15.12605
2022-12-22,15.12605
2022-12-23,18.48739
2022-12-24,5.88235
2022-12-25,6.72268
2022-12-26,16.80672
2022-12-27,15.12605
2022-12-28,21.0084
2022-12-29,10.08403
2022-12-30,15.96638
2022-12-31,13.44537
2023-01-01,5.88235
2023-01-02,14.28571
2023-01-03,13.44537
2023-01-04,10.92436
2023-01-05,26.05042
2023-01-06,12.60504
2023-01-07,9.24369
2023-01-08,5.04201
2023-01-09,20.16806
2023-01-10,14.28571
2023-01-11,10.92436
2023-01-12,15.12605
2023-01-13,12.60504
2023-01-14,22.68907
2023-01-15,8.40336
2023-01-16,15.96638
2023-01-17,13.44537
2023-01-18,7.56302
2023-01-19,22.68907
2023-01-20,15.96638
2023-01-21,7.56302
2023-01-22,5.04201
2023-01-23,4.20168
2023-01-24,5.04201
2023-01-25,16.80672
2023-01-26,10.92436
2023-01-27,12.60504
2023-01-28,8.40336
2023-01-29,10.08403
2023-01-30,16.80672
2023-01-31,19.32773
2023-02-01,18.48739
2023-02-02,17.64705
2023-02-03,20.16806
2023-02-04,5.88235
2023-02-05,4.20168
2023-02-06,9.24369
2023-02-07,7.56302
2023-02-08,19.32773
2023-02-09,13.44537
2023-02-10,15.96638
2023-02-13,16.80672
2023-02-14,18.48739
2023-02-15,27.73109
2023-02-16,12.60504
2023-02-17,6.72268
2023-02-18,5.04201
2023-02-19,8.40336
2023-02-20,19.32773
2023-02-21,22.68907
2023-02-22,14.28571
2023-02-23,15.96638
2023-02-24,13.44537
2023-02-25,4.20168
2023-02-26,10.92436
2023-02-27,11.7647
2023-02-28,17.64705
2023-03-01,11.7647
2023-03-02,13.44537
2023-03-03,12.60504
2023-03-04,4.20168
2023-03-05,6.72268
2023-03-06,13.44537
2023-03-07,13.44537
2023-03-08,14.28571
2023-03-09,15.96638
2023-03-10,11.7647
2023-03-11,6.72268
2023-03-12,7.56302
2023-03-13,7.56302
2023-03-14,13.44537
2023-03-15,20.16806
2023-03-16,10.92436
2023-03-18,5.04201
2023-03-20,5.88235
2023-03-21,17.64705
2023-03-22,10.92436
2023-03-23,5.88235
2023-03-24,9.24369
2023-03-26,4.20168
2023-03-27,22.68907
2023-03-28,9.24369
2023-03-29,17.64705
2023-03-30,14.28571
2023-04-01,13.44537
2023-04-02,5.04201
2023-04-03,10.92436
2023-04-05,10.08403
2023-04-06,15.96638
2023-04-07,4.20168
2023-04-09,4.20168
2023-04-10,12.60504
2023-04-11,21.84873
2023-04-12,14.28571
2023-04-13,15.96638
2023-04-14,4.20168
2023-04-16,10.92436
2023-04-17,20.16806
2023-04-18,15.96638
2023-04-19,16.80672
2023-04-20,28.57142
2023-04-21,15.12605
2023-04-23,5.88235
2023-04-24,19.32773
2023-04-25,15.12605
2023-04-26,11.7647
2023-04-27,11.7647
2023-04-28,12.60504
2023-04-29,8.40336
2023-04-30,5.04201
2023-05-01,10.92436
2023-05-02,18.48739
2023-05-03,10.92436
2023-05-04,10.08403
2023-05-05,7.56302
2023-05-07,8.40336
2023-05-08,18.48739
2023-05-09,13.44537
2023-05-10,13.44537
2023-05-11,10.92436
2023-05-13,7.56302
2023-05-14,5.04201
2023-05-15,21.0084
2023-05-16,18.48739
2023-05-17,6.72268
2023-05-18,16.80672
2023-05-19,14.28571
2023-05-20,4.20168
2023-05-21,5.04201
2023-05-22,14.28571
2023-05-23,30.2521
2023-05-24,20.16806
2023-05-25,14.28571
2023-05-26,16.80672
2023-05-27,11.7647
2023-05-29,5.04201
2023-05-30,5.04201
2023-05-31,18.48739
2023-06-01,5.04201
2023-06-02,11.7647
2023-06-03,9.24369
2023-06-04,5.88235
2023-06-05,10.08403
2023-06-06,11.7647
2023-06-07,6.72268
2023-06-08,14.28571
2023-06-09,22.68907
2023-06-10,20.16806
2023-06-11,10.92436
2023-06-12,23.52941
2023-06-13,26.89075
2023-06-14,31.09243
2023-06-15,22.68907
2023-06-16,11.7647
2023-06-17,10.92436
2023-06-18,5.04201
2023-06-19,16.80672
2023-06-20,15.96638
2023-06-21,17.64705
2023-06-22,9.24369
2023-06-23,4.20168
2023-06-25,11.7647
2023-06-26,21.0084
2023-06-27,12.60504
2023-06-28,13.44537
2023-06-29,13.44537
2023-06-30,14.28571
2023-07-01,5.88235
2023-07-02,5.04201
2023-07-03,16.80672
2023-07-04,13.44537
2023-07-05,12.60504
2023-07-06,21.0084
2023-07-07,15.12605
2023-07-08,9.24369
2023-07-09,7.56302
2023-07-10,6.72268
2023-07-11,10.08403
2023-07-12,12.60504
2023-07-13,9.24369
2023-07-14,14.28571
2023-07-16,5.04201
2023-07-17,15.96638
2023-07-18,15.12605
2023-07-19,18.48739
2023-07-20,16.80672
