date,CREDIT
2020-08-25,10.30632
2020-08-26,11.19661
2020-08-27,10.54775
2020-08-28,10.78919
2020-08-29,6.92621
2020-08-30,6.50369
2020-08-31,10.00452
2020-09-01,11.24188
2020-09-02,11.24188
2020-09-03,12.04164
2020-09-04,9.79326
2020-09-05,7.04692
2020-09-06,7.39399
2020-09-07,10.57793
2020-09-08,11.93601
2020-09-09,11.52859
2020-09-10,10.69865
2020-09-11,10.12524
2020-09-12,7.71087
2020-09-13,7.27327
2020-09-14,12.32835
2020-09-15,11.18153
2020-09-16,12.56979
2020-09-17,20.46174
2020-09-18,13.38463
2020-09-19,9.748
2020-09-20,9.37075
2020-09-21,11.40787
2020-09-22,11.30224
2020-09-23,10.83446
2020-09-24,10.36668
2020-09-25,9.0086
2020-09-26,7.27327
2020-09-27,6.00573
2020-09-28,8.67662
2020-09-29,7.83159
2020-09-30,4.91926
2020-10-01,4.16478
2020-10-02,5.02489
2020-10-03,5.67375
2020-10-04,6.4886
2020-10-05,10.00452
2020-10-06,11.60404
2020-10-07,10.69865
2020-10-08,10.17051
2020-10-09,7.72596
2020-10-10,6.54896
2020-10-11,7.31854
2020-10-12,9.62728
2020-10-13,10.38177
2020-10-14,9.85362
2020-10-15,9.52165
2020-10-16,8.1183
2020-10-17,6.69986
2020-10-18,6.53387
2020-10-19,10.07997
2020-10-20,10.04979
2020-10-21,9.82344
2020-10-22,9.65746
2020-10-23,7.86177
2020-10-24,6.27735
2020-10-25,5.94537
2020-10-26,8.79734
2020-10-27,9.62728
2020-10-28,9.20476
2020-10-29,8.88788
2020-10-30,9.21985
2020-10-31,8.23902
2020-11-01,6.38297
2020-11-02,9.89889
2020-11-03,9.40093
2020-11-04,9.70273
2020-11-05,9.34057
2020-11-06,8.54081
2020-11-07,5.9001
2020-11-08,6.41315
2020-11-09,9.85362
2020-11-10,9.58201
2020-11-11,9.46129
2020-11-12,9.34057
2020-11-13,7.86177
2020-11-14,13.35445
2020-11-15,11.46823
2020-11-16,11.80021
2020-11-17,11.57386
2020-11-18,11.48332
2020-11-19,11.18153
2020-11-20,10.42704
2020-11-21,8.31447
2020-11-22,7.5298
2020-11-23,8.69171
2020-11-24,9.58201
2020-11-25,8.42009
2020-11-26,8.29938
2020-11-27,8.88788
2020-11-28,7.228
2020-11-29,6.68477
2020-11-30,8.69171
2020-12-01,9.86871
2020-12-02,10.53266
2020-12-03,8.96333
2020-12-04,8.49554
2020-12-05,6.17172
2020-12-06,5.58322
2020-12-07,8.72189
2020-12-08,9.2953
2020-12-09,10.24596
2020-12-10,9.03878
2020-12-11,8.5559
2020-12-12,5.86992
2020-12-13,5.96046
2020-12-14,9.55183
2020-12-15,9.1444
2020-12-16,9.5971
2020-12-17,8.58608
2020-12-18,7.87686
2020-12-19,100.0
2020-12-20,59.74045
2020-12-21,53.81017
2020-12-22,47.66862
2020-12-23,43.05115
2020-12-24,37.18122
2020-12-25,30.81333
2020-12-26,29.00256
2020-12-27,27.20688
2020-12-28,29.78723
2020-12-29,30.19465
2020-12-30,27.81047
2020-12-31,33.12207
2021-01-01,26.09023
2021-01-02,21.1106
2021-01-03,20.83899
2021-01-04,24.43036
2021-01-05,27.62939
2021-01-06,37.15104
2021-01-07,32.42794
2021-01-08,30.23992
2021-01-09,23.97766
2021-01-10,23.34389
2021-01-11,25.9846
2021-01-12,24.82269
2021-01-13,25.50173
2021-01-14,26.45239
2021-01-15,24.49071
2021-01-16,20.56737
2021-01-17,21.1106
2021-01-18,22.92138
2021-01-19,22.40832
2021-01-20,22.86102
2021-01-21,23.35898
2021-01-22,20.83899
2021-01-23,17.02127
2021-01-24,15.93481
2021-01-25,20.3712
2021-01-26,21.2615
2021-01-27,21.78964
2021-01-28,20.92953
2021-01-29,17.67013
2021-01-30,14.3202
2021-01-31,13.76188
2021-02-01,18.27372
2021-02-02,19.25456
2021-02-03,18.37935
2021-02-04,19.08857
2021-02-05,16.90055
2021-02-06,14.99924
2021-02-07,12.43398
2021-02-08,17.88139
2021-02-09,18.4548
2021-02-10,17.11181
2021-02-11,11.19661
2021-02-12,10.63829
2021-02-13,10.66847
2021-02-14,10.98536
2021-02-15,17.77576
2021-02-16,18.0172
2021-02-17,17.45888
2021-02-18,16.8251
2021-02-19,15.84427
2021-02-20,12.88667
2021-02-21,12.44907
2021-02-22,16.84019
2021-02-23,17.54941
2021-02-24,16.25169
2021-02-25,16.22151
2021-02-26,14.24475
2021-02-27,12.6905
2021-02-28,10.04979
2021-03-01,11.84548
2021-03-02,14.77289
2021-03-03,15.52738
2021-03-04,14.04858
2021-03-05,13.65625
2021-03-06,11.83039
2021-03-07,13.24883
2021-03-08,15.73864
2021-03-09,15.16523
2021-03-10,15.51229
2021-03-11,14.98415
2021-03-12,14.84834
2021-03-13,11.06081
2021-03-14,11.60404
2021-03-15,13.80715
2021-03-16,13.83733
2021-03-17,14.22966
2021-03-18,14.1693
2021-03-19,12.53961
2021-03-20,10.66847
2021-03-21,11.18153
2021-03-22,14.27493
2021-03-23,12.96212
2021-03-24,13.7317
2021-03-25,12.88667
2021-03-26,11.69458
2021-03-27,10.38177
2021-03-28,11.69458
2021-03-29,14.1693
2021-03-30,13.74679
2021-03-31,13.30918
2021-04-01,13.08284
2021-04-02,12.38871
2021-04-03,9.82344
2021-04-04,9.2953
2021-04-05,13.11302
2021-04-06,13.35445
2021-04-07,13.32427
2021-04-08,12.81122
2021-04-09,11.55877
2021-04-10,9.64237
2021-04-11,10.04979
2021-04-12,12.59996
2021-04-13,12.6905
2021-04-14,12.08691
2021-04-15,12.41889
2021-04-16,11.19661
2021-04-17,9.97434
2021-04-18,9.52165
2021-04-19,13.33936
2021-04-20,11.6644
2021-04-21,11.78512
2021-04-22,11.28715
2021-04-23,10.63829
2021-04-24,9.47638
2021-04-25,9.03878
2021-04-26,11.00045
2021-04-27,10.97027
2021-04-28,10.50248
2021-04-29,10.90991
2021-04-30,9.38584
2021-05-01,7.00165
2021-05-02,7.28836
2021-05-03,10.32141
2021-05-04,9.26512
2021-05-05,7.65052
2021-05-06,10.36668
2021-05-07,9.748
2021-05-08,7.86177
2021-05-09,7.93722
2021-05-10,10.6232
2021-05-11,11.90583
2021-05-12,11.00045
2021-05-13,10.80428
2021-05-14,9.64237
2021-05-15,7.06201
2021-05-16,7.92213
2021-05-17,11.42296
2021-05-18,10.53266
2021-05-19,9.20476
2021-05-20,48.87581
2021-05-21,10.47231
2021-05-22,8.37483
2021-05-23,8.31447
2021-05-24,11.61913
2021-05-25,10.54775
2021-05-26,11.42296
2021-05-27,10.53266
2021-05-28,9.12931
2021-05-29,8.75207
2021-05-30,7.75614
2021-05-31,10.41195
2021-06-01,10.54775
2021-06-02,10.04979
2021-06-03,8.67662
2021-06-04,9.43111
2021-06-05,6.97148
2021-06-06,7.57507
2021-06-07,10.12524
2021-06-08,10.3365
2021-06-09,9.83853
2021-06-10,10.69865
2021-06-11,10.32141
2021-06-12,7.0771
2021-06-13,6.80549
2021-06-14,10.87973
2021-06-15,9.47638
2021-06-16,9.67255
2021-06-17,10.11015
2021-06-18,8.04285
2021-06-19,6.4886
2021-06-20,6.54896
2021-06-21,9.4462
2021-06-22,9.91398
2021-06-23,9.25003
2021-06-24,8.60117
2021-06-25,9.09913
2021-06-26,6.97148
2021-06-27,7.04692
2021-06-28,9.53674
2021-06-29,8.94824
2021-06-30,9.0086
2021-07-01,8.43518
2021-07-02,8.49554
2021-07-03,5.96046
2021-07-04,7.04692
2021-07-05,9.5971
2021-07-06,9.73291
2021-07-07,9.89889
2021-07-08,11.16644
2021-07-09,9.58201
2021-07-10,7.60525
2021-07-11,7.24309
2021-07-12,11.01554
2021-07-13,11.42296
2021-07-14,11.57386
2021-07-15,10.7741
2021-07-16,11.37769
2021-07-17,7.34872
2021-07-18,8.10321
2021-07-19,11.92092
2021-07-20,12.01146
2021-07-21,11.80021
2021-07-22,12.43398
2021-07-23,11.63422
2021-07-24,8.73698
2021-07-25,7.42417
2021-07-26,11.45314
2021-07-27,12.85649
2021-07-28,11.12117
2021-07-29,10.81937
2021-07-30,9.37075
2021-07-31,6.86585
2021-08-01,6.50369
2021-08-02,11.04572
2021-08-03,11.18153
2021-08-04,11.12117
2021-08-05,12.52452
2021-08-06,10.74392
2021-08-07,8.54081
2021-08-08,7.74105
2021-08-09,12.11709
2021-08-10,12.44907
2021-08-11,12.5547
2021-08-12,11.64931
2021-08-13,10.41195
2021-08-14,8.01267
2021-08-15,7.24309
2021-08-16,9.32548
2021-08-17,11.75494
2021-08-18,12.50943
2021-08-19,11.90583
2021-08-20,10.59302
2021-08-21,8.96333
2021-08-22,7.65052
2021-08-23,11.63422
2021-08-24,12.63014
2021-08-25,11.69458
2021-08-26,10.81937
2021-08-27,9.85362
2021-08-28,8.46536
2021-08-29,7.93722
2021-08-30,10.81937
2021-08-31,10.60811
2021-09-01,11.16644
2021-09-02,12.28308
2021-09-03,11.00045
2021-09-04,6.98657
2021-09-05,7.18273
2021-09-06,10.7741
2021-09-07,11.25697
2021-09-08,11.19661
2021-09-09,10.98536
2021-09-10,9.37075
2021-09-11,6.56405
2021-09-12,7.03183
2021-09-13,10.75901
2021-09-14,10.72883
2021-09-15,10.26105
2021-09-16,9.97434
2021-09-17,8.66153
2021-09-18,6.47351
2021-09-19,6.17172
2021-09-20,5.67375
2021-09-21,6.17172
2021-09-22,7.00165
2021-09-23,10.84955
2021-09-24,9.53674
2021-09-25,7.66561
2021-09-26,7.48453
2021-09-27,10.60811
2021-09-28,10.59302
2021-09-29,9.92907
2021-09-30,10.3365
2021-10-01,9.25003
2021-10-02,7.63543
2021-10-03,6.77531
2021-10-04,8.82752
2021-10-05,10.32141
2021-10-06,10.72883
2021-10-07,10.54775
2021-10-08,9.70273
2021-10-09,9.08405
2021-10-10,7.71087
2021-10-11,9.46129
2021-10-12,10.4874
2021-10-13,11.25697
2021-10-14,11.25697
2021-10-15,10.50248
2021-10-16,8.7068
2021-10-17,9.15949
2021-10-18,11.48332
2021-10-19,11.60404
2021-10-20,13.06775
2021-10-21,12.8414
2021-10-22,11.55877
2021-10-23,9.65746
2021-10-24,9.98943
2021-10-25,12.17745
2021-10-26,12.75086
2021-10-27,11.37769
2021-10-28,11.9511
2021-10-29,10.59302
2021-10-30,8.60117
2021-10-31,8.16357
2021-11-01,11.09099
2021-11-02,11.19661
2021-11-03,10.72883
2021-11-04,11.69458
2021-11-05,9.92907
2021-11-06,9.09913
2021-11-07,8.73698
2021-11-08,11.39278
2021-11-09,11.89074
2021-11-10,11.54368
2021-11-11,11.90583
2021-11-12,11.13626
2021-11-13,10.80428
2021-11-14,10.45722
2021-11-15,12.97721
2021-11-16,13.18847
2021-11-17,11.61913
2021-11-18,11.72476
2021-11-19,10.68356
2021-11-20,8.93315
2021-11-21,8.96333
2021-11-22,10.72883
2021-11-23,10.69865
2021-11-24,10.30632
2021-11-25,10.01961
2021-11-26,9.83853
2021-11-27,8.34465
2021-11-28,7.89195
2021-11-29,10.32141
2021-11-30,9.94416
2021-12-01,10.80428
2021-12-02,11.46823
2021-12-03,10.6232
2021-12-04,14.72762
2021-12-05,11.84548
2021-12-06,13.56571
2021-12-07,13.56571
2021-12-08,13.02248
2021-12-09,12.50943
2021-12-10,12.20763
2021-12-11,10.69865
2021-12-12,10.0347
2021-12-13,11.77003
2021-12-14,10.68356
2021-12-15,11.64931
2021-12-16,10.81937
2021-12-17,10.09506
2021-12-18,8.97842
2021-12-19,8.7068
2021-12-20,10.56284
2021-12-21,11.30224
2021-12-22,10.74392
2021-12-23,10.71374
2021-12-24,9.03878
2021-12-25,6.08118
2021-12-26,7.75614
2021-12-27,10.90991
2021-12-28,10.95518
2021-12-29,10.3365
2021-12-30,11.49841
2021-12-31,10.86464
2022-01-01,7.99758
2022-01-02,8.04285
2022-01-03,11.46823
2022-01-04,12.22272
2022-01-05,13.17338
2022-01-06,13.41481
2022-01-07,12.29817
2022-01-08,8.42009
2022-01-09,8.05794
2022-01-10,13.06775
2022-01-11,12.78104
2022-01-12,12.49434
2022-01-13,12.63014
2022-01-14,11.75494
2022-01-15,7.65052
2022-01-16,8.38992
2022-01-17,11.78512
2022-01-18,13.49026
2022-01-19,13.24883
2022-01-20,12.63014
2022-01-21,11.52859
2022-01-22,8.81243
2022-01-23,8.13339
2022-01-24,11.93601
2022-01-25,11.83039
2022-01-26,12.2529
2022-01-27,11.16644
2022-01-28,9.8838
2022-01-29,6.69986
2022-01-30,6.24717
2022-01-31,5.82465
2022-02-01,5.67375
2022-02-02,7.74105
2022-02-03,12.28308
2022-02-04,11.30224
2022-02-05,8.99351
2022-02-06,9.32548
2022-02-07,11.28715
2022-02-08,11.5135
2022-02-09,11.16644
2022-02-10,11.80021
2022-02-11,10.04979
2022-02-12,7.19782
2022-02-13,7.72596
2022-02-14,12.14727
2022-02-15,12.34344
2022-02-16,11.83039
2022-02-17,12.102
2022-02-18,9.65746
2022-02-19,7.8165
2022-02-20,7.27327
2022-02-21,11.5135
2022-02-22,12.04164
2022-02-23,10.44213
2022-02-24,10.95518
2022-02-25,10.14033
2022-02-26,7.24309
2022-02-27,6.57914
2022-02-28,9.09913
2022-03-01,7.46944
2022-03-02,11.49841
2022-03-03,9.71782
2022-03-04,9.49147
2022-03-05,6.74513
2022-03-06,8.19375
2022-03-07,10.20069
2022-03-08,9.77818
2022-03-09,7.28836
2022-03-10,9.53674
2022-03-11,8.67662
2022-03-12,7.49962
2022-03-13,7.46944
2022-03-14,9.70273
2022-03-15,10.26105
2022-03-16,11.12117
2022-03-17,9.77818
2022-03-18,9.32548
2022-03-19,6.80549
2022-03-20,6.95639
2022-03-21,10.56284
2022-03-22,9.83853
2022-03-23,10.38177
2022-03-24,8.49554
2022-03-25,8.34465
2022-03-26,6.57914
2022-03-27,6.59423
2022-03-28,9.2953
2022-03-29,8.91806
2022-03-30,9.35566
2022-03-31,8.82752
2022-04-01,7.31854
2022-04-02,6.06609
2022-04-03,6.051
2022-04-04,8.60117
2022-04-05,9.12931
2022-04-06,9.40093
2022-04-07,8.10321
2022-04-08,8.22393
2022-04-09,8.01267
2022-04-10,6.6395
2022-04-11,8.99351
2022-04-12,8.29938
2022-04-13,8.31447
2022-04-14,8.32956
2022-04-15,7.0771
2022-04-16,5.58322
2022-04-17,5.96046
2022-04-18,8.01267
2022-04-19,8.63135
2022-04-20,8.32956
2022-04-21,8.14848
2022-04-22,7.59016
2022-04-23,5.5983
2022-04-24,5.76429
2022-04-25,8.87279
2022-04-26,8.52572
2022-04-27,7.30345
2022-04-28,7.46944
2022-04-29,6.18681
2022-04-30,4.93435
2022-05-01,5.41723
2022-05-02,7.03183
2022-05-03,8.35974
2022-05-04,6.98657
2022-05-05,5.20597
2022-05-06,6.32261
2022-05-07,5.22106
2022-05-08,5.37196
2022-05-09,7.45435
2022-05-10,8.31447
2022-05-11,8.69171
2022-05-12,7.59016
2022-05-13,7.36381
2022-05-14,5.79447
2022-05-15,6.09627
2022-05-16,7.78632
2022-05-17,7.69578
2022-05-18,7.69578
2022-05-19,8.13339
2022-05-20,7.57507
2022-05-21,5.0098
2022-05-22,5.73411
2022-05-23,8.02776
2022-05-24,8.42009
2022-05-25,7.74105
2022-05-26,7.98249
2022-05-27,6.83567
2022-05-28,5.29651
2022-05-29,4.61747
2022-05-30,8.05794
2022-05-31,7.46944
2022-06-01,5.5983
2022-06-02,7.13746
2022-06-03,7.15255
2022-06-04,5.1607
2022-06-05,4.4213
2022-06-06,5.96046
2022-06-07,7.18273
2022-06-08,8.32956
2022-06-09,7.33363
2022-06-10,7.01674
2022-06-11,4.97962
2022-06-12,5.26633
2022-06-13,7.12237
2022-06-14,7.8165
2022-06-15,7.86177
2022-06-16,6.74513
2022-06-17,6.54896
2022-06-18,5.17579
2022-06-19,5.41723
2022-06-20,7.49962
2022-06-21,7.95231
2022-06-22,7.51471
2022-06-23,7.87686
2022-06-24,6.65459
2022-06-25,5.0098
2022-06-26,5.10034
2022-06-27,6.45842
2022-06-28,7.12237
2022-06-29,6.89603
2022-06-30,6.38297
2022-07-01,6.24717
2022-07-02,4.37603
2022-07-03,4.63256
2022-07-04,6.97148
2022-07-05,7.74105
2022-07-06,7.74105
2022-07-07,8.34465
2022-07-08,7.30345
2022-07-09,5.19088
2022-07-10,5.61339
2022-07-11,8.25411
2022-07-12,9.06896
2022-07-13,9.11422
2022-07-14,8.38992
2022-07-15,7.60525
2022-07-16,4.97962
2022-07-17,5.71902
2022-07-18,9.20476
2022-07-19,8.5559
2022-07-20,8.76716
2022-07-21,8.42009
2022-07-22,8.46536
2022-07-23,6.32261
2022-07-24,5.52286
2022-07-25,9.15949
2022-07-26,8.94824
2022-07-27,9.2953
2022-07-28,8.93315
2022-07-29,8.05794
2022-07-30,5.34178
2022-07-31,5.83974
2022-08-01,8.57099
2022-08-02,8.87279
2022-08-03,9.2953
2022-08-04,9.49147
2022-08-05,9.8838
2022-08-06,6.18681
2022-08-07,5.52286
2022-08-08,9.92907
2022-08-09,10.54775
2022-08-10,9.55183
2022-08-11,9.95925
2022-08-12,8.69171
2022-08-13,5.61339
2022-08-14,5.82465
2022-08-15,6.44333
2022-08-16,8.88788
2022-08-17,11.0759
2022-08-18,9.64237
2022-08-19,8.79734
2022-08-20,6.051
2022-08-21,6.26226
2022-08-22,9.37075
2022-08-23,9.12931
2022-08-24,9.50656
2022-08-25,10.15542
2022-08-26,8.19375
2022-08-27,6.11136
2022-08-28,5.99064
2022-08-29,8.60117
2022-08-30,9.2953
2022-08-31,7.63543
2022-09-01,8.64644
2022-09-02,7.45435
2022-09-03,5.9001
2022-09-04,5.49268
2022-09-05,8.38992
2022-09-06,8.17866
2022-09-07,8.37483
2022-09-08,7.75614
2022-09-09,3.71208
2022-09-10,3.63663
2022-09-11,4.75328
2022-09-12,6.41315
2022-09-13,9.8838
2022-09-14,8.91806
2022-09-15,9.52165
2022-09-16,6.54896
2022-09-17,4.99471
2022-09-18,5.44741
2022-09-19,8.61626
2022-09-20,8.84261
2022-09-21,9.62728
2022-09-22,8.43518
2022-09-23,7.15255
2022-09-24,6.00573
2022-09-25,5.58322
2022-09-26,8.60117
2022-09-27,8.7068
2022-09-28,8.28429
2022-09-29,8.96333
2022-09-30,32.56375
2022-10-01,33.19752
2022-10-02,12.2529
2022-10-03,19.64689
2022-10-04,13.50535
2022-10-05,10.59302
2022-10-06,10.78919
2022-10-07,11.13626
2022-10-08,4.94944
2022-10-09,6.62441
2022-10-10,8.46536
2022-10-11,10.07997
2022-10-12,9.08405
2022-10-13,10.0347
2022-10-14,8.66153
2022-10-15,6.92621
2022-10-16,7.60525
2022-10-17,9.67255
2022-10-18,9.95925
2022-10-19,10.04979
2022-10-20,9.82344
2022-10-21,8.1183
2022-10-22,6.97148
2022-10-23,7.40908
2022-10-24,9.98943
2022-10-25,10.11015
2022-10-26,9.50656
2022-10-27,9.64237
2022-10-28,7.93722
2022-10-29,6.91112
2022-10-30,6.09627
2022-10-31,9.03878
2022-11-01,9.03878
2022-11-02,9.49147
2022-11-03,9.53674
2022-11-04,7.75614
2022-11-05,6.03591
2022-11-06,6.54896
2022-11-07,8.84261
2022-11-08,9.86871
2022-11-09,9.82344
2022-11-10,9.76309
2022-11-11,7.69578
2022-11-12,6.35279
2022-11-13,6.71495
2022-11-14,8.69171
2022-11-15,9.79326
2022-11-16,8.81243
2022-11-17,8.25411
2022-11-18,7.75614
2022-11-19,5.14561
2022-11-20,5.53795
2022-11-21,8.54081
2022-11-22,7.89195
2022-11-23,7.49962
2022-11-24,7.99758
2022-11-25,7.40908
2022-11-26,5.38705
2022-11-27,5.4625
2022-11-28,7.40908
2022-11-29,7.86177
2022-11-30,8.78225
2022-12-01,8.66153
2022-12-02,7.21291
2022-12-03,5.0098
2022-12-04,6.29244
2022-12-05,7.43926
2022-12-06,7.3789
2022-12-07,8.49554
2022-12-08,9.06896
2022-12-09,8.43518
2022-12-10,5.9001
2022-12-11,6.53387
2022-12-12,8.25411
2022-12-13,8.99351
2022-12-14,8.42009
2022-12-15,9.05387
2022-12-16,7.69578
2022-12-17,5.55304
2022-12-18,5.99064
2022-12-19,7.72596
2022-12-20,9.32548
2022-12-21,8.78225
2022-12-22,8.49554
2022-12-23,6.95639
2022-12-24,5.76429
2022-12-25,5.1607
2022-12-26,8.75207
2022-12-27,8.29938
2022-12-28,8.405
2022-12-29,7.78632
2022-12-30,7.74105
2022-12-31,8.73698
2023-01-01,5.91519
2023-01-02,8.88788
2023-01-03,10.12524
2023-01-04,10.23087
2023-01-05,10.09506
2023-01-06,9.35566
2023-01-07,6.4886
2023-01-08,6.97148
2023-01-09,11.8153
2023-01-10,11.28715
2023-01-11,11.2117
2023-01-12,12.73577
2023-01-13,10.66847
2023-01-14,7.28836
2023-01-15,7.15255
2023-01-16,10.4874
2023-01-17,11.00045
2023-01-18,10.42704
2023-01-19,10.24596
2023-01-20,8.57099
2023-01-21,4.45148
2023-01-22,3.71208
2023-01-23,5.22106
2023-01-24,6.6395
2023-01-25,10.47231
2023-01-26,11.25697
2023-01-27,11.13626
2023-01-28,6.82058
2023-01-29,7.57507
2023-01-30,10.75901
2023-01-31,10.41195
2023-02-01,10.60811
2023-02-02,10.29123
2023-02-03,9.68764
2023-02-04,7.72596
2023-02-05,6.56405
2023-02-06,11.27206
2023-02-07,10.41195
2023-02-08,10.11015
2023-02-09,10.23087
2023-02-10,9.31039
2023-02-11,6.32261
2023-02-12,6.11136
2023-02-13,10.1856
2023-02-14,10.07997
2023-02-15,10.81937
2023-02-16,10.63829
2023-02-17,9.05387
2023-02-18,6.12645
2023-02-19,6.24717
2023-02-20,9.1444
2023-02-21,9.83853
2023-02-22,10.26105
2023-02-23,9.56692
2023-02-24,8.58608
2023-02-25,5.67375
2023-02-26,5.25124
2023-02-27,7.8165
2023-02-28,8.51063
2023-03-01,6.9413
2023-03-02,8.66153
2023-03-03,8.1183
2023-03-04,5.70393
2023-03-05,6.89603
2023-03-06,9.43111
2023-03-07,9.56692
2023-03-08,9.83853
2023-03-09,9.64237
2023-03-10,7.54489
2023-03-11,5.94537
2023-03-12,6.44333
2023-03-13,10.21578
2023-03-14,9.92907
2023-03-15,10.30632
2023-03-16,12.97721
2023-03-17,9.26512
2023-03-18,6.00573
2023-03-19,6.42824
2023-03-20,11.09099
2023-03-21,10.98536
2023-03-22,9.53674
2023-03-23,7.71087
2023-03-24,8.01267
2023-03-25,6.09627
2023-03-26,6.11136
2023-03-27,8.52572
2023-03-28,7.95231
2023-03-29,8.43518
2023-03-30,8.20884
2023-03-31,5.97555
2023-04-01,4.97962
2023-04-02,6.051
2023-04-03,7.87686
2023-04-04,8.10321
2023-04-05,7.98249
2023-04-06,8.34465
2023-04-07,7.45435
2023-04-08,5.20597
2023-04-09,5.28142
2023-04-10,7.5298
2023-04-11,8.2692
2023-04-12,8.16357
2023-04-13,7.28836
2023-04-14,7.63543
2023-04-15,5.25124
2023-04-16,5.40214
2023-04-17,7.69578
2023-04-18,8.7068
2023-04-19,8.8577
2023-04-20,7.78632
2023-04-21,7.16764
2023-04-22,4.76837
2023-04-23,4.93435
2023-04-24,7.90704
2023-04-25,8.01267
2023-04-26,7.46944
2023-04-27,7.01674
2023-04-28,5.67375
2023-04-29,4.37603
2023-04-30,4.21004
2023-05-01,5.50777
2023-05-02,6.98657
2023-05-03,7.04692
2023-05-04,6.44333
2023-05-05,4.22513
2023-05-06,4.73819
2023-05-07,4.76837
2023-05-08,7.72596
2023-05-09,7.65052
2023-05-10,7.77123
2023-05-11,7.46944
2023-05-12,7.9674
2023-05-13,5.08525
2023-05-14,5.50777
2023-05-15,7.42417
2023-05-16,7.77123
2023-05-17,7.55998
2023-05-18,7.36381
2023-05-19,6.50369
2023-05-20,4.94944
2023-05-21,5.44741
2023-05-22,7.57507
2023-05-23,7.59016
2023-05-24,8.16357
2023-05-25,7.48453
2023-05-26,6.35279
2023-05-27,4.28549
2023-05-28,4.37603
2023-05-29,5.58322
