date,보험설계사
2020-06-20,16.22206
2020-06-21,17.37563
2020-06-22,35.47224
2020-06-23,37.77937
2020-06-24,40.15861
2020-06-25,36.9142
2020-06-26,31.14635
2020-06-27,18.02451
2020-06-28,16.65465
2020-06-29,34.24657
2020-06-30,30.78586
2020-07-01,35.32804
2020-07-02,35.32804
2020-07-03,30.13698
2020-07-04,17.80821
2020-07-05,18.96178
2020-07-06,33.1651
2020-07-07,35.54434
2020-07-08,32.94881
2020-07-09,35.25594
2020-07-10,26.45998
2020-07-11,17.15933
2020-07-12,17.59192
2020-07-13,31.00216
2020-07-14,33.1651
2020-07-15,33.0209
2020-07-16,33.3093
2020-07-17,27.90194
2020-07-18,19.03388
2020-07-19,17.66402
2020-07-20,32.87671
2020-07-21,35.83273
2020-07-22,36.55371
2020-07-23,32.15573
2020-07-24,28.76712
2020-07-25,17.73612
2020-07-26,17.66402
2020-07-27,31.79524
2020-07-28,27.90194
2020-07-29,28.83922
2020-07-30,31.14635
2020-07-31,26.53208
2020-08-01,16.14996
2020-08-02,16.72674
2020-08-03,27.90194
2020-08-04,47.801
2020-08-05,32.37202
2020-08-06,28.83922
2020-08-07,25.8832
2020-08-08,16.87094
2020-08-09,19.32227
2020-08-10,33.81398
2020-08-11,35.32804
2020-08-12,28.69502
2020-08-13,32.08363
2020-08-14,28.47873
2020-08-15,16.07786
2020-08-16,14.20331
2020-08-17,19.89906
2020-08-18,29.63229
2020-08-19,32.87671
2020-08-20,34.82335
2020-08-21,31.57894
2020-08-22,18.60129
2020-08-23,19.89906
2020-08-24,35.18385
2020-08-25,36.40951
2020-08-26,32.80461
2020-08-27,35.47224
2020-08-28,53.20836
2020-08-29,66.83489
2020-08-30,100.0
2020-08-31,85.29199
2020-09-01,46.50324
2020-09-02,39.50973
2020-09-03,28.69502
2020-09-04,32.29992
2020-09-05,18.2408
2020-09-06,25.52271
2020-09-07,40.15861
2020-09-08,44.98918
2020-09-09,41.88896
2020-09-10,50.32444
2020-09-11,41.02379
2020-09-12,22.49459
2020-09-13,25.8832
2020-09-14,40.6633
2020-09-15,36.77
2020-09-16,42.82624
2020-09-17,38.28406
2020-09-18,35.68853
2020-09-19,19.97116
2020-09-20,18.60129
2020-09-21,35.18385
2020-09-22,37.99567
2020-09-23,34.46286
2020-09-24,37.20259
2020-09-25,34.75126
2020-09-26,20.62004
2020-09-27,20.11535
2020-09-28,29.2718
2020-09-29,22.71088
2020-09-30,14.05912
2020-10-01,11.75198
2020-10-02,13.77072
2020-10-03,14.85219
2020-10-04,17.15933
2020-10-05,35.40014
2020-10-06,33.66979
2020-10-07,34.17447
2020-10-08,33.3093
2020-10-09,19.46647
2020-10-10,20.54794
2020-10-11,24.36914
2020-10-12,39.22134
2020-10-13,32.94881
2020-10-14,38.21196
2020-10-15,32.15573
2020-10-16,26.31578
2020-10-17,16.36625
2020-10-18,16.51045
2020-10-19,37.70728
2020-10-20,35.03965
2020-10-21,38.86085
2020-10-22,36.77
2020-10-23,31.79524
2020-10-24,18.74549
2020-10-25,22.71088
2020-10-26,37.92357
2020-10-27,39.65392
2020-10-28,35.03965
2020-10-29,36.9142
2020-10-30,33.95818
2020-10-31,20.11535
2020-11-01,21.9178
2020-11-02,38.42826
2020-11-03,37.70728
2020-11-04,39.29343
2020-11-05,32.08363
2020-11-06,34.46286
2020-11-07,21.9899
2020-11-08,22.35039
2020-11-09,36.9863
2020-11-10,34.46286
2020-11-11,38.06777
2020-11-12,34.67916
2020-11-13,32.58832
2020-11-14,18.02451
2020-11-15,18.52919
2020-11-16,31.43475
2020-11-17,31.79524
2020-11-18,32.37202
2020-11-19,64.09516
2020-11-20,42.03316
2020-11-21,19.10598
2020-11-22,18.74549
2020-11-23,31.36265
2020-11-24,28.55082
2020-11-25,31.00216
2020-11-26,30.78586
2020-11-27,28.47873
2020-11-28,18.385
2020-11-29,18.09661
2020-11-30,32.01153
2020-12-01,32.73251
2020-12-02,32.58832
2020-12-03,36.55371
2020-12-04,29.12761
2020-12-05,17.44772
2020-12-06,19.39437
2020-12-07,32.37202
2020-12-08,36.8421
2020-12-09,33.38139
2020-12-10,35.68853
2020-12-11,29.05551
2020-12-12,16.94304
2020-12-13,21.84571
2020-12-14,34.03028
2020-12-15,33.66979
2020-12-16,33.45349
2020-12-17,32.01153
2020-12-18,30.20908
2020-12-19,20.04325
2020-12-20,19.39437
2020-12-21,31.57894
2020-12-22,34.46286
2020-12-23,35.32804
2020-12-24,23.07137
2020-12-25,14.13121
2020-12-26,17.73612
2020-12-27,24.36914
2020-12-28,55.3713
2020-12-29,42.89834
2020-12-30,36.9142
2020-12-31,26.82047
2021-01-01,16.65465
2021-01-02,18.81759
2021-01-03,18.88968
2021-01-04,35.25594
2021-01-05,43.76351
2021-01-06,38.42826
2021-01-07,33.0209
2021-01-08,30.49747
2021-01-09,19.03388
2021-01-10,21.12472
2021-01-11,34.89545
2021-01-12,34.39077
2021-01-13,39.79812
2021-01-14,38.93294
2021-01-15,34.67916
2021-01-16,24.44124
2021-01-17,21.9899
2021-01-18,33.45349
2021-01-19,35.90483
2021-01-20,39.29343
2021-01-21,35.40014
2021-01-22,31.00216
2021-01-23,25.45061
2021-01-24,21.12472
2021-01-25,34.67916
2021-01-26,33.52559
2021-01-27,35.61643
2021-01-28,33.59769
2021-01-29,32.66041
2021-01-30,20.33165
2021-01-31,18.09661
2021-02-01,32.73251
2021-02-02,34.24657
2021-02-03,35.97692
2021-02-04,34.67916
2021-02-05,30.06488
2021-02-06,20.25955
2021-02-07,20.83633
2021-02-08,36.8421
2021-02-09,31.43475
2021-02-10,24.08074
2021-02-11,14.99639
2021-02-12,13.84282
2021-02-13,14.4917
2021-02-14,20.40374
2021-02-15,35.90483
2021-02-16,35.40014
2021-02-17,34.03028
2021-02-18,31.72314
2021-02-19,28.04614
2021-02-20,16.51045
2021-02-21,19.03388
2021-02-22,36.62581
2021-02-23,32.51622
2021-02-24,37.13049
2021-02-25,33.59769
2021-02-26,25.8111
2021-02-27,16.43835
2021-02-28,15.14059
2021-03-01,19.25018
2021-03-02,34.46286
2021-03-03,32.87671
2021-03-04,31.36265
2021-03-05,25.5948
2021-03-06,16.87094
2021-03-07,18.88968
2021-03-08,34.75126
2021-03-09,34.75126
2021-03-10,33.59769
2021-03-11,35.11175
2021-03-12,30.13698
2021-03-13,19.17808
2021-03-14,16.51045
2021-03-15,29.77649
2021-03-16,31.29055
2021-03-17,31.07426
2021-03-18,30.42537
2021-03-19,28.04614
2021-03-20,15.50108
2021-03-21,17.95241
2021-03-22,29.70439
2021-03-23,39.14924
2021-03-24,32.01153
2021-03-25,32.87671
2021-03-26,26.02739
2021-03-27,20.33165
2021-03-28,18.88968
2021-03-29,33.38139
2021-03-30,33.38139
2021-03-31,29.92069
2021-04-01,29.19971
2021-04-02,24.51333
2021-04-03,16.58255
2021-04-04,17.23143
2021-04-05,28.33453
2021-04-06,29.70439
2021-04-07,27.54145
2021-04-08,30.85796
2021-04-09,26.67627
2021-04-10,13.04974
2021-04-11,17.44772
2021-04-12,30.71377
2021-04-13,31.86733
2021-04-14,26.82047
2021-04-15,30.49747
2021-04-16,28.76712
2021-04-17,15.06849
2021-04-18,15.71737
2021-04-19,27.82984
2021-04-20,26.31578
2021-04-21,27.90194
2021-04-22,27.03677
2021-04-23,23.79235
2021-04-24,12.40086
2021-04-25,13.62653
2021-04-26,26.96467
2021-04-27,24.51333
2021-04-28,28.26243
2021-04-29,25.30641
2021-04-30,24.36914
2021-05-01,15.71737
2021-05-02,15.06849
2021-05-03,25.95529
2021-05-04,27.03677
2021-05-05,17.80821
2021-05-06,27.90194
2021-05-07,23.72025
2021-05-08,14.41961
2021-05-09,13.48233
2021-05-10,25.5948
2021-05-11,27.54145
2021-05-12,27.97404
2021-05-13,25.95529
2021-05-14,25.8111
2021-05-15,15.93366
2021-05-16,16.22206
2021-05-17,30.71377
2021-05-18,28.55082
2021-05-19,16.79884
2021-05-20,25.23431
2021-05-21,25.95529
2021-05-22,15.71737
2021-05-23,15.06849
2021-05-24,32.37202
2021-05-25,45.20547
2021-05-26,36.6979
2021-05-27,31.29055
2021-05-28,27.61355
2021-05-29,16.22206
2021-05-30,14.708
2021-05-31,28.47873
2021-06-01,31.65104
2021-06-02,28.98341
2021-06-03,31.65104
2021-06-04,23.50396
2021-06-05,16.58255
2021-06-06,16.36625
2021-06-07,29.63229
2021-06-08,33.59769
2021-06-09,28.62292
2021-06-10,29.3439
2021-06-11,24.80173
2021-06-12,15.50108
2021-06-13,12.76135
2021-06-14,27.54145
2021-06-15,29.84859
2021-06-16,27.68565
2021-06-17,24.65753
2021-06-18,25.8111
2021-06-19,13.98702
2021-06-20,16.22206
2021-06-21,31.21845
2021-06-22,31.57894
2021-06-23,30.20908
2021-06-24,34.24657
2021-06-25,27.46935
2021-06-26,16.00576
2021-06-27,14.708
2021-06-28,32.87671
2021-06-29,36.9142
2021-06-30,35.97692
2021-07-01,29.12761
2021-07-02,24.80173
2021-07-03,15.35688
2021-07-04,13.62653
2021-07-05,27.97404
2021-07-06,24.36914
2021-07-07,27.61355
2021-07-08,27.75775
2021-07-09,23.86445
2021-07-10,14.6359
2021-07-11,11.82408
2021-07-12,26.02739
2021-07-13,28.04614
2021-07-14,28.04614
2021-07-15,28.04614
2021-07-16,22.92718
2021-07-17,12.90555
2021-07-18,15.35688
2021-07-19,24.51333
2021-07-20,26.02739
2021-07-21,28.47873
2021-07-22,26.82047
2021-07-23,22.27829
2021-07-24,15.14059
2021-07-25,12.04037
2021-07-26,25.16222
2021-07-27,29.70439
2021-07-28,23.72025
2021-07-29,27.32516
2021-07-30,22.27829
2021-07-31,19.61067
2021-08-01,14.7801
2021-08-02,22.85508
2021-08-03,26.60418
2021-08-04,23.93655
2021-08-05,24.80173
2021-08-06,21.9178
2021-08-07,15.57317
2021-08-08,14.708
2021-08-09,26.74837
2021-08-10,27.03677
2021-08-11,26.89257
2021-08-12,29.92069
2021-08-13,26.09949
2021-08-14,15.35688
2021-08-15,13.98702
2021-08-16,16.94304
2021-08-17,27.54145
2021-08-18,31.57894
2021-08-19,26.74837
2021-08-20,24.08074
2021-08-21,16.00576
2021-08-22,15.86157
2021-08-23,27.82984
2021-08-24,28.47873
2021-08-25,31.14635
2021-08-26,26.89257
2021-08-27,25.95529
2021-08-28,15.21268
2021-08-29,16.43835
2021-08-30,26.17159
2021-08-31,24.65753
2021-09-01,28.11824
2021-09-02,24.94592
2021-09-03,25.23431
2021-09-04,15.06849
2021-09-05,14.13121
2021-09-06,27.90194
2021-09-07,30.13698
2021-09-08,28.76712
2021-09-09,28.47873
2021-09-10,22.27829
2021-09-11,15.42898
2021-09-12,15.06849
2021-09-13,25.6669
2021-09-14,28.91131
2021-09-15,25.6669
2021-09-16,24.72963
2021-09-17,22.92718
2021-09-18,12.54506
2021-09-19,9.44484
2021-09-20,9.51694
2021-09-21,9.66113
2021-09-22,12.97764
2021-09-23,26.17159
2021-09-24,26.89257
2021-09-25,14.20331
2021-09-26,14.99639
2021-09-27,23.14347
2021-09-28,26.53208
2021-09-29,27.54145
2021-09-30,27.61355
2021-10-01,25.52271
2021-10-02,15.14059
2021-10-03,11.39149
2021-10-04,16.14996
2021-10-05,28.62292
2021-10-06,29.12761
2021-10-07,29.19971
2021-10-08,22.42249
2021-10-09,13.77072
2021-10-10,13.84282
2021-10-11,33.66979
2021-10-12,47.72891
2021-10-13,38.57245
2021-10-14,35.90483
2021-10-15,28.26243
2021-10-16,18.52919
2021-10-17,17.08723
2021-10-18,27.32516
2021-10-19,26.82047
2021-10-20,28.26243
2021-10-21,27.25306
2021-10-22,23.64816
2021-10-23,13.26604
2021-10-24,13.12184
2021-10-25,23.07137
2021-10-26,24.65753
2021-10-27,27.03677
2021-10-28,26.17159
2021-10-29,22.63878
2021-10-30,14.85219
2021-10-31,13.91492
2021-11-01,24.44124
2021-11-02,27.61355
2021-11-03,23.57606
2021-11-04,21.62941
2021-11-05,20.54794
2021-11-06,11.75198
2021-11-07,11.75198
2021-11-08,24.00865
2021-11-09,24.00865
2021-11-10,24.08074
2021-11-11,22.63878
2021-11-12,19.25018
2021-11-13,11.60778
2021-11-14,12.61715
2021-11-15,21.34102
2021-11-16,22.49459
2021-11-17,22.062
2021-11-18,22.1341
2021-11-19,20.40374
2021-11-20,12.97764
2021-11-21,12.61715
2021-11-22,25.30641
2021-11-23,20.69214
2021-11-24,20.62004
2021-11-25,21.55731
2021-11-26,26.31578
2021-11-27,14.34751
2021-11-28,14.27541
2021-11-29,25.01802
2021-11-30,24.08074
2021-12-01,24.44124
2021-12-02,24.94592
2021-12-03,21.19682
2021-12-04,12.90555
2021-12-05,12.54506
2021-12-06,24.51333
2021-12-07,25.45061
2021-12-08,27.75775
2021-12-09,30.42537
2021-12-10,29.5602
2021-12-11,13.91492
2021-12-12,14.34751
2021-12-13,23.14347
2021-12-14,29.77649
2021-12-15,24.08074
2021-12-16,23.93655
2021-12-17,23.93655
2021-12-18,12.83345
2021-12-19,13.26604
2021-12-20,24.58543
2021-12-21,22.2062
2021-12-22,24.51333
2021-12-23,24.22494
2021-12-24,18.96178
2021-12-25,11.17519
2021-12-26,12.32876
2021-12-27,25.23431
2021-12-28,29.12761
2021-12-29,24.29704
2021-12-30,22.63878
2021-12-31,19.75486
2022-01-01,12.61715
2022-01-02,13.77072
2022-01-03,24.00865
2022-01-04,27.32516
2022-01-05,26.96467
2022-01-06,28.26243
2022-01-07,26.53208
2022-01-08,16.94304
2022-01-09,17.30353
2022-01-10,26.45998
2022-01-11,29.416
2022-01-12,28.33453
2022-01-13,28.69502
2022-01-14,25.01802
2022-01-15,16.22206
2022-01-16,12.97764
2022-01-17,30.20908
2022-01-18,29.3439
2022-01-19,27.39726
2022-01-20,26.17159
2022-01-21,24.29704
2022-01-22,14.13121
2022-01-23,16.43835
2022-01-24,25.5948
2022-01-25,26.38788
2022-01-26,27.75775
2022-01-27,24.44124
2022-01-28,19.61067
2022-01-29,13.41023
2022-01-30,11.31939
2022-01-31,11.60778
2022-02-01,11.31939
2022-02-02,12.97764
2022-02-03,24.58543
2022-02-04,23.50396
2022-02-05,14.27541
2022-02-06,13.04974
2022-02-07,25.8832
2022-02-08,25.95529
2022-02-09,27.25306
2022-02-10,27.32516
2022-02-11,21.70151
2022-02-12,14.05912
2022-02-13,15.42898
2022-02-14,28.04614
2022-02-15,26.67627
2022-02-16,25.16222
2022-02-17,27.46935
2022-02-18,22.1341
2022-02-19,14.41961
2022-02-20,13.48233
2022-02-21,27.61355
2022-02-22,38.50036
2022-02-23,34.60706
2022-02-24,31.43475
2022-02-25,27.61355
2022-02-26,19.97116
2022-02-27,20.47584
2022-02-28,26.38788
2022-03-01,17.88031
2022-03-02,22.2062
2022-03-03,26.31578
2022-03-04,25.95529
2022-03-05,16.14996
2022-03-06,13.62653
2022-03-07,24.08074
2022-03-08,22.92718
2022-03-09,12.68925
2022-03-10,22.2062
2022-03-11,21.34102
2022-03-12,14.05912
2022-03-13,13.98702
2022-03-14,25.23431
2022-03-15,24.87382
2022-03-16,23.50396
2022-03-17,23.72025
2022-03-18,38.57245
2022-03-19,17.95241
2022-03-20,13.91492
2022-03-21,27.10886
2022-03-22,26.96467
2022-03-23,24.58543
2022-03-24,25.6669
2022-03-25,25.37851
2022-03-26,14.05912
2022-03-27,12.61715
2022-03-28,26.09949
2022-03-29,26.96467
2022-03-30,23.72025
2022-03-31,24.51333
2022-04-01,18.4571
2022-04-02,13.69863
2022-04-03,13.26604
2022-04-04,21.05263
2022-04-05,25.01802
2022-04-06,23.57606
2022-04-07,21.77361
2022-04-08,21.34102
2022-04-09,13.19394
2022-04-10,12.90555
2022-04-11,27.18096
2022-04-12,24.58543
2022-04-13,23.79235
2022-04-14,29.12761
2022-04-15,24.80173
2022-04-16,15.14059
2022-04-17,14.99639
2022-04-18,30.28118
2022-04-19,32.29992
2022-04-20,30.64167
2022-04-21,30.64167
2022-04-22,22.49459
2022-04-23,14.99639
2022-04-24,16.87094
2022-04-25,27.90194
2022-04-26,30.56957
2022-04-27,28.40663
2022-04-28,25.23431
2022-04-29,22.2062
2022-04-30,11.53568
2022-05-01,13.19394
2022-05-02,25.45061
2022-05-03,25.52271
2022-05-04,20.40374
2022-05-05,12.90555
2022-05-06,18.52919
2022-05-07,12.25666
2022-05-08,14.27541
2022-05-09,26.17159
2022-05-10,27.32516
2022-05-11,37.70728
2022-05-12,45.49387
2022-05-13,39.79812
2022-05-14,17.01514
2022-05-15,14.99639
2022-05-16,32.01153
2022-05-17,28.91131
2022-05-18,27.61355
2022-05-19,25.09012
2022-05-20,23.50396
2022-05-21,12.68925
2022-05-22,14.41961
2022-05-23,26.67627
2022-05-24,24.51333
2022-05-25,26.67627
2022-05-26,24.94592
2022-05-27,22.85508
2022-05-28,13.26604
2022-05-29,26.02739
2022-05-30,65.24873
2022-05-31,36.40951
2022-06-01,17.30353
2022-06-02,24.22494
2022-06-03,23.50396
2022-06-04,13.19394
2022-06-05,13.26604
2022-06-06,19.97116
2022-06-07,35.61643
2022-06-08,28.33453
2022-06-09,28.76712
2022-06-10,24.80173
2022-06-11,14.20331
2022-06-12,14.20331
2022-06-13,30.20908
2022-06-14,24.58543
2022-06-15,25.95529
2022-06-16,24.22494
2022-06-17,20.04325
2022-06-18,12.76135
2022-06-19,12.18457
2022-06-20,23.57606
2022-06-21,23.50396
2022-06-22,24.87382
2022-06-23,23.07137
2022-06-24,23.50396
2022-06-25,14.13121
2022-06-26,14.27541
2022-06-27,26.31578
2022-06-28,24.80173
2022-06-29,24.22494
2022-06-30,24.65753
2022-07-01,20.90843
2022-07-02,12.32876
2022-07-03,13.84282
2022-07-04,23.86445
2022-07-05,25.23431
2022-07-06,26.60418
2022-07-07,23.57606
2022-07-08,19.25018
2022-07-09,11.46359
2022-07-10,12.68925
2022-07-11,24.08074
2022-07-12,25.30641
2022-07-13,25.37851
2022-07-14,24.29704
2022-07-15,22.42249
2022-07-16,12.18457
2022-07-17,10.9589
2022-07-18,21.70151
2022-07-19,27.18096
2022-07-20,23.07137
2022-07-21,24.00865
2022-07-22,23.72025
2022-07-23,14.20331
2022-07-24,13.04974
2022-07-25,23.50396
2022-07-26,24.72963
2022-07-27,26.31578
2022-07-28,25.37851
2022-07-29,20.11535
2022-07-30,13.12184
2022-07-31,12.11247
2022-08-01,20.40374
2022-08-02,22.35039
2022-08-03,18.74549
2022-08-04,24.94592
2022-08-05,21.9899
2022-08-06,12.40086
2022-08-07,16.07786
2022-08-08,26.17159
2022-08-09,25.09012
2022-08-10,30.06488
2022-08-11,26.89257
2022-08-12,21.9178
2022-08-13,12.40086
2022-08-14,12.40086
2022-08-15,11.67988
2022-08-16,22.35039
2022-08-17,25.16222
2022-08-18,25.6669
2022-08-19,24.58543
2022-08-20,13.62653
2022-08-21,13.77072
2022-08-22,25.45061
2022-08-23,29.12761
2022-08-24,25.30641
2022-08-25,24.94592
2022-08-26,22.63878
2022-08-27,11.89617
2022-08-28,13.26604
2022-08-29,23.43186
2022-08-30,27.54145
2022-08-31,20.90843
2022-09-01,22.27829
2022-09-02,19.75486
2022-09-03,11.24729
2022-09-04,12.32876
2022-09-05,20.40374
2022-09-06,20.18745
2022-09-07,20.18745
2022-09-08,17.01514
2022-09-09,8.65176
2022-09-10,6.99351
2022-09-11,9.66113
2022-09-12,13.55443
2022-09-13,26.09949
2022-09-14,26.67627
2022-09-15,26.24369
2022-09-16,23.79235
2022-09-17,13.41023
2022-09-18,11.75198
2022-09-19,25.16222
2022-09-20,24.08074
2022-09-21,23.35976
2022-09-22,24.36914
2022-09-23,20.47584
2022-09-24,14.99639
2022-09-25,11.89617
2022-09-26,21.41312
2022-09-27,27.97404
2022-09-28,32.15573
2022-09-29,29.70439
2022-09-30,24.94592
2022-10-01,15.06849
2022-10-02,14.41961
2022-10-03,16.29416
2022-10-04,24.08074
2022-10-05,37.05839
2022-10-06,29.92069
2022-10-07,19.25018
2022-10-08,11.60778
2022-10-09,10.52631
2022-10-10,15.28478
2022-10-11,25.23431
2022-10-12,24.22494
2022-10-13,24.00865
2022-10-14,22.27829
2022-10-15,11.39149
2022-10-16,11.60778
2022-10-17,24.80173
2022-10-18,22.71088
2022-10-19,25.8111
2022-10-20,24.29704
2022-10-21,21.9899
2022-10-22,14.41961
2022-10-23,12.11247
2022-10-24,25.95529
2022-10-25,25.30641
2022-10-26,26.96467
2022-10-27,24.22494
2022-10-28,22.2062
2022-10-29,11.31939
2022-10-30,10.8147
2022-10-31,22.49459
2022-11-01,22.49459
2022-11-02,22.27829
2022-11-03,25.6669
2022-11-04,19.89906
2022-11-05,13.84282
2022-11-06,13.69863
2022-11-07,22.71088
2022-11-08,25.95529
2022-11-09,24.58543
2022-11-10,25.52271
2022-11-11,21.70151
2022-11-12,13.69863
2022-11-13,13.77072
2022-11-14,24.36914
2022-11-15,25.739
2022-11-16,23.57606
2022-11-17,22.99927
2022-11-18,18.2408
2022-11-19,11.46359
2022-11-20,12.90555
2022-11-21,21.05263
2022-11-22,24.22494
2022-11-23,24.65753
2022-11-24,22.78298
2022-11-25,19.97116
2022-11-26,10.38211
2022-11-27,12.54506
2022-11-28,19.97116
2022-11-29,23.50396
2022-11-30,23.79235
2022-12-01,20.33165
2022-12-02,16.29416
2022-12-03,10.09372
2022-12-04,11.24729
2022-12-05,21.41312
2022-12-06,28.62292
2022-12-07,26.53208
2022-12-08,25.45061
2022-12-09,22.2062
2022-12-10,15.50108
2022-12-11,11.60778
2022-12-12,22.1341
2022-12-13,26.96467
2022-12-14,24.80173
2022-12-15,21.70151
2022-12-16,23.35976
2022-12-17,15.14059
2022-12-18,13.69863
2022-12-19,21.55731
2022-12-20,23.57606
2022-12-21,26.09949
2022-12-22,21.9178
2022-12-23,19.39437
2022-12-24,11.17519
2022-12-25,10.02162
2022-12-26,21.26892
2022-12-27,25.45061
2022-12-28,25.37851
2022-12-29,28.19033
2022-12-30,20.76423
2022-12-31,13.04974
2023-01-01,14.708
2023-01-02,25.16222
2023-01-03,26.31578
2023-01-04,27.18096
2023-01-05,30.13698
2023-01-06,24.44124
2023-01-07,13.48233
2023-01-08,12.76135
2023-01-09,27.03677
2023-01-10,29.99279
2023-01-11,27.54145
2023-01-12,26.53208
2023-01-13,23.86445
2023-01-14,17.73612
2023-01-15,14.708
2023-01-16,26.17159
2023-01-17,29.3439
2023-01-18,25.23431
2023-01-19,28.11824
2023-01-20,20.98053
2023-01-21,11.96827
2023-01-22,11.24729
2023-01-23,13.04974
2023-01-24,15.06849
2023-01-25,24.36914
2023-01-26,29.416
2023-01-27,25.95529
2023-01-28,14.6359
2023-01-29,17.08723
2023-01-30,27.90194
2023-01-31,29.19971
2023-02-01,28.83922
2023-02-02,30.13698
2023-02-03,28.55082
2023-02-04,12.47296
2023-02-05,15.21268
2023-02-06,31.29055
2023-02-07,31.07426
2023-02-08,29.63229
2023-02-09,29.92069
2023-02-10,26.38788
2023-02-11,14.85219
2023-02-12,17.95241
2023-02-13,27.18096
2023-02-14,30.85796
2023-02-15,29.12761
2023-02-16,29.416
2023-02-17,25.23431
2023-02-18,14.41961
2023-02-19,17.37563
2023-02-20,26.96467
2023-02-21,31.00216
2023-02-22,27.61355
2023-02-23,29.99279
2023-02-24,29.2718
2023-02-25,16.51045
2023-02-26,13.26604
2023-02-27,29.4881
2023-02-28,26.53208
2023-03-01,17.95241
2023-03-02,25.23431
2023-03-03,25.8832
2023-03-04,13.04974
2023-03-05,14.99639
2023-03-06,24.44124
2023-03-07,26.09949
2023-03-08,27.61355
2023-03-09,29.99279
2023-03-10,23.14347
2023-03-11,13.41023
2023-03-12,15.71737
2023-03-13,26.45998
2023-03-14,30.78586
2023-03-15,31.50684
2023-03-16,27.46935
2023-03-17,23.57606
2023-03-18,15.06849
2023-03-19,12.47296
2023-03-20,28.26243
2023-03-21,28.26243
2023-03-22,28.33453
2023-03-23,27.18096
2023-03-24,24.80173
2023-03-25,14.13121
2023-03-26,12.83345
2023-03-27,23.57606
2023-03-28,28.11824
2023-03-29,29.416
2023-03-30,25.95529
2023-03-31,23.21557
2023-04-01,13.41023
2023-04-02,12.54506
2023-04-03,25.09012
2023-04-04,26.89257
2023-04-05,24.58543
2023-04-06,27.32516
2023-04-07,22.71088
2023-04-08,13.26604
2023-04-09,12.40086
2023-04-10,25.739
2023-04-11,28.26243
2023-04-12,30.35328
2023-04-13,29.12761
2023-04-14,25.37851
2023-04-15,13.84282
2023-04-16,13.48233
2023-04-17,27.75775
2023-04-18,27.25306
2023-04-19,26.38788
2023-04-20,26.60418
2023-04-21,22.062
2023-04-22,13.26604
2023-04-23,13.84282
2023-04-24,28.04614
2023-04-25,27.90194
2023-04-26,26.53208
2023-04-27,25.30641
2023-04-28,21.05263
2023-04-29,14.13121
2023-04-30,10.09372
2023-05-01,15.50108
2023-05-02,24.15284
2023-05-03,26.67627
2023-05-04,23.93655
2023-05-05,14.05912
2023-05-06,13.98702
2023-05-07,11.46359
2023-05-08,28.55082
2023-05-09,28.33453
2023-05-10,27.75775
2023-05-11,29.3439
2023-05-12,25.739
2023-05-13,12.47296
2023-05-14,11.82408
2023-05-15,27.18096
2023-05-16,25.6669
2023-05-17,23.79235
2023-05-18,25.09012
2023-05-19,23.86445
2023-05-20,13.19394
2023-05-21,14.6359
2023-05-22,26.82047
2023-05-23,27.97404
2023-05-24,26.67627
2023-05-25,26.74837
2023-05-26,24.36914
2023-05-27,11.17519
2023-05-28,14.05912
2023-05-29,17.01514
