date,조각상
2023-07-02,23.33333
2023-07-03,26.875
2023-07-04,26.45833
2023-07-05,27.91666
2023-07-06,30.625
2023-07-07,23.75
2023-07-08,23.125
2023-07-09,24.79166
2023-07-10,25.83333
2023-07-11,26.45833
2023-07-12,28.75
2023-07-13,31.45833
2023-07-14,23.95833
2023-07-15,18.54166
2023-07-16,22.08333
2023-07-17,28.33333
2023-07-18,24.79166
2023-07-19,22.5
2023-07-20,21.66666
2023-07-21,22.91666
2023-07-22,14.79166
2023-07-23,23.95833
2023-07-24,30.20833
2023-07-25,60.41666
2023-07-26,100.0
2023-07-27,66.45833
2023-07-28,47.70833
2023-07-29,35.0
2023-07-30,30.0
2023-07-31,36.66666
2023-08-01,35.625
2023-08-02,35.41666
2023-08-03,29.79166
2023-08-04,31.875
2023-08-05,32.08333
2023-08-06,28.95833
2023-08-07,29.79166
2023-08-08,27.91666
2023-08-09,32.91666
2023-08-10,36.25
2023-08-11,26.875
2023-08-12,22.08333
2023-08-13,21.04166
2023-08-14,23.54166
2023-08-15,26.875
2023-08-16,28.125
2023-08-17,31.04166
2023-08-18,26.04166
2023-08-19,22.08333
2023-08-20,30.20833
2023-08-21,32.08333
2023-08-22,26.04166
2023-08-23,33.95833
2023-08-24,33.54166
2023-08-25,30.625
2023-08-26,22.29166
2023-08-27,25.41666
2023-08-28,26.875
2023-08-29,29.79166
2023-08-30,25.625
2023-08-31,24.375
2023-09-01,25.41666
2023-09-02,25.20833
2023-09-03,26.875
2023-09-04,25.83333
2023-09-05,30.41666
2023-09-06,28.75
2023-09-07,29.79166
2023-09-08,25.0
2023-09-09,16.25
2023-09-10,24.16666
2023-09-11,33.75
2023-09-12,32.5
2023-09-13,27.91666
2023-09-14,29.58333
2023-09-15,26.04166
2023-09-16,21.875
2023-09-17,28.75
2023-09-18,29.79166
2023-09-19,30.83333
2023-09-20,31.66666
2023-09-21,25.83333
2023-09-22,25.20833
2023-09-23,21.875
2023-09-24,23.54166
2023-09-25,25.625
2023-09-26,21.66666
2023-09-27,28.75
2023-09-28,18.95833
2023-09-29,17.29166
2023-09-30,14.58333
2023-10-01,17.08333
2023-10-02,20.625
2023-10-03,23.75
2023-10-04,22.91666
2023-10-05,23.33333
2023-10-06,21.875
2023-10-07,19.16666
2023-10-08,24.79166
2023-10-09,24.375
2023-10-10,26.66666
2023-10-11,27.5
2023-10-12,30.0
2023-10-13,23.95833
2023-10-14,25.0
2023-10-15,23.125
2023-10-16,28.95833
2023-10-17,24.79166
2023-10-18,26.875
2023-10-19,26.04166
2023-10-20,25.0
2023-10-21,21.45833
2023-10-22,26.45833
2023-10-23,27.70833
2023-10-24,30.625
2023-10-25,24.375
2023-10-26,27.08333
2023-10-27,23.75
2023-10-28,20.83333
2023-10-29,21.66666
2023-10-30,26.66666
2023-10-31,26.04166
2023-11-01,22.70833
2023-11-02,25.0
2023-11-03,25.0
2023-11-04,22.91666
2023-11-05,24.58333
2023-11-06,25.20833
2023-11-07,21.875
2023-11-08,26.66666
2023-11-09,26.45833
2023-11-10,24.16666
2023-11-11,18.125
2023-11-12,22.70833
2023-11-13,27.91666
2023-11-14,23.125
2023-11-15,32.5
2023-11-16,22.08333
2023-11-17,23.125
2023-11-18,20.625
2023-11-19,23.95833
2023-11-20,24.16666
2023-11-21,28.125
2023-11-22,26.04166
2023-11-23,23.54166
2023-11-24,21.04166
2023-11-25,21.45833
2023-11-26,20.41666
2023-11-27,23.33333
2023-11-28,23.75
2023-11-29,25.20833
2023-11-30,24.375
2023-12-01,27.29166
2023-12-02,16.45833
2023-12-03,20.20833
2023-12-04,25.83333
2023-12-05,27.08333
2023-12-06,27.5
2023-12-07,25.0
2023-12-08,22.08333
2023-12-09,21.25
2023-12-10,22.91666
2023-12-11,23.125
2023-12-12,32.5
2023-12-13,26.66666
2023-12-14,22.70833
2023-12-15,26.45833
2023-12-16,19.375
2023-12-17,20.625
2023-12-18,24.79166
2023-12-19,22.08333
2023-12-20,23.54166
2023-12-21,21.04166
2023-12-22,16.45833
2023-12-23,18.75
2023-12-24,17.08333
2023-12-25,20.83333
2023-12-26,21.66666
2023-12-27,22.91666
2023-12-28,21.04166
2023-12-29,22.08333
2023-12-30,25.41666
2023-12-31,20.41666
2024-01-01,16.875
2024-01-02,25.20833
2024-01-03,21.45833
2024-01-04,24.58333
2024-01-05,22.08333
2024-01-06,21.25
2024-01-07,21.66666
2024-01-08,22.08333
2024-01-09,28.54166
2024-01-10,28.95833
2024-01-11,26.25
2024-01-12,22.29166
2024-01-13,20.83333
2024-01-14,25.41666
2024-01-15,27.91666
2024-01-16,28.75
2024-01-17,29.16666
2024-01-18,24.79166
2024-01-19,24.16666
2024-01-20,24.375
2024-01-21,18.75
2024-01-22,24.16666
2024-01-23,30.0
2024-01-24,23.95833
2024-01-25,22.5
2024-01-26,24.58333
2024-01-27,17.29166
2024-01-28,21.875
2024-01-29,27.5
2024-01-30,28.75
2024-01-31,20.625
2024-02-01,25.0
2024-02-02,28.125
2024-02-03,19.375
2024-02-04,24.58333
2024-02-05,25.625
2024-02-06,27.5
2024-02-07,28.75
2024-02-08,25.41666
2024-02-09,20.41666
2024-02-10,18.95833
2024-02-11,20.83333
2024-02-12,21.875
2024-02-13,27.91666
2024-02-14,28.33333
2024-02-15,22.5
2024-02-16,41.04166
2024-02-17,25.20833
2024-02-18,19.79166
2024-02-19,23.75
2024-02-20,26.66666
2024-02-21,23.75
2024-02-22,28.95833
2024-02-23,23.125
2024-02-24,15.20833
2024-02-25,23.75
2024-02-26,20.83333
2024-02-27,28.95833
2024-02-28,23.125
2024-02-29,22.29166
2024-03-01,20.20833
2024-03-02,18.75
2024-03-03,19.58333
2024-03-04,21.25
2024-03-05,24.16666
2024-03-06,31.66666
2024-03-07,32.08333
2024-03-08,23.54166
2024-03-09,20.20833
2024-03-10,21.25
2024-03-11,29.58333
2024-03-12,31.66666
2024-03-13,26.25
2024-03-14,27.70833
2024-03-15,26.875
2024-03-16,19.79166
2024-03-17,24.58333
2024-03-18,28.54166
2024-03-19,27.91666
2024-03-20,26.66666
