date,미니나스닥100선물
2021-07-26,0.88161
2021-08-12,1.38539
2021-10-06,0.88161
2021-10-27,0.75566
2021-11-30,0.88161
2021-12-01,0.88161
2021-12-14,1.1335
2021-12-21,1.00755
2022-01-05,0.62972
2022-01-06,0.75566
2022-01-07,0.62972
2022-01-20,0.62972
2022-01-21,2.77078
2022-01-24,0.75566
2022-01-25,1.38539
2022-01-27,0.75566
2022-02-01,0.62972
2022-02-03,1.00755
2022-02-04,0.75566
2022-02-05,0.75566
2022-02-11,0.62972
2022-02-14,5.6675
2022-02-15,1.88916
2022-02-17,2.64483
2022-02-18,0.75566
2022-02-19,1.1335
2022-02-21,8.06045
2022-02-22,2.89672
2022-02-23,8.56423
2022-02-24,3.27455
2022-02-25,3.52644
2022-02-26,1.00755
2022-02-28,0.75566
2022-03-01,4.28211
2022-03-02,3.77833
2022-03-04,0.75566
2022-03-05,0.88161
2022-03-08,1.63727
2022-03-09,0.62972
2022-03-16,0.62972
2022-03-17,1.1335
2022-03-28,0.75566
2022-03-30,0.62972
2022-04-04,2.77078
2022-04-06,0.62972
2022-04-07,2.01511
2022-04-11,2.64483
2022-04-12,0.62972
2022-04-13,1.25944
2022-04-14,0.88161
2022-04-15,1.00755
2022-04-17,0.62972
2022-04-18,1.1335
2022-04-19,2.89672
2022-04-20,1.00755
2022-04-22,1.38539
2022-04-25,0.75566
2022-04-26,1.00755
2022-04-27,1.88916
2022-04-28,3.90428
2022-04-29,2.64483
2022-04-30,0.62972
2022-05-02,6.04534
2022-05-03,3.02267
2022-05-04,2.39294
2022-05-05,4.15617
2022-05-06,2.01511
2022-05-07,1.1335
2022-05-08,0.62972
2022-05-09,5.28967
2022-05-10,5.54156
2022-05-11,5.91939
2022-05-12,3.65239
2022-05-13,2.267
2022-05-14,1.1335
2022-05-16,3.52644
2022-05-17,2.14105
2022-05-18,4.03022
2022-05-19,10.4534
2022-05-20,9.19395
2022-05-21,2.77078
2022-05-23,4.15617
2022-05-24,8.81612
2022-05-25,11.71284
2022-05-26,12.97229
2022-05-27,5.79345
2022-05-28,1.25944
2022-05-29,1.1335
2022-05-30,8.69017
2022-05-31,6.17128
2022-06-01,8.94206
2022-06-02,7.05289
2022-06-03,2.89672
2022-06-04,1.88916
2022-06-05,0.75566
2022-06-06,8.06045
2022-06-07,5.41561
2022-06-08,8.81612
2022-06-09,6.17128
2022-06-10,3.90428
2022-06-11,3.27455
2022-06-12,0.75566
2022-06-13,5.79345
2022-06-14,6.29722
2022-06-15,10.57934
2022-06-16,11.46095
2022-06-17,6.54911
2022-06-18,1.88916
2022-06-19,0.88161
2022-06-20,5.54156
2022-06-21,16.37279
2022-06-22,7.9345
2022-06-23,15.74307
2022-06-24,15.99496
2022-06-25,3.90428
2022-06-26,1.88916
2022-06-27,11.5869
2022-06-28,13.35012
2022-06-29,16.75062
2022-06-30,18.89168
2022-07-01,9.44584
2022-07-02,3.77833
2022-07-03,1.63727
2022-07-04,7.68261
2022-07-05,10.4534
2022-07-06,19.64735
2022-07-07,13.60201
2022-07-08,16.87657
2022-07-09,5.03778
2022-07-10,2.267
2022-07-11,12.09068
2022-07-12,16.49874
2022-07-13,14.23173
2022-07-14,13.22418
2022-07-15,6.04534
2022-07-16,2.39294
2022-07-17,0.62972
2022-07-18,7.68261
2022-07-19,15.11335
2022-07-20,11.33501
2022-07-21,12.09068
2022-07-22,17.75818
2022-07-23,2.64483
2022-07-24,1.51133
2022-07-25,12.21662
2022-07-26,11.20906
2022-07-27,20.27707
2022-07-28,5.79345
2022-07-29,15.36523
2022-07-30,1.63727
2022-07-31,0.88161
2022-08-01,8.43828
2022-08-02,10.32745
2022-08-03,14.86146
2022-08-04,10.07556
2022-08-05,13.47607
2022-08-06,3.14861
2022-08-07,2.267
2022-08-08,13.60201
2022-08-09,12.7204
2022-08-10,15.49118
2022-08-11,12.21662
2022-08-12,16.37279
2022-08-13,3.65239
2022-08-14,1.00755
2022-08-15,29.09319
2022-08-16,23.42569
2022-08-17,20.15113
2022-08-18,24.05541
2022-08-19,13.8539
2022-08-20,1.88916
2022-08-22,16.62468
2022-08-23,21.41057
2022-08-24,16.62468
2022-08-25,22.79596
2022-08-26,12.84634
2022-08-27,1.63727
2022-08-28,1.00755
2022-08-29,17.38035
2022-08-30,17.50629
2022-08-31,17.88413
2022-09-01,21.78841
2022-09-02,18.01007
2022-09-03,3.27455
2022-09-04,1.38539
2022-09-05,11.08312
2022-09-06,23.55163
2022-09-07,20.02518
2022-09-08,11.08312
2022-09-09,8.31234
2022-09-10,1.88916
2022-09-11,1.51133
2022-09-12,15.49118
2022-09-13,19.77329
2022-09-14,15.99496
2022-09-15,18.89168
2022-09-16,15.36523
2022-09-17,2.89672
2022-09-18,1.63727
2022-09-19,19.01763
2022-09-20,16.49874
2022-09-21,16.87657
2022-09-22,20.40302
2022-09-23,21.91435
2022-09-24,3.27455
2022-09-25,1.1335
2022-09-26,26.07052
2022-09-27,22.54408
2022-09-28,26.82619
2022-09-29,24.18136
2022-09-30,13.8539
2022-10-01,4.534
2022-10-02,1.88916
2022-10-03,33.75314
2022-10-04,19.14357
2022-10-05,23.80352
2022-10-06,23.42569
2022-10-07,16.75062
2022-10-08,4.28211
2022-10-09,2.14105
2022-10-10,29.21914
2022-10-11,31.61209
2022-10-12,27.95969
2022-10-13,35.64231
2022-10-14,24.93702
2022-10-15,6.04534
2022-10-16,1.88916
2022-10-17,24.05541
2022-10-18,32.74559
2022-10-19,27.20403
2022-10-20,22.54408
2022-10-21,24.93702
2022-10-22,7.9345
2022-10-23,2.01511
2022-10-24,28.46347
2022-10-25,21.66246
2022-10-26,22.54408
2022-10-27,24.81108
2022-10-28,18.01007
2022-10-29,5.79345
2022-10-30,1.25944
2022-10-31,14.73551
2022-11-01,14.10579
2022-11-02,10.57934
2022-11-03,12.59445
2022-11-04,9.82367
2022-11-05,3.52644
2022-11-06,2.14105
2022-11-07,11.46095
2022-11-08,10.07556
2022-11-09,17.75818
2022-11-10,15.36523
2022-11-11,17.75818
2022-11-12,5.79345
2022-11-13,2.01511
2022-11-14,12.09068
2022-11-15,14.35768
2022-11-16,14.9874
2022-11-17,10.4534
2022-11-18,10.32745
2022-11-19,4.534
2022-11-20,1.76322
2022-11-21,9.19395
2022-11-22,9.19395
2022-11-23,13.09823
2022-11-24,13.22418
2022-11-25,11.20906
2022-11-26,1.76322
2022-11-28,9.19395
2022-11-29,12.84634
2022-11-30,8.06045
2022-12-01,7.80856
2022-12-02,9.69773
2022-12-03,3.4005
2022-12-04,1.38539
2022-12-05,5.28967
2022-12-06,9.19395
2022-12-07,12.7204
2022-12-08,13.60201
2022-12-09,10.70528
2022-12-10,2.39294
2022-12-11,0.75566
2022-12-12,8.18639
2022-12-13,10.32745
2022-12-14,7.17884
2022-12-15,13.72795
2022-12-16,15.49118
2022-12-17,4.78589
2022-12-18,1.76322
2022-12-19,13.72795
2022-12-20,22.54408
2022-12-21,13.22418
2022-12-22,16.37279
2022-12-23,17.88413
2022-12-24,3.02267
2022-12-25,2.01511
2022-12-26,7.30478
2022-12-27,11.83879
2022-12-28,12.46851
2022-12-29,12.7204
2022-12-30,8.94206
2022-12-31,4.534
2023-01-01,1.51133
2023-01-02,7.05289
2023-01-03,20.78085
2023-01-04,20.52896
2023-01-05,15.23929
2023-01-06,16.75062
2023-01-07,6.801
2023-01-08,1.38539
2023-01-09,14.60957
2023-01-10,13.22418
2023-01-11,17.38035
2023-01-12,15.61712
2023-01-13,12.84634
2023-01-14,6.04534
2023-01-15,2.77078
2023-01-16,8.94206
2023-01-17,11.46095
2023-01-18,11.83879
2023-01-19,19.64735
2023-01-20,28.58942
2023-01-21,14.35768
2023-01-22,3.4005
2023-01-23,30.2267
2023-01-24,45.2141
2023-01-25,67.12846
2023-01-26,56.54911
2023-01-27,53.90428
2023-01-28,13.8539
2023-01-29,3.77833
2023-01-30,61.71284
2023-01-31,70.02518
2023-02-01,64.9874
2023-02-02,68.01007
2023-02-03,66.87657
2023-02-04,17.00251
2023-02-05,3.52644
2023-02-06,70.15113
2023-02-07,62.59445
2023-02-08,64.60957
2023-02-09,68.76574
2023-02-10,60.57934
2023-02-11,11.71284
2023-02-12,4.03022
2023-02-13,49.49622
2023-02-14,75.06297
2023-02-15,72.79596
2023-02-16,77.07808
2023-02-17,76.82619
2023-02-18,16.49874
2023-02-19,3.52644
2023-02-20,59.94962
2023-02-21,90.05037
2023-02-22,87.78337
2023-02-23,85.01259
2023-02-24,68.51385
2023-02-25,16.37279
2023-02-26,4.78589
2023-02-27,61.46095
2023-02-28,65.86901
2023-03-01,62.09068
2023-03-02,67.2544
2023-03-03,62.09068
2023-03-04,13.47607
2023-03-05,3.77833
2023-03-06,52.64483
2023-03-07,57.9345
2023-03-08,67.2544
2023-03-09,66.75062
2023-03-10,71.66246
2023-03-11,16.75062
2023-03-12,5.16372
2023-03-13,100.0
2023-03-14,97.73299
2023-03-15,89.42065
2023-03-16,87.78337
2023-03-17,75.94458
2023-03-18,13.8539
2023-03-19,5.28967
2023-03-20,87.0277
2023-03-21,79.59697
2023-03-22,80.47858
2023-03-23,80.60453
2023-03-24,68.76574
2023-03-25,15.36523
2023-03-26,5.41561
2023-03-27,58.43828
2023-03-28,63.47607
2023-03-29,56.42317
2023-03-30,58.18639
2023-03-31,57.68261
2023-04-01,11.33501
2023-04-02,4.40806
2023-04-03,61.96473
2023-04-04,59.19395
2023-04-05,58.06045
2023-04-06,70.65491
2023-04-07,48.86649
2023-04-08,8.81612
2023-04-09,4.15617
2023-04-10,36.52392
2023-04-11,50.25188
2023-04-12,61.33501
2023-04-13,53.02267
2023-04-14,46.97732
2023-04-15,11.96473
2023-04-16,4.03022
2023-04-17,42.44332
2023-04-18,51.88916
2023-04-19,52.51889
2023-04-20,47.60705
2023-04-21,50.75566
2023-04-22,12.09068
2023-04-23,5.6675
2023-04-24,41.30982
2023-04-25,54.28211
2023-04-26,55.28967
2023-04-27,55.28967
2023-04-28,56.92695
2023-04-29,12.46851
2023-04-30,2.64483
2023-05-01,28.46347
2023-05-02,39.67254
2023-05-03,46.85138
2023-05-04,48.23677
2023-05-05,24.05541
2023-05-06,10.70528
2023-05-07,3.90428
2023-05-08,33.37531
2023-05-09,41.93954
2023-05-10,41.30982
2023-05-11,42.06549
2023-05-12,37.15365
2023-05-13,9.31989
2023-05-14,1.63727
2023-05-15,37.27959
2023-05-16,38.79093
2023-05-17,40.93198
2023-05-18,38.53904
2023-05-19,41.56171
2023-05-20,10.70528
2023-05-21,3.27455
2023-05-22,37.53148
2023-05-23,42.82115
2023-05-24,44.45843
2023-05-25,56.42317
2023-05-26,43.19899
2023-05-27,14.9874
2023-05-28,4.91183
2023-05-29,35.64231
2023-05-30,52.39294
2023-05-31,54.91183
2023-06-01,55.03778
2023-06-02,53.77833
2023-06-03,12.84634
2023-06-04,4.15617
2023-06-05,34.00503
2023-06-06,37.0277
2023-06-07,46.3476
2023-06-08,54.91183
2023-06-09,44.45843
2023-06-10,12.97229
2023-06-11,4.28211
2023-06-12,39.67254
2023-06-13,50.75566
2023-06-14,55.03778
2023-06-15,56.17128
2023-06-16,47.4811
2023-06-17,15.49118
2023-06-18,4.534
2023-06-19,31.10831
2023-06-20,49.49622
2023-06-21,39.79848
2023-06-22,49.24433
2023-06-23,39.42065
2023-06-24,12.84634
2023-06-25,3.65239
2023-06-26,38.79093
2023-06-27,41.18387
2023-06-28,44.45843
2023-06-29,54.28211
2023-06-30,39.04282
2023-07-01,9.44584
2023-07-02,2.51889
2023-07-03,27.7078
2023-07-04,31.3602
2023-07-05,39.42065
2023-07-06,44.0806
2023-07-07,43.07304
2023-07-08,11.71284
2023-07-09,3.65239
2023-07-10,45.59193
2023-07-11,45.59193
2023-07-12,45.71788
2023-07-13,39.29471
2023-07-14,36.02015
2023-07-15,11.71284
2023-07-16,2.77078
2023-07-17,33.75314
2023-07-18,46.59949
2023-07-19,41.18387
2023-07-20,48.74055
2023-07-21,39.29471
2023-07-22,10.07556
2023-07-23,4.534
2023-07-24,35.8942
2023-07-25,41.8136
2023-07-26,50.12594
2023-07-27,39.79848
2023-07-28,37.27959
2023-07-29,13.09823
2023-07-30,4.15617
2023-07-31,40.42821
2023-08-01,44.96221
2023-08-02,74.3073
2023-08-03,71.78841
2023-08-04,59.44584
2023-08-05,14.35768
2023-08-06,4.15617
2023-08-07,51.1335
2023-08-08,54.15617
2023-08-09,58.81612
2023-08-10,71.66246
2023-08-11,54.78589
2023-08-12,10.4534
2023-08-13,3.4005
2023-08-14,39.54659
2023-08-15,39.29471
2023-08-16,51.1335
2023-08-17,53.90428
2023-08-18,45.59193
2023-08-19,8.81612
2023-08-20,4.65994
2023-08-21,42.44332
2023-08-22,39.92443
2023-08-23,45.84382
2023-08-24,52.64483
2023-08-25,51.25944
2023-08-26,11.71284
2023-08-27,2.89672
2023-08-28,36.52392
2023-08-29,41.43576
2023-08-30,46.85138
2023-08-31,46.85138
2023-09-01,39.54659
2023-09-02,9.69773
2023-09-03,4.534
2023-09-04,34.25692
2023-09-05,47.60705
2023-09-06,54.28211
2023-09-07,53.52644
2023-09-08,48.36272
2023-09-09,14.23173
2023-09-10,3.52644
2023-09-11,37.78337
2023-09-12,45.2141
2023-09-13,49.37027
2023-09-14,48.74055
2023-09-15,38.41309
2023-09-16,13.72795
2023-09-17,4.78589
2023-09-18,43.95465
2023-09-19,49.37027
2023-09-20,52.51889
2023-09-21,63.35012
2023-09-22,55.6675
2023-09-23,16.49874
2023-09-24,4.534
2023-09-25,43.19899
2023-09-26,51.63727
2023-09-27,45.34005
2023-09-28,29.97481
2023-09-29,35.01259
2023-09-30,16.87657
2023-10-01,4.91183
2023-10-02,43.07304
2023-10-03,49.49622
2023-10-04,72.16624
2023-10-05,61.5869
2023-10-06,59.82367
2023-10-07,16.62468
2023-10-08,6.17128
2023-10-09,53.90428
2023-10-10,60.20151
2023-10-11,55.28967
2023-10-12,43.82871
2023-10-13,42.82115
2023-10-14,15.99496
2023-10-15,5.16372
2023-10-16,47.4811
2023-10-17,54.03022
2023-10-18,58.31234
2023-10-19,63.09823
2023-10-20,50.75566
2023-10-21,15.11335
2023-10-22,5.41561
2023-10-23,46.85138
2023-10-24,59.06801
2023-10-25,47.85894
2023-10-26,76.19647
2023-10-27,67.88413
2023-10-28,15.11335
2023-10-29,6.04534
2023-10-30,48.99244
2023-10-31,67.50629
2023-11-01,52.14105
2023-11-02,51.00755
2023-11-03,60.83123
2023-11-04,15.86901
2023-11-05,3.27455
2023-11-06,49.49622
2023-11-07,47.98488
2023-11-08,52.14105
2023-11-09,53.90428
2023-11-10,52.77078
2023-11-11,19.89924
2023-11-12,4.15617
2023-11-13,50.62972
2023-11-14,54.28211
2023-11-15,70.15113
2023-11-16,75.69269
2023-11-17,69.26952
2023-11-18,19.14357
2023-11-19,6.67506
2023-11-20,46.22166
2023-11-21,54.78589
2023-11-22,64.60957
2023-11-23,46.72544
2023-11-24,37.90931
2023-11-25,9.06801
2023-11-26,4.78589
2023-11-27,48.74055
2023-11-28,55.03778
2023-11-29,56.29722
2023-11-30,57.30478
2023-12-01,52.89672
2023-12-02,17.75818
2023-12-03,5.16372
2023-12-04,41.93954
2023-12-05,60.32745
2023-12-06,57.68261
2023-12-07,64.48362
2023-12-08,56.29722
2023-12-09,14.86146
2023-12-10,3.4005
2023-12-11,43.82871
2023-12-12,64.86146
2023-12-13,56.42317
2023-12-14,67.00251
2023-12-15,52.51889
2023-12-16,16.75062
2023-12-17,4.15617
2023-12-18,41.43576
2023-12-19,48.74055
2023-12-20,53.27455
2023-12-21,59.44584
2023-12-22,52.51889
2023-12-23,18.63979
2023-12-24,2.64483
2023-12-25,6.42317
2023-12-26,45.46599
2023-12-27,50.37783
2023-12-28,40.93198
2023-12-29,34.13098
2023-12-30,15.99496
2023-12-31,2.01511
2024-01-01,5.54156
2024-01-02,55.6675
2024-01-03,68.89168
2024-01-04,71.15869
2024-01-05,61.08312
2024-01-06,17.12846
2024-01-07,3.27455
2024-01-08,43.32493
2024-01-09,56.801
2024-01-10,58.06045
2024-01-11,54.91183
2024-01-12,54.534
2024-01-13,15.99496
2024-01-14,4.534
2024-01-15,29.84886
2024-01-16,60.07556
2024-01-17,65.36523
2024-01-18,59.57178
2024-01-19,49.11838
2024-01-20,12.46851
2024-01-21,2.51889
2024-01-22,52.64483
2024-01-23,46.09571
2024-01-24,46.22166
2024-01-25,48.6146
2024-01-26,48.86649
2024-01-27,15.23929
2024-01-28,2.39294
2024-01-29,34.00503
2024-01-30,44.20654
2024-01-31,59.69773
2024-02-01,50.62972
2024-02-02,46.97732
2024-02-03,13.09823
2024-02-04,3.02267
2024-02-05,41.43576
2024-02-06,44.58438
2024-02-07,50.12594
2024-02-08,34.50881
2024-02-09,33.87909
2024-02-10,15.23929
2024-02-11,3.4005
2024-02-12,40.80604
2024-02-13,54.40806
2024-02-14,56.42317
2024-02-15,54.28211
2024-02-16,45.34005
2024-02-17,14.60957
2024-02-18,2.89672
2024-02-19,33.50125
2024-02-20,41.56171
2024-02-21,54.65994
2024-02-22,49.74811
2024-02-23,42.31738
2024-02-24,13.47607
2024-02-25,3.27455
2024-02-26,40.17632
2024-02-27,51.00755
2024-02-28,42.19143
2024-02-29,49.24433
2024-03-01,36.02015
2024-03-02,14.86146
2024-03-03,3.52644
2024-03-04,39.67254
2024-03-05,53.65239
2024-03-06,55.28967
2024-03-07,46.22166
2024-03-08,43.95465
2024-03-09,14.73551
2024-03-10,4.40806
2024-03-11,49.49622
2024-03-12,55.6675
2024-03-13,48.6146
2024-03-14,55.54156
2024-03-15,41.56171
2024-03-16,13.60201
2024-03-17,1.88916
2024-03-18,40.80604
2024-03-19,44.33249
2024-03-20,42.69521
