date,크라우드펀딩사이트
2020-08-02,11.97339
2020-08-03,15.0776
2020-08-04,13.74722
2020-08-05,16.62971
2020-08-06,15.0776
2020-08-07,13.30376
2020-08-08,7.98226
2020-08-09,13.52549
2020-08-10,11.97339
2020-08-11,15.74279
2020-08-12,16.40798
2020-08-13,18.40354
2020-08-14,12.86031
2020-08-15,10.19955
2020-08-16,6.87361
2020-08-17,11.75166
2020-08-18,13.52549
2020-08-19,11.97339
2020-08-20,13.52549
2020-08-21,12.86031
2020-08-22,11.75166
2020-08-23,11.75166
2020-08-24,14.85587
2020-08-25,13.74722
2020-08-26,13.74722
2020-08-27,10.86474
2020-08-28,13.30376
2020-08-29,10.64301
2020-08-30,7.5388
2020-08-31,16.18625
2020-09-01,14.19068
2020-09-02,11.08647
2020-09-03,12.63858
2020-09-04,11.75166
2020-09-05,10.19955
2020-09-06,7.76053
2020-09-07,22.6164
2020-09-08,18.40354
2020-09-09,33.03769
2020-09-10,19.29046
2020-09-11,25.72062
2020-09-12,13.30376
2020-09-13,11.52993
2020-09-14,14.19068
2020-09-15,100.0
2020-09-16,81.37472
2020-09-17,23.72505
2020-09-18,17.51662
2020-09-19,37.47228
2020-09-20,16.40798
2020-09-21,22.17294
2020-09-22,16.40798
2020-09-23,16.40798
2020-09-24,17.96008
2020-09-25,13.08203
2020-09-26,9.31263
2020-09-27,7.98226
2020-09-28,12.19512
2020-09-29,11.97339
2020-09-30,10.19955
2020-10-01,7.5388
2020-10-02,9.53436
2020-10-03,9.0909
2020-10-04,13.96895
2020-10-05,15.29933
2020-10-06,17.96008
2020-10-07,15.0776
2020-10-08,21.72949
2020-10-09,21.95121
2020-10-10,10.86474
2020-10-11,11.75166
2020-10-12,15.29933
2020-10-13,14.85587
2020-10-14,15.0776
2020-10-15,12.41685
2020-10-16,15.96452
2020-10-17,13.74722
2020-10-18,11.75166
2020-10-19,11.52993
2020-10-20,18.40354
2020-10-21,18.18181
2020-10-22,14.85587
2020-10-23,14.19068
2020-10-24,7.09534
2020-10-25,10.86474
2020-10-26,17.73835
2020-10-27,12.63858
2020-10-28,14.19068
2020-10-29,12.63858
2020-10-30,15.0776
2020-10-31,8.20399
2020-11-01,12.86031
2020-11-02,12.19512
2020-11-03,13.96895
2020-11-04,13.08203
2020-11-05,10.19955
2020-11-06,12.86031
2020-11-07,10.64301
2020-11-08,10.86474
2020-11-09,17.07317
2020-11-10,12.86031
2020-11-11,10.64301
2020-11-12,15.52106
2020-11-13,19.06873
2020-11-14,9.53436
2020-11-15,13.52549
2020-11-16,11.3082
2020-11-17,11.52993
2020-11-18,14.19068
2020-11-19,11.75166
2020-11-20,12.41685
2020-11-21,9.97782
2020-11-22,7.31707
2020-11-23,17.96008
2020-11-24,13.30376
2020-11-25,11.08647
2020-11-26,13.52549
2020-11-27,11.52993
2020-11-28,7.98226
2020-11-29,9.97782
2020-11-30,11.75166
2020-12-01,15.29933
2020-12-02,12.41685
2020-12-03,13.08203
2020-12-04,11.75166
2020-12-05,9.97782
2020-12-06,7.98226
2020-12-07,13.74722
2020-12-08,17.73835
2020-12-09,16.62971
2020-12-10,12.63858
2020-12-11,14.41241
2020-12-12,12.41685
2020-12-13,11.97339
2020-12-14,13.74722
2020-12-15,12.63858
2020-12-16,10.86474
2020-12-17,9.75609
2020-12-18,14.63414
2020-12-19,9.75609
2020-12-20,7.5388
2020-12-21,13.52549
2020-12-22,15.74279
2020-12-23,7.5388
2020-12-24,11.52993
2020-12-25,7.31707
2020-12-26,11.08647
2020-12-27,7.09534
2020-12-28,15.74279
2020-12-29,14.85587
2020-12-30,18.40354
2020-12-31,10.19955
2021-01-01,6.65188
2021-01-02,5.76496
2021-01-03,9.0909
2021-01-04,13.08203
2021-01-05,15.96452
2021-01-06,11.97339
2021-01-07,16.85144
2021-01-08,11.52993
2021-01-09,6.20842
2021-01-10,10.64301
2021-01-11,14.63414
2021-01-12,13.52549
2021-01-13,10.64301
2021-01-14,7.98226
2021-01-15,12.19512
2021-01-16,8.20399
2021-01-17,11.52993
2021-01-18,9.75609
2021-01-19,12.86031
2021-01-20,11.75166
2021-01-21,11.08647
2021-01-22,11.3082
2021-01-23,8.42572
2021-01-24,10.19955
2021-01-25,13.74722
2021-01-26,15.96452
2021-01-27,13.52549
2021-01-28,11.08647
2021-01-29,10.64301
2021-01-30,9.0909
2021-01-31,7.76053
2021-02-01,11.3082
2021-02-02,12.41685
2021-02-03,13.52549
2021-02-04,14.41241
2021-02-05,12.41685
2021-02-06,6.87361
2021-02-07,11.3082
2021-02-08,13.30376
2021-02-09,9.0909
2021-02-10,6.20842
2021-02-11,1.99556
2021-02-12,6.65188
2021-02-13,7.31707
2021-02-14,7.76053
2021-02-15,10.19955
2021-02-16,10.42128
2021-02-17,12.63858
2021-02-18,13.08203
2021-02-19,10.19955
2021-02-20,9.0909
2021-02-21,7.98226
2021-02-22,8.86917
2021-02-23,9.53436
2021-02-24,12.86031
2021-02-25,9.0909
2021-02-26,9.97782
2021-02-27,9.31263
2021-02-28,9.97782
2021-03-01,8.64745
2021-03-02,10.42128
2021-03-03,10.86474
2021-03-04,5.3215
2021-03-05,7.31707
2021-03-06,6.65188
2021-03-07,5.98669
2021-03-08,13.96895
2021-03-09,9.97782
2021-03-10,8.86917
2021-03-11,9.75609
2021-03-12,9.0909
2021-03-13,4.87804
2021-03-14,5.76496
2021-03-15,10.42128
2021-03-16,14.85587
2021-03-17,12.19512
2021-03-18,11.75166
2021-03-19,16.85144
2021-03-20,6.87361
2021-03-21,8.42572
2021-03-22,7.76053
2021-03-23,8.20399
2021-03-24,10.19955
2021-03-25,12.63858
2021-03-26,10.42128
2021-03-27,5.3215
2021-03-28,4.43458
2021-03-29,10.86474
2021-03-30,11.97339
2021-03-31,9.75609
2021-04-01,9.31263
2021-04-02,9.31263
2021-04-03,6.87361
2021-04-04,6.65188
2021-04-05,10.64301
2021-04-06,25.49889
2021-04-07,11.52993
2021-04-08,7.98226
2021-04-09,9.31263
2021-04-10,11.75166
2021-04-11,5.54323
2021-04-12,10.19955
2021-04-13,10.19955
2021-04-14,15.52106
2021-04-15,11.52993
2021-04-16,10.19955
2021-04-17,3.54767
2021-04-18,7.09534
2021-04-19,13.52549
2021-04-20,7.98226
2021-04-21,9.97782
2021-04-22,9.97782
2021-04-23,8.64745
2021-04-24,3.10421
2021-04-25,5.98669
2021-04-26,7.98226
2021-04-27,13.74722
2021-04-28,13.74722
2021-04-29,9.0909
2021-04-30,7.98226
2021-05-01,5.98669
2021-05-02,6.43015
2021-05-03,7.98226
2021-05-04,8.42572
2021-05-05,5.54323
2021-05-06,7.31707
2021-05-07,9.31263
2021-05-08,4.21286
2021-05-09,7.98226
2021-05-10,10.42128
2021-05-11,9.97782
2021-05-12,10.64301
2021-05-13,11.52993
2021-05-14,7.09534
2021-05-15,4.87804
2021-05-16,5.98669
2021-05-17,11.08647
2021-05-18,10.19955
2021-05-19,7.5388
2021-05-20,12.63858
2021-05-21,10.42128
2021-05-22,6.87361
2021-05-23,6.65188
2021-05-24,16.18625
2021-05-25,13.08203
2021-05-26,9.75609
2021-05-27,11.75166
2021-05-28,7.76053
2021-05-29,6.87361
2021-05-30,4.21286
2021-05-31,11.3082
2021-06-01,11.97339
2021-06-02,7.5388
2021-06-03,9.53436
2021-06-04,9.97782
2021-06-05,3.99113
2021-06-06,5.54323
2021-06-07,10.19955
2021-06-08,8.64745
2021-06-09,12.41685
2021-06-10,7.98226
2021-06-11,8.42572
2021-06-12,3.32594
2021-06-13,5.54323
2021-06-14,6.20842
2021-06-15,7.31707
2021-06-16,8.42572
2021-06-17,6.65188
2021-06-18,5.09977
2021-06-19,6.87361
2021-06-20,3.99113
2021-06-21,8.42572
2021-06-22,7.31707
2021-06-23,7.76053
2021-06-24,8.20399
2021-06-25,5.54323
2021-06-26,4.43458
2021-06-27,5.98669
2021-06-28,9.0909
2021-06-29,11.75166
2021-06-30,6.43015
2021-07-01,6.65188
2021-07-02,6.20842
2021-07-03,3.54767
2021-07-04,6.87361
2021-07-05,8.64745
2021-07-06,7.5388
2021-07-07,8.86917
2021-07-08,7.98226
2021-07-09,8.42572
2021-07-10,5.09977
2021-07-11,4.21286
2021-07-12,10.19955
2021-07-13,8.42572
2021-07-14,10.42128
2021-07-15,7.31707
2021-07-16,5.76496
2021-07-17,4.21286
2021-07-18,5.3215
2021-07-19,7.98226
2021-07-20,11.3082
2021-07-21,7.5388
2021-07-22,4.65631
2021-07-23,11.3082
2021-07-24,5.54323
2021-07-25,7.09534
2021-07-26,6.20842
2021-07-27,11.97339
2021-07-28,8.42572
2021-07-29,7.5388
2021-07-30,8.20399
2021-07-31,6.65188
2021-08-01,3.10421
2021-08-02,7.31707
2021-08-03,9.0909
2021-08-04,9.75609
2021-08-05,9.0909
2021-08-06,5.76496
2021-08-07,4.21286
2021-08-08,7.76053
2021-08-09,6.20842
2021-08-10,9.97782
2021-08-11,8.20399
2021-08-12,8.86917
2021-08-13,8.20399
2021-08-14,3.54767
2021-08-15,8.42572
2021-08-16,7.5388
2021-08-17,7.98226
2021-08-18,11.08647
2021-08-19,7.98226
2021-08-20,10.19955
2021-08-21,5.54323
2021-08-22,7.5388
2021-08-23,10.42128
2021-08-24,10.42128
2021-08-25,10.42128
2021-08-26,9.31263
2021-08-27,8.20399
2021-08-28,4.43458
2021-08-29,5.98669
2021-08-30,7.5388
2021-08-31,7.98226
2021-09-01,6.20842
2021-09-02,7.98226
2021-09-03,5.3215
2021-09-04,5.76496
2021-09-05,2.88248
2021-09-06,9.31263
2021-09-07,8.64745
2021-09-08,9.0909
2021-09-09,10.19955
2021-09-10,7.76053
2021-09-11,5.3215
2021-09-12,7.31707
2021-09-13,10.42128
2021-09-14,6.20842
2021-09-15,8.64745
2021-09-16,8.20399
2021-09-17,3.54767
2021-09-18,3.32594
2021-09-19,3.7694
2021-09-20,3.10421
2021-09-21,5.09977
2021-09-22,7.31707
2021-09-23,8.64745
2021-09-24,10.42128
2021-09-25,8.20399
2021-09-26,3.32594
2021-09-27,7.31707
2021-09-28,7.09534
2021-09-29,9.53436
2021-09-30,8.64745
2021-10-01,7.31707
2021-10-02,4.21286
2021-10-03,2.88248
2021-10-04,7.09534
2021-10-05,8.42572
2021-10-06,8.42572
2021-10-07,6.87361
2021-10-08,8.42572
2021-10-09,5.54323
2021-10-10,6.20842
2021-10-11,5.54323
2021-10-12,7.31707
2021-10-13,10.64301
2021-10-14,10.64301
2021-10-15,9.53436
2021-10-16,4.65631
2021-10-17,8.42572
2021-10-18,13.08203
2021-10-19,6.87361
2021-10-20,5.76496
2021-10-21,10.86474
2021-10-22,7.31707
2021-10-23,4.21286
2021-10-24,5.76496
2021-10-25,7.31707
2021-10-26,7.5388
2021-10-27,8.42572
2021-10-28,9.0909
2021-10-29,9.53436
2021-10-30,6.65188
2021-10-31,6.65188
2021-11-01,10.19955
2021-11-02,9.0909
2021-11-03,7.5388
2021-11-04,8.86917
2021-11-05,9.75609
2021-11-06,4.43458
2021-11-07,5.76496
2021-11-08,9.97782
2021-11-09,12.86031
2021-11-10,7.5388
2021-11-11,8.64745
2021-11-12,8.42572
2021-11-13,6.43015
2021-11-14,5.76496
2021-11-15,7.09534
2021-11-16,7.5388
2021-11-17,13.74722
2021-11-18,8.64745
2021-11-19,8.86917
2021-11-20,5.09977
2021-11-21,4.21286
2021-11-22,10.19955
2021-11-23,8.42572
2021-11-24,8.42572
2021-11-25,8.20399
2021-11-26,6.20842
2021-11-27,6.20842
2021-11-28,9.75609
2021-11-29,9.53436
2021-11-30,8.20399
2021-12-01,11.52993
2021-12-02,9.97782
2021-12-03,7.76053
2021-12-04,2.66075
2021-12-05,5.09977
2021-12-06,9.75609
2021-12-07,7.98226
2021-12-08,17.51662
2021-12-09,10.86474
2021-12-10,6.87361
2021-12-11,7.09534
2021-12-12,7.5388
2021-12-13,12.86031
2021-12-14,11.3082
2021-12-15,7.98226
2021-12-16,11.08647
2021-12-17,7.31707
2021-12-18,6.43015
2021-12-19,5.3215
2021-12-20,6.20842
2021-12-21,7.76053
2021-12-22,7.5388
2021-12-23,10.42128
2021-12-24,7.98226
2021-12-25,5.76496
2021-12-26,5.54323
2021-12-27,9.31263
2021-12-28,8.20399
2021-12-29,8.64745
2021-12-30,10.64301
2021-12-31,6.20842
2022-01-01,6.20842
2022-01-02,3.99113
2022-01-03,7.5388
2022-01-04,11.3082
2022-01-05,12.41685
2022-01-06,11.08647
2022-01-07,10.64301
2022-01-08,5.54323
2022-01-09,11.08647
2022-01-10,10.64301
2022-01-11,7.98226
2022-01-12,11.08647
2022-01-13,7.09534
2022-01-14,10.19955
2022-01-15,6.20842
2022-01-16,6.65188
2022-01-17,5.54323
2022-01-18,10.19955
2022-01-19,8.86917
2022-01-20,9.0909
2022-01-21,6.65188
2022-01-22,3.32594
2022-01-23,6.87361
2022-01-24,7.5388
2022-01-25,8.42572
2022-01-26,5.54323
2022-01-27,9.31263
2022-01-28,10.19955
2022-01-29,4.87804
2022-01-30,4.87804
2022-01-31,4.65631
2022-02-01,4.21286
2022-02-02,7.31707
2022-02-03,6.20842
2022-02-04,8.42572
2022-02-05,8.20399
2022-02-06,5.3215
2022-02-07,7.09534
2022-02-08,9.75609
2022-02-09,11.08647
2022-02-10,7.31707
2022-02-11,7.5388
2022-02-12,7.76053
2022-02-13,3.7694
2022-02-14,8.86917
2022-02-15,9.53436
2022-02-16,9.0909
2022-02-17,7.31707
2022-02-18,7.76053
2022-02-19,4.65631
2022-02-20,8.20399
2022-02-21,11.3082
2022-02-22,10.64301
2022-02-23,7.98226
2022-02-24,6.65188
2022-02-25,5.09977
2022-02-26,2.66075
2022-02-27,5.98669
2022-02-28,3.10421
2022-03-01,5.54323
2022-03-02,10.86474
2022-03-03,7.98226
2022-03-04,11.08647
2022-03-05,8.20399
2022-03-06,6.65188
2022-03-07,9.31263
2022-03-08,7.98226
2022-03-09,8.64745
2022-03-10,6.20842
2022-03-11,8.64745
2022-03-12,5.98669
2022-03-13,9.31263
2022-03-14,11.52993
2022-03-15,6.65188
2022-03-16,8.86917
2022-03-17,8.20399
2022-03-18,8.64745
2022-03-19,7.76053
2022-03-20,4.43458
2022-03-21,13.74722
2022-03-22,11.52993
2022-03-23,13.30376
2022-03-24,12.41685
2022-03-25,10.42128
2022-03-26,8.42572
2022-03-27,10.64301
2022-03-28,12.63858
2022-03-29,10.86474
2022-03-30,8.64745
2022-03-31,11.52993
2022-04-01,7.76053
2022-04-02,6.43015
2022-04-03,9.97782
2022-04-04,13.30376
2022-04-05,10.64301
2022-04-06,11.97339
2022-04-07,12.41685
2022-04-08,9.97782
2022-04-09,3.54767
2022-04-10,3.10421
2022-04-11,7.5388
2022-04-12,7.98226
2022-04-13,10.86474
2022-04-14,9.75609
2022-04-15,7.98226
2022-04-16,6.20842
2022-04-17,5.3215
2022-04-18,9.97782
2022-04-19,10.64301
2022-04-20,9.53436
2022-04-21,6.43015
2022-04-22,8.20399
2022-04-23,4.65631
2022-04-24,6.43015
2022-04-25,9.53436
2022-04-26,19.06873
2022-04-27,9.53436
2022-04-28,10.64301
2022-04-29,8.64745
2022-04-30,5.54323
2022-05-01,9.31263
2022-05-02,6.43015
2022-05-03,7.98226
2022-05-04,9.31263
2022-05-05,6.20842
2022-05-06,9.0909
2022-05-07,6.87361
2022-05-08,5.09977
2022-05-09,8.86917
2022-05-10,12.86031
2022-05-11,13.52549
2022-05-12,9.0909
2022-05-13,9.31263
2022-05-14,4.21286
2022-05-15,6.20842
2022-05-16,11.52993
2022-05-17,11.08647
2022-05-18,14.19068
2022-05-19,7.76053
2022-05-20,7.5388
2022-05-21,4.65631
2022-05-22,3.7694
2022-05-23,9.53436
2022-05-24,18.18181
2022-05-25,9.97782
2022-05-26,8.42572
2022-05-27,7.5388
2022-05-28,2.66075
2022-05-29,6.43015
2022-05-30,9.53436
2022-05-31,6.87361
2022-06-01,5.54323
2022-06-02,7.31707
2022-06-03,9.31263
2022-06-04,5.54323
2022-06-05,5.54323
2022-06-06,3.54767
2022-06-07,6.65188
2022-06-08,14.85587
2022-06-09,5.54323
2022-06-10,9.97782
2022-06-11,5.76496
2022-06-12,5.3215
2022-06-13,8.20399
2022-06-14,11.08647
2022-06-15,6.87361
2022-06-16,8.42572
2022-06-17,7.09534
2022-06-18,3.7694
2022-06-19,4.65631
2022-06-20,7.76053
2022-06-21,5.98669
2022-06-22,10.64301
2022-06-23,10.42128
2022-06-24,7.98226
2022-06-25,3.10421
2022-06-26,6.65188
2022-06-27,8.20399
2022-06-28,7.31707
2022-06-29,9.31263
2022-06-30,8.20399
2022-07-01,6.20842
2022-07-02,5.09977
2022-07-03,4.87804
2022-07-04,6.87361
2022-07-05,6.43015
2022-07-06,9.75609
2022-07-07,7.76053
2022-07-08,8.86917
2022-07-09,5.54323
2022-07-10,5.98669
2022-07-11,7.76053
2022-07-12,9.31263
2022-07-13,7.09534
2022-07-14,11.52993
2022-07-15,9.97782
2022-07-16,4.43458
2022-07-17,4.21286
2022-07-18,6.20842
2022-07-19,9.0909
2022-07-20,7.31707
2022-07-21,8.20399
2022-07-22,8.42572
2022-07-23,2.88248
2022-07-24,5.3215
2022-07-25,7.09534
2022-07-26,7.76053
2022-07-27,8.64745
2022-07-28,8.86917
2022-07-29,7.5388
2022-07-30,5.98669
2022-07-31,4.65631
2022-08-01,7.98226
2022-08-02,7.31707
2022-08-03,9.31263
2022-08-04,6.43015
2022-08-05,5.3215
2022-08-06,3.32594
2022-08-07,5.3215
2022-08-08,7.5388
2022-08-09,8.42572
2022-08-10,8.20399
2022-08-11,7.09534
2022-08-12,6.43015
2022-08-13,3.99113
2022-08-14,4.65631
2022-08-15,5.3215
2022-08-16,8.20399
2022-08-17,8.20399
2022-08-18,7.76053
2022-08-19,11.75166
2022-08-20,4.87804
2022-08-21,6.20842
2022-08-22,10.42128
2022-08-23,7.31707
2022-08-24,8.86917
2022-08-25,8.42572
2022-08-26,8.86917
2022-08-27,2.21729
2022-08-28,6.65188
2022-08-29,9.53436
2022-08-30,8.42572
2022-08-31,9.31263
2022-09-01,10.19955
2022-09-02,6.87361
2022-09-03,3.32594
2022-09-04,7.09534
2022-09-05,4.21286
2022-09-06,5.54323
2022-09-07,6.87361
2022-09-08,6.20842
2022-09-09,3.99113
2022-09-10,3.10421
2022-09-11,3.10421
2022-09-12,6.65188
2022-09-13,9.31263
2022-09-14,8.64745
2022-09-15,9.31263
2022-09-16,7.98226
2022-09-17,5.09977
2022-09-18,5.54323
2022-09-19,6.43015
2022-09-20,5.09977
2022-09-21,10.64301
2022-09-22,6.65188
2022-09-23,7.76053
2022-09-24,2.21729
2022-09-26,7.98226
2022-09-27,6.43015
2022-09-28,7.09534
2022-09-29,9.75609
2022-09-30,6.87361
2022-10-01,4.21286
2022-10-02,4.21286
2022-10-03,7.09534
2022-10-04,5.09977
2022-10-05,9.75609
2022-10-06,8.64745
2022-10-07,5.76496
2022-10-08,6.20842
2022-10-09,7.31707
2022-10-10,8.20399
2022-10-11,10.19955
2022-10-12,7.31707
2022-10-13,9.97782
2022-10-14,9.53436
2022-10-15,6.65188
2022-10-16,7.31707
2022-10-17,7.5388
2022-10-18,5.09977
2022-10-19,7.09534
2022-10-20,5.09977
2022-10-21,5.3215
2022-10-22,3.7694
2022-10-23,6.65188
2022-10-24,6.87361
2022-10-25,8.86917
2022-10-26,9.53436
2022-10-27,5.98669
2022-10-28,5.54323
2022-10-29,5.54323
2022-10-30,4.43458
2022-10-31,9.31263
2022-11-01,5.76496
2022-11-02,8.86917
2022-11-03,6.43015
2022-11-04,8.64745
2022-11-05,2.43902
2022-11-06,3.99113
2022-11-07,7.5388
2022-11-08,8.20399
2022-11-09,9.53436
2022-11-10,9.31263
2022-11-11,6.43015
2022-11-12,5.98669
2022-11-13,6.20842
2022-11-14,7.98226
2022-11-15,5.76496
2022-11-16,5.98669
2022-11-17,7.09534
2022-11-18,5.98669
2022-11-19,5.09977
2022-11-20,5.98669
2022-11-21,8.20399
2022-11-22,10.19955
2022-11-23,8.42572
2022-11-24,6.20842
2022-11-25,7.31707
2022-11-26,3.54767
2022-11-27,7.31707
2022-11-28,8.20399
2022-11-29,8.20399
2022-11-30,5.98669
2022-12-01,11.08647
2022-12-02,6.20842
2022-12-03,3.54767
2022-12-04,4.43458
2022-12-05,4.65631
2022-12-06,6.43015
2022-12-07,10.86474
2022-12-08,7.76053
2022-12-09,20.84257
2022-12-10,12.41685
2022-12-11,9.97782
2022-12-12,15.52106
2022-12-13,13.52549
2022-12-14,6.87361
2022-12-15,5.54323
2022-12-16,8.42572
2022-12-17,3.32594
2022-12-18,4.43458
2022-12-19,6.65188
2022-12-20,6.20842
2022-12-21,6.65188
2022-12-22,7.5388
2022-12-23,6.87361
2022-12-25,3.7694
2022-12-26,7.5388
2022-12-27,8.20399
2022-12-28,10.19955
2022-12-29,7.76053
2022-12-30,7.09534
2022-12-31,3.99113
2023-01-01,4.65631
2023-01-02,6.87361
2023-01-03,6.65188
2023-01-04,9.97782
2023-01-05,9.31263
2023-01-06,9.75609
2023-01-07,6.43015
2023-01-08,4.87804
2023-01-09,9.0909
2023-01-10,7.76053
2023-01-11,9.97782
2023-01-12,9.75609
2023-01-13,9.0909
2023-01-14,10.86474
2023-01-15,4.65631
2023-01-16,6.20842
2023-01-17,9.97782
2023-01-18,4.65631
2023-01-19,8.64745
2023-01-20,7.31707
2023-01-21,1.5521
2023-01-22,6.20842
2023-01-23,3.54767
2023-01-24,5.3215
2023-01-25,8.42572
2023-01-26,8.86917
2023-01-27,8.20399
2023-01-28,5.3215
2023-01-29,3.99113
2023-01-30,7.09534
2023-01-31,5.98669
2023-02-01,8.86917
2023-02-02,9.31263
2023-02-03,9.75609
2023-02-04,2.21729
2023-02-05,3.7694
2023-02-06,7.09534
2023-02-07,9.53436
2023-02-08,7.5388
2023-02-09,10.19955
2023-02-10,10.19955
2023-02-11,5.98669
2023-02-12,6.65188
2023-02-13,10.42128
2023-02-14,9.31263
2023-02-15,8.64745
2023-02-16,8.64745
2023-02-17,8.20399
2023-02-18,2.88248
2023-02-19,3.32594
2023-02-20,9.53436
2023-02-21,7.98226
2023-02-22,9.31263
2023-02-23,7.31707
2023-02-24,7.09534
2023-02-25,5.09977
2023-02-26,3.54767
2023-02-27,7.09534
2023-02-28,5.76496
2023-03-01,6.43015
2023-03-02,7.76053
2023-03-03,9.75609
2023-03-04,5.09977
2023-03-05,5.3215
2023-03-06,7.98226
2023-03-07,7.98226
2023-03-08,7.76053
2023-03-09,10.42128
2023-03-10,7.31707
2023-03-11,4.21286
2023-03-12,7.76053
2023-03-13,11.3082
2023-03-14,7.09534
2023-03-15,8.86917
2023-03-16,9.0909
2023-03-17,6.87361
2023-03-18,3.99113
2023-03-19,6.43015
2023-03-20,10.64301
2023-03-21,7.5388
2023-03-22,8.64745
2023-03-23,11.52993
2023-03-24,7.31707
2023-03-25,5.54323
2023-03-26,1.77383
2023-03-27,8.64745
2023-03-28,9.75609
2023-03-29,9.53436
2023-03-30,9.75609
2023-03-31,8.86917
2023-04-01,3.10421
2023-04-02,4.21286
2023-04-03,6.43015
2023-04-04,9.97782
2023-04-05,6.43015
2023-04-06,9.75609
2023-04-07,7.98226
2023-04-08,4.43458
2023-04-09,7.09534
2023-04-10,11.52993
2023-04-11,8.86917
2023-04-12,6.20842
2023-04-13,9.75609
2023-04-14,6.87361
2023-04-15,3.54767
2023-04-16,4.87804
2023-04-17,10.19955
2023-04-18,9.97782
2023-04-19,6.87361
2023-04-20,9.97782
2023-04-21,7.31707
2023-04-22,2.66075
2023-04-23,9.53436
2023-04-24,9.31263
2023-04-25,10.42128
2023-04-26,10.86474
2023-04-27,7.76053
2023-04-28,10.19955
2023-04-29,5.09977
2023-04-30,2.66075
2023-05-01,6.20842
2023-05-02,7.31707
2023-05-03,6.65188
2023-05-04,5.54323
2023-05-05,3.7694
2023-05-06,5.09977
2023-05-07,5.09977
2023-05-08,8.64745
2023-05-09,9.0909
2023-05-10,8.42572
2023-05-11,7.09534
2023-05-12,7.09534
2023-05-13,1.99556
2023-05-14,3.7694
2023-05-15,7.09534
2023-05-16,9.75609
2023-05-17,11.3082
2023-05-18,6.65188
2023-05-19,8.86917
2023-05-20,4.43458
2023-05-21,3.7694
2023-05-22,8.42572
2023-05-23,7.31707
2023-05-24,7.98226
2023-05-25,8.42572
2023-05-26,3.54767
2023-05-27,3.54767
2023-05-28,3.10421
2023-05-29,5.09977
