date,포괄임금제
2020-09-01,6.19962
2020-09-02,5.12091
2020-09-03,7.58653
2020-09-04,5.53579
2020-09-05,2.07444
2020-09-06,2.53674
2020-09-07,5.4054
2020-09-08,5.2513
2020-09-09,5.0972
2020-09-10,5.51209
2020-09-11,4.43338
2020-09-12,2.11
2020-09-13,1.83736
2020-09-14,5.14461
2020-09-15,5.27501
2020-09-16,5.47652
2020-09-17,5.07349
2020-09-18,4.61119
2020-09-19,2.00331
2020-09-20,1.8255
2020-09-21,4.45708
2020-09-22,4.69416
2020-09-23,4.40967
2020-09-24,4.69416
2020-09-25,4.26742
2020-09-26,2.52489
2020-09-27,1.99146
2020-09-28,4.78899
2020-09-29,3.71028
2020-09-30,1.76623
2020-10-01,1.14983
2020-10-02,1.17354
2020-10-03,1.45803
2020-10-04,1.45803
2020-10-05,5.06164
2020-10-06,6.19962
2020-10-07,6.09293
2020-10-08,5.31057
2020-10-09,2.77382
2020-10-10,1.89663
2020-10-11,1.84921
2020-10-12,4.83641
2020-10-13,4.95495
2020-10-14,5.47652
2020-10-15,4.59933
2020-10-16,4.33854
2020-10-17,2.35893
2020-10-18,2.01517
2020-10-19,4.8127
2020-10-20,5.10905
2020-10-21,5.60692
2020-10-22,4.82456
2020-10-23,4.33854
2020-10-24,2.02702
2020-10-25,2.05073
2020-10-26,4.97866
2020-10-27,5.73731
2020-10-28,5.14461
2020-10-29,5.14461
2020-10-30,5.36984
2020-10-31,1.90848
2020-11-01,1.97961
2020-11-02,5.87956
2020-11-03,5.95068
2020-11-04,5.66619
2020-11-05,6.25889
2020-11-06,5.7136
2020-11-07,2.60787
2020-11-08,4.61119
2020-11-09,6.85158
2020-11-10,6.72119
2020-11-11,7.26647
2020-11-12,5.93883
2020-11-13,5.8677
2020-11-14,2.31152
2020-11-15,3.17686
2020-11-16,6.02181
2020-11-17,6.24703
2020-11-18,5.35798
2020-11-19,5.65433
2020-11-20,4.74158
2020-11-21,2.21669
2020-11-22,2.34708
2020-11-23,6.5908
2020-11-24,5.70175
2020-11-25,6.25889
2020-11-26,5.61877
2020-11-27,5.13276
2020-11-28,2.33522
2020-11-29,2.48933
2020-11-30,6.80417
2020-12-01,7.75248
2020-12-02,6.23518
2020-12-03,6.81602
2020-12-04,6.11664
2020-12-05,2.80938
2020-12-06,2.75011
2020-12-07,6.53153
2020-12-08,6.6145
2020-12-09,6.66192
2020-12-10,7.31389
2020-12-11,5.01422
2020-12-12,2.34708
2020-12-13,8.77192
2020-12-14,11.91322
2020-12-15,7.66951
2020-12-16,7.37316
2020-12-17,6.03366
2020-12-18,5.83214
2020-12-19,2.51303
2020-12-20,2.53674
2020-12-21,6.62636
2020-12-22,6.88715
2020-12-23,6.19962
2020-12-24,5.8677
2020-12-25,2.29966
2020-12-26,2.8568
2020-12-27,2.98719
2020-12-28,7.00568
2020-12-29,8.0844
2020-12-30,7.2072
2020-12-31,4.75343
2021-01-01,2.5486
2021-01-02,3.92366
2021-01-03,4.62304
2021-01-04,9.8862
2021-01-05,9.12754
2021-01-06,8.11996
2021-01-07,6.54338
2021-01-08,6.36557
2021-01-09,3.12944
2021-01-10,3.59174
2021-01-11,7.40872
2021-01-12,7.43243
2021-01-13,8.14366
2021-01-14,7.70507
2021-01-15,6.72119
2021-01-16,3.09388
2021-01-17,2.77382
2021-01-18,7.34945
2021-01-19,7.55097
2021-01-20,7.85917
2021-01-21,7.50355
2021-01-22,7.3613
2021-01-23,3.89995
2021-01-24,3.43764
2021-01-25,8.90232
2021-01-26,8.28591
2021-01-27,7.96586
2021-01-28,7.10052
2021-01-29,7.08866
2021-01-30,3.62731
2021-01-31,3.52062
2021-02-01,8.48743
2021-02-02,7.47984
2021-02-03,7.91844
2021-02-04,7.29018
2021-02-05,7.52726
2021-02-06,3.03461
2021-02-07,2.65528
2021-02-08,7.27833
2021-02-09,10.00474
2021-02-10,8.64153
2021-02-11,3.4495
2021-02-12,100.0
2021-02-13,27.44191
2021-02-14,2.60787
2021-02-15,7.42057
2021-02-16,8.34518
2021-02-17,7.77619
2021-02-18,6.69748
2021-02-19,7.65765
2021-02-20,3.62731
2021-02-21,2.52489
2021-02-22,7.15979
2021-02-23,7.61024
2021-02-24,7.21906
2021-02-25,9.16311
2021-02-26,8.0844
2021-02-27,3.87624
2021-02-28,2.88051
2021-03-01,3.39023
2021-03-02,7.34945
2021-03-03,9.99288
2021-03-04,7.98956
2021-03-05,7.44428
2021-03-06,3.50877
2021-03-07,2.71455
2021-03-08,7.23091
2021-03-09,7.4917
2021-03-10,8.21479
2021-03-11,7.85917
2021-03-12,7.76434
2021-03-13,3.52062
2021-03-14,3.73399
2021-03-15,7.85917
2021-03-16,7.71692
2021-03-17,7.56282
2021-03-18,7.91844
2021-03-19,6.56709
2021-03-20,3.42579
2021-03-21,2.92792
2021-03-22,6.75675
2021-03-23,7.42057
2021-03-24,8.1081
2021-03-25,7.81175
2021-03-26,8.81934
2021-03-27,2.8568
2021-03-28,2.93978
2021-03-29,6.83973
2021-03-30,7.56282
2021-03-31,7.3613
2021-04-01,7.32574
2021-04-02,6.44855
2021-04-03,2.99905
2021-04-04,2.72641
2021-04-05,7.06495
2021-04-06,7.3376
2021-04-07,6.47226
2021-04-08,6.29445
2021-04-09,6.5908
2021-04-10,3.0109
2021-04-11,2.06258
2021-04-12,7.2072
2021-04-13,6.95827
2021-04-14,6.34186
2021-04-15,6.11664
2021-04-16,6.04551
2021-04-17,2.84495
2021-04-18,2.75011
2021-04-19,7.72878
2021-04-20,6.78046
2021-04-21,7.02939
2021-04-22,6.66192
2021-04-23,6.19962
2021-04-24,2.67899
2021-04-25,2.77382
2021-04-26,6.09293
2021-04-27,7.11237
2021-04-28,7.32574
2021-04-29,6.86344
2021-04-30,6.80417
2021-05-01,3.43764
2021-05-02,2.43006
2021-05-03,7.0531
2021-05-04,6.41299
2021-05-05,3.30725
2021-05-06,6.50782
2021-05-07,5.44096
2021-05-08,2.14556
2021-05-09,2.31152
2021-05-10,6.83973
2021-05-11,6.14035
2021-05-12,6.7449
2021-05-13,6.51967
2021-05-14,6.08108
2021-05-15,2.37079
2021-05-16,2.65528
2021-05-17,6.70934
2021-05-18,6.42484
2021-05-19,3.35467
2021-05-20,6.56709
2021-05-21,5.93883
2021-05-22,2.80938
2021-05-23,2.19298
2021-05-24,6.44855
2021-05-25,6.7449
2021-05-26,6.72119
2021-05-27,6.82788
2021-05-28,5.18018
2021-05-29,2.96348
2021-05-30,2.75011
2021-05-31,7.2072
2021-06-01,6.899
2021-06-02,9.66097
2021-06-03,12.19772
2021-06-04,10.44333
2021-06-05,5.92697
2021-06-06,4.87197
2021-06-07,9.21052
2021-06-08,8.97344
2021-06-09,7.47984
2021-06-10,6.92271
2021-06-11,6.22332
2021-06-12,2.65528
2021-06-13,3.03461
2021-06-14,7.18349
2021-06-15,8.83119
2021-06-16,9.96917
2021-06-17,8.44001
2021-06-18,7.59838
2021-06-19,7.97771
2021-06-20,3.05832
2021-06-21,8.13181
2021-06-22,7.96586
2021-06-23,8.64153
2021-06-24,9.64912
2021-06-25,10.55002
2021-06-26,3.92366
2021-06-27,3.37837
2021-06-28,7.84732
2021-06-29,8.13181
2021-06-30,10.20625
2021-07-01,9.64912
2021-07-02,8.55855
2021-07-03,3.48506
2021-07-04,3.35467
2021-07-05,8.1081
2021-07-06,7.37316
2021-07-07,7.2072
2021-07-08,6.91085
2021-07-09,6.42484
2021-07-10,2.61972
2021-07-11,2.67899
2021-07-12,7.53911
2021-07-13,9.43575
2021-07-14,7.76434
2021-07-15,7.84732
2021-07-16,6.43669
2021-07-17,2.84495
2021-07-18,2.78568
2021-07-19,6.88715
2021-07-20,10.15884
2021-07-21,7.93029
2021-07-22,7.58653
2021-07-23,6.42484
2021-07-24,2.92792
2021-07-25,7.62209
2021-07-26,10.5026
2021-07-27,7.51541
2021-07-28,7.38501
2021-07-29,6.56709
2021-07-30,6.47226
2021-07-31,3.40208
2021-08-01,2.51303
2021-08-02,6.06922
2021-08-03,6.80417
2021-08-04,6.43669
2021-08-05,7.02939
2021-08-06,6.10478
2021-08-07,2.53674
2021-08-08,3.28354
2021-08-09,6.66192
2021-08-10,8.59412
2021-08-11,8.02513
2021-08-12,7.17164
2021-08-13,7.50355
2021-08-14,2.76197
2021-08-15,3.14129
2021-08-16,4.67045
2021-08-17,6.53153
2021-08-18,7.07681
2021-08-19,6.41299
2021-08-20,6.93456
2021-08-21,3.23613
2021-08-22,2.75011
2021-08-23,6.82788
2021-08-24,6.81602
2021-08-25,6.83973
2021-08-26,8.07254
2021-08-27,7.76434
2021-08-28,2.92792
2021-08-29,4.12517
2021-08-30,8.73636
2021-08-31,7.61024
2021-09-01,7.07681
2021-09-02,7.19535
2021-09-03,6.65007
2021-09-04,3.21242
2021-09-05,2.45376
2021-09-06,6.35372
2021-09-07,7.07681
2021-09-08,6.50782
2021-09-09,6.65007
2021-09-10,6.73304
2021-09-11,2.84495
2021-09-12,2.69084
2021-09-13,6.92271
2021-09-14,6.43669
2021-09-15,6.57894
2021-09-16,6.08108
2021-09-17,5.0972
2021-09-18,2.5486
2021-09-19,1.76623
2021-09-20,1.84921
2021-09-21,1.39876
2021-09-22,2.13371
2021-09-23,5.33428
2021-09-24,6.28259
2021-09-25,2.63157
2021-09-26,2.80938
2021-09-27,7.15979
2021-09-28,7.24276
2021-09-29,6.76861
2021-09-30,6.67377
2021-10-01,6.51967
2021-10-02,3.80512
2021-10-03,2.69084
2021-10-04,4.14888
2021-10-05,7.59838
2021-10-06,6.53153
2021-10-07,6.66192
2021-10-08,7.24276
2021-10-09,2.65528
2021-10-10,2.40635
2021-10-11,3.65101
2021-10-12,6.1522
2021-10-13,6.5908
2021-10-14,6.94642
2021-10-15,7.21906
2021-10-16,3.62731
2021-10-17,3.59174
2021-10-18,15.33902
2021-10-19,19.87908
2021-10-20,10.49075
2021-10-21,7.85917
2021-10-22,7.87102
2021-10-23,3.41394
2021-10-24,5.45282
2021-10-25,8.80749
2021-10-26,8.5467
2021-10-27,8.53485
2021-10-28,8.27406
2021-10-29,6.67377
2021-10-30,3.2954
2021-10-31,4.56377
2021-11-01,8.21479
2021-11-02,8.73636
2021-11-03,8.46372
2021-11-04,8.15552
2021-11-05,6.95827
2021-11-06,3.72214
2021-11-07,3.37837
2021-11-08,7.75248
2021-11-09,7.11237
2021-11-10,18.14841
2021-11-11,9.32906
2021-11-12,7.19535
2021-11-13,3.3191
2021-11-14,4.26742
2021-11-15,8.59412
2021-11-16,10.32479
2021-11-17,10.91749
2021-11-18,10.07586
2021-11-19,8.73636
2021-11-20,3.17686
2021-11-21,3.20056
2021-11-22,9.35277
2021-11-23,9.63726
2021-11-24,11.22569
2021-11-25,10.79895
2021-11-26,8.77192
2021-11-27,3.03461
2021-11-28,3.54433
2021-11-29,9.92176
2021-11-30,10.9412
2021-12-01,12.38738
2021-12-02,10.17069
2021-12-03,7.7999
2021-12-04,4.20815
2021-12-05,4.08961
2021-12-06,9.009
2021-12-07,10.14698
2021-12-08,9.68468
2021-12-09,11.8421
2021-12-10,9.23423
2021-12-11,3.98293
2021-12-12,3.73399
2021-12-13,10.28923
2021-12-14,10.33665
2021-12-15,9.36462
2021-12-16,8.99715
2021-12-17,7.02939
2021-12-18,4.05405
2021-12-19,3.72214
2021-12-20,9.18681
2021-12-21,9.85064
2021-12-22,9.93361
2021-12-23,10.66856
2021-12-24,7.85917
2021-12-25,3.6036
2021-12-26,3.46135
2021-12-27,7.52726
2021-12-28,9.30535
2021-12-29,8.76007
2021-12-30,8.11996
2021-12-31,6.99383
2022-01-01,3.59174
2022-01-02,4.5045
2022-01-03,11.80654
2022-01-04,12.66002
2022-01-05,12.62446
2022-01-06,10.12328
2022-01-07,10.47889
2022-01-08,4.37411
2022-01-09,4.95495
2022-01-10,9.98103
2022-01-11,11.65244
2022-01-12,9.72024
2022-01-13,9.32906
2022-01-14,9.009
2022-01-15,5.22759
2022-01-16,4.42152
2022-01-17,9.26979
2022-01-18,9.50687
2022-01-19,9.28165
2022-01-20,9.87434
2022-01-21,8.2622
2022-01-22,4.10146
2022-01-23,3.84068
2022-01-24,9.38833
2022-01-25,10.76339
2022-01-26,10.7871
2022-01-27,10.55002
2022-01-28,8.55855
2022-01-29,3.57989
2022-01-30,3.165
2022-01-31,2.37079
2022-02-01,2.29966
2022-02-02,2.89236
2022-02-03,8.72451
2022-02-04,8.65339
2022-02-05,4.52821
2022-02-06,3.6036
2022-02-07,9.61356
2022-02-08,9.7558
2022-02-09,9.61356
2022-02-10,10.32479
2022-02-11,8.53485
2022-02-12,4.32669
2022-02-13,4.22
2022-02-14,9.58985
2022-02-15,9.08013
2022-02-16,8.41631
2022-02-17,15.90801
2022-02-18,12.3044
2022-02-19,7.0531
2022-02-20,6.18776
2022-02-21,9.68468
2022-02-22,10.77524
2022-02-23,10.13513
2022-02-24,9.89805
2022-02-25,8.5467
2022-02-26,4.33854
2022-02-27,4.03034
2022-02-28,8.64153
2022-03-01,6.17591
2022-03-02,10.46704
2022-03-03,10.44333
2022-03-04,10.15884
2022-03-05,4.90753
2022-03-06,6.24703
2022-03-07,10.71597
2022-03-08,14.01137
2022-03-09,7.47984
2022-03-10,23.43527
2022-03-11,17.52015
2022-03-12,11.9962
2022-03-13,9.68468
2022-03-14,11.46277
2022-03-15,12.17401
2022-03-16,11.2494
2022-03-17,10.6567
2022-03-18,9.7558
2022-03-19,4.91939
2022-03-20,38.14604
2022-03-21,33.57041
2022-03-22,12.39924
2022-03-23,10.20625
2022-03-24,13.9284
2022-03-25,9.77951
2022-03-26,5.28686
2022-03-27,5.65433
2022-03-28,8.93788
2022-03-29,9.74395
2022-03-30,8.8549
2022-03-31,9.94547
2022-04-01,7.954
2022-04-02,6.63821
2022-04-03,3.52062
2022-04-04,9.49502
2022-04-05,10.00474
2022-04-06,10.97676
2022-04-07,9.9099
2022-04-08,8.66524
2022-04-09,4.17259
2022-04-10,3.76955
2022-04-11,8.55855
2022-04-12,9.49502
2022-04-13,8.64153
2022-04-14,8.81934
2022-04-15,7.39687
2022-04-16,3.69843
2022-04-17,4.22
2022-04-18,16.26363
2022-04-19,9.87434
2022-04-20,10.30109
2022-04-21,9.42389
2022-04-22,10.06401
2022-04-23,4.68231
2022-04-24,4.37411
2022-04-25,9.9099
2022-04-26,9.45945
2022-04-27,8.49928
2022-04-28,9.37648
2022-04-29,7.55097
2022-04-30,3.94736
2022-05-01,4.9431
2022-05-02,8.40445
2022-05-03,8.44001
2022-05-04,8.32147
2022-05-05,4.57562
2022-05-06,6.31816
2022-05-07,3.22427
2022-05-08,2.80938
2022-05-09,8.17923
2022-05-10,8.81934
2022-05-11,8.74822
2022-05-12,8.2622
2022-05-13,7.15979
2022-05-14,3.40208
2022-05-15,3.50877
2022-05-16,9.35277
2022-05-17,9.36462
2022-05-18,9.41204
2022-05-19,8.80749
2022-05-20,6.99383
2022-05-21,3.14129
2022-05-22,2.77382
2022-05-23,7.44428
2022-05-24,8.61782
2022-05-25,8.99715
2022-05-26,10.82266
2022-05-27,10.90564
2022-05-28,4.52821
2022-05-29,4.8127
2022-05-30,9.83878
2022-05-31,12.29255
2022-06-01,6.69748
2022-06-02,9.82693
2022-06-03,9.95732
2022-06-04,4.87197
2022-06-05,4.46894
2022-06-06,15.01896
2022-06-07,31.94642
2022-06-08,23.71977
2022-06-09,20.54291
2022-06-10,14.66334
2022-06-11,8.59412
2022-06-12,7.74063
2022-06-13,11.74727
2022-06-14,11.01232
2022-06-15,10.1944
2022-06-16,9.70839
2022-06-17,9.34091
2022-06-18,3.85253
2022-06-19,3.81697
2022-06-20,9.19867
2022-06-21,9.63726
2022-06-22,9.18681
2022-06-23,18.52773
2022-06-24,17.50829
2022-06-25,7.87102
2022-06-26,12.45851
2022-06-27,17.47273
2022-06-28,13.41868
2022-06-29,11.29682
2022-06-30,11.60502
2022-07-01,10.32479
2022-07-02,5.72546
2022-07-03,6.24703
2022-07-04,11.64058
2022-07-05,11.39165
2022-07-06,10.44333
2022-07-07,9.54243
2022-07-08,9.96917
2022-07-09,5.27501
2022-07-10,4.56377
2022-07-11,9.2935
2022-07-12,9.83878
2022-07-13,9.42389
2022-07-14,10.68041
2022-07-15,8.30962
2022-07-16,3.59174
2022-07-17,3.72214
2022-07-18,9.56614
2022-07-19,9.19867
2022-07-20,8.92603
2022-07-21,9.31721
2022-07-22,7.94215
2022-07-23,3.67472
2022-07-24,3.40208
2022-07-25,8.53485
2022-07-26,8.86676
2022-07-27,7.83546
2022-07-28,7.23091
2022-07-29,7.13608
2022-07-30,3.22427
2022-07-31,3.71028
2022-08-01,7.12422
2022-08-02,6.99383
2022-08-03,7.38501
2022-08-04,7.83546
2022-08-05,7.14793
2022-08-06,3.30725
2022-08-07,2.86865
2022-08-08,7.39687
2022-08-09,8.30962
2022-08-10,8.57041
2022-08-11,8.78378
2022-08-12,7.90659
2022-08-13,3.33096
2022-08-14,3.35467
2022-08-15,3.67472
2022-08-16,7.26647
2022-08-17,7.71692
2022-08-18,7.15979
2022-08-19,6.91085
2022-08-20,3.05832
2022-08-21,5.20388
2022-08-22,7.87102
2022-08-23,8.93788
2022-08-24,8.84305
2022-08-25,8.92603
2022-08-26,7.26647
2022-08-27,3.03461
2022-08-28,3.42579
2022-08-29,8.21479
2022-08-30,7.89473
2022-08-31,8.06069
2022-09-01,9.58985
2022-09-02,6.65007
2022-09-03,3.41394
2022-09-04,3.21242
2022-09-05,7.954
2022-09-06,7.4917
2022-09-07,7.3613
2022-09-08,7.14793
2022-09-09,2.78568
2022-09-10,2.12185
2022-09-11,2.11
2022-09-12,3.81697
2022-09-13,8.03698
2022-09-14,8.20293
2022-09-15,8.0844
2022-09-16,7.42057
2022-09-17,3.23613
2022-09-18,3.04646
2022-09-19,7.96586
2022-09-20,8.45187
2022-09-21,8.79563
2022-09-22,8.58226
2022-09-23,7.56282
2022-09-24,3.93551
2022-09-25,3.40208
2022-09-26,8.2622
2022-09-27,10.43148
2022-09-28,10.73968
2022-09-29,9.85064
2022-09-30,8.62968
2022-10-01,4.05405
2022-10-02,2.89236
2022-10-03,4.71787
2022-10-04,9.19867
2022-10-05,9.19867
2022-10-06,9.38833
2022-10-07,8.01327
2022-10-08,3.42579
2022-10-09,2.73826
2022-10-10,3.94736
2022-10-11,7.55097
2022-10-12,7.63394
2022-10-13,7.77619
2022-10-14,7.65765
2022-10-15,3.33096
2022-10-16,5.58321
2022-10-17,9.55429
2022-10-18,10.18255
2022-10-19,9.54243
2022-10-20,8.84305
2022-10-21,7.10052
2022-10-22,3.27169
2022-10-23,2.98719
2022-10-24,7.44428
2022-10-25,8.1081
2022-10-26,7.74063
2022-10-27,8.17923
2022-10-28,7.45614
2022-10-29,2.91607
2022-10-30,2.5486
2022-10-31,7.06495
2022-11-01,7.97771
2022-11-02,8.17923
2022-11-03,7.34945
2022-11-04,6.48411
2022-11-05,3.2954
2022-11-06,3.07017
2022-11-07,7.57467
2022-11-08,7.97771
2022-11-09,7.59838
2022-11-10,7.3613
2022-11-11,6.68563
2022-11-12,3.47321
2022-11-13,2.69084
2022-11-14,7.63394
2022-11-15,7.68136
2022-11-16,8.0844
2022-11-17,7.50355
2022-11-18,7.61024
2022-11-19,3.03461
2022-11-20,4.46894
2022-11-21,19.04931
2022-11-22,12.55334
2022-11-23,9.36462
2022-11-24,8.06069
2022-11-25,6.73304
2022-11-26,3.11759
2022-11-27,2.8568
2022-11-28,6.44855
2022-11-29,7.43243
2022-11-30,8.62968
2022-12-01,8.01327
2022-12-02,8.34518
2022-12-03,2.89236
2022-12-04,3.165
2022-12-05,8.38074
2022-12-06,8.15552
2022-12-07,8.46372
2022-12-08,8.53485
2022-12-09,8.57041
2022-12-10,3.63916
2022-12-11,3.57989
2022-12-12,25.56899
2022-12-13,39.04694
2022-12-14,28.42579
2022-12-15,43.82408
2022-12-16,28.85253
2022-12-17,19.6183
2022-12-18,18.23138
2022-12-19,42.78093
2022-12-20,35.75154
2022-12-21,30.7136
2022-12-22,17.79279
2022-12-23,12.93266
2022-12-24,9.43575
2022-12-25,13.94025
2022-12-26,20.18729
2022-12-27,17.69796
2022-12-28,13.19345
2022-12-29,11.96064
2022-12-30,10.18255
2022-12-31,5.54765
2023-01-01,6.23518
2023-01-02,17.0697
2023-01-03,13.94025
2023-01-04,14.17733
2023-01-05,13.14604
2023-01-06,12.29255
2023-01-07,5.48838
2023-01-08,10.52631
2023-01-09,21.75201
2023-01-10,18.70554
2023-01-11,12.86154
2023-01-12,13.35941
2023-01-13,10.66856
2023-01-14,6.25889
2023-01-15,5.89141
2023-01-16,11.73541
2023-01-17,11.96064
2023-01-18,12.88525
2023-01-19,11.94879
2023-01-20,8.25035
2023-01-21,3.56804
2023-01-22,3.18871
2023-01-23,4.17259
2023-01-24,5.20388
2023-01-25,11.2494
2023-01-26,8.91417
2023-01-27,9.7321
2023-01-28,4.6586
2023-01-29,22.65291
2023-01-30,23.376
2023-01-31,14.77003
2023-02-01,14.95969
2023-02-02,13.54907
2023-02-03,11.19013
2023-02-04,5.57136
2023-02-05,4.8127
2023-02-06,12.62446
2023-02-07,11.9962
2023-02-08,12.51778
2023-02-09,12.26884
2023-02-10,10.81081
2023-02-11,5.77287
2023-02-12,4.86012
2023-02-13,21.10004
2023-02-14,17.34234
2023-02-15,12.18587
2023-02-16,12.73115
2023-02-17,9.72024
2023-02-18,5.34613
2023-02-19,4.97866
2023-02-20,11.78283
2023-02-21,11.97249
2023-02-22,11.4035
2023-02-23,12.33997
2023-02-24,15.94357
2023-02-25,9.15125
2023-02-26,7.24276
2023-02-27,12.86154
2023-02-28,12.55334
2023-03-01,6.4604
2023-03-02,11.60502
2023-03-03,9.93361
2023-03-04,5.57136
2023-03-05,4.83641
2023-03-06,47.92555
2023-03-07,61.79468
2023-03-08,34.67283
2023-03-09,27.5486
2023-03-10,17.62683
2023-03-11,11.85395
2023-03-12,10.70412
2023-03-13,17.75723
2023-03-14,30.03793
2023-03-15,34.26979
2023-03-16,40.24419
2023-03-17,20.79184
2023-03-18,13.13418
2023-03-19,31.62636
2023-03-20,40.35087
2023-03-21,32.46799
2023-03-22,36.52204
2023-03-23,40.78947
2023-03-24,30.39355
2023-03-25,31.53153
2023-03-26,25.99573
2023-03-27,29.8127
2023-03-28,31.31816
2023-03-29,26.01944
2023-03-30,28.0109
2023-03-31,20.03319
2023-04-01,11.88952
2023-04-02,19.49976
2023-04-03,23.35229
2023-04-04,22.14319
2023-04-05,19.09672
2023-04-06,20.69701
2023-04-07,19.09672
2023-04-08,10.57373
2023-04-09,11.16642
2023-04-10,18.4329
2023-04-11,15.75391
2023-04-12,19.78425
2023-04-13,19.07302
2023-04-14,14.5448
2023-04-15,11.2494
2023-04-16,13.85727
2023-04-17,26.23281
2023-04-18,17.23565
2023-04-19,13.91654
2023-04-20,14.01137
2023-04-21,11.98435
2023-04-22,14.73447
2023-04-23,10.18255
2023-04-24,15.05452
2023-04-25,25.39118
2023-04-26,21.77572
2023-04-27,13.65576
2023-04-28,13.00379
2023-04-29,7.4917
2023-04-30,8.93788
2023-05-01,14.88857
2023-05-02,16.02655
2023-05-03,14.55666
2023-05-04,12.94452
2023-05-05,7.30203
2023-05-06,5.03793
2023-05-07,5.58321
2023-05-08,12.00806
2023-05-09,13.03935
2023-05-10,24.28876
2023-05-11,12.61261
2023-05-12,10.37221
2023-05-13,5.32242
2023-05-14,4.82456
2023-05-15,11.36794
2023-05-16,11.69985
2023-05-17,10.81081
2023-05-18,11.14272
2023-05-19,9.36462
2023-05-20,4.37411
2023-05-21,4.46894
2023-05-22,10.47889
2023-05-23,11.43907
2023-05-24,13.28828
2023-05-25,12.03176
2023-05-26,9.6017
2023-05-27,4.08961
2023-05-28,4.00663
2023-05-29,6.28259
