date,ISA계좌
2023-05-30,8.90523
2023-05-31,9.21536
2023-06-01,7.80647
2023-06-02,6.31341
2023-06-03,4.41274
2023-06-04,4.16906
2023-06-05,6.20264
2023-06-06,5.64441
2023-06-07,7.59381
2023-06-08,6.65898
2023-06-09,6.8938
2023-06-10,4.364
2023-06-11,4.52793
2023-06-12,6.6767
2023-06-13,7.08874
2023-06-14,7.41216
2023-06-15,7.18621
2023-06-16,7.21279
2023-06-17,4.47919
2023-06-18,5.31212
2023-06-19,6.86721
2023-06-20,7.1419
2023-06-21,7.90394
2023-06-22,6.58809
2023-06-23,6.76088
2023-06-24,4.24438
2023-06-25,4.86464
2023-06-26,7.23494
2023-06-27,7.62482
2023-06-28,7.38558
2023-06-29,7.58938
2023-06-30,7.51406
2023-07-01,4.74502
2023-07-02,6.1229
2023-07-03,7.59381
2023-07-04,8.44446
2023-07-05,10.52235
2023-07-06,7.99698
2023-07-07,7.17735
2023-07-08,5.19693
2023-07-09,6.05644
2023-07-10,7.93496
2023-07-11,8.26281
2023-07-12,7.25266
2023-07-13,6.70772
2023-07-14,6.95582
2023-07-15,4.68743
2023-07-16,4.79376
2023-07-17,7.43431
2023-07-18,8.48876
2023-07-19,8.76345
2023-07-20,7.00899
2023-07-21,6.9381
2023-07-22,4.20007
2023-07-23,4.683
2023-07-24,7.71786
2023-07-25,8.23623
2023-07-26,7.53178
2023-07-27,6.58809
2023-07-28,6.46404
2023-07-29,3.73931
2023-07-30,3.99627
2023-07-31,7.55394
2023-08-01,7.18621
2023-08-02,6.97798
2023-08-03,5.83935
2023-08-04,6.06087
2023-08-05,3.84121
2023-08-06,4.13362
2023-08-07,5.65327
2023-08-08,6.27353
2023-08-09,6.53493
2023-08-10,6.69886
2023-08-11,6.02543
2023-08-12,4.27539
2023-08-13,5.30326
2023-08-14,7.5052
2023-08-15,5.93239
2023-08-16,7.65141
2023-08-17,7.6071
2023-08-18,7.23494
2023-08-19,5.27225
2023-08-20,5.95454
2023-08-21,7.4476
2023-08-22,8.84763
2023-08-23,8.32041
2023-08-24,8.7413
2023-08-25,9.60967
2023-08-26,6.39758
2023-08-27,7.24823
2023-08-28,10.4426
2023-08-29,10.76159
2023-08-30,10.97425
2023-08-31,9.06029
2023-09-01,7.01342
2023-09-02,5.4406
2023-09-03,5.82605
2023-09-04,7.82862
2023-09-05,8.33813
2023-09-06,7.85521
2023-09-07,7.04443
2023-09-08,6.53936
2023-09-09,4.47919
2023-09-10,4.57223
2023-09-11,6.84063
2023-09-12,6.97355
2023-09-13,6.23809
2023-09-14,6.3267
2023-09-15,6.78304
2023-09-16,4.00956
2023-09-17,4.79376
2023-09-18,6.5748
2023-09-19,7.11532
2023-09-20,6.70329
2023-09-21,6.56151
2023-09-22,6.23809
2023-09-23,6.57923
2023-09-24,3.5931
2023-09-25,5.47162
2023-09-26,5.8615
2023-09-27,5.3387
2023-09-28,3.37601
2023-09-29,3.35829
2023-09-30,3.30069
2023-10-01,4.27096
2023-10-02,5.61782
2023-10-03,5.73302
2023-10-04,6.86721
2023-10-05,6.62354
2023-10-06,5.93239
2023-10-07,3.53551
2023-10-08,3.57538
2023-10-09,4.63869
2023-10-10,7.07545
2023-10-11,7.73558
2023-10-12,6.71215
2023-10-13,6.15834
2023-10-14,3.76589
2023-10-15,4.91338
2023-10-16,6.70772
2023-10-17,7.65141
2023-10-18,8.1166
2023-10-19,7.89508
2023-10-20,7.27482
2023-10-21,4.27539
2023-10-22,5.20579
2023-10-23,6.87607
2023-10-24,7.31912
2023-10-25,7.85521
2023-10-26,6.61911
2023-10-27,5.83492
2023-10-28,3.94754
2023-10-29,4.07159
2023-10-30,8.65269
2023-10-31,7.93053
2023-11-01,6.88494
2023-11-02,6.59696
2023-11-03,6.24252
2023-11-04,4.44818
2023-11-05,4.60325
2023-11-06,7.46976
2023-11-07,5.94568
2023-11-08,6.66784
2023-11-09,5.9634
2023-11-10,5.8039
2023-11-11,3.56652
2023-11-12,3.76589
2023-11-13,5.74631
2023-11-14,6.99127
2023-11-15,7.6071
2023-11-16,7.84635
2023-11-17,7.03557
2023-11-18,4.7273
2023-11-19,5.67542
2023-11-20,8.79004
2023-11-21,9.78689
2023-11-22,8.80776
2023-11-23,9.0027
2023-11-24,8.49762
2023-11-25,5.74631
2023-11-26,6.31784
2023-11-27,9.40144
2023-11-28,9.3084
2023-11-29,9.14004
2023-11-30,10.42488
2023-12-01,8.82991
2023-12-02,5.95011
2023-12-03,6.91152
2023-12-04,10.22551
2023-12-05,10.40715
2023-12-06,11.03628
2023-12-07,9.71157
2023-12-08,10.08373
2023-12-09,6.94696
2023-12-10,7.69571
2023-12-11,10.58437
2023-12-12,11.34198
2023-12-13,11.3154
2023-12-14,11.95782
2023-12-15,11.81604
2023-12-16,7.64698
2023-12-17,7.63811
2023-12-18,11.2135
2023-12-19,12.62239
2023-12-20,12.2458
2023-12-21,10.89894
2023-12-22,11.03185
2023-12-23,7.08874
2023-12-24,7.17292
2023-12-25,11.4749
2023-12-26,16.22878
2023-12-27,16.49018
2023-12-28,16.3617
2023-12-29,14.38128
2023-12-30,9.02485
2023-12-31,9.55651
2024-01-01,9.67613
2024-01-02,15.82561
2024-01-03,13.70342
2024-01-04,12.5515
2024-01-05,11.22679
2024-01-06,9.79132
2024-01-07,10.6464
2024-01-08,12.38314
2024-01-09,15.32054
2024-01-10,14.04014
2024-01-11,13.52177
2024-01-12,11.07172
2024-01-13,7.74002
2024-01-14,8.35585
2024-01-15,13.14075
2024-01-16,14.16862
2024-01-17,94.99357
2024-01-18,69.45195
2024-01-19,40.41026
2024-01-20,31.39869
2024-01-21,28.9132
2024-01-22,39.01909
2024-01-23,34.46014
2024-01-24,30.45943
2024-01-25,29.99424
2024-01-26,27.05684
2024-01-27,23.98653
2024-01-28,22.14788
2024-01-29,30.88033
2024-01-30,42.9179
2024-01-31,39.4134
2024-02-01,43.16157
2024-02-02,36.8969
2024-02-03,23.79159
2024-02-04,38.68238
2024-02-05,55.69979
2024-02-06,45.92618
2024-02-07,35.76713
2024-02-08,34.42913
2024-02-09,24.5492
2024-02-10,24.65996
2024-02-11,84.99401
2024-02-12,47.65849
2024-02-13,63.89614
2024-02-14,50.91932
2024-02-15,45.91289
2024-02-16,33.85317
2024-02-17,27.42014
2024-02-18,32.09428
2024-02-19,40.34823
2024-02-20,39.33808
2024-02-21,37.94692
2024-02-22,41.76155
2024-02-23,38.66465
2024-02-24,25.16503
2024-02-25,32.53732
2024-02-26,45.67365
2024-02-27,39.12542
2024-02-28,38.3811
2024-02-29,35.20889
2024-03-01,25.69669
2024-03-02,25.51947
2024-03-03,29.39169
2024-03-04,39.46657
2024-03-05,36.8969
2024-03-06,30.68539
2024-03-07,28.92206
2024-03-08,28.0404
2024-03-09,17.46488
2024-03-10,18.57693
2024-03-11,24.84161
2024-03-12,25.55048
2024-03-13,26.02011
2024-03-14,23.54791
2024-03-15,20.95166
2024-03-16,16.89335
2024-03-17,16.32182
2024-03-18,21.97953
2024-03-19,24.92578
2024-03-20,25.59922
