date,다이렉트자동차보험료비교견적사이트
2023-06-21,11.53119
2023-06-22,9.07372
2023-06-23,10.96408
2023-06-24,3.21361
2023-06-25,8.12854
2023-06-26,13.79962
2023-06-27,10.39697
2023-06-28,8.69565
2023-06-29,13.04347
2023-06-30,10.0189
2023-07-01,11.34215
2023-07-02,10.96408
2023-07-03,17.95841
2023-07-04,10.58601
2023-07-05,8.88468
2023-07-06,8.31758
2023-07-07,8.88468
2023-07-08,6.99432
2023-07-09,6.80529
2023-07-10,9.82986
2023-07-11,17.95841
2023-07-12,17.76937
2023-07-13,24.00756
2023-07-14,12.85444
2023-07-15,5.48204
2023-07-16,3.59168
2023-07-17,15.87901
2023-07-18,9.64083
2023-07-19,5.293
2023-07-20,6.99432
2023-07-21,6.04914
2023-07-22,6.23818
2023-07-23,2.6465
2023-07-24,9.07372
2023-07-25,12.6654
2023-07-26,9.07372
2023-07-27,8.69565
2023-07-28,7.3724
2023-07-29,4.91493
2023-07-30,5.67107
2023-07-31,11.72022
2023-08-01,9.07372
2023-08-02,8.88468
2023-08-03,6.04914
2023-08-04,9.26275
2023-08-05,5.86011
2023-08-06,6.61625
2023-08-07,10.20793
2023-08-08,10.39697
2023-08-09,12.85444
2023-08-10,16.63516
2023-08-11,9.82986
2023-08-12,9.82986
2023-08-13,5.10396
2023-08-14,10.96408
2023-08-15,9.26275
2023-08-16,8.88468
2023-08-17,11.15311
2023-08-18,11.72022
2023-08-19,6.99432
2023-08-20,8.69565
2023-08-21,16.25708
2023-08-22,11.34215
2023-08-23,7.9395
2023-08-24,11.15311
2023-08-25,8.12854
2023-08-26,8.88468
2023-08-27,6.61625
2023-08-28,16.06805
2023-08-29,11.34215
2023-08-30,19.65973
2023-08-31,15.87901
2023-09-01,14.7448
2023-09-02,11.34215
2023-09-03,6.04914
2023-09-04,13.04347
2023-09-05,11.72022
2023-09-06,13.61058
2023-09-07,8.12854
2023-09-08,9.26275
2023-09-09,8.31758
2023-09-10,6.23818
2023-09-11,10.77504
2023-09-12,10.96408
2023-09-13,14.36672
2023-09-14,9.45179
2023-09-15,13.23251
2023-09-16,13.61058
2023-09-17,7.18336
2023-09-18,11.53119
2023-09-19,13.42155
2023-09-20,17.20226
2023-09-21,13.61058
2023-09-22,10.0189
2023-09-23,10.39697
2023-09-24,6.04914
2023-09-25,15.3119
2023-09-26,11.34215
2023-09-27,10.58601
2023-09-28,5.67107
2023-09-29,3.96975
2023-09-30,6.04914
2023-10-01,5.48204
2023-10-02,8.69565
2023-10-03,7.75047
2023-10-04,22.68431
2023-10-05,19.09262
2023-10-06,17.01323
2023-10-07,6.80529
2023-10-08,8.31758
2023-10-09,8.69565
2023-10-10,19.84877
2023-10-11,18.33648
2023-10-12,13.79962
2023-10-13,8.31758
2023-10-14,9.07372
2023-10-15,5.86011
2023-10-16,11.90926
2023-10-17,8.88468
2023-10-18,10.96408
2023-10-19,9.82986
2023-10-20,9.45179
2023-10-21,4.91493
2023-10-22,8.31758
2023-10-23,63.89413
2023-10-24,16.44612
2023-10-25,7.18336
2023-10-26,12.85444
2023-10-27,9.45179
2023-10-28,5.67107
2023-10-29,4.34782
2023-10-30,9.07372
2023-10-31,10.20793
2023-11-01,13.23251
2023-11-02,13.04347
2023-11-03,10.77504
2023-11-04,8.69565
2023-11-05,10.39697
2023-11-06,13.61058
2023-11-07,12.85444
2023-11-08,11.90926
2023-11-09,12.47637
2023-11-10,17.76937
2023-11-11,5.86011
2023-11-12,10.0189
2023-11-13,14.93383
2023-11-14,14.17769
2023-11-15,11.34215
2023-11-16,8.69565
2023-11-17,9.82986
2023-11-18,12.47637
2023-11-19,10.58601
2023-11-20,9.82986
2023-11-21,9.45179
2023-11-22,9.45179
2023-11-23,5.86011
2023-11-24,4.34782
2023-11-25,4.53686
2023-11-26,6.99432
2023-11-27,8.12854
2023-11-28,12.47637
2023-11-29,8.12854
2023-11-30,10.20793
2023-12-01,8.69565
2023-12-02,6.23818
2023-12-03,7.18336
2023-12-04,10.20793
2023-12-05,10.20793
2023-12-06,9.45179
2023-12-07,11.90926
2023-12-08,6.80529
2023-12-09,8.69565
2023-12-10,6.42722
2023-12-11,8.31758
2023-12-12,9.64083
2023-12-13,8.31758
2023-12-14,10.39697
2023-12-15,5.10396
2023-12-16,1.51228
2023-12-17,3.02457
2023-12-18,6.42722
2023-12-19,8.31758
2023-12-20,7.56143
2023-12-21,9.07372
2023-12-22,8.69565
2023-12-23,3.21361
2023-12-24,3.21361
2023-12-25,3.40264
2023-12-26,6.04914
2023-12-27,11.72022
2023-12-28,6.04914
2023-12-29,4.91493
2023-12-30,3.78071
2023-12-31,4.15879
2024-01-01,16.25708
2024-01-02,34.02646
2024-01-03,47.06994
2024-01-04,45.36862
2024-01-05,37.99621
2024-01-06,5.67107
2024-01-07,45.17958
2024-01-08,34.97164
2024-01-09,52.36294
2024-01-10,47.06994
2024-01-11,14.93383
2024-01-12,20.0378
2024-01-13,15.68998
2024-01-14,15.87901
2024-01-15,26.08695
2024-01-16,20.22684
2024-01-17,8.88468
2024-01-18,20.98298
2024-01-19,44.04536
2024-01-20,50.66162
2024-01-21,36.48393
2024-01-22,37.80718
2024-01-23,54.06427
2024-01-24,70.88846
2024-01-25,76.74858
2024-01-26,93.38374
2024-01-27,94.70699
2024-01-28,92.62759
2024-01-29,100.0
2024-01-30,78.82797
2024-01-31,66.54064
2024-02-01,58.79017
2024-02-02,68.24196
2024-02-03,78.07183
2024-02-04,70.51039
2024-02-05,70.51039
2024-02-06,65.97353
2024-02-07,65.97353
2024-02-08,54.82041
2024-02-09,52.36294
2024-02-10,48.20415
2024-02-11,65.78449
2024-02-12,68.62003
2024-02-13,68.80907
2024-02-14,63.51606
2024-02-15,50.28355
2024-02-16,63.32703
2024-02-17,59.35727
2024-02-18,63.89413
2024-02-19,64.65028
2024-02-20,62.00378
2024-02-21,68.431
2024-02-22,63.7051
2024-02-23,58.9792
2024-02-24,66.72967
2024-02-25,65.02835
2024-02-26,61.43667
2024-02-27,58.22306
2024-02-28,55.38752
2024-02-29,63.13799
2024-03-01,61.43667
2024-03-02,54.06427
2024-03-03,32.51417
2024-03-04,54.06427
2024-03-05,66.72967
2024-03-06,73.15689
2024-03-07,69.94328
2024-03-08,83.1758
2024-03-09,93.1947
2024-03-10,86.95652
2024-03-11,63.51606
2024-03-12,67.86389
2024-03-13,81.85255
2024-03-14,72.96786
2024-03-15,63.89413
2024-03-16,62.19281
2024-03-17,61.24763
2024-03-18,55.95463
2024-03-19,55.57655
2024-03-20,67.29678
