date,자동차보험조회
2023-05-29,26.4214
2023-05-30,47.99331
2023-05-31,42.14046
2023-06-01,38.96321
2023-06-02,39.29765
2023-06-03,29.09698
2023-06-04,25.08361
2023-06-05,38.62876
2023-06-06,25.7525
2023-06-07,38.62876
2023-06-08,40.13377
2023-06-09,32.44147
2023-06-10,24.91638
2023-06-11,26.08695
2023-06-12,42.14046
2023-06-13,41.13712
2023-06-14,37.95986
2023-06-15,37.12374
2023-06-16,35.11705
2023-06-17,26.75585
2023-06-18,23.24414
2023-06-19,43.31103
2023-06-20,40.46822
2023-06-21,37.62541
2023-06-22,36.62207
2023-06-23,32.94314
2023-06-24,25.58528
2023-06-25,26.58862
2023-06-26,47.15719
2023-06-27,35.95317
2023-06-28,36.78929
2023-06-29,37.29096
2023-06-30,34.7826
2023-07-01,28.92976
2023-07-02,30.10033
2023-07-03,38.96321
2023-07-04,41.47157
2023-07-05,34.94983
2023-07-06,38.96321
2023-07-07,35.4515
2023-07-08,25.58528
2023-07-09,26.4214
2023-07-10,45.31772
2023-07-11,36.45484
2023-07-12,39.6321
2023-07-13,38.12709
2023-07-14,33.11036
2023-07-15,24.74916
2023-07-16,27.0903
2023-07-17,45.81939
2023-07-18,46.82274
2023-07-19,39.29765
2023-07-20,41.13712
2023-07-21,36.28762
2023-07-22,26.25418
2023-07-23,24.24749
2023-07-24,43.8127
2023-07-25,42.47491
2023-07-26,39.79933
2023-07-27,39.46488
2023-07-28,33.44481
2023-07-29,28.76254
2023-07-30,24.08026
2023-07-31,40.13377
2023-08-01,43.97993
2023-08-02,37.12374
2023-08-03,38.46153
2023-08-04,37.62541
2023-08-05,24.74916
2023-08-06,28.42809
2023-08-07,35.28428
2023-08-08,40.46822
2023-08-09,36.28762
2023-08-10,38.12709
2023-08-11,38.46153
2023-08-12,23.41137
2023-08-13,26.58862
2023-08-14,40.46822
2023-08-15,27.0903
2023-08-16,46.48829
2023-08-17,42.97658
2023-08-18,46.32107
2023-08-19,27.92642
2023-08-20,29.76588
2023-08-21,45.48494
2023-08-22,42.64214
2023-08-23,43.64548
2023-08-24,44.98327
2023-08-25,40.46822
2023-08-26,29.26421
2023-08-27,22.90969
2023-08-28,41.97324
2023-08-29,39.46488
2023-08-30,39.6321
2023-08-31,37.79264
2023-09-01,33.44481
2023-09-02,22.57525
2023-09-03,23.57859
2023-09-04,41.97324
2023-09-05,35.28428
2023-09-06,36.62207
2023-09-07,35.78595
2023-09-08,38.29431
2023-09-09,27.0903
2023-09-10,26.92307
2023-09-11,36.45484
2023-09-12,34.28093
2023-09-13,37.79264
2023-09-14,38.46153
2023-09-15,39.29765
2023-09-16,24.74916
2023-09-17,26.4214
2023-09-18,36.45484
2023-09-19,34.44816
2023-09-20,41.47157
2023-09-21,35.4515
2023-09-22,35.11705
2023-09-23,23.57859
2023-09-24,23.91304
2023-09-25,40.96989
2023-09-26,35.95317
2023-09-27,33.94648
2023-09-28,28.26086
2023-09-29,23.07692
2023-09-30,20.23411
2023-10-01,30.43478
2023-10-02,22.74247
2023-10-03,27.0903
2023-10-04,55.35117
2023-10-05,41.30434
2023-10-06,41.30434
2023-10-07,21.23745
2023-10-08,24.74916
2023-10-09,27.42474
2023-10-10,44.98327
2023-10-11,46.65551
2023-10-12,41.47157
2023-10-13,37.79264
2023-10-14,26.4214
2023-10-15,27.59197
2023-10-16,40.96989
2023-10-17,43.64548
2023-10-18,41.30434
2023-10-19,33.61204
2023-10-20,34.61538
2023-10-21,28.76254
2023-10-22,31.43812
2023-10-23,40.46822
2023-10-24,44.64882
2023-10-25,36.95652
2023-10-26,37.12374
2023-10-27,36.78929
2023-10-28,21.90635
2023-10-29,29.76588
2023-10-30,48.16053
2023-10-31,38.96321
2023-11-01,43.64548
2023-11-02,37.79264
2023-11-03,41.13712
2023-11-04,27.0903
2023-11-05,29.76588
2023-11-06,40.63545
2023-11-07,42.97658
2023-11-08,43.64548
2023-11-09,39.29765
2023-11-10,35.78595
2023-11-11,27.25752
2023-11-12,27.75919
2023-11-13,44.81605
2023-11-14,41.80602
2023-11-15,30.76923
2023-11-16,38.46153
2023-11-17,45.31772
2023-11-18,32.44147
2023-11-19,32.60869
2023-11-20,43.64548
2023-11-21,40.46822
2023-11-22,38.46153
2023-11-23,39.79933
2023-11-24,36.78929
2023-11-25,28.76254
2023-11-26,29.43143
2023-11-27,43.31103
2023-11-28,43.64548
2023-11-29,40.46822
2023-11-30,38.46153
2023-12-01,38.29431
2023-12-02,27.75919
2023-12-03,25.91973
2023-12-04,53.34448
2023-12-05,41.63879
2023-12-06,33.94648
2023-12-07,41.80602
2023-12-08,36.95652
2023-12-09,21.73913
2023-12-10,27.42474
2023-12-11,48.99665
2023-12-12,47.49163
2023-12-13,39.46488
2023-12-14,40.80267
2023-12-15,41.30434
2023-12-16,25.41806
2023-12-17,39.96655
2023-12-18,46.32107
2023-12-19,52.17391
2023-12-20,46.15384
2023-12-21,46.48829
2023-12-22,53.84615
2023-12-23,34.11371
2023-12-24,25.08361
2023-12-25,21.90635
2023-12-26,46.48829
2023-12-27,40.96989
2023-12-28,37.62541
2023-12-29,34.61538
2023-12-30,28.26086
2023-12-31,22.40802
2024-01-01,20.23411
2024-01-02,48.6622
2024-01-03,48.6622
2024-01-04,45.81939
2024-01-05,38.79598
2024-01-06,27.0903
2024-01-07,29.76588
2024-01-08,43.97993
2024-01-09,41.80602
2024-01-10,43.14381
2024-01-11,38.12709
2024-01-12,38.96321
2024-01-13,32.60869
2024-01-14,28.09364
2024-01-15,49.49832
2024-01-16,44.81605
2024-01-17,45.98662
2024-01-18,42.47491
2024-01-19,76.08695
2024-01-20,76.58862
2024-01-21,76.4214
2024-01-22,88.46153
2024-01-23,88.12709
2024-01-24,85.4515
2024-01-25,85.95317
2024-01-26,82.94314
2024-01-27,83.77926
2024-01-28,79.93311
2024-01-29,96.32107
2024-01-30,90.301
2024-01-31,90.46822
2024-02-01,83.94648
2024-02-02,78.59531
2024-02-03,67.05685
2024-02-04,83.11036
2024-02-05,90.63545
2024-02-06,78.92976
2024-02-07,70.40133
2024-02-08,66.55518
2024-02-09,65.71906
2024-02-10,60.53511
2024-02-11,55.51839
2024-02-12,60.70234
2024-02-13,85.11705
2024-02-14,72.74247
2024-02-15,71.73913
2024-02-16,77.75919
2024-02-17,65.21739
2024-02-18,60.36789
2024-02-19,80.43478
2024-02-20,84.94983
2024-02-21,86.95652
2024-02-22,80.76923
2024-02-23,71.23745
2024-02-24,61.20401
2024-02-25,69.39799
2024-02-26,77.0903
2024-02-27,77.42474
2024-02-28,75.7525
2024-02-29,71.5719
2024-03-01,69.73244
2024-03-02,64.38127
2024-03-03,43.14381
2024-03-04,81.10367
2024-03-05,80.10033
2024-03-06,86.28762
2024-03-07,91.97324
2024-03-08,97.82608
2024-03-09,97.32441
2024-03-10,94.14715
2024-03-11,85.4515
2024-03-12,95.48494
2024-03-13,100.0
2024-03-14,90.80267
2024-03-15,97.49163
2024-03-16,93.97993
2024-03-17,82.94314
2024-03-18,88.12709
2024-03-19,86.45484
2024-03-20,84.94983
