date,비과세적금
2022-03-17,23.3273
2022-03-18,24.41229
2022-03-19,13.20072
2022-03-20,14.10488
2022-03-21,22.96564
2022-03-22,20.07233
2022-03-23,17.72151
2022-03-24,20.25316
2022-03-25,23.14647
2022-03-26,13.01989
2022-03-27,12.47739
2022-03-28,18.8065
2022-03-29,15.18987
2022-03-30,20.79566
2022-03-31,21.88065
2022-04-01,18.26401
2022-04-02,9.58408
2022-04-03,11.75406
2022-04-04,19.8915
2022-04-05,20.43399
2022-04-06,15.9132
2022-04-07,16.99819
2022-04-08,14.8282
2022-04-09,10.48824
2022-04-10,10.12658
2022-04-11,18.44484
2022-04-12,18.98734
2022-04-13,14.10488
2022-04-14,15.9132
2022-04-15,14.10488
2022-04-16,9.94575
2022-04-17,10.30741
2022-04-18,18.26401
2022-04-19,20.79566
2022-04-20,16.81735
2022-04-21,18.26401
2022-04-22,16.63652
2022-04-23,9.94575
2022-04-24,14.46654
2022-04-25,21.69981
2022-04-26,22.60397
2022-04-27,16.09403
2022-04-28,15.9132
2022-04-29,15.73236
2022-04-30,11.57323
2022-05-01,11.3924
2022-05-02,15.18987
2022-05-03,16.99819
2022-05-04,15.00904
2022-05-05,8.31826
2022-05-06,19.71066
2022-05-07,8.49909
2022-05-08,9.76491
2022-05-09,18.44484
2022-05-10,20.07233
2022-05-11,18.26401
2022-05-12,20.97649
2022-05-13,16.09403
2022-05-14,7.59493
2022-05-15,8.86075
2022-05-16,14.46654
2022-05-17,15.9132
2022-05-18,12.11573
2022-05-19,13.56238
2022-05-20,14.10488
2022-05-21,12.65822
2022-05-22,10.48824
2022-05-23,20.25316
2022-05-24,16.27486
2022-05-25,21.15732
2022-05-26,23.3273
2022-05-27,17.54068
2022-05-28,8.49909
2022-05-29,7.4141
2022-05-30,20.61482
2022-05-31,18.62567
2022-06-01,18.62567
2022-06-02,16.99819
2022-06-03,19.349
2022-06-04,9.58408
2022-06-05,5.78661
2022-06-06,7.59493
2022-06-07,14.46654
2022-06-08,19.52983
2022-06-09,19.349
2022-06-10,17.72151
2022-06-11,9.40325
2022-06-12,9.04159
2022-06-13,20.61482
2022-06-14,20.43399
2022-06-15,18.98734
2022-06-16,25.49728
2022-06-17,22.78481
2022-06-18,14.64737
2022-06-19,11.57323
2022-06-20,21.51898
2022-06-21,24.05063
2022-06-22,18.26401
2022-06-23,20.07233
2022-06-24,17.90235
2022-06-25,13.38155
2022-06-26,12.47739
2022-06-27,18.98734
2022-06-28,20.97649
2022-06-29,19.8915
2022-06-30,20.97649
2022-07-01,16.99819
2022-07-02,12.11573
2022-07-03,10.8499
2022-07-04,18.98734
2022-07-05,22.60397
2022-07-06,21.33815
2022-07-07,18.08318
2022-07-08,16.81735
2022-07-09,11.03074
2022-07-10,12.29656
2022-07-11,16.81735
2022-07-12,22.60397
2022-07-13,19.52983
2022-07-14,26.40144
2022-07-15,23.68896
2022-07-16,17.54068
2022-07-17,14.46654
2022-07-18,27.3056
2022-07-19,21.69981
2022-07-20,26.40144
2022-07-21,24.59312
2022-07-22,25.67811
2022-07-23,14.46654
2022-07-24,13.56238
2022-07-25,33.45388
2022-07-26,32.00723
2022-07-27,26.94394
2022-07-28,22.24231
2022-07-29,23.8698
2022-07-30,10.30741
2022-07-31,12.29656
2022-08-01,21.51898
2022-08-02,28.75226
2022-08-03,25.85895
2022-08-04,19.349
2022-08-05,18.08318
2022-08-06,12.65822
2022-08-07,13.92405
2022-08-08,21.69981
2022-08-09,21.15732
2022-08-10,29.65641
2022-08-11,22.60397
2022-08-12,20.07233
2022-08-13,9.76491
2022-08-14,11.3924
2022-08-15,11.57323
2022-08-16,22.60397
2022-08-17,25.31645
2022-08-18,20.25316
2022-08-19,21.33815
2022-08-20,13.56238
2022-08-21,11.3924
2022-08-22,21.88065
2022-08-23,22.24231
2022-08-24,16.63652
2022-08-25,26.40144
2022-08-26,24.95479
2022-08-27,11.3924
2022-08-28,11.75406
2022-08-29,21.51898
2022-08-30,21.88065
2022-08-31,24.77396
2022-09-01,22.78481
2022-09-02,18.8065
2022-09-03,11.75406
2022-09-04,12.11573
2022-09-05,21.33815
2022-09-06,23.14647
2022-09-07,20.61482
2022-09-08,18.98734
2022-09-09,11.75406
2022-09-10,8.13743
2022-09-11,10.66907
2022-09-12,15.18987
2022-09-13,30.19891
2022-09-14,29.65641
2022-09-15,22.96564
2022-09-16,21.88065
2022-09-17,13.92405
2022-09-18,15.55153
2022-09-19,28.75226
2022-09-20,25.67811
2022-09-21,24.23146
2022-09-22,21.69981
2022-09-23,20.97649
2022-09-24,12.65822
2022-09-25,13.38155
2022-09-26,24.41229
2022-09-27,23.8698
2022-09-28,23.3273
2022-09-29,24.41229
2022-09-30,23.14647
2022-10-01,11.75406
2022-10-02,13.38155
2022-10-03,13.74321
2022-10-04,22.06148
2022-10-05,25.85895
2022-10-06,31.46473
2022-10-07,22.96564
2022-10-08,14.8282
2022-10-09,11.9349
2022-10-10,13.74321
2022-10-11,19.71066
2022-10-12,27.8481
2022-10-13,26.40144
2022-10-14,29.83725
2022-10-15,16.81735
2022-10-16,24.23146
2022-10-17,31.8264
2022-10-18,38.87884
2022-10-19,35.8047
2022-10-20,37.07052
2022-10-21,33.99638
2022-10-22,17.17902
2022-10-23,18.26401
2022-10-24,31.46473
2022-10-25,38.15551
2022-10-26,37.61301
2022-10-27,28.02893
2022-10-28,29.11392
2022-10-29,13.92405
2022-10-30,15.55153
2022-10-31,31.8264
2022-11-01,32.00723
2022-11-02,30.56057
2022-11-03,33.81555
2022-11-04,24.41229
2022-11-05,17.72151
2022-11-06,16.63652
2022-11-07,28.57142
2022-11-08,31.64556
2022-11-09,31.8264
2022-11-10,33.99638
2022-11-11,20.43399
2022-11-12,12.65822
2022-11-13,15.18987
2022-11-14,30.74141
2022-11-15,33.81555
2022-11-16,27.66726
2022-11-17,25.67811
2022-11-18,24.23146
2022-11-19,13.56238
2022-11-20,16.45569
2022-11-21,26.22061
2022-11-22,30.92224
2022-11-23,25.85895
2022-11-24,24.77396
2022-11-25,26.76311
2022-11-26,21.51898
2022-11-27,16.63652
2022-11-28,30.01808
2022-11-29,21.51898
2022-11-30,24.59312
2022-12-01,22.96564
2022-12-02,23.68896
2022-12-03,11.21157
2022-12-04,12.47739
2022-12-05,30.19891
2022-12-06,26.76311
2022-12-07,28.75226
2022-12-08,29.11392
2022-12-09,25.13562
2022-12-10,14.46654
2022-12-11,13.92405
2022-12-12,32.00723
2022-12-13,26.22061
2022-12-14,27.8481
2022-12-15,19.349
2022-12-16,22.24231
2022-12-17,9.94575
2022-12-18,17.72151
2022-12-19,22.78481
2022-12-20,26.40144
2022-12-21,27.66726
2022-12-22,24.41229
2022-12-23,26.58227
2022-12-24,18.44484
2022-12-25,18.62567
2022-12-26,31.10307
2022-12-27,32.00723
2022-12-28,30.92224
2022-12-29,31.46473
2022-12-30,25.31645
2022-12-31,16.63652
2023-01-01,19.349
2023-01-02,33.27305
2023-01-03,32.00723
2023-01-04,30.37974
2023-01-05,31.64556
2023-01-06,33.09222
2023-01-07,19.8915
2023-01-08,22.96564
2023-01-09,31.46473
2023-01-10,32.73056
2023-01-11,27.66726
2023-01-12,29.83725
2023-01-13,23.3273
2023-01-14,14.64737
2023-01-15,19.52983
2023-01-16,32.36889
2023-01-17,26.94394
2023-01-18,24.95479
2023-01-19,30.92224
2023-01-20,37.07052
2023-01-21,15.55153
2023-01-22,19.52983
2023-01-23,20.07233
2023-01-24,23.68896
2023-01-25,49.00542
2023-01-26,48.46292
2023-01-27,40.50632
2023-01-28,21.51898
2023-01-29,24.59312
2023-01-30,40.32549
2023-01-31,43.58047
2023-02-01,33.99638
2023-02-02,35.08137
2023-02-03,30.19891
2023-02-04,17.72151
2023-02-05,18.26401
2023-02-06,31.8264
2023-02-07,32.54972
2023-02-08,33.45388
2023-02-09,31.46473
2023-02-10,27.8481
2023-02-11,17.54068
2023-02-12,16.45569
2023-02-13,28.93309
2023-02-14,28.39059
2023-02-15,28.75226
2023-02-16,31.2839
2023-02-17,26.94394
2023-02-18,15.9132
2023-02-19,18.98734
2023-02-20,31.2839
2023-02-21,31.64556
2023-02-22,27.3056
2023-02-23,25.31645
2023-02-24,35.2622
2023-02-25,14.10488
2023-02-26,18.98734
2023-02-27,33.27305
2023-02-28,28.20976
2023-03-01,21.33815
2023-03-02,28.20976
2023-03-03,23.68896
2023-03-04,13.56238
2023-03-05,17.72151
2023-03-06,26.03978
2023-03-07,27.12477
2023-03-08,32.18806
2023-03-09,36.52802
2023-03-10,28.20976
2023-03-11,17.17902
2023-03-12,17.72151
2023-03-13,29.47558
2023-03-14,25.85895
2023-03-15,29.29475
2023-03-16,29.47558
2023-03-17,21.88065
2023-03-18,9.40325
2023-03-19,17.17902
2023-03-20,28.20976
2023-03-21,30.19891
2023-03-22,22.24231
2023-03-23,26.94394
2023-03-24,23.3273
2023-03-25,13.38155
2023-03-26,18.98734
2023-03-27,24.41229
2023-03-28,25.85895
2023-03-29,22.78481
2023-03-30,20.25316
2023-03-31,23.14647
2023-04-01,14.10488
2023-04-02,13.74321
2023-04-03,19.8915
2023-04-04,16.99819
2023-04-05,20.97649
2023-04-06,21.33815
2023-04-07,14.10488
2023-04-08,11.3924
2023-04-09,11.9349
2023-04-10,27.12477
2023-04-11,22.24231
2023-04-12,17.90235
2023-04-13,18.62567
2023-04-14,22.78481
2023-04-15,8.86075
2023-04-16,12.83905
2023-04-17,20.79566
2023-04-18,18.08318
2023-04-19,14.8282
2023-04-20,19.16817
2023-04-21,14.28571
2023-04-22,8.67992
2023-04-23,11.21157
2023-04-24,21.15732
2023-04-25,25.49728
2023-04-26,20.97649
2023-04-27,15.00904
2023-04-28,17.72151
2023-04-29,13.74321
2023-04-30,12.47739
2023-05-01,12.83905
2023-05-02,18.08318
2023-05-03,18.8065
2023-05-04,17.54068
2023-05-05,12.83905
2023-05-06,13.74321
2023-05-07,12.29656
2023-05-08,21.69981
2023-05-09,20.97649
2023-05-10,21.51898
2023-05-11,19.71066
2023-05-12,17.17902
2023-05-13,9.76491
2023-05-14,11.21157
2023-05-15,20.43399
2023-05-16,20.97649
2023-05-17,18.62567
2023-05-18,18.26401
2023-05-19,15.73236
2023-05-20,9.04159
2023-05-21,14.8282
2023-05-22,20.97649
2023-05-23,18.08318
2023-05-24,21.88065
2023-05-25,25.13562
2023-05-26,22.06148
2023-05-27,11.57323
2023-05-28,10.48824
2023-05-29,13.38155
