date,순금1돈
2020-10-09,3.98736
2020-10-10,3.94788
2020-10-11,5.01381
2020-10-12,5.92183
2020-10-13,5.56652
2020-10-14,6.7114
2020-10-15,5.09277
2020-10-16,6.04026
2020-10-17,4.1058
2020-10-18,4.18476
2020-10-19,5.13225
2020-10-20,5.92183
2020-10-21,6.04026
2020-10-22,5.84287
2020-10-23,5.68495
2020-10-24,3.94788
2020-10-25,4.34267
2020-10-26,5.32964
2020-10-27,6.19818
2020-10-28,6.35609
2020-10-29,5.4086
2020-10-30,5.52704
2020-10-31,4.22424
2020-11-01,4.93485
2020-11-02,5.76391
2020-11-03,5.72443
2020-11-04,5.09277
2020-11-05,5.64547
2020-11-06,5.44808
2020-11-07,6.51401
2020-11-08,5.88235
2020-11-09,6.39557
2020-11-10,8.2116
2020-11-11,7.38255
2020-11-12,7.10619
2020-11-13,7.14567
2020-11-14,5.17173
2020-11-15,3.98736
2020-11-16,7.4615
2020-11-17,7.06671
2020-11-18,6.04026
2020-11-19,6.43505
2020-11-20,6.11922
2020-11-21,4.73746
2020-11-22,5.09277
2020-11-23,5.36912
2020-11-24,5.36912
2020-11-25,6.51401
2020-11-26,7.6589
2020-11-27,6.00078
2020-11-28,6.19818
2020-11-29,4.77694
2020-11-30,7.85629
2020-12-01,9.27753
2020-12-02,9.31701
2020-12-03,8.13264
2020-12-04,7.77733
2020-12-05,6.04026
2020-12-06,7.02724
2020-12-07,7.57994
2020-12-08,8.84326
2020-12-09,9.75128
2020-12-10,8.05369
2020-12-11,9.39597
2020-12-12,6.9088
2020-12-13,6.31662
2020-12-14,7.4615
2020-12-15,7.61942
2020-12-16,6.94828
2020-12-17,8.52743
2020-12-18,8.09317
2020-12-19,7.30359
2020-12-20,6.75088
2020-12-21,7.85629
2020-12-22,8.05369
2020-12-23,8.36952
2020-12-24,9.08014
2020-12-25,5.05329
2020-12-26,6.00078
2020-12-27,6.1587
2020-12-28,7.81681
2020-12-29,8.84326
2020-12-30,10.65929
2020-12-31,9.08014
2021-01-01,11.29095
2021-01-02,8.68535
2021-01-03,7.4615
2021-01-04,9.86971
2021-01-05,10.89617
2021-01-06,11.212
2021-01-07,9.11962
2021-01-08,8.56691
2021-01-09,15.59415
2021-01-10,16.50217
2021-01-11,11.52783
2021-01-12,11.09356
2021-01-13,10.4619
2021-01-14,10.4619
2021-01-15,7.02724
2021-01-16,7.42202
2021-01-17,9.23805
2021-01-18,9.19857
2021-01-19,7.61942
2021-01-20,8.68535
2021-01-21,8.9617
2021-01-22,6.55349
2021-01-23,6.7114
2021-01-24,8.48795
2021-01-25,7.57994
2021-01-26,8.56691
2021-01-27,7.26411
2021-01-28,7.89577
2021-01-29,7.14567
2021-01-30,6.43505
2021-01-31,6.75088
2021-02-01,9.75128
2021-02-02,8.68535
2021-02-03,7.50098
2021-02-04,7.26411
2021-02-05,7.34307
2021-02-06,6.1587
2021-02-07,5.80339
2021-02-08,6.43505
2021-02-09,7.89577
2021-02-10,8.48795
2021-02-11,6.11922
2021-02-12,6.43505
2021-02-13,6.51401
2021-02-14,7.26411
2021-02-15,9.15909
2021-02-16,7.93525
2021-02-17,7.97473
2021-02-18,7.89577
2021-02-19,9.98815
2021-02-20,9.00118
2021-02-21,8.60639
2021-02-22,8.409
2021-02-23,8.05369
2021-02-24,7.26411
2021-02-25,7.69838
2021-02-26,6.47453
2021-02-27,5.56652
2021-02-28,5.56652
2021-03-01,5.44808
2021-03-02,7.4615
2021-03-03,8.25108
2021-03-04,9.27753
2021-03-05,8.13264
2021-03-06,8.01421
2021-03-07,7.26411
2021-03-08,7.97473
2021-03-09,6.11922
2021-03-10,6.43505
2021-03-11,7.4615
2021-03-12,8.60639
2021-03-13,5.09277
2021-03-14,6.51401
2021-03-15,7.50098
2021-03-16,6.04026
2021-03-17,6.86932
2021-03-18,7.06671
2021-03-19,6.75088
2021-03-20,5.36912
2021-03-21,4.73746
2021-03-22,6.75088
2021-03-23,5.29016
2021-03-24,6.00078
2021-03-25,5.84287
2021-03-26,5.25069
2021-03-27,6.00078
2021-03-28,5.17173
2021-03-29,6.7114
2021-03-30,7.14567
2021-03-31,7.14567
2021-04-01,7.42202
2021-04-02,6.39557
2021-04-03,5.48756
2021-04-04,5.21121
2021-04-05,6.82984
2021-04-06,5.21121
2021-04-07,6.27714
2021-04-08,5.56652
2021-04-09,7.6589
2021-04-10,4.42163
2021-04-11,5.84287
2021-04-12,6.1587
2021-04-13,6.94828
2021-04-14,6.1587
2021-04-15,7.14567
2021-04-16,5.606
2021-04-17,5.29016
2021-04-18,4.97433
2021-04-19,6.04026
2021-04-20,7.22463
2021-04-21,6.9088
2021-04-22,6.59297
2021-04-23,6.75088
2021-04-24,5.80339
2021-04-25,4.93485
2021-04-26,7.97473
2021-04-27,9.08014
2021-04-28,10.77773
2021-04-29,9.15909
2021-04-30,8.76431
2021-05-01,8.25108
2021-05-02,9.27753
2021-05-03,8.72483
2021-05-04,7.61942
2021-05-05,6.19818
2021-05-06,8.17212
2021-05-07,6.00078
2021-05-08,8.05369
2021-05-09,7.61942
2021-05-10,6.31662
2021-05-11,7.50098
2021-05-12,6.51401
2021-05-13,6.31662
2021-05-14,6.82984
2021-05-15,5.17173
2021-05-16,4.26371
2021-05-17,7.85629
2021-05-18,6.94828
2021-05-19,5.64547
2021-05-20,7.02724
2021-05-21,6.31662
2021-05-22,5.76391
2021-05-23,5.29016
2021-05-24,6.47453
2021-05-25,5.80339
2021-05-26,5.76391
2021-05-27,5.80339
2021-05-28,6.39557
2021-05-29,5.21121
2021-05-30,3.51362
2021-05-31,5.76391
2021-06-01,5.92183
2021-06-02,6.23766
2021-06-03,5.72443
2021-06-04,5.68495
2021-06-05,5.25069
2021-06-06,5.76391
2021-06-07,5.96131
2021-06-08,5.80339
2021-06-09,5.92183
2021-06-10,6.04026
2021-06-11,5.96131
2021-06-12,5.05329
2021-06-13,4.8559
2021-06-14,6.11922
2021-06-15,5.01381
2021-06-16,6.51401
2021-06-17,5.36912
2021-06-18,5.76391
2021-06-19,4.02684
2021-06-20,4.30319
2021-06-21,5.68495
2021-06-22,6.35609
2021-06-23,5.88235
2021-06-24,5.80339
2021-06-25,7.34307
2021-06-26,5.68495
2021-06-27,4.8559
2021-06-28,5.64547
2021-06-29,5.88235
2021-06-30,7.73786
2021-07-01,7.34307
2021-07-02,8.52743
2021-07-03,5.96131
2021-07-04,6.04026
2021-07-05,8.64587
2021-07-06,6.47453
2021-07-07,6.55349
2021-07-08,5.36912
2021-07-09,5.88235
2021-07-10,5.36912
2021-07-11,6.79036
2021-07-12,5.01381
2021-07-13,5.84287
2021-07-14,4.77694
2021-07-15,5.76391
2021-07-16,6.43505
2021-07-17,5.44808
2021-07-18,4.42163
2021-07-19,5.96131
2021-07-20,6.19818
2021-07-21,7.22463
2021-07-22,5.96131
2021-07-23,6.35609
2021-07-24,5.13225
2021-07-25,5.05329
2021-07-26,5.84287
2021-07-27,6.55349
2021-07-28,7.85629
2021-07-29,6.86932
2021-07-30,6.19818
2021-07-31,5.72443
2021-08-01,7.6589
2021-08-02,7.4615
2021-08-03,8.409
2021-08-04,7.06671
2021-08-05,7.85629
2021-08-06,8.29056
2021-08-07,8.17212
2021-08-08,7.22463
2021-08-09,9.94867
2021-08-10,8.409
2021-08-11,8.76431
2021-08-12,11.05408
2021-08-13,7.89577
2021-08-14,9.11962
2021-08-15,8.72483
2021-08-16,7.85629
2021-08-17,8.29056
2021-08-18,9.04066
2021-08-19,8.36952
2021-08-20,8.2116
2021-08-21,8.88274
2021-08-22,6.04026
2021-08-23,8.05369
2021-08-24,9.75128
2021-08-25,10.18555
2021-08-26,10.22502
2021-08-27,10.06711
2021-08-28,8.01421
2021-08-29,8.92222
2021-08-30,9.39597
2021-08-31,9.98815
2021-09-01,10.89617
2021-09-02,8.80378
2021-09-03,10.97512
2021-09-04,8.05369
2021-09-05,10.69877
2021-09-06,9.35649
2021-09-07,10.2645
2021-09-08,8.64587
2021-09-09,10.42242
2021-09-10,9.47493
2021-09-11,9.11962
2021-09-12,8.72483
2021-09-13,9.83024
2021-09-14,9.7118
2021-09-15,8.56691
2021-09-16,9.5144
2021-09-17,11.13304
2021-09-18,10.58033
2021-09-19,10.93564
2021-09-20,10.06711
2021-09-21,11.48835
2021-09-22,13.0675
2021-09-23,13.58073
2021-09-24,13.65969
2021-09-25,15.43624
2021-09-26,10.54086
2021-09-27,11.13304
2021-09-28,11.68574
2021-09-29,9.98815
2021-09-30,12.75167
2021-10-01,12.31741
2021-10-02,9.90919
2021-10-03,12.75167
2021-10-04,11.72522
2021-10-05,12.90959
2021-10-06,12.08053
2021-10-07,11.33043
2021-10-08,10.77773
2021-10-09,9.63284
2021-10-10,11.56731
2021-10-11,10.69877
2021-10-12,10.65929
2021-10-13,11.212
2021-10-14,11.60679
2021-10-15,10.81721
2021-10-16,10.22502
2021-10-17,10.73825
2021-10-18,10.89617
2021-10-19,12.15949
2021-10-20,9.39597
2021-10-21,11.44887
2021-10-22,11.212
2021-10-23,9.08014
2021-10-24,12.00157
2021-10-25,15.08093
2021-10-26,12.83063
2021-10-27,11.17252
2021-10-28,16.10738
2021-10-29,13.38333
2021-10-30,9.35649
2021-10-31,11.72522
2021-11-01,15.15988
2021-11-02,12.67272
2021-11-03,11.88314
2021-11-04,12.43584
2021-11-05,10.85669
2021-11-06,9.59336
2021-11-07,10.61981
2021-11-08,12.08053
2021-11-09,12.35688
2021-11-10,12.23845
2021-11-11,11.80418
2021-11-12,11.36991
2021-11-13,9.75128
2021-11-14,10.38294
2021-11-15,11.212
2021-11-16,11.88314
2021-11-17,11.25148
2021-11-18,12.75167
2021-11-19,11.88314
2021-11-20,12.59376
2021-11-21,10.73825
2021-11-22,12.63324
2021-11-23,12.08053
2021-11-24,11.17252
2021-11-25,12.75167
2021-11-26,10.85669
2021-11-27,11.36991
2021-11-28,11.52783
2021-11-29,13.89656
2021-11-30,12.08053
2021-12-01,13.18594
2021-12-02,12.43584
2021-12-03,10.97512
2021-12-04,8.56691
2021-12-05,9.43545
2021-12-06,11.88314
2021-12-07,13.69917
2021-12-08,14.17291
2021-12-09,11.48835
2021-12-10,13.10698
2021-12-11,11.40939
2021-12-12,13.38333
2021-12-13,13.22542
2021-12-14,12.71219
2021-12-15,14.25187
2021-12-16,14.40979
2021-12-17,11.88314
2021-12-18,12.04105
2021-12-19,12.35688
2021-12-20,15.39676
2021-12-21,17.44966
2021-12-22,14.40979
2021-12-23,14.21239
2021-12-24,14.25187
2021-12-25,13.50177
2021-12-26,12.04105
2021-12-27,14.05448
2021-12-28,17.09435
2021-12-29,15.15988
2021-12-30,16.54165
2021-12-31,17.13383
2022-01-01,21.63442
2022-01-02,19.77891
2022-01-03,20.05527
2022-01-04,17.88393
2022-01-05,17.5681
2022-01-06,17.84445
2022-01-07,16.6206
2022-01-08,15.79155
2022-01-09,16.89696
2022-01-10,14.25187
2022-01-11,21.6739
2022-01-12,17.64705
2022-01-13,15.19936
2022-01-14,14.52822
2022-01-15,18.47611
2022-01-16,15.8705
2022-01-17,17.96288
2022-01-18,16.58112
2022-01-19,16.18634
2022-01-20,14.7651
2022-01-21,13.85708
2022-01-22,20.05527
2022-01-23,18.94986
2022-01-24,16.6206
2022-01-25,15.19936
2022-01-26,14.60718
2022-01-27,16.18634
2022-01-28,13.46229
2022-01-29,13.97552
2022-01-30,16.14686
2022-01-31,14.84405
2022-02-01,20.56849
2022-02-02,21.63442
2022-02-03,18.59455
2022-02-04,17.64705
2022-02-05,17.48914
2022-02-06,25.18752
2022-02-07,16.42321
2022-02-08,14.13343
2022-02-09,16.50217
2022-02-10,14.84405
2022-02-11,14.29135
2022-02-12,15.51519
2022-02-13,17.64705
2022-02-14,16.66008
2022-02-15,17.44966
2022-02-16,16.66008
2022-02-17,13.54125
2022-02-18,13.02803
2022-02-19,12.35688
2022-02-20,13.85708
2022-02-21,14.68614
2022-02-22,15.39676
2022-02-23,14.88353
2022-02-24,20.80536
2022-02-25,15.00197
2022-02-26,15.19936
2022-02-27,14.21239
2022-02-28,13.65969
2022-03-01,14.68614
2022-03-02,15.04145
2022-03-03,14.015
2022-03-04,12.63324
2022-03-05,15.35728
2022-03-06,17.76549
2022-03-07,16.69956
2022-03-08,18.16028
2022-03-09,13.65969
2022-03-10,13.18594
2022-03-11,13.34386
2022-03-12,11.0146
2022-03-13,12.94907
2022-03-14,13.0675
2022-03-15,13.97552
2022-03-16,12.59376
2022-03-17,12.98855
2022-03-18,12.47532
2022-03-19,10.97512
2022-03-20,11.09356
2022-03-21,11.60679
2022-03-22,12.08053
2022-03-23,12.43584
2022-03-24,10.93564
2022-03-25,12.47532
2022-03-26,10.50138
2022-03-27,11.29095
2022-03-28,12.71219
2022-03-29,14.13343
2022-03-30,11.09356
2022-03-31,13.46229
2022-04-01,10.77773
2022-04-02,10.58033
2022-04-03,10.38294
2022-04-04,11.0146
2022-04-05,11.09356
2022-04-06,8.9617
2022-04-07,10.42242
2022-04-08,10.81721
2022-04-09,9.27753
2022-04-10,8.9617
2022-04-11,10.18555
2022-04-12,11.68574
2022-04-13,10.50138
2022-04-14,10.14607
2022-04-15,10.18555
2022-04-16,9.59336
2022-04-17,8.84326
2022-04-18,11.212
2022-04-19,13.54125
2022-04-20,13.0675
2022-04-21,14.37031
2022-04-22,12.19897
2022-04-23,11.9621
2022-04-24,11.7647
2022-04-25,15.98894
2022-04-26,14.7651
2022-04-27,14.05448
2022-04-28,13.85708
2022-04-29,14.60718
2022-04-30,11.88314
2022-05-01,12.15949
2022-05-02,14.48874
2022-05-03,15.04145
2022-05-04,13.97552
2022-05-05,9.63284
2022-05-06,11.9621
2022-05-07,13.38333
2022-05-08,13.46229
2022-05-09,12.90959
2022-05-10,12.43584
2022-05-11,15.35728
2022-05-12,14.7651
2022-05-13,11.36991
2022-05-14,11.05408
2022-05-15,9.79076
2022-05-16,12.04105
2022-05-17,11.212
2022-05-18,13.2649
2022-05-19,11.88314
2022-05-20,12.67272
2022-05-21,11.40939
2022-05-22,12.00157
2022-05-23,12.90959
2022-05-24,11.84366
2022-05-25,13.97552
2022-05-26,12.43584
2022-05-27,10.50138
2022-05-28,11.40939
2022-05-29,9.35649
2022-05-30,12.00157
2022-05-31,11.68574
2022-06-01,13.34386
2022-06-02,15.15988
2022-06-03,12.15949
2022-06-04,10.38294
2022-06-05,8.9617
2022-06-06,11.80418
2022-06-07,13.38333
2022-06-08,12.31741
2022-06-09,12.5148
2022-06-10,10.2645
2022-06-11,10.73825
2022-06-12,12.23845
2022-06-13,12.31741
2022-06-14,12.39636
2022-06-15,11.84366
2022-06-16,11.80418
2022-06-17,11.64626
2022-06-18,10.06711
2022-06-19,9.5144
2022-06-20,12.63324
2022-06-21,12.19897
2022-06-22,11.64626
2022-06-23,10.30398
2022-06-24,10.2645
2022-06-25,10.42242
2022-06-26,10.2645
2022-06-27,12.27793
2022-06-28,10.42242
2022-06-29,11.09356
2022-06-30,12.08053
2022-07-01,11.88314
2022-07-02,10.38294
2022-07-03,8.25108
2022-07-04,11.92262
2022-07-05,11.52783
2022-07-06,14.7651
2022-07-07,12.35688
2022-07-08,12.75167
2022-07-09,9.5144
2022-07-10,9.19857
2022-07-11,11.64626
2022-07-12,10.22502
2022-07-13,10.4619
2022-07-14,9.67232
2022-07-15,10.58033
2022-07-16,9.86971
2022-07-17,10.58033
2022-07-18,12.43584
2022-07-19,9.04066
2022-07-20,11.60679
2022-07-21,10.77773
2022-07-22,10.73825
2022-07-23,8.84326
2022-07-24,10.58033
2022-07-25,11.09356
2022-07-26,11.72522
2022-07-27,10.85669
2022-07-28,10.50138
2022-07-29,9.27753
2022-07-30,9.47493
2022-07-31,10.02763
2022-08-01,11.13304
2022-08-02,11.60679
2022-08-03,10.50138
2022-08-04,11.64626
2022-08-05,11.13304
2022-08-06,9.86971
2022-08-07,8.92222
2022-08-08,11.29095
2022-08-09,10.77773
2022-08-10,13.58073
2022-08-11,13.65969
2022-08-12,12.04105
2022-08-13,11.40939
2022-08-14,11.88314
2022-08-15,12.5148
2022-08-16,12.15949
2022-08-17,11.44887
2022-08-18,12.39636
2022-08-19,12.15949
2022-08-20,11.72522
2022-08-21,10.58033
2022-08-22,12.15949
2022-08-23,13.69917
2022-08-24,13.22542
2022-08-25,12.39636
2022-08-26,11.92262
2022-08-27,10.69877
2022-08-28,11.25148
2022-08-29,11.56731
2022-08-30,14.52822
2022-08-31,13.46229
2022-09-01,14.80457
2022-09-02,11.72522
2022-09-03,10.14607
2022-09-04,10.2645
2022-09-05,11.212
2022-09-06,12.12001
2022-09-07,13.34386
2022-09-08,10.61981
2022-09-09,11.48835
2022-09-10,12.59376
2022-09-11,12.71219
2022-09-12,13.73864
2022-09-13,18.27872
2022-09-14,15.75207
2022-09-15,13.97552
2022-09-16,12.31741
2022-09-17,11.29095
2022-09-18,11.13304
2022-09-19,14.09395
2022-09-20,12.00157
2022-09-21,16.10738
2022-09-22,12.43584
2022-09-23,11.29095
2022-09-24,10.38294
2022-09-25,10.50138
2022-09-26,13.65969
2022-09-27,12.98855
2022-09-28,13.73864
2022-09-29,12.63324
2022-09-30,11.29095
2022-10-01,11.13304
2022-10-02,13.10698
2022-10-03,12.98855
2022-10-04,14.88353
2022-10-05,12.35688
2022-10-06,12.19897
2022-10-07,9.67232
2022-10-08,10.10659
2022-10-09,12.15949
2022-10-10,12.00157
2022-10-11,15.43624
2022-10-12,15.27832
2022-10-13,15.3178
2022-10-14,11.84366
2022-10-15,10.18555
2022-10-16,12.00157
2022-10-17,15.3178
2022-10-18,12.83063
2022-10-19,13.97552
2022-10-20,13.02803
2022-10-21,10.4619
2022-10-22,8.80378
2022-10-23,9.7118
2022-10-24,12.71219
2022-10-25,11.92262
2022-10-26,11.44887
2022-10-27,10.73825
2022-10-28,10.58033
2022-10-29,10.81721
2022-10-30,8.25108
2022-10-31,12.35688
2022-11-01,13.93604
2022-11-02,11.7647
2022-11-03,11.80418
2022-11-04,10.85669
2022-11-05,10.34346
2022-11-06,9.19857
2022-11-07,10.54086
2022-11-08,11.92262
2022-11-09,11.60679
2022-11-10,11.36991
2022-11-11,11.44887
2022-11-12,9.04066
2022-11-13,10.81721
2022-11-14,12.12001
2022-11-15,11.7647
2022-11-16,11.48835
2022-11-17,10.30398
2022-11-18,11.7647
2022-11-19,11.7647
2022-11-20,10.73825
2022-11-21,14.64666
2022-11-22,13.97552
2022-11-23,13.89656
2022-11-24,11.56731
2022-11-25,9.86971
2022-11-26,12.43584
2022-11-27,11.52783
2022-11-28,14.25187
2022-11-29,12.47532
2022-11-30,12.71219
2022-12-01,15.27832
2022-12-02,14.29135
2022-12-03,11.05408
2022-12-04,11.33043
2022-12-05,12.08053
2022-12-06,13.93604
2022-12-07,13.22542
2022-12-08,14.40979
2022-12-09,13.0675
2022-12-10,10.54086
2022-12-11,10.06711
2022-12-12,12.31741
2022-12-13,13.46229
2022-12-14,12.08053
2022-12-15,11.68574
2022-12-16,12.87011
2022-12-17,10.73825
2022-12-18,12.08053
2022-12-19,14.60718
2022-12-20,14.21239
2022-12-21,13.85708
2022-12-22,14.17291
2022-12-23,14.17291
2022-12-24,10.58033
2022-12-25,10.65929
2022-12-26,14.05448
2022-12-27,17.17331
2022-12-28,15.08093
2022-12-29,15.35728
2022-12-30,14.88353
2022-12-31,12.79115
2023-01-01,18.08132
2023-01-02,18.08132
2023-01-03,14.44926
2023-01-04,16.46269
2023-01-05,17.80497
2023-01-06,14.37031
2023-01-07,18.27872
2023-01-08,15.43624
2023-01-09,16.50217
2023-01-10,18.04184
2023-01-11,16.97591
2023-01-12,14.80457
2023-01-13,14.33083
2023-01-14,14.48874
2023-01-15,13.69917
2023-01-16,14.68614
2023-01-17,14.09395
2023-01-18,15.23884
2023-01-19,15.43624
2023-01-20,14.7651
2023-01-21,14.7651
2023-01-22,16.22581
2023-01-23,17.76549
2023-01-24,20.25266
2023-01-25,18.59455
2023-01-26,17.09435
2023-01-27,16.58112
2023-01-28,12.94907
2023-01-29,15.94946
2023-01-30,14.72562
2023-01-31,16.10738
2023-02-01,15.75207
2023-02-02,16.85748
2023-02-03,13.77812
2023-02-04,14.60718
2023-02-05,14.44926
2023-02-06,15.94946
2023-02-07,15.67311
2023-02-08,15.8705
2023-02-09,12.39636
2023-02-10,12.27793
2023-02-11,11.212
2023-02-12,11.88314
2023-02-13,13.97552
2023-02-14,13.22542
2023-02-15,12.5148
2023-02-16,12.94907
2023-02-17,12.35688
2023-02-18,9.7118
2023-02-19,12.31741
2023-02-20,13.85708
2023-02-21,13.38333
2023-02-22,15.71259
2023-02-23,13.30438
2023-02-24,11.60679
2023-02-25,11.13304
2023-02-26,11.52783
2023-02-27,12.31741
2023-02-28,12.75167
2023-03-01,14.17291
2023-03-02,13.18594
2023-03-03,11.56731
2023-03-04,10.61981
2023-03-05,10.65929
2023-03-06,11.64626
2023-03-07,11.68574
2023-03-08,14.72562
2023-03-09,11.68574
2023-03-10,10.85669
2023-03-11,9.47493
2023-03-12,9.00118
2023-03-13,12.79115
2023-03-14,16.818
2023-03-15,12.90959
2023-03-16,12.08053
2023-03-17,12.39636
2023-03-18,12.79115
2023-03-19,11.25148
2023-03-20,15.04145
2023-03-21,16.69956
2023-03-22,14.72562
2023-03-23,14.13343
2023-03-24,14.37031
2023-03-25,12.67272
2023-03-26,17.01539
2023-03-27,16.26529
2023-03-28,15.83103
2023-03-29,14.13343
2023-03-30,15.3178
2023-03-31,16.818
2023-04-01,13.34386
2023-04-02,12.67272
2023-04-03,15.15988
2023-04-04,13.97552
2023-04-05,16.46269
2023-04-06,22.58191
2023-04-07,14.09395
2023-04-08,11.84366
2023-04-09,13.62021
2023-04-10,16.18634
2023-04-11,18.31819
2023-04-12,14.015
2023-04-13,13.65969
2023-04-14,14.09395
2023-04-15,12.75167
2023-04-16,12.83063
2023-04-17,15.35728
2023-04-18,13.42281
2023-04-19,13.18594
2023-04-20,11.7647
2023-04-21,13.10698
2023-04-22,10.65929
2023-04-23,9.98815
2023-04-24,13.2649
2023-04-25,13.62021
2023-04-26,13.30438
2023-04-27,14.44926
2023-04-28,11.7647
2023-04-29,11.13304
2023-04-30,11.05408
2023-05-01,13.46229
2023-05-02,15.59415
2023-05-03,15.35728
2023-05-04,12.90959
2023-05-05,14.17291
2023-05-06,13.73864
2023-05-07,12.71219
2023-05-08,13.54125
2023-05-09,12.90959
2023-05-10,11.05408
2023-05-11,11.212
2023-05-12,10.77773
2023-05-13,10.54086
2023-05-14,9.55388
2023-05-15,12.83063
2023-05-16,13.02803
2023-05-17,11.33043
2023-05-18,12.00157
2023-05-19,12.47532
2023-05-20,9.5144
2023-05-21,8.25108
2023-05-22,12.15949
2023-05-23,14.52822
2023-05-24,11.05408
2023-05-25,11.212
2023-05-26,10.2645
2023-05-27,10.61981
2023-05-28,8.09317
2023-05-29,10.93564
2023-05-30,11.17252
