date,비갱신형보험
2020-07-30,39.39393
2020-07-31,45.45454
2020-08-01,21.21212
2020-08-03,18.18181
2020-08-04,39.39393
2020-08-05,21.21212
2020-08-06,48.48484
2020-08-07,42.42424
2020-08-08,15.15151
2020-08-09,27.27272
2020-08-10,39.39393
2020-08-11,30.30303
2020-08-12,39.39393
2020-08-13,33.33333
2020-08-14,21.21212
2020-08-15,24.24242
2020-08-17,30.30303
2020-08-18,39.39393
2020-08-19,15.15151
2020-08-20,42.42424
2020-08-21,36.36363
2020-08-22,39.39393
2020-08-23,24.24242
2020-08-24,21.21212
2020-08-25,54.54545
2020-08-26,84.84848
2020-08-27,60.60606
2020-08-28,63.63636
2020-08-29,45.45454
2020-08-30,18.18181
2020-08-31,36.36363
2020-09-01,45.45454
2020-09-02,18.18181
2020-09-03,33.33333
2020-09-04,18.18181
2020-09-05,36.36363
2020-09-07,42.42424
2020-09-08,42.42424
2020-09-09,30.30303
2020-09-10,39.39393
2020-09-11,36.36363
2020-09-12,48.48484
2020-09-13,27.27272
2020-09-14,45.45454
2020-09-15,33.33333
2020-09-16,21.21212
2020-09-17,18.18181
2020-09-18,24.24242
2020-09-19,27.27272
2020-09-20,21.21212
2020-09-21,42.42424
2020-09-22,48.48484
2020-09-23,30.30303
2020-09-24,33.33333
2020-09-25,15.15151
2020-09-26,51.51515
2020-09-27,18.18181
2020-09-28,54.54545
2020-09-29,15.15151
2020-09-30,15.15151
2020-10-01,15.15151
2020-10-02,18.18181
2020-10-03,21.21212
2020-10-04,15.15151
2020-10-05,57.57575
2020-10-06,36.36363
2020-10-07,45.45454
2020-10-08,39.39393
2020-10-10,15.15151
2020-10-11,27.27272
2020-10-12,51.51515
2020-10-13,57.57575
2020-10-14,45.45454
2020-10-15,42.42424
2020-10-16,36.36363
2020-10-19,93.93939
2020-10-20,54.54545
2020-10-21,63.63636
2020-10-22,15.15151
2020-10-23,33.33333
2020-10-24,30.30303
2020-10-26,24.24242
2020-10-27,42.42424
2020-10-28,39.39393
2020-10-29,36.36363
2020-10-30,36.36363
2020-11-01,21.21212
2020-11-02,48.48484
2020-11-03,21.21212
2020-11-04,30.30303
2020-11-05,45.45454
2020-11-06,30.30303
2020-11-07,51.51515
2020-11-09,39.39393
2020-11-10,45.45454
2020-11-11,33.33333
2020-11-13,36.36363
2020-11-14,39.39393
2020-11-17,48.48484
2020-11-18,39.39393
2020-11-19,51.51515
2020-11-20,30.30303
2020-11-21,27.27272
2020-11-22,15.15151
2020-11-23,45.45454
2020-11-24,15.15151
2020-11-25,30.30303
2020-11-26,57.57575
2020-11-27,21.21212
2020-11-29,21.21212
2020-11-30,66.66666
2020-12-01,27.27272
2020-12-02,15.15151
2020-12-03,42.42424
2020-12-04,15.15151
2020-12-05,30.30303
2020-12-06,27.27272
2020-12-07,24.24242
2020-12-08,57.57575
2020-12-09,15.15151
2020-12-10,27.27272
2020-12-12,30.30303
2020-12-13,36.36363
2020-12-14,51.51515
2020-12-15,51.51515
2020-12-16,69.69696
2020-12-17,36.36363
2020-12-18,33.33333
2020-12-19,39.39393
2020-12-20,33.33333
2020-12-21,51.51515
2020-12-22,54.54545
2020-12-23,54.54545
2020-12-24,54.54545
2020-12-25,33.33333
2020-12-26,24.24242
2020-12-27,48.48484
2020-12-28,48.48484
2020-12-29,54.54545
2020-12-30,51.51515
2020-12-31,51.51515
2021-01-01,15.15151
2021-01-02,15.15151
2021-01-03,18.18181
2021-01-06,15.15151
2021-01-07,48.48484
2021-01-08,39.39393
2021-01-09,18.18181
2021-01-11,30.30303
2021-01-12,57.57575
2021-01-13,54.54545
2021-01-15,45.45454
2021-01-17,24.24242
2021-01-18,33.33333
2021-01-19,39.39393
2021-01-20,57.57575
2021-01-21,66.66666
2021-01-22,36.36363
2021-01-24,18.18181
2021-01-25,15.15151
2021-01-26,54.54545
2021-01-27,21.21212
2021-01-28,57.57575
2021-01-29,30.30303
2021-01-30,36.36363
2021-01-31,15.15151
2021-02-01,24.24242
2021-02-02,18.18181
2021-02-03,39.39393
2021-02-04,54.54545
2021-02-05,30.30303
2021-02-06,15.15151
2021-02-07,24.24242
2021-02-09,24.24242
2021-02-10,18.18181
2021-02-11,18.18181
2021-02-12,21.21212
2021-02-14,18.18181
2021-02-15,57.57575
2021-02-16,69.69696
2021-02-17,39.39393
2021-02-18,36.36363
2021-02-19,42.42424
2021-02-20,51.51515
2021-02-21,39.39393
2021-02-22,57.57575
2021-02-23,51.51515
2021-02-24,36.36363
2021-02-25,72.72727
2021-02-26,57.57575
2021-02-27,21.21212
2021-02-28,45.45454
2021-03-01,51.51515
2021-03-02,33.33333
2021-03-04,33.33333
2021-03-05,36.36363
2021-03-06,18.18181
2021-03-07,36.36363
2021-03-09,21.21212
2021-03-10,63.63636
2021-03-11,24.24242
2021-03-12,27.27272
2021-03-13,18.18181
2021-03-15,39.39393
2021-03-16,33.33333
2021-03-17,42.42424
2021-03-18,21.21212
2021-03-19,15.15151
2021-03-20,30.30303
2021-03-21,30.30303
2021-03-22,39.39393
2021-03-23,18.18181
2021-03-25,39.39393
2021-03-26,21.21212
2021-03-27,15.15151
2021-03-28,21.21212
2021-03-29,30.30303
2021-03-30,81.81818
2021-03-31,36.36363
2021-04-03,24.24242
2021-04-04,15.15151
2021-04-05,30.30303
2021-04-06,42.42424
2021-04-07,21.21212
2021-04-08,42.42424
2021-04-09,24.24242
2021-04-13,21.21212
2021-04-14,36.36363
2021-04-15,24.24242
2021-04-17,15.15151
2021-04-18,21.21212
2021-04-19,42.42424
2021-04-21,18.18181
2021-04-22,30.30303
2021-04-23,27.27272
2021-04-24,24.24242
2021-04-27,57.57575
2021-04-28,33.33333
2021-04-29,21.21212
2021-04-30,39.39393
2021-05-01,15.15151
2021-05-04,18.18181
2021-05-06,15.15151
2021-05-07,18.18181
2021-05-10,66.66666
2021-05-11,15.15151
2021-05-12,18.18181
2021-05-13,33.33333
2021-05-17,39.39393
2021-05-22,15.15151
2021-05-23,15.15151
2021-05-25,18.18181
2021-05-26,15.15151
2021-05-27,21.21212
2021-05-29,21.21212
2021-05-31,21.21212
2021-06-02,18.18181
2021-06-03,21.21212
2021-06-04,24.24242
2021-06-06,21.21212
2021-06-07,18.18181
2021-06-08,45.45454
2021-06-09,24.24242
2021-06-10,27.27272
2021-06-11,33.33333
2021-06-14,18.18181
2021-06-15,45.45454
2021-06-17,24.24242
2021-06-19,27.27272
2021-06-22,42.42424
2021-06-23,27.27272
2021-06-25,39.39393
2021-06-26,21.21212
2021-06-28,60.60606
2021-06-29,27.27272
2021-06-30,24.24242
2021-07-01,15.15151
2021-07-06,18.18181
2021-07-08,21.21212
2021-07-10,18.18181
2021-07-11,21.21212
2021-07-14,15.15151
2021-07-15,33.33333
2021-07-16,36.36363
2021-07-24,15.15151
2021-07-25,18.18181
2021-07-26,27.27272
2021-07-27,24.24242
2021-07-29,15.15151
2021-07-31,18.18181
2021-08-04,51.51515
2021-08-06,45.45454
2021-08-09,15.15151
2021-08-11,24.24242
2021-08-12,27.27272
2021-08-13,15.15151
2021-08-16,15.15151
2021-08-17,33.33333
2021-08-18,27.27272
2021-08-19,15.15151
2021-08-20,30.30303
2021-08-21,18.18181
2021-08-22,15.15151
2021-08-23,39.39393
2021-08-24,60.60606
2021-08-25,72.72727
2021-08-26,48.48484
2021-08-28,15.15151
2021-08-31,39.39393
2021-09-01,24.24242
2021-09-02,24.24242
2021-09-04,21.21212
2021-09-06,18.18181
2021-09-08,30.30303
2021-09-09,24.24242
2021-09-14,36.36363
2021-09-16,24.24242
2021-09-17,27.27272
2021-09-22,15.15151
2021-09-23,24.24242
2021-09-24,36.36363
2021-09-25,27.27272
2021-09-27,24.24242
2021-09-30,18.18181
2021-10-02,24.24242
2021-10-12,15.15151
2021-10-13,18.18181
2021-10-14,18.18181
2021-10-15,33.33333
2021-10-18,18.18181
2021-10-22,15.15151
2021-10-26,15.15151
2021-10-28,18.18181
2021-10-29,15.15151
2021-11-01,27.27272
2021-11-02,21.21212
2021-11-04,18.18181
2021-11-05,15.15151
2021-11-07,15.15151
2021-11-08,30.30303
2021-11-12,18.18181
2021-11-17,48.48484
2021-11-19,33.33333
2021-11-22,21.21212
2021-11-25,15.15151
2021-11-28,27.27272
2021-11-29,15.15151
2021-11-30,51.51515
2021-12-06,33.33333
2021-12-08,15.15151
2021-12-09,24.24242
2021-12-10,33.33333
2021-12-14,27.27272
2021-12-15,15.15151
2021-12-16,18.18181
2021-12-21,18.18181
2021-12-22,21.21212
2021-12-23,24.24242
2021-12-24,18.18181
2021-12-27,24.24242
2021-12-28,24.24242
2021-12-30,15.15151
2021-12-31,18.18181
2022-01-04,36.36363
2022-01-06,18.18181
2022-01-09,15.15151
2022-01-10,18.18181
2022-01-11,42.42424
2022-01-13,36.36363
2022-01-15,15.15151
2022-01-16,18.18181
2022-01-17,54.54545
2022-01-19,15.15151
2022-01-20,24.24242
2022-01-22,21.21212
2022-01-25,42.42424
2022-01-26,30.30303
2022-01-28,15.15151
2022-01-31,15.15151
2022-02-07,18.18181
2022-02-09,24.24242
2022-02-11,33.33333
2022-02-14,30.30303
2022-02-15,33.33333
2022-02-17,48.48484
2022-02-22,15.15151
2022-02-23,15.15151
2022-02-26,15.15151
2022-02-27,21.21212
2022-03-05,15.15151
2022-03-07,21.21212
2022-03-11,30.30303
2022-03-13,15.15151
2022-03-14,15.15151
2022-03-18,15.15151
2022-03-21,36.36363
2022-03-22,42.42424
2022-03-23,18.18181
2022-03-24,51.51515
2022-03-27,15.15151
2022-03-28,24.24242
2022-03-29,36.36363
2022-03-30,15.15151
2022-03-31,33.33333
2022-04-04,27.27272
2022-04-06,18.18181
2022-04-12,18.18181
2022-04-18,15.15151
2022-04-24,15.15151
2022-04-25,27.27272
2022-04-26,24.24242
2022-04-27,18.18181
2022-04-30,24.24242
2022-05-09,39.39393
2022-05-11,18.18181
2022-05-13,24.24242
2022-05-16,21.21212
2022-05-17,33.33333
2022-05-19,27.27272
2022-05-23,27.27272
2022-05-24,15.15151
2022-05-25,27.27272
2022-05-27,48.48484
2022-05-29,15.15151
2022-05-30,57.57575
2022-05-31,15.15151
2022-06-03,18.18181
2022-06-08,15.15151
2022-06-11,27.27272
2022-06-14,18.18181
2022-06-16,30.30303
2022-06-18,18.18181
2022-06-19,15.15151
2022-06-22,21.21212
2022-06-23,18.18181
2022-06-27,18.18181
2022-06-28,24.24242
2022-06-29,42.42424
2022-07-06,18.18181
2022-07-07,18.18181
2022-07-11,15.15151
2022-07-12,24.24242
2022-07-19,15.15151
2022-07-26,30.30303
2022-07-27,21.21212
2022-07-28,24.24242
2022-07-29,36.36363
2022-08-01,15.15151
2022-08-02,18.18181
2022-08-03,15.15151
2022-08-04,21.21212
2022-08-06,15.15151
2022-08-07,18.18181
2022-08-09,15.15151
2022-08-10,15.15151
2022-08-12,15.15151
2022-08-19,24.24242
2022-08-22,27.27272
2022-08-23,33.33333
2022-08-25,39.39393
2022-08-26,18.18181
2022-08-29,18.18181
2022-08-30,15.15151
2022-09-01,21.21212
2022-09-02,15.15151
2022-09-19,21.21212
2022-09-20,21.21212
2022-09-22,27.27272
2022-09-27,36.36363
2022-09-30,21.21212
2022-10-12,18.18181
2022-10-21,21.21212
2022-10-25,24.24242
2022-10-26,36.36363
2022-10-28,15.15151
2022-10-30,15.15151
2022-11-03,27.27272
2022-11-09,24.24242
2022-11-10,18.18181
2022-11-11,21.21212
2022-11-14,30.30303
2022-11-15,36.36363
2022-11-22,51.51515
2022-11-23,27.27272
2022-11-27,15.15151
2022-11-28,27.27272
2022-11-29,18.18181
2022-11-30,18.18181
2022-12-05,15.15151
2022-12-07,15.15151
2022-12-08,36.36363
2022-12-09,18.18181
2022-12-11,15.15151
2022-12-13,30.30303
2022-12-20,18.18181
2022-12-25,18.18181
2022-12-27,18.18181
2022-12-29,27.27272
2023-01-02,15.15151
2023-01-05,24.24242
2023-01-07,15.15151
2023-01-08,24.24242
2023-01-09,18.18181
2023-01-10,30.30303
2023-01-11,36.36363
2023-01-12,36.36363
2023-01-16,24.24242
2023-01-17,33.33333
2023-01-18,15.15151
2023-01-19,15.15151
2023-01-25,15.15151
2023-01-26,15.15151
2023-01-27,15.15151
2023-01-28,21.21212
2023-01-30,27.27272
2023-01-31,21.21212
2023-02-01,15.15151
2023-02-02,15.15151
2023-02-03,33.33333
2023-02-06,18.18181
2023-02-07,24.24242
2023-02-08,15.15151
2023-02-09,21.21212
2023-02-10,15.15151
2023-02-13,18.18181
2023-02-16,15.15151
2023-02-19,27.27272
2023-02-21,21.21212
2023-02-22,15.15151
2023-02-23,27.27272
2023-02-27,54.54545
2023-02-28,21.21212
2023-03-02,18.18181
2023-03-03,15.15151
2023-03-04,30.30303
2023-03-06,15.15151
2023-03-07,15.15151
2023-03-14,15.15151
2023-03-20,18.18181
2023-03-22,33.33333
2023-03-23,48.48484
2023-03-24,24.24242
2023-03-26,21.21212
2023-03-27,54.54545
2023-03-28,27.27272
2023-03-29,30.30303
2023-03-30,21.21212
2023-03-31,21.21212
2023-04-01,21.21212
2023-04-02,27.27272
2023-04-04,42.42424
2023-04-05,45.45454
2023-04-06,21.21212
2023-04-07,15.15151
2023-04-09,15.15151
2023-04-11,21.21212
2023-04-12,33.33333
2023-04-13,33.33333
2023-04-15,15.15151
2023-04-16,15.15151
2023-04-17,60.60606
2023-04-18,33.33333
2023-04-19,27.27272
2023-04-20,51.51515
2023-04-21,36.36363
2023-04-22,30.30303
2023-04-24,54.54545
2023-04-25,39.39393
2023-04-26,21.21212
2023-04-27,27.27272
2023-04-28,18.18181
2023-05-03,33.33333
2023-05-05,21.21212
2023-05-07,15.15151
2023-05-09,27.27272
2023-05-10,33.33333
2023-05-11,54.54545
2023-05-12,30.30303
2023-05-15,30.30303
2023-05-16,48.48484
2023-05-18,15.15151
2023-05-19,30.30303
2023-05-20,21.21212
2023-05-21,15.15151
2023-05-22,24.24242
2023-05-23,57.57575
2023-05-24,21.21212
2023-05-26,33.33333
2023-05-27,15.15151
2023-05-30,30.30303
2023-05-31,21.21212
2023-06-01,24.24242
2023-06-02,15.15151
2023-06-07,69.69696
2023-06-08,21.21212
2023-06-09,48.48484
2023-06-10,15.15151
2023-06-11,15.15151
2023-06-12,36.36363
2023-06-13,27.27272
2023-06-14,33.33333
2023-06-15,45.45454
2023-06-17,18.18181
2023-06-21,30.30303
2023-06-22,30.30303
2023-06-23,27.27272
2023-06-25,15.15151
2023-06-26,27.27272
2023-06-27,54.54545
2023-06-28,21.21212
2023-06-29,18.18181
2023-06-30,39.39393
2023-07-02,33.33333
2023-07-03,33.33333
2023-07-04,18.18181
2023-07-05,42.42424
2023-07-06,21.21212
2023-07-07,33.33333
2023-07-08,15.15151
2023-07-10,15.15151
2023-07-11,24.24242
2023-07-12,21.21212
2023-07-13,15.15151
2023-07-14,15.15151
2023-07-15,27.27272
2023-07-17,27.27272
2023-07-18,27.27272
2023-07-19,36.36363
2023-07-20,63.63636
2023-07-21,27.27272
2023-07-23,21.21212
2023-07-24,27.27272
2023-07-25,72.72727
2023-07-27,36.36363
2023-07-28,39.39393
2023-07-30,18.18181
2023-07-31,24.24242
2023-08-02,33.33333
2023-08-03,18.18181
2023-08-04,33.33333
2023-08-05,15.15151
2023-08-07,27.27272
2023-08-08,30.30303
2023-08-09,60.60606
2023-08-10,27.27272
2023-08-11,75.75757
2023-08-12,39.39393
2023-08-13,42.42424
2023-08-14,36.36363
2023-08-15,42.42424
2023-08-16,57.57575
2023-08-17,69.69696
2023-08-18,75.75757
2023-08-20,27.27272
2023-08-21,24.24242
2023-08-23,54.54545
2023-08-24,42.42424
2023-08-25,45.45454
2023-08-26,45.45454
2023-08-27,36.36363
2023-08-28,63.63636
2023-08-29,36.36363
2023-08-30,72.72727
2023-08-31,51.51515
2023-09-01,18.18181
2023-09-02,18.18181
2023-09-03,21.21212
2023-09-04,48.48484
2023-09-05,48.48484
2023-09-06,57.57575
2023-09-07,57.57575
2023-09-08,30.30303
2023-09-10,15.15151
2023-09-11,30.30303
2023-09-12,45.45454
2023-09-14,18.18181
2023-09-15,27.27272
2023-09-17,21.21212
2023-09-18,27.27272
2023-09-19,48.48484
2023-09-20,36.36363
2023-09-21,63.63636
2023-09-22,24.24242
2023-09-25,39.39393
2023-09-26,39.39393
2023-09-27,24.24242
2023-09-30,15.15151
2023-10-03,21.21212
2023-10-04,15.15151
2023-10-05,30.30303
2023-10-06,27.27272
2023-10-07,18.18181
2023-10-08,21.21212
2023-10-10,21.21212
2023-10-11,42.42424
2023-10-12,39.39393
2023-10-13,36.36363
2023-10-14,21.21212
2023-10-16,21.21212
2023-10-17,48.48484
2023-10-18,60.60606
2023-10-19,33.33333
2023-10-20,27.27272
2023-10-23,30.30303
2023-10-24,18.18181
2023-10-25,45.45454
2023-10-26,45.45454
2023-10-27,27.27272
2023-10-29,24.24242
2023-10-30,57.57575
2023-10-31,18.18181
2023-11-01,33.33333
2023-11-02,36.36363
2023-11-03,30.30303
2023-11-04,27.27272
2023-11-05,30.30303
2023-11-06,36.36363
2023-11-07,27.27272
2023-11-09,39.39393
2023-11-10,15.15151
2023-11-11,15.15151
2023-11-12,15.15151
2023-11-13,21.21212
2023-11-14,24.24242
2023-11-15,21.21212
2023-11-16,45.45454
2023-11-17,21.21212
2023-11-18,18.18181
2023-11-20,21.21212
2023-11-21,21.21212
2023-11-23,48.48484
2023-11-24,39.39393
2023-11-26,15.15151
2023-11-27,57.57575
2023-11-28,24.24242
2023-11-29,42.42424
2023-11-30,54.54545
2023-12-01,33.33333
2023-12-02,21.21212
2023-12-03,30.30303
2023-12-04,18.18181
2023-12-05,33.33333
2023-12-06,45.45454
2023-12-07,15.15151
2023-12-08,57.57575
2023-12-10,15.15151
2023-12-11,36.36363
2023-12-12,27.27272
2023-12-13,60.60606
2023-12-14,54.54545
2023-12-15,48.48484
2023-12-18,39.39393
2023-12-19,93.93939
2023-12-20,30.30303
2023-12-21,27.27272
2023-12-22,15.15151
2023-12-25,24.24242
2023-12-26,57.57575
2023-12-27,30.30303
2023-12-28,75.75757
2023-12-29,24.24242
2023-12-30,30.30303
2024-01-01,27.27272
2024-01-02,27.27272
2024-01-03,48.48484
2024-01-04,33.33333
2024-01-05,36.36363
2024-01-06,39.39393
2024-01-07,36.36363
2024-01-08,24.24242
2024-01-09,54.54545
2024-01-10,57.57575
2024-01-11,81.81818
2024-01-12,30.30303
2024-01-13,24.24242
2024-01-14,24.24242
2024-01-15,66.66666
2024-01-16,63.63636
2024-01-17,60.60606
2024-01-18,48.48484
2024-01-19,45.45454
2024-01-20,39.39393
2024-01-21,21.21212
2024-01-22,57.57575
2024-01-23,75.75757
2024-01-24,93.93939
2024-01-25,84.84848
2024-01-26,51.51515
2024-01-27,39.39393
2024-01-28,36.36363
2024-01-29,24.24242
2024-01-30,84.84848
2024-01-31,51.51515
2024-02-01,18.18181
2024-02-02,30.30303
2024-02-03,18.18181
2024-02-05,51.51515
2024-02-06,30.30303
2024-02-07,63.63636
2024-02-08,36.36363
2024-02-09,21.21212
2024-02-12,15.15151
2024-02-13,39.39393
2024-02-14,63.63636
2024-02-15,69.69696
2024-02-16,21.21212
2024-02-17,18.18181
2024-02-19,27.27272
2024-02-20,51.51515
2024-02-21,69.69696
2024-02-22,51.51515
2024-02-23,42.42424
2024-02-25,15.15151
2024-02-26,21.21212
2024-02-27,63.63636
2024-02-28,75.75757
2024-02-29,21.21212
2024-03-01,15.15151
2024-03-02,15.15151
2024-03-03,24.24242
2024-03-04,60.60606
2024-03-05,54.54545
2024-03-06,33.33333
2024-03-07,57.57575
2024-03-08,24.24242
2024-03-09,27.27272
2024-03-10,39.39393
2024-03-11,51.51515
2024-03-12,78.78787
2024-03-13,84.84848
2024-03-14,51.51515
2024-03-15,36.36363
2024-03-16,21.21212
2024-03-17,33.33333
2024-03-18,30.30303
2024-03-19,87.87878
2024-03-20,60.60606
