date,초전도체관련주
2023-11-16,0.27596
2023-11-17,0.17907
2023-11-18,0.13798
2023-11-19,0.15979
2023-11-20,0.18313
2023-11-21,0.19834
2023-11-22,0.64374
2023-11-23,0.42206
2023-11-24,0.29574
2023-11-25,0.18414
2023-11-26,0.18871
2023-11-27,0.23284
2023-11-28,0.24958
2023-11-29,0.20392
2023-11-30,0.31451
2023-12-01,0.21001
2023-12-02,0.13798
2023-12-03,0.14051
2023-12-04,0.16486
2023-12-05,0.17805
2023-12-06,0.35763
2023-12-07,0.3556
2023-12-08,0.14863
2023-12-09,0.12682
2023-12-10,0.14051
2023-12-11,1.00239
2023-12-12,0.61483
2023-12-13,3.655
2023-12-14,1.03537
2023-12-15,0.81622
2023-12-16,0.25719
2023-12-17,0.20798
2023-12-18,0.27545
2023-12-19,0.56055
2023-12-20,0.30741
2023-12-21,0.1811
2023-12-22,0.32669
2023-12-23,0.23639
2023-12-24,0.17349
2023-12-25,0.22675
2023-12-26,0.3348
2023-12-27,0.21407
2023-12-28,0.19073
2023-12-29,0.17501
2023-12-30,0.12783
2023-12-31,0.13493
2024-01-01,0.11109
2024-01-02,0.18465
2024-01-03,0.17704
2024-01-04,1.18045
2024-01-05,0.58642
2024-01-06,0.29727
2024-01-07,0.28002
2024-01-08,1.46504
2024-01-09,1.9916
2024-01-10,4.54123
2024-01-11,1.57259
2024-01-12,0.53011
2024-01-13,0.33227
2024-01-14,0.28915
2024-01-15,0.42003
2024-01-16,0.35307
2024-01-17,0.27951
2024-01-18,0.29574
2024-01-19,0.24755
2024-01-20,0.20443
2024-01-21,0.21052
2024-01-22,1.61672
2024-01-23,0.69751
2024-01-24,0.58946
2024-01-25,0.39974
2024-01-26,1.00341
2024-01-27,0.80354
2024-01-28,0.69701
2024-01-29,0.78883
2024-01-30,0.40481
2024-01-31,0.30741
2024-02-01,0.24501
2024-02-02,0.51591
2024-02-03,0.26277
2024-02-04,0.24806
2024-02-05,1.09269
2024-02-06,0.72136
2024-02-07,1.23067
2024-02-08,0.8776
2024-02-09,0.36879
2024-02-10,0.29929
2024-02-11,0.36981
2024-02-12,0.40988
2024-02-13,1.13683
2024-02-14,1.99516
2024-02-15,3.76254
2024-02-16,2.2909
2024-02-17,0.68128
2024-02-18,0.67824
2024-02-19,1.0866
2024-02-20,2.11488
2024-02-21,3.9822
2024-02-22,1.77246
2024-02-23,1.29358
2024-02-24,0.57272
2024-02-25,0.53366
2024-02-26,0.88217
2024-02-27,0.68889
2024-02-28,0.94507
2024-02-29,0.70766
2024-03-01,0.78629
2024-03-02,0.60975
2024-03-03,0.75332
2024-03-04,3.30649
2024-03-05,3.73058
2024-03-06,1.20024
2024-03-07,0.67367
2024-03-08,0.59859
2024-03-09,0.35408
2024-03-10,0.28408
2024-03-11,0.57932
2024-03-12,0.43271
2024-03-13,0.32162
2024-03-14,0.40887
2024-03-15,0.28052
2024-03-16,0.16943
2024-03-17,0.14508
2024-03-18,0.27596
2024-03-19,0.60164
2024-03-20,0.42104
