date,ISA신탁형
2024-01-15,23.89078
2024-01-16,23.54948
2024-01-17,44.3686
2024-01-18,57.67918
2024-01-19,40.27303
2024-01-20,37.20136
2024-01-21,32.7645
2024-01-22,40.95563
2024-01-23,41.29692
2024-01-24,38.90784
2024-01-25,48.12286
2024-01-26,30.03412
2024-01-27,33.78839
2024-01-28,23.54948
2024-01-29,38.22525
2024-01-30,47.09897
2024-01-31,51.19453
2024-02-01,52.55972
2024-02-02,37.88395
2024-02-03,41.63822
2024-02-04,42.66211
2024-02-05,55.63139
2024-02-06,48.46416
2024-02-07,40.27303
2024-02-08,40.27303
2024-02-09,33.44709
2024-02-10,31.39931
2024-02-11,78.15699
2024-02-12,52.55972
2024-02-13,84.98293
2024-02-14,70.30716
2024-02-15,54.26621
2024-02-16,40.95563
2024-02-17,28.66894
2024-02-18,37.88395
2024-02-19,36.86006
2024-02-20,42.32081
2024-02-21,30.37542
2024-02-22,39.24914
2024-02-23,38.56655
2024-02-24,23.89078
2024-02-25,23.54948
2024-02-26,44.3686
2024-02-27,37.20136
2024-02-28,47.44027
2024-02-29,37.20136
2024-03-01,23.89078
2024-03-02,20.13651
2024-03-03,19.11262
2024-03-04,46.75767
2024-03-05,43.686
2024-03-06,30.37542
2024-03-07,26.96245
2024-03-08,29.69283
2024-03-09,12.96928
2024-03-10,16.38225
2024-03-11,25.25597
2024-03-12,23.20819
2024-03-13,19.11262
2024-03-14,16.04095
2024-03-15,22.86689
2024-03-16,11.94539
2024-03-17,14.67576
2024-03-18,26.27986
2024-03-19,28.32764
2024-03-20,18.43003
