date,엑셀러레이터
2022-02-03,2.25801
2022-02-04,2.55686
2022-02-05,1.31163
2022-02-06,1.52747
2022-02-07,3.20438
2022-02-08,2.93873
2022-02-09,2.72289
2022-02-10,2.92213
2022-02-11,2.17499
2022-02-12,1.1124
2022-02-13,1.24522
2022-02-14,2.59007
2022-02-15,2.55686
2022-02-16,2.97194
2022-02-17,2.27461
2022-02-18,3.35381
2022-02-19,1.26182
2022-02-20,1.90934
2022-02-21,2.97194
2022-02-22,2.47385
2022-02-23,3.51984
2022-02-24,2.65648
2022-02-25,2.45724
2022-02-26,1.21202
2022-02-27,1.1456
2022-02-28,1.94255
2022-03-01,1.6769
2022-03-02,3.08816
2022-03-03,2.98854
2022-03-04,2.19159
2022-03-05,1.19541
2022-03-06,1.84293
2022-03-07,2.90552
2022-03-08,2.29121
2022-03-09,1.44446
2022-03-10,2.50705
2022-03-11,2.73949
2022-03-12,1.6769
2022-03-13,1.52747
2022-03-14,2.80591
2022-03-15,2.80591
2022-03-16,2.98854
2022-03-17,2.32442
2022-03-18,2.34102
2022-03-19,1.47766
2022-03-20,2.02556
2022-03-21,2.83911
2022-03-22,2.88892
2022-03-23,2.98854
2022-03-24,2.50705
2022-03-25,2.67308
2022-03-26,1.57728
2022-03-27,1.6935
2022-03-28,3.42022
2022-03-29,3.37041
2022-03-30,3.20438
2022-03-31,2.7727
2022-04-01,2.59007
2022-04-02,1.36144
2022-04-03,1.42785
2022-04-04,2.62327
2022-04-05,3.17117
2022-04-06,2.54026
2022-04-07,2.85571
2022-04-08,2.42404
2022-04-09,1.46106
2022-04-10,1.6935
2022-04-11,2.93873
2022-04-12,2.87232
2022-04-13,2.68968
2022-04-14,3.00514
2022-04-15,2.35762
2022-04-16,1.54408
2022-04-17,1.82633
2022-04-18,2.83911
2022-04-19,3.18778
2022-04-20,3.93491
2022-04-21,2.70629
2022-04-22,3.304
2022-04-23,1.54408
2022-04-24,1.77652
2022-04-25,3.50323
2022-04-26,2.95533
2022-04-27,2.90552
2022-04-28,6.49178
2022-04-29,3.71907
2022-04-30,1.57728
2022-05-01,1.56068
2022-05-02,2.7893
2022-05-03,3.17117
2022-05-04,2.42404
2022-05-05,1.59389
2022-05-06,2.10858
2022-05-07,1.56068
2022-05-08,1.84293
2022-05-09,3.22098
2022-05-10,2.7561
2022-05-11,3.03835
2022-05-12,3.02174
2022-05-13,2.70629
2022-05-14,1.54408
2022-05-15,1.24522
2022-05-16,2.83911
2022-05-17,3.08816
2022-05-18,2.39083
2022-05-19,2.63988
2022-05-20,2.82251
2022-05-21,1.51087
2022-05-22,1.44446
2022-05-23,3.07155
2022-05-24,2.44064
2022-05-25,2.7561
2022-05-26,2.7727
2022-05-27,2.45724
2022-05-28,1.47766
2022-05-29,1.32824
2022-05-30,2.35762
2022-05-31,2.60667
2022-06-01,1.47766
2022-06-02,2.32442
2022-06-03,2.12518
2022-06-04,1.31163
2022-06-05,1.47766
2022-06-06,1.51087
2022-06-07,2.83911
2022-06-08,3.76888
2022-06-09,3.07155
2022-06-10,2.35762
2022-06-11,1.27843
2022-06-12,1.52747
2022-06-13,3.07155
2022-06-14,2.83911
2022-06-15,3.37041
2022-06-16,3.76888
2022-06-17,2.63988
2022-06-18,1.24522
2022-06-19,1.62709
2022-06-20,3.02174
2022-06-21,2.2082
2022-06-22,3.02174
2022-06-23,2.40743
2022-06-24,2.47385
2022-06-25,1.24522
2022-06-26,1.24522
2022-06-27,2.47385
2022-06-28,2.67308
2022-06-29,2.42404
2022-06-30,2.52365
2022-07-01,1.94255
2022-07-02,1.44446
2022-07-03,1.07919
2022-07-04,2.49045
2022-07-05,2.72289
2022-07-06,2.40743
2022-07-07,2.29121
2022-07-08,2.30782
2022-07-09,1.27843
2022-07-10,1.19541
2022-07-11,2.62327
2022-07-12,3.17117
2022-07-13,2.59007
2022-07-14,2.83911
2022-07-15,2.65648
2022-07-16,1.19541
2022-07-17,1.44446
2022-07-18,2.50705
2022-07-19,2.92213
2022-07-20,2.42404
2022-07-21,2.65648
2022-07-22,2.50705
2022-07-23,1.42785
2022-07-24,1.47766
2022-07-25,2.2082
2022-07-26,2.42404
2022-07-27,2.19159
2022-07-28,2.44064
2022-07-29,1.82633
2022-07-30,1.36144
2022-07-31,1.32824
2022-08-01,2.35762
2022-08-02,2.83911
2022-08-03,2.67308
2022-08-04,2.72289
2022-08-05,2.09198
2022-08-06,1.46106
2022-08-07,1.07919
2022-08-08,2.2414
2022-08-09,2.27461
2022-08-10,2.65648
2022-08-11,2.44064
2022-08-12,2.34102
2022-08-13,1.37805
2022-08-14,1.21202
2022-08-15,1.64369
2022-08-16,1.84293
2022-08-17,2.83911
2022-08-18,2.2082
2022-08-19,2.32442
2022-08-20,1.27843
2022-08-21,1.27843
2022-08-22,2.68968
2022-08-23,1.82633
2022-08-24,2.29121
2022-08-25,2.34102
2022-08-26,2.04217
2022-08-27,1.17881
2022-08-28,1.6935
2022-08-29,2.45724
2022-08-30,2.39083
2022-08-31,2.62327
2022-09-01,2.73949
2022-09-02,1.92595
2022-09-03,1.36144
2022-09-04,1.29503
2022-09-05,2.00896
2022-09-06,3.17117
2022-09-07,2.88892
2022-09-08,1.6935
2022-09-09,1.1456
2022-09-10,2.2248
2022-09-11,1.09579
2022-09-12,1.52747
2022-09-13,2.47385
2022-09-14,2.42404
2022-09-15,2.59007
2022-09-16,2.10858
2022-09-17,1.31163
2022-09-18,1.16221
2022-09-19,2.57346
2022-09-20,2.44064
2022-09-21,2.7893
2022-09-22,2.42404
2022-09-23,1.54408
2022-09-24,1.39465
2022-09-25,1.31163
2022-09-26,3.60285
2022-09-27,2.70629
2022-09-28,3.43682
2022-09-29,2.7893
2022-09-30,2.15839
2022-10-01,0.99618
2022-10-02,1.75992
2022-10-03,1.59389
2022-10-04,2.68968
2022-10-05,2.72289
2022-10-06,2.88892
2022-10-07,2.15839
2022-10-08,1.16221
2022-10-09,1.32824
2022-10-10,1.74331
2022-10-11,2.80591
2022-10-12,2.7727
2022-10-13,2.67308
2022-10-14,2.09198
2022-10-15,1.77652
2022-10-16,1.39465
2022-10-17,2.7727
2022-10-18,2.2082
2022-10-19,2.98854
2022-10-20,3.08816
2022-10-21,2.15839
2022-10-22,1.16221
2022-10-23,1.29503
2022-10-24,2.60667
2022-10-25,2.34102
2022-10-26,2.7561
2022-10-27,2.55686
2022-10-28,2.73949
2022-10-29,1.27843
2022-10-30,0.99618
2022-10-31,2.19159
2022-11-01,2.35762
2022-11-02,2.19159
2022-11-03,2.83911
2022-11-04,2.25801
2022-11-05,1.17881
2022-11-06,0.87996
2022-11-07,2.44064
2022-11-08,2.45724
2022-11-09,2.68968
2022-11-10,2.7727
2022-11-11,1.97575
2022-11-12,1.59389
2022-11-13,1.1124
2022-11-14,2.59007
2022-11-15,2.37423
2022-11-16,2.98854
2022-11-17,2.49045
2022-11-18,2.7893
2022-11-19,1.31163
2022-11-20,1.56068
2022-11-21,2.65648
2022-11-22,2.63988
2022-11-23,2.7727
2022-11-24,2.2414
2022-11-25,2.80591
2022-11-26,1.22862
2022-11-27,1.62709
2022-11-28,2.45724
2022-11-29,2.35762
2022-11-30,2.7727
2022-12-01,2.30782
2022-12-02,2.27461
2022-12-03,1.16221
2022-12-04,1.44446
2022-12-05,2.17499
2022-12-06,2.35762
2022-12-07,2.85571
2022-12-08,2.39083
2022-12-09,2.90552
2022-12-10,1.6935
2022-12-11,1.26182
2022-12-12,2.67308
2022-12-13,2.62327
2022-12-14,3.25419
2022-12-15,2.62327
2022-12-16,2.83911
2022-12-17,1.1124
2022-12-18,1.17881
2022-12-19,2.10858
2022-12-20,2.59007
2022-12-21,2.30782
2022-12-22,2.12518
2022-12-23,1.61049
2022-12-24,1.02938
2022-12-25,1.16221
2022-12-26,1.97575
2022-12-27,1.95915
2022-12-28,1.87614
2022-12-29,1.92595
2022-12-30,1.6935
2022-12-31,1.129
2023-01-01,1.24522
2023-01-02,2.59007
2023-01-03,2.67308
2023-01-04,2.80591
2023-01-05,2.55686
2023-01-06,2.68968
2023-01-07,1.52747
2023-01-08,1.74331
2023-01-09,2.55686
2023-01-10,2.49045
2023-01-11,2.7561
2023-01-12,2.70629
2023-01-13,2.72289
2023-01-14,1.31163
2023-01-15,1.17881
2023-01-16,2.7893
2023-01-17,2.35762
2023-01-18,2.87232
2023-01-19,2.87232
2023-01-20,1.57728
2023-01-21,1.36144
2023-01-22,1.47766
2023-01-23,1.49427
2023-01-24,1.34484
2023-01-25,2.25801
2023-01-26,3.03835
2023-01-27,2.37423
2023-01-28,1.16221
2023-01-29,1.51087
2023-01-30,2.87232
2023-01-31,2.92213
2023-02-01,3.43682
2023-02-02,2.54026
2023-02-03,2.80591
2023-02-04,1.39465
2023-02-05,1.57728
2023-02-06,3.00514
2023-02-07,2.62327
2023-02-08,3.05495
2023-02-09,2.85571
2023-02-10,2.54026
2023-02-11,1.39465
2023-02-12,1.54408
2023-02-13,2.63988
2023-02-14,2.30782
2023-02-15,2.54026
2023-02-16,2.68968
2023-02-17,2.68968
2023-02-18,1.129
2023-02-19,1.24522
2023-02-20,3.38701
2023-02-21,3.15457
2023-02-22,2.73949
2023-02-23,2.93873
2023-02-24,2.49045
2023-02-25,1.59389
2023-02-26,1.37805
2023-02-27,2.82251
2023-02-28,2.7893
2023-03-01,1.84293
2023-03-02,2.7727
2023-03-03,2.50705
2023-03-04,1.95915
2023-03-05,1.87614
2023-03-06,3.23758
2023-03-07,3.03835
2023-03-08,2.95533
2023-03-09,3.22098
2023-03-10,3.60285
2023-03-11,1.54408
2023-03-12,1.95915
2023-03-13,3.43682
2023-03-14,3.90171
2023-03-15,3.60285
2023-03-16,3.47003
2023-03-17,2.7727
2023-03-18,1.80972
2023-03-19,1.22862
2023-03-20,3.37041
2023-03-21,3.12136
2023-03-22,2.92213
2023-03-23,2.88892
2023-03-24,2.25801
2023-03-25,1.54408
2023-03-26,1.39465
2023-03-27,2.88892
2023-03-28,2.7727
2023-03-29,2.70629
2023-03-30,2.50705
2023-03-31,2.44064
2023-04-01,1.26182
2023-04-02,1.94255
2023-04-03,2.68968
2023-04-04,2.63988
2023-04-05,2.47385
2023-04-06,3.00514
2023-04-07,2.68968
2023-04-08,1.24522
2023-04-09,1.22862
2023-04-10,2.63988
2023-04-11,2.39083
2023-04-12,2.37423
2023-04-13,2.97194
2023-04-14,2.39083
2023-04-15,1.34484
2023-04-16,1.26182
2023-04-17,2.15839
2023-04-18,2.7727
2023-04-19,3.17117
2023-04-20,2.32442
2023-04-21,2.49045
2023-04-22,1.31163
2023-04-23,1.49427
2023-04-24,2.65648
2023-04-25,2.90552
2023-04-26,2.42404
2023-04-27,2.07537
2023-04-28,2.2414
2023-04-29,1.24522
2023-04-30,1.1124
2023-05-01,1.90934
2023-05-02,2.7561
2023-05-03,2.40743
2023-05-04,2.05877
2023-05-05,1.19541
2023-05-06,1.22862
2023-05-07,1.47766
2023-05-08,2.45724
2023-05-09,2.15839
2023-05-10,2.09198
2023-05-11,2.34102
2023-05-12,2.15839
2023-05-13,1.1456
2023-05-14,1.42785
2023-05-15,2.40743
2023-05-16,2.00896
2023-05-17,2.62327
2023-05-18,2.87232
2023-05-19,2.19159
2023-05-20,1.07919
2023-05-21,1.04599
2023-05-22,2.55686
2023-05-23,2.60667
2023-05-24,2.7561
2023-05-25,2.87232
2023-05-26,2.2414
2023-05-27,1.01278
2023-05-28,1.1124
