date,자동차보험비교견적사이트
2023-05-29,8.87096
2023-05-30,16.39784
2023-05-31,17.06989
2023-06-01,12.36559
2023-06-02,10.88709
2023-06-03,5.91397
2023-06-04,8.46774
2023-06-05,15.18817
2023-06-06,3.09139
2023-06-07,10.61827
2023-06-08,12.23118
2023-06-09,9.67741
2023-06-10,1.74731
2023-06-11,4.7043
2023-06-12,12.09677
2023-06-13,9.94623
2023-06-14,10.21505
2023-06-15,9.94623
2023-06-16,10.21505
2023-06-17,3.49462
2023-06-18,4.03225
2023-06-19,12.5
2023-06-20,13.57526
2023-06-21,9.4086
2023-06-22,8.73655
2023-06-23,11.0215
2023-06-24,5.24193
2023-06-25,4.30107
2023-06-26,16.12903
2023-06-27,16.66666
2023-06-28,14.1129
2023-06-29,12.5
2023-06-30,14.1129
2023-07-01,7.9301
2023-07-02,4.16666
2023-07-03,11.29032
2023-07-04,12.23118
2023-07-05,13.30645
2023-07-06,10.48387
2023-07-07,7.52688
2023-07-08,3.49462
2023-07-09,4.30107
2023-07-10,10.88709
2023-07-11,9.4086
2023-07-12,19.48924
2023-07-13,13.57526
2023-07-14,14.65053
2023-07-15,6.45161
2023-07-16,3.36021
2023-07-17,19.75806
2023-07-18,24.73118
2023-07-19,16.39784
2023-07-20,12.09677
2023-07-21,10.08064
2023-07-22,6.98924
2023-07-23,8.87096
2023-07-24,16.66666
2023-07-25,13.97849
2023-07-26,10.61827
2023-07-27,15.05376
2023-07-28,18.41397
2023-07-29,13.30645
2023-07-30,10.34946
2023-07-31,24.73118
2023-08-01,23.11827
2023-08-02,22.31182
2023-08-03,21.9086
2023-08-04,20.4301
2023-08-05,7.9301
2023-08-06,11.15591
2023-08-07,22.98387
2023-08-08,22.44623
2023-08-09,19.62365
2023-08-10,18.95161
2023-08-11,17.74193
2023-08-12,8.46774
2023-08-13,6.04838
2023-08-14,18.01075
2023-08-15,11.55913
2023-08-16,18.54838
2023-08-17,21.10215
2023-08-18,22.84946
2023-08-19,11.82795
2023-08-20,16.26344
2023-08-21,24.46236
2023-08-22,22.31182
2023-08-23,20.83333
2023-08-24,18.68279
2023-08-25,15.18817
2023-08-26,9.54301
2023-08-27,12.36559
2023-08-28,20.02688
2023-08-29,19.48924
2023-08-30,16.80107
2023-08-31,17.2043
2023-09-01,16.39784
2023-09-02,10.88709
2023-09-03,8.73655
2023-09-04,30.64516
2023-09-05,27.28494
2023-09-06,22.98387
2023-09-07,22.44623
2023-09-08,25.80645
2023-09-09,12.5
2023-09-10,13.84408
2023-09-11,23.38709
2023-09-12,26.88172
2023-09-13,23.25268
2023-09-14,26.74731
2023-09-15,28.49462
2023-09-16,15.59139
2023-09-17,11.29032
2023-09-18,25.94086
2023-09-19,43.01075
2023-09-20,30.77956
2023-09-21,28.89784
2023-09-22,28.09139
2023-09-23,17.06989
2023-09-24,17.47311
2023-09-25,37.36559
2023-09-26,47.58064
2023-09-27,34.13978
2023-09-28,26.6129
2023-09-29,24.86559
2023-09-30,23.25268
2023-10-01,28.62903
2023-10-02,27.82258
2023-10-03,34.54301
2023-10-04,51.47849
2023-10-05,41.66666
2023-10-06,26.07526
2023-10-07,15.59139
2023-10-08,13.84408
2023-10-09,19.62365
2023-10-10,24.32795
2023-10-11,22.58064
2023-10-12,23.11827
2023-10-13,18.14516
2023-10-14,9.81182
2023-10-15,10.21505
2023-10-16,23.79032
2023-10-17,18.27956
2023-10-18,20.83333
2023-10-19,17.3387
2023-10-20,16.80107
2023-10-21,7.52688
2023-10-22,10.61827
2023-10-23,22.04301
2023-10-24,25.67204
2023-10-25,24.86559
2023-10-26,22.17741
2023-10-27,25.1344
2023-10-28,13.70967
2023-10-29,16.80107
2023-10-30,27.82258
2023-10-31,23.79032
2023-11-01,26.20967
2023-11-02,20.96774
2023-11-03,20.56451
2023-11-04,10.75268
2023-11-05,14.24731
2023-11-06,20.16129
2023-11-07,20.4301
2023-11-08,21.23655
2023-11-09,21.10215
2023-11-10,16.53225
2023-11-11,10.88709
2023-11-12,13.44086
2023-11-13,22.71505
2023-11-14,25.1344
2023-11-15,19.08602
2023-11-16,17.60752
2023-11-17,21.50537
2023-11-18,11.15591
2023-11-19,12.90322
2023-11-20,25.40322
2023-11-21,22.04301
2023-11-22,20.16129
2023-11-23,21.23655
2023-11-24,17.47311
2023-11-25,8.19892
2023-11-26,13.44086
2023-11-27,23.92473
2023-11-28,17.2043
2023-11-29,18.41397
2023-11-30,16.39784
2023-12-01,11.42473
2023-12-02,4.7043
2023-12-03,7.52688
2023-12-04,20.69892
2023-12-05,21.77419
2023-12-06,16.12903
2023-12-07,16.53225
2023-12-08,14.38172
2023-12-09,6.04838
2023-12-10,6.18279
2023-12-11,18.54838
2023-12-12,17.06989
2023-12-13,14.1129
2023-12-14,13.44086
2023-12-15,13.44086
2023-12-16,6.3172
2023-12-17,9.54301
2023-12-18,18.95161
2023-12-19,19.08602
2023-12-20,17.06989
2023-12-21,14.51612
2023-12-22,13.44086
2023-12-23,6.3172
2023-12-24,5.64516
2023-12-25,7.79569
2023-12-26,21.9086
2023-12-27,17.47311
2023-12-28,15.59139
2023-12-29,11.55913
2023-12-30,6.85483
2023-12-31,7.25806
2024-01-01,8.87096
2024-01-02,23.11827
2024-01-03,21.37096
2024-01-04,20.4301
2024-01-05,18.54838
2024-01-06,9.27419
2024-01-07,8.73655
2024-01-08,16.66666
2024-01-09,15.7258
2024-01-10,21.50537
2024-01-11,21.37096
2024-01-12,17.2043
2024-01-13,11.69354
2024-01-14,12.23118
2024-01-15,20.69892
2024-01-16,23.11827
2024-01-17,17.74193
2024-01-18,28.76344
2024-01-19,85.21505
2024-01-20,70.56451
2024-01-21,61.42473
2024-01-22,66.26344
2024-01-23,62.23118
2024-01-24,69.48924
2024-01-25,65.18817
2024-01-26,71.77419
2024-01-27,67.60752
2024-01-28,72.31182
2024-01-29,75.26881
2024-01-30,75.94086
2024-01-31,72.84946
2024-02-01,71.9086
2024-02-02,67.3387
2024-02-03,53.49462
2024-02-04,51.47849
2024-02-05,64.1129
2024-02-06,65.32258
2024-02-07,63.30645
2024-02-08,56.04838
2024-02-09,60.61827
2024-02-10,65.7258
2024-02-11,62.6344
2024-02-12,65.32258
2024-02-13,73.25268
2024-02-14,70.02688
2024-02-15,68.01075
2024-02-16,65.99462
2024-02-17,53.62903
2024-02-18,51.34408
2024-02-19,64.65053
2024-02-20,62.76881
2024-02-21,58.33333
2024-02-22,56.85483
2024-02-23,67.74193
2024-02-24,60.88709
2024-02-25,60.34946
2024-02-26,62.6344
2024-02-27,56.3172
2024-02-28,71.50537
2024-02-29,65.59139
2024-03-01,77.68817
2024-03-02,64.91935
2024-03-03,53.36021
2024-03-04,62.76881
2024-03-05,72.84946
2024-03-06,81.45161
2024-03-07,81.98924
2024-03-08,78.89784
2024-03-09,79.8387
2024-03-10,86.69354
2024-03-11,90.45698
2024-03-12,98.92473
2024-03-13,97.58064
2024-03-14,100.0
2024-03-15,82.12365
2024-03-16,66.12903
2024-03-17,71.23655
2024-03-18,76.88172
2024-03-19,75.67204
2024-03-20,57.9301
