date,건강보험요율
2021-06-09,10.18603
2021-06-10,9.60658
2021-06-11,6.2214
2021-06-12,0.73193
2021-06-13,0.82342
2021-06-14,6.40439
2021-06-15,8.44769
2021-06-16,7.13632
2021-06-17,6.67886
2021-06-18,5.88594
2021-06-19,1.0369
2021-06-20,0.57944
2021-06-21,8.23421
2021-06-22,8.56968
2021-06-23,7.92924
2021-06-24,9.17962
2021-06-25,8.99664
2021-06-26,1.43336
2021-06-27,1.06739
2021-06-28,9.85056
2021-06-29,12.41232
2021-06-30,9.72857
2021-07-01,11.25343
2021-07-02,9.78956
2021-07-03,2.40927
2021-07-04,1.98231
2021-07-05,14.76059
2021-07-06,13.75419
2021-07-07,11.34492
2021-07-08,11.00945
2021-07-09,8.29521
2021-07-10,1.70783
2021-07-11,0.91491
2021-07-12,8.93565
2021-07-13,9.66758
2021-07-14,6.86184
2021-07-15,7.13632
2021-07-16,5.85544
2021-07-17,1.34187
2021-07-18,0.79292
2021-07-19,6.34339
2021-07-20,7.83775
2021-07-21,8.02073
2021-07-22,8.84415
2021-07-23,8.3562
2021-07-24,2.31777
2021-07-25,1.82982
2021-07-26,25.40408
2021-07-27,18.63372
2021-07-28,9.85056
2021-07-29,11.13144
2021-07-30,9.36261
2021-07-31,1.61634
2021-08-01,1.61634
2021-08-02,11.58889
2021-08-03,11.74138
2021-08-04,10.06404
2021-08-05,12.5343
2021-08-06,7.86825
2021-08-07,1.25038
2021-08-08,1.21988
2021-08-09,10.06404
2021-08-10,12.13784
2021-08-11,8.60018
2021-08-12,9.69807
2021-08-13,6.40439
2021-08-14,2.0433
2021-08-15,1.34187
2021-08-16,2.31777
2021-08-17,6.98383
2021-08-18,7.53278
2021-08-19,8.47819
2021-08-20,7.71576
2021-08-21,1.31137
2021-08-22,0.88441
2021-08-23,8.75266
2021-08-24,10.18603
2021-08-25,10.12503
2021-08-26,10.43
2021-08-27,20.982
2021-08-28,1.73833
2021-08-29,1.73833
2021-08-30,28.3318
2021-08-31,22.14089
2021-09-01,18.35925
2021-09-02,20.21957
2021-09-03,15.91948
2021-09-04,4.42207
2021-09-05,7.16681
2021-09-06,35.83409
2021-09-07,25.2516
2021-09-08,22.0494
2021-09-09,18.48124
2021-09-10,17.68831
2021-09-11,4.60506
2021-09-12,2.98871
2021-09-13,13.51021
2021-09-14,11.89387
2021-09-15,11.10094
2021-09-16,9.69807
2021-09-17,7.83775
2021-09-18,2.0738
2021-09-19,1.98231
2021-09-20,2.0738
2021-09-21,2.19579
2021-09-22,1.46386
2021-09-23,10.03354
2021-09-24,8.17322
2021-09-25,1.40286
2021-09-26,1.21988
2021-09-27,9.30161
2021-09-28,8.93565
2021-09-29,9.30161
2021-09-30,10.00304
2021-10-01,9.60658
2021-10-02,1.31137
2021-10-03,1.37236
2021-10-04,2.74473
2021-10-05,11.13144
2021-10-06,9.51509
2021-10-07,11.22293
2021-10-08,9.11863
2021-10-09,1.25038
2021-10-10,1.49435
2021-10-11,1.64684
2021-10-12,8.14272
2021-10-13,8.08173
2021-10-14,7.47179
2021-10-15,7.22781
2021-10-16,0.57944
2021-10-17,0.88441
2021-10-18,6.64836
2021-10-19,6.64836
2021-10-20,6.98383
2021-10-21,8.53918
2021-10-22,7.16681
2021-10-23,1.40286
2021-10-24,0.85391
2021-10-25,8.14272
2021-10-26,8.20372
2021-10-27,7.95974
2021-10-28,7.95974
2021-10-29,7.89874
2021-10-30,1.37236
2021-10-31,1.0369
2021-11-01,8.11222
2021-11-02,9.30161
2021-11-03,8.4172
2021-11-04,9.82006
2021-11-05,8.14272
2021-11-06,1.06739
2021-11-07,0.85391
2021-11-08,8.3867
2021-11-09,9.4236
2021-11-10,9.4541
2021-11-11,8.93565
2021-11-12,6.34339
2021-11-13,0.85391
2021-11-14,1.0064
2021-11-15,8.29521
2021-11-16,9.11863
2021-11-17,7.68526
2021-11-18,9.11863
2021-11-19,6.80085
2021-11-20,1.09789
2021-11-21,0.91491
2021-11-22,8.47819
2021-11-23,8.99664
2021-11-24,11.34492
2021-11-25,10.97895
2021-11-26,9.4541
2021-11-27,1.40286
2021-11-28,1.28087
2021-11-29,11.34492
2021-11-30,12.32082
2021-12-01,9.57609
2021-12-02,11.80237
2021-12-03,9.3931
2021-12-04,1.34187
2021-12-05,1.06739
2021-12-06,9.91155
2021-12-07,9.91155
2021-12-08,8.47819
2021-12-09,10.03354
2021-12-10,9.88106
2021-12-11,1.52485
2021-12-12,1.31137
2021-12-13,7.92924
2021-12-14,9.3931
2021-12-15,7.50228
2021-12-16,8.14272
2021-12-17,6.73985
2021-12-18,1.15888
2021-12-19,1.21988
2021-12-20,9.60658
2021-12-21,9.63708
2021-12-22,10.18603
2021-12-23,11.4974
2021-12-24,8.56968
2021-12-25,0.79292
2021-12-26,0.9759
2021-12-27,10.39951
2021-12-28,12.50381
2021-12-29,9.60658
2021-12-30,11.58889
2021-12-31,8.23421
2022-01-01,1.86032
2022-01-02,2.31777
2022-01-03,29.52119
2022-01-04,25.86154
2022-01-05,26.59347
2022-01-06,23.69624
2022-01-07,19.15218
2022-01-08,2.43976
2022-01-09,2.50076
2022-01-10,25.52607
2022-01-11,20.52455
2022-01-12,15.58401
2022-01-13,18.38975
2022-01-14,14.33363
2022-01-15,3.17169
2022-01-16,2.83623
2022-01-17,18.81671
2022-01-18,21.10399
2022-01-19,26.31899
2022-01-20,30.68008
2022-01-21,26.59347
2022-01-22,3.90362
2022-01-23,3.72064
2022-01-24,45.34919
2022-01-25,47.72796
2022-01-26,35.25465
2022-01-27,35.7426
2022-01-28,30.4971
2022-01-29,4.26959
2022-01-30,3.01921
2022-01-31,3.26318
2022-02-01,2.62275
2022-02-02,3.62915
2022-02-03,41.47605
2022-02-04,41.87252
2022-02-05,4.87953
2022-02-06,4.26959
2022-02-07,44.43427
2022-02-08,37.02348
2022-02-09,33.85178
2022-02-10,34.15675
2022-02-11,16.46843
2022-02-12,2.0433
2022-02-13,2.56175
2022-02-14,15.30954
2022-02-15,17.41384
2022-02-16,14.36413
2022-02-17,14.12015
2022-02-18,11.74138
2022-02-19,2.37877
2022-02-20,1.95181
2022-02-21,11.98536
2022-02-22,12.93077
2022-02-23,13.02226
2022-02-24,17.13937
2022-02-25,18.35925
2022-02-26,2.40927
2022-02-27,2.28728
2022-02-28,17.20036
2022-03-01,3.50716
2022-03-02,18.23726
2022-03-03,19.82311
2022-03-04,17.65782
2022-03-05,3.50716
2022-03-06,2.68374
2022-03-07,15.30954
2022-03-08,13.57121
2022-03-09,3.29368
2022-03-10,15.03507
2022-03-11,9.88106
2022-03-12,1.98231
2022-03-13,1.46386
2022-03-14,9.97255
2022-03-15,10.94845
2022-03-16,9.30161
2022-03-17,9.02714
2022-03-18,6.86184
2022-03-19,1.58584
2022-03-20,1.34187
2022-03-21,8.53918
2022-03-22,8.44769
2022-03-23,11.92436
2022-03-24,11.34492
2022-03-25,9.88106
2022-03-26,2.0738
2022-03-27,1.25038
2022-03-28,9.4541
2022-03-29,9.14913
2022-03-30,10.73498
2022-03-31,13.72369
2022-04-01,11.31442
2022-04-02,1.89082
2022-04-03,2.0738
2022-04-04,17.26136
2022-04-05,17.32235
2022-04-06,17.04788
2022-04-07,15.64501
2022-04-08,14.18115
2022-04-09,1.82982
2022-04-10,1.82982
2022-04-11,10.43
2022-04-12,11.4974
2022-04-13,10.94845
2022-04-14,10.67398
2022-04-15,8.56968
2022-04-16,1.46386
2022-04-17,1.21988
2022-04-18,8.78316
2022-04-19,13.96767
2022-04-20,15.09606
2022-04-21,15.21805
2022-04-22,15.49252
2022-04-23,2.40927
2022-04-24,1.98231
2022-04-25,24.24519
2022-04-26,14.02866
2022-04-27,10.88746
2022-04-28,11.86337
2022-04-29,13.35773
2022-04-30,2.19579
2022-05-01,1.79932
2022-05-02,13.54071
2022-05-03,16.59042
2022-05-04,16.28545
2022-05-05,2.68374
2022-05-06,9.36261
2022-05-07,1.79932
2022-05-08,1.61634
2022-05-09,12.41232
2022-05-10,15.15706
2022-05-11,9.88106
2022-05-12,8.02073
2022-05-13,8.3867
2022-05-14,1.49435
2022-05-15,1.25038
2022-05-16,9.33211
2022-05-17,8.50869
2022-05-18,8.99664
2022-05-19,9.08813
2022-05-20,8.69167
2022-05-21,1.92131
2022-05-22,0.85391
2022-05-23,10.5215
2022-05-24,10.79597
2022-05-25,11.98536
2022-05-26,7.80725
2022-05-27,7.59377
2022-05-28,1.67734
2022-05-29,1.12839
2022-05-30,10.33851
2022-05-31,10.21652
2022-06-01,2.19579
2022-06-02,10.30802
2022-06-03,10.39951
2022-06-04,1.25038
2022-06-05,1.15888
2022-06-06,1.79932
2022-06-07,11.58889
2022-06-08,12.5343
2022-06-09,11.5279
2022-06-10,12.04635
2022-06-11,1.21988
2022-06-12,1.0064
2022-06-13,8.87465
2022-06-14,8.3562
2022-06-15,8.84415
2022-06-16,8.44769
2022-06-17,7.74626
2022-06-18,1.37236
2022-06-19,0.94541
2022-06-20,8.96614
2022-06-21,10.18603
2022-06-22,9.4236
2022-06-23,9.48459
2022-06-24,9.85056
2022-06-25,1.18938
2022-06-26,0.91491
2022-06-27,8.3562
2022-06-28,9.14913
2022-06-29,11.71088
2022-06-30,12.44281
2022-07-01,12.99176
2022-07-02,1.40286
2022-07-03,1.95181
2022-07-04,16.49893
2022-07-05,18.32875
2022-07-06,14.45562
2022-07-07,13.84568
2022-07-08,11.00945
2022-07-09,1.40286
2022-07-10,1.55535
2022-07-11,11.10094
2022-07-12,7.80725
2022-07-13,7.83775
2022-07-14,7.77676
2022-07-15,7.04483
2022-07-16,1.18938
2022-07-17,1.25038
2022-07-18,8.14272
2022-07-19,9.54559
2022-07-20,9.08813
2022-07-21,10.85696
2022-07-22,11.34492
2022-07-23,1.79932
2022-07-24,1.21988
2022-07-25,13.96767
2022-07-26,12.90027
2022-07-27,11.07044
2022-07-28,11.07044
2022-07-29,11.5584
2022-07-30,2.13479
2022-07-31,1.70783
2022-08-01,13.44922
2022-08-02,13.6322
2022-08-03,11.61939
2022-08-04,13.35773
2022-08-05,10.85696
2022-08-06,1.52485
2022-08-07,1.09789
2022-08-08,11.43641
2022-08-09,12.5343
2022-08-10,16.25495
2022-08-11,11.68039
2022-08-12,7.99024
2022-08-13,1.18938
2022-08-14,0.88441
2022-08-15,1.46386
2022-08-16,9.21012
2022-08-17,8.3867
2022-08-18,7.83775
2022-08-19,8.63068
2022-08-20,1.73833
2022-08-21,1.55535
2022-08-22,8.96614
2022-08-23,10.00304
2022-08-24,11.07044
2022-08-25,12.5343
2022-08-26,9.60658
2022-08-27,2.37877
2022-08-28,1.46386
2022-08-29,11.34492
2022-08-30,32.66239
2022-08-31,22.17139
2022-09-01,15.34004
2022-09-02,14.18115
2022-09-03,2.0128
2022-09-04,2.34827
2022-09-05,19.54864
2022-09-06,15.00457
2022-09-07,15.88899
2022-09-08,11.28392
2022-09-09,1.89082
2022-09-10,1.28087
2022-09-11,0.9759
2022-09-12,1.34187
2022-09-13,12.29033
2022-09-14,12.29033
2022-09-15,10.85696
2022-09-16,8.17322
2022-09-17,1.31137
2022-09-18,1.43336
2022-09-19,11.37541
2022-09-20,10.491
2022-09-21,9.94205
2022-09-22,12.47331
2022-09-23,11.07044
2022-09-24,1.64684
2022-09-25,1.0064
2022-09-26,10.61299
2022-09-27,12.19884
2022-09-28,11.16193
2022-09-29,11.43641
2022-09-30,13.6017
2022-10-01,2.28728
2022-10-02,1.92131
2022-10-03,2.19579
2022-10-04,16.95638
2022-10-05,20.28057
2022-10-06,16.89539
2022-10-07,13.72369
2022-10-08,2.22628
2022-10-09,1.61634
2022-10-10,2.31777
2022-10-11,13.38822
2022-10-12,10.67398
2022-10-13,8.3562
2022-10-14,8.44769
2022-10-15,1.86032
2022-10-16,3.17169
2022-10-17,11.13144
2022-10-18,10.82647
2022-10-19,10.33851
2022-10-20,9.48459
2022-10-21,10.82647
2022-10-22,1.58584
2022-10-23,1.86032
2022-10-24,11.07044
2022-10-25,14.7301
2022-10-26,13.17474
2022-10-27,12.5953
2022-10-28,9.75907
2022-10-29,2.31777
2022-10-30,1.64684
2022-10-31,12.86977
2022-11-01,14.85208
2022-11-02,14.7301
2022-11-03,11.77188
2022-11-04,13.6017
2022-11-05,2.62275
2022-11-06,2.13479
2022-11-07,12.29033
2022-11-08,13.72369
2022-11-09,15.27904
2022-11-10,15.46203
2022-11-11,9.94205
2022-11-12,2.1043
2022-11-13,2.0433
2022-11-14,11.43641
2022-11-15,13.51021
2022-11-16,11.43641
2022-11-17,10.09454
2022-11-18,9.14913
2022-11-19,2.28728
2022-11-20,2.0738
2022-11-21,13.11375
2022-11-22,16.62092
2022-11-23,15.61451
2022-11-24,16.86489
2022-11-25,15.67551
2022-11-26,3.20219
2022-11-27,2.50076
2022-11-28,14.45562
2022-11-29,16.07197
2022-11-30,19.27416
2022-12-01,16.16346
2022-12-02,17.16986
2022-12-03,2.89722
2022-12-04,2.95821
2022-12-05,21.37846
2022-12-06,19.33516
2022-12-07,19.60963
2022-12-08,18.75571
2022-12-09,17.32235
2022-12-10,3.29368
2022-12-11,2.19579
2022-12-12,15.27904
2022-12-13,15.94998
2022-12-14,15.00457
2022-12-15,16.10247
2022-12-16,12.32082
2022-12-17,2.74473
2022-12-18,3.20219
2022-12-19,15.21805
2022-12-20,17.93229
2022-12-21,22.53735
2022-12-22,27.56938
2022-12-23,21.59194
2022-12-24,3.38517
2022-12-25,2.77523
2022-12-26,19.88411
2022-12-27,27.3254
2022-12-28,23.81823
2022-12-29,25.43458
2022-12-30,18.60323
2022-12-31,5.03202
2023-01-01,4.05611
2023-01-02,47.3315
2023-01-03,46.59957
2023-01-04,43.42787
2023-01-05,42.51296
2023-01-06,33.72979
2023-01-07,5.215
2023-01-08,5.58096
2023-01-09,39.34126
2023-01-10,39.46325
2023-01-11,34.30924
2023-01-12,31.5645
2023-01-13,24.82464
2023-01-14,5.79444
2023-01-15,6.37389
2023-01-16,36.32204
2023-01-17,39.55474
2023-01-18,48.55138
2023-01-19,54.58981
2023-01-20,41.96401
2023-01-21,4.94053
2023-01-22,3.93412
2023-01-23,4.87953
2023-01-24,6.61787
2023-01-25,65.08081
2023-01-26,41.0491
2023-01-27,43.85483
2023-01-28,7.07532
2023-01-29,5.03202
2023-01-30,60.81122
2023-01-31,65.11131
2023-02-01,58.98139
2023-02-02,58.49344
2023-02-03,55.99268
2023-02-04,8.3257
2023-02-05,6.77035
2023-02-06,52.02805
2023-02-07,47.24001
2023-02-08,45.62366
2023-02-09,40.31716
2023-02-10,40.9576
2023-02-11,6.03842
2023-02-12,4.45257
2023-02-13,22.90332
2023-02-14,23.75724
2023-02-15,24.97712
2023-02-16,18.23726
2023-02-17,20.52455
2023-02-18,3.65965
2023-02-19,3.29368
2023-02-20,23.39127
2023-02-21,23.78774
2023-02-22,22.72034
2023-02-23,27.08142
2023-02-24,25.49557
2023-02-25,4.42207
2023-02-26,2.92772
2023-02-27,24.70265
2023-02-28,24.06221
2023-03-01,4.69655
2023-03-02,26.16651
2023-03-03,25.77005
2023-03-04,4.84903
2023-03-05,4.60506
2023-03-06,26.62397
2023-03-07,21.71393
2023-03-08,21.71393
2023-03-09,21.95791
2023-03-10,20.82952
2023-03-11,3.38517
2023-03-12,3.29368
2023-03-13,14.21164
2023-03-14,14.08966
2023-03-15,14.82159
2023-03-16,13.26623
2023-03-17,12.74778
2023-03-18,2.83623
2023-03-19,2.25678
2023-03-20,14.76059
2023-03-21,15.82799
2023-03-22,16.31594
2023-03-23,17.20036
2023-03-24,15.49252
2023-03-25,3.29368
2023-03-26,4.81854
2023-03-27,16.37694
2023-03-28,16.40744
2023-03-29,13.6627
2023-03-30,13.08325
2023-03-31,15.49252
2023-04-01,3.17169
2023-04-02,2.22628
2023-04-03,18.26776
2023-04-04,25.1906
2023-04-05,29.49069
2023-04-06,25.37358
2023-04-07,19.24367
2023-04-08,2.50076
2023-04-09,2.65324
2023-04-10,25.2211
2023-04-11,18.72522
2023-04-12,16.62092
2023-04-13,19.12168
2023-04-14,16.68191
2023-04-15,3.0802
2023-04-16,2.0738
2023-04-17,17.13937
2023-04-18,17.44434
2023-04-19,21.65294
2023-04-20,24.1842
2023-04-21,21.28697
2023-04-22,3.20219
2023-04-23,1.61634
2023-04-24,31.13754
2023-04-25,34.40073
2023-04-26,19.06068
2023-04-27,17.50533
2023-04-28,18.54223
2023-04-29,4.02561
2023-04-30,2.13479
2023-05-01,4.87953
2023-05-02,21.07349
2023-05-03,22.90332
2023-05-04,23.33028
2023-05-05,4.05611
2023-05-06,3.32418
2023-05-07,2.80573
2023-05-08,22.75083
2023-05-09,20.37206
2023-05-10,23.87923
2023-05-11,15.58401
2023-05-12,10.76547
2023-05-13,2.34827
2023-05-14,2.19579
2023-05-15,11.77188
2023-05-16,11.10094
2023-05-17,11.10094
2023-05-18,11.83287
2023-05-19,11.10094
2023-05-20,2.43976
2023-05-21,2.59225
2023-05-22,12.5648
2023-05-23,12.29033
2023-05-24,13.54071
2023-05-25,17.10887
2023-05-26,9.3931
2023-05-27,2.62275
2023-05-28,2.16529
