date,퀴즈사이트
2023-10-22,5.57939
2023-10-23,8.36909
2023-10-24,8.58369
2023-10-25,6.86695
2023-10-26,9.44206
2023-10-27,7.29613
2023-10-28,6.22317
2023-10-29,8.58369
2023-10-30,7.29613
2023-10-31,7.08154
2023-11-01,6.86695
2023-11-02,10.51502
2023-11-03,8.58369
2023-11-04,8.58369
2023-11-05,8.79828
2023-11-06,23.81974
2023-11-07,15.23605
2023-11-08,11.58798
2023-11-09,10.08583
2023-11-10,16.09442
2023-11-11,10.9442
2023-11-12,12.87553
2023-11-13,12.44635
2023-11-14,14.59227
2023-11-15,13.51931
2023-11-16,18.88412
2023-11-17,14.16309
2023-11-18,17.16738
2023-11-19,14.37768
2023-11-20,11.58798
2023-11-21,15.45064
2023-11-22,9.65665
2023-11-23,23.60515
2023-11-24,16.95278
2023-11-25,17.59656
2023-11-26,14.37768
2023-11-27,14.80686
2023-11-28,11.58798
2023-11-29,13.51931
2023-11-30,13.94849
2023-12-01,16.30901
2023-12-02,12.87553
2023-12-03,20.81545
2023-12-04,16.5236
2023-12-05,16.30901
2023-12-06,16.73819
2023-12-07,15.23605
2023-12-08,18.66952
2023-12-09,14.59227
2023-12-10,16.5236
2023-12-11,14.80686
2023-12-12,9.87124
2023-12-13,14.37768
2023-12-14,12.44635
2023-12-15,12.01716
2023-12-16,17.16738
2023-12-17,14.37768
2023-12-18,13.94849
2023-12-19,11.37339
2023-12-20,16.30901
2023-12-21,16.09442
2023-12-22,19.09871
2023-12-23,14.37768
2023-12-24,16.5236
2023-12-25,16.5236
2023-12-26,15.45064
2023-12-27,16.09442
2023-12-28,20.17167
2023-12-29,13.30472
2023-12-30,14.80686
2023-12-31,15.45064
2024-01-01,16.5236
2024-01-02,17.38197
2024-01-03,13.7339
2024-01-04,17.59656
2024-01-05,12.23175
2024-01-06,18.02575
2024-01-07,25.96566
2024-01-08,21.24463
2024-01-09,25.10729
2024-01-10,36.90987
2024-01-11,39.27038
2024-01-12,43.56223
2024-01-13,49.14163
2024-01-14,57.08154
2024-01-15,42.70386
2024-01-16,52.5751
2024-01-17,54.50643
2024-01-18,62.66094
2024-01-19,62.01716
2024-01-20,60.08583
2024-01-21,60.08583
2024-01-22,56.86695
2024-01-23,53.00429
2024-01-24,54.50643
2024-01-25,59.65665
2024-01-26,51.71673
2024-01-27,49.14163
2024-01-28,55.79399
2024-01-29,42.91845
2024-01-30,63.94849
2024-01-31,54.93562
2024-02-01,48.49785
2024-02-02,54.93562
2024-02-03,56.65236
2024-02-04,68.88412
2024-02-05,68.66952
2024-02-06,78.32618
2024-02-07,57.51072
2024-02-08,69.95708
2024-02-09,71.03004
2024-02-10,82.83261
2024-02-11,66.30901
2024-02-12,64.16309
2024-02-13,63.7339
2024-02-14,69.09871
2024-02-15,70.81545
2024-02-16,73.17596
2024-02-17,75.96566
2024-02-18,78.11158
2024-02-19,71.88841
2024-02-20,95.27896
2024-02-21,100.0
2024-02-22,90.34334
2024-02-23,96.13733
2024-02-24,88.19742
2024-02-25,87.98283
2024-02-26,72.31759
2024-02-27,77.89699
2024-02-28,70.17167
2024-02-29,86.69527
2024-03-01,72.31759
2024-03-02,75.32188
2024-03-03,71.67381
2024-03-04,44.63519
2024-03-05,54.29184
2024-03-06,45.92274
2024-03-07,41.84549
2024-03-08,54.50643
2024-03-09,56.22317
2024-03-10,54.93562
2024-03-11,48.71244
2024-03-12,43.34763
2024-03-13,44.63519
2024-03-14,46.35193
2024-03-15,37.98283
2024-03-16,46.56652
2024-03-17,51.71673
2024-03-18,39.69957
2024-03-19,41.6309
2024-03-20,49.7854
