date,KODEX반도체
2020-10-01,1.0574
2020-10-02,2.87009
2020-10-03,1.43504
2020-10-04,2.41691
2020-10-05,7.40181
2020-10-06,6.72205
2020-10-07,5.74018
2020-10-08,5.13595
2020-10-09,1.73716
2020-10-10,1.35951
2020-10-11,2.26586
2020-10-12,7.25075
2020-10-13,9.06344
2020-10-14,10.2719
2020-10-15,7.93051
2020-10-16,7.09969
2020-10-17,0.60422
2020-10-18,0.67975
2020-10-19,4.68277
2020-10-20,8.30815
2020-10-21,7.70392
2020-10-22,7.02416
2020-10-23,9.36555
2020-10-24,0.75528
2020-10-25,0.83081
2020-10-26,11.17824
2020-10-27,9.7432
2020-10-28,8.15709
2020-10-29,7.77945
2020-10-30,6.11782
2020-10-31,2.19033
2020-11-01,1.73716
2020-11-02,6.19335
2020-11-03,6.64652
2020-11-04,5.8157
2020-11-05,6.79758
2020-11-06,7.40181
2020-11-07,1.81268
2020-11-08,1.66163
2020-11-09,8.23262
2020-11-10,9.36555
2020-11-11,7.93051
2020-11-12,7.70392
2020-11-13,5.21148
2020-11-14,3.09667
2020-11-15,4.68277
2020-11-16,13.51963
2020-11-17,13.4441
2020-11-18,8.30815
2020-11-19,10.64954
2020-11-20,8.6858
2020-11-21,3.24773
2020-11-22,2.56797
2020-11-23,10.34743
2020-11-24,11.55589
2020-11-25,9.66767
2020-11-26,12.08459
2020-11-27,11.10271
2020-11-28,4.38066
2020-11-29,7.93051
2020-11-30,12.9154
2020-12-01,13.21752
2020-12-02,16.8429
2020-12-03,20.0151
2020-12-04,15.86102
2020-12-05,6.72205
2020-12-06,7.17522
2020-12-07,17.97583
2020-12-08,14.80362
2020-12-09,17.14501
2020-12-10,16.69184
2020-12-11,14.95468
2020-12-12,5.96676
2020-12-13,6.64652
2020-12-14,12.31117
2020-12-15,13.06646
2020-12-16,14.27492
2020-12-17,20.5438
2020-12-18,16.91842
2020-12-19,8.23262
2020-12-20,7.70392
2020-12-21,18.20241
2020-12-22,14.57703
2020-12-23,15.78549
2020-12-24,20.39274
2020-12-25,8.91238
2020-12-26,9.51661
2020-12-27,10.49848
2020-12-28,28.54984
2020-12-29,28.39879
2020-12-30,41.76737
2020-12-31,21.52567
2021-01-01,17.97583
2021-01-02,18.73111
2021-01-03,18.20241
2021-01-04,53.92749
2021-01-05,47.80966
2021-01-06,57.40181
2021-01-07,62.00906
2021-01-08,78.39879
2021-01-09,29.15407
2021-01-10,29.53172
2021-01-11,60.2719
2021-01-12,43.05135
2021-01-13,42.29607
2021-01-14,40.70996
2021-01-15,44.41087
2021-01-16,14.65256
2021-01-17,14.19939
2021-01-18,40.93655
2021-01-19,40.03021
2021-01-20,66.61631
2021-01-21,68.73111
2021-01-22,70.16616
2021-01-23,52.79456
2021-01-24,47.05438
2021-01-25,87.00906
2021-01-26,69.25981
2021-01-27,100.0
2021-01-28,66.38972
2021-01-29,61.93353
2021-01-30,24.39577
2021-01-31,24.32024
2021-02-01,64.50151
2021-02-02,64.19939
2021-02-03,67.29607
2021-02-04,52.87009
2021-02-05,46.37462
2021-02-06,15.33232
2021-02-07,17.9003
2021-02-08,42.82477
2021-02-09,41.69184
2021-02-10,38.51963
2021-02-11,15.70996
2021-02-12,24.77341
2021-02-13,20.39274
2021-02-14,25.60422
2021-02-15,95.5438
2021-02-16,88.67069
2021-02-17,66.54078
2021-02-18,49.69788
2021-02-19,53.47432
2021-02-20,21.45015
2021-02-21,17.14501
2021-02-22,51.73716
2021-02-23,40.93655
2021-02-24,51.43504
2021-02-25,70.09063
2021-02-26,60.04531
2021-02-27,20.84592
2021-02-28,17.14501
2021-03-01,16.16314
2021-03-02,53.54984
2021-03-03,43.88217
2021-03-04,35.2719
2021-03-05,32.55287
2021-03-06,7.02416
2021-03-07,8.76132
2021-03-08,29.68277
2021-03-09,32.17522
2021-03-10,28.24773
2021-03-11,35.57401
2021-03-12,34.13897
2021-03-13,8.15709
2021-03-14,10.2719
2021-03-15,26.35951
2021-03-16,31.26888
2021-03-17,31.41993
2021-03-18,38.9728
2021-03-19,26.88821
2021-03-20,8.23262
2021-03-21,10.42296
2021-03-22,33.6858
2021-03-23,32.40181
2021-03-24,28.47432
2021-03-25,27.87009
2021-03-26,27.19033
2021-03-27,12.08459
2021-03-28,9.7432
2021-03-29,28.09667
2021-03-30,29.00302
2021-03-31,25.90634
2021-04-01,42.82477
2021-04-02,43.27794
2021-04-03,16.61631
2021-04-04,21.45015
2021-04-05,54.90936
2021-04-06,54.83383
2021-04-07,40.33232
2021-04-08,38.21752
2021-04-09,29.30513
2021-04-10,8.30815
2021-04-11,12.31117
2021-04-12,35.12084
2021-04-13,35.42296
2021-04-14,34.81873
2021-04-15,32.40181
2021-04-16,31.49546
2021-04-17,13.9728
2021-04-18,13.51963
2021-04-19,81.94864
2021-04-20,58.6858
2021-04-21,42.74924
2021-04-22,39.50151
2021-04-23,54.60725
2021-04-24,29.60725
2021-04-25,36.40483
2021-04-26,59.59214
2021-04-27,43.20241
2021-04-28,52.87009
2021-04-29,49.54682
2021-04-30,40.40785
2021-05-01,14.04833
2021-05-02,11.10271
2021-05-03,33.08157
2021-05-04,33.53474
2021-05-05,12.99093
2021-05-06,32.85498
2021-05-07,32.17522
2021-05-08,10.49848
2021-05-09,9.13897
2021-05-10,40.63444
2021-05-11,39.65256
2021-05-12,32.93051
2021-05-13,31.79758
2021-05-14,40.25679
2021-05-15,11.3293
2021-05-16,12.00906
2021-05-17,36.63141
2021-05-18,30.36253
2021-05-19,9.13897
2021-05-20,34.59214
2021-05-21,55.06042
2021-05-22,20.77039
2021-05-23,12.00906
2021-05-24,34.51661
2021-05-25,32.40181
2021-05-26,28.77643
2021-05-27,27.56797
2021-05-28,28.92749
2021-05-29,6.94864
2021-05-30,6.19335
2021-05-31,25.60422
2021-06-01,25.22658
2021-06-02,23.41389
2021-06-03,36.02719
2021-06-04,29.15407
2021-06-05,6.87311
2021-06-06,5.8157
2021-06-07,26.51057
2021-06-08,23.56495
2021-06-09,29.00302
2021-06-10,25.75528
2021-06-11,24.54682
2021-06-12,4.98489
2021-06-13,7.32628
2021-06-14,23.48942
2021-06-15,21.52567
2021-06-16,22.43202
2021-06-17,24.77341
2021-06-18,25.98187
2021-06-19,6.87311
2021-06-20,3.47432
2021-06-21,20.31722
2021-06-22,17.29607
2021-06-23,22.05438
2021-06-24,28.47432
2021-06-25,29.38066
2021-06-26,5.89123
2021-06-27,5.58912
2021-06-28,24.16918
2021-06-29,28.62537
2021-06-30,35.04531
2021-07-01,24.39577
2021-07-02,23.56495
2021-07-03,6.41993
2021-07-04,5.36253
2021-07-05,22.96072
2021-07-06,27.26586
2021-07-07,19.71299
2021-07-08,21.0725
2021-07-09,20.5438
2021-07-10,4.2296
2021-07-11,5.36253
2021-07-12,23.18731
2021-07-13,19.93957
2021-07-14,19.03323
2021-07-15,29.38066
2021-07-16,20.5438
2021-07-17,4.30513
2021-07-18,4.15407
2021-07-19,18.65558
2021-07-20,17.14501
2021-07-21,18.58006
2021-07-22,30.58912
2021-07-23,23.11178
2021-07-24,4.68277
2021-07-25,5.8157
2021-07-26,19.25981
2021-07-27,20.31722
2021-07-28,20.84592
2021-07-29,20.69486
2021-07-30,20.99697
2021-07-31,4.07854
2021-08-01,4.15407
2021-08-02,24.01812
2021-08-03,25.67975
2021-08-04,24.77341
2021-08-05,24.01812
2021-08-06,21.82779
2021-08-07,6.72205
2021-08-08,7.93051
2021-08-09,20.77039
2021-08-10,21.52567
2021-08-11,40.55891
2021-08-12,35.49848
2021-08-13,30.89123
2021-08-14,7.09969
2021-08-15,6.72205
2021-08-16,9.2145
2021-08-17,20.77039
2021-08-18,23.03625
2021-08-19,18.73111
2021-08-20,17.59818
2021-08-21,4.15407
2021-08-22,4.45619
2021-08-23,20.84592
2021-08-24,23.03625
2021-08-25,21.52567
2021-08-26,20.31722
2021-08-27,18.73111
2021-08-28,3.1722
2021-08-29,2.6435
2021-08-30,14.35045
2021-08-31,16.8429
2021-09-01,15.03021
2021-09-02,13.29305
2021-09-03,13.89728
2021-09-04,3.7009
2021-09-05,2.6435
2021-09-06,12.3867
2021-09-07,12.46223
2021-09-08,11.48036
2021-09-09,13.51963
2021-09-10,12.83987
2021-09-11,2.56797
2021-09-12,1.81268
2021-09-13,11.55589
2021-09-14,13.29305
2021-09-15,10.72507
2021-09-16,10.8006
2021-09-17,9.51661
2021-09-18,3.1722
2021-09-19,1.73716
2021-09-20,1.5861
2021-09-21,1.81268
2021-09-22,1.88821
2021-09-23,9.29003
2021-09-24,11.78247
2021-09-25,1.96374
2021-09-26,2.6435
2021-09-27,12.23564
2021-09-28,11.63141
2021-09-29,15.03021
2021-09-30,15.55891
2021-10-01,13.51963
2021-10-02,2.56797
2021-10-03,1.88821
2021-10-04,3.39879
2021-10-05,10.72507
2021-10-06,13.82175
2021-10-07,14.65256
2021-10-08,12.76435
2021-10-09,3.1722
2021-10-10,2.1148
2021-10-11,2.79456
2021-10-12,13.06646
2021-10-13,16.01208
2021-10-14,13.74622
2021-10-15,14.95468
2021-10-16,2.94561
2021-10-17,5.21148
2021-10-18,12.46223
2021-10-19,12.68882
2021-10-20,12.99093
2021-10-21,10.64954
2021-10-22,8.61027
2021-10-23,1.35951
2021-10-24,3.77643
2021-10-25,14.50151
2021-10-26,19.56193
2021-10-27,18.27794
2021-10-28,26.73716
2021-10-29,19.71299
2021-10-30,3.54984
2021-10-31,3.92749
2021-11-01,18.65558
2021-11-02,18.20241
2021-11-03,12.08459
2021-11-04,14.04833
2021-11-05,14.04833
2021-11-06,2.71903
2021-11-07,2.1148
2021-11-08,19.33534
2021-11-09,13.59516
2021-11-10,10.42296
2021-11-11,9.89425
2021-11-12,13.89728
2021-11-13,3.02114
2021-11-14,3.62537
2021-11-15,22.43202
2021-11-16,18.27794
2021-11-17,12.16012
2021-11-18,12.83987
2021-11-19,21.97885
2021-11-20,6.04229
2021-11-21,6.34441
2021-11-22,45.46827
2021-11-23,30.43806
2021-11-24,24.24471
2021-11-25,17.97583
2021-11-26,14.57703
2021-11-27,5.58912
2021-11-28,2.79456
2021-11-29,12.99093
2021-11-30,16.76737
2021-12-01,18.27794
2021-12-02,25.45317
2021-12-03,20.69486
2021-12-04,4.2296
2021-12-05,4.53172
2021-12-06,22.28096
2021-12-07,28.47432
2021-12-08,29.7583
2021-12-09,21.97885
2021-12-10,15.33232
2021-12-11,4.30513
2021-12-12,6.87311
2021-12-13,21.52567
2021-12-14,17.9003
2021-12-15,16.99395
2021-12-16,21.75226
2021-12-17,18.429
2021-12-18,4.2296
2021-12-19,2.79456
2021-12-20,19.71299
2021-12-21,23.56495
2021-12-22,24.47129
2021-12-23,22.96072
2021-12-24,25.83081
2021-12-25,2.49244
2021-12-26,6.04229
2021-12-27,18.73111
2021-12-28,19.18429
2021-12-29,21.14803
2021-12-30,25.37764
2021-12-31,6.04229
2022-01-01,4.53172
2022-01-02,5.89123
2022-01-03,25.98187
2022-01-04,25.45317
2022-01-05,26.0574
2022-01-06,20.61933
2022-01-07,21.82779
2022-01-08,3.77643
2022-01-09,3.39879
2022-01-10,15.40785
2022-01-11,16.91842
2022-01-12,16.23867
2022-01-13,16.69184
2022-01-14,16.16314
2022-01-15,3.92749
2022-01-16,4.15407
2022-01-17,16.31419
2022-01-18,17.52265
2022-01-19,17.59818
2022-01-20,17.52265
2022-01-21,25.60422
2022-01-22,4.00302
2022-01-23,4.38066
2022-01-24,20.09063
2022-01-25,22.88519
2022-01-26,20.46827
2022-01-27,21.29909
2022-01-28,27.34138
2022-01-29,4.30513
2022-01-30,3.62537
2022-01-31,2.71903
2022-02-01,3.1722
2022-02-02,4.90936
2022-02-03,26.13293
2022-02-04,21.97885
2022-02-05,4.60725
2022-02-06,3.92749
2022-02-07,22.1299
2022-02-08,19.41087
2022-02-09,21.45015
2022-02-10,21.75226
2022-02-11,21.75226
2022-02-12,2.6435
2022-02-13,2.94561
2022-02-14,20.16616
2022-02-15,20.77039
2022-02-16,24.32024
2022-02-17,27.1148
2022-02-18,19.86404
2022-02-19,3.54984
2022-02-20,3.7009
2022-02-21,23.86706
2022-02-22,15.03021
2022-02-23,17.52265
2022-02-24,20.5438
2022-02-25,17.22054
2022-02-26,3.02114
2022-02-27,1.43504
2022-02-28,11.02719
2022-03-01,3.77643
2022-03-02,14.35045
2022-03-03,17.14501
2022-03-04,13.59516
2022-03-05,3.09667
2022-03-06,3.1722
2022-03-07,11.858
2022-03-08,10.95166
2022-03-09,3.62537
2022-03-10,11.858
2022-03-11,10.12084
2022-03-12,2.19033
2022-03-13,2.87009
2022-03-14,12.3867
2022-03-15,12.46223
2022-03-16,14.80362
2022-03-17,15.25679
2022-03-18,13.59516
2022-03-19,2.41691
2022-03-20,4.00302
2022-03-21,12.53776
2022-03-22,10.34743
2022-03-23,10.64954
2022-03-24,10.34743
2022-03-25,13.74622
2022-03-26,3.09667
2022-03-27,3.62537
2022-03-28,10.34743
2022-03-29,13.06646
2022-03-30,13.51963
2022-03-31,12.3867
2022-04-01,10.34743
2022-04-02,2.49244
2022-04-03,2.19033
2022-04-04,12.76435
2022-04-05,13.21752
2022-04-06,11.63141
2022-04-07,10.72507
2022-04-08,12.16012
2022-04-09,1.73716
2022-04-10,1.43504
2022-04-11,9.13897
2022-04-12,7.47734
2022-04-13,12.83987
2022-04-14,11.93353
2022-04-15,10.04531
2022-04-16,2.03927
2022-04-17,2.49244
2022-04-18,11.70694
2022-04-19,15.48338
2022-04-20,12.23564
2022-04-21,14.42598
2022-04-22,10.72507
2022-04-23,1.20845
2022-04-24,2.34138
2022-04-25,10.12084
2022-04-26,14.50151
2022-04-27,10.72507
2022-04-28,12.46223
2022-04-29,16.23867
2022-04-30,1.28398
2022-05-01,1.96374
2022-05-02,14.57703
2022-05-03,15.63444
2022-05-04,13.59516
2022-05-05,2.41691
2022-05-06,10.49848
2022-05-07,1.28398
2022-05-08,2.6435
2022-05-09,9.7432
2022-05-10,8.23262
2022-05-11,10.95166
2022-05-12,6.94864
2022-05-13,11.63141
2022-05-14,2.41691
2022-05-15,2.71903
2022-05-16,10.42296
2022-05-17,9.36555
2022-05-18,10.95166
2022-05-19,10.04531
2022-05-20,10.72507
2022-05-21,2.1148
2022-05-22,2.1148
2022-05-23,11.17824
2022-05-24,10.64954
2022-05-25,11.40483
2022-05-26,12.61329
2022-05-27,12.76435
2022-05-28,1.35951
2022-05-29,2.34138
2022-05-30,14.72809
2022-05-31,9.06344
2022-06-01,2.49244
2022-06-02,7.77945
2022-06-03,7.85498
2022-06-04,1.51057
2022-06-05,1.20845
2022-06-06,1.20845
2022-06-07,11.3293
2022-06-08,10.19637
2022-06-09,11.17824
2022-06-10,8.6858
2022-06-11,1.43504
2022-06-12,1.43504
2022-06-13,12.08459
2022-06-14,9.36555
2022-06-15,11.02719
2022-06-16,9.89425
2022-06-17,8.53474
2022-06-18,2.34138
2022-06-19,0.98187
2022-06-20,8.45921
2022-06-21,9.89425
2022-06-22,18.27794
2022-06-23,27.71903
2022-06-24,11.70694
2022-06-25,3.7009
2022-06-26,2.26586
2022-06-27,11.55589
2022-06-28,9.51661
2022-06-29,6.64652
2022-06-30,8.53474
2022-07-01,10.2719
2022-07-02,2.79456
2022-07-03,2.49244
2022-07-04,9.59214
2022-07-05,8.38368
2022-07-06,8.23262
2022-07-07,9.44108
2022-07-08,8.91238
2022-07-09,0.90634
2022-07-10,1.96374
2022-07-11,6.64652
2022-07-12,10.04531
2022-07-13,7.40181
2022-07-14,7.70392
2022-07-15,11.02719
2022-07-16,1.81268
2022-07-17,0.75528
2022-07-18,11.17824
2022-07-19,11.17824
2022-07-20,9.81873
2022-07-21,11.25377
2022-07-22,11.858
2022-07-23,1.96374
2022-07-24,1.66163
2022-07-25,9.06344
2022-07-26,9.81873
2022-07-27,8.98791
2022-07-28,11.02719
2022-07-29,11.78247
2022-07-30,1.35951
2022-07-31,2.19033
2022-08-01,10.64954
2022-08-02,11.78247
2022-08-03,9.89425
2022-08-04,12.61329
2022-08-05,11.48036
2022-08-06,2.03927
2022-08-07,1.81268
2022-08-08,11.858
2022-08-09,12.08459
2022-08-10,11.25377
2022-08-11,12.76435
2022-08-12,9.06344
2022-08-13,1.88821
2022-08-14,1.13293
2022-08-15,2.1148
2022-08-16,13.59516
2022-08-17,8.61027
2022-08-18,11.17824
2022-08-19,9.44108
2022-08-20,0.90634
2022-08-21,1.0574
2022-08-22,7.32628
2022-08-23,5.74018
2022-08-24,8.53474
2022-08-25,11.78247
2022-08-26,8.61027
2022-08-27,0.90634
2022-08-28,1.28398
2022-08-29,9.51661
2022-08-30,7.70392
2022-08-31,7.55287
2022-09-01,7.62839
2022-09-02,6.87311
2022-09-03,1.0574
2022-09-04,1.28398
2022-09-05,6.87311
2022-09-06,7.62839
2022-09-07,9.66767
2022-09-08,7.02416
2022-09-09,1.35951
2022-09-10,0.60422
2022-09-11,0.98187
2022-09-12,1.73716
2022-09-13,11.40483
2022-09-14,7.02416
2022-09-15,7.17522
2022-09-16,5.287
2022-09-17,1.51057
2022-09-18,1.0574
2022-09-19,8.53474
2022-09-20,8.38368
2022-09-21,6.57099
2022-09-22,6.11782
2022-09-23,5.43806
2022-09-24,2.34138
2022-09-25,2.26586
2022-09-26,7.62839
2022-09-27,6.94864
2022-09-28,7.47734
2022-09-29,5.51359
2022-09-30,7.77945
2022-10-01,1.43504
2022-10-02,1.81268
2022-10-03,1.35951
2022-10-04,8.61027
2022-10-05,10.57401
2022-10-06,10.04531
2022-10-07,8.45921
2022-10-08,0.75528
2022-10-09,0.67975
2022-10-10,1.43504
2022-10-11,7.40181
2022-10-12,8.83685
2022-10-13,8.30815
2022-10-14,9.81873
2022-10-15,1.5861
2022-10-16,1.43504
2022-10-17,5.58912
2022-10-18,7.32628
2022-10-19,7.70392
2022-10-20,6.94864
2022-10-21,5.43806
2022-10-22,1.51057
2022-10-23,1.73716
2022-10-24,8.08157
2022-10-25,6.79758
2022-10-26,7.62839
2022-10-27,8.53474
2022-10-28,10.42296
2022-10-29,1.13293
2022-10-30,2.19033
2022-10-31,7.02416
2022-11-01,9.13897
2022-11-02,5.89123
2022-11-03,8.38368
2022-11-04,8.08157
2022-11-05,1.13293
2022-11-06,1.13293
2022-11-07,11.10271
2022-11-08,10.19637
2022-11-09,9.29003
2022-11-10,6.64652
2022-11-11,12.3867
2022-11-12,2.49244
2022-11-13,1.28398
2022-11-14,10.64954
2022-11-15,14.19939
2022-11-16,11.25377
2022-11-17,7.70392
2022-11-18,9.2145
2022-11-19,1.73716
2022-11-20,0.60422
2022-11-21,7.17522
2022-11-22,5.66465
2022-11-23,6.79758
2022-11-24,6.26888
2022-11-25,7.93051
2022-11-26,0.75528
2022-11-27,0.90634
2022-11-28,6.04229
2022-11-29,6.11782
2022-11-30,6.41993
2022-12-01,6.72205
2022-12-02,6.79758
2022-12-03,0.5287
2022-12-04,1.81268
2022-12-05,5.287
2022-12-06,4.83383
2022-12-07,5.66465
2022-12-08,5.36253
2022-12-09,7.70392
2022-12-10,2.19033
2022-12-11,1.13293
2022-12-12,4.90936
2022-12-13,7.25075
2022-12-14,6.26888
2022-12-15,5.74018
2022-12-16,5.51359
2022-12-17,1.13293
2022-12-18,1.35951
2022-12-19,6.49546
2022-12-20,4.53172
2022-12-21,6.19335
2022-12-22,5.43806
2022-12-23,5.287
2022-12-24,2.1148
2022-12-25,1.13293
2022-12-26,6.26888
2022-12-27,7.09969
2022-12-28,6.19335
2022-12-29,6.49546
2022-12-30,2.87009
2022-12-31,1.88821
2023-01-01,2.1148
2023-01-02,6.72205
2023-01-03,8.23262
2023-01-04,14.87915
2023-01-05,8.98791
2023-01-06,12.3867
2023-01-07,3.1722
2023-01-08,4.15407
2023-01-09,14.72809
2023-01-10,11.70694
2023-01-11,12.46223
2023-01-12,9.7432
2023-01-13,9.51661
2023-01-14,1.88821
2023-01-15,1.88821
2023-01-16,11.3293
2023-01-17,7.62839
2023-01-18,7.55287
2023-01-19,10.04531
2023-01-20,7.77945
2023-01-21,2.19033
2023-01-22,1.35951
2023-01-23,1.5861
2023-01-24,2.6435
2023-01-25,14.27492
2023-01-26,13.29305
2023-01-27,14.50151
2023-01-28,2.19033
2023-01-29,2.34138
2023-01-30,9.81873
2023-01-31,10.42296
2023-02-01,12.61329
2023-02-02,15.03021
2023-02-03,13.9728
2023-02-04,3.92749
2023-02-05,3.24773
2023-02-06,9.7432
2023-02-07,13.21752
2023-02-08,16.08761
2023-02-09,16.23867
2023-02-10,11.17824
2023-02-11,2.87009
2023-02-12,2.1148
2023-02-13,11.40483
2023-02-14,14.50151
2023-02-15,15.03021
2023-02-16,18.9577
2023-02-17,13.51963
2023-02-18,2.26586
2023-02-19,0.67975
2023-02-20,12.3867
2023-02-21,12.53776
2023-02-22,11.48036
2023-02-23,12.83987
2023-02-24,13.89728
2023-02-25,3.32326
2023-02-26,2.26586
2023-02-27,10.72507
2023-02-28,9.96978
2023-03-01,3.62537
2023-03-02,12.3867
2023-03-03,13.4441
2023-03-04,1.5861
2023-03-05,3.47432
2023-03-06,13.14199
2023-03-07,12.76435
2023-03-08,12.61329
2023-03-09,12.23564
2023-03-10,11.93353
2023-03-11,1.20845
2023-03-12,2.03927
2023-03-13,11.70694
2023-03-14,13.74622
2023-03-15,16.31419
2023-03-16,17.3716
2023-03-17,24.47129
2023-03-18,5.21148
2023-03-19,3.47432
2023-03-20,18.12688
2023-03-21,17.3716
2023-03-22,19.33534
2023-03-23,19.10876
2023-03-24,34.66767
2023-03-25,8.15709
2023-03-26,8.08157
2023-03-27,28.39879
2023-03-28,35.42296
2023-03-29,39.65256
2023-03-30,54.2296
2023-03-31,48.33836
2023-04-01,6.72205
2023-04-02,6.87311
2023-04-03,40.55891
2023-04-04,40.03021
2023-04-05,39.42598
2023-04-06,29.68277
2023-04-07,47.28096
2023-04-08,9.36555
2023-04-09,7.70392
2023-04-10,54.15407
2023-04-11,50.75528
2023-04-12,40.86102
2023-04-13,31.57099
2023-04-14,32.55287
2023-04-15,5.13595
2023-04-16,4.90936
2023-04-17,31.64652
2023-04-18,26.5861
2023-04-19,25.90634
2023-04-20,24.01812
2023-04-21,23.86706
2023-04-22,4.68277
2023-04-23,4.7583
2023-04-24,20.84592
2023-04-25,20.69486
2023-04-26,25.0
2023-04-27,23.64048
2023-04-28,21.67673
2023-04-29,3.39879
2023-04-30,2.71903
2023-05-01,3.54984
2023-05-02,20.77039
2023-05-03,21.14803
2023-05-04,18.429
2023-05-05,2.94561
2023-05-06,3.09667
2023-05-07,3.7009
2023-05-08,23.11178
2023-05-09,20.61933
2023-05-10,18.20241
2023-05-11,23.86706
2023-05-12,15.70996
2023-05-13,2.34138
2023-05-14,2.03927
2023-05-15,20.39274
2023-05-16,22.1299
2023-05-17,22.05438
2023-05-18,31.34441
2023-05-19,54.07854
2023-05-20,9.36555
2023-05-21,7.40181
2023-05-22,43.05135
2023-05-23,33.91238
2023-05-24,27.87009
2023-05-25,39.35045
2023-05-26,54.53172
2023-05-27,9.59214
2023-05-28,7.32628
