date,대형3D프린터
2023-10-29,11.81818
2023-10-30,20.0
2023-11-01,6.36363
2023-11-04,9.0909
2023-11-05,9.0909
2023-11-06,13.63636
2023-11-08,7.27272
2023-11-09,13.63636
2023-11-10,17.27272
2023-11-11,7.27272
2023-11-12,6.36363
2023-11-13,11.81818
2023-11-14,12.72727
2023-11-15,8.18181
2023-11-17,15.45454
2023-11-18,6.36363
2023-11-19,7.27272
2023-11-20,10.90909
2023-11-21,8.18181
2023-11-22,4.54545
2023-11-23,10.0
2023-11-24,10.0
2023-11-25,7.27272
2023-11-27,13.63636
2023-11-28,15.45454
2023-11-29,7.27272
2023-11-30,5.45454
2023-12-01,7.27272
2023-12-03,6.36363
2023-12-04,6.36363
2023-12-05,5.45454
2023-12-06,6.36363
2023-12-07,15.45454
2023-12-08,10.90909
2023-12-09,6.36363
2023-12-11,13.63636
2023-12-12,16.36363
2023-12-13,14.54545
2023-12-14,5.45454
2023-12-15,8.18181
2023-12-16,9.0909
2023-12-17,13.63636
2023-12-18,5.45454
2023-12-20,7.27272
2023-12-21,7.27272
2023-12-23,5.45454
2023-12-24,10.90909
2023-12-25,7.27272
2023-12-26,4.54545
2023-12-27,9.0909
2023-12-28,18.18181
2023-12-30,10.90909
2023-12-31,9.0909
2024-01-01,6.36363
2024-01-02,9.0909
2024-01-03,13.63636
2024-01-04,9.0909
2024-01-05,5.45454
2024-01-06,7.27272
2024-01-07,6.36363
2024-01-08,6.36363
2024-01-09,12.72727
2024-01-10,6.36363
2024-01-11,10.90909
2024-01-12,10.90909
2024-01-13,4.54545
2024-01-14,10.90909
2024-01-15,7.27272
2024-01-16,15.45454
2024-01-17,5.45454
2024-01-18,13.63636
2024-01-19,16.36363
2024-01-20,7.27272
2024-01-21,9.0909
2024-01-22,6.36363
2024-01-23,15.45454
2024-01-24,9.0909
2024-01-25,5.45454
2024-01-26,7.27272
2024-01-27,6.36363
2024-01-28,8.18181
2024-01-29,7.27272
2024-01-30,10.0
2024-01-31,6.36363
2024-02-01,10.0
2024-02-02,10.0
2024-02-03,7.27272
2024-02-04,17.27272
2024-02-05,28.18181
2024-02-06,7.27272
2024-02-07,14.54545
2024-02-08,7.27272
2024-02-09,12.72727
2024-02-10,11.81818
2024-02-11,9.0909
2024-02-12,10.90909
2024-02-13,10.90909
2024-02-14,21.81818
2024-02-15,10.0
2024-02-16,10.90909
2024-02-17,9.0909
2024-02-18,5.45454
2024-02-19,21.81818
2024-02-20,16.36363
2024-02-21,18.18181
2024-02-22,22.72727
2024-02-23,13.63636
2024-02-24,19.0909
2024-02-25,15.45454
2024-02-26,10.90909
2024-02-27,20.90909
2024-02-28,16.36363
2024-02-29,20.0
2024-03-01,7.27272
2024-03-02,6.36363
2024-03-03,14.54545
2024-03-04,27.27272
2024-03-05,10.90909
2024-03-06,8.18181
2024-03-07,11.81818
2024-03-08,15.45454
2024-03-09,13.63636
2024-03-10,12.72727
2024-03-11,40.0
2024-03-12,11.81818
2024-03-13,17.27272
2024-03-14,21.81818
2024-03-15,15.45454
2024-03-16,17.27272
2024-03-17,10.90909
2024-03-18,11.81818
2024-03-19,23.63636
2024-03-20,5.45454
