date,페이백카드
2020-12-09,30.0
2020-12-12,12.5
2020-12-13,12.5
2020-12-14,35.0
2020-12-17,15.0
2020-12-20,20.0
2020-12-22,12.5
2020-12-29,20.0
2021-01-03,12.5
2021-01-04,32.5
2021-01-06,32.5
2021-01-07,25.0
2021-01-08,12.5
2021-01-10,12.5
2021-01-11,15.0
2021-01-12,32.5
2021-01-14,17.5
2021-01-16,20.0
2021-01-17,22.5
2021-01-18,20.0
2021-01-19,20.0
2021-01-20,20.0
2021-01-23,25.0
2021-01-24,15.0
2021-01-26,17.5
2021-01-27,12.5
2021-01-29,15.0
2021-01-30,27.5
2021-01-31,20.0
2021-02-02,12.5
2021-02-03,25.0
2021-02-06,12.5
2021-02-10,12.5
2021-02-15,12.5
2021-02-18,20.0
2021-02-19,20.0
2021-02-20,20.0
2021-02-22,27.5
2021-02-23,20.0
2021-02-24,12.5
2021-02-25,12.5
2021-02-26,20.0
2021-03-01,15.0
2021-03-05,20.0
2021-03-07,12.5
2021-03-08,12.5
2021-03-09,12.5
2021-03-10,17.5
2021-03-11,27.5
2021-03-16,15.0
2021-03-17,25.0
2021-03-19,15.0
2021-03-22,20.0
2021-03-24,17.5
2021-03-29,20.0
2021-04-01,15.0
2021-04-05,20.0
2021-04-06,20.0
2021-04-07,22.5
2021-04-08,20.0
2021-04-09,20.0
2021-04-12,22.5
2021-04-13,15.0
2021-04-14,17.5
2021-04-15,17.5
2021-04-16,20.0
2021-04-18,22.5
2021-04-20,12.5
2021-04-21,22.5
2021-04-23,20.0
2021-04-24,20.0
2021-04-26,17.5
2021-04-27,17.5
2021-04-30,12.5
2021-05-02,17.5
2021-05-03,15.0
2021-05-04,15.0
2021-05-06,20.0
2021-05-08,12.5
2021-05-09,15.0
2021-05-11,30.0
2021-05-14,12.5
2021-05-17,12.5
2021-05-20,12.5
2021-05-24,15.0
2021-05-25,17.5
2021-05-26,17.5
2021-05-29,20.0
2021-06-01,25.0
2021-06-02,30.0
2021-06-03,20.0
2021-06-05,17.5
2021-06-08,22.5
2021-06-10,20.0
2021-06-11,12.5
2021-06-14,25.0
2021-06-15,12.5
2021-06-16,12.5
2021-06-17,22.5
2021-06-21,12.5
2021-06-25,15.0
2021-06-26,12.5
2021-06-28,15.0
2021-06-29,17.5
2021-07-02,17.5
2021-07-04,17.5
2021-07-07,12.5
2021-07-11,12.5
2021-07-20,17.5
2021-07-22,27.5
2021-07-23,12.5
2021-07-27,12.5
2021-07-28,12.5
2021-07-29,12.5
2021-07-31,12.5
2021-08-06,12.5
2021-08-12,12.5
2021-08-13,12.5
2021-08-20,25.0
2021-08-25,25.0
2021-08-26,17.5
2021-08-27,17.5
2021-08-28,17.5
2021-08-29,17.5
2021-08-30,15.0
2021-08-31,35.0
2021-09-01,27.5
2021-09-02,27.5
2021-09-03,12.5
2021-09-05,17.5
2021-09-06,40.0
2021-09-07,20.0
2021-09-08,17.5
2021-09-09,12.5
2021-09-11,17.5
2021-09-12,15.0
2021-09-13,17.5
2021-09-15,15.0
2021-09-16,15.0
2021-09-17,27.5
2021-09-21,12.5
2021-09-22,22.5
2021-09-24,25.0
2021-09-25,17.5
2021-09-27,15.0
2021-09-28,20.0
2021-09-29,17.5
2021-09-30,17.5
2021-10-01,15.0
2021-10-02,22.5
2021-10-03,12.5
2021-10-07,12.5
2021-10-09,12.5
2021-10-19,17.5
2021-11-01,20.0
2021-11-03,25.0
2021-11-06,12.5
2021-11-07,15.0
2021-11-08,12.5
2021-11-09,12.5
2021-11-10,35.0
2021-11-13,15.0
2021-11-16,17.5
2021-11-17,12.5
2021-11-20,12.5
2021-11-22,20.0
2021-11-29,12.5
2021-12-02,12.5
2021-12-03,12.5
2021-12-06,12.5
2021-12-09,12.5
2021-12-10,12.5
2021-12-13,15.0
2021-12-15,12.5
2021-12-20,17.5
2021-12-21,12.5
2021-12-25,22.5
2021-12-30,17.5
2021-12-31,12.5
2022-01-01,25.0
2022-01-02,25.0
2022-01-03,17.5
2022-01-04,15.0
2022-01-05,25.0
2022-01-07,27.5
2022-01-09,27.5
2022-01-10,15.0
2022-01-11,40.0
2022-01-14,20.0
2022-01-16,12.5
2022-01-18,27.5
2022-01-19,12.5
2022-01-20,27.5
2022-01-21,25.0
2022-01-22,25.0
2022-01-23,15.0
2022-01-24,27.5
2022-01-26,12.5
2022-01-27,15.0
2022-01-28,22.5
2022-01-29,12.5
2022-01-30,20.0
2022-01-31,32.5
2022-02-01,20.0
2022-02-02,15.0
2022-02-03,17.5
2022-02-04,20.0
2022-02-05,20.0
2022-02-06,25.0
2022-02-07,30.0
2022-02-08,17.5
2022-02-09,25.0
2022-02-10,12.5
2022-02-11,22.5
2022-02-13,17.5
2022-02-14,20.0
2022-02-15,15.0
2022-02-16,22.5
2022-02-17,35.0
2022-02-19,17.5
2022-02-21,30.0
2022-02-22,32.5
2022-02-23,45.0
2022-02-24,22.5
2022-02-25,12.5
2022-02-26,12.5
2022-02-28,22.5
2022-03-01,27.5
2022-03-03,12.5
2022-03-04,12.5
2022-03-05,15.0
2022-03-10,15.0
2022-03-14,25.0
2022-03-16,17.5
2022-03-17,22.5
2022-03-18,12.5
2022-03-20,25.0
2022-03-21,17.5
2022-03-22,15.0
2022-03-23,15.0
2022-03-24,17.5
2022-03-25,15.0
2022-03-26,22.5
2022-03-29,27.5
2022-03-30,15.0
2022-04-01,17.5
2022-04-02,15.0
2022-04-03,15.0
2022-04-04,30.0
2022-04-05,15.0
2022-04-06,32.5
2022-04-07,12.5
2022-04-08,22.5
2022-04-09,17.5
2022-04-10,12.5
2022-04-12,17.5
2022-04-14,17.5
2022-04-16,15.0
2022-04-19,17.5
2022-04-24,27.5
2022-04-25,15.0
2022-04-26,15.0
2022-04-29,15.0
2022-05-01,17.5
2022-05-02,17.5
2022-05-06,42.5
2022-05-07,17.5
2022-05-08,17.5
2022-05-09,37.5
2022-05-11,25.0
2022-05-12,15.0
2022-05-13,12.5
2022-05-16,17.5
2022-05-17,15.0
2022-05-22,17.5
2022-05-24,15.0
2022-05-25,15.0
2022-05-28,15.0
2022-05-29,12.5
2022-05-30,15.0
2022-05-31,30.0
2022-06-01,15.0
2022-06-02,17.5
2022-06-03,15.0
2022-06-04,30.0
2022-06-05,20.0
2022-06-06,12.5
2022-06-07,22.5
2022-06-08,35.0
2022-06-09,20.0
2022-06-10,25.0
2022-06-12,15.0
2022-06-13,15.0
2022-06-15,40.0
2022-06-16,12.5
2022-06-17,12.5
2022-06-18,12.5
2022-06-19,12.5
2022-06-20,17.5
2022-06-21,25.0
2022-06-23,20.0
2022-06-24,12.5
2022-06-25,15.0
2022-06-27,22.5
2022-06-28,17.5
2022-06-30,27.5
2022-07-01,15.0
2022-07-02,12.5
2022-07-04,17.5
2022-07-05,25.0
2022-07-06,30.0
2022-07-07,12.5
2022-07-08,12.5
2022-07-11,15.0
2022-07-12,30.0
2022-07-13,12.5
2022-07-14,25.0
2022-07-16,15.0
2022-07-17,15.0
2022-07-19,30.0
2022-07-20,32.5
2022-07-21,22.5
2022-07-22,27.5
2022-07-24,32.5
2022-07-25,40.0
2022-07-26,15.0
2022-07-27,15.0
2022-07-28,17.5
2022-07-30,12.5
2022-07-31,35.0
2022-08-01,27.5
2022-08-02,40.0
2022-08-03,37.5
2022-08-06,12.5
2022-08-07,17.5
2022-08-08,25.0
2022-08-09,12.5
2022-08-10,20.0
2022-08-11,50.0
2022-08-13,22.5
2022-08-14,27.5
2022-08-15,15.0
2022-08-16,25.0
2022-08-17,32.5
2022-08-18,15.0
2022-08-19,20.0
2022-08-21,17.5
2022-08-22,30.0
2022-08-23,45.0
2022-08-24,37.5
2022-08-25,37.5
2022-08-26,15.0
2022-08-27,25.0
2022-08-28,17.5
2022-08-29,20.0
2022-08-30,20.0
2022-08-31,37.5
2022-09-01,15.0
2022-09-02,12.5
2022-09-03,15.0
2022-09-05,32.5
2022-09-06,17.5
2022-09-07,17.5
2022-09-08,15.0
2022-09-09,15.0
2022-09-12,17.5
2022-09-13,50.0
2022-09-14,42.5
2022-09-15,22.5
2022-09-16,22.5
2022-09-17,15.0
2022-09-19,12.5
2022-09-20,27.5
2022-09-21,22.5
2022-09-22,27.5
2022-09-23,35.0
2022-09-25,17.5
2022-09-26,15.0
2022-09-27,15.0
2022-09-28,40.0
2022-09-29,42.5
2022-10-01,20.0
2022-10-02,35.0
2022-10-03,20.0
2022-10-04,67.5
2022-10-05,72.5
2022-10-06,47.5
2022-10-07,37.5
2022-10-08,15.0
2022-10-09,25.0
2022-10-10,17.5
2022-10-11,50.0
2022-10-12,55.0
2022-10-13,42.5
2022-10-14,27.5
2022-10-15,30.0
2022-10-16,27.5
2022-10-17,45.0
2022-10-18,70.0
2022-10-19,55.0
2022-10-20,57.5
2022-10-21,60.0
2022-10-22,25.0
2022-10-23,37.5
2022-10-24,50.0
2022-10-25,72.5
2022-10-26,57.5
2022-10-27,40.0
2022-10-28,35.0
2022-10-29,35.0
2022-10-30,22.5
2022-10-31,45.0
2022-11-01,55.0
2022-11-02,72.5
2022-11-03,60.0
2022-11-04,32.5
2022-11-05,25.0
2022-11-06,37.5
2022-11-07,40.0
2022-11-08,55.0
2022-11-09,50.0
2022-11-10,75.0
2022-11-11,32.5
2022-11-12,17.5
2022-11-13,42.5
2022-11-14,52.5
2022-11-15,65.0
2022-11-16,25.0
2022-11-17,80.0
2022-11-18,50.0
2022-11-19,22.5
2022-11-20,25.0
2022-11-21,32.5
2022-11-22,27.5
2022-11-23,72.5
2022-11-24,27.5
2022-11-25,47.5
2022-11-26,45.0
2022-11-27,25.0
2022-11-28,35.0
2022-11-29,57.5
2022-11-30,45.0
2022-12-01,72.5
2022-12-02,55.0
2022-12-03,17.5
2022-12-04,37.5
2022-12-05,47.5
2022-12-06,65.0
2022-12-07,37.5
2022-12-08,32.5
2022-12-09,27.5
2022-12-10,32.5
2022-12-11,47.5
2022-12-12,30.0
2022-12-13,27.5
2022-12-14,37.5
2022-12-15,30.0
2022-12-16,50.0
2022-12-17,37.5
2022-12-18,25.0
2022-12-19,30.0
2022-12-20,57.5
2022-12-21,17.5
2022-12-22,40.0
2022-12-23,22.5
2022-12-24,35.0
2022-12-25,30.0
2022-12-26,57.5
2022-12-27,27.5
2022-12-28,50.0
2022-12-30,52.5
2022-12-31,27.5
2023-01-01,50.0
2023-01-02,77.5
2023-01-03,57.5
2023-01-04,42.5
2023-01-05,30.0
2023-01-06,72.5
2023-01-07,45.0
2023-01-08,57.5
2023-01-09,60.0
2023-01-10,60.0
2023-01-11,42.5
2023-01-12,50.0
2023-01-13,20.0
2023-01-14,27.5
2023-01-15,42.5
2023-01-16,42.5
2023-01-17,55.0
2023-01-18,42.5
2023-01-19,15.0
2023-01-20,32.5
2023-01-21,40.0
2023-01-22,40.0
2023-01-23,22.5
2023-01-24,42.5
2023-01-25,35.0
2023-01-26,65.0
2023-01-27,30.0
2023-01-28,30.0
2023-01-29,52.5
2023-01-30,27.5
2023-01-31,60.0
2023-02-01,45.0
2023-02-02,50.0
2023-02-03,77.5
2023-02-04,32.5
2023-02-05,35.0
2023-02-06,45.0
2023-02-07,45.0
2023-02-08,60.0
2023-02-09,82.5
2023-02-10,62.5
2023-02-11,47.5
2023-02-12,35.0
2023-02-13,60.0
2023-02-14,55.0
2023-02-15,45.0
2023-02-16,47.5
2023-02-17,37.5
2023-02-18,32.5
2023-02-19,50.0
2023-02-20,65.0
2023-02-21,62.5
2023-02-22,52.5
2023-02-23,62.5
2023-02-24,50.0
2023-02-25,37.5
2023-02-26,27.5
2023-02-27,50.0
2023-02-28,45.0
2023-03-01,55.0
2023-03-02,57.5
2023-03-03,57.5
2023-03-04,15.0
2023-03-05,15.0
2023-03-06,57.5
2023-03-07,50.0
2023-03-08,32.5
2023-03-09,32.5
2023-03-10,50.0
2023-03-11,32.5
2023-03-12,47.5
2023-03-13,62.5
2023-03-14,27.5
2023-03-15,37.5
2023-03-16,35.0
2023-03-17,15.0
2023-03-18,32.5
2023-03-19,30.0
2023-03-20,20.0
2023-03-21,72.5
2023-03-22,37.5
2023-03-23,60.0
2023-03-24,40.0
2023-03-25,25.0
2023-03-26,52.5
2023-03-27,52.5
2023-03-28,52.5
2023-03-29,40.0
2023-03-30,42.5
2023-03-31,35.0
2023-04-01,57.5
2023-04-02,20.0
2023-04-03,60.0
2023-04-04,37.5
2023-04-05,42.5
2023-04-06,30.0
2023-04-07,32.5
2023-04-08,17.5
2023-04-09,35.0
2023-04-10,40.0
2023-04-11,35.0
2023-04-12,75.0
2023-04-13,30.0
2023-04-14,65.0
2023-04-15,22.5
2023-04-16,25.0
2023-04-17,42.5
2023-04-18,17.5
2023-04-19,60.0
2023-04-20,20.0
2023-04-21,22.5
2023-04-22,17.5
2023-04-23,37.5
2023-04-24,17.5
2023-04-25,55.0
2023-04-26,30.0
2023-04-27,17.5
2023-04-28,37.5
2023-04-29,30.0
2023-04-30,17.5
2023-05-01,32.5
2023-05-02,47.5
2023-05-03,50.0
2023-05-04,47.5
2023-05-05,25.0
2023-05-06,27.5
2023-05-07,27.5
2023-05-08,47.5
2023-05-09,42.5
2023-05-10,30.0
2023-05-11,35.0
2023-05-12,37.5
2023-05-13,17.5
2023-05-14,15.0
2023-05-15,57.5
2023-05-16,47.5
2023-05-17,50.0
2023-05-18,37.5
2023-05-19,27.5
2023-05-20,30.0
2023-05-21,17.5
2023-05-22,25.0
2023-05-23,30.0
2023-05-24,55.0
2023-05-25,42.5
2023-05-26,30.0
2023-05-28,37.5
2023-05-29,27.5
2023-05-30,60.0
2023-05-31,67.5
2023-06-01,67.5
2023-06-02,60.0
2023-06-03,15.0
2023-06-04,25.0
2023-06-05,40.0
2023-06-06,55.0
2023-06-07,45.0
2023-06-08,32.5
2023-06-09,37.5
2023-06-10,22.5
2023-06-11,22.5
2023-06-12,50.0
2023-06-13,47.5
2023-06-14,57.5
2023-06-15,57.5
2023-06-16,30.0
2023-06-18,30.0
2023-06-19,60.0
2023-06-20,32.5
2023-06-21,57.5
2023-06-22,55.0
2023-06-23,37.5
2023-06-24,30.0
2023-06-25,37.5
2023-06-26,50.0
2023-06-27,55.0
2023-06-28,17.5
2023-06-29,40.0
2023-06-30,60.0
2023-07-01,30.0
2023-07-02,30.0
2023-07-03,40.0
2023-07-04,72.5
2023-07-05,92.5
2023-07-06,72.5
2023-07-07,25.0
2023-07-08,22.5
2023-07-09,27.5
2023-07-10,62.5
2023-07-11,50.0
2023-07-12,65.0
2023-07-13,35.0
2023-07-14,42.5
2023-07-15,22.5
2023-07-16,32.5
2023-07-17,67.5
2023-07-18,55.0
2023-07-19,52.5
2023-07-20,47.5
2023-07-21,32.5
2023-07-22,27.5
2023-07-23,37.5
2023-07-24,20.0
2023-07-25,37.5
2023-07-26,30.0
2023-07-27,65.0
2023-07-28,42.5
2023-07-29,20.0
2023-07-30,25.0
2023-07-31,37.5
2023-08-01,87.5
2023-08-02,30.0
2023-08-03,25.0
2023-08-04,50.0
2023-08-05,30.0
2023-08-06,37.5
2023-08-07,40.0
2023-08-08,37.5
2023-08-09,35.0
2023-08-10,20.0
2023-08-11,17.5
2023-08-12,12.5
2023-08-13,25.0
2023-08-14,35.0
2023-08-15,32.5
2023-08-16,37.5
2023-08-17,32.5
2023-08-18,50.0
2023-08-19,30.0
2023-08-20,12.5
2023-08-21,45.0
2023-08-22,67.5
2023-08-23,42.5
2023-08-24,40.0
2023-08-25,47.5
2023-08-26,27.5
2023-08-27,37.5
2023-08-28,67.5
2023-08-29,32.5
2023-08-30,52.5
2023-08-31,42.5
2023-09-01,85.0
2023-09-02,22.5
2023-09-03,52.5
2023-09-04,35.0
2023-09-05,52.5
2023-09-06,55.0
2023-09-07,25.0
2023-09-08,40.0
2023-09-09,27.5
2023-09-10,20.0
2023-09-11,70.0
2023-09-12,37.5
2023-09-13,55.0
2023-09-14,60.0
2023-09-15,20.0
2023-09-16,27.5
2023-09-17,17.5
2023-09-18,47.5
2023-09-19,70.0
2023-09-20,62.5
2023-09-21,62.5
2023-09-22,40.0
2023-09-23,30.0
2023-09-24,25.0
2023-09-25,60.0
2023-09-26,50.0
2023-09-27,25.0
2023-09-28,37.5
2023-09-29,17.5
2023-09-30,15.0
2023-10-01,15.0
2023-10-02,37.5
2023-10-03,27.5
2023-10-04,52.5
2023-10-05,62.5
2023-10-06,47.5
2023-10-07,20.0
2023-10-08,25.0
2023-10-09,27.5
2023-10-10,47.5
2023-10-11,17.5
2023-10-12,55.0
2023-10-13,62.5
2023-10-14,35.0
2023-10-15,27.5
2023-10-16,82.5
2023-10-17,52.5
2023-10-18,30.0
2023-10-19,42.5
2023-10-20,45.0
2023-10-21,47.5
2023-10-22,27.5
2023-10-23,52.5
2023-10-24,42.5
2023-10-25,30.0
2023-10-26,20.0
2023-10-27,12.5
2023-10-28,20.0
2023-10-29,35.0
2023-10-30,65.0
2023-10-31,57.5
2023-11-01,42.5
2023-11-02,42.5
2023-11-03,32.5
2023-11-04,27.5
2023-11-06,27.5
2023-11-07,32.5
2023-11-08,25.0
2023-11-09,27.5
2023-11-10,25.0
2023-11-11,20.0
2023-11-12,30.0
2023-11-13,22.5
2023-11-14,57.5
2023-11-15,42.5
2023-11-16,17.5
2023-11-17,32.5
2023-11-18,25.0
2023-11-19,17.5
2023-11-20,37.5
2023-11-21,47.5
2023-11-22,37.5
2023-11-23,32.5
2023-11-24,20.0
2023-11-25,20.0
2023-11-26,27.5
2023-11-27,32.5
2023-11-28,20.0
2023-11-29,65.0
2023-11-30,40.0
2023-12-01,45.0
2023-12-02,20.0
2023-12-03,45.0
2023-12-04,72.5
2023-12-05,35.0
2023-12-06,47.5
2023-12-07,32.5
2023-12-08,30.0
2023-12-09,25.0
2023-12-10,20.0
2023-12-11,40.0
2023-12-12,20.0
2023-12-13,37.5
2023-12-14,30.0
2023-12-15,25.0
2023-12-16,25.0
2023-12-18,57.5
2023-12-19,47.5
2023-12-20,30.0
2023-12-21,55.0
2023-12-22,27.5
2023-12-23,17.5
2023-12-24,12.5
2023-12-25,15.0
2023-12-26,52.5
2023-12-27,25.0
2023-12-28,30.0
2023-12-29,15.0
2023-12-30,25.0
2023-12-31,42.5
2024-01-01,27.5
2024-01-02,62.5
2024-01-03,100.0
2024-01-04,50.0
2024-01-05,45.0
2024-01-06,15.0
2024-01-07,42.5
2024-01-08,22.5
2024-01-09,35.0
2024-01-10,55.0
2024-01-11,32.5
2024-01-12,45.0
2024-01-13,32.5
2024-01-14,12.5
2024-01-15,42.5
2024-01-16,50.0
2024-01-17,67.5
2024-01-18,35.0
2024-01-19,47.5
2024-01-20,37.5
2024-01-21,22.5
2024-01-22,42.5
2024-01-23,90.0
2024-01-24,77.5
2024-01-25,65.0
2024-01-26,30.0
2024-01-27,50.0
2024-01-28,32.5
2024-01-29,60.0
2024-01-30,82.5
2024-01-31,57.5
2024-02-01,80.0
2024-02-02,62.5
2024-02-03,17.5
2024-02-04,37.5
2024-02-05,67.5
2024-02-06,65.0
2024-02-07,52.5
2024-02-08,40.0
2024-02-09,15.0
2024-02-10,27.5
2024-02-11,25.0
2024-02-12,45.0
2024-02-13,87.5
2024-02-14,77.5
2024-02-15,40.0
2024-02-16,55.0
2024-02-17,27.5
2024-02-18,20.0
2024-02-19,70.0
2024-02-20,70.0
2024-02-21,47.5
2024-02-22,57.5
2024-02-23,50.0
2024-02-24,27.5
2024-02-25,50.0
2024-02-26,27.5
2024-02-27,42.5
2024-02-28,27.5
2024-02-29,22.5
2024-03-01,35.0
2024-03-02,42.5
2024-03-03,27.5
2024-03-04,32.5
2024-03-05,60.0
2024-03-06,35.0
2024-03-07,25.0
2024-03-08,57.5
2024-03-09,40.0
2024-03-10,35.0
2024-03-11,42.5
2024-03-12,17.5
2024-03-13,30.0
2024-03-14,45.0
2024-03-15,35.0
2024-03-16,27.5
2024-03-17,22.5
2024-03-18,50.0
2024-03-19,27.5
2024-03-20,55.0
