date,유체동산압류
2023-05-30,23.67906
2023-05-31,33.65949
2023-06-01,21.33072
2023-06-02,17.22113
2023-06-03,5.28375
2023-06-04,7.82778
2023-06-05,18.59099
2023-06-06,10.37181
2023-06-07,20.74363
2023-06-08,25.636
2023-06-09,25.636
2023-06-10,7.045
2023-06-11,9.39334
2023-06-12,25.04892
2023-06-13,31.31115
2023-06-14,32.68101
2023-06-15,27.98434
2023-06-16,24.85322
2023-06-17,12.32876
2023-06-18,9.00195
2023-06-19,23.48336
2023-06-20,30.72407
2023-06-21,31.11545
2023-06-22,23.09197
2023-06-23,21.9178
2023-06-24,6.84931
2023-06-25,8.02348
2023-06-26,20.15655
2023-06-27,29.3542
2023-06-28,27.00587
2023-06-29,23.28767
2023-06-30,18.1996
2023-07-01,8.80626
2023-07-02,7.43639
2023-07-03,21.9178
2023-07-04,23.87475
2023-07-05,19.96086
2023-07-06,22.89628
2023-07-07,15.85127
2023-07-08,11.35029
2023-07-09,8.61056
2023-07-10,21.13502
2023-07-11,25.04892
2023-07-12,27.98434
2023-07-13,27.20156
2023-07-14,23.48336
2023-07-15,12.72015
2023-07-16,11.93737
2023-07-17,21.52641
2023-07-18,27.39726
2023-07-19,28.57142
2023-07-20,26.22309
2023-07-21,18.98238
2023-07-22,11.15459
2023-07-23,10.37181
2023-07-24,20.74363
2023-07-25,25.24461
2023-07-26,28.18003
2023-07-27,20.93933
2023-07-28,18.98238
2023-07-29,7.63209
2023-07-30,5.67514
2023-07-31,17.02544
2023-08-01,19.17808
2023-08-02,20.35225
2023-08-03,18.3953
2023-08-04,12.32876
2023-08-05,6.84931
2023-08-06,7.43639
2023-08-07,24.26614
2023-08-08,23.87475
2023-08-09,21.52641
2023-08-10,18.98238
2023-08-11,21.52641
2023-08-12,9.98043
2023-08-13,4.50097
2023-08-14,20.93933
2023-08-15,9.39334
2023-08-16,20.93933
2023-08-17,25.24461
2023-08-18,20.35225
2023-08-19,7.43639
2023-08-20,7.63209
2023-08-21,26.22309
2023-08-22,28.57142
2023-08-23,24.85322
2023-08-24,24.65753
2023-08-25,21.72211
2023-08-26,11.15459
2023-08-27,13.30724
2023-08-28,24.46183
2023-08-29,26.22309
2023-08-30,29.15851
2023-08-31,28.76712
2023-09-01,23.67906
2023-09-02,8.80626
2023-09-03,12.13307
2023-09-04,24.07045
2023-09-05,24.26614
2023-09-06,22.89628
2023-09-07,18.59099
2023-09-08,20.93933
2023-09-09,8.61056
2023-09-10,14.4814
2023-09-11,23.67906
2023-09-12,21.13502
2023-09-13,22.50489
2023-09-14,29.3542
2023-09-15,26.02739
2023-09-16,13.50293
2023-09-17,13.30724
2023-09-18,30.33268
2023-09-19,29.5499
2023-09-20,25.8317
2023-09-21,30.13698
2023-09-22,26.22309
2023-09-23,9.98043
2023-09-24,8.80626
2023-09-25,19.96086
2023-09-26,26.02739
2023-09-27,20.54794
2023-09-28,5.28375
2023-09-29,6.06653
2023-09-30,5.87084
2023-10-01,6.84931
2023-10-02,6.06653
2023-10-03,6.84931
2023-10-04,16.82974
2023-10-05,20.35225
2023-10-06,16.63405
2023-10-07,9.58904
2023-10-08,4.10958
2023-10-09,5.28375
2023-10-10,27.00587
2023-10-11,28.37573
2023-10-12,22.70058
2023-10-13,20.93933
2023-10-14,7.82778
2023-10-15,9.00195
2023-10-16,25.636
2023-10-17,22.1135
2023-10-18,22.89628
2023-10-19,25.04892
2023-10-20,21.33072
2023-10-21,9.00195
2023-10-22,8.41487
2023-10-23,25.636
2023-10-24,23.87475
2023-10-25,27.59295
2023-10-26,19.17808
2023-10-27,21.9178
2023-10-28,11.15459
2023-10-29,7.82778
2023-10-30,22.1135
2023-10-31,26.22309
2023-11-01,20.74363
2023-11-02,31.11545
2023-11-03,25.04892
2023-11-04,8.02348
2023-11-05,11.74168
2023-11-06,26.61448
2023-11-07,28.57142
2023-11-08,24.65753
2023-11-09,23.48336
2023-11-10,21.33072
2023-11-11,7.43639
2023-11-12,10.17612
2023-11-13,26.41878
2023-11-14,26.81017
2023-11-15,34.05088
2023-11-16,27.98434
2023-11-17,20.35225
2023-11-18,7.2407
2023-11-19,8.02348
2023-11-20,24.07045
2023-11-21,27.78864
2023-11-22,23.87475
2023-11-23,23.48336
2023-11-24,26.41878
2023-11-25,5.47945
2023-11-26,4.89236
2023-11-27,19.17808
2023-11-28,25.44031
2023-11-29,21.72211
2023-11-30,25.8317
2023-12-01,16.63405
2023-12-02,9.39334
2023-12-03,8.80626
2023-12-04,23.67906
2023-12-05,25.636
2023-12-06,23.09197
2023-12-07,24.65753
2023-12-08,21.72211
2023-12-09,12.32876
2023-12-10,8.02348
2023-12-11,22.89628
2023-12-12,25.8317
2023-12-13,28.18003
2023-12-14,31.89823
2023-12-15,18.1996
2023-12-16,11.15459
2023-12-17,9.00195
2023-12-18,26.02739
2023-12-19,28.76712
2023-12-20,23.48336
2023-12-21,23.87475
2023-12-22,14.4814
2023-12-23,8.21917
2023-12-24,4.10958
2023-12-25,14.09001
2023-12-26,20.93933
2023-12-27,25.04892
2023-12-28,20.35225
2023-12-29,15.65557
2023-12-30,8.21917
2023-12-31,7.63209
2024-01-01,6.45792
2024-01-02,19.56947
2024-01-03,24.26614
2024-01-04,20.35225
2024-01-05,20.15655
2024-01-06,3.91389
2024-01-07,5.28375
2024-01-08,23.67906
2024-01-09,22.89628
2024-01-10,21.9178
2024-01-11,27.39726
2024-01-12,23.28767
2024-01-13,10.7632
2024-01-14,8.21917
2024-01-15,19.56947
2024-01-16,25.44031
2024-01-17,27.78864
2024-01-18,27.98434
2024-01-19,22.50489
2024-01-20,9.39334
2024-01-21,8.80626
2024-01-22,23.09197
2024-01-23,22.30919
2024-01-24,28.76712
2024-01-25,25.44031
2024-01-26,23.87475
2024-01-27,9.19765
2024-01-28,9.78473
2024-01-29,25.44031
2024-01-30,25.44031
2024-01-31,25.04892
2024-02-01,23.48336
2024-02-02,26.81017
2024-02-03,13.30724
2024-02-04,9.58904
2024-02-05,18.3953
2024-02-06,21.9178
2024-02-07,25.8317
2024-02-08,17.22113
2024-02-09,9.78473
2024-02-10,6.84931
2024-02-11,3.91389
2024-02-12,6.45792
2024-02-13,29.74559
2024-02-14,28.37573
2024-02-15,18.98238
2024-02-16,19.56947
2024-02-17,8.02348
2024-02-18,5.47945
2024-02-19,22.89628
2024-02-20,28.76712
2024-02-21,25.636
2024-02-22,22.50489
2024-02-23,22.70058
2024-02-24,9.98043
2024-02-25,8.21917
2024-02-26,19.96086
2024-02-27,23.87475
2024-02-28,22.30919
2024-02-29,20.54794
2024-03-01,10.17612
2024-03-02,9.39334
2024-03-03,11.15459
2024-03-04,16.63405
2024-03-05,22.70058
2024-03-06,26.61448
2024-03-07,21.9178
2024-03-08,27.20156
2024-03-09,5.87084
2024-03-10,7.63209
2024-03-11,20.74363
2024-03-12,25.44031
2024-03-13,32.48532
2024-03-14,32.09393
2024-03-15,20.74363
2024-03-16,8.61056
2024-03-17,5.67514
2024-03-18,22.70058
2024-03-19,26.41878
2024-03-20,31.11545
