date,다이렉트자동차보험료비교견적
2020-07-31,2.37529
2020-08-01,1.42517
2020-08-03,1.42517
2020-08-04,5.46318
2020-08-05,6.88836
2020-08-06,4.75059
2020-08-07,5.22565
2020-08-09,1.6627
2020-08-10,5.93824
2020-08-11,3.80047
2020-08-12,2.13776
2020-08-13,1.42517
2020-08-14,1.18764
2020-08-16,1.90023
2020-08-17,1.42517
2020-08-18,5.93824
2020-08-19,1.6627
2020-08-20,2.13776
2020-08-21,3.80047
2020-08-23,4.51306
2020-08-24,5.22565
2020-08-25,3.08788
2020-08-26,1.6627
2020-08-27,1.42517
2020-08-28,1.6627
2020-08-30,2.37529
2020-08-31,5.46318
2020-09-01,1.6627
2020-09-02,6.4133
2020-09-03,1.6627
2020-09-04,3.08788
2020-09-05,3.32541
2020-09-06,2.37529
2020-09-07,4.038
2020-09-08,4.038
2020-09-09,4.51306
2020-09-11,1.42517
2020-09-13,2.37529
2020-09-14,3.56294
2020-09-15,11.16389
2020-09-16,5.22565
2020-09-17,4.75059
2020-09-18,3.08788
2020-09-19,2.61282
2020-09-20,1.42517
2020-09-21,5.22565
2020-09-22,17.10213
2020-09-23,3.80047
2020-09-24,4.038
2020-09-25,2.37529
2020-09-27,1.42517
2020-09-28,4.27553
2020-09-29,3.08788
2020-09-30,2.61282
2020-10-02,1.42517
2020-10-03,2.37529
2020-10-04,1.90023
2020-10-05,6.4133
2020-10-06,5.46318
2020-10-07,5.93824
2020-10-08,4.27553
2020-10-12,5.93824
2020-10-13,2.37529
2020-10-14,5.93824
2020-10-15,3.80047
2020-10-16,3.80047
2020-10-19,8.78859
2020-10-20,5.70071
2020-10-21,6.88836
2020-10-22,5.46318
2020-10-23,7.60095
2020-10-24,1.18764
2020-10-25,3.08788
2020-10-26,7.36342
2020-10-27,7.83847
2020-10-28,8.31353
2020-10-29,7.60095
2020-10-30,4.98812
2020-11-02,5.93824
2020-11-03,4.75059
2020-11-04,5.70071
2020-11-05,7.36342
2020-11-06,4.038
2020-11-08,2.37529
2020-11-09,9.97624
2020-11-10,5.70071
2020-11-11,4.98812
2020-11-12,3.56294
2020-11-13,3.56294
2020-11-14,1.18764
2020-11-15,1.42517
2020-11-16,8.55106
2020-11-17,6.4133
2020-11-18,5.70071
2020-11-19,2.85035
2020-11-20,5.70071
2020-11-22,3.32541
2020-11-23,4.98812
2020-11-24,8.55106
2020-11-25,7.12589
2020-11-26,5.70071
2020-11-27,6.88836
2020-11-30,10.4513
2020-12-01,7.36342
2020-12-02,4.75059
2020-12-03,7.36342
2020-12-04,3.32541
2020-12-05,3.80047
2020-12-06,1.18764
2020-12-07,6.65083
2020-12-08,4.75059
2020-12-09,5.22565
2020-12-10,4.51306
2020-12-11,5.22565
2020-12-12,1.42517
2020-12-13,2.13776
2020-12-14,9.97624
2020-12-15,6.88836
2020-12-16,9.26365
2020-12-17,4.27553
2020-12-18,5.93824
2020-12-20,1.6627
2020-12-21,5.70071
2020-12-22,5.70071
2020-12-23,4.038
2020-12-24,3.56294
2020-12-26,2.37529
2020-12-28,4.75059
2020-12-29,8.31353
2020-12-30,3.08788
2020-12-31,2.37529
2021-01-02,3.08788
2021-01-04,4.75059
2021-01-05,3.56294
2021-01-06,2.85035
2021-01-07,3.08788
2021-01-08,2.61282
2021-01-09,1.90023
2021-01-10,2.37529
2021-01-12,3.80047
2021-01-13,3.80047
2021-01-14,2.61282
2021-01-15,2.61282
2021-01-16,3.56294
2021-01-17,2.37529
2021-01-18,3.08788
2021-01-19,2.37529
2021-01-20,2.37529
2021-01-21,3.32541
2021-01-22,2.85035
2021-01-25,1.42517
2021-01-26,1.6627
2021-01-27,2.37529
2021-01-28,4.98812
2021-01-30,1.90023
2021-01-31,1.42517
2021-02-01,1.18764
2021-02-02,1.6627
2021-02-03,3.56294
2021-02-04,2.61282
2021-02-05,1.42517
2021-02-07,1.18764
2021-02-08,3.08788
2021-02-09,2.85035
2021-02-10,1.90023
2021-02-13,1.90023
2021-02-14,3.32541
2021-02-15,2.61282
2021-02-16,1.42517
2021-02-17,2.37529
2021-02-18,1.18764
2021-02-19,2.37529
2021-02-20,1.6627
2021-02-21,1.42517
2021-02-22,2.13776
2021-02-23,1.6627
2021-02-24,1.18764
2021-02-25,2.61282
2021-02-26,1.90023
2021-02-27,1.6627
2021-02-28,2.13776
2021-03-02,3.80047
2021-03-03,3.32541
2021-03-04,1.42517
2021-03-05,1.42517
2021-03-06,1.18764
2021-03-09,1.90023
2021-03-10,4.038
2021-03-11,3.56294
2021-03-12,2.13776
2021-03-14,1.18764
2021-03-15,3.56294
2021-03-16,4.038
2021-03-17,1.42517
2021-03-18,2.37529
2021-03-19,2.13776
2021-03-21,1.42517
2021-03-22,2.13776
2021-03-23,1.18764
2021-03-25,2.85035
2021-03-29,3.08788
2021-03-30,1.6627
2021-04-02,1.18764
2021-04-04,2.37529
2021-04-05,3.80047
2021-04-06,1.90023
2021-04-07,1.18764
2021-04-08,1.6627
2021-04-09,1.90023
2021-04-11,2.37529
2021-04-12,1.18764
2021-04-14,1.18764
2021-04-15,1.90023
2021-04-17,1.18764
2021-04-19,4.51306
2021-04-20,2.13776
2021-04-21,2.13776
2021-04-23,1.6627
2021-04-26,1.18764
2021-04-27,2.85035
2021-04-28,3.32541
2021-04-30,2.37529
2021-05-02,1.18764
2021-05-03,1.42517
2021-05-06,1.6627
2021-05-07,4.98812
2021-05-09,1.42517
2021-05-10,1.90023
2021-05-11,4.038
2021-05-13,2.13776
2021-05-16,1.42517
2021-05-17,1.90023
2021-05-18,1.18764
2021-05-20,1.90023
2021-05-21,1.6627
2021-05-23,1.18764
2021-05-24,4.27553
2021-05-25,1.6627
2021-05-26,3.32541
2021-05-28,1.42517
2021-05-30,3.32541
2021-05-31,1.6627
2021-06-02,1.42517
2021-06-03,1.42517
2021-06-04,1.6627
2021-06-07,1.90023
2021-06-08,1.42517
2021-06-09,1.42517
2021-06-10,1.18764
2021-06-11,2.37529
2021-06-12,1.42517
2021-06-14,4.27553
2021-06-15,1.6627
2021-06-17,2.37529
2021-06-19,1.90023
2021-06-21,3.08788
2021-06-22,2.37529
2021-06-23,2.61282
2021-06-24,1.6627
2021-06-25,1.6627
2021-06-28,1.42517
2021-06-29,1.42517
2021-06-30,2.37529
2021-07-01,2.85035
2021-07-02,1.18764
2021-07-03,2.37529
2021-07-04,1.6627
2021-07-06,1.18764
2021-07-07,1.42517
2021-07-09,1.18764
2021-07-10,1.18764
2021-07-12,1.18764
2021-07-16,1.18764
2021-07-18,1.6627
2021-07-19,2.37529
2021-07-20,2.37529
2021-07-21,2.85035
2021-07-22,2.37529
2021-07-23,1.42517
2021-07-26,2.61282
2021-07-30,3.08788
2021-08-02,3.32541
2021-08-03,2.61282
2021-08-05,3.80047
2021-08-06,1.6627
2021-08-07,1.18764
2021-08-09,6.4133
2021-08-10,3.80047
2021-08-11,3.08788
2021-08-12,1.42517
2021-08-13,3.56294
2021-08-14,2.37529
2021-08-15,1.18764
2021-08-16,2.37529
2021-08-17,4.98812
2021-08-18,3.08788
2021-08-19,1.90023
2021-08-20,3.32541
2021-08-21,1.18764
2021-08-23,3.08788
2021-08-24,4.27553
2021-08-25,3.56294
2021-08-26,2.85035
2021-08-27,1.18764
2021-08-30,1.18764
2021-08-31,2.13776
2021-09-02,1.6627
2021-09-04,2.37529
2021-09-05,1.18764
2021-09-08,1.6627
2021-09-10,1.18764
2021-09-13,2.85035
2021-09-16,1.6627
2021-09-17,1.6627
2021-09-23,1.42517
2021-09-28,1.90023
2021-09-29,3.32541
2021-10-01,1.18764
2021-10-05,3.56294
2021-10-08,1.6627
2021-10-12,2.13776
2021-10-13,1.18764
2021-10-18,1.42517
2021-10-19,1.90023
2021-10-21,2.13776
2021-10-22,1.42517
2021-10-27,1.42517
2021-10-28,2.13776
2021-10-29,2.61282
2021-10-31,1.42517
2021-11-02,3.80047
2021-11-03,2.85035
2021-11-04,1.42517
2021-11-05,1.6627
2021-11-08,2.37529
2021-11-09,2.13776
2021-11-10,4.27553
2021-11-11,1.42517
2021-11-12,1.42517
2021-11-13,2.61282
2021-11-15,2.61282
2021-11-16,3.32541
2021-11-17,2.61282
2021-11-19,1.18764
2021-11-21,1.18764
2021-11-22,1.42517
2021-11-23,2.85035
2021-11-24,2.37529
2021-11-25,2.13776
2021-11-27,8.31353
2021-11-28,10.4513
2021-11-29,8.31353
2021-11-30,1.6627
2021-12-01,2.61282
2021-12-02,1.42517
2021-12-03,2.37529
2021-12-04,3.32541
2021-12-05,1.90023
2021-12-06,3.08788
2021-12-07,4.038
2021-12-08,2.61282
2021-12-10,1.90023
2021-12-12,1.18764
2021-12-13,2.13776
2021-12-14,3.08788
2021-12-15,3.08788
2021-12-16,1.18764
2021-12-17,1.6627
2021-12-18,1.6627
2021-12-20,3.32541
2021-12-21,2.13776
2021-12-22,1.6627
2021-12-23,2.37529
2021-12-24,1.90023
2021-12-25,2.85035
2021-12-27,3.56294
2021-12-28,2.61282
2021-12-29,4.98812
2021-12-30,2.13776
2022-01-03,5.70071
2022-01-04,3.08788
2022-01-05,1.6627
2022-01-06,2.85035
2022-01-07,1.6627
2022-01-08,3.08788
2022-01-09,1.90023
2022-01-10,2.13776
2022-01-11,1.90023
2022-01-12,1.90023
2022-01-13,2.61282
2022-01-17,1.18764
2022-01-18,2.61282
2022-01-19,2.13776
2022-01-20,1.18764
2022-01-21,1.90023
2022-01-24,2.13776
2022-01-26,1.6627
2022-01-27,2.61282
2022-01-28,1.18764
2022-01-29,1.42517
2022-02-02,2.37529
2022-02-03,2.13776
2022-02-04,2.85035
2022-02-05,1.18764
2022-02-06,2.13776
2022-02-07,3.32541
2022-02-08,3.80047
2022-02-09,2.37529
2022-02-10,2.13776
2022-02-11,1.6627
2022-02-14,2.61282
2022-02-15,2.85035
2022-02-16,4.27553
2022-02-17,1.6627
2022-02-18,1.18764
2022-02-19,1.18764
2022-02-20,1.42517
2022-02-21,3.08788
2022-02-22,3.32541
2022-02-23,5.46318
2022-02-24,1.6627
2022-02-25,1.6627
2022-02-26,1.42517
2022-02-28,4.75059
2022-03-01,1.90023
2022-03-02,4.98812
2022-03-03,1.18764
2022-03-04,2.37529
2022-03-05,1.42517
2022-03-07,2.37529
2022-03-08,1.6627
2022-03-09,1.6627
2022-03-10,1.6627
2022-03-11,3.08788
2022-03-12,1.18764
2022-03-13,1.42517
2022-03-14,3.56294
2022-03-15,1.90023
2022-03-16,1.90023
2022-03-17,3.08788
2022-03-18,1.18764
2022-03-19,4.27553
2022-03-21,1.90023
2022-03-22,4.51306
2022-03-23,3.32541
2022-03-24,2.85035
2022-03-25,2.37529
2022-03-26,1.18764
2022-03-27,1.18764
2022-03-28,3.56294
2022-03-30,2.37529
2022-03-31,1.18764
2022-04-05,1.90023
2022-04-06,1.42517
2022-04-09,1.18764
2022-04-12,1.42517
2022-04-13,1.6627
2022-04-14,1.6627
2022-04-18,1.6627
2022-04-19,1.42517
2022-04-20,1.42517
2022-04-27,2.61282
2022-05-02,2.13776
2022-05-03,1.42517
2022-05-06,1.90023
2022-05-09,1.6627
2022-05-15,1.42517
2022-05-23,2.37529
2022-05-27,2.61282
2022-05-30,1.18764
2022-06-08,1.18764
2022-06-10,2.85035
2022-06-13,1.6627
2022-06-21,2.61282
2022-06-24,1.18764
2022-06-28,1.6627
2022-06-30,3.08788
2022-07-01,1.42517
2022-07-02,1.18764
2022-07-04,1.90023
2022-07-06,1.18764
2022-07-12,1.18764
2022-07-21,1.18764
2022-07-25,1.18764
2022-07-28,1.18764
2022-08-04,2.61282
2022-08-08,1.42517
2022-08-09,1.42517
2022-08-12,1.6627
2022-08-14,1.42517
2022-08-17,1.18764
2022-08-20,1.18764
2022-08-22,1.18764
2022-08-24,1.6627
2022-08-30,1.90023
2022-08-31,2.85035
2022-09-02,2.85035
2022-09-03,1.18764
2022-09-05,1.18764
2022-09-06,1.90023
2022-09-08,1.90023
2022-09-13,1.6627
2022-09-14,2.13776
2022-09-15,1.18764
2022-09-16,1.18764
2022-09-18,1.6627
2022-09-21,1.42517
2022-09-24,2.61282
2022-09-27,1.18764
2022-10-05,1.42517
2022-10-13,1.42517
2022-10-19,1.18764
2022-10-20,2.13776
2022-10-28,2.37529
2022-11-30,22.56532
2022-12-01,23.99049
2022-12-02,25.17814
2022-12-03,22.80285
2022-12-04,25.17814
2022-12-05,24.46555
2022-12-06,24.22802
2022-12-07,25.6532
2022-12-08,17.81472
2022-12-09,19.47743
2022-12-10,22.80285
2022-12-11,20.42755
2022-12-12,24.46555
2022-12-13,23.2779
2022-12-14,22.56532
2022-12-15,19.71496
2022-12-16,17.33966
2022-12-17,18.52731
2022-12-18,20.90261
2022-12-19,23.2779
2022-12-20,18.76484
2022-12-21,11.87648
2022-12-26,1.6627
2023-01-04,2.37529
2023-01-13,1.42517
2023-01-26,1.6627
2023-02-06,1.18764
2023-02-07,1.18764
2023-02-09,1.42517
2023-02-10,2.37529
2023-02-15,1.18764
2023-02-23,1.6627
2023-03-05,1.18764
2023-03-06,2.13776
2023-03-21,1.18764
2023-04-13,1.90023
2023-04-15,1.6627
2023-05-02,1.18764
2023-05-11,1.90023
2023-05-12,1.6627
2023-05-15,1.18764
2023-05-16,1.42517
2023-05-17,1.42517
2023-05-25,1.18764
2023-05-30,4.038
2023-06-05,1.6627
2023-06-14,1.42517
2023-06-15,1.6627
2023-06-20,2.13776
2023-06-21,1.42517
2023-06-23,2.37529
2023-06-30,1.42517
2023-07-01,4.038
2023-07-02,2.13776
2023-07-03,4.038
2023-07-04,1.90023
2023-07-06,1.6627
2023-07-09,2.13776
2023-07-10,2.61282
2023-07-11,8.31353
2023-07-12,11.63895
2023-07-13,5.70071
2023-07-14,8.78859
2023-07-17,13.53919
2023-07-21,1.90023
2023-07-22,1.6627
2023-07-23,1.42517
2023-07-24,1.18764
2023-07-25,1.6627
2023-07-26,3.08788
2023-07-27,4.27553
2023-07-28,1.18764
2023-07-30,1.18764
2023-07-31,1.42517
2023-08-01,1.42517
2023-08-02,2.13776
2023-08-03,1.90023
2023-08-07,4.98812
2023-08-08,2.61282
2023-08-09,4.51306
2023-08-10,7.36342
2023-08-11,1.18764
2023-08-12,1.6627
2023-08-14,1.18764
2023-08-16,3.56294
2023-08-17,4.27553
2023-08-18,8.076
2023-08-19,5.93824
2023-08-20,6.65083
2023-08-21,4.27553
2023-08-22,3.80047
2023-08-23,2.85035
2023-08-24,5.22565
2023-08-25,2.61282
2023-08-26,4.27553
2023-08-27,4.75059
2023-08-28,5.46318
2023-08-29,2.61282
2023-08-30,1.90023
2023-08-31,3.56294
2023-09-01,2.13776
2023-09-03,2.37529
2023-09-04,2.61282
2023-09-05,2.85035
2023-09-06,2.13776
2023-09-07,3.56294
2023-09-11,1.90023
2023-09-15,1.18764
2023-09-17,1.18764
2023-09-18,1.18764
2023-09-21,1.42517
2023-09-22,1.42517
2023-09-26,1.6627
2023-09-27,2.61282
2023-09-28,2.61282
2023-09-29,3.56294
2023-09-30,2.85035
2023-10-01,1.6627
2023-10-02,3.56294
2023-10-03,3.56294
2023-10-04,4.038
2023-10-05,3.56294
2023-10-06,3.80047
2023-10-07,1.90023
2023-10-09,3.56294
2023-10-10,2.37529
2023-10-11,1.90023
2023-10-12,1.90023
2023-10-13,1.18764
2023-10-15,2.13776
2023-10-16,3.32541
2023-10-17,2.37529
2023-10-18,2.37529
2023-10-19,1.90023
2023-10-20,1.90023
2023-10-21,1.90023
2023-10-22,2.37529
2023-10-23,9.02612
2023-10-24,13.53919
2023-10-25,13.06413
2023-10-26,11.40142
2023-10-27,8.55106
2023-10-28,8.78859
2023-10-29,9.02612
2023-10-30,6.65083
2023-10-31,3.80047
2023-11-01,3.08788
2023-11-02,3.32541
2023-11-03,4.038
2023-11-04,1.90023
2023-11-05,4.27553
2023-11-06,2.13776
2023-11-07,3.08788
2023-11-08,2.85035
2023-11-09,2.37529
2023-11-10,2.85035
2023-11-11,1.18764
2023-11-13,2.37529
2023-11-14,4.27553
2023-11-15,1.90023
2023-11-16,1.18764
2023-11-17,3.56294
2023-11-18,1.90023
2023-11-19,2.85035
2023-11-20,2.61282
2023-11-22,2.85035
2023-11-23,2.61282
2023-11-25,1.90023
2023-11-26,2.85035
2023-11-27,3.56294
2023-11-28,2.85035
2023-11-29,3.32541
2023-11-30,3.32541
2023-12-01,1.6627
2023-12-02,3.56294
2023-12-03,3.32541
2023-12-04,2.37529
2023-12-05,4.038
2023-12-06,2.13776
2023-12-07,4.27553
2023-12-08,1.6627
2023-12-09,3.56294
2023-12-10,8.55106
2023-12-11,7.36342
2023-12-12,5.70071
2023-12-13,5.70071
2023-12-14,4.51306
2023-12-15,4.038
2023-12-16,5.70071
2023-12-17,8.076
2023-12-18,6.4133
2023-12-19,6.4133
2023-12-20,5.93824
2023-12-21,4.75059
2023-12-22,5.22565
2023-12-23,6.17577
2023-12-24,6.17577
2023-12-25,5.70071
2023-12-26,4.038
2023-12-27,4.98812
2023-12-28,4.98812
2023-12-29,1.42517
2023-12-30,6.17577
2023-12-31,7.36342
2024-01-01,21.85273
2024-01-02,5.70071
2024-01-03,4.51306
2024-01-04,2.85035
2024-01-05,4.038
2024-01-06,6.4133
2024-01-07,6.88836
2024-01-08,5.22565
2024-01-09,3.32541
2024-01-10,4.51306
2024-01-11,4.038
2024-01-12,2.37529
2024-01-13,4.038
2024-01-14,6.17577
2024-01-15,5.22565
2024-01-16,3.80047
2024-01-17,5.70071
2024-01-18,32.0665
2024-01-19,62.4703
2024-01-20,60.57007
2024-01-21,47.50593
2024-01-22,47.2684
2024-01-23,40.8551
2024-01-24,61.04513
2024-01-25,64.8456
2024-01-26,89.31116
2024-01-27,91.92399
2024-01-28,76.0095
2024-01-29,87.41092
2024-01-30,74.82185
2024-01-31,63.65795
2024-02-01,57.24465
2024-02-02,54.86935
2024-02-03,64.37054
2024-02-04,76.72209
2024-02-05,71.2589
2024-02-06,76.95961
2024-02-07,63.89548
2024-02-08,53.20665
2024-02-09,54.86935
2024-02-10,63.18289
2024-02-11,69.59619
2024-02-12,76.72209
2024-02-13,76.95961
2024-02-14,74.34679
2024-02-15,76.48456
2024-02-16,59.38242
2024-02-17,48.69358
2024-02-18,52.019
2024-02-19,49.16864
2024-02-20,47.98099
2024-02-21,66.50831
2024-02-22,71.49643
2024-02-23,67.45843
2024-02-24,67.2209
2024-02-25,74.10926
2024-02-26,71.97149
2024-02-27,63.65795
2024-02-28,57.00712
2024-02-29,58.90736
2024-03-01,67.69596
2024-03-02,58.19477
2024-03-03,21.37767
2024-03-04,54.63182
2024-03-05,84.32304
2024-03-06,85.51068
2024-03-07,86.22327
2024-03-08,79.57244
2024-03-09,81.47268
2024-03-10,86.93586
2024-03-11,75.53444
2024-03-12,78.62232
2024-03-13,100.0
2024-03-14,87.64845
2024-03-15,86.4608
2024-03-16,88.36104
2024-03-17,68.88361
2024-03-18,52.96912
2024-03-19,43.70546
2024-03-20,48.93111
