date,미국채ETF
2021-03-31,3.33333
2021-04-01,2.5641
2021-04-02,5.38461
2021-04-03,2.30769
2021-04-04,1.79487
2021-04-05,1.53846
2021-04-06,2.82051
2021-04-07,4.10256
2021-04-08,2.05128
2021-04-09,1.53846
2021-04-11,1.28205
2021-04-13,1.28205
2021-04-14,1.28205
2021-04-15,2.30769
2021-04-16,2.30769
2021-04-17,3.07692
2021-04-18,3.07692
2021-04-19,3.07692
2021-04-20,4.87179
2021-04-21,4.87179
2021-04-22,4.61538
2021-04-23,3.33333
2021-04-24,1.28205
2021-04-27,2.30769
2021-04-29,1.28205
2021-05-02,6.15384
2021-05-03,3.33333
2021-05-06,3.07692
2021-05-08,1.53846
2021-05-12,4.61538
2021-05-13,2.30769
2021-05-14,1.28205
2021-05-16,1.28205
2021-05-18,1.28205
2021-05-20,3.33333
2021-05-22,1.28205
2021-05-25,2.5641
2021-05-26,1.79487
2021-05-28,1.28205
2021-05-29,1.28205
2021-05-31,1.28205
2021-06-09,1.28205
2021-06-18,1.28205
2021-06-19,3.84615
2021-06-22,2.05128
2021-06-23,1.28205
2021-06-26,1.79487
2021-06-29,1.28205
2021-06-30,1.28205
2021-07-01,1.28205
2021-07-09,1.28205
2021-07-12,1.53846
2021-07-13,3.58974
2021-07-14,3.58974
2021-07-15,1.28205
2021-07-17,1.28205
2021-07-18,1.79487
2021-07-19,3.33333
2021-07-20,6.41025
2021-07-21,1.28205
2021-07-22,5.1282
2021-07-24,3.07692
2021-07-25,3.07692
2021-07-27,2.82051
2021-07-28,2.5641
2021-07-31,2.05128
2021-08-03,3.07692
2021-08-04,1.28205
2021-08-11,3.07692
2021-08-12,1.79487
2021-08-13,1.79487
2021-08-15,3.07692
2021-08-16,1.53846
2021-08-17,3.58974
2021-08-18,3.33333
2021-08-19,1.53846
2021-08-20,1.28205
2021-08-21,1.28205
2021-08-23,2.05128
2021-08-24,4.10256
2021-08-25,2.5641
2021-08-26,2.05128
2021-08-27,1.28205
2021-09-03,1.53846
2021-09-04,2.05128
2021-09-10,1.28205
2021-09-11,1.53846
2021-09-14,1.28205
2021-09-15,2.05128
2021-09-24,3.07692
2021-09-25,1.53846
2021-09-28,4.61538
2021-09-29,7.17948
2021-09-30,4.87179
2021-10-01,1.28205
2021-10-03,1.28205
2021-10-05,2.5641
2021-10-06,3.84615
2021-10-07,1.53846
2021-10-08,4.10256
2021-10-12,2.5641
2021-10-18,1.53846
2021-10-19,1.53846
2021-10-21,4.35897
2021-10-23,1.53846
2021-10-24,1.79487
2021-10-25,3.07692
2021-10-26,3.84615
2021-10-27,1.53846
2021-10-28,3.07692
2021-10-31,1.53846
2021-11-01,1.79487
2021-11-02,1.28205
2021-11-03,2.30769
2021-11-04,1.53846
2021-11-05,1.53846
2021-11-07,1.53846
2021-11-08,2.05128
2021-11-09,1.79487
2021-11-10,1.79487
2021-11-11,2.05128
2021-11-12,1.28205
2021-11-15,2.82051
2021-11-16,1.28205
2021-11-18,1.53846
2021-11-23,1.79487
2021-11-26,1.53846
2021-11-27,1.79487
2021-11-29,1.79487
2021-11-30,2.05128
2021-12-03,4.10256
2021-12-05,1.28205
2021-12-06,2.5641
2021-12-07,2.05128
2021-12-08,1.28205
2021-12-10,2.05128
2021-12-11,1.53846
2021-12-12,1.53846
2021-12-13,2.82051
2021-12-14,1.28205
2021-12-21,1.53846
2021-12-22,1.28205
2021-12-23,2.30769
2021-12-24,1.28205
2021-12-27,5.1282
2021-12-28,1.28205
2021-12-29,1.79487
2021-12-30,1.53846
2022-01-03,1.28205
2022-01-04,3.33333
2022-01-05,1.28205
2022-01-06,4.10256
2022-01-08,2.05128
2022-01-09,5.1282
2022-01-10,8.71794
2022-01-11,6.66666
2022-01-13,1.28205
2022-01-14,1.28205
2022-01-15,2.82051
2022-01-16,1.53846
2022-01-17,1.53846
2022-01-18,1.28205
2022-01-19,6.41025
2022-01-20,3.58974
2022-01-21,1.79487
2022-01-22,1.79487
2022-01-23,3.07692
2022-01-24,4.87179
2022-01-25,4.10256
2022-01-26,1.28205
2022-01-28,1.28205
2022-01-29,1.28205
2022-01-30,1.53846
2022-01-31,1.53846
2022-02-01,3.84615
2022-02-02,2.05128
2022-02-04,2.05128
2022-02-05,2.30769
2022-02-07,3.84615
2022-02-08,1.79487
2022-02-09,2.05128
2022-02-10,1.28205
2022-02-11,5.89743
2022-02-12,1.79487
2022-02-13,3.33333
2022-02-14,2.5641
2022-02-15,3.33333
2022-02-16,1.53846
2022-02-17,1.53846
2022-02-18,3.33333
2022-02-19,1.28205
2022-02-20,1.28205
2022-02-21,2.30769
2022-02-27,1.28205
2022-03-01,1.28205
2022-03-07,2.05128
2022-03-11,1.28205
2022-03-13,1.79487
2022-03-15,1.53846
2022-03-17,5.1282
2022-03-18,4.35897
2022-03-20,1.79487
2022-03-21,2.05128
2022-03-22,3.07692
2022-03-23,5.89743
2022-03-25,3.58974
2022-03-28,1.79487
2022-03-29,1.53846
2022-03-30,5.89743
2022-03-31,1.28205
2022-04-01,1.28205
2022-04-02,2.05128
2022-04-03,1.28205
2022-04-04,2.05128
2022-04-06,5.1282
2022-04-07,5.64102
2022-04-08,3.58974
2022-04-11,3.07692
2022-04-12,4.35897
2022-04-13,4.87179
2022-04-14,4.35897
2022-04-15,2.30769
2022-04-16,1.28205
2022-04-17,3.33333
2022-04-18,3.33333
2022-04-19,2.05128
2022-04-20,4.87179
2022-04-21,3.58974
2022-04-22,5.1282
2022-04-23,3.58974
2022-04-24,5.1282
2022-04-25,9.48717
2022-04-26,3.58974
2022-04-27,5.1282
2022-04-28,4.61538
2022-04-30,1.79487
2022-05-01,3.84615
2022-05-02,5.38461
2022-05-03,6.15384
2022-05-04,1.79487
2022-05-05,1.79487
2022-05-06,6.92307
2022-05-07,2.05128
2022-05-08,1.79487
2022-05-09,5.1282
2022-05-10,4.61538
2022-05-11,2.05128
2022-05-12,4.61538
2022-05-13,4.35897
2022-05-15,2.82051
2022-05-16,3.07692
2022-05-17,1.79487
2022-05-18,2.5641
2022-05-19,1.28205
2022-05-22,2.30769
2022-05-23,1.28205
2022-05-24,1.53846
2022-05-25,1.79487
2022-05-28,1.79487
2022-05-30,3.07692
2022-06-02,3.33333
2022-06-05,1.53846
2022-06-06,2.05128
2022-06-09,1.53846
2022-06-10,2.05128
2022-06-11,2.05128
2022-06-13,6.66666
2022-06-14,7.43589
2022-06-15,6.15384
2022-06-16,4.10256
2022-06-17,3.58974
2022-06-19,3.07692
2022-06-20,1.28205
2022-06-22,3.84615
2022-06-23,1.28205
2022-06-24,1.28205
2022-06-25,1.28205
2022-06-26,2.05128
2022-06-28,1.79487
2022-07-01,1.79487
2022-07-02,1.28205
2022-07-05,1.53846
2022-07-06,2.05128
2022-07-07,3.84615
2022-07-08,2.5641
2022-07-13,4.61538
2022-07-14,1.28205
2022-07-15,3.58974
2022-07-16,2.30769
2022-07-18,2.5641
2022-07-21,3.33333
2022-07-22,3.58974
2022-07-24,1.28205
2022-07-25,1.53846
2022-07-26,1.79487
2022-07-27,3.07692
2022-07-28,1.28205
2022-07-29,2.05128
2022-07-30,1.28205
2022-07-31,1.28205
2022-08-01,1.28205
2022-08-02,4.35897
2022-08-03,1.28205
2022-08-04,1.53846
2022-08-05,1.53846
2022-08-06,2.82051
2022-08-07,1.53846
2022-08-10,5.64102
2022-08-12,4.87179
2022-08-13,1.53846
2022-08-14,1.79487
2022-08-15,4.35897
2022-08-16,4.10256
2022-08-17,3.58974
2022-08-18,1.53846
2022-08-19,1.79487
2022-08-20,2.5641
2022-08-22,2.05128
2022-08-23,4.87179
2022-08-24,1.53846
2022-08-25,3.33333
2022-08-26,1.28205
2022-08-27,1.79487
2022-08-28,3.84615
2022-08-29,8.20512
2022-08-30,4.87179
2022-08-31,1.79487
2022-09-01,3.07692
2022-09-02,4.87179
2022-09-04,1.28205
2022-09-05,1.28205
2022-09-06,2.30769
2022-09-07,4.61538
2022-09-08,5.1282
2022-09-09,1.53846
2022-09-10,2.30769
2022-09-11,3.33333
2022-09-12,2.5641
2022-09-13,8.46153
2022-09-14,8.71794
2022-09-15,10.51282
2022-09-16,6.66666
2022-09-17,6.66666
2022-09-18,4.10256
2022-09-19,8.97435
2022-09-20,12.05128
2022-09-21,7.94871
2022-09-22,20.51282
2022-09-23,15.64102
2022-09-24,13.33333
2022-09-25,13.84615
2022-09-26,15.89743
2022-09-27,19.23076
2022-09-28,23.33333
2022-09-29,14.61538
2022-09-30,13.33333
2022-10-01,9.23076
2022-10-02,14.10256
2022-10-03,15.1282
2022-10-04,15.1282
2022-10-05,10.25641
2022-10-06,12.30769
2022-10-07,7.17948
2022-10-08,7.43589
2022-10-09,5.38461
2022-10-10,11.53846
2022-10-11,17.17948
2022-10-12,17.43589
2022-10-13,16.41025
2022-10-14,13.07692
2022-10-15,8.71794
2022-10-16,12.5641
2022-10-17,18.20512
2022-10-18,16.66666
2022-10-19,22.05128
2022-10-20,26.92307
2022-10-21,19.74358
2022-10-22,13.58974
2022-10-23,8.20512
2022-10-24,12.30769
2022-10-25,16.92307
2022-10-26,19.74358
2022-10-27,14.87179
2022-10-28,16.41025
2022-10-29,16.92307
2022-10-30,12.05128
2022-10-31,15.64102
2022-11-01,16.92307
2022-11-02,10.76923
2022-11-03,22.5641
2022-11-04,18.97435
2022-11-05,10.25641
2022-11-06,15.1282
2022-11-07,18.71794
2022-11-08,19.74358
2022-11-09,14.87179
2022-11-10,11.79487
2022-11-11,17.6923
2022-11-12,10.25641
2022-11-13,9.23076
2022-11-14,11.53846
2022-11-15,18.46153
2022-11-16,18.97435
2022-11-17,19.74358
2022-11-18,12.5641
2022-11-19,8.20512
2022-11-20,8.97435
2022-11-21,10.51282
2022-11-22,8.97435
2022-11-23,12.05128
2022-11-24,12.5641
2022-11-25,10.0
2022-11-26,5.89743
2022-11-27,5.64102
2022-11-28,12.82051
2022-11-29,13.58974
2022-11-30,10.51282
2022-12-01,14.87179
2022-12-02,13.07692
2022-12-03,7.94871
2022-12-04,7.94871
2022-12-05,11.28205
2022-12-06,9.48717
2022-12-07,11.28205
2022-12-08,17.6923
2022-12-09,8.97435
2022-12-10,4.61538
2022-12-11,6.92307
2022-12-12,6.41025
2022-12-13,12.30769
2022-12-14,15.1282
2022-12-15,6.41025
2022-12-16,11.02564
2022-12-17,4.61538
2022-12-18,9.48717
2022-12-19,8.46153
2022-12-20,15.64102
2022-12-21,12.82051
2022-12-22,12.5641
2022-12-23,14.35897
2022-12-24,7.6923
2022-12-25,13.07692
2022-12-26,10.76923
2022-12-27,10.76923
2022-12-28,13.33333
2022-12-29,15.38461
2022-12-30,9.48717
2022-12-31,11.28205
2023-01-01,10.25641
2023-01-02,13.33333
2023-01-03,16.66666
2023-01-04,12.30769
2023-01-05,13.07692
2023-01-06,7.94871
2023-01-07,32.30769
2023-01-08,24.35897
2023-01-09,24.61538
2023-01-10,22.30769
2023-01-11,31.79487
2023-01-12,22.82051
2023-01-13,21.02564
2023-01-14,14.35897
2023-01-15,16.41025
2023-01-16,16.41025
2023-01-17,16.66666
2023-01-18,11.28205
2023-01-19,14.61538
2023-01-20,14.10256
2023-01-21,5.1282
2023-01-22,6.41025
2023-01-23,8.20512
2023-01-24,16.15384
2023-01-25,16.41025
2023-01-26,9.74358
2023-01-27,11.79487
2023-01-28,11.28205
2023-01-29,11.28205
2023-01-30,15.38461
2023-01-31,10.25641
2023-02-01,11.79487
2023-02-02,15.89743
2023-02-03,20.76923
2023-02-04,21.53846
2023-02-05,14.87179
2023-02-06,23.84615
2023-02-07,24.61538
2023-02-08,22.5641
2023-02-09,16.92307
2023-02-10,15.38461
2023-02-11,12.5641
2023-02-12,14.61538
2023-02-13,14.10256
2023-02-14,13.58974
2023-02-15,22.82051
2023-02-16,21.28205
2023-02-17,31.53846
2023-02-18,18.20512
2023-02-19,14.87179
2023-02-20,16.66666
2023-02-21,23.58974
2023-02-22,38.20512
2023-02-23,23.58974
2023-02-24,21.02564
2023-02-25,26.41025
2023-02-26,19.48717
2023-02-27,26.66666
2023-02-28,34.61538
2023-03-01,27.43589
2023-03-02,45.38461
2023-03-03,35.89743
2023-03-04,16.41025
2023-03-05,12.05128
2023-03-06,14.61538
2023-03-07,20.51282
2023-03-08,45.1282
2023-03-09,23.33333
2023-03-10,24.10256
2023-03-11,17.17948
2023-03-12,16.92307
2023-03-13,38.20512
2023-03-14,67.6923
2023-03-15,73.33333
2023-03-16,54.87179
2023-03-17,37.17948
2023-03-18,33.07692
2023-03-19,28.20512
2023-03-20,47.6923
2023-03-21,35.38461
2023-03-22,48.20512
2023-03-23,57.17948
2023-03-24,52.5641
2023-03-25,23.84615
2023-03-26,35.1282
2023-03-27,63.33333
2023-03-28,65.89743
2023-03-29,42.82051
2023-03-30,28.46153
2023-03-31,30.76923
2023-04-01,17.6923
2023-04-02,23.58974
2023-04-03,34.87179
2023-04-04,38.71794
2023-04-05,30.0
2023-04-06,31.79487
2023-04-07,25.64102
2023-04-08,13.58974
2023-04-09,11.02564
2023-04-10,22.30769
2023-04-11,23.33333
2023-04-12,20.76923
2023-04-13,24.87179
2023-04-14,18.46153
2023-04-15,13.84615
2023-04-16,15.64102
2023-04-17,26.66666
2023-04-18,32.05128
2023-04-19,27.17948
2023-04-20,20.0
2023-04-21,17.94871
2023-04-22,12.82051
2023-04-23,11.53846
2023-04-24,21.79487
2023-04-25,16.92307
2023-04-26,21.28205
2023-04-27,17.17948
2023-04-28,12.5641
2023-04-29,8.46153
2023-04-30,5.89743
2023-05-01,7.17948
2023-05-02,16.92307
2023-05-03,15.38461
2023-05-04,24.35897
2023-05-05,11.53846
2023-05-06,14.10256
2023-05-07,11.02564
2023-05-08,18.46153
2023-05-09,14.87179
2023-05-10,13.07692
2023-05-11,15.89743
2023-05-12,10.0
2023-05-13,8.46153
2023-05-14,6.92307
2023-05-15,17.17948
2023-05-16,12.82051
2023-05-17,14.87179
2023-05-18,15.38461
2023-05-19,20.51282
2023-05-20,10.51282
2023-05-21,8.71794
2023-05-22,23.07692
2023-05-23,24.87179
2023-05-24,24.10256
2023-05-25,25.38461
2023-05-26,21.79487
2023-05-27,14.10256
2023-05-28,10.76923
2023-05-29,15.64102
2023-05-30,15.64102
2023-05-31,16.66666
2023-06-01,15.89743
2023-06-02,14.87179
2023-06-03,8.71794
2023-06-04,4.87179
2023-06-05,15.1282
2023-06-06,6.15384
2023-06-07,10.25641
2023-06-08,12.82051
2023-06-09,13.33333
2023-06-10,9.74358
2023-06-11,5.38461
2023-06-12,9.74358
2023-06-13,13.58974
2023-06-14,17.6923
2023-06-15,15.64102
2023-06-16,14.61538
2023-06-17,7.43589
2023-06-18,8.71794
2023-06-19,12.82051
2023-06-20,21.79487
2023-06-21,12.5641
2023-06-22,18.71794
2023-06-23,16.92307
2023-06-24,9.23076
2023-06-25,7.6923
2023-06-26,11.28205
2023-06-27,10.0
2023-06-28,11.02564
2023-06-29,14.87179
2023-06-30,17.17948
2023-07-01,13.33333
2023-07-02,13.58974
2023-07-03,14.61538
2023-07-04,17.6923
2023-07-05,12.5641
2023-07-06,22.82051
2023-07-07,34.10256
2023-07-08,13.33333
2023-07-09,12.82051
2023-07-10,28.71794
2023-07-11,23.33333
2023-07-12,17.94871
2023-07-13,25.1282
2023-07-14,18.97435
2023-07-15,11.28205
2023-07-16,13.58974
2023-07-17,14.35897
2023-07-18,19.23076
2023-07-19,18.71794
2023-07-20,13.84615
2023-07-21,14.35897
2023-07-22,8.46153
2023-07-23,12.30769
2023-07-24,10.51282
2023-07-25,19.23076
2023-07-26,14.35897
2023-07-27,24.10256
2023-07-28,35.89743
2023-07-29,15.1282
2023-07-30,15.64102
2023-07-31,25.1282
2023-08-01,32.30769
2023-08-02,38.20512
2023-08-03,44.35897
2023-08-04,86.66666
2023-08-05,33.84615
2023-08-06,29.23076
2023-08-07,43.07692
2023-08-08,46.92307
2023-08-09,34.10256
2023-08-10,29.23076
2023-08-11,29.48717
2023-08-12,19.74358
2023-08-13,24.61538
2023-08-14,25.89743
2023-08-15,27.17948
2023-08-16,33.84615
2023-08-17,55.1282
2023-08-18,65.38461
2023-08-19,23.07692
2023-08-20,14.61538
2023-08-21,41.79487
2023-08-22,50.25641
2023-08-23,49.23076
2023-08-24,28.97435
2023-08-25,30.51282
2023-08-26,14.87179
2023-08-27,14.10256
2023-08-28,23.58974
2023-08-29,24.87179
2023-08-30,18.71794
2023-08-31,18.71794
2023-09-01,19.74358
2023-09-02,10.25641
2023-09-03,9.74358
2023-09-04,18.97435
2023-09-05,18.71794
2023-09-06,26.15384
2023-09-07,19.48717
2023-09-08,16.15384
2023-09-09,6.92307
2023-09-10,10.76923
2023-09-11,15.38461
2023-09-12,12.05128
2023-09-13,13.33333
2023-09-14,12.82051
2023-09-15,15.64102
2023-09-16,8.46153
2023-09-17,5.64102
2023-09-18,13.33333
2023-09-19,19.23076
2023-09-20,23.33333
2023-09-21,28.97435
2023-09-22,38.20512
2023-09-23,19.48717
2023-09-24,20.0
2023-09-25,29.48717
2023-09-26,43.58974
2023-09-27,29.23076
2023-09-28,20.51282
2023-09-29,14.35897
2023-09-30,12.5641
2023-10-01,13.58974
2023-10-02,12.5641
2023-10-03,36.92307
2023-10-04,100.0
2023-10-05,65.64102
2023-10-06,40.25641
2023-10-07,25.38461
2023-10-08,16.66666
2023-10-09,22.5641
2023-10-10,30.76923
2023-10-11,32.82051
2023-10-12,22.82051
2023-10-13,24.87179
2023-10-14,11.28205
2023-10-15,9.74358
2023-10-16,22.05128
2023-10-17,19.48717
2023-10-18,31.53846
2023-10-19,62.30769
2023-10-20,77.6923
2023-10-21,48.71794
2023-10-22,26.41025
2023-10-23,56.41025
2023-10-24,46.92307
2023-10-25,32.30769
2023-10-26,39.74358
2023-10-27,27.6923
2023-10-28,14.87179
2023-10-29,16.66666
2023-10-30,32.05128
2023-10-31,29.23076
2023-11-01,35.38461
2023-11-02,35.64102
2023-11-03,34.35897
2023-11-04,16.66666
2023-11-05,13.84615
2023-11-06,28.71794
2023-11-07,20.0
2023-11-08,24.87179
2023-11-09,25.64102
2023-11-10,27.6923
2023-11-11,11.02564
2023-11-12,8.97435
2023-11-13,21.53846
2023-11-14,21.28205
2023-11-15,23.58974
2023-11-16,19.74358
2023-11-17,15.38461
2023-11-18,13.58974
2023-11-19,7.6923
2023-11-20,23.07692
2023-11-21,20.25641
2023-11-22,20.0
2023-11-23,18.97435
2023-11-24,13.07692
2023-11-25,10.0
2023-11-26,7.94871
2023-11-27,23.84615
2023-11-28,18.71794
2023-11-29,20.76923
2023-11-30,26.92307
2023-12-01,21.28205
2023-12-02,12.30769
2023-12-03,14.35897
2023-12-04,17.94871
2023-12-05,22.5641
2023-12-06,25.89743
2023-12-07,22.82051
2023-12-08,20.25641
2023-12-09,14.35897
2023-12-10,11.53846
2023-12-11,19.23076
2023-12-12,20.25641
2023-12-13,21.79487
2023-12-14,44.61538
2023-12-15,33.07692
2023-12-16,13.84615
2023-12-17,12.05128
2023-12-18,17.17948
2023-12-19,22.05128
2023-12-20,23.33333
2023-12-21,19.74358
2023-12-22,19.48717
2023-12-23,8.97435
2023-12-24,12.82051
2023-12-25,14.87179
2023-12-26,28.46153
2023-12-27,33.07692
2023-12-28,33.84615
2023-12-29,16.15384
2023-12-30,10.0
2023-12-31,11.53846
2024-01-01,18.46153
2024-01-02,31.53846
2024-01-03,34.35897
2024-01-04,27.94871
2024-01-05,34.35897
2024-01-06,29.74358
2024-01-07,26.41025
2024-01-08,36.41025
2024-01-09,37.94871
2024-01-10,29.74358
2024-01-11,31.02564
2024-01-12,21.53846
2024-01-13,14.10256
2024-01-14,11.53846
2024-01-15,21.02564
2024-01-16,22.30769
2024-01-17,29.74358
2024-01-18,24.61538
2024-01-19,20.76923
2024-01-20,16.92307
2024-01-21,14.35897
2024-01-22,21.79487
2024-01-23,27.43589
2024-01-24,22.30769
2024-01-25,24.35897
2024-01-26,17.6923
2024-01-27,16.15384
2024-01-28,15.1282
2024-01-29,23.07692
2024-01-30,28.97435
2024-01-31,25.64102
2024-02-01,21.53846
2024-02-02,28.97435
2024-02-03,19.74358
2024-02-04,15.89743
2024-02-05,27.17948
2024-02-06,33.33333
2024-02-07,21.79487
2024-02-08,26.41025
2024-02-09,13.33333
2024-02-10,15.1282
2024-02-11,13.84615
2024-02-12,17.94871
2024-02-13,29.23076
2024-02-14,35.89743
2024-02-15,27.43589
2024-02-16,25.64102
2024-02-17,15.89743
2024-02-18,17.94871
2024-02-19,18.71794
2024-02-20,26.92307
2024-02-21,25.1282
2024-02-22,31.79487
2024-02-23,31.79487
2024-02-24,14.61538
2024-02-25,18.46153
2024-02-26,35.38461
2024-02-27,27.6923
2024-02-28,31.28205
2024-02-29,27.17948
2024-03-01,18.46153
2024-03-02,17.17948
2024-03-03,17.17948
2024-03-04,33.07692
2024-03-05,31.53846
2024-03-06,26.66666
2024-03-07,23.84615
2024-03-08,30.25641
2024-03-09,14.61538
2024-03-10,15.1282
2024-03-11,27.6923
2024-03-12,28.20512
2024-03-13,25.38461
2024-03-14,24.10256
2024-03-15,18.46153
2024-03-16,13.07692
2024-03-17,13.33333
2024-03-18,19.74358
2024-03-19,30.76923
2024-03-20,22.30769
