date,은행예금금리
2021-01-14,5.98911
2021-01-15,5.95281
2021-01-16,3.37568
2021-01-17,3.44827
2021-01-18,6.40653
2021-01-19,5.80762
2021-01-20,5.62613
2021-01-21,5.60798
2021-01-22,6.49727
2021-01-23,3.84754
2021-01-24,3.62976
2021-01-25,6.53357
2021-01-26,4.90018
2021-01-27,5.60798
2021-01-28,6.11615
2021-01-29,5.58983
2021-01-30,3.41197
2021-01-31,4.6098
2021-02-01,7.33212
2021-02-02,6.17059
2021-02-03,6.098
2021-02-04,5.95281
2021-02-05,6.66061
2021-02-06,3.59346
2021-02-07,3.66606
2021-02-08,6.33393
2021-02-09,5.42649
2021-02-10,5.51724
2021-02-11,2.79491
2021-02-12,2.83121
2021-02-13,3.28493
2021-02-14,5.22686
2021-02-15,7.27767
2021-02-16,6.42468
2021-02-17,5.97096
2021-02-18,4.80943
2021-02-19,4.5735
2021-02-20,3.08529
2021-02-21,3.37568
2021-02-22,5.55353
2021-02-23,5.3539
2021-02-24,4.93647
2021-02-25,5.98911
2021-02-26,5.40834
2021-02-27,3.43012
2021-02-28,3.77495
2021-03-01,4.02903
2021-03-02,5.39019
2021-03-03,6.11615
2021-03-04,5.48094
2021-03-05,4.70054
2021-03-06,2.84936
2021-03-07,2.92196
2021-03-08,5.22686
2021-03-09,5.93466
2021-03-10,5.75317
2021-03-11,5.3539
2021-03-12,4.95462
2021-03-13,2.81306
2021-03-14,3.77495
2021-03-15,6.15245
2021-03-16,4.70054
2021-03-17,5.69872
2021-03-18,5.00907
2021-03-19,3.95644
2021-03-20,3.7205
2021-03-21,4.06533
2021-03-22,5.75317
2021-03-23,5.60798
2021-03-24,4.73684
2021-03-25,5.39019
2021-03-26,4.41016
2021-03-27,2.63157
2021-03-28,3.17604
2021-03-29,5.00907
2021-03-30,5.62613
2021-03-31,6.15245
2021-04-01,6.37023
2021-04-02,4.6098
2021-04-03,2.57713
2021-04-04,2.77676
2021-04-05,5.00907
2021-04-06,5.17241
2021-04-07,4.5009
2021-04-08,3.8294
2021-04-09,4.02903
2021-04-10,2.05081
2021-04-11,2.05081
2021-04-12,4.21052
2021-04-13,3.81125
2021-04-14,4.15607
2021-04-15,3.95644
2021-04-16,3.84754
2021-04-17,1.99637
2021-04-18,2.2323
2021-04-19,4.01088
2021-04-20,3.95644
2021-04-21,3.43012
2021-04-22,3.48457
2021-04-23,4.04718
2021-04-24,1.70598
2021-04-25,2.52268
2021-04-26,4.26497
2021-04-27,3.95644
2021-04-28,3.10344
2021-04-29,3.32123
2021-04-30,2.79491
2021-05-01,2.03266
2021-05-02,2.3049
2021-05-03,3.62976
2021-05-04,3.0127
2021-05-05,2.2686
2021-05-06,3.64791
2021-05-07,3.24863
2021-05-08,2.2686
2021-05-09,2.34119
2021-05-10,4.19237
2021-05-11,3.86569
2021-05-12,3.86569
2021-05-13,3.8294
2021-05-14,3.15789
2021-05-15,2.28675
2021-05-16,2.48638
2021-05-17,3.46642
2021-05-18,3.41197
2021-05-19,2.59528
2021-05-20,4.82758
2021-05-21,3.50272
2021-05-22,2.25045
2021-05-23,2.43194
2021-05-24,3.46642
2021-05-25,4.51905
2021-05-26,4.62794
2021-05-27,4.51905
2021-05-28,3.37568
2021-05-29,2.14156
2021-05-30,2.21415
2021-05-31,4.08348
2021-06-01,4.21052
2021-06-02,3.7568
2021-06-03,3.7568
2021-06-04,2.9764
2021-06-05,1.79673
2021-06-06,2.2686
2021-06-07,3.77495
2021-06-08,2.79491
2021-06-09,2.61343
2021-06-10,2.86751
2021-06-11,3.66606
2021-06-12,1.70598
2021-06-13,1.65154
2021-06-14,3.19419
2021-06-15,2.9764
2021-06-16,3.33938
2021-06-17,3.52087
2021-06-18,3.23049
2021-06-19,1.90562
2021-06-20,1.56079
2021-06-21,2.99455
2021-06-22,2.84936
2021-06-23,3.0127
2021-06-24,2.9764
2021-06-25,2.9764
2021-06-26,1.79673
2021-06-27,1.79673
2021-06-28,3.92014
2021-06-29,3.21234
2021-06-30,3.10344
2021-07-01,3.37568
2021-07-02,3.10344
2021-07-03,2.06896
2021-07-04,2.01451
2021-07-05,3.52087
2021-07-06,3.44827
2021-07-07,2.79491
2021-07-08,2.79491
2021-07-09,2.79491
2021-07-10,1.86932
2021-07-11,2.12341
2021-07-12,2.86751
2021-07-13,3.0127
2021-07-14,2.70417
2021-07-15,2.59528
2021-07-16,2.75862
2021-07-17,1.70598
2021-07-18,1.86932
2021-07-19,2.9401
2021-07-20,3.17604
2021-07-21,2.63157
2021-07-22,2.39564
2021-07-23,2.77676
2021-07-24,1.85117
2021-07-25,2.2323
2021-07-26,2.84936
2021-07-27,3.44827
2021-07-28,2.75862
2021-07-29,2.95825
2021-07-30,2.88566
2021-07-31,1.32486
2021-08-01,2.10526
2021-08-02,2.84936
2021-08-03,3.03085
2021-08-04,3.19419
2021-08-05,2.63157
2021-08-06,2.74047
2021-08-07,1.39745
2021-08-08,1.34301
2021-08-09,2.83121
2021-08-10,3.10344
2021-08-11,3.30308
2021-08-12,2.37749
2021-08-13,2.32304
2021-08-14,1.36116
2021-08-15,1.54264
2021-08-16,2.12341
2021-08-17,2.86751
2021-08-18,2.75862
2021-08-19,2.83121
2021-08-20,2.88566
2021-08-21,1.5245
2021-08-22,1.85117
2021-08-23,3.39382
2021-08-24,3.15789
2021-08-25,2.9401
2021-08-26,7.60435
2021-08-27,6.26134
2021-08-28,3.33938
2021-08-29,4.6098
2021-08-30,8.25771
2021-08-31,7.73139
2021-09-01,8.85662
2021-09-02,7.29582
2021-09-03,6.33393
2021-09-04,3.03085
2021-09-05,3.0127
2021-09-06,4.97277
2021-09-07,4.68239
2021-09-08,4.5735
2021-09-09,4.11978
2021-09-10,3.62976
2021-09-11,2.48638
2021-09-12,2.37749
2021-09-13,4.21052
2021-09-14,3.55716
2021-09-15,3.88384
2021-09-16,3.06715
2021-09-17,2.48638
2021-09-18,1.70598
2021-09-19,1.96007
2021-09-20,1.66969
2021-09-21,2.2323
2021-09-22,2.66787
2021-09-23,5.68058
2021-09-24,4.02903
2021-09-25,2.34119
2021-09-26,2.45009
2021-09-27,4.10163
2021-09-28,3.97459
2021-09-29,3.8294
2021-09-30,4.02903
2021-10-01,3.88384
2021-10-02,1.96007
2021-10-03,2.2323
2021-10-04,2.86751
2021-10-05,3.86569
2021-10-06,4.08348
2021-10-07,4.04718
2021-10-08,2.81306
2021-10-09,1.70598
2021-10-10,1.54264
2021-10-11,1.94192
2021-10-12,2.90381
2021-10-13,2.75862
2021-10-14,2.81306
2021-10-15,2.72232
2021-10-16,1.30671
2021-10-17,1.94192
2021-10-18,3.35753
2021-10-19,3.57531
2021-10-20,3.049
2021-10-21,3.41197
2021-10-22,2.74047
2021-10-23,1.50635
2021-10-24,2.14156
2021-10-25,4.02903
2021-10-26,3.52087
2021-10-27,2.86751
2021-10-28,2.45009
2021-10-29,3.59346
2021-10-30,1.86932
2021-10-31,1.77858
2021-11-01,3.59346
2021-11-02,5.75317
2021-11-03,4.59165
2021-11-04,4.11978
2021-11-05,2.57713
2021-11-06,1.66969
2021-11-07,1.65154
2021-11-08,3.50272
2021-11-09,4.15607
2021-11-10,3.84754
2021-11-11,3.48457
2021-11-12,3.88384
2021-11-13,2.03266
2021-11-14,2.66787
2021-11-15,3.8294
2021-11-16,4.68239
2021-11-17,4.24682
2021-11-18,3.62976
2021-11-19,3.66606
2021-11-20,1.79673
2021-11-21,2.90381
2021-11-22,3.7568
2021-11-23,3.52087
2021-11-24,3.7931
2021-11-25,11.30671
2021-11-26,10.76225
2021-11-27,5.09981
2021-11-28,4.55535
2021-11-29,8.71143
2021-11-30,8.42105
2021-12-01,8.3666
2021-12-02,6.98729
2021-12-03,7.04174
2021-12-04,5.55353
2021-12-05,4.93647
2021-12-06,7.13248
2021-12-07,6.67876
2021-12-08,6.1343
2021-12-09,5.88021
2021-12-10,5.11796
2021-12-11,4.31941
2021-12-12,4.42831
2021-12-13,5.77132
2021-12-14,5.98911
2021-12-15,6.00725
2021-12-16,5.71687
2021-12-17,5.26315
2021-12-18,3.39382
2021-12-19,3.90199
2021-12-20,5.69872
2021-12-21,4.93647
2021-12-22,4.80943
2021-12-23,4.66424
2021-12-24,3.68421
2021-12-25,2.46823
2021-12-26,3.97459
2021-12-27,5.33575
2021-12-28,5.55353
2021-12-29,4.39201
2021-12-30,4.93647
2021-12-31,4.66424
2022-01-01,3.08529
2022-01-02,3.21234
2022-01-03,5.77132
2022-01-04,5.97096
2022-01-05,5.89836
2022-01-06,5.22686
2022-01-07,4.19237
2022-01-08,2.64972
2022-01-09,2.9401
2022-01-10,5.26315
2022-01-11,4.88203
2022-01-12,4.86388
2022-01-13,4.91833
2022-01-14,11.08892
2022-01-15,6.8421
2022-01-16,5.33575
2022-01-17,12.43194
2022-01-18,10.58076
2022-01-19,10.6352
2022-01-20,9.60072
2022-01-21,8.72958
2022-01-22,5.69872
2022-01-23,6.0254
2022-01-24,8.92921
2022-01-25,10.0
2022-01-26,9.2196
2022-01-27,8.56624
2022-01-28,9.29219
2022-01-29,4.95462
2022-01-30,4.19237
2022-01-31,3.10344
2022-02-01,5.15426
2022-02-02,6.42468
2022-02-03,10.87114
2022-02-04,9.61887
2022-02-05,5.00907
2022-02-06,6.73321
2022-02-07,9.31034
2022-02-08,8.87477
2022-02-09,8.63883
2022-02-10,9.70961
2022-02-11,8.69328
2022-02-12,3.93829
2022-02-13,5.51724
2022-02-14,8.56624
2022-02-15,8.31215
2022-02-16,7.64065
2022-02-17,7.56805
2022-02-18,5.82577
2022-02-19,3.57531
2022-02-20,6.20689
2022-02-21,9.01996
2022-02-22,8.07622
2022-02-23,7.42286
2022-02-24,7.29582
2022-02-25,7.33212
2022-02-26,4.88203
2022-02-27,4.42831
2022-02-28,7.07803
2022-03-01,4.71869
2022-03-02,6.62431
2022-03-03,7.24137
2022-03-04,5.80762
2022-03-05,3.32123
2022-03-06,3.50272
2022-03-07,6.86025
2022-03-08,5.84392
2022-03-09,2.86751
2022-03-10,5.57168
2022-03-11,4.26497
2022-03-12,3.61161
2022-03-13,4.33756
2022-03-14,5.3176
2022-03-15,5.42649
2022-03-16,5.84392
2022-03-17,7.74954
2022-03-18,6.64246
2022-03-19,4.19237
2022-03-20,3.73865
2022-03-21,5.46279
2022-03-22,6.24319
2022-03-23,6.89655
2022-03-24,5.57168
2022-03-25,5.89836
2022-03-26,3.68421
2022-03-27,4.01088
2022-03-28,5.68058
2022-03-29,6.86025
2022-03-30,7.16878
2022-03-31,9.147
2022-04-01,6.8421
2022-04-02,4.21052
2022-04-03,5.04537
2022-04-04,7.29582
2022-04-05,6.78765
2022-04-06,6.26134
2022-04-07,6.38838
2022-04-08,4.90018
2022-04-09,3.68421
2022-04-10,4.31941
2022-04-11,6.7695
2022-04-12,6.56987
2022-04-13,6.55172
2022-04-14,14.21052
2022-04-15,12.74047
2022-04-16,8.71143
2022-04-17,8.60254
2022-04-18,14.5735
2022-04-19,15.04537
2022-04-20,11.12522
2022-04-21,9.09255
2022-04-22,8.56624
2022-04-23,5.20871
2022-04-24,6.098
2022-04-25,9.147
2022-04-26,9.70961
2022-04-27,8.54809
2022-04-28,8.02177
2022-04-29,6.75136
2022-04-30,4.31941
2022-05-01,4.95462
2022-05-02,7.36842
2022-05-03,7.93103
2022-05-04,7.09618
2022-05-05,6.44283
2022-05-06,8.56624
2022-05-07,4.28312
2022-05-08,5.08166
2022-05-09,9.25589
2022-05-10,9.58257
2022-05-11,7.67695
2022-05-12,7.89473
2022-05-13,7.78584
2022-05-14,3.62976
2022-05-15,4.28312
2022-05-16,8.3303
2022-05-17,8.02177
2022-05-18,7.6588
2022-05-19,6.31578
2022-05-20,5.80762
2022-05-21,3.7931
2022-05-22,5.08166
2022-05-23,8.00362
2022-05-24,7.60435
2022-05-25,7.25952
2022-05-26,15.84392
2022-05-27,16.17059
2022-05-28,7.71324
2022-05-29,6.9147
2022-05-30,13.64791
2022-05-31,12.70417
2022-06-01,8.16696
2022-06-02,10.88929
2022-06-03,11.30671
2022-06-04,7.02359
2022-06-05,6.40653
2022-06-06,7.42286
2022-06-07,12.35934
2022-06-08,12.59528
2022-06-09,10.18148
2022-06-10,10.23593
2022-06-11,5.51724
2022-06-12,5.11796
2022-06-13,11.4519
2022-06-14,10.56261
2022-06-15,11.25226
2022-06-16,19.27404
2022-06-17,15.22686
2022-06-18,8.3666
2022-06-19,10.05444
2022-06-20,16.51542
2022-06-21,11.68784
2022-06-22,13.30308
2022-06-23,13.61161
2022-06-24,12.92196
2022-06-25,7.45916
2022-06-26,8.09437
2022-06-27,14.5372
2022-06-28,15.20871
2022-06-29,15.15426
2022-06-30,14.66424
2022-07-01,12.72232
2022-07-02,7.6225
2022-07-03,12.63157
2022-07-04,19.29219
2022-07-05,16.33393
2022-07-06,19.07441
2022-07-07,16.60617
2022-07-08,13.90199
2022-07-09,7.40471
2022-07-10,8.03992
2022-07-11,16.04355
2022-07-12,16.49727
2022-07-13,44.33756
2022-07-14,47.53176
2022-07-15,30.23593
2022-07-16,15.19056
2022-07-17,14.6098
2022-07-18,35.37205
2022-07-19,26.95099
2022-07-20,22.9764
2022-07-21,25.37205
2022-07-22,21.14337
2022-07-23,11.57894
2022-07-24,12.79491
2022-07-25,26.04355
2022-07-26,20.65335
2022-07-27,19.16515
2022-07-28,21.97822
2022-07-29,19.90925
2022-07-30,11.66969
2022-07-31,10.68965
2022-08-01,21.88747
2022-08-02,21.39745
2022-08-03,18.18511
2022-08-04,16.7695
2022-08-05,16.69691
2022-08-06,9.70961
2022-08-07,11.07078
2022-08-08,20.39927
2022-08-09,15.02722
2022-08-10,17.27767
2022-08-11,17.87658
2022-08-12,15.73502
2022-08-13,8.52994
2022-08-14,9.41923
2022-08-15,10.14519
2022-08-16,15.11796
2022-08-17,16.98729
2022-08-18,16.60617
2022-08-19,12.79491
2022-08-20,8.14882
2022-08-21,10.23593
2022-08-22,35.39019
2022-08-23,23.48457
2022-08-24,20.56261
2022-08-25,36.44283
2022-08-26,32.68602
2022-08-27,15.82577
2022-08-28,16.46098
2022-08-29,30.10889
2022-08-30,27.27767
2022-08-31,24.02903
2022-09-01,22.03266
2022-09-02,17.71324
2022-09-03,11.39745
2022-09-04,12.14156
2022-09-05,21.63339
2022-09-06,18.03992
2022-09-07,18.65698
2022-09-08,16.40653
2022-09-09,8.16696
2022-09-10,7.42286
2022-09-11,9.05626
2022-09-12,13.30308
2022-09-13,26.37023
2022-09-14,26.38838
2022-09-15,23.32123
2022-09-16,20.78039
2022-09-17,11.57894
2022-09-18,10.19963
2022-09-19,20.79854
2022-09-20,23.06715
2022-09-21,20.6352
2022-09-22,25.37205
2022-09-23,21.50635
2022-09-24,11.4156
2022-09-25,13.84754
2022-09-26,25.2813
2022-09-27,26.44283
2022-09-28,29.81851
2022-09-29,31.47005
2022-09-30,35.08166
2022-10-01,16.46098
2022-10-02,15.86206
2022-10-03,17.05989
2022-10-04,33.37568
2022-10-05,36.60617
2022-10-06,37.45916
2022-10-07,37.13248
2022-10-08,17.76769
2022-10-09,17.35027
2022-10-10,23.10344
2022-10-11,41.77858
2022-10-12,76.82395
2022-10-13,100.0
2022-10-14,83.32123
2022-10-15,36.53357
2022-10-16,35.37205
2022-10-17,81.66969
2022-10-18,76.60617
2022-10-19,80.36297
2022-10-20,73.44827
2022-10-21,64.35571
2022-10-22,28.98366
2022-10-23,31.43375
2022-10-24,71.86932
2022-10-25,63.92014
2022-10-26,60.83484
2022-10-27,58.89292
2022-10-28,52.35934
2022-10-29,24.64609
2022-10-30,22.45009
2022-10-31,55.29945
2022-11-01,53.73865
2022-11-02,50.07259
2022-11-03,52.74047
2022-11-04,45.73502
2022-11-05,22.2686
2022-11-06,24.84573
2022-11-07,57.33212
2022-11-08,52.54083
2022-11-09,50.81669
2022-11-10,49.58257
2022-11-11,42.05081
2022-11-12,20.59891
2022-11-13,23.7931
2022-11-14,62.79491
2022-11-15,59.16515
2022-11-16,49.54627
2022-11-17,44.22867
2022-11-18,41.63339
2022-11-19,20.25408
2022-11-20,21.77858
2022-11-21,49.63702
2022-11-22,45.33575
2022-11-23,42.92196
2022-11-24,69.32849
2022-11-25,54.28312
2022-11-26,26.31578
2022-11-27,29.49183
2022-11-28,58.34845
2022-11-29,51.92377
2022-11-30,42.99455
2022-12-01,43.68421
2022-12-02,34.64609
2022-12-03,17.18693
2022-12-04,18.74773
2022-12-05,39.8548
2022-12-06,34.73684
2022-12-07,38.27586
2022-12-08,36.60617
2022-12-09,29.31034
2022-12-10,16.27949
2022-12-11,16.18874
2022-12-12,35.42649
2022-12-13,29.49183
2022-12-14,28.27586
2022-12-15,30.27223
2022-12-16,27.6225
2022-12-17,13.90199
2022-12-18,15.22686
2022-12-19,31.03448
2022-12-20,30.29038
2022-12-21,25.3176
2022-12-22,21.81488
2022-12-23,21.4519
2022-12-24,13.48457
2022-12-25,14.68239
2022-12-26,27.20508
2022-12-27,27.25952
2022-12-28,23.30308
2022-12-29,22.54083
2022-12-30,24.17422
2022-12-31,12.2323
2023-01-01,14.6098
2023-01-02,29.38294
2023-01-03,28.42105
2023-01-04,22.86751
2023-01-05,20.76225
2023-01-06,20.47186
2023-01-07,11.4156
2023-01-08,13.50272
2023-01-09,24.5372
2023-01-10,26.15245
2023-01-11,28.05807
2023-01-12,22.9764
2023-01-13,33.0127
2023-01-14,15.55353
2023-01-15,14.5372
2023-01-16,32.88566
2023-01-17,29.8548
2023-01-18,25.46279
2023-01-19,23.92014
2023-01-20,23.39382
2023-01-21,10.38112
2023-01-22,9.49183
2023-01-23,10.34482
2023-01-24,15.19056
2023-01-25,30.65335
2023-01-26,23.70235
2023-01-27,21.23411
2023-01-28,11.27041
2023-01-29,10.61705
2023-01-30,22.28675
2023-01-31,19.52813
2023-02-01,17.69509
2023-02-02,19.87295
2023-02-03,14.68239
2023-02-04,8.4029
2023-02-05,8.65698
2023-02-06,18.05807
2023-02-07,15.84392
2023-02-08,16.26134
2023-02-09,15.42649
2023-02-10,15.20871
2023-02-11,8.31215
2023-02-12,8.23956
2023-02-13,18.52994
2023-02-14,17.85843
2023-02-15,18.31215
2023-02-16,15.11796
2023-02-17,12.57713
2023-02-18,8.23956
2023-02-19,9.76406
2023-02-20,16.66061
2023-02-21,19.36479
2023-02-22,17.29582
2023-02-23,18.52994
2023-02-24,14.51905
2023-02-25,9.1107
2023-02-26,9.58257
2023-02-27,17.02359
2023-02-28,17.60435
2023-03-01,12.37749
2023-03-02,16.89655
2023-03-03,14.62794
2023-03-04,8.92921
2023-03-05,9.94555
2023-03-06,16.35208
2023-03-07,14.5372
2023-03-08,16.07985
2023-03-09,13.55716
2023-03-10,12.86751
2023-03-11,6.96914
2023-03-12,8.29401
2023-03-13,16.38838
2023-03-14,16.20689
2023-03-15,15.29945
2023-03-16,15.73502
2023-03-17,13.41197
2023-03-18,8.11252
2023-03-19,7.29582
2023-03-20,15.33575
2023-03-21,14.62794
2023-03-22,15.57168
2023-03-23,18.05807
2023-03-24,14.88203
2023-03-25,8.71143
2023-03-26,8.56624
2023-03-27,16.04355
2023-03-28,15.62613
2023-03-29,13.93829
2023-03-30,12.84936
2023-03-31,11.77858
2023-04-01,6.07985
2023-04-02,8.05807
2023-04-03,11.63339
2023-04-04,10.54446
2023-04-05,9.72776
2023-04-06,9.94555
2023-04-07,9.40108
2023-04-08,4.88203
2023-04-09,5.29945
2023-04-10,11.37931
2023-04-11,10.90744
2023-04-12,10.45372
2023-04-13,8.78402
2023-04-14,8.54809
2023-04-15,4.59165
2023-04-16,6.8421
2023-04-17,11.4156
2023-04-18,10.21778
2023-04-19,9.00181
2023-04-20,8.83847
2023-04-21,8.09437
2023-04-22,4.55535
2023-04-23,4.95462
2023-04-24,9.29219
2023-04-25,9.81851
2023-04-26,10.09074
2023-04-27,8.71143
2023-04-28,8.31215
2023-04-29,5.04537
2023-04-30,3.57531
2023-05-01,6.33393
2023-05-02,10.72595
2023-05-03,8.74773
2023-05-04,9.00181
2023-05-05,5.11796
2023-05-06,4.10163
2023-05-07,4.26497
2023-05-08,8.63883
2023-05-09,8.16696
2023-05-10,8.63883
2023-05-11,9.09255
2023-05-12,7.73139
2023-05-13,4.99092
2023-05-14,4.64609
2023-05-15,9.76406
2023-05-16,8.05807
2023-05-17,8.05807
2023-05-18,7.69509
2023-05-19,7.09618
2023-05-20,3.90199
2023-05-21,4.39201
2023-05-22,9.43738
2023-05-23,8.65698
2023-05-24,8.47549
2023-05-25,8.38475
2023-05-26,6.86025
2023-05-27,4.5009
2023-05-28,4.17422
2023-05-29,4.97277
