date,STOCK
2020-07-27,62.31122
2020-07-28,67.56401
2020-07-29,59.22521
2020-07-30,56.00787
2020-07-31,45.56795
2020-08-01,36.24425
2020-08-02,33.42087
2020-08-03,57.18975
2020-08-04,63.42744
2020-08-05,67.23571
2020-08-06,67.43269
2020-08-07,59.88181
2020-08-08,36.70387
2020-08-09,40.84044
2020-08-10,67.95797
2020-08-11,66.64478
2020-08-12,62.37688
2020-08-13,63.23046
2020-08-14,60.80105
2020-08-15,34.34011
2020-08-16,35.32501
2020-08-17,45.89625
2020-08-18,62.37688
2020-08-19,61.78594
2020-08-20,66.4478
2020-08-21,63.75574
2020-08-22,39.00196
2020-08-23,39.72422
2020-08-24,62.5082
2020-08-25,61.58896
2020-08-26,70.12475
2020-08-27,65.92252
2020-08-28,63.4931
2020-08-29,44.45173
2020-08-30,41.69402
2020-08-31,58.96257
2020-09-01,66.77609
2020-09-02,73.27642
2020-09-03,73.86736
2020-09-04,67.36703
2020-09-05,46.48719
2020-09-06,43.99212
2020-09-07,71.17531
2020-09-08,78.59487
2020-09-09,73.73604
2020-09-10,73.73604
2020-09-11,61.65462
2020-09-12,45.43663
2020-09-13,45.30531
2020-09-14,64.60932
2020-09-15,71.17531
2020-09-16,68.28627
2020-09-17,68.28627
2020-09-18,59.22521
2020-09-19,40.9061
2020-09-20,40.11818
2020-09-21,60.86671
2020-09-22,63.23046
2020-09-23,61.45764
2020-09-24,64.28102
2020-09-25,54.30072
2020-09-26,36.30991
2020-09-27,35.91595
2020-09-28,54.10374
2020-09-29,45.69927
2020-09-30,29.67826
2020-10-01,27.38017
2020-10-02,28.6277
2020-10-03,34.47143
2020-10-04,40.51214
2020-10-05,61.195
2020-10-06,66.97307
2020-10-07,63.23046
2020-10-08,52.8562
2020-10-09,46.15889
2020-10-10,38.54235
2020-10-11,34.40577
2020-10-12,58.96257
2020-10-13,58.89691
2020-10-14,66.18516
2020-10-15,68.28627
2020-10-16,56.07353
2020-10-17,38.21405
2020-10-18,37.95141
2020-10-19,58.83125
2020-10-20,57.12409
2020-10-21,58.69993
2020-10-22,59.09389
2020-10-23,53.25016
2020-10-24,36.50689
2020-10-25,34.53709
2020-10-26,57.58371
2020-10-27,60.14445
2020-10-28,55.74523
2020-10-29,56.40183
2020-10-30,49.04793
2020-10-31,34.93105
2020-11-01,36.44123
2020-11-02,55.54826
2020-11-03,54.62902
2020-11-04,61.12934
2020-11-05,57.51805
2020-11-06,49.83585
2020-11-07,38.87065
2020-11-08,38.34537
2020-11-09,59.88181
2020-11-10,64.60932
2020-11-11,64.28102
2020-11-12,56.00787
2020-11-13,57.32107
2020-11-14,34.60275
2020-11-15,38.34537
2020-11-16,59.29087
2020-11-17,63.75574
2020-11-18,62.8365
2020-11-19,62.70518
2020-11-20,53.97242
2020-11-21,38.87065
2020-11-22,40.51214
2020-11-23,60.93237
2020-11-24,62.96782
2020-11-25,60.34143
2020-11-26,68.28627
2020-11-27,58.56861
2020-11-28,42.81024
2020-11-29,42.41628
2020-11-30,65.72554
2020-12-01,63.88706
2020-12-02,61.06369
2020-12-03,72.75114
2020-12-04,66.51346
2020-12-05,43.99212
2020-12-06,44.78003
2020-12-07,61.72028
2020-12-08,67.89231
2020-12-09,67.69533
2020-12-10,68.08929
2020-12-11,60.60407
2020-12-12,38.41103
2020-12-13,39.06762
2020-12-14,65.4629
2020-12-15,64.28102
2020-12-16,68.54891
2020-12-17,64.54366
2020-12-18,54.36638
2020-12-19,43.33552
2020-12-20,42.41628
2020-12-21,60.27577
2020-12-22,62.11424
2020-12-23,62.11424
2020-12-24,56.53315
2020-12-25,36.30991
2020-12-26,37.75443
2020-12-27,43.92646
2020-12-28,67.30137
2020-12-29,65.39724
2020-12-30,66.84175
2020-12-31,50.2298
2021-01-01,38.80499
2021-01-02,47.47209
2021-01-03,49.24491
2021-01-04,80.63033
2021-01-05,92.38345
2021-01-06,97.30794
2021-01-07,94.87852
2021-01-08,88.90347
2021-01-09,58.50295
2021-01-10,61.8516
2021-01-11,99.47472
2021-01-12,100.0
2021-01-13,94.87852
2021-01-14,95.79776
2021-01-15,85.55482
2021-01-16,57.71503
2021-01-17,52.65922
2021-01-18,80.63033
2021-01-19,90.93893
2021-01-20,95.79776
2021-01-21,97.3736
2021-01-22,85.81746
2021-01-23,61.06369
2021-01-24,53.97242
2021-01-25,77.80695
2021-01-26,87.59028
2021-01-27,86.7367
2021-01-28,95.7321
2021-01-29,85.0952
2021-01-30,58.04333
2021-01-31,61.91726
2021-02-01,91.66119
2021-02-02,92.58043
2021-02-03,90.74195
2021-02-04,87.32764
2021-02-05,75.04924
2021-02-06,58.89691
2021-02-07,60.07879
2021-02-08,86.0801
2021-02-09,77.87261
2021-02-10,67.89231
2021-02-11,48.19435
2021-02-12,42.2193
2021-02-13,45.37097
2021-02-14,50.95206
2021-02-15,83.782
2021-02-16,87.59028
2021-02-17,84.1103
2021-02-18,86.60538
2021-02-19,70.51871
2021-02-20,52.1996
2021-02-21,56.46749
2021-02-22,79.57977
2021-02-23,76.4281
2021-02-24,76.36244
2021-02-25,75.64018
2021-02-26,69.59947
2021-02-27,48.65397
2021-02-28,42.74458
2021-03-01,51.67432
2021-03-02,70.71569
2021-03-03,84.37294
2021-03-04,78.59487
2021-03-05,64.1497
2021-03-06,47.93171
2021-03-07,55.87655
2021-03-08,78.52921
2021-03-09,83.32239
2021-03-10,83.19107
2021-03-11,79.25147
2021-03-12,68.74589
2021-03-13,52.72488
2021-03-14,50.42678
2021-03-15,73.8017
2021-03-16,70.71569
2021-03-17,78.85751
2021-03-18,76.95338
2021-03-19,75.96848
2021-03-20,46.42153
2021-03-21,46.02757
2021-03-22,74.58962
2021-03-23,66.57912
2021-03-24,74.4583
2021-03-25,63.29612
2021-03-26,58.43729
2021-03-27,41.30006
2021-03-28,43.8608
2021-03-29,65.65988
2021-03-30,68.08929
2021-03-31,63.36178
2021-04-01,61.39198
2021-04-02,62.77084
2021-04-03,42.61326
2021-04-04,42.5476
2021-04-05,62.90216
2021-04-06,72.75114
2021-04-07,65.92252
2021-04-08,69.53381
2021-04-09,60.27577
2021-04-10,43.40118
2021-04-11,45.04267
2021-04-12,66.51346
2021-04-13,67.89231
2021-04-14,68.68023
2021-04-15,70.71569
2021-04-16,55.54826
2021-04-17,45.23965
2021-04-18,51.01772
2021-04-19,73.40774
2021-04-20,73.07944
2021-04-21,69.59947
2021-04-22,68.02363
2021-04-23,55.54826
2021-04-24,40.44648
2021-04-25,39.98686
2021-04-26,59.15955
2021-04-27,72.75114
2021-04-28,70.84701
2021-04-29,63.36178
2021-04-30,49.44189
2021-05-01,34.01181
2021-05-02,36.37557
2021-05-03,56.86145
2021-05-04,61.32632
2021-05-05,38.73933
2021-05-06,58.24031
2021-05-07,59.81615
2021-05-08,35.19369
2021-05-09,40.64346
2021-05-10,64.21536
2021-05-11,64.54366
2021-05-12,62.63952
2021-05-13,63.69008
2021-05-14,51.67432
2021-05-15,39.78988
2021-05-16,41.10308
2021-05-17,61.32632
2021-05-18,61.8516
2021-05-19,44.1891
2021-05-20,60.93237
2021-05-21,56.46749
2021-05-22,35.65331
2021-05-23,37.42613
2021-05-24,55.28562
2021-05-25,62.1799
2021-05-26,62.63952
2021-05-27,63.75574
2021-05-28,52.59356
2021-05-29,37.29481
2021-05-30,38.27971
2021-05-31,58.30597
2021-06-01,59.09389
2021-06-02,65.06894
2021-06-03,60.40709
2021-06-04,51.08338
2021-06-05,35.91595
2021-06-06,37.95141
2021-06-07,62.44254
2021-06-08,65.4629
2021-06-09,59.22521
2021-06-10,58.63427
2021-06-11,51.80564
2021-06-12,33.55219
2021-06-13,37.95141
2021-06-14,57.25541
2021-06-15,61.8516
2021-06-16,60.27577
2021-06-17,59.35653
2021-06-18,48.65397
2021-06-19,30.33486
2021-06-20,34.14313
2021-06-21,52.26526
2021-06-22,53.70978
2021-06-23,54.62902
2021-06-24,52.65922
2021-06-25,49.50755
2021-06-26,33.42087
2021-06-27,35.91595
2021-06-28,49.90151
2021-06-29,56.27051
2021-06-30,54.10374
2021-07-01,49.24491
2021-07-02,45.23965
2021-07-03,29.41562
2021-07-04,31.12278
2021-07-05,55.94221
2021-07-06,60.07879
2021-07-07,64.21536
2021-07-08,64.41234
2021-07-09,57.32107
2021-07-10,37.75443
2021-07-11,36.11293
2021-07-12,67.30137
2021-07-13,64.8063
2021-07-14,63.1648
2021-07-15,62.44254
2021-07-16,55.02298
2021-07-17,34.79973
2021-07-18,40.51214
2021-07-19,67.17005
2021-07-20,67.43269
2021-07-21,62.24556
2021-07-22,71.43795
2021-07-23,60.99803
2021-07-24,36.63821
2021-07-25,35.52199
2021-07-26,60.66973
2021-07-27,58.04333
2021-07-28,62.37688
2021-07-29,60.21011
2021-07-30,51.41168
2021-07-31,30.79448
2021-08-01,36.57255
2021-08-02,55.67957
2021-08-03,56.99277
2021-08-04,58.17465
2021-08-05,62.04858
2021-08-06,58.10899
2021-08-07,39.65856
2021-08-08,38.41103
2021-08-09,62.44254
2021-08-10,70.25607
2021-08-11,67.76099
2021-08-12,66.64478
2021-08-13,57.45239
2021-08-14,40.18384
2021-08-15,34.93105
2021-08-16,46.55285
2021-08-17,58.30597
2021-08-18,61.58896
2021-08-19,57.84635
2021-08-20,59.35653
2021-08-21,45.89625
2021-08-22,38.34537
2021-08-23,63.03348
2021-08-24,60.86671
2021-08-25,60.73539
2021-08-26,59.55351
2021-08-27,51.01772
2021-08-28,37.82009
2021-08-29,36.96651
2021-08-30,55.61391
2021-08-31,53.05318
2021-09-01,55.28562
2021-09-02,56.27051
2021-09-03,56.13919
2021-09-04,34.86539
2021-09-05,36.76953
2021-09-06,56.40183
2021-09-07,59.48785
2021-09-08,60.86671
2021-09-09,61.5233
2021-09-10,52.26526
2021-09-11,33.35521
2021-09-12,33.35521
2021-09-13,56.40183
2021-09-14,53.57846
2021-09-15,52.65922
2021-09-16,51.41168
2021-09-17,47.14379
2021-09-18,28.89034
2021-09-19,28.43072
2021-09-20,27.51149
2021-09-21,27.44583
2021-09-22,33.48653
2021-09-23,52.13394
2021-09-24,50.42678
2021-09-25,38.87065
2021-09-26,39.13328
2021-09-27,53.64412
2021-09-28,61.39198
2021-09-29,64.74064
2021-09-30,58.37163
2021-10-01,53.05318
2021-10-02,38.87065
2021-10-03,31.77938
2021-10-04,44.45173
2021-10-05,56.86145
2021-10-06,58.17465
2021-10-07,60.86671
2021-10-08,49.11359
2021-10-09,36.63821
2021-10-10,37.09783
2021-10-11,46.55285
2021-10-12,68.48325
2021-10-13,60.34143
2021-10-14,54.30072
2021-10-15,54.36638
2021-10-16,41.16874
2021-10-17,32.76428
2021-10-18,57.51805
2021-10-19,59.75049
2021-10-20,55.41694
2021-10-21,58.04333
2021-10-22,50.75508
2021-10-23,34.60275
2021-10-24,34.40577
2021-10-25,59.09389
2021-10-26,60.66973
2021-10-27,58.83125
2021-10-28,55.21996
2021-10-29,45.89625
2021-10-30,34.66841
2021-10-31,34.20879
2021-11-01,56.66447
2021-11-02,51.67432
2021-11-03,54.4977
2021-11-04,55.4826
2021-11-05,48.32567
2021-11-06,33.09258
2021-11-07,34.40577
2021-11-08,50.75508
2021-11-09,56.66447
2021-11-10,53.97242
2021-11-11,53.11884
2021-11-12,47.80039
2021-11-13,30.66316
2021-11-14,31.64806
2021-11-15,52.65922
2021-11-16,54.89166
2021-11-17,54.4977
2021-11-18,55.1543
2021-11-19,48.32567
2021-11-20,30.33486
2021-11-21,35.12803
2021-11-22,52.00262
2021-11-23,55.81089
2021-11-24,51.2147
2021-11-25,53.05318
2021-11-26,46.09323
2021-11-27,34.79973
2021-11-28,39.00196
2021-11-29,52.72488
2021-11-30,58.89691
2021-12-01,57.32107
2021-12-02,62.04858
2021-12-03,48.71963
2021-12-04,38.21405
2021-12-05,40.11818
2021-12-06,54.10374
2021-12-07,58.43729
2021-12-08,57.12409
2021-12-09,57.64937
2021-12-10,51.2147
2021-12-11,38.34537
2021-12-12,35.52199
2021-12-13,57.58371
2021-12-14,52.39658
2021-12-15,54.4977
2021-12-16,51.47734
2021-12-17,45.63361
2021-12-18,28.956
2021-12-19,31.5824
2021-12-20,51.543
2021-12-21,48.06303
2021-12-22,44.05778
2021-12-23,47.53775
2021-12-24,38.34537
2021-12-25,24.75377
2021-12-26,30.13788
2021-12-27,48.26001
2021-12-28,50.03282
2021-12-29,47.14379
2021-12-30,43.72948
2021-12-31,34.79973
2022-01-01,25.86999
2022-01-02,34.53709
2022-01-03,57.97767
2022-01-04,71.30663
2022-01-05,69.46815
2022-01-06,73.73604
2022-01-07,63.03348
2022-01-08,40.70912
2022-01-09,93.23703
2022-01-10,86.67104
2022-01-11,77.28168
2022-01-12,78.72619
2022-01-13,72.75114
2022-01-14,60.99803
2022-01-15,43.59816
2022-01-16,44.12344
2022-01-17,63.42744
2022-01-18,66.38214
2022-01-19,74.52396
2022-01-20,70.65003
2022-01-21,65.59422
2022-01-22,44.71437
2022-01-23,39.33026
2022-01-24,62.04858
2022-01-25,66.77609
2022-01-26,58.89691
2022-01-27,61.91726
2022-01-28,52.8562
2022-01-29,32.5673
2022-01-30,32.239
2022-01-31,29.74392
2022-02-01,29.67826
2022-02-02,36.96651
2022-02-03,61.5233
2022-02-04,58.17465
2022-02-05,46.48719
2022-02-06,42.94156
2022-02-07,59.29087
2022-02-08,61.91726
2022-02-09,63.23046
2022-02-10,59.55351
2022-02-11,53.11884
2022-02-12,35.58765
2022-02-13,40.70912
2022-02-14,60.60407
2022-02-15,61.72028
2022-02-16,67.62967
2022-02-17,60.01313
2022-02-18,57.05843
2022-02-19,40.51214
2022-02-20,35.98161
2022-02-21,61.39198
2022-02-22,62.90216
2022-02-23,58.96257
2022-02-24,60.07879
2022-02-25,55.94221
2022-02-26,34.66841
2022-02-27,35.19369
2022-02-28,44.58305
2022-03-01,39.9212
2022-03-02,53.97242
2022-03-03,56.27051
2022-03-04,49.04793
2022-03-05,35.12803
2022-03-06,38.34537
2022-03-07,58.17465
2022-03-08,51.41168
2022-03-09,41.75968
2022-03-10,54.10374
2022-03-11,53.97242
2022-03-12,39.33026
2022-03-13,40.9061
2022-03-14,57.18975
2022-03-15,60.07879
2022-03-16,58.17465
2022-03-17,59.15955
2022-03-18,53.05318
2022-03-19,34.20879
2022-03-20,38.87065
2022-03-21,54.89166
2022-03-22,57.32107
2022-03-23,55.21996
2022-03-24,50.82074
2022-03-25,47.40643
2022-03-26,34.14313
2022-03-27,35.52199
2022-03-28,50.5581
2022-03-29,55.61391
2022-03-30,54.36638
2022-03-31,49.04793
2022-04-01,48.71963
2022-04-02,34.40577
2022-04-03,34.73407
2022-04-04,46.88115
2022-04-05,50.42678
2022-04-06,52.46224
2022-04-07,54.30072
2022-04-08,51.2147
2022-04-09,33.48653
2022-04-10,32.50164
2022-04-11,51.80564
2022-04-12,53.1845
2022-04-13,56.33617
2022-04-14,48.78529
2022-04-15,44.78003
2022-04-16,29.34996
2022-04-17,34.20879
2022-04-18,47.60341
2022-04-19,56.27051
2022-04-20,50.75508
2022-04-21,52.26526
2022-04-22,45.23965
2022-04-23,30.72882
2022-04-24,28.2994
2022-04-25,47.99737
2022-04-26,47.93171
2022-04-27,46.74983
2022-04-28,43.99212
2022-04-29,39.00196
2022-04-30,25.80433
2022-05-01,26.39527
2022-05-02,41.36572
2022-05-03,44.58305
2022-05-04,43.46684
2022-05-05,29.21864
2022-05-06,41.2344
2022-05-07,27.77413
2022-05-08,29.54694
2022-05-09,49.04793
2022-05-10,53.1845
2022-05-11,48.06303
2022-05-12,51.60866
2022-05-13,47.73473
2022-05-14,33.48653
2022-05-15,31.51674
2022-05-16,55.61391
2022-05-17,51.543
2022-05-18,53.05318
2022-05-19,53.11884
2022-05-20,45.63361
2022-05-21,28.56204
2022-05-22,29.9409
2022-05-23,47.47209
2022-05-24,50.95206
2022-05-25,46.88115
2022-05-26,47.80039
2022-05-27,42.41628
2022-05-28,28.69336
2022-05-29,29.41562
2022-05-30,45.50229
2022-05-31,43.00722
2022-06-01,36.30991
2022-06-02,44.64871
2022-06-03,43.72948
2022-06-04,26.72357
2022-06-05,27.83978
2022-06-06,36.70387
2022-06-07,46.42153
2022-06-08,53.11884
2022-06-09,53.44714
2022-06-10,50.36112
2022-06-11,36.44123
2022-06-12,47.01247
2022-06-13,52.65922
2022-06-14,61.12934
2022-06-15,63.75574
2022-06-16,57.64937
2022-06-17,50.03282
2022-06-18,38.41103
2022-06-19,37.36047
2022-06-20,54.30072
2022-06-21,53.05318
2022-06-22,52.72488
2022-06-23,53.5128
2022-06-24,48.39133
2022-06-25,32.5673
2022-06-26,33.28956
2022-06-27,49.83585
2022-06-28,49.44189
2022-06-29,48.98227
2022-06-30,46.88115
2022-07-01,41.49704
2022-07-02,27.24885
2022-07-03,27.64281
2022-07-04,52.46224
2022-07-05,55.61391
2022-07-06,48.58831
2022-07-07,51.93696
2022-07-08,47.27511
2022-07-09,28.956
2022-07-10,30.20354
2022-07-11,52.5279
2022-07-12,51.01772
2022-07-13,51.08338
2022-07-14,49.70453
2022-07-15,42.2193
2022-07-16,28.6277
2022-07-17,27.24885
2022-07-18,49.63887
2022-07-19,50.75508
2022-07-20,52.33092
2022-07-21,56.27051
2022-07-22,50.5581
2022-07-23,36.96651
2022-07-24,30.2692
2022-07-25,47.40643
2022-07-26,52.13394
2022-07-27,51.80564
2022-07-28,46.68417
2022-07-29,43.59816
2022-07-30,25.73867
2022-07-31,26.52659
2022-08-01,46.22455
2022-08-02,51.80564
2022-08-03,53.05318
2022-08-04,51.93696
2022-08-05,47.99737
2022-08-06,33.15824
2022-08-07,28.16808
2022-08-08,49.83585
2022-08-09,49.96717
2022-08-10,53.31582
2022-08-11,51.80564
2022-08-12,46.29021
2022-08-13,27.57715
2022-08-14,27.64281
2022-08-15,33.02692
2022-08-16,50.82074
2022-08-17,53.90676
2022-08-18,51.47734
2022-08-19,48.71963
2022-08-20,30.2692
2022-08-21,32.8956
2022-08-22,47.73473
2022-08-23,52.79054
2022-08-24,51.41168
2022-08-25,53.11884
2022-08-26,45.76493
2022-08-27,31.18844
2022-08-28,30.53184
2022-08-29,45.89625
2022-08-30,47.66907
2022-08-31,47.99737
2022-09-01,53.1845
2022-09-02,44.64871
2022-09-03,29.02166
2022-09-04,29.41562
2022-09-05,49.57321
2022-09-06,55.94221
2022-09-07,52.5279
2022-09-08,39.19894
2022-09-09,25.86999
2022-09-10,20.2889
2022-09-11,25.60735
2022-09-12,34.34011
2022-09-13,53.11884
2022-09-14,56.59881
2022-09-15,49.44189
2022-09-16,44.25476
2022-09-17,33.35521
2022-09-18,34.34011
2022-09-19,52.00262
2022-09-20,56.86145
2022-09-21,52.5279
2022-09-22,50.36112
2022-09-23,40.05252
2022-09-24,27.31451
2022-09-25,28.10242
2022-09-26,49.44189
2022-09-27,50.95206
2022-09-28,50.49244
2022-09-29,47.34077
2022-09-30,44.71437
2022-10-01,28.03676
2022-10-02,26.78923
2022-10-03,36.30991
2022-10-04,47.93171
2022-10-05,50.42678
2022-10-06,45.43663
2022-10-07,41.75968
2022-10-08,28.36506
2022-10-09,28.16808
2022-10-10,36.04727
2022-10-11,50.82074
2022-10-12,54.43204
2022-10-13,52.13394
2022-10-14,47.60341
2022-10-15,36.90085
2022-10-16,35.71897
2022-10-17,52.06828
2022-10-18,62.57386
2022-10-19,52.39658
2022-10-20,54.56336
2022-10-21,42.81024
2022-10-22,30.79448
2022-10-23,32.69862
2022-10-24,51.2147
2022-10-25,53.70978
2022-10-26,51.8713
2022-10-27,51.14904
2022-10-28,44.71437
2022-10-29,27.57715
2022-10-30,26.26395
2022-10-31,46.74983
2022-11-01,49.17925
2022-11-02,54.1694
2022-11-03,49.17925
2022-11-04,45.63361
2022-11-05,30.2692
2022-11-06,30.5975
2022-11-07,51.47734
2022-11-08,55.08864
2022-11-09,60.99803
2022-11-10,52.79054
2022-11-11,46.94681
2022-11-12,33.35521
2022-11-13,33.55219
2022-11-14,51.80564
2022-11-15,52.72488
2022-11-16,55.21996
2022-11-17,51.14904
2022-11-18,46.29021
2022-11-19,31.05712
2022-11-20,29.74392
2022-11-21,49.11359
2022-11-22,51.2147
2022-11-23,49.50755
2022-11-24,46.22455
2022-11-25,45.10833
2022-11-26,29.87524
2022-11-27,31.9107
2022-11-28,46.81549
2022-11-29,49.17925
2022-11-30,47.34077
2022-12-01,47.73473
2022-12-02,42.74458
2022-12-03,27.38017
2022-12-04,28.69336
2022-12-05,44.58305
2022-12-06,45.50229
2022-12-07,47.86605
2022-12-08,51.60866
2022-12-09,42.08798
2022-12-10,32.30466
2022-12-11,34.86539
2022-12-12,49.77019
2022-12-13,49.63887
2022-12-14,46.94681
2022-12-15,47.20945
2022-12-16,38.54235
2022-12-17,27.11753
2022-12-18,28.75902
2022-12-19,42.67892
2022-12-20,43.2042
2022-12-21,47.86605
2022-12-22,42.41628
2022-12-23,41.95666
2022-12-24,22.58699
2022-12-25,24.68811
2022-12-26,43.92646
2022-12-27,41.30006
2022-12-28,44.58305
2022-12-29,41.5627
2022-12-30,34.47143
2022-12-31,23.63755
2023-01-01,25.60735
2023-01-02,51.41168
2023-01-03,61.91726
2023-01-04,60.21011
2023-01-05,60.93237
2023-01-06,54.76034
2023-01-07,36.76953
2023-01-08,36.83519
2023-01-09,57.84635
2023-01-10,65.72554
2023-01-11,64.28102
2023-01-12,61.58896
2023-01-13,55.08864
2023-01-14,33.61785
2023-01-15,34.53709
2023-01-16,60.01313
2023-01-17,59.94747
2023-01-18,58.89691
2023-01-19,54.36638
2023-01-20,43.40118
2023-01-21,24.35981
2023-01-22,20.74852
2023-01-23,29.34996
2023-01-24,35.32501
2023-01-25,51.41168
2023-01-26,56.79579
2023-01-27,54.4977
2023-01-28,38.01707
2023-01-29,36.37557
2023-01-30,57.78069
2023-01-31,57.64937
2023-02-01,57.05843
2023-02-02,58.04333
2023-02-03,55.02298
2023-02-04,35.32501
2023-02-05,36.30991
2023-02-06,64.28102
2023-02-07,62.8365
2023-02-08,58.69993
2023-02-09,60.60407
2023-02-10,49.31057
2023-02-11,32.82994
2023-02-12,32.96126
2023-02-13,56.27051
2023-02-14,59.68483
2023-02-15,58.69993
2023-02-16,56.99277
2023-02-17,48.26001
2023-02-18,36.70387
2023-02-19,33.88049
2023-02-20,54.69468
2023-02-21,57.12409
2023-02-22,55.4826
2023-02-23,52.8562
2023-02-24,48.26001
2023-02-25,33.74917
2023-02-26,29.02166
2023-02-27,45.96191
2023-02-28,48.32567
2023-03-01,39.39592
2023-03-02,47.40643
2023-03-03,43.59816
2023-03-04,33.02692
2023-03-05,37.49179
2023-03-06,53.31582
2023-03-07,54.4977
2023-03-08,55.02298
2023-03-09,56.46749
2023-03-10,45.17399
2023-03-11,31.2541
2023-03-12,35.78463
2023-03-13,55.02298
2023-03-14,66.51346
2023-03-15,56.33617
2023-03-16,56.13919
2023-03-17,43.99212
2023-03-18,35.71897
2023-03-19,35.39067
2023-03-20,54.76034
2023-03-21,54.43204
2023-03-22,51.67432
2023-03-23,52.46224
2023-03-24,46.09323
2023-03-25,33.09258
2023-03-26,32.76428
2023-03-27,50.62376
2023-03-28,46.88115
2023-03-29,47.07813
2023-03-30,44.64871
2023-03-31,43.46684
2023-04-01,25.01641
2023-04-02,36.57255
2023-04-03,49.83585
2023-04-04,53.31582
2023-04-05,54.62902
2023-04-06,53.57846
2023-04-07,44.32042
2023-04-08,30.33486
2023-04-09,34.86539
2023-04-10,53.11884
2023-04-11,55.94221
2023-04-12,53.8411
2023-04-13,53.64412
2023-04-14,48.91661
2023-04-15,32.30466
2023-04-16,35.52199
2023-04-17,50.75508
2023-04-18,52.46224
2023-04-19,50.36112
2023-04-20,48.45699
2023-04-21,44.51739
2023-04-22,31.51674
2023-04-23,32.50164
2023-04-24,49.04793
2023-04-25,49.44189
2023-04-26,46.48719
2023-04-27,41.82534
2023-04-28,37.42613
2023-04-29,24.35981
2023-04-30,26.59225
2023-05-01,33.94615
2023-05-02,47.47209
2023-05-03,44.38608
2023-05-04,42.61326
2023-05-05,26.00131
2023-05-06,27.05187
2023-05-07,29.02166
2023-05-08,53.57846
2023-05-09,50.2298
2023-05-10,49.96717
2023-05-11,47.73473
2023-05-12,43.66382
2023-05-13,29.80958
2023-05-14,30.13788
2023-05-15,43.2042
2023-05-16,48.06303
2023-05-17,49.83585
2023-05-18,53.5128
2023-05-19,40.51214
2023-05-20,28.23374
2023-05-21,30.66316
2023-05-22,48.85095
2023-05-23,48.78529
2023-05-24,48.58831
2023-05-25,44.97701
2023-05-26,42.41628
2023-05-27,26.39527
2023-05-28,27.44583
2023-05-29,30.86014
