date,금1돈시세
2021-03-20,9.77
2021-03-21,9.13
2021-03-22,11.54
2021-03-23,11.41
2021-03-24,10.89
2021-03-25,11.4
2021-03-26,10.41
2021-03-27,9.29
2021-03-28,8.57
2021-03-29,10.43
2021-03-30,10.22
2021-03-31,12.36
2021-04-01,12.18
2021-04-02,15.67
2021-04-03,12.15
2021-04-04,11.3
2021-04-05,11.63
2021-04-06,11.29
2021-04-07,10.94
2021-04-08,11.26
2021-04-09,11.07
2021-04-10,10.6
2021-04-11,11.5
2021-04-12,11.85
2021-04-13,11.88
2021-04-14,11.65
2021-04-15,12.97
2021-04-16,12.53
2021-04-17,10.98
2021-04-18,9.2
2021-04-19,12.18
2021-04-20,11.96
2021-04-21,11.18
2021-04-22,11.96
2021-04-23,16.18
2021-04-24,12.05
2021-04-25,11.22
2021-04-26,12.87
2021-04-27,12.38
2021-04-28,12.93
2021-04-29,13.06
2021-04-30,12.82
2021-05-01,13.48
2021-05-02,11.93
2021-05-03,12.93999
2021-05-04,12.61
2021-05-05,11.5
2021-05-06,13.2
2021-05-07,13.59
2021-05-08,13.91
2021-05-09,11.88
2021-05-10,12.81
2021-05-11,12.9
2021-05-12,12.95
2021-05-13,12.35
2021-05-14,12.05
2021-05-15,10.39
2021-05-16,9.71
2021-05-17,11.59
2021-05-18,13.1
2021-05-19,17.66
2021-05-20,16.76999
2021-05-21,15.77
2021-05-22,12.31
2021-05-23,14.58
2021-05-24,17.47
2021-05-25,13.28
2021-05-26,14.11
2021-05-27,15.53
2021-05-28,13.83
2021-05-29,10.53
2021-05-30,10.12
2021-05-31,13.01
2021-06-01,12.64
2021-06-02,13.26
2021-06-03,13.45
2021-06-04,12.27
2021-06-05,11.07
2021-06-06,10.53
2021-06-07,12.23
2021-06-08,12.01
2021-06-09,11.9
2021-06-10,10.69
2021-06-11,11.42
2021-06-12,10.1
2021-06-13,8.88
2021-06-14,11.72
2021-06-15,11.07
2021-06-16,10.66
2021-06-17,10.89
2021-06-18,12.18
2021-06-19,9.97
2021-06-20,8.26
2021-06-21,10.49
2021-06-22,12.32
2021-06-23,10.77
2021-06-24,11.44
2021-06-25,12.2
2021-06-26,10.14
2021-06-27,9.09
2021-06-28,11.27
2021-06-29,12.9
2021-06-30,12.93
2021-07-01,12.92
2021-07-02,12.98999
2021-07-03,10.89
2021-07-04,10.04
2021-07-05,13.11
2021-07-06,11.61
2021-07-07,12.47
2021-07-08,11.16
2021-07-09,12.76
2021-07-10,11.25
2021-07-11,20.85
2021-07-12,11.64
2021-07-13,12.71
2021-07-14,11.13
2021-07-15,12.67
2021-07-16,12.26
2021-07-17,13.91
2021-07-18,18.58
2021-07-19,12.83
2021-07-20,11.76
2021-07-21,11.18
2021-07-22,11.52
2021-07-23,11.7
2021-07-24,12.34
2021-07-25,10.66
2021-07-26,11.04
2021-07-27,10.85
2021-07-28,11.27
2021-07-29,10.47
2021-07-30,11.83
2021-07-31,9.7
2021-08-01,9.68
2021-08-02,10.08
2021-08-03,10.98
2021-08-04,10.04
2021-08-05,13.24
2021-08-06,11.8
2021-08-07,12.44
2021-08-08,10.29
2021-08-09,14.29
2021-08-10,13.29
2021-08-11,18.49
2021-08-12,19.79
2021-08-13,14.76
2021-08-14,13.63
2021-08-15,12.12
2021-08-16,12.69
2021-08-17,13.76
2021-08-18,14.23
2021-08-19,15.09
2021-08-20,14.16
2021-08-21,11.7
2021-08-22,11.81
2021-08-23,14.37
2021-08-24,14.4
2021-08-25,13.84
2021-08-26,14.54
2021-08-27,13.19
2021-08-28,12.18
2021-08-29,19.67
2021-08-30,14.62
2021-08-31,14.23
2021-09-01,14.52
2021-09-02,14.36
2021-09-03,15.35
2021-09-04,13.56999
2021-09-05,12.13
2021-09-06,14.64
2021-09-07,13.33
2021-09-08,12.9
2021-09-09,13.33
2021-09-10,13.49
2021-09-11,12.03
2021-09-12,10.93
2021-09-13,12.53
2021-09-14,11.37
2021-09-15,12.32
2021-09-16,13.2
2021-09-17,17.31
2021-09-18,17.34999
2021-09-19,13.96
2021-09-20,11.31
2021-09-21,11.98
2021-09-22,12.82
2021-09-23,14.29999
2021-09-24,14.24
2021-09-25,13.35
2021-09-26,12.07
2021-09-27,13.5
2021-09-28,12.95
2021-09-29,12.47
2021-09-30,13.34
2021-10-01,13.92
2021-10-02,12.14
2021-10-03,12.04
2021-10-04,11.74
2021-10-05,15.97
2021-10-06,14.22
2021-10-07,14.18
2021-10-08,13.61999
2021-10-09,11.87
2021-10-10,11.79
2021-10-11,11.2
2021-10-12,14.45
2021-10-13,13.27
2021-10-14,14.39
2021-10-15,12.86
2021-10-16,11.97
2021-10-17,10.87
2021-10-18,13.03999
2021-10-19,12.48
2021-10-20,12.34
2021-10-21,12.01
2021-10-22,12.33
2021-10-23,11.55
2021-10-24,12.98999
2021-10-25,16.44
2021-10-26,14.27
2021-10-27,12.47
2021-10-28,16.47
2021-10-29,13.88
2021-10-30,11.39
2021-10-31,11.55
2021-11-01,13.58
2021-11-02,12.66
2021-11-03,12.14
2021-11-04,12.98
2021-11-05,12.05
2021-11-06,10.83
2021-11-07,11.29
2021-11-08,14.35
2021-11-09,13.44
2021-11-10,13.72
2021-11-11,14.04
2021-11-12,14.19999
2021-11-13,13.9
2021-11-14,12.43
2021-11-15,15.44
2021-11-16,17.28
2021-11-17,15.93999
2021-11-18,13.44
2021-11-19,13.99
2021-11-20,14.21
2021-11-21,12.78
2021-11-22,15.0
2021-11-23,13.65
2021-11-24,13.38
2021-11-25,14.07
2021-11-26,13.71
2021-11-27,13.35
2021-11-28,15.18
2021-11-29,17.76
2021-11-30,14.62
2021-12-01,14.95
2021-12-02,14.49
2021-12-03,14.62
2021-12-04,13.17
2021-12-05,12.16
2021-12-06,13.83
2021-12-07,15.09
2021-12-08,14.82
2021-12-09,14.48
2021-12-10,15.44
2021-12-11,13.25
2021-12-12,12.11
2021-12-13,13.89
2021-12-14,13.66999
2021-12-15,14.32
2021-12-16,14.55
2021-12-17,14.09999
2021-12-18,13.56999
2021-12-19,11.4
2021-12-20,16.53
2021-12-21,15.33
2021-12-22,15.29
2021-12-23,15.58
2021-12-24,16.05
2021-12-25,12.96
2021-12-26,12.68
2021-12-27,15.1
2021-12-28,16.13999
2021-12-29,15.32
2021-12-30,16.13999
2021-12-31,20.2
2022-01-01,18.96
2022-01-02,17.26
2022-01-03,20.75
2022-01-04,17.14
2022-01-05,18.44
2022-01-06,20.04
2022-01-07,19.71
2022-01-08,16.65
2022-01-09,14.87999
2022-01-10,15.78
2022-01-11,24.42
2022-01-12,21.84
2022-01-13,16.93
2022-01-14,15.01
2022-01-15,17.22
2022-01-16,15.93
2022-01-17,15.69
2022-01-18,14.8
2022-01-19,14.34
2022-01-20,14.0
2022-01-21,15.44
2022-01-22,16.39
2022-01-23,22.34
2022-01-24,16.46
2022-01-25,17.6
2022-01-26,17.65
2022-01-27,16.91
2022-01-28,17.39
2022-01-29,14.63
2022-01-30,15.95
2022-01-31,11.15
2022-02-01,17.96
2022-02-02,15.75
2022-02-03,15.83
2022-02-04,15.52
2022-02-05,16.11
2022-02-06,18.64
2022-02-07,16.47
2022-02-08,16.33
2022-02-09,15.39
2022-02-10,15.29
2022-02-11,14.57
2022-02-12,15.07
2022-02-13,14.0
2022-02-14,18.09
2022-02-15,24.17
2022-02-16,18.32
2022-02-17,16.54
2022-02-18,20.31
2022-02-19,16.31
2022-02-20,15.62
2022-02-21,19.54
2022-02-22,20.27
2022-02-23,20.61
2022-02-24,36.24
2022-02-25,26.62
2022-02-26,18.05
2022-02-27,18.92
2022-02-28,20.57
2022-03-01,17.08
2022-03-02,21.37
2022-03-03,17.82999
2022-03-04,17.69
2022-03-05,16.64
2022-03-06,37.95
2022-03-07,27.46
2022-03-08,29.34
2022-03-09,20.2
2022-03-10,18.01
2022-03-11,20.15
2022-03-12,17.82999
2022-03-13,14.49
2022-03-14,18.33
2022-03-15,19.3
2022-03-16,16.76
2022-03-17,16.94
2022-03-18,16.76
2022-03-19,15.25
2022-03-20,11.81
2022-03-21,14.24
2022-03-22,14.48
2022-03-23,13.71
2022-03-24,15.59
2022-03-25,15.67
2022-03-26,13.72
2022-03-27,12.67
2022-03-28,14.7
2022-03-29,13.6
2022-03-30,14.57
2022-03-31,14.97
2022-04-01,15.54
2022-04-02,12.05
2022-04-03,11.05
2022-04-04,14.28
2022-04-05,14.26
2022-04-06,13.31
2022-04-07,13.17
2022-04-08,13.24
2022-04-09,11.23
2022-04-10,10.19
2022-04-11,12.98999
2022-04-12,13.78
2022-04-13,13.84
2022-04-14,13.44
2022-04-15,15.04
2022-04-16,12.21
2022-04-17,11.29
2022-04-18,14.96
2022-04-19,14.92
2022-04-20,15.13
2022-04-21,15.02
2022-04-22,14.46
2022-04-23,13.82
2022-04-24,14.19999
2022-04-25,16.01
2022-04-26,16.29
2022-04-27,16.36
2022-04-28,16.08
2022-04-29,15.85
2022-04-30,13.79
2022-05-01,12.18
2022-05-02,15.58
2022-05-03,16.07
2022-05-04,15.29
2022-05-05,13.61999
2022-05-06,15.98999
2022-05-07,14.66
2022-05-08,12.81
2022-05-09,15.83
2022-05-10,15.57
2022-05-11,15.07
2022-05-12,15.89
2022-05-13,16.06
2022-05-14,14.01
2022-05-15,12.11
2022-05-16,15.50999
2022-05-17,15.45999
2022-05-18,14.48
2022-05-19,14.45
2022-05-20,15.02
2022-05-21,12.73
2022-05-22,11.89
2022-05-23,14.17
2022-05-24,13.92
2022-05-25,15.05
2022-05-26,13.41
2022-05-27,14.31
2022-05-28,11.6
2022-05-29,11.81
2022-05-30,14.82
2022-05-31,14.87
2022-06-01,13.78
2022-06-02,15.17
2022-06-03,14.72999
2022-06-04,12.32
2022-06-05,11.33
2022-06-06,12.78
2022-06-07,14.12
2022-06-08,14.18
2022-06-09,15.16
2022-06-10,14.13
2022-06-11,12.61
2022-06-12,13.32
2022-06-13,17.54
2022-06-14,17.53
2022-06-15,17.85
2022-06-16,16.53
2022-06-17,17.53
2022-06-18,14.72
2022-06-19,12.54
2022-06-20,17.6
2022-06-21,15.93
2022-06-22,16.56
2022-06-23,16.59
2022-06-24,16.05
2022-06-25,13.33
2022-06-26,11.65
2022-06-27,15.38
2022-06-28,14.87999
2022-06-29,14.47
2022-06-30,14.71
2022-07-01,14.74
2022-07-02,13.51
2022-07-03,12.18
2022-07-04,16.2
2022-07-05,14.09999
2022-07-06,18.28
2022-07-07,15.97
2022-07-08,14.21
2022-07-09,12.98
2022-07-10,12.0
2022-07-11,15.28
2022-07-12,15.73
2022-07-13,13.79
2022-07-14,15.04
2022-07-15,16.49
2022-07-16,13.16
2022-07-17,12.5
2022-07-18,14.61
2022-07-19,14.77999
2022-07-20,14.61
2022-07-21,15.9
2022-07-22,14.42
2022-07-23,12.56
2022-07-24,11.53
2022-07-25,19.96
2022-07-26,21.44
2022-07-27,14.72
2022-07-28,14.6
2022-07-29,13.35
2022-07-30,12.3
2022-07-31,12.04
2022-08-01,14.45
2022-08-02,14.4
2022-08-03,14.41
2022-08-04,14.18
2022-08-05,13.24
2022-08-06,13.02
2022-08-07,10.96
2022-08-08,12.7
2022-08-09,12.44
2022-08-10,13.07
2022-08-11,13.56999
2022-08-12,13.58
2022-08-13,12.46
2022-08-14,10.85
2022-08-15,12.0
2022-08-16,13.41
2022-08-17,12.86
2022-08-18,13.34
2022-08-19,13.16
2022-08-20,11.75
2022-08-21,10.98
2022-08-22,14.28
2022-08-23,14.19999
2022-08-24,13.87
2022-08-25,14.69
2022-08-26,12.98999
2022-08-27,11.82
2022-08-28,10.5
2022-08-29,13.58
2022-08-30,14.91
2022-08-31,13.84
2022-09-01,15.14
2022-09-02,13.58
2022-09-03,11.28
2022-09-04,10.48
2022-09-05,12.05
2022-09-06,13.12
2022-09-07,14.81
2022-09-08,13.22
2022-09-09,11.78
2022-09-10,13.69
2022-09-11,13.17
2022-09-12,13.53
2022-09-13,18.11
2022-09-14,18.02
2022-09-15,16.51
2022-09-16,15.40999
2022-09-17,13.53
2022-09-18,12.04
2022-09-19,15.13
2022-09-20,16.36
2022-09-21,22.99
2022-09-22,15.62
2022-09-23,16.61
2022-09-24,14.71
2022-09-25,11.22
2022-09-26,17.58
2022-09-27,17.73
2022-09-28,16.56999
2022-09-29,15.84
2022-09-30,15.35999
2022-10-01,11.09
2022-10-02,12.47
2022-10-03,11.77
2022-10-04,15.35999
2022-10-05,15.17
2022-10-06,14.97
2022-10-07,13.55
2022-10-08,11.34
2022-10-09,10.55
2022-10-10,11.44
2022-10-11,31.46
2022-10-12,26.42
2022-10-13,17.32
2022-10-14,14.58
2022-10-15,13.49
2022-10-16,10.76
2022-10-17,15.86
2022-10-18,15.32
2022-10-19,15.63
2022-10-20,14.14
2022-10-21,13.28
2022-10-22,10.84
2022-10-23,9.72
2022-10-24,13.39
2022-10-25,13.58
2022-10-26,13.09
2022-10-27,13.09
2022-10-28,12.63
2022-10-29,10.59
2022-10-30,8.19
2022-10-31,11.91
2022-11-01,14.69
2022-11-02,13.18
2022-11-03,14.61
2022-11-04,12.63
2022-11-05,11.38
2022-11-06,9.78
2022-11-07,12.83999
2022-11-08,12.34
2022-11-09,12.71
2022-11-10,12.75
2022-11-11,12.61
2022-11-12,10.96
2022-11-13,10.19999
2022-11-14,12.92
2022-11-15,13.06
2022-11-16,11.99
2022-11-17,12.21
2022-11-18,12.23
2022-11-19,10.66
2022-11-20,9.74
2022-11-21,12.91
2022-11-22,12.45
2022-11-23,11.97
2022-11-24,11.94
2022-11-25,12.2
2022-11-26,11.13
2022-11-27,9.74
2022-11-28,11.97
2022-11-29,11.7
2022-11-30,12.08
2022-12-01,14.86
2022-12-02,13.08
2022-12-03,9.9
2022-12-04,9.37
2022-12-05,12.61
2022-12-06,12.83999
2022-12-07,12.61
2022-12-08,14.29
2022-12-09,13.96
2022-12-10,11.25
2022-12-11,10.02
2022-12-12,13.54
2022-12-13,13.36
2022-12-14,13.02
2022-12-15,12.61
2022-12-16,14.65
2022-12-17,11.67
2022-12-18,11.41
2022-12-19,12.66
2022-12-20,14.29
2022-12-21,12.83999
2022-12-22,14.59
2022-12-23,16.25
2022-12-24,11.81
2022-12-25,11.3
2022-12-26,14.58
2022-12-27,17.55
2022-12-28,15.50999
2022-12-29,16.71999
2022-12-30,16.02
2022-12-31,13.78
2023-01-01,14.67
2023-01-02,18.04
2023-01-03,17.05
2023-01-04,27.31
2023-01-05,20.92
2023-01-06,17.21
2023-01-07,23.67
2023-01-08,19.81999
2023-01-09,18.04
2023-01-10,28.24999
2023-01-11,25.52
2023-01-12,17.97
2023-01-13,16.45
2023-01-14,14.13
2023-01-15,13.34
2023-01-16,15.96
2023-01-17,14.32
2023-01-18,15.95
2023-01-19,15.31
2023-01-20,15.18
2023-01-21,13.71
2023-01-22,14.39
2023-01-23,13.95
2023-01-24,13.69
2023-01-25,16.33
2023-01-26,16.73
2023-01-27,24.51
2023-01-28,15.75
2023-01-29,13.27
2023-01-30,15.39
2023-01-31,15.50999
2023-02-01,16.47
2023-02-02,13.98
2023-02-03,14.61
2023-02-04,15.02
2023-02-05,11.46
2023-02-06,14.89
2023-02-07,14.79
2023-02-08,13.84
2023-02-09,12.85
2023-02-10,14.81
2023-02-11,12.25
2023-02-12,10.67
2023-02-13,13.35
2023-02-14,13.78
2023-02-15,13.02
2023-02-16,13.27
2023-02-17,13.68
2023-02-18,11.23
2023-02-19,10.35
2023-02-20,12.58
2023-02-21,12.68
2023-02-22,13.33
2023-02-23,12.43
2023-02-24,12.62
2023-02-25,10.74
2023-02-26,9.25
2023-02-27,12.34
2023-02-28,13.11
2023-03-01,12.46
2023-03-02,12.83
2023-03-03,11.26
2023-03-04,10.41
2023-03-05,9.42
2023-03-06,11.44
2023-03-07,11.15
2023-03-08,13.83
2023-03-09,11.39
2023-03-10,10.87
2023-03-11,10.37
2023-03-12,8.47
2023-03-13,12.79
2023-03-14,15.96
2023-03-15,13.69
2023-03-16,14.68
2023-03-17,13.76
2023-03-18,13.53
2023-03-19,11.19
2023-03-20,19.27
2023-03-21,22.46
2023-03-22,19.38
2023-03-23,20.99
2023-03-24,22.02
2023-03-25,15.96
2023-03-26,15.72
2023-03-27,17.97999
2023-03-28,22.24
2023-03-29,20.77
2023-03-30,18.88
2023-03-31,17.14
2023-04-01,15.15
2023-04-02,14.39
2023-04-03,18.49
2023-04-04,17.94
2023-04-05,26.76
2023-04-06,34.78
2023-04-07,23.66
2023-04-08,15.05
2023-04-09,27.69
2023-04-10,26.88999
2023-04-11,21.0
2023-04-12,22.14
2023-04-13,20.89
2023-04-14,24.5
2023-04-15,20.92
2023-04-16,14.72
2023-04-17,25.92
2023-04-18,18.53
2023-04-19,18.52
2023-04-20,19.81999
2023-04-21,18.02999
2023-04-22,14.23
2023-04-23,11.55
2023-04-24,15.45999
2023-04-25,16.7
2023-04-26,17.76
2023-04-27,17.29
2023-04-28,16.71999
2023-04-29,13.2
2023-04-30,12.58
2023-05-01,14.24
2023-05-02,15.50999
2023-05-03,16.75
2023-05-04,18.37
2023-05-05,15.97
2023-05-06,16.06
2023-05-07,13.42
2023-05-08,19.97
2023-05-09,17.95
2023-05-10,16.9
2023-05-11,17.69
2023-05-12,16.2
2023-05-13,14.81
2023-05-14,12.28
2023-05-15,16.73
2023-05-16,16.54
2023-05-17,15.75
2023-05-18,14.62
2023-05-19,15.97
2023-05-20,12.62
2023-05-21,9.93
2023-05-22,14.8
2023-05-23,14.43
2023-05-24,14.6
2023-05-25,14.46
2023-05-26,13.63
2023-05-27,11.19
2023-05-28,10.05
2023-05-29,11.36
2023-05-30,14.59
2023-05-31,14.29999
2023-06-01,14.81
2023-06-02,13.45
2023-06-03,11.53
2023-06-04,9.74
2023-06-05,13.58
2023-06-06,12.03
2023-06-07,14.17
2023-06-08,11.81
2023-06-09,17.13
2023-06-10,22.23
2023-06-11,22.09
2023-06-12,20.2
2023-06-13,19.86999
2023-06-14,20.36
2023-06-15,18.97
2023-06-16,18.67
2023-06-17,20.34999
2023-06-18,18.24
2023-06-19,17.6
2023-06-20,16.23
2023-06-21,15.6
2023-06-22,15.48
2023-06-23,17.06
2023-06-24,16.03999
2023-06-25,13.66999
2023-06-26,14.68
2023-06-27,15.73
2023-06-28,14.55
2023-06-29,14.24999
2023-06-30,15.13
2023-07-01,14.96
2023-07-02,12.91
2023-07-03,15.32
2023-07-04,14.24999
2023-07-05,14.05
2023-07-06,13.46
2023-07-07,12.98
2023-07-08,12.87
2023-07-09,10.15
2023-07-10,12.49
2023-07-11,11.82
2023-07-12,13.41
2023-07-13,12.38
2023-07-14,12.47
2023-07-15,12.04
2023-07-16,10.77
2023-07-17,12.54
2023-07-18,12.9
2023-07-19,12.44
2023-07-20,12.32
2023-07-21,13.1
2023-07-22,11.41
2023-07-23,10.82
2023-07-24,12.01
2023-07-25,12.24
2023-07-26,11.75
2023-07-27,12.55
2023-07-28,12.65
2023-07-29,10.89
2023-07-30,9.39
2023-07-31,12.23
2023-08-01,13.71
2023-08-02,12.29
2023-08-03,11.75
2023-08-04,11.5
2023-08-05,11.15
2023-08-06,9.05
2023-08-07,12.8
2023-08-08,12.33
2023-08-09,12.08
2023-08-10,11.88
2023-08-11,12.98
2023-08-12,12.18
2023-08-13,11.25
2023-08-14,12.53
2023-08-15,12.12
2023-08-16,13.61
2023-08-17,13.1
2023-08-18,13.88
2023-08-19,13.42
2023-08-20,10.09
2023-08-21,13.08
2023-08-22,13.19
2023-08-23,13.56999
2023-08-24,13.1
2023-08-25,13.36
2023-08-26,11.79
2023-08-27,10.27
2023-08-28,13.56999
2023-08-29,12.15
2023-08-30,13.66999
2023-08-31,14.04
2023-09-01,15.15
2023-09-02,13.74
2023-09-03,12.63
