date,상장폐지되면
2020-08-01,2.30179
2020-08-03,2.55754
2020-08-04,2.04603
2020-08-05,2.81329
2020-08-06,14.578
2020-08-07,16.62404
2020-08-08,2.55754
2020-08-09,2.81329
2020-08-10,13.55498
2020-08-11,13.04347
2020-08-12,7.92838
2020-08-13,4.60358
2020-08-14,12.78772
2020-08-15,5.88235
2020-08-16,3.58056
2020-08-17,2.55754
2020-08-18,9.97442
2020-08-19,8.43989
2020-08-20,7.41687
2020-08-21,2.55754
2020-08-23,2.30179
2020-08-25,3.83631
2020-08-26,3.58056
2020-08-27,2.04603
2020-08-28,3.06905
2020-08-29,1.53452
2020-08-31,4.34782
2020-09-01,5.88235
2020-09-02,4.85933
2020-09-03,5.88235
2020-09-04,7.67263
2020-09-05,5.62659
2020-09-06,1.53452
2020-09-07,14.32225
2020-09-08,27.62148
2020-09-09,17.90281
2020-09-10,13.81074
2020-09-11,10.23017
2020-09-12,4.34782
2020-09-13,3.3248
2020-09-14,7.16112
2020-09-15,9.46291
2020-09-16,7.16112
2020-09-17,9.46291
2020-09-18,8.69565
2020-09-19,3.06905
2020-09-21,3.06905
2020-09-22,5.62659
2020-09-23,5.11508
2020-09-24,7.92838
2020-09-25,5.62659
2020-09-26,3.06905
2020-09-27,1.79028
2020-09-28,2.04603
2020-09-29,3.58056
2020-09-30,1.53452
2020-10-03,1.27877
2020-10-06,4.09207
2020-10-07,2.04603
2020-10-08,2.55754
2020-10-12,1.27877
2020-10-15,2.04603
2020-10-16,3.06905
2020-10-17,1.79028
2020-10-19,2.30179
2020-10-20,5.37084
2020-10-21,4.60358
2020-10-22,2.55754
2020-10-23,1.79028
2020-10-26,1.27877
2020-10-27,2.04603
2020-10-28,1.27877
2020-10-30,3.58056
2020-11-01,1.27877
2020-11-02,1.27877
2020-11-03,2.04603
2020-11-04,25.31969
2020-11-05,37.08439
2020-11-06,14.83375
2020-11-07,4.09207
2020-11-08,2.81329
2020-11-09,7.92838
2020-11-10,4.60358
2020-11-11,9.97442
2020-11-12,12.02046
2020-11-13,10.74168
2020-11-14,1.79028
2020-11-15,2.55754
2020-11-16,6.1381
2020-11-17,9.46291
2020-11-18,8.43989
2020-11-19,7.41687
2020-11-20,6.1381
2020-11-21,1.53452
2020-11-22,2.55754
2020-11-23,8.9514
2020-11-24,10.48593
2020-11-25,11.7647
2020-11-26,12.27621
2020-11-27,11.7647
2020-11-28,5.37084
2020-11-29,12.53196
2020-11-30,52.17391
2020-12-01,28.90025
2020-12-02,12.78772
2020-12-03,14.32225
2020-12-04,9.20716
2020-12-05,3.3248
2020-12-06,3.06905
2020-12-07,28.6445
2020-12-08,23.52941
2020-12-09,15.60102
2020-12-10,12.27621
2020-12-11,4.09207
2020-12-12,1.53452
2020-12-13,1.79028
2020-12-14,5.62659
2020-12-15,13.04347
2020-12-16,15.08951
2020-12-17,4.60358
2020-12-18,5.62659
2020-12-19,2.30179
2020-12-20,2.81329
2020-12-21,4.60358
2020-12-22,5.88235
2020-12-23,9.97442
2020-12-24,12.02046
2020-12-25,2.81329
2020-12-26,4.60358
2020-12-27,4.60358
2020-12-28,7.16112
2020-12-29,18.92583
2020-12-30,7.92838
2020-12-31,3.58056
2021-01-01,5.62659
2021-01-02,4.09207
2021-01-03,5.11508
2021-01-04,13.04347
2021-01-05,7.67263
2021-01-06,12.27621
2021-01-07,18.67007
2021-01-08,14.578
2021-01-09,6.1381
2021-01-10,5.11508
2021-01-11,13.04347
2021-01-12,14.83375
2021-01-13,15.08951
2021-01-14,13.29923
2021-01-15,8.18414
2021-01-16,2.81329
2021-01-17,4.09207
2021-01-18,4.09207
2021-01-19,6.90537
2021-01-20,9.97442
2021-01-21,11.7647
2021-01-22,6.39386
2021-01-23,4.34782
2021-01-24,2.55754
2021-01-25,4.09207
2021-01-26,8.9514
2021-01-27,11.50895
2021-01-28,14.83375
2021-01-29,11.7647
2021-01-30,1.53452
2021-01-31,3.3248
2021-02-01,12.78772
2021-02-02,14.32225
2021-02-03,13.55498
2021-02-04,11.7647
2021-02-05,11.7647
2021-02-06,6.1381
2021-02-07,4.09207
2021-02-08,5.11508
2021-02-09,13.81074
2021-02-10,7.92838
2021-02-11,4.60358
2021-02-12,2.30179
2021-02-14,4.34782
2021-02-15,8.43989
2021-02-16,13.29923
2021-02-17,17.90281
2021-02-18,12.78772
2021-02-19,7.67263
2021-02-20,3.3248
2021-02-21,3.3248
2021-02-22,8.18414
2021-02-23,10.48593
2021-02-24,8.9514
2021-02-25,12.27621
2021-02-26,7.16112
2021-02-27,2.55754
2021-02-28,3.83631
2021-03-01,3.3248
2021-03-02,7.41687
2021-03-03,7.92838
2021-03-04,7.67263
2021-03-05,10.74168
2021-03-06,4.85933
2021-03-07,3.06905
2021-03-08,7.92838
2021-03-09,8.18414
2021-03-10,5.37084
2021-03-11,7.16112
2021-03-12,8.18414
2021-03-13,2.81329
2021-03-14,4.34782
2021-03-15,9.46291
2021-03-16,9.20716
2021-03-17,20.2046
2021-03-18,10.48593
2021-03-19,7.92838
2021-03-20,3.06905
2021-03-21,4.09207
2021-03-22,26.85421
2021-03-23,89.25831
2021-03-24,89.25831
2021-03-25,37.08439
2021-03-26,27.36572
2021-03-27,9.97442
2021-03-28,14.06649
2021-03-29,25.31969
2021-03-30,49.87212
2021-03-31,100.0
2021-04-01,28.38874
2021-04-02,30.43478
2021-04-03,14.06649
2021-04-04,11.25319
2021-04-05,32.48081
2021-04-06,35.54987
2021-04-07,38.36317
2021-04-08,43.2225
2021-04-09,41.43222
2021-04-10,14.32225
2021-04-11,12.78772
2021-04-12,42.45524
2021-04-13,57.80051
2021-04-14,45.01278
2021-04-15,35.03836
2021-04-16,37.34015
2021-04-17,20.71611
2021-04-18,15.85677
2021-04-19,38.36317
2021-04-20,37.34015
2021-04-21,29.92327
2021-04-22,31.20204
2021-04-23,26.85421
2021-04-24,10.74168
2021-04-25,2.55754
2021-04-26,8.43989
2021-04-27,4.85933
2021-04-28,4.09207
2021-04-29,2.55754
2021-04-30,2.55754
2021-05-01,1.27877
2021-05-02,1.27877
2021-05-03,3.83631
2021-05-04,1.27877
2021-05-06,1.53452
2021-05-07,3.06905
2021-05-08,1.79028
2021-05-09,1.27877
2021-05-10,2.04603
2021-05-11,3.3248
2021-05-13,2.81329
2021-05-14,7.92838
2021-05-15,1.53452
2021-05-16,2.30179
2021-05-17,4.60358
2021-05-18,7.92838
2021-05-19,2.81329
2021-05-20,3.58056
2021-05-21,3.83631
2021-05-23,2.04603
2021-05-24,2.81329
2021-05-25,4.60358
2021-05-26,5.88235
2021-05-27,12.53196
2021-05-28,9.46291
2021-05-31,4.60358
2021-06-01,4.85933
2021-06-02,3.06905
2021-06-03,5.88235
2021-06-04,9.97442
2021-06-05,2.04603
2021-06-07,3.3248
2021-06-08,3.06905
2021-06-09,3.3248
2021-06-10,4.60358
2021-06-11,11.50895
2021-06-12,10.23017
2021-06-13,5.88235
2021-06-14,6.64961
2021-06-15,6.39386
2021-06-16,5.62659
2021-06-17,13.29923
2021-06-18,24.55242
2021-06-19,2.04603
2021-06-20,3.3248
2021-06-21,2.55754
2021-06-22,6.90537
2021-06-23,3.06905
2021-06-24,5.11508
2021-06-25,2.30179
2021-06-26,1.27877
2021-06-27,1.79028
2021-06-28,2.81329
2021-06-29,2.04603
2021-06-30,1.79028
2021-07-01,1.53452
2021-07-02,4.85933
2021-07-03,1.79028
2021-07-04,2.04603
2021-07-05,2.55754
2021-07-06,1.27877
2021-07-07,2.04603
2021-07-08,2.04603
2021-07-09,2.81329
2021-07-12,1.79028
2021-07-13,2.30179
2021-07-14,3.3248
2021-07-15,2.04603
2021-07-16,2.30179
2021-07-19,1.27877
2021-07-22,1.27877
2021-07-24,1.27877
2021-07-27,2.30179
2021-07-28,1.27877
2021-08-02,1.27877
2021-08-03,1.79028
2021-08-04,1.79028
2021-08-05,2.55754
2021-08-06,1.27877
2021-08-07,1.27877
2021-08-09,3.06905
2021-08-10,5.11508
2021-08-11,3.58056
2021-08-12,1.79028
2021-08-17,1.79028
2021-08-18,9.97442
2021-08-19,1.27877
2021-08-20,2.30179
2021-08-23,1.53452
2021-08-24,1.27877
2021-08-25,1.53452
2021-08-26,1.53452
2021-08-27,2.04603
2021-08-28,1.53452
2021-08-31,2.04603
2021-09-01,2.04603
2021-09-02,2.04603
2021-09-03,1.53452
2021-09-05,1.27877
2021-09-06,2.55754
2021-09-09,2.30179
2021-09-10,2.55754
2021-09-14,1.53452
2021-09-15,1.27877
2021-09-16,2.30179
2021-09-23,1.79028
2021-09-24,1.53452
2021-09-28,1.79028
2021-09-30,1.27877
2021-10-05,2.30179
2021-10-06,3.06905
2021-10-10,1.53452
2021-10-14,1.53452
2021-10-19,1.53452
2021-10-21,1.27877
2021-10-22,1.79028
2021-10-26,1.53452
2021-10-29,1.53452
2021-11-03,1.79028
2021-11-04,1.79028
2021-11-09,1.27877
2021-11-10,1.27877
2021-11-12,1.79028
2021-11-16,1.53452
2021-11-22,2.81329
2021-11-24,3.3248
2021-11-25,6.90537
2021-12-01,3.3248
2021-12-02,1.27877
2021-12-03,3.58056
2021-12-04,2.81329
2021-12-06,2.04603
2021-12-07,1.27877
2021-12-09,1.27877
2021-12-15,1.27877
2021-12-20,1.79028
2021-12-21,1.79028
2021-12-29,1.53452
2022-01-03,19.69309
2022-01-04,13.81074
2022-01-05,5.62659
2022-01-06,4.85933
2022-01-07,3.3248
2022-01-09,2.30179
2022-01-10,3.06905
2022-01-11,3.58056
2022-01-12,6.39386
2022-01-13,6.1381
2022-01-14,7.67263
2022-01-15,2.04603
2022-01-16,2.04603
2022-01-17,11.7647
2022-01-18,68.79795
2022-01-19,66.2404
2022-01-20,26.59846
2022-01-21,18.67007
2022-01-22,6.39386
2022-01-23,9.71867
2022-01-24,15.85677
2022-01-25,8.69565
2022-01-26,9.46291
2022-01-27,5.11508
2022-01-28,4.60358
2022-01-30,1.27877
2022-02-02,1.79028
2022-02-03,1.53452
2022-02-04,1.53452
2022-02-07,3.06905
2022-02-08,5.88235
2022-02-09,8.69565
2022-02-10,4.34782
2022-02-11,7.92838
2022-02-12,4.34782
2022-02-13,3.3248
2022-02-14,8.9514
2022-02-15,29.15601
2022-02-16,13.55498
2022-02-17,21.48337
2022-02-18,22.50639
2022-02-19,5.37084
2022-02-20,3.3248
2022-02-21,4.60358
2022-02-22,1.79028
2022-02-24,1.53452
2022-02-25,1.53452
2022-02-26,2.55754
2022-03-01,3.83631
2022-03-02,4.34782
2022-03-03,3.83631
2022-03-04,2.30179
2022-03-06,1.27877
2022-03-07,1.79028
2022-03-08,1.27877
2022-03-11,1.79028
2022-03-12,1.27877
2022-03-14,3.83631
2022-03-15,4.85933
2022-03-16,3.06905
2022-03-17,1.79028
2022-03-18,3.06905
2022-03-19,1.79028
2022-03-21,3.83631
2022-03-22,16.36828
2022-03-23,46.54731
2022-03-24,31.71355
2022-03-25,17.90281
2022-03-26,4.60358
2022-03-27,10.23017
2022-03-28,21.48337
2022-03-29,37.08439
2022-03-30,46.54731
2022-03-31,23.78516
2022-04-01,11.7647
2022-04-02,4.60358
2022-04-03,8.18414
2022-04-04,17.13554
2022-04-05,8.43989
2022-04-06,5.88235
2022-04-07,13.29923
2022-04-08,13.29923
2022-04-09,4.09207
2022-04-10,1.79028
2022-04-11,17.90281
2022-04-12,15.34526
2022-04-13,6.39386
2022-04-14,7.41687
2022-04-15,13.29923
2022-04-16,4.34782
2022-04-17,4.60358
2022-04-18,19.94884
2022-04-19,14.32225
2022-04-20,17.64705
2022-04-21,18.41432
2022-04-22,16.11253
2022-04-23,7.92838
2022-04-24,7.67263
2022-04-25,14.578
2022-04-26,13.55498
2022-04-27,12.27621
2022-04-28,7.67263
2022-04-29,8.9514
2022-04-30,3.83631
2022-05-01,1.27877
2022-05-02,4.09207
2022-05-03,9.20716
2022-05-04,11.25319
2022-05-05,6.90537
2022-05-06,13.29923
2022-05-07,2.04603
2022-05-08,4.34782
2022-05-09,11.7647
2022-05-10,4.34782
2022-05-11,3.83631
2022-05-12,1.27877
2022-05-13,17.13554
2022-05-14,6.64961
2022-05-15,1.27877
2022-05-16,3.58056
2022-05-17,3.58056
2022-05-18,2.04603
2022-05-19,4.34782
2022-05-20,2.04603
2022-05-22,1.27877
2022-05-24,2.04603
2022-05-25,2.04603
2022-05-27,2.55754
2022-05-30,1.27877
2022-06-01,1.53452
2022-06-08,1.27877
2022-06-09,1.79028
2022-06-12,1.27877
2022-06-14,1.53452
2022-06-15,1.79028
2022-06-16,1.27877
2022-06-21,2.04603
2022-06-23,2.81329
2022-06-24,1.53452
2022-07-08,1.53452
2022-07-13,2.81329
2022-08-02,1.27877
2022-08-12,1.53452
2022-08-13,1.53452
2022-08-16,2.04603
2022-08-17,2.04603
2022-08-18,2.55754
2022-08-22,1.53452
2022-08-26,2.81329
2022-08-27,2.04603
2022-08-29,1.53452
2022-08-30,2.04603
2022-09-05,1.27877
2022-09-06,1.27877
2022-09-15,1.27877
2022-09-22,1.53452
2022-09-26,2.04603
2022-09-27,1.79028
2022-09-28,2.04603
2022-10-11,3.83631
2022-10-12,2.04603
2022-10-13,2.30179
2022-10-14,1.53452
2022-10-17,1.53452
2022-10-19,5.11508
2022-10-20,5.37084
2022-10-21,4.34782
2022-10-22,3.06905
2022-10-25,1.53452
2022-10-27,3.58056
2022-10-28,3.58056
2022-10-29,2.04603
2022-10-31,3.3248
2022-11-01,3.58056
2022-11-02,4.85933
2022-11-03,2.04603
2022-11-04,5.62659
2022-11-06,1.27877
2022-11-07,7.16112
2022-11-08,4.60358
2022-11-09,9.71867
2022-11-10,5.88235
2022-11-11,3.3248
2022-11-12,1.27877
2022-11-13,1.27877
2022-11-14,3.83631
2022-11-15,5.37084
2022-11-16,2.81329
2022-11-17,3.3248
2022-11-18,5.37084
2022-11-20,2.04603
2022-11-21,3.06905
2022-11-22,4.85933
2022-11-23,3.83631
2022-11-24,42.96675
2022-11-25,59.59079
2022-11-26,7.16112
2022-11-27,6.1381
2022-11-28,9.46291
2022-11-29,8.43989
2022-11-30,6.90537
2022-12-01,6.64961
2022-12-02,6.90537
2022-12-03,2.55754
2022-12-04,3.06905
2022-12-05,3.83631
2022-12-06,8.43989
2022-12-07,26.59846
2022-12-08,41.17647
2022-12-09,9.46291
2022-12-10,2.81329
2022-12-11,2.30179
2022-12-12,6.1381
2022-12-13,5.62659
2022-12-14,7.16112
2022-12-15,4.60358
2022-12-16,5.88235
2022-12-17,3.58056
2022-12-18,4.85933
2022-12-19,5.11508
2022-12-20,6.39386
2022-12-21,6.64961
2022-12-22,2.30179
2022-12-24,1.27877
2022-12-25,3.06905
2022-12-26,5.62659
2022-12-27,4.09207
2022-12-28,10.48593
2022-12-29,10.74168
2022-12-30,3.06905
2022-12-31,2.81329
2023-01-02,2.04603
2023-01-05,1.27877
2023-01-06,1.27877
2023-01-10,1.27877
2023-01-11,2.30179
2023-01-13,2.55754
2023-01-17,2.04603
2023-01-18,1.79028
2023-01-19,1.79028
2023-01-27,1.53452
2023-01-28,3.06905
2023-01-29,1.79028
2023-01-30,2.04603
2023-01-31,5.88235
2023-02-01,4.09207
2023-02-02,3.06905
2023-02-03,3.06905
2023-02-04,1.27877
2023-02-05,1.27877
2023-02-06,1.53452
2023-02-07,3.83631
2023-02-08,5.11508
2023-02-09,4.85933
2023-02-10,3.58056
2023-02-11,1.79028
2023-02-12,1.79028
2023-02-13,5.62659
2023-02-14,6.1381
2023-02-15,4.60358
2023-02-16,7.41687
2023-02-17,9.97442
2023-02-18,3.3248
2023-02-19,1.79028
2023-02-20,6.90537
2023-02-21,7.41687
2023-02-22,6.90537
2023-02-23,9.46291
2023-02-24,8.18414
2023-02-25,3.58056
2023-02-26,2.55754
2023-02-27,3.06905
2023-02-28,8.69565
2023-03-01,6.90537
2023-03-02,7.92838
2023-03-03,12.27621
2023-03-04,5.88235
2023-03-05,2.81329
2023-03-06,14.83375
2023-03-07,9.20716
2023-03-08,8.69565
2023-03-09,6.1381
2023-03-10,4.09207
2023-03-11,2.81329
2023-03-12,1.79028
2023-03-13,8.18414
2023-03-14,13.04347
2023-03-15,15.60102
2023-03-16,17.64705
2023-03-17,11.7647
2023-03-18,3.83631
2023-03-19,4.34782
2023-03-20,6.90537
2023-03-21,17.64705
2023-03-22,24.80818
2023-03-23,40.92071
2023-03-24,61.38107
2023-03-25,15.60102
2023-03-26,8.43989
2023-03-27,25.8312
2023-03-28,22.50639
2023-03-29,22.50639
2023-03-30,24.55242
2023-03-31,47.57033
2023-04-01,18.15856
2023-04-02,8.43989
2023-04-03,33.50383
2023-04-04,36.06138
2023-04-05,28.13299
2023-04-06,49.36061
2023-04-07,63.17135
2023-04-08,17.13554
2023-04-09,10.74168
2023-04-10,46.0358
2023-04-11,48.59335
2023-04-12,42.71099
2023-04-13,38.36317
2023-04-14,27.62148
2023-04-15,7.92838
2023-04-16,5.37084
2023-04-17,15.60102
2023-04-18,21.73913
2023-04-19,16.62404
2023-04-20,19.94884
2023-04-21,16.11253
2023-04-22,6.1381
2023-04-23,4.85933
2023-04-24,13.04347
2023-04-25,12.78772
2023-04-26,19.94884
2023-04-27,17.90281
2023-04-28,17.64705
2023-04-29,8.43989
2023-04-30,8.69565
2023-05-01,9.20716
2023-05-02,27.87723
2023-05-03,25.57544
2023-05-04,13.04347
2023-05-05,6.1381
2023-05-06,4.09207
2023-05-07,4.09207
2023-05-08,12.27621
2023-05-09,12.27621
2023-05-10,17.64705
2023-05-11,21.22762
2023-05-12,23.52941
2023-05-13,14.578
2023-05-14,9.46291
2023-05-15,23.52941
2023-05-16,23.52941
2023-05-17,15.60102
2023-05-18,22.25063
2023-05-19,21.73913
2023-05-20,6.1381
2023-05-21,5.88235
2023-05-22,13.81074
2023-05-23,14.32225
2023-05-24,9.20716
2023-05-25,9.46291
2023-05-26,19.94884
2023-05-27,6.64961
2023-05-28,4.09207
2023-05-29,7.67263
2023-05-30,15.60102
2023-05-31,16.62404
2023-06-01,21.73913
2023-06-02,17.3913
2023-06-03,5.11508
2023-06-04,6.1381
2023-06-05,14.32225
2023-06-06,8.69565
2023-06-07,14.32225
2023-06-08,14.578
2023-06-09,14.06649
2023-06-10,8.18414
2023-06-11,7.41687
2023-06-12,12.78772
2023-06-13,24.04092
2023-06-14,25.57544
2023-06-15,23.27365
2023-06-16,16.11253
2023-06-17,8.43989
2023-06-18,3.3248
2023-06-19,10.23017
2023-06-20,12.53196
2023-06-21,9.97442
2023-06-22,15.08951
2023-06-23,17.13554
2023-06-24,4.34782
2023-06-25,3.06905
2023-06-26,12.27621
2023-06-27,11.50895
2023-06-28,42.45524
2023-06-29,29.66751
2023-06-30,19.69309
2023-07-01,6.1381
2023-07-02,6.39386
2023-07-03,21.22762
2023-07-04,17.64705
2023-07-05,17.90281
2023-07-06,39.89769
2023-07-07,26.08695
2023-07-08,16.87979
2023-07-09,5.62659
2023-07-10,17.13554
2023-07-11,14.06649
2023-07-12,20.46035
2023-07-13,22.25063
2023-07-14,26.85421
2023-07-15,4.09207
2023-07-16,4.09207
2023-07-17,15.08951
2023-07-18,13.81074
2023-07-19,17.3913
2023-07-20,13.29923
2023-07-21,13.04347
2023-07-22,4.34782
2023-07-23,2.04603
2023-07-24,13.29923
2023-07-25,17.90281
2023-07-26,20.2046
2023-07-27,11.50895
2023-07-28,9.71867
2023-07-29,3.06905
2023-07-30,2.81329
2023-07-31,5.88235
2023-08-01,27.36572
2023-08-02,32.22506
2023-08-03,15.34526
2023-08-04,8.43989
2023-08-05,4.85933
2023-08-06,3.58056
2023-08-07,9.97442
2023-08-08,14.578
2023-08-09,11.7647
2023-08-10,11.7647
2023-08-11,8.18414
2023-08-12,4.34782
2023-08-13,4.09207
2023-08-14,17.13554
2023-08-15,4.85933
2023-08-16,21.48337
2023-08-17,16.36828
2023-08-18,14.32225
2023-08-19,5.37084
2023-08-20,1.79028
2023-08-21,15.85677
2023-08-22,6.90537
2023-08-23,8.69565
2023-08-24,8.9514
2023-08-25,3.3248
2023-08-26,1.27877
2023-08-27,2.30179
2023-08-28,4.34782
2023-08-29,9.46291
2023-08-30,9.97442
2023-08-31,7.67263
2023-09-01,33.75959
2023-09-02,31.9693
2023-09-03,17.64705
2023-09-04,50.63938
2023-09-05,26.08695
2023-09-06,19.43734
2023-09-07,17.3913
2023-09-08,14.83375
2023-09-09,4.60358
2023-09-10,4.09207
2023-09-11,13.55498
2023-09-12,12.27621
2023-09-13,12.02046
2023-09-14,10.23017
2023-09-15,12.78772
2023-09-16,14.06649
2023-09-17,5.88235
2023-09-18,14.578
2023-09-19,12.02046
2023-09-20,14.578
2023-09-21,7.41687
2023-09-22,8.9514
2023-09-23,3.06905
2023-09-24,2.81329
2023-09-25,8.69565
2023-09-26,16.36828
2023-09-27,11.50895
2023-09-28,4.85933
2023-09-29,3.06905
2023-09-30,1.79028
2023-10-01,2.04603
2023-10-02,5.11508
2023-10-03,2.30179
2023-10-04,7.92838
2023-10-05,5.11508
2023-10-06,7.67263
2023-10-07,2.04603
2023-10-08,1.27877
2023-10-09,1.27877
2023-10-10,7.16112
2023-10-11,5.62659
2023-10-12,5.62659
2023-10-13,4.85933
2023-10-14,1.79028
2023-10-16,1.27877
2023-10-17,8.18414
2023-10-18,7.67263
2023-10-19,7.67263
2023-10-20,8.43989
2023-10-21,4.34782
2023-10-22,3.06905
2023-10-23,12.53196
2023-10-24,7.16112
2023-10-25,10.48593
2023-10-26,10.74168
2023-10-27,12.02046
2023-10-28,2.55754
2023-10-29,2.81329
2023-10-30,9.97442
2023-10-31,9.71867
2023-11-01,8.9514
2023-11-02,5.11508
2023-11-03,7.67263
2023-11-05,3.58056
2023-11-06,6.39386
2023-11-07,9.97442
2023-11-08,8.9514
2023-11-09,10.74168
2023-11-10,8.69565
2023-11-11,4.09207
2023-11-12,3.58056
2023-11-13,9.46291
2023-11-14,9.97442
2023-11-15,8.18414
2023-11-16,8.9514
2023-11-17,3.06905
2023-11-18,2.81329
2023-11-20,10.74168
2023-11-21,30.94629
2023-11-22,26.59846
2023-11-23,11.50895
2023-11-24,7.92838
2023-11-25,2.30179
2023-11-26,4.60358
2023-11-27,9.97442
2023-11-28,7.41687
2023-11-29,7.41687
2023-11-30,13.55498
2023-12-01,8.18414
2023-12-02,3.06905
2023-12-03,2.04603
2023-12-04,7.41687
2023-12-05,9.20716
2023-12-06,8.43989
2023-12-07,9.71867
2023-12-08,11.25319
2023-12-09,5.11508
2023-12-10,4.60358
2023-12-11,10.23017
2023-12-12,6.90537
2023-12-13,10.74168
2023-12-14,12.27621
2023-12-15,6.90537
2023-12-16,3.83631
2023-12-17,1.27877
2023-12-18,4.09207
2023-12-19,5.62659
2023-12-20,4.60358
2023-12-21,7.41687
2023-12-22,7.16112
2023-12-23,3.06905
2023-12-24,1.79028
2023-12-26,3.58056
2023-12-27,6.64961
2023-12-28,4.85933
2023-12-29,3.58056
2023-12-30,2.30179
2023-12-31,3.06905
2024-01-02,3.06905
2024-01-03,4.09207
2024-01-04,3.58056
2024-01-05,3.3248
2024-01-06,1.27877
2024-01-07,1.27877
2024-01-08,3.3248
2024-01-09,2.04603
2024-01-10,2.81329
2024-01-11,2.81329
2024-01-12,2.81329
2024-01-13,1.79028
2024-01-14,1.27877
2024-01-15,3.3248
2024-01-16,4.85933
2024-01-17,8.9514
2024-01-18,6.39386
2024-01-19,5.11508
2024-01-20,3.83631
2024-01-21,1.79028
2024-01-22,8.9514
2024-01-23,9.20716
2024-01-24,10.74168
2024-01-25,10.99744
2024-01-26,6.90537
2024-01-27,3.83631
2024-01-28,1.53452
2024-01-29,8.69565
2024-01-30,9.46291
2024-01-31,6.39386
2024-02-01,5.88235
2024-02-02,6.90537
2024-02-03,2.81329
2024-02-04,3.06905
2024-02-05,12.27621
2024-02-06,6.90537
2024-02-07,5.88235
2024-02-08,3.83631
2024-02-09,1.27877
2024-02-10,1.79028
2024-02-11,2.04603
2024-02-12,2.30179
2024-02-13,4.34782
2024-02-14,6.64961
2024-02-15,6.1381
2024-02-16,4.60358
2024-02-17,2.30179
2024-02-19,3.06905
2024-02-20,2.55754
2024-02-21,3.58056
2024-02-22,3.3248
2024-02-23,5.37084
2024-02-24,2.04603
2024-02-25,2.81329
2024-02-26,5.11508
2024-02-27,6.64961
2024-02-28,5.11508
2024-02-29,11.25319
2024-03-01,7.16112
2024-03-02,3.58056
2024-03-03,2.81329
2024-03-04,15.08951
2024-03-05,15.60102
2024-03-06,9.71867
2024-03-07,9.97442
2024-03-08,6.39386
2024-03-09,1.27877
2024-03-10,2.81329
2024-03-11,7.41687
2024-03-12,10.99744
2024-03-13,6.39386
2024-03-14,11.50895
