date,하나은행환전
2020-07-30,3.09414
2020-07-31,4.21329
2020-08-01,1.44832
2020-08-02,1.71165
2020-08-03,3.88413
2020-08-04,3.0283
2020-08-05,4.41079
2020-08-06,4.54246
2020-08-07,2.56747
2020-08-08,1.51415
2020-08-09,2.17248
2020-08-10,4.21329
2020-08-11,4.14746
2020-08-12,2.8308
2020-08-13,2.30414
2020-08-14,2.50164
2020-08-15,1.64581
2020-08-16,1.11915
2020-08-17,2.69914
2020-08-18,4.14746
2020-08-19,2.56747
2020-08-20,4.01579
2020-08-21,3.0283
2020-08-22,1.57998
2020-08-23,2.17248
2020-08-24,4.80579
2020-08-25,4.34496
2020-08-26,3.4233
2020-08-27,3.55497
2020-08-28,3.55497
2020-08-29,1.11915
2020-08-30,1.25082
2020-08-31,3.48913
2020-09-01,3.68663
2020-09-02,3.6208
2020-09-03,3.15997
2020-09-04,3.29163
2020-09-05,1.05332
2020-09-06,1.31665
2020-09-07,3.75246
2020-09-08,3.15997
2020-09-09,3.6208
2020-09-10,2.10664
2020-09-11,2.8308
2020-09-12,0.59249
2020-09-13,1.84331
2020-09-14,3.2258
2020-09-15,4.54246
2020-09-16,4.34496
2020-09-17,3.6208
2020-09-18,3.8183
2020-09-19,1.05332
2020-09-20,0.92165
2020-09-21,4.21329
2020-09-22,2.56747
2020-09-23,3.29163
2020-09-24,4.41079
2020-09-25,3.15997
2020-09-26,1.64581
2020-09-27,0.78999
2020-09-28,3.09414
2020-09-29,2.43581
2020-09-30,1.05332
2020-10-01,0.92165
2020-10-02,0.98749
2020-10-03,1.05332
2020-10-04,1.51415
2020-10-05,4.34496
2020-10-06,3.48913
2020-10-07,3.55497
2020-10-08,5.00329
2020-10-09,2.36998
2020-10-10,1.77748
2020-10-11,1.18499
2020-10-12,5.13495
2020-10-13,4.60829
2020-10-14,3.48913
2020-10-15,3.0283
2020-10-16,2.43581
2020-10-17,0.98749
2020-10-18,1.38248
2020-10-19,2.8308
2020-10-20,2.56747
2020-10-21,3.88413
2020-10-22,3.48913
2020-10-23,3.88413
2020-10-24,1.64581
2020-10-25,1.90915
2020-10-26,3.29163
2020-10-27,3.15997
2020-10-28,3.0283
2020-10-29,4.41079
2020-10-30,3.29163
2020-10-31,1.25082
2020-11-01,1.25082
2020-11-02,2.8308
2020-11-03,2.43581
2020-11-04,2.8308
2020-11-05,4.14746
2020-11-06,2.69914
2020-11-07,0.78999
2020-11-08,1.11915
2020-11-09,4.87162
2020-11-10,3.35747
2020-11-11,2.89664
2020-11-12,3.6208
2020-11-13,3.88413
2020-11-14,0.92165
2020-11-15,1.18499
2020-11-16,3.35747
2020-11-17,3.4233
2020-11-18,3.09414
2020-11-19,2.63331
2020-11-20,3.2258
2020-11-21,1.25082
2020-11-22,0.92165
2020-11-23,3.88413
2020-11-24,3.68663
2020-11-25,3.15997
2020-11-26,3.09414
2020-11-27,4.34496
2020-11-28,0.78999
2020-11-29,0.98749
2020-11-30,3.48913
2020-12-01,2.30414
2020-12-02,3.48913
2020-12-03,5.06912
2020-12-04,7.4391
2020-12-05,2.76497
2020-12-06,2.76497
2020-12-07,4.41079
2020-12-08,4.41079
2020-12-09,3.68663
2020-12-10,4.41079
2020-12-11,3.48913
2020-12-12,0.98749
2020-12-13,1.38248
2020-12-14,3.48913
2020-12-15,3.29163
2020-12-16,2.8308
2020-12-17,3.2258
2020-12-18,2.76497
2020-12-19,1.25082
2020-12-20,1.71165
2020-12-21,4.47662
2020-12-22,4.14746
2020-12-23,3.15997
2020-12-24,3.75246
2020-12-25,1.84331
2020-12-26,0.85582
2020-12-27,1.77748
2020-12-28,5.20078
2020-12-29,4.21329
2020-12-30,4.27913
2020-12-31,3.8183
2021-01-01,0.98749
2021-01-02,1.11915
2021-01-03,1.64581
2021-01-04,5.59578
2021-01-05,3.48913
2021-01-06,4.80579
2021-01-07,3.88413
2021-01-08,2.56747
2021-01-09,0.92165
2021-01-10,2.36998
2021-01-11,4.01579
2021-01-12,3.75246
2021-01-13,2.43581
2021-01-14,3.0283
2021-01-15,2.96247
2021-01-16,1.25082
2021-01-17,1.25082
2021-01-18,4.67412
2021-01-19,3.68663
2021-01-20,2.76497
2021-01-21,4.27913
2021-01-22,3.4233
2021-01-23,1.51415
2021-01-24,1.97498
2021-01-25,3.88413
2021-01-26,3.29163
2021-01-27,3.48913
2021-01-28,3.94996
2021-01-29,3.48913
2021-01-30,1.25082
2021-01-31,1.18499
2021-02-01,3.75246
2021-02-02,3.48913
2021-02-03,2.56747
2021-02-04,2.30414
2021-02-05,3.09414
2021-02-06,1.11915
2021-02-07,1.71165
2021-02-08,3.35747
2021-02-09,4.01579
2021-02-10,3.68663
2021-02-11,1.25082
2021-02-12,1.11915
2021-02-13,1.31665
2021-02-14,2.10664
2021-02-15,4.67412
2021-02-16,3.6208
2021-02-17,3.75246
2021-02-18,3.35747
2021-02-19,3.68663
2021-02-20,1.18499
2021-02-21,0.85582
2021-02-22,3.68663
2021-02-23,3.88413
2021-02-24,4.41079
2021-02-25,3.48913
2021-02-26,4.87162
2021-02-27,1.18499
2021-02-28,1.77748
2021-03-01,2.43581
2021-03-02,3.35747
2021-03-03,2.69914
2021-03-04,3.75246
2021-03-05,2.56747
2021-03-06,0.72416
2021-03-07,1.31665
2021-03-08,4.01579
2021-03-09,3.0283
2021-03-10,2.63331
2021-03-11,3.55497
2021-03-12,2.63331
2021-03-13,1.05332
2021-03-14,1.71165
2021-03-15,3.29163
2021-03-16,2.96247
2021-03-17,2.96247
2021-03-18,2.56747
2021-03-19,2.76497
2021-03-20,1.97498
2021-03-21,1.84331
2021-03-22,4.01579
2021-03-23,2.36998
2021-03-24,3.4233
2021-03-25,2.76497
2021-03-26,3.15997
2021-03-27,1.77748
2021-03-28,1.51415
2021-03-29,3.68663
2021-03-30,2.43581
2021-03-31,1.97498
2021-04-01,3.29163
2021-04-02,3.2258
2021-04-03,0.72416
2021-04-04,2.04081
2021-04-05,3.09414
2021-04-06,3.35747
2021-04-07,4.21329
2021-04-08,4.21329
2021-04-09,3.2258
2021-04-10,1.38248
2021-04-11,1.31665
2021-04-12,3.6208
2021-04-13,3.29163
2021-04-14,4.47662
2021-04-15,4.21329
2021-04-16,2.30414
2021-04-17,1.11915
2021-04-18,0.98749
2021-04-19,3.55497
2021-04-20,3.09414
2021-04-21,3.15997
2021-04-22,2.8308
2021-04-23,2.63331
2021-04-24,0.72416
2021-04-25,0.98749
2021-04-26,3.35747
2021-04-27,3.09414
2021-04-28,3.75246
2021-04-29,2.43581
2021-04-30,2.23831
2021-05-01,1.18499
2021-05-02,1.44832
2021-05-03,3.68663
2021-05-04,3.29163
2021-05-05,0.92165
2021-05-06,3.35747
2021-05-07,2.50164
2021-05-08,1.18499
2021-05-09,0.65832
2021-05-10,4.41079
2021-05-11,3.4233
2021-05-12,3.09414
2021-05-13,3.2258
2021-05-14,3.88413
2021-05-15,1.31665
2021-05-16,1.05332
2021-05-17,3.68663
2021-05-18,3.94996
2021-05-19,1.57998
2021-05-20,3.35747
2021-05-21,3.48913
2021-05-22,1.25082
2021-05-23,0.59249
2021-05-24,3.2258
2021-05-25,2.89664
2021-05-26,3.2258
2021-05-27,1.90915
2021-05-28,3.35747
2021-05-29,1.90915
2021-05-30,1.05332
2021-05-31,4.47662
2021-06-01,4.60829
2021-06-02,3.35747
2021-06-03,2.63331
2021-06-04,2.30414
2021-06-05,0.65832
2021-06-06,0.59249
2021-06-07,2.17248
2021-06-08,2.69914
2021-06-09,2.96247
2021-06-10,2.69914
2021-06-11,2.10664
2021-06-12,0.85582
2021-06-13,1.25082
2021-06-14,2.8308
2021-06-15,2.96247
2021-06-16,3.15997
2021-06-17,4.27913
2021-06-18,3.0283
2021-06-19,1.18499
2021-06-20,1.51415
2021-06-21,3.29163
2021-06-22,3.75246
2021-06-23,4.41079
2021-06-24,3.94996
2021-06-25,3.68663
2021-06-26,1.44832
2021-06-27,1.51415
2021-06-28,3.88413
2021-06-29,2.96247
2021-06-30,3.94996
2021-07-01,2.69914
2021-07-02,2.69914
2021-07-03,1.05332
2021-07-04,1.57998
2021-07-05,3.68663
2021-07-06,3.88413
2021-07-07,4.14746
2021-07-08,2.76497
2021-07-09,2.63331
2021-07-10,0.78999
2021-07-11,0.98749
2021-07-12,3.6208
2021-07-13,2.8308
2021-07-14,3.55497
2021-07-15,3.94996
2021-07-16,3.09414
2021-07-17,1.05332
2021-07-18,1.38248
2021-07-19,3.55497
2021-07-20,3.55497
2021-07-21,3.88413
2021-07-22,2.96247
2021-07-23,12.63989
2021-07-24,1.71165
2021-07-25,1.51415
2021-07-26,3.29163
2021-07-27,3.88413
2021-07-28,2.96247
2021-07-29,3.0283
2021-07-30,3.29163
2021-07-31,1.31665
2021-08-01,1.25082
2021-08-02,5.26662
2021-08-03,4.41079
2021-08-04,3.09414
2021-08-05,4.27913
2021-08-06,3.8183
2021-08-07,1.77748
2021-08-08,2.10664
2021-08-09,5.00329
2021-08-10,4.93745
2021-08-11,4.54246
2021-08-12,5.13495
2021-08-13,4.14746
2021-08-14,1.84331
2021-08-15,1.77748
2021-08-16,3.55497
2021-08-17,7.0441
2021-08-18,6.31994
2021-08-19,6.78077
2021-08-20,6.64911
2021-08-21,2.63331
2021-08-22,2.43581
2021-08-23,5.79328
2021-08-24,4.47662
2021-08-25,4.60829
2021-08-26,4.87162
2021-08-27,4.60829
2021-08-28,1.57998
2021-08-29,1.71165
2021-08-30,5.46412
2021-08-31,4.27913
2021-09-01,3.94996
2021-09-02,4.27913
2021-09-03,3.48913
2021-09-04,2.23831
2021-09-05,1.77748
2021-09-06,4.41079
2021-09-07,3.0283
2021-09-08,4.41079
2021-09-09,5.85911
2021-09-10,4.08163
2021-09-11,0.92165
2021-09-12,2.04081
2021-09-13,5.06912
2021-09-14,4.41079
2021-09-15,4.73996
2021-09-16,2.96247
2021-09-17,4.21329
2021-09-18,1.77748
2021-09-19,1.18499
2021-09-20,1.57998
2021-09-21,1.71165
2021-09-22,2.10664
2021-09-23,5.39828
2021-09-24,4.87162
2021-09-25,1.77748
2021-09-26,1.64581
2021-09-27,4.54246
2021-09-28,5.20078
2021-09-29,5.00329
2021-09-30,4.87162
2021-10-01,5.06912
2021-10-02,1.97498
2021-10-03,2.36998
2021-10-04,3.35747
2021-10-05,6.71494
2021-10-06,5.13495
2021-10-07,6.18828
2021-10-08,5.59578
2021-10-09,1.38248
2021-10-10,1.97498
2021-10-11,2.69914
2021-10-12,5.92495
2021-10-13,4.93745
2021-10-14,5.00329
2021-10-15,4.01579
2021-10-16,2.04081
2021-10-17,1.84331
2021-10-18,4.41079
2021-10-19,4.60829
2021-10-20,4.41079
2021-10-21,3.35747
2021-10-22,3.8183
2021-10-23,1.57998
2021-10-24,1.31665
2021-10-25,6.58327
2021-10-26,5.00329
2021-10-27,6.91244
2021-10-28,4.47662
2021-10-29,3.48913
2021-10-30,1.84331
2021-10-31,2.30414
2021-11-01,4.67412
2021-11-02,4.27913
2021-11-03,4.21329
2021-11-04,4.93745
2021-11-05,4.27913
2021-11-06,1.44832
2021-11-07,2.50164
2021-11-08,4.87162
2021-11-09,5.33245
2021-11-10,4.27913
2021-11-11,5.66161
2021-11-12,4.27913
2021-11-13,1.25082
2021-11-14,2.10664
2021-11-15,4.14746
2021-11-16,5.39828
2021-11-17,4.14746
2021-11-18,4.80579
2021-11-19,4.41079
2021-11-20,1.71165
2021-11-21,3.4233
2021-11-22,4.93745
2021-11-23,5.52995
2021-11-24,5.00329
2021-11-25,5.59578
2021-11-26,5.00329
2021-11-27,1.51415
2021-11-28,2.50164
2021-11-29,6.05661
2021-11-30,3.8183
2021-12-01,4.54246
2021-12-02,3.29163
2021-12-03,3.09414
2021-12-04,1.31665
2021-12-05,2.23831
2021-12-06,4.41079
2021-12-07,4.14746
2021-12-08,4.54246
2021-12-09,4.01579
2021-12-10,3.8183
2021-12-11,1.11915
2021-12-12,2.04081
2021-12-13,5.20078
2021-12-14,5.06912
2021-12-15,3.68663
2021-12-16,4.73996
2021-12-17,3.29163
2021-12-18,1.18499
2021-12-19,2.04081
2021-12-20,7.2416
2021-12-21,5.79328
2021-12-22,4.54246
2021-12-23,5.66161
2021-12-24,4.60829
2021-12-25,1.77748
2021-12-26,2.69914
2021-12-27,5.92495
2021-12-28,4.47662
2021-12-29,4.80579
2021-12-30,3.94996
2021-12-31,3.55497
2022-01-01,2.17248
2022-01-02,3.29163
2022-01-03,6.71494
2022-01-04,6.31994
2022-01-05,6.51744
2022-01-06,6.31994
2022-01-07,7.57077
2022-01-08,3.09414
2022-01-09,4.27913
2022-01-10,7.37327
2022-01-11,5.33245
2022-01-12,5.52995
2022-01-13,5.99078
2022-01-14,4.73996
2022-01-15,2.23831
2022-01-16,2.96247
2022-01-17,7.8341
2022-01-18,5.66161
2022-01-19,6.38578
2022-01-20,5.79328
2022-01-21,5.59578
2022-01-22,2.69914
2022-01-23,2.69914
2022-01-24,6.31994
2022-01-25,6.91244
2022-01-26,6.51744
2022-01-27,7.37327
2022-01-28,7.2416
2022-01-29,2.36998
2022-01-30,1.31665
2022-01-31,2.36998
2022-02-01,2.96247
2022-02-02,4.27913
2022-02-03,9.15075
2022-02-04,5.79328
2022-02-05,2.36998
2022-02-06,3.68663
2022-02-07,7.0441
2022-02-08,6.12244
2022-02-09,4.54246
2022-02-10,5.06912
2022-02-11,5.79328
2022-02-12,3.0283
2022-02-13,2.8308
2022-02-14,5.66161
2022-02-15,5.59578
2022-02-16,4.93745
2022-02-17,5.72745
2022-02-18,5.59578
2022-02-19,2.76497
2022-02-20,2.89664
2022-02-21,7.10994
2022-02-22,5.26662
2022-02-23,4.27913
2022-02-24,6.05661
2022-02-25,6.58327
2022-02-26,2.36998
2022-02-27,2.96247
2022-02-28,8.42659
2022-03-01,4.67412
2022-03-02,8.88742
2022-03-03,8.29493
2022-03-04,7.4391
2022-03-05,2.96247
2022-03-06,2.63331
2022-03-07,9.47992
2022-03-08,8.03159
2022-03-09,3.88413
2022-03-10,7.30743
2022-03-11,6.05661
2022-03-12,2.30414
2022-03-13,4.47662
2022-03-14,9.61158
2022-03-15,8.68992
2022-03-16,7.17577
2022-03-17,8.22909
2022-03-18,7.6366
2022-03-19,3.94996
2022-03-20,3.88413
2022-03-21,7.70243
2022-03-22,7.4391
2022-03-23,8.49242
2022-03-24,9.01909
2022-03-25,7.17577
2022-03-26,3.4233
2022-03-27,3.8183
2022-03-28,11.12574
2022-03-29,10.00658
2022-03-30,9.80908
2022-03-31,7.30743
2022-04-01,6.38578
2022-04-02,2.23831
2022-04-03,3.29163
2022-04-04,9.08492
2022-04-05,8.22909
2022-04-06,7.0441
2022-04-07,7.10994
2022-04-08,6.12244
2022-04-09,2.36998
2022-04-10,3.4233
2022-04-11,7.70243
2022-04-12,8.36076
2022-04-13,7.50493
2022-04-14,7.37327
2022-04-15,7.8341
2022-04-16,2.8308
2022-04-17,3.29163
2022-04-18,6.78077
2022-04-19,9.01909
2022-04-20,9.15075
2022-04-21,8.82159
2022-04-22,6.97827
2022-04-23,2.56747
2022-04-24,3.55497
2022-04-25,7.89993
2022-04-26,8.88742
2022-04-27,8.68992
2022-04-28,13.03489
2022-04-29,10.53324
2022-04-30,2.8308
2022-05-01,3.75246
2022-05-02,12.04739
2022-05-03,11.19157
2022-05-04,10.07241
2022-05-05,6.25411
2022-05-06,10.99407
2022-05-07,2.63331
2022-05-08,5.06912
2022-05-09,10.53324
2022-05-10,10.20408
2022-05-11,8.68992
2022-05-12,10.59907
2022-05-13,9.94075
2022-05-14,4.01579
2022-05-15,4.67412
2022-05-16,8.16326
2022-05-17,10.40157
2022-05-18,10.66491
2022-05-19,11.2574
2022-05-20,10.73074
2022-05-21,3.2258
2022-05-22,4.73996
2022-05-23,10.33574
2022-05-24,9.15075
2022-05-25,10.26991
2022-05-26,8.88742
2022-05-27,10.07241
2022-05-28,3.75246
2022-05-29,4.60829
2022-05-30,13.75905
2022-05-31,13.69321
2022-06-01,6.51744
2022-06-02,14.68071
2022-06-03,12.44239
2022-06-04,3.94996
2022-06-05,3.29163
2022-06-06,5.79328
2022-06-07,15.4707
2022-06-08,14.48321
2022-06-09,11.4549
2022-06-10,14.41737
2022-06-11,5.85911
2022-06-12,5.85911
2022-06-13,13.89071
2022-06-14,16.78736
2022-06-15,14.48321
2022-06-16,13.69321
2022-06-17,13.03489
2022-06-18,5.85911
2022-06-19,6.91244
2022-06-20,18.76234
2022-06-21,14.48321
2022-06-22,15.73403
2022-06-23,16.85319
2022-06-24,18.16984
2022-06-25,8.03159
2022-06-26,7.37327
2022-06-27,19.61816
2022-06-28,16.52402
2022-06-29,18.10401
2022-06-30,19.4865
2022-07-01,17.57735
2022-07-02,6.05661
2022-07-03,9.61158
2022-07-04,19.94733
2022-07-05,20.73732
2022-07-06,20.67149
2022-07-07,19.81566
2022-07-08,17.24818
2022-07-09,8.55826
2022-07-10,8.09743
2022-07-11,20.21066
2022-07-12,19.42067
2022-07-13,21.26398
2022-07-14,19.74983
2022-07-15,19.35483
2022-07-16,6.58327
2022-07-17,9.80908
2022-07-18,24.48979
2022-07-19,23.96313
2022-07-20,18.03818
2022-07-21,18.76234
2022-07-22,19.42067
2022-07-23,6.25411
2022-07-24,9.01909
2022-07-25,22.77814
2022-07-26,21.39565
2022-07-27,17.31402
2022-07-28,20.21066
2022-07-29,17.84068
2022-07-30,5.52995
2022-07-31,7.50493
2022-08-01,20.60566
2022-08-02,19.0915
2022-08-03,19.81566
2022-08-04,17.05069
2022-08-05,17.31402
2022-08-06,6.45161
2022-08-07,8.95325
2022-08-08,20.73732
2022-08-09,16.12903
2022-08-10,20.07899
2022-08-11,23.5023
2022-08-12,24.22646
2022-08-13,5.99078
2022-08-14,7.17577
2022-08-15,10.66491
2022-08-16,24.29229
2022-08-17,20.21066
2022-08-18,19.02567
2022-08-19,17.90651
2022-08-20,6.91244
2022-08-21,9.41408
2022-08-22,25.60895
2022-08-23,23.8973
2022-08-24,19.35483
2022-08-25,20.21066
2022-08-26,18.894
2022-08-27,6.97827
2022-08-28,8.29493
2022-08-29,22.58064
2022-08-30,18.894
2022-08-31,19.35483
2022-09-01,19.55233
2022-09-02,20.60566
2022-09-03,6.78077
2022-09-04,9.08492
2022-09-05,25.80645
2022-09-06,20.80315
2022-09-07,23.96313
2022-09-08,22.97564
2022-09-09,7.50493
2022-09-10,6.18828
2022-09-11,7.50493
2022-09-12,12.04739
2022-09-13,32.91639
2022-09-14,29.49308
2022-09-15,27.18894
2022-09-16,22.38314
2022-09-17,9.74325
2022-09-18,9.15075
2022-09-19,26.72811
2022-09-20,24.68729
2022-09-21,23.56813
2022-09-22,30.41474
2022-09-23,30.48057
2022-09-24,10.46741
2022-09-25,13.42988
2022-09-26,39.69716
2022-09-27,31.99473
2022-09-28,31.3364
2022-09-29,25.74061
2022-09-30,26.85977
2022-10-01,6.8466
2022-10-02,10.53324
2022-10-03,12.90322
2022-10-04,31.66556
2022-10-05,26.72811
2022-10-06,29.69058
2022-10-07,25.87228
2022-10-08,7.0441
2022-10-09,9.01909
2022-10-10,13.03489
2022-10-11,28.37393
2022-10-12,26.53061
2022-10-13,21.32982
2022-10-14,24.62146
2022-10-15,10.46741
2022-10-16,13.82488
2022-10-17,28.63726
2022-10-18,35.22053
2022-10-19,31.99473
2022-10-20,28.30809
2022-10-21,28.63726
2022-10-22,11.0599
2022-10-23,12.31073
2022-10-24,30.21724
2022-10-25,28.24226
2022-10-26,28.37393
2022-10-27,24.95062
2022-10-28,23.56813
2022-10-29,7.96576
2022-10-30,11.19157
2022-10-31,34.75971
2022-11-01,29.62475
2022-11-02,25.47728
2022-11-03,26.46477
2022-11-04,26.85977
2022-11-05,10.20408
2022-11-06,12.37656
2022-11-07,38.64384
2022-11-08,39.1705
2022-11-09,41.93548
2022-11-10,36.93219
2022-11-11,37.85385
2022-11-12,13.82488
2022-11-13,15.40487
2022-11-14,37.59052
2022-11-15,37.65635
2022-11-16,29.49308
2022-11-17,32.78472
2022-11-18,25.60895
2022-11-19,10.92824
2022-11-20,14.35154
2022-11-21,34.56221
2022-11-22,28.57142
2022-11-23,28.70309
2022-11-24,28.37393
2022-11-25,30.15141
2022-11-26,11.0599
2022-11-27,15.00987
2022-11-28,38.11718
2022-11-29,33.11389
2022-11-30,37.91968
2022-12-01,38.77551
2022-12-02,32.38973
2022-12-03,11.0599
2022-12-04,17.90651
2022-12-05,35.81303
2022-12-06,36.40552
2022-12-07,33.70638
2022-12-08,34.16721
2022-12-09,37.12969
2022-12-10,16.06319
2022-12-11,21.79065
2022-12-12,44.43712
2022-12-13,43.05464
2022-12-14,38.44634
2022-12-15,38.90717
2022-12-16,44.04213
2022-12-17,13.75905
2022-12-18,22.11981
2022-12-19,45.42462
2022-12-20,45.88545
2022-12-21,47.2021
2022-12-22,45.55628
2022-12-23,41.86965
2022-12-24,16.78736
2022-12-25,23.6998
2022-12-26,54.90454
2022-12-27,50.36208
2022-12-28,51.67873
2022-12-29,49.04542
2022-12-30,43.12047
2022-12-31,16.06319
2023-01-01,22.25148
2023-01-02,52.53456
2023-01-03,55.89203
2023-01-04,48.84792
2023-01-05,53.52205
2023-01-06,60.23699
2023-01-07,18.76234
2023-01-08,27.97893
2023-01-09,73.73271
2023-01-10,70.37524
2023-01-11,58.78867
2023-01-12,54.90454
2023-01-13,51.48123
2023-01-14,20.80315
2023-01-15,29.42725
2023-01-16,62.54114
2023-01-17,57.53785
2023-01-18,61.15865
2023-01-19,56.61619
2023-01-20,53.98288
2023-01-21,18.30151
2023-01-22,19.4865
2023-01-23,30.80974
2023-01-24,52.33706
2023-01-25,95.06254
2023-01-26,72.15273
2023-01-27,65.89861
2023-01-28,21.59315
2023-01-29,32.58722
2023-01-30,79.46017
2023-01-31,62.47531
2023-02-01,59.51283
2023-02-02,60.69782
2023-02-03,53.32455
2023-02-04,22.77814
2023-02-05,32.32389
2023-02-06,75.77353
2023-02-07,64.38446
2023-02-08,56.02369
2023-02-09,55.89203
2023-02-10,59.38117
2023-02-11,22.97564
2023-02-12,32.12639
2023-02-13,71.2969
2023-02-14,56.61619
2023-02-15,54.57537
2023-02-16,54.24621
2023-02-17,52.86372
2023-02-18,19.42067
2023-02-19,29.03225
2023-02-20,63.59447
2023-02-21,54.44371
2023-02-22,51.28373
2023-02-23,48.97959
2023-02-24,42.26464
2023-02-25,15.99736
2023-02-26,21.72481
2023-02-27,55.56287
2023-02-28,48.58459
2023-03-01,27.84726
2023-03-02,58.8545
2023-03-03,45.49045
2023-03-04,15.2732
2023-03-05,20.80315
2023-03-06,49.63791
2023-03-07,38.11718
2023-03-08,37.19552
2023-03-09,34.62804
2023-03-10,33.90388
2023-03-11,12.63989
2023-03-12,17.51152
2023-03-13,45.55628
2023-03-14,39.69716
2023-03-15,36.99802
2023-03-16,34.9572
2023-03-17,31.27057
2023-03-18,11.98156
2023-03-19,15.6682
2023-03-20,42.72547
2023-03-21,44.43712
2023-03-22,36.40552
2023-03-23,48.12376
2023-03-24,35.22053
2023-03-25,14.35154
2023-03-26,16.72152
2023-03-27,41.07965
2023-03-28,35.1547
2023-03-29,38.18301
2023-03-30,37.26135
2023-03-31,35.3522
2023-04-01,9.67741
2023-04-02,15.99736
2023-04-03,40.28966
2023-04-04,35.61553
2023-04-05,33.64055
2023-04-06,35.68136
2023-04-07,33.31138
2023-04-08,13.69321
2023-04-09,18.03818
2023-04-10,50.95457
2023-04-11,40.02633
2023-04-12,38.51217
2023-04-13,41.93548
2023-04-14,37.52468
2023-04-15,15.93153
2023-04-16,22.05398
2023-04-17,44.83212
2023-04-18,38.973
2023-04-19,34.75971
2023-04-20,34.82554
2023-04-21,32.25806
2023-04-22,11.91573
2023-04-23,17.77485
2023-04-24,41.47465
2023-04-25,37.85385
2023-04-26,40.22383
2023-04-27,35.7472
2023-04-28,38.70967
2023-04-29,15.6682
2023-04-30,16.52402
2023-05-01,33.24555
2023-05-02,58.39368
2023-05-03,46.54377
2023-05-04,39.9605
2023-05-05,15.79986
2023-05-06,16.78736
2023-05-07,23.6998
2023-05-08,55.36537
2023-05-09,45.42462
2023-05-10,47.26793
2023-05-11,40.55299
2023-05-12,35.28637
2023-05-13,13.42988
2023-05-14,18.43317
2023-05-15,51.0204
2023-05-16,46.14878
2023-05-17,46.01711
2023-05-18,50.95457
2023-05-19,50.75707
2023-05-20,17.31402
2023-05-21,22.64647
2023-05-22,66.55694
2023-05-23,63.0678
2023-05-24,50.88874
2023-05-25,48.84792
2023-05-26,43.12047
2023-05-27,21.26398
2023-05-28,22.18564
