date,은행금리비교
2020-10-16,2.01155
2020-10-17,0.77038
2020-10-18,0.81318
2020-10-19,2.50374
2020-10-20,2.73913
2020-10-21,2.61074
2020-10-22,2.63214
2020-10-23,2.09715
2020-10-24,0.98437
2020-10-25,0.92017
2020-10-26,2.76053
2020-10-27,2.52514
2020-10-28,2.58934
2020-10-29,2.99593
2020-10-30,2.26835
2020-10-31,1.04857
2020-11-01,1.11277
2020-11-02,2.50374
2020-11-03,2.37534
2020-11-04,1.86175
2020-11-05,2.05435
2020-11-06,2.20415
2020-11-07,0.66338
2020-11-08,0.55638
2020-11-09,2.26835
2020-11-10,1.77616
2020-11-11,1.99015
2020-11-12,1.77616
2020-11-13,1.69056
2020-11-14,0.74898
2020-11-15,1.19837
2020-11-16,2.84613
2020-11-17,2.31114
2020-11-18,2.73913
2020-11-19,2.54654
2020-11-20,2.24695
2020-11-21,1.19837
2020-11-22,1.28397
2020-11-23,3.27412
2020-11-24,2.61074
2020-11-25,3.29552
2020-11-26,2.71774
2020-11-27,2.50374
2020-11-28,1.34817
2020-11-29,1.32677
2020-11-30,2.33254
2020-12-01,2.48234
2020-12-02,2.78193
2020-12-03,2.09715
2020-12-04,2.61074
2020-12-05,1.19837
2020-12-06,1.28397
2020-12-07,2.91033
2020-12-08,2.61074
2020-12-09,2.37534
2020-12-10,2.07575
2020-12-11,2.63214
2020-12-12,0.96297
2020-12-13,1.15557
2020-12-14,2.05435
2020-12-15,2.28974
2020-12-16,2.11855
2020-12-17,2.22555
2020-12-18,1.66916
2020-12-19,1.21977
2020-12-20,1.21977
2020-12-21,2.58934
2020-12-22,2.13995
2020-12-23,2.05435
2020-12-24,2.24695
2020-12-25,1.04857
2020-12-26,1.49796
2020-12-27,1.15557
2020-12-28,2.71774
2020-12-29,1.96875
2020-12-30,2.11855
2020-12-31,1.88315
2021-01-01,1.41236
2021-01-02,1.17697
2021-01-03,1.84035
2021-01-04,2.86753
2021-01-05,2.93173
2021-01-06,2.37534
2021-01-07,2.65354
2021-01-08,2.05435
2021-01-09,0.96297
2021-01-10,1.58356
2021-01-11,2.41814
2021-01-12,2.28974
2021-01-13,1.90455
2021-01-14,2.80333
2021-01-15,2.86753
2021-01-16,1.49796
2021-01-17,1.06997
2021-01-18,3.03873
2021-01-19,2.86753
2021-01-20,2.99593
2021-01-21,3.25272
2021-01-22,3.33832
2021-01-23,2.18275
2021-01-24,2.71774
2021-01-25,3.83051
2021-01-26,2.86753
2021-01-27,4.04451
2021-01-28,4.4511
2021-01-29,4.72929
2021-01-30,1.73336
2021-01-31,1.58356
2021-02-01,2.65354
2021-02-02,2.71774
2021-02-03,2.01155
2021-02-04,2.20415
2021-02-05,1.99015
2021-02-06,0.89878
2021-02-07,0.98437
2021-02-08,2.41814
2021-02-09,1.51936
2021-02-10,1.73336
2021-02-11,0.83458
2021-02-12,0.94157
2021-02-13,0.79178
2021-02-14,1.56216
2021-02-15,2.86753
2021-02-16,3.29552
2021-02-17,2.26835
2021-02-18,2.41814
2021-02-19,1.75476
2021-02-20,1.26257
2021-02-21,1.24117
2021-02-22,2.13995
2021-02-23,2.20415
2021-02-24,1.86175
2021-02-25,2.13995
2021-02-26,1.73336
2021-02-27,1.04857
2021-02-28,1.06997
2021-03-01,1.73336
2021-03-02,2.71774
2021-03-03,2.50374
2021-03-04,2.07575
2021-03-05,1.49796
2021-03-06,0.64198
2021-03-07,0.92017
2021-03-08,2.07575
2021-03-09,1.62636
2021-03-10,1.69056
2021-03-11,2.11855
2021-03-12,1.77616
2021-03-13,0.92017
2021-03-14,1.30537
2021-03-15,1.75476
2021-03-16,2.16135
2021-03-17,2.03295
2021-03-18,2.41814
2021-03-19,2.31114
2021-03-20,1.39096
2021-03-21,1.19837
2021-03-22,2.09715
2021-03-23,2.22555
2021-03-24,2.41814
2021-03-25,1.90455
2021-03-26,1.51936
2021-03-27,0.64198
2021-03-28,0.92017
2021-03-29,2.03295
2021-03-30,2.22555
2021-03-31,1.64776
2021-04-01,1.90455
2021-04-02,1.79756
2021-04-03,0.74898
2021-04-04,0.49218
2021-04-05,1.96875
2021-04-06,1.56216
2021-04-07,1.45516
2021-04-08,1.41236
2021-04-09,1.56216
2021-04-10,0.72758
2021-04-11,0.92017
2021-04-12,1.90455
2021-04-13,1.24117
2021-04-14,1.30537
2021-04-15,1.36956
2021-04-16,1.49796
2021-04-17,0.62058
2021-04-18,0.92017
2021-04-19,1.36956
2021-04-20,1.54076
2021-04-21,1.34817
2021-04-22,1.49796
2021-04-23,1.49796
2021-04-24,0.53498
2021-04-25,0.94157
2021-04-26,1.64776
2021-04-27,1.13417
2021-04-28,1.30537
2021-04-29,1.39096
2021-04-30,1.21977
2021-05-01,0.40659
2021-05-02,0.66338
2021-05-03,1.75476
2021-05-04,1.43376
2021-05-05,1.00577
2021-05-06,2.28974
2021-05-07,1.56216
2021-05-08,0.94157
2021-05-09,0.81318
2021-05-10,2.11855
2021-05-11,1.75476
2021-05-12,1.41236
2021-05-13,1.58356
2021-05-14,1.81895
2021-05-15,0.79178
2021-05-16,1.04857
2021-05-17,1.88315
2021-05-18,1.94735
2021-05-19,0.74898
2021-05-20,1.39096
2021-05-21,1.43376
2021-05-22,0.68478
2021-05-23,0.77038
2021-05-24,1.39096
2021-05-25,1.92595
2021-05-26,1.39096
2021-05-27,2.01155
2021-05-28,1.11277
2021-05-29,0.74898
2021-05-30,0.96297
2021-05-31,1.92595
2021-06-01,2.13995
2021-06-02,1.56216
2021-06-03,1.81895
2021-06-04,1.41236
2021-06-05,0.51358
2021-06-06,0.96297
2021-06-07,1.58356
2021-06-08,1.62636
2021-06-09,0.98437
2021-06-10,1.30537
2021-06-11,1.19837
2021-06-12,0.49218
2021-06-13,0.70618
2021-06-14,1.24117
2021-06-15,1.26257
2021-06-16,0.98437
2021-06-17,1.11277
2021-06-18,1.30537
2021-06-19,0.68478
2021-06-20,0.51358
2021-06-21,1.28397
2021-06-22,1.51936
2021-06-23,1.28397
2021-06-24,1.43376
2021-06-25,1.60496
2021-06-26,0.81318
2021-06-27,0.66338
2021-06-28,1.81895
2021-06-29,1.47656
2021-06-30,1.32677
2021-07-01,1.21977
2021-07-02,1.06997
2021-07-03,0.70618
2021-07-04,0.49218
2021-07-05,1.73336
2021-07-06,1.56216
2021-07-07,1.32677
2021-07-08,1.51936
2021-07-09,0.62058
2021-07-10,0.64198
2021-07-11,0.87738
2021-07-12,1.13417
2021-07-13,1.00577
2021-07-14,0.85598
2021-07-15,0.98437
2021-07-16,1.11277
2021-07-17,0.51358
2021-07-18,0.98437
2021-07-19,1.36956
2021-07-20,0.98437
2021-07-21,0.96297
2021-07-22,1.32677
2021-07-23,1.32677
2021-07-24,0.55638
2021-07-25,0.53498
2021-07-26,1.15557
2021-07-27,1.41236
2021-07-28,1.39096
2021-07-29,1.19837
2021-07-30,1.54076
2021-07-31,0.70618
2021-08-01,0.89878
2021-08-02,1.58356
2021-08-03,1.69056
2021-08-04,1.43376
2021-08-05,1.36956
2021-08-06,0.96297
2021-08-07,0.87738
2021-08-08,0.40659
2021-08-09,1.24117
2021-08-10,1.66916
2021-08-11,1.73336
2021-08-12,1.21977
2021-08-13,1.11277
2021-08-14,0.59918
2021-08-15,0.59918
2021-08-16,0.89878
2021-08-17,1.43376
2021-08-18,1.47656
2021-08-19,1.26257
2021-08-20,1.54076
2021-08-21,0.72758
2021-08-22,0.92017
2021-08-23,1.45516
2021-08-24,1.62636
2021-08-25,1.45516
2021-08-26,2.80333
2021-08-27,2.05435
2021-08-28,0.98437
2021-08-29,1.28397
2021-08-30,2.39674
2021-08-31,2.50374
2021-09-01,3.33832
2021-09-02,2.33254
2021-09-03,2.01155
2021-09-04,1.30537
2021-09-05,0.87738
2021-09-06,2.11855
2021-09-07,2.31114
2021-09-08,1.94735
2021-09-09,1.94735
2021-09-10,1.73336
2021-09-11,0.83458
2021-09-12,0.70618
2021-09-13,1.58356
2021-09-14,1.51936
2021-09-15,1.62636
2021-09-16,1.30537
2021-09-17,1.56216
2021-09-18,0.74898
2021-09-19,0.47078
2021-09-20,0.81318
2021-09-21,0.79178
2021-09-22,1.17697
2021-09-23,2.28974
2021-09-24,3.23132
2021-09-25,1.54076
2021-09-26,1.73336
2021-09-27,2.93173
2021-09-28,2.46094
2021-09-29,3.23132
2021-09-30,3.12433
2021-10-01,2.54654
2021-10-02,1.17697
2021-10-03,1.04857
2021-10-04,1.43376
2021-10-05,2.39674
2021-10-06,2.33254
2021-10-07,2.28974
2021-10-08,2.05435
2021-10-09,0.70618
2021-10-10,1.09137
2021-10-11,1.26257
2021-10-12,2.50374
2021-10-13,1.64776
2021-10-14,1.84035
2021-10-15,1.26257
2021-10-16,0.62058
2021-10-17,0.66338
2021-10-18,1.81895
2021-10-19,1.51936
2021-10-20,1.47656
2021-10-21,1.30537
2021-10-22,1.06997
2021-10-23,0.83458
2021-10-24,0.74898
2021-10-25,2.18275
2021-10-26,2.11855
2021-10-27,1.84035
2021-10-28,1.69056
2021-10-29,1.45516
2021-10-30,0.53498
2021-10-31,0.68478
2021-11-01,1.24117
2021-11-02,2.07575
2021-11-03,1.43376
2021-11-04,1.24117
2021-11-05,1.34817
2021-11-06,0.25679
2021-11-07,0.47078
2021-11-08,0.94157
2021-11-09,1.49796
2021-11-10,1.04857
2021-11-11,0.92017
2021-11-12,1.36956
2021-11-13,0.42799
2021-11-14,0.77038
2021-11-15,1.19837
2021-11-16,1.36956
2021-11-17,1.60496
2021-11-18,1.06997
2021-11-19,1.51936
2021-11-20,0.77038
2021-11-21,0.79178
2021-11-22,1.47656
2021-11-23,1.36956
2021-11-24,1.28397
2021-11-25,2.76053
2021-11-26,2.71774
2021-11-27,1.81895
2021-11-28,1.81895
2021-11-29,2.50374
2021-11-30,2.61074
2021-12-01,2.69634
2021-12-02,2.33254
2021-12-03,2.35394
2021-12-04,2.24695
2021-12-05,1.71196
2021-12-06,2.73913
2021-12-07,2.80333
2021-12-08,2.24695
2021-12-09,2.24695
2021-12-10,1.88315
2021-12-11,1.41236
2021-12-12,1.54076
2021-12-13,2.35394
2021-12-14,2.13995
2021-12-15,2.01155
2021-12-16,2.41814
2021-12-17,1.69056
2021-12-18,0.89878
2021-12-19,1.30537
2021-12-20,2.13995
2021-12-21,1.71196
2021-12-22,1.73336
2021-12-23,1.92595
2021-12-24,2.07575
2021-12-25,1.17697
2021-12-26,1.36956
2021-12-27,2.22555
2021-12-28,1.86175
2021-12-29,1.88315
2021-12-30,2.16135
2021-12-31,1.90455
2022-01-01,1.13417
2022-01-02,1.00577
2022-01-03,2.88893
2022-01-04,2.80333
2022-01-05,2.97453
2022-01-06,2.09715
2022-01-07,2.07575
2022-01-08,1.24117
2022-01-09,1.26257
2022-01-10,2.58934
2022-01-11,2.91033
2022-01-12,2.37534
2022-01-13,2.50374
2022-01-14,3.57372
2022-01-15,1.92595
2022-01-16,1.69056
2022-01-17,4.2371
2022-01-18,3.93751
2022-01-19,4.00171
2022-01-20,3.85191
2022-01-21,3.44532
2022-01-22,1.92595
2022-01-23,2.28974
2022-01-24,3.33832
2022-01-25,3.89471
2022-01-26,3.35972
2022-01-27,3.14573
2022-01-28,3.12433
2022-01-29,1.73336
2022-01-30,1.26257
2022-01-31,1.13417
2022-02-01,1.60496
2022-02-02,1.92595
2022-02-03,4.4297
2022-02-04,3.06013
2022-02-05,1.86175
2022-02-06,2.56794
2022-02-07,4.1515
2022-02-08,3.61652
2022-02-09,5.41408
2022-02-10,4.06591
2022-02-11,3.16713
2022-02-12,1.24117
2022-02-13,1.90455
2022-02-14,3.10293
2022-02-15,3.10293
2022-02-16,2.56794
2022-02-17,2.80333
2022-02-18,2.20415
2022-02-19,1.41236
2022-02-20,2.28974
2022-02-21,3.53092
2022-02-22,2.61074
2022-02-23,3.16713
2022-02-24,2.71774
2022-02-25,2.99593
2022-02-26,1.21977
2022-02-27,1.24117
2022-02-28,2.82473
2022-03-01,2.13995
2022-03-02,3.06013
2022-03-03,2.09715
2022-03-04,2.16135
2022-03-05,1.30537
2022-03-06,1.02717
2022-03-07,2.24695
2022-03-08,1.69056
2022-03-09,1.21977
2022-03-10,2.03295
2022-03-11,2.07575
2022-03-12,1.02717
2022-03-13,1.17697
2022-03-14,2.37534
2022-03-15,1.69056
2022-03-16,1.90455
2022-03-17,2.16135
2022-03-18,2.05435
2022-03-19,1.11277
2022-03-20,0.98437
2022-03-21,2.18275
2022-03-22,2.16135
2022-03-23,2.18275
2022-03-24,2.24695
2022-03-25,2.22555
2022-03-26,1.09137
2022-03-27,0.72758
2022-03-28,1.92595
2022-03-29,1.99015
2022-03-30,2.07575
2022-03-31,1.96875
2022-04-01,1.84035
2022-04-02,0.72758
2022-04-03,1.06997
2022-04-04,2.09715
2022-04-05,1.90455
2022-04-06,1.79756
2022-04-07,1.75476
2022-04-08,1.51936
2022-04-09,0.72758
2022-04-10,1.00577
2022-04-11,1.73336
2022-04-12,2.26835
2022-04-13,1.56216
2022-04-14,3.08153
2022-04-15,2.31114
2022-04-16,1.34817
2022-04-17,1.32677
2022-04-18,2.46094
2022-04-19,3.46672
2022-04-20,2.76053
2022-04-21,1.90455
2022-04-22,2.76053
2022-04-23,1.06997
2022-04-24,0.74898
2022-04-25,2.56794
2022-04-26,2.33254
2022-04-27,1.45516
2022-04-28,2.33254
2022-04-29,1.56216
2022-04-30,0.98437
2022-05-01,0.72758
2022-05-02,2.28974
2022-05-03,1.79756
2022-05-04,1.43376
2022-05-05,1.17697
2022-05-06,1.94735
2022-05-07,0.96297
2022-05-08,0.96297
2022-05-09,2.58934
2022-05-10,1.86175
2022-05-11,1.86175
2022-05-12,2.65354
2022-05-13,1.92595
2022-05-14,0.92017
2022-05-15,1.02717
2022-05-16,2.31114
2022-05-17,2.01155
2022-05-18,2.01155
2022-05-19,1.77616
2022-05-20,1.94735
2022-05-21,0.70618
2022-05-22,1.17697
2022-05-23,2.48234
2022-05-24,1.73336
2022-05-25,1.94735
2022-05-26,2.82473
2022-05-27,3.18852
2022-05-28,1.15557
2022-05-29,1.39096
2022-05-30,3.03873
2022-05-31,2.65354
2022-06-01,2.03295
2022-06-02,2.46094
2022-06-03,2.48234
2022-06-04,1.26257
2022-06-05,1.21977
2022-06-06,1.58356
2022-06-07,2.52514
2022-06-08,2.93173
2022-06-09,2.41814
2022-06-10,2.48234
2022-06-11,1.30537
2022-06-12,1.11277
2022-06-13,2.54654
2022-06-14,2.63214
2022-06-15,2.80333
2022-06-16,3.63791
2022-06-17,3.31692
2022-06-18,1.45516
2022-06-19,1.88315
2022-06-20,3.35972
2022-06-21,3.35972
2022-06-22,2.97453
2022-06-23,3.44532
2022-06-24,2.82473
2022-06-25,0.87738
2022-06-26,1.49796
2022-06-27,3.53092
2022-06-28,3.35972
2022-06-29,2.95313
2022-06-30,3.16713
2022-07-01,2.99593
2022-07-02,1.58356
2022-07-03,2.20415
2022-07-04,4.3441
2022-07-05,3.63791
2022-07-06,4.75069
2022-07-07,3.87331
2022-07-08,3.59512
2022-07-09,1.77616
2022-07-10,1.64776
2022-07-11,3.85191
2022-07-12,4.1515
2022-07-13,8.6882
2022-07-14,9.99358
2022-07-15,5.71367
2022-07-16,2.71774
2022-07-17,2.91033
2022-07-18,7.27583
2022-07-19,5.88487
2022-07-20,5.47827
2022-07-21,5.79927
2022-07-22,4.3441
2022-07-23,1.84035
2022-07-24,2.91033
2022-07-25,5.24288
2022-07-26,4.06591
2022-07-27,4.77209
2022-07-28,5.17868
2022-07-29,3.78771
2022-07-30,1.71196
2022-07-31,2.41814
2022-08-01,4.08731
2022-08-02,4.2157
2022-08-03,4.06591
2022-08-04,3.31692
2022-08-05,4.02311
2022-08-06,1.71196
2022-08-07,1.96875
2022-08-08,3.53092
2022-08-09,3.12433
2022-08-10,3.89471
2022-08-11,3.55232
2022-08-12,3.63791
2022-08-13,1.54076
2022-08-14,1.56216
2022-08-15,1.32677
2022-08-16,4.06591
2022-08-17,3.48812
2022-08-18,3.50952
2022-08-19,3.01733
2022-08-20,1.62636
2022-08-21,2.48234
2022-08-22,10.29317
2022-08-23,6.61245
2022-08-24,5.64947
2022-08-25,9.20179
2022-08-26,7.74662
2022-08-27,3.70211
2022-08-28,4.2371
2022-08-29,7.19024
2022-08-30,6.61245
2022-08-31,6.27006
2022-09-01,5.56387
2022-09-02,4.92189
2022-09-03,3.06013
2022-09-04,2.63214
2022-09-05,4.3441
2022-09-06,4.2371
2022-09-07,4.96469
2022-09-08,3.65931
2022-09-09,1.99015
2022-09-10,1.54076
2022-09-11,2.07575
2022-09-12,3.57372
2022-09-13,6.48405
2022-09-14,7.38283
2022-09-15,6.16306
2022-09-16,5.20008
2022-09-17,2.46094
2022-09-18,2.22555
2022-09-19,5.56387
2022-09-20,5.05028
2022-09-21,5.90627
2022-09-22,7.36143
2022-09-23,5.97046
2022-09-24,3.70211
2022-09-25,4.2371
2022-09-26,6.52685
2022-09-27,7.31863
2022-09-28,7.38283
2022-09-29,7.10464
2022-09-30,14.55167
2022-10-01,14.16648
2022-10-02,13.80269
2022-10-03,17.11962
2022-10-04,27.88358
2022-10-05,34.47464
2022-10-06,37.04258
2022-10-07,35.56601
2022-10-08,17.46201
2022-10-09,18.42499
2022-10-10,24.67365
2022-10-11,43.61224
2022-10-12,79.09265
2022-10-13,100.0
2022-10-14,84.31414
2022-10-15,38.54055
2022-10-16,42.60646
2022-10-17,90.02781
2022-10-18,82.45238
2022-10-19,82.58078
2022-10-20,75.79713
2022-10-21,62.74341
2022-10-22,29.08196
2022-10-23,31.00791
2022-10-24,69.20607
2022-10-25,68.43569
2022-10-26,63.79199
2022-10-27,58.9129
2022-10-28,52.38604
2022-10-29,23.88187
2022-10-30,22.7049
2022-10-31,51.93665
2022-11-01,55.80997
2022-11-02,51.95805
2022-11-03,52.47164
2022-11-04,43.52664
2022-11-05,20.39375
2022-11-06,23.56088
2022-11-07,48.85512
2022-11-08,45.92338
2022-11-09,45.77359
2022-11-10,42.94885
2022-11-11,37.51337
2022-11-12,19.66616
2022-11-13,21.74192
2022-11-14,58.31371
2022-11-15,54.2478
2022-11-16,42.30686
2022-11-17,35.03102
2022-11-18,34.77423
2022-11-19,15.79285
2022-11-20,20.02995
2022-11-21,40.05991
2022-11-22,36.70019
2022-11-23,36.2722
2022-11-24,52.62144
2022-11-25,42.62786
2022-11-26,21.03573
2022-11-27,23.13289
2022-11-28,43.48384
2022-11-29,42.19987
2022-11-30,35.48041
2022-12-01,32.57008
2022-12-02,27.58399
2022-12-03,13.05371
2022-12-04,14.87267
2022-12-05,31.82109
2022-12-06,32.03509
2022-12-07,32.01369
2022-12-08,30.64412
2022-12-09,26.49261
2022-12-10,12.17633
2022-12-11,14.65867
2022-12-12,30.64412
2022-12-13,28.18317
2022-12-14,24.97325
2022-12-15,26.47121
2022-12-16,22.5123
2022-12-17,11.51294
2022-12-18,13.2677
2022-12-19,25.85063
2022-12-20,25.05884
2022-12-21,21.29253
2022-12-22,19.53777
2022-12-23,19.00278
2022-12-24,10.91375
2022-12-25,13.2035
2022-12-26,23.64647
2022-12-27,24.90905
2022-12-28,22.4695
2022-12-29,24.41686
2022-12-30,20.75754
2022-12-31,9.52279
2023-01-01,13.73849
2023-01-02,28.35437
2023-01-03,24.37406
2023-01-04,24.37406
2023-01-05,24.01027
2023-01-06,22.14851
2023-01-07,13.4175
2023-01-08,14.35908
2023-01-09,27.156
2023-01-10,27.54119
2023-01-11,26.00042
2023-01-12,24.13866
2023-01-13,29.48855
2023-01-14,15.81425
2023-01-15,14.05949
2023-01-16,26.81361
2023-01-17,24.05307
2023-01-18,22.25551
2023-01-19,20.60774
2023-01-20,20.05135
2023-01-21,9.30879
2023-01-22,9.75818
2023-01-23,9.97218
2023-01-24,15.40766
2023-01-25,28.86796
2023-01-26,23.98887
2023-01-27,22.23411
2023-01-28,11.06355
2023-01-29,12.77551
2023-01-30,25.25144
2023-01-31,21.18553
2023-02-01,21.31393
2023-02-02,21.61352
2023-02-03,18.70318
2023-02-04,10.22897
2023-02-05,10.01497
2023-02-06,21.76332
2023-02-07,20.88594
2023-02-08,18.61759
2023-02-09,17.783
2023-02-10,16.47763
2023-02-11,9.18039
2023-02-12,9.62978
2023-02-13,21.03573
2023-02-14,20.02995
2023-02-15,19.64476
2023-02-16,18.85298
2023-02-17,16.41343
2023-02-18,10.25037
2023-02-19,10.52856
2023-02-20,20.50074
2023-02-21,22.5337
2023-02-22,19.77316
2023-02-23,20.95013
2023-02-24,17.56901
2023-02-25,8.21741
2023-02-26,10.25037
2023-02-27,19.77316
2023-02-28,19.88016
2023-03-01,12.58292
2023-03-02,17.9328
2023-03-03,16.39203
2023-03-04,9.0734
2023-03-05,9.95078
2023-03-06,17.8472
2023-03-07,15.83565
2023-03-08,15.10806
2023-03-09,13.5887
2023-03-10,13.97389
2023-03-11,6.91204
2023-03-12,7.87502
2023-03-13,17.8044
2023-03-14,17.48341
2023-03-15,16.67023
2023-03-16,15.79285
2023-03-17,13.3105
2023-03-18,7.68243
2023-03-19,7.68243
2023-03-20,17.8258
2023-03-21,16.11384
2023-03-22,15.42906
2023-03-23,17.63321
2023-03-24,15.40766
2023-03-25,8.7738
2023-03-26,10.78536
2023-03-27,20.05135
2023-03-28,18.1682
2023-03-29,18.72458
2023-03-30,15.23646
2023-03-31,13.3961
2023-04-01,6.46265
2023-04-02,7.51123
2023-04-03,14.27348
2023-04-04,12.94671
2023-04-05,12.79691
2023-04-06,12.86111
2023-04-07,9.52279
2023-04-08,5.75647
2023-04-09,5.30708
2023-04-10,13.03231
2023-04-11,12.96811
2023-04-12,12.71132
2023-04-13,10.84956
2023-04-14,10.78536
2023-04-15,5.02888
2023-04-16,7.10464
2023-04-17,11.79114
2023-04-18,11.96233
2023-04-19,10.67836
2023-04-20,8.49561
2023-04-21,9.45859
2023-04-22,4.1943
2023-04-23,5.26428
2023-04-24,10.80676
2023-04-25,11.14915
2023-04-26,9.86518
2023-04-27,9.39439
2023-04-28,10.20757
2023-04-29,4.5367
2023-04-30,4.85769
2023-05-01,6.89064
2023-05-02,13.6101
2023-05-03,11.12775
2023-05-04,10.59276
2023-05-05,4.94329
2023-05-06,4.1943
2023-05-07,5.02888
2023-05-08,11.10635
2023-05-09,10.93515
2023-05-10,11.44874
2023-05-11,9.65118
2023-05-12,9.60838
2023-05-13,4.79349
2023-05-14,5.26428
2023-05-15,11.72694
2023-05-16,10.10057
2023-05-17,11.02075
2023-05-18,9.80098
2023-05-19,9.50139
2023-05-20,3.53092
2023-05-21,4.75069
2023-05-22,8.9878
2023-05-23,9.37299
2023-05-24,10.16477
2023-05-25,10.22897
2023-05-26,7.76802
2023-05-27,3.87331
2023-05-28,3.76631
