date,연금보험료
2020-09-04,10.907
2020-09-05,5.16647
2020-09-06,4.82204
2020-09-07,10.56257
2020-09-08,9.41446
2020-09-09,8.84041
2020-09-10,13.43283
2020-09-11,7.92192
2020-09-12,1.26291
2020-09-13,2.98507
2020-09-14,5.16647
2020-09-15,5.39609
2020-09-16,3.78874
2020-09-17,6.31458
2020-09-18,3.78874
2020-09-19,2.29621
2020-09-20,2.1814
2020-09-21,3.3295
2020-09-22,6.08495
2020-09-23,4.01836
2020-09-24,3.09988
2020-09-25,7.34787
2020-09-26,9.52927
2020-09-27,7.34787
2020-09-28,40.18369
2020-09-29,29.96555
2020-09-30,12.74397
2020-10-01,7.92192
2020-10-02,5.97014
2020-10-03,4.3628
2020-10-04,4.3628
2020-10-05,24.33983
2020-10-06,19.74741
2020-10-07,19.97703
2020-10-08,17.4512
2020-10-09,6.88863
2020-10-10,6.42939
2020-10-11,4.24799
2020-10-12,9.64408
2020-10-13,7.46268
2020-10-14,7.34787
2020-10-15,3.44431
2020-10-16,5.5109
2020-10-17,2.06659
2020-10-18,1.49253
2020-10-19,6.19977
2020-10-20,6.5442
2020-10-21,5.5109
2020-10-22,4.01836
2020-10-23,5.39609
2020-10-24,1.72215
2020-10-25,2.41102
2020-10-26,5.74052
2020-10-27,8.15154
2020-10-28,31.80252
2020-10-29,37.65786
2020-10-30,29.73593
2020-10-31,10.56257
2020-11-01,9.07003
2020-11-02,18.59931
2020-11-03,11.71067
2020-11-04,12.51435
2020-11-05,10.79219
2020-11-06,8.03673
2020-11-07,3.21469
2020-11-08,3.44431
2020-11-09,9.98851
2020-11-10,9.75889
2020-11-11,7.00344
2020-11-12,7.34787
2020-11-13,4.24799
2020-11-14,1.83696
2020-11-15,1.72215
2020-11-16,5.5109
2020-11-17,4.47761
2020-11-18,4.01836
2020-11-19,4.3628
2020-11-20,4.13318
2020-11-21,1.72215
2020-11-22,1.26291
2020-11-23,4.24799
2020-11-24,5.16647
2020-11-25,7.00344
2020-11-26,7.46268
2020-11-27,22.27324
2020-11-28,5.74052
2020-11-29,5.05166
2020-11-30,23.19173
2020-12-01,29.50631
2020-12-02,40.06888
2020-12-03,31.80252
2020-12-04,19.51779
2020-12-05,8.15154
2020-12-06,8.7256
2020-12-07,14.12169
2020-12-08,8.03673
2020-12-09,11.94029
2020-12-10,14.35132
2020-12-11,7.57749
2020-12-12,4.01836
2020-12-13,2.29621
2020-12-14,7.57749
2020-12-15,8.7256
2020-12-16,7.92192
2020-12-17,8.49598
2020-12-18,5.62571
2020-12-19,2.06659
2020-12-20,2.29621
2020-12-21,7.11825
2020-12-22,10.21814
2020-12-23,7.46268
2020-12-24,5.05166
2020-12-25,2.52583
2020-12-26,2.64064
2020-12-27,1.60734
2020-12-28,19.74741
2020-12-29,52.12399
2020-12-30,61.9977
2020-12-31,63.94948
2021-01-01,31.5729
2021-01-02,24.33983
2021-01-03,21.92881
2021-01-04,56.83122
2021-01-05,48.10562
2021-01-06,32.03214
2021-01-07,23.65097
2021-01-08,18.71412
2021-01-09,10.56257
2021-01-10,15.15499
2021-01-11,27.32491
2021-01-12,15.49942
2021-01-13,11.02181
2021-01-14,13.43283
2021-01-15,10.10332
2021-01-16,5.28128
2021-01-17,5.28128
2021-01-18,14.69575
2021-01-19,9.8737
2021-01-20,12.51435
2021-01-21,12.85878
2021-01-22,10.44776
2021-01-23,4.93685
2021-01-24,5.16647
2021-01-25,11.71067
2021-01-26,10.10332
2021-01-27,40.64293
2021-01-28,53.2721
2021-01-29,57.52009
2021-01-30,20.55109
2021-01-31,22.38805
2021-02-01,43.05396
2021-02-02,30.30998
2021-02-03,20.78071
2021-02-04,16.07347
2021-02-05,14.92537
2021-02-06,6.88863
2021-02-07,5.28128
2021-02-08,15.49942
2021-02-09,14.92537
2021-02-10,13.66245
2021-02-11,4.47761
2021-02-12,4.82204
2021-02-13,2.1814
2021-02-14,3.44431
2021-02-15,10.10332
2021-02-16,7.80711
2021-02-17,7.6923
2021-02-18,5.05166
2021-02-19,5.97014
2021-02-20,3.44431
2021-02-21,2.06659
2021-02-22,7.80711
2021-02-23,7.11825
2021-02-24,19.40298
2021-02-25,34.55797
2021-02-26,43.05396
2021-02-27,18.02525
2021-02-28,11.71067
2021-03-01,8.49598
2021-03-02,31.5729
2021-03-03,22.61768
2021-03-04,16.18828
2021-03-05,15.38461
2021-03-06,5.97014
2021-03-07,5.28128
2021-03-08,12.39954
2021-03-09,13.43283
2021-03-10,13.66245
2021-03-11,8.95522
2021-03-12,6.19977
2021-03-13,2.1814
2021-03-14,2.75545
2021-03-15,6.88863
2021-03-16,8.61079
2021-03-17,5.74052
2021-03-18,5.97014
2021-03-19,5.85533
2021-03-20,1.83696
2021-03-21,1.26291
2021-03-22,5.39609
2021-03-23,7.23306
2021-03-24,5.05166
2021-03-25,15.95866
2021-03-26,9.75889
2021-03-27,2.52583
2021-03-28,4.82204
2021-03-29,15.95866
2021-03-30,31.68771
2021-03-31,35.9357
2021-04-01,25.94718
2021-04-02,16.41791
2021-04-03,7.23306
2021-04-04,5.39609
2021-04-05,13.20321
2021-04-06,9.52927
2021-04-07,7.34787
2021-04-08,9.29965
2021-04-09,8.03673
2021-04-10,3.78874
2021-04-11,4.13318
2021-04-12,7.34787
2021-04-13,6.31458
2021-04-14,5.28128
2021-04-15,4.93685
2021-04-16,4.70723
2021-04-17,2.52583
2021-04-18,3.09988
2021-04-19,5.97014
2021-04-20,5.5109
2021-04-21,5.74052
2021-04-22,7.6923
2021-04-23,7.00344
2021-04-24,1.03329
2021-04-25,2.1814
2021-04-26,5.62571
2021-04-27,8.49598
2021-04-28,30.42479
2021-04-29,38.1171
2021-04-30,30.42479
2021-05-01,14.2365
2021-05-02,10.10332
2021-05-03,23.07692
2021-05-04,19.51779
2021-05-05,8.26636
2021-05-06,14.69575
2021-05-07,12.39954
2021-05-08,5.97014
2021-05-09,4.82204
2021-05-10,15.15499
2021-05-11,10.907
2021-05-12,7.80711
2021-05-13,6.08495
2021-05-14,5.97014
2021-05-15,3.09988
2021-05-16,3.09988
2021-05-17,7.6923
2021-05-18,8.26636
2021-05-19,2.87026
2021-05-20,10.44776
2021-05-21,4.70723
2021-05-22,1.49253
2021-05-23,2.52583
2021-05-24,6.88863
2021-05-25,6.42939
2021-05-26,13.0884
2021-05-27,31.68771
2021-05-28,31.34328
2021-05-29,14.12169
2021-05-30,9.98851
2021-05-31,25.71756
2021-06-01,16.18828
2021-06-02,15.61423
2021-06-03,11.48105
2021-06-04,8.26636
2021-06-05,4.3628
2021-06-06,2.41102
2021-06-07,7.11825
2021-06-08,5.74052
2021-06-09,5.97014
2021-06-10,8.49598
2021-06-11,5.28128
2021-06-12,1.03329
2021-06-13,0.91848
2021-06-14,4.59242
2021-06-15,4.70723
2021-06-16,4.01836
2021-06-17,4.70723
2021-06-18,4.13318
2021-06-19,2.41102
2021-06-20,0.80367
2021-06-21,5.5109
2021-06-22,5.97014
2021-06-23,13.54764
2021-06-24,4.93685
2021-06-25,5.16647
2021-06-26,1.1481
2021-06-27,1.49253
2021-06-28,15.95866
2021-06-29,24.11021
2021-06-30,32.26176
2021-07-01,26.40642
2021-07-02,15.61423
2021-07-03,7.00344
2021-07-04,6.42939
2021-07-05,15.61423
2021-07-06,10.21814
2021-07-07,8.03673
2021-07-08,10.10332
2021-07-09,7.46268
2021-07-10,4.59242
2021-07-11,1.83696
2021-07-12,6.65901
2021-07-13,4.93685
2021-07-14,3.55912
2021-07-15,5.39609
2021-07-16,3.78874
2021-07-17,2.06659
2021-07-18,1.03329
2021-07-19,4.93685
2021-07-20,8.49598
2021-07-21,5.16647
2021-07-22,9.18484
2021-07-23,6.88863
2021-07-24,0.80367
2021-07-25,1.49253
2021-07-26,8.38117
2021-07-27,11.02181
2021-07-28,37.19862
2021-07-29,35.59127
2021-07-30,33.7543
2021-07-31,14.46613
2021-08-01,9.8737
2021-08-02,22.73249
2021-08-03,16.07347
2021-08-04,14.46613
2021-08-05,13.77726
2021-08-06,12.39954
2021-08-07,5.16647
2021-08-08,4.82204
2021-08-09,11.71067
2021-08-10,14.92537
2021-08-11,7.00344
2021-08-12,5.97014
2021-08-13,5.28128
2021-08-14,3.21469
2021-08-15,1.83696
2021-08-16,2.75545
2021-08-17,5.85533
2021-08-18,4.47761
2021-08-19,5.62571
2021-08-20,5.62571
2021-08-21,1.72215
2021-08-22,2.06659
2021-08-23,6.31458
2021-08-24,7.00344
2021-08-25,7.57749
2021-08-26,19.05855
2021-08-27,7.00344
2021-08-28,2.29621
2021-08-29,4.01836
2021-08-30,19.74741
2021-08-31,25.25832
2021-09-01,36.62456
2021-09-02,35.70608
2021-09-03,24.91389
2021-09-04,8.84041
2021-09-05,9.29965
2021-09-06,16.53272
2021-09-07,11.13662
2021-09-08,10.907
2021-09-09,10.79219
2021-09-10,9.98851
2021-09-11,3.21469
2021-09-12,1.95177
2021-09-13,7.11825
2021-09-14,6.65901
2021-09-15,5.62571
2021-09-16,4.13318
2021-09-17,3.90355
2021-09-18,1.60734
2021-09-19,1.03329
2021-09-20,0.68886
2021-09-21,1.49253
2021-09-22,2.75545
2021-09-23,6.31458
2021-09-24,18.94374
2021-09-25,2.41102
2021-09-26,1.37772
2021-09-27,8.49598
2021-09-28,4.47761
2021-09-29,11.94029
2021-09-30,28.24339
2021-10-01,25.48794
2021-10-02,10.907
2021-10-03,8.49598
2021-10-04,9.98851
2021-10-05,18.82893
2021-10-06,19.51779
2021-10-07,11.02181
2021-10-08,9.98851
2021-10-09,5.39609
2021-10-10,2.06659
2021-10-11,4.59242
2021-10-12,9.18484
2021-10-13,7.57749
2021-10-14,6.88863
2021-10-15,6.31458
2021-10-16,3.21469
2021-10-17,2.29621
2021-10-18,4.01836
2021-10-19,5.5109
2021-10-20,4.3628
2021-10-21,4.82204
2021-10-22,4.13318
2021-10-23,1.49253
2021-10-24,1.37772
2021-10-25,5.16647
2021-10-26,7.6923
2021-10-27,19.28817
2021-10-28,24.91389
2021-10-29,24.68427
2021-10-30,8.03673
2021-10-31,7.57749
2021-11-01,13.0884
2021-11-02,9.41446
2021-11-03,10.67738
2021-11-04,5.62571
2021-11-05,6.19977
2021-11-06,2.87026
2021-11-07,3.09988
2021-11-08,6.88863
2021-11-09,8.26636
2021-11-10,8.03673
2021-11-11,6.08495
2021-11-12,5.05166
2021-11-13,1.72215
2021-11-14,3.3295
2021-11-15,4.70723
2021-11-16,4.93685
2021-11-17,4.59242
2021-11-18,5.5109
2021-11-19,3.90355
2021-11-20,2.41102
2021-11-21,0.57405
2021-11-22,4.24799
2021-11-23,6.08495
2021-11-24,13.54764
2021-11-25,8.03673
2021-11-26,16.87715
2021-11-27,3.21469
2021-11-28,3.67393
2021-11-29,12.97359
2021-11-30,21.69919
2021-12-01,23.30654
2021-12-02,18.25487
2021-12-03,12.16991
2021-12-04,6.65901
2021-12-05,6.5442
2021-12-06,10.10332
2021-12-07,10.56257
2021-12-08,9.29965
2021-12-09,8.95522
2021-12-10,10.56257
2021-12-11,2.29621
2021-12-12,3.78874
2021-12-13,4.24799
2021-12-14,6.88863
2021-12-15,4.93685
2021-12-16,4.70723
2021-12-17,4.3628
2021-12-18,1.37772
2021-12-19,0.68886
2021-12-20,5.16647
2021-12-21,9.41446
2021-12-22,12.74397
2021-12-23,7.00344
2021-12-24,8.49598
2021-12-25,2.41102
2021-12-26,1.37772
2021-12-27,9.07003
2021-12-28,24.45464
2021-12-29,50.74626
2021-12-30,61.19402
2021-12-31,54.53501
2022-01-01,24.45464
2022-01-02,22.27324
2022-01-03,39.72445
2022-01-04,35.9357
2022-01-05,28.01377
2022-01-06,23.65097
2022-01-07,21.23995
2022-01-08,8.61079
2022-01-09,10.907
2022-01-10,27.55453
2022-01-11,11.94029
2022-01-12,8.49598
2022-01-13,8.49598
2022-01-14,6.88863
2022-01-15,3.67393
2022-01-16,4.59242
2022-01-17,8.49598
2022-01-18,7.92192
2022-01-19,8.84041
2022-01-20,9.41446
2022-01-21,8.49598
2022-01-22,3.09988
2022-01-23,3.55912
2022-01-24,11.94029
2022-01-25,9.07003
2022-01-26,11.02181
2022-01-27,31.34328
2022-01-28,46.49827
2022-01-29,25.37313
2022-01-30,12.62916
2022-01-31,8.49598
2022-02-01,8.61079
2022-02-02,7.46268
2022-02-03,41.3318
2022-02-04,33.06544
2022-02-05,12.97359
2022-02-06,7.11825
2022-02-07,19.05855
2022-02-08,20.09184
2022-02-09,17.68082
2022-02-10,19.17336
2022-02-11,10.79219
2022-02-12,2.98507
2022-02-13,2.64064
2022-02-14,5.39609
2022-02-15,8.26636
2022-02-16,6.08495
2022-02-17,6.5442
2022-02-18,5.39609
2022-02-19,1.72215
2022-02-20,0.80367
2022-02-21,5.85533
2022-02-22,7.80711
2022-02-23,11.94029
2022-02-24,8.26636
2022-02-25,15.49942
2022-02-26,9.8737
2022-02-27,10.67738
2022-02-28,16.18828
2022-03-01,8.7256
2022-03-02,26.86567
2022-03-03,34.55797
2022-03-04,25.25832
2022-03-05,13.89207
2022-03-06,9.41446
2022-03-07,25.14351
2022-03-08,15.95866
2022-03-09,7.92192
2022-03-10,15.2698
2022-03-11,8.95522
2022-03-12,5.16647
2022-03-13,2.1814
2022-03-14,9.07003
2022-03-15,7.46268
2022-03-16,7.11825
2022-03-17,5.74052
2022-03-18,4.47761
2022-03-19,1.95177
2022-03-20,2.06659
2022-03-21,4.24799
2022-03-22,4.82204
2022-03-23,10.907
2022-03-24,8.26636
2022-03-25,8.49598
2022-03-26,1.60734
2022-03-27,1.83696
2022-03-28,3.67393
2022-03-29,11.02181
2022-03-30,26.40642
2022-03-31,38.46153
2022-04-01,23.9954
2022-04-02,12.0551
2022-04-03,9.52927
2022-04-04,13.20321
2022-04-05,11.25143
2022-04-06,9.98851
2022-04-07,10.21814
2022-04-08,8.61079
2022-04-09,3.3295
2022-04-10,4.59242
2022-04-11,8.38117
2022-04-12,5.97014
2022-04-13,5.05166
2022-04-14,7.00344
2022-04-15,4.24799
2022-04-16,2.87026
2022-04-17,2.1814
2022-04-18,6.08495
2022-04-19,4.3628
2022-04-20,2.64064
2022-04-21,5.05166
2022-04-22,5.97014
2022-04-23,1.26291
2022-04-24,2.52583
2022-04-25,5.5109
2022-04-26,8.84041
2022-04-27,17.10677
2022-04-28,31.45809
2022-04-29,34.7876
2022-04-30,16.30309
2022-05-01,11.13662
2022-05-02,24.68427
2022-05-03,24.22502
2022-05-04,15.61423
2022-05-05,7.34787
2022-05-06,14.81056
2022-05-07,5.5109
2022-05-08,5.74052
2022-05-09,16.53272
2022-05-10,12.62916
2022-05-11,8.84041
2022-05-12,7.11825
2022-05-13,5.28128
2022-05-14,3.3295
2022-05-15,3.21469
2022-05-16,8.26636
2022-05-17,5.74052
2022-05-18,5.5109
2022-05-19,6.08495
2022-05-20,4.59242
2022-05-21,0.80367
2022-05-22,1.95177
2022-05-23,8.7256
2022-05-24,7.80711
2022-05-25,15.95866
2022-05-26,23.30654
2022-05-27,28.12858
2022-05-28,13.43283
2022-05-29,11.25143
2022-05-30,26.40642
2022-05-31,26.29161
2022-06-01,10.907
2022-06-02,11.94029
2022-06-03,11.48105
2022-06-04,4.3628
2022-06-05,4.24799
2022-06-06,4.24799
2022-06-07,10.33295
2022-06-08,7.80711
2022-06-09,9.52927
2022-06-10,8.26636
2022-06-11,2.52583
2022-06-12,2.06659
2022-06-13,8.03673
2022-06-14,5.5109
2022-06-15,4.93685
2022-06-16,4.47761
2022-06-17,4.3628
2022-06-18,1.49253
2022-06-19,1.26291
2022-06-20,3.90355
2022-06-21,6.65901
2022-06-22,6.5442
2022-06-23,9.29965
2022-06-24,4.47761
2022-06-25,3.90355
2022-06-26,1.60734
2022-06-27,7.6923
2022-06-28,11.82548
2022-06-29,28.58783
2022-06-30,27.32491
2022-07-01,29.27669
2022-07-02,12.74397
2022-07-03,7.92192
2022-07-04,18.94374
2022-07-05,14.35132
2022-07-06,12.97359
2022-07-07,9.29965
2022-07-08,9.18484
2022-07-09,4.24799
2022-07-10,4.59242
2022-07-11,8.38117
2022-07-12,8.38117
2022-07-13,5.85533
2022-07-14,5.5109
2022-07-15,5.39609
2022-07-16,1.83696
2022-07-17,2.52583
2022-07-18,8.15154
2022-07-19,8.38117
2022-07-20,8.26636
2022-07-21,14.12169
2022-07-22,11.71067
2022-07-23,2.75545
2022-07-24,1.72215
2022-07-25,12.28473
2022-07-26,8.26636
2022-07-27,34.55797
2022-07-28,33.06544
2022-07-29,31.91733
2022-07-30,14.58094
2022-07-31,8.03673
2022-08-01,21.12514
2022-08-02,14.46613
2022-08-03,13.20321
2022-08-04,11.25143
2022-08-05,12.16991
2022-08-06,4.59242
2022-08-07,4.82204
2022-08-08,9.64408
2022-08-09,9.18484
2022-08-10,11.25143
2022-08-11,7.23306
2022-08-12,6.19977
2022-08-13,2.75545
2022-08-14,2.1814
2022-08-15,2.29621
2022-08-16,5.39609
2022-08-17,5.62571
2022-08-18,6.08495
2022-08-19,3.3295
2022-08-20,1.1481
2022-08-21,0.68886
2022-08-22,3.78874
2022-08-23,9.75889
2022-08-24,15.49942
2022-08-25,14.00688
2022-08-26,13.0884
2022-08-27,4.82204
2022-08-28,1.37772
2022-08-29,12.39954
2022-08-30,25.37313
2022-08-31,45.46498
2022-09-01,28.24339
2022-09-02,19.74741
2022-09-03,9.64408
2022-09-04,8.38117
2022-09-05,13.89207
2022-09-06,13.89207
2022-09-07,8.84041
2022-09-08,8.38117
2022-09-09,6.42939
2022-09-10,2.52583
2022-09-11,1.72215
2022-09-12,3.3295
2022-09-13,8.95522
2022-09-14,6.08495
2022-09-15,5.39609
2022-09-16,3.90355
2022-09-17,1.95177
2022-09-18,2.06659
2022-09-19,3.44431
2022-09-20,5.28128
2022-09-21,18.59931
2022-09-22,12.74397
2022-09-23,8.26636
2022-09-24,3.3295
2022-09-25,2.29621
2022-09-26,7.92192
2022-09-27,13.54764
2022-09-28,34.90241
2022-09-29,37.42824
2022-09-30,27.2101
2022-10-01,10.44776
2022-10-02,7.23306
2022-10-03,6.08495
2022-10-04,15.04018
2022-10-05,15.95866
2022-10-06,16.41791
2022-10-07,9.75889
2022-10-08,2.98507
2022-10-09,3.67393
2022-10-10,3.55912
2022-10-11,9.07003
2022-10-12,8.38117
2022-10-13,4.93685
2022-10-14,3.3295
2022-10-15,3.44431
2022-10-16,2.64064
2022-10-17,6.08495
2022-10-18,5.05166
2022-10-19,5.05166
2022-10-20,5.28128
2022-10-21,6.31458
2022-10-22,0.57405
2022-10-23,1.49253
2022-10-24,5.39609
2022-10-25,8.26636
2022-10-26,18.14006
2022-10-27,18.59931
2022-10-28,31.11366
2022-10-29,14.00688
2022-10-30,7.46268
2022-10-31,25.71756
2022-11-01,25.83237
2022-11-02,16.30309
2022-11-03,15.2698
2022-11-04,12.74397
2022-11-05,5.62571
2022-11-06,4.70723
2022-11-07,10.21814
2022-11-08,8.15154
2022-11-09,10.56257
2022-11-10,11.71067
2022-11-11,9.98851
2022-11-12,3.21469
2022-11-13,3.55912
2022-11-14,6.88863
2022-11-15,7.11825
2022-11-16,6.31458
2022-11-17,4.24799
2022-11-18,3.3295
2022-11-19,1.83696
2022-11-20,1.60734
2022-11-21,6.19977
2022-11-22,7.11825
2022-11-23,17.10677
2022-11-24,11.13662
2022-11-25,8.49598
2022-11-26,3.44431
2022-11-27,3.44431
2022-11-28,6.5442
2022-11-29,17.56601
2022-11-30,29.04707
2022-12-01,32.72101
2022-12-02,30.30998
2022-12-03,10.44776
2022-12-04,7.00344
2022-12-05,17.10677
2022-12-06,12.97359
2022-12-07,12.28473
2022-12-08,10.907
2022-12-09,11.94029
2022-12-10,5.62571
2022-12-11,3.09988
2022-12-12,10.67738
2022-12-13,7.46268
2022-12-14,7.46268
2022-12-15,7.00344
2022-12-16,7.00344
2022-12-17,1.37772
2022-12-18,2.75545
2022-12-19,7.11825
2022-12-20,6.19977
2022-12-21,7.34787
2022-12-22,17.10677
2022-12-23,19.05855
2022-12-24,5.5109
2022-12-25,1.49253
2022-12-26,11.25143
2022-12-27,33.52468
2022-12-28,82.31917
2022-12-29,100.0
2022-12-30,73.01951
2022-12-31,35.24684
2023-01-01,26.40642
2023-01-02,47.64638
2023-01-03,44.43168
2023-01-04,31.68771
2023-01-05,30.76923
2023-01-06,24.11021
2023-01-07,10.21814
2023-01-08,10.79219
2023-01-09,26.29161
2023-01-10,32.95063
2023-01-11,16.76234
2023-01-12,11.13662
2023-01-13,18.4845
2023-01-14,5.74052
2023-01-15,4.70723
2023-01-16,13.0884
2023-01-17,13.31802
2023-01-18,12.74397
2023-01-19,16.53272
2023-01-20,9.18484
2023-01-21,3.78874
2023-01-22,3.55912
2023-01-23,3.21469
2023-01-24,4.70723
2023-01-25,17.68082
2023-01-26,14.35132
2023-01-27,23.42135
2023-01-28,8.61079
2023-01-29,5.74052
2023-01-30,43.74282
2023-01-31,47.53157
2023-02-01,59.47187
2023-02-02,66.59012
2023-02-03,40.52812
2023-02-04,17.68082
2023-02-05,13.31802
2023-02-06,28.3582
2023-02-07,25.0287
2023-02-08,21.12514
2023-02-09,18.94374
2023-02-10,22.15843
2023-02-11,6.19977
2023-02-12,6.5442
2023-02-13,13.0884
2023-02-14,11.02181
2023-02-15,9.75889
2023-02-16,9.8737
2023-02-17,6.65901
2023-02-18,4.24799
2023-02-19,4.24799
2023-02-20,8.38117
2023-02-21,8.49598
2023-02-22,10.907
2023-02-23,15.15499
2023-02-24,10.44776
2023-02-25,3.78874
2023-02-26,2.64064
2023-02-27,16.87715
2023-02-28,29.62112
2023-03-01,15.84385
2023-03-02,34.90241
2023-03-03,42.36509
2023-03-04,18.14006
2023-03-05,13.66245
2023-03-06,25.60275
2023-03-07,22.38805
2023-03-08,18.36969
2023-03-09,14.69575
2023-03-10,17.33639
2023-03-11,4.3628
2023-03-12,4.3628
2023-03-13,8.15154
2023-03-14,6.31458
2023-03-15,8.95522
2023-03-16,9.29965
2023-03-17,5.97014
2023-03-18,1.83696
2023-03-19,3.90355
2023-03-20,6.5442
2023-03-21,5.16647
2023-03-22,13.43283
2023-03-23,10.67738
2023-03-24,8.7256
2023-03-25,6.5442
2023-03-26,2.64064
2023-03-27,9.98851
2023-03-28,20.6659
2023-03-29,30.88404
2023-03-30,33.7543
2023-03-31,20.43628
2023-04-01,8.26636
2023-04-02,8.7256
2023-04-03,15.72904
2023-04-04,13.43283
2023-04-05,11.25143
2023-04-06,12.74397
2023-04-07,8.26636
2023-04-08,4.13318
2023-04-09,3.90355
2023-04-10,12.16991
2023-04-11,7.34787
2023-04-12,5.16647
2023-04-13,5.39609
2023-04-14,4.01836
2023-04-15,2.1814
2023-04-16,1.60734
2023-04-17,5.39609
2023-04-18,5.5109
2023-04-19,6.19977
2023-04-20,4.70723
2023-04-21,5.5109
2023-04-22,1.1481
2023-04-23,2.29621
2023-04-24,9.18484
2023-04-25,5.39609
2023-04-26,18.25487
2023-04-27,25.25832
2023-04-28,33.52468
2023-04-29,14.69575
2023-04-30,11.02181
2023-05-01,15.2698
2023-05-02,31.91733
2023-05-03,28.47301
2023-05-04,23.19173
2023-05-05,11.02181
2023-05-06,6.88863
2023-05-07,7.11825
2023-05-08,18.36969
2023-05-09,19.40298
2023-05-10,20.78071
2023-05-11,11.36624
2023-05-12,7.00344
2023-05-13,3.44431
2023-05-14,3.44431
2023-05-15,13.54764
2023-05-16,9.75889
2023-05-17,8.95522
2023-05-18,6.88863
2023-05-19,7.46268
2023-05-20,2.52583
2023-05-21,4.59242
2023-05-22,9.29965
2023-05-23,9.18484
2023-05-24,16.76234
2023-05-25,21.12514
2023-05-26,21.814
2023-05-27,9.18484
2023-05-28,6.77382
2023-05-29,6.77382
