date,반도체ETF
2020-07-14,0.65975
2020-07-15,1.64938
2020-07-16,1.22525
2020-07-17,1.08388
2020-07-18,0.84825
2020-07-19,0.61262
2020-07-20,0.65975
2020-07-21,0.9425
2020-07-22,1.17813
2020-07-23,0.98963
2020-07-24,1.08388
2020-07-25,0.98963
2020-07-26,0.89538
2020-07-27,1.83788
2020-07-28,2.54476
2020-07-29,2.35626
2020-07-30,2.78039
2020-07-31,1.93213
2020-08-01,1.83788
2020-08-02,2.92177
2020-08-03,2.82752
2020-08-04,3.25164
2020-08-05,4.42978
2020-08-06,5.56079
2020-08-07,3.29877
2020-08-08,2.07351
2020-08-09,2.07351
2020-08-10,3.25164
2020-08-11,3.11027
2020-08-12,1.50801
2020-08-13,2.21489
2020-08-14,1.46088
2020-08-15,0.84825
2020-08-16,0.70688
2020-08-17,1.08388
2020-08-18,1.93213
2020-08-19,1.3195
2020-08-20,1.64938
2020-08-21,1.64938
2020-08-22,0.89538
2020-08-23,1.131
2020-08-24,1.60226
2020-08-25,2.30914
2020-08-26,1.69651
2020-08-27,1.3195
2020-08-28,1.3195
2020-08-29,0.5655
2020-08-30,1.03675
2020-08-31,1.36663
2020-09-01,1.55513
2020-09-02,1.83788
2020-09-03,3.7229
2020-09-04,1.46088
2020-09-05,1.93213
2020-09-06,2.16776
2020-09-07,2.12064
2020-09-08,2.12064
2020-09-09,1.55513
2020-09-10,2.49764
2020-09-11,1.97926
2020-09-12,2.02639
2020-09-13,1.08388
2020-09-14,2.92177
2020-09-15,3.58152
2020-09-16,2.82752
2020-09-17,1.27238
2020-09-18,0.754
2020-09-19,1.17813
2020-09-20,1.03675
2020-09-21,1.69651
2020-09-22,1.03675
2020-09-23,1.50801
2020-09-24,1.3195
2020-09-25,0.70688
2020-09-26,1.50801
2020-09-27,1.79076
2020-09-28,2.30914
2020-09-29,1.88501
2020-09-30,0.89538
2020-10-01,0.65975
2020-10-02,0.89538
2020-10-03,1.64938
2020-10-04,2.63901
2020-10-05,1.22525
2020-10-06,1.74363
2020-10-07,1.08388
2020-10-08,2.12064
2020-10-09,1.36663
2020-10-10,0.89538
2020-10-11,2.02639
2020-10-12,2.16776
2020-10-13,2.54476
2020-10-14,2.12064
2020-10-15,1.27238
2020-10-16,1.22525
2020-10-17,0.65975
2020-10-18,0.47125
2020-10-19,1.46088
2020-10-20,1.17813
2020-10-21,1.60226
2020-10-22,0.89538
2020-10-23,1.3195
2020-10-24,1.08388
2020-10-25,1.131
2020-10-26,0.98963
2020-10-27,1.55513
2020-10-28,2.21489
2020-10-29,1.131
2020-10-30,1.50801
2020-10-31,1.22525
2020-11-01,1.3195
2020-11-02,1.27238
2020-11-03,1.131
2020-11-04,1.17813
2020-11-05,2.35626
2020-11-06,3.15739
2020-11-07,2.07351
2020-11-08,1.36663
2020-11-09,2.26201
2020-11-10,3.48727
2020-11-11,3.29877
2020-11-12,2.16776
2020-11-13,2.92177
2020-11-14,2.63901
2020-11-15,2.45051
2020-11-16,7.86993
2020-11-17,8.95381
2020-11-18,3.95852
2020-11-19,6.55042
2020-11-20,4.24128
2020-11-21,4.14703
2020-11-22,2.63901
2020-11-23,5.98491
2020-11-24,8.24693
2020-11-25,8.81244
2020-11-26,7.35155
2020-11-27,6.92742
2020-11-28,4.52403
2020-11-29,6.12629
2020-11-30,5.74929
2020-12-01,5.32516
2020-12-02,9.80207
2020-12-03,13.85485
2020-12-04,11.73421
2020-12-05,9.89632
2020-12-06,8.48256
2020-12-07,13.10084
2020-12-08,11.63996
2020-12-09,13.3836
2020-12-10,10.2262
2020-12-11,9.09519
2020-12-12,4.2884
2020-12-13,4.85391
2020-12-14,6.78605
2020-12-15,8.43543
2020-12-16,13.14797
2020-12-17,13.00659
2020-12-18,10.6032
2020-12-19,8.01131
2020-12-20,11.1687
2020-12-21,11.45146
2020-12-22,9.23656
2020-12-23,9.70782
2020-12-24,8.90669
2020-12-25,9.18944
2020-12-26,12.01696
2020-12-27,11.87558
2020-12-28,17.71913
2020-12-29,15.83411
2020-12-30,21.67766
2020-12-31,18.00188
2021-01-01,17.05937
2021-01-02,15.92836
2021-01-03,17.62488
2021-01-04,27.23845
2021-01-05,25.87181
2021-01-06,29.35909
2021-01-07,27.61545
2021-01-08,30.6786
2021-01-09,22.52591
2021-01-10,25.30631
2021-01-11,25.11781
2021-01-12,18.70876
2021-01-13,14.84448
2021-01-14,13.85485
2021-01-15,19.46277
2021-01-16,12.34684
2021-01-17,15.69274
2021-01-18,14.3261
2021-01-19,13.43072
2021-01-20,21.63053
2021-01-21,23.23279
2021-01-22,49.38737
2021-01-23,86.56927
2021-01-24,81.57398
2021-01-25,83.50612
2021-01-26,72.52591
2021-01-27,100.0
2021-01-28,58.38831
2021-01-29,36.61639
2021-01-30,26.48444
2021-01-31,28.55796
2021-02-01,36.85202
2021-02-02,36.05089
2021-02-03,33.78887
2021-02-04,31.29123
2021-02-05,28.18096
2021-02-06,20.31102
2021-02-07,21.39491
2021-02-08,21.06503
2021-02-09,28.18096
2021-02-10,28.98209
2021-02-11,20.92365
2021-02-12,33.50612
2021-02-13,25.82469
2021-02-14,34.68426
2021-02-15,54.94816
2021-02-16,59.47219
2021-02-17,36.71065
2021-02-18,28.08671
2021-02-19,20.40527
2021-02-20,20.73515
2021-02-21,19.93402
2021-02-22,18.94439
2021-02-23,16.58812
2021-02-24,14.46748
2021-02-25,27.94533
2021-02-26,27.75683
2021-02-27,23.6098
2021-02-28,21.81903
2021-03-01,20.49952
2021-03-02,25.35344
2021-03-03,21.06503
2021-03-04,15.31573
2021-03-05,14.93873
2021-03-06,11.92271
2021-03-07,17.24787
2021-03-08,14.56173
2021-03-09,15.64561
2021-03-10,15.83411
2021-03-11,19.22714
2021-03-12,18.04901
2021-03-13,9.66069
2021-03-14,9.80207
2021-03-15,11.92271
2021-03-16,20.73515
2021-03-17,12.62959
2021-03-18,17.90763
2021-03-19,14.5146
2021-03-20,10.46182
2021-03-21,12.25259
2021-03-22,13.24222
2021-03-23,10.4147
2021-03-24,9.56644
2021-03-25,8.62393
2021-03-26,10.50895
2021-03-27,6.36192
2021-03-28,6.22054
2021-03-29,8.05843
2021-03-30,22.95004
2021-03-31,10.65032
2021-04-01,14.04335
2021-04-02,19.22714
2021-04-03,10.46182
2021-04-04,14.79736
2021-04-05,21.25353
2021-04-06,19.32139
2021-04-07,15.55136
2021-04-08,15.88124
2021-04-09,15.78699
2021-04-10,8.62393
2021-04-11,8.76531
2021-04-12,13.7606
2021-04-13,16.68237
2021-04-14,14.60885
2021-04-15,13.00659
2021-04-16,10.69745
2021-04-17,6.92742
2021-04-18,6.6918
2021-04-19,15.88124
2021-04-20,13.71347
2021-04-21,11.12158
2021-04-22,10.6032
2021-04-23,9.04806
2021-04-24,5.84354
2021-04-25,4.80678
2021-04-26,5.93779
2021-04-27,6.12629
2021-04-28,5.93779
2021-04-29,5.04241
2021-04-30,5.04241
2021-05-01,4.75966
2021-05-02,3.39302
2021-05-03,5.79641
2021-05-04,4.57115
2021-05-05,4.80678
2021-05-06,5.79641
2021-05-07,5.65504
2021-05-08,4.24128
2021-05-09,3.5344
2021-05-10,6.73892
2021-05-11,9.04806
2021-05-12,8.24693
2021-05-13,7.2573
2021-05-14,7.0688
2021-05-15,4.61828
2021-05-16,4.14703
2021-05-17,5.98491
2021-05-18,7.0688
2021-05-19,4.0999
2021-05-20,8.57681
2021-05-21,7.11592
2021-05-22,2.73327
2021-05-23,3.15739
2021-05-24,4.2884
2021-05-25,5.08953
2021-05-26,3.15739
2021-05-27,3.20452
2021-05-28,3.11027
2021-05-29,1.41376
2021-05-30,2.59189
2021-05-31,4.19415
2021-06-01,3.81715
2021-06-02,4.85391
2021-06-03,5.41941
2021-06-04,4.4769
2021-06-05,3.62865
2021-06-06,3.20452
2021-06-07,4.2884
2021-06-08,4.6654
2021-06-09,4.05278
2021-06-10,5.13666
2021-06-11,4.75966
2021-06-12,2.54476
2021-06-13,5.41941
2021-06-14,5.27803
2021-06-15,5.08953
2021-06-16,5.89066
2021-06-17,5.74929
2021-06-18,7.72855
2021-06-19,2.82752
2021-06-20,3.7229
2021-06-21,3.01602
2021-06-22,5.51366
2021-06-23,4.4769
2021-06-24,6.73892
2021-06-25,6.45617
2021-06-26,2.63901
2021-06-27,3.5344
2021-06-28,5.74929
2021-06-29,6.17342
2021-06-30,6.03204
2021-07-01,5.41941
2021-07-02,5.56079
2021-07-03,2.73327
2021-07-04,2.59189
2021-07-05,4.00565
2021-07-06,5.79641
2021-07-07,3.95852
2021-07-08,4.61828
2021-07-09,3.7229
2021-07-10,3.15739
2021-07-11,3.29877
2021-07-12,4.14703
2021-07-13,5.04241
2021-07-14,4.52403
2021-07-15,5.08953
2021-07-16,3.58152
2021-07-17,1.97926
2021-07-18,2.78039
2021-07-19,4.4769
2021-07-20,3.77002
2021-07-21,3.25164
2021-07-22,6.45617
2021-07-23,4.75966
2021-07-24,2.49764
2021-07-25,2.45051
2021-07-26,3.48727
2021-07-27,3.81715
2021-07-28,3.5344
2021-07-29,4.52403
2021-07-30,4.99528
2021-07-31,3.01602
2021-08-01,4.0999
2021-08-02,4.33553
2021-08-03,6.6918
2021-08-04,7.91705
2021-08-05,9.70782
2021-08-06,6.92742
2021-08-07,4.14703
2021-08-08,4.75966
2021-08-09,7.11592
2021-08-10,8.81244
2021-08-11,10.50895
2021-08-12,11.26295
2021-08-13,13.80772
2021-08-14,6.03204
2021-08-15,17.1065
2021-08-16,20.12252
2021-08-17,9.33081
2021-08-18,8.95381
2021-08-19,5.27803
2021-08-20,5.65504
2021-08-21,3.86427
2021-08-22,5.41941
2021-08-23,4.99528
2021-08-24,7.39868
2021-08-25,8.19981
2021-08-26,6.36192
2021-08-27,4.0999
2021-08-28,2.59189
2021-08-29,4.19415
2021-08-30,3.5344
2021-08-31,5.65504
2021-09-01,4.0999
2021-09-02,4.6654
2021-09-03,3.5344
2021-09-04,2.49764
2021-09-05,2.30914
2021-09-06,2.63901
2021-09-07,5.13666
2021-09-08,3.29877
2021-09-09,3.86427
2021-09-10,3.77002
2021-09-11,3.48727
2021-09-12,2.87464
2021-09-13,2.59189
2021-09-14,3.81715
2021-09-15,4.94816
2021-09-16,4.52403
2021-09-17,5.04241
2021-09-18,2.54476
2021-09-19,2.12064
2021-09-20,2.07351
2021-09-21,2.54476
2021-09-22,4.05278
2021-09-23,3.25164
2021-09-24,4.94816
2021-09-25,3.29877
2021-09-26,4.00565
2021-09-27,4.42978
2021-09-28,5.08953
2021-09-29,5.84354
2021-09-30,4.71253
2021-10-01,6.36192
2021-10-02,3.39302
2021-10-03,3.3459
2021-10-04,4.52403
2021-10-05,5.84354
2021-10-06,5.08953
2021-10-07,5.08953
2021-10-08,5.27803
2021-10-09,3.15739
2021-10-10,4.19415
2021-10-11,3.48727
2021-10-12,7.77568
2021-10-13,6.64467
2021-10-14,6.92742
2021-10-15,4.71253
2021-10-16,3.15739
2021-10-17,8.81244
2021-10-18,7.11592
2021-10-19,5.32516
2021-10-20,6.07917
2021-10-21,3.67577
2021-10-22,5.51366
2021-10-23,2.49764
2021-10-24,2.63901
2021-10-25,4.75966
2021-10-26,7.58718
2021-10-27,7.02167
2021-10-28,8.90669
2021-10-29,8.29406
2021-10-30,5.65504
2021-10-31,4.52403
2021-11-01,11.1687
2021-11-02,7.02167
2021-11-03,6.40904
2021-11-04,6.07917
2021-11-05,8.90669
2021-11-06,5.37229
2021-11-07,3.48727
2021-11-08,10.88595
2021-11-09,9.61357
2021-11-10,6.36192
2021-11-11,6.83317
2021-11-12,6.36192
2021-11-13,4.05278
2021-11-14,4.14703
2021-11-15,12.62959
2021-11-16,9.61357
2021-11-17,8.95381
2021-11-18,6.97455
2021-11-19,11.26295
2021-11-20,5.70216
2021-11-21,9.23656
2021-11-22,37.98303
2021-11-23,30.1131
2021-11-24,19.13289
2021-11-25,15.26861
2021-11-26,19.03864
2021-11-27,6.45617
2021-11-28,6.78605
2021-11-29,7.58718
2021-11-30,10.50895
2021-12-01,26.7672
2021-12-02,23.65692
2021-12-03,14.60885
2021-12-04,6.78605
2021-12-05,7.2573
2021-12-06,10.9802
2021-12-07,13.5721
2021-12-08,13.80772
2021-12-09,10.55607
2021-12-10,7.77568
2021-12-11,5.08953
2021-12-12,7.54005
2021-12-13,14.42035
2021-12-14,9.47219
2021-12-15,7.91705
2021-12-16,9.84919
2021-12-17,6.6918
2021-12-18,3.86427
2021-12-19,4.33553
2021-12-20,6.64467
2021-12-21,10.13195
2021-12-22,12.81809
2021-12-23,12.20546
2021-12-24,11.45146
2021-12-25,6.36192
2021-12-26,7.35155
2021-12-27,9.00094
2021-12-28,12.86522
2021-12-29,10.83883
2021-12-30,12.48821
2021-12-31,8.90669
2022-01-01,7.6343
2022-01-02,9.99057
2022-01-03,16.21112
2022-01-04,12.20546
2022-01-05,12.53534
2022-01-06,9.33081
2022-01-07,9.33081
2022-01-08,6.31479
2022-01-09,5.23091
2022-01-10,6.92742
2022-01-11,7.91705
2022-01-12,8.29406
2022-01-13,7.4458
2022-01-14,8.52968
2022-01-15,7.2573
2022-01-16,6.64467
2022-01-17,7.02167
2022-01-18,6.97455
2022-01-19,8.52968
2022-01-20,8.62393
2022-01-21,7.72855
2022-01-22,5.32516
2022-01-23,5.51366
2022-01-24,7.6343
2022-01-25,9.94344
2022-01-26,9.04806
2022-01-27,11.35721
2022-01-28,13.10084
2022-01-29,8.48256
2022-01-30,5.70216
2022-01-31,6.22054
2022-02-01,7.68143
2022-02-02,10.08482
2022-02-03,13.24222
2022-02-04,11.26295
2022-02-05,7.49293
2022-02-06,6.22054
2022-02-07,7.4458
2022-02-08,6.40904
2022-02-09,7.54005
2022-02-10,8.95381
2022-02-11,6.26767
2022-02-12,4.52403
2022-02-13,5.04241
2022-02-14,9.23656
2022-02-15,10.2262
2022-02-16,11.96983
2022-02-17,9.33081
2022-02-18,8.52968
2022-02-19,4.57115
2022-02-20,5.74929
2022-02-21,6.6918
2022-02-22,6.22054
2022-02-23,6.36192
2022-02-24,6.78605
2022-02-25,6.26767
2022-02-26,3.5344
2022-02-27,3.77002
2022-02-28,4.52403
2022-03-01,5.13666
2022-03-02,5.98491
2022-03-03,10.13195
2022-03-04,9.37794
2022-03-05,7.0688
2022-03-06,6.59754
2022-03-07,6.78605
2022-03-08,7.49293
2022-03-09,3.67577
2022-03-10,6.17342
2022-03-11,6.22054
2022-03-12,4.99528
2022-03-13,3.62865
2022-03-14,6.22054
2022-03-15,4.90103
2022-03-16,6.40904
2022-03-17,6.8803
2022-03-18,6.22054
2022-03-19,3.67577
2022-03-20,3.5344
2022-03-21,4.6654
2022-03-22,5.51366
2022-03-23,6.8803
2022-03-24,4.4769
2022-03-25,9.94344
2022-03-26,4.4769
2022-03-27,5.37229
2022-03-28,5.89066
2022-03-29,7.4458
2022-03-30,13.99622
2022-03-31,9.28369
2022-04-01,7.0688
2022-04-02,3.44015
2022-04-03,2.68614
2022-04-04,5.04241
2022-04-05,5.27803
2022-04-06,7.96418
2022-04-07,7.0688
2022-04-08,8.48256
2022-04-09,5.60791
2022-04-10,3.48727
2022-04-11,7.68143
2022-04-12,12.44109
2022-04-13,8.10556
2022-04-14,11.21583
2022-04-15,8.24693
2022-04-16,5.51366
2022-04-17,6.17342
2022-04-18,7.77568
2022-04-19,8.76531
2022-04-20,7.16305
2022-04-21,5.56079
2022-04-22,6.73892
2022-04-23,4.05278
2022-04-24,4.57115
2022-04-25,5.32516
2022-04-26,5.08953
2022-04-27,4.71253
2022-04-28,4.94816
2022-04-29,4.24128
2022-04-30,5.23091
2022-05-01,3.86427
2022-05-02,4.57115
2022-05-03,4.0999
2022-05-04,5.70216
2022-05-05,3.39302
2022-05-06,3.3459
2022-05-07,2.54476
2022-05-08,1.93213
2022-05-09,2.40339
2022-05-10,4.85391
2022-05-11,3.39302
2022-05-12,4.0999
2022-05-13,3.95852
2022-05-14,1.88501
2022-05-15,2.35626
2022-05-16,3.06314
2022-05-17,2.26201
2022-05-18,4.52403
2022-05-19,2.40339
2022-05-20,4.90103
2022-05-21,2.78039
2022-05-22,2.96889
2022-05-23,2.63901
2022-05-24,4.05278
2022-05-25,4.0999
2022-05-26,5.89066
2022-05-27,3.95852
2022-05-28,2.87464
2022-05-29,1.97926
2022-05-30,3.3459
2022-05-31,3.48727
2022-06-01,3.25164
2022-06-02,3.29877
2022-06-03,3.29877
2022-06-04,2.45051
2022-06-05,2.59189
2022-06-06,2.59189
2022-06-07,3.62865
2022-06-08,3.77002
2022-06-09,3.58152
2022-06-10,3.01602
2022-06-11,2.59189
2022-06-12,1.46088
2022-06-13,3.06314
2022-06-14,2.92177
2022-06-15,3.5344
2022-06-16,3.29877
2022-06-17,3.48727
2022-06-18,2.02639
2022-06-19,1.69651
2022-06-20,3.48727
2022-06-21,3.01602
2022-06-22,5.23091
2022-06-23,4.85391
2022-06-24,3.20452
2022-06-25,3.25164
2022-06-26,2.07351
2022-06-27,3.15739
2022-06-28,3.58152
2022-06-29,3.01602
2022-06-30,4.4769
2022-07-01,3.62865
2022-07-02,3.5344
2022-07-03,1.97926
2022-07-04,2.87464
2022-07-05,3.7229
2022-07-06,2.16776
2022-07-07,4.19415
2022-07-08,3.15739
2022-07-09,1.69651
2022-07-10,1.50801
2022-07-11,2.30914
2022-07-12,3.58152
2022-07-13,2.35626
2022-07-14,1.74363
2022-07-15,3.06314
2022-07-16,2.49764
2022-07-17,2.02639
2022-07-18,4.19415
2022-07-19,4.90103
2022-07-20,6.8803
2022-07-21,6.73892
2022-07-22,5.56079
2022-07-23,2.02639
2022-07-24,1.60226
2022-07-25,3.20452
2022-07-26,3.06314
2022-07-27,3.11027
2022-07-28,3.3459
2022-07-29,4.6654
2022-07-30,1.93213
2022-07-31,1.22525
2022-08-01,2.96889
2022-08-02,3.29877
2022-08-03,2.73327
2022-08-04,4.24128
2022-08-05,3.25164
2022-08-06,1.22525
2022-08-07,2.07351
2022-08-08,3.25164
2022-08-09,4.19415
2022-08-10,6.97455
2022-08-11,5.41941
2022-08-12,4.42978
2022-08-13,2.02639
2022-08-14,1.74363
2022-08-15,2.21489
2022-08-16,5.37229
2022-08-17,3.9114
2022-08-18,4.33553
2022-08-19,2.96889
2022-08-20,1.3195
2022-08-21,1.69651
2022-08-22,2.49764
2022-08-23,2.30914
2022-08-24,2.30914
2022-08-25,2.87464
2022-08-26,3.86427
2022-08-27,1.50801
2022-08-28,1.03675
2022-08-29,2.30914
2022-08-30,3.62865
2022-08-31,2.54476
2022-09-01,2.68614
2022-09-02,3.29877
2022-09-03,2.26201
2022-09-04,1.22525
2022-09-05,2.54476
2022-09-06,2.82752
2022-09-07,2.35626
2022-09-08,2.73327
2022-09-09,0.9425
2022-09-10,1.74363
2022-09-11,1.17813
2022-09-12,0.9425
2022-09-13,3.9114
2022-09-14,2.87464
2022-09-15,3.44015
2022-09-16,2.82752
2022-09-17,1.17813
2022-09-18,1.50801
2022-09-19,2.16776
2022-09-20,1.74363
2022-09-21,6.07917
2022-09-22,5.93779
2022-09-23,4.61828
2022-09-24,1.88501
2022-09-25,1.74363
2022-09-26,2.35626
2022-09-27,2.82752
2022-09-28,4.24128
2022-09-29,3.95852
2022-09-30,3.20452
2022-10-01,1.64938
2022-10-02,1.17813
2022-10-03,1.69651
2022-10-04,3.25164
2022-10-05,3.25164
2022-10-06,3.25164
2022-10-07,3.20452
2022-10-08,1.79076
2022-10-09,1.22525
2022-10-10,3.29877
2022-10-11,3.9114
2022-10-12,3.7229
2022-10-13,2.63901
2022-10-14,3.15739
2022-10-15,0.98963
2022-10-16,1.74363
2022-10-17,2.92177
2022-10-18,2.30914
2022-10-19,2.68614
2022-10-20,2.16776
2022-10-21,1.64938
2022-10-22,1.03675
2022-10-23,1.08388
2022-10-24,1.74363
2022-10-25,2.21489
2022-10-26,3.15739
2022-10-27,2.49764
2022-10-28,2.59189
2022-10-29,1.131
2022-10-30,0.61262
2022-10-31,2.45051
2022-11-01,3.15739
2022-11-02,2.07351
2022-11-03,2.40339
2022-11-04,2.21489
2022-11-05,1.69651
2022-11-06,1.03675
2022-11-07,1.79076
2022-11-08,2.78039
2022-11-09,3.58152
2022-11-10,2.96889
2022-11-11,5.41941
2022-11-12,2.73327
2022-11-13,2.30914
2022-11-14,3.86427
2022-11-15,7.6343
2022-11-16,9.37794
2022-11-17,5.37229
2022-11-18,3.81715
2022-11-19,2.21489
2022-11-20,3.06314
2022-11-21,2.59189
2022-11-22,4.2884
2022-11-23,4.19415
2022-11-24,4.14703
2022-11-25,2.96889
2022-11-26,2.30914
2022-11-27,1.74363
2022-11-28,1.88501
2022-11-29,2.87464
2022-11-30,2.35626
2022-12-01,2.54476
2022-12-02,2.21489
2022-12-03,2.02639
2022-12-04,1.69651
2022-12-05,1.79076
2022-12-06,2.30914
2022-12-07,3.77002
2022-12-08,3.01602
2022-12-09,3.01602
2022-12-10,2.40339
2022-12-11,1.88501
2022-12-12,3.3459
2022-12-13,3.48727
2022-12-14,3.81715
2022-12-15,2.96889
2022-12-16,2.45051
2022-12-17,1.36663
2022-12-18,1.17813
2022-12-19,1.55513
2022-12-20,2.07351
2022-12-21,2.82752
2022-12-22,2.35626
2022-12-23,3.20452
2022-12-24,1.50801
2022-12-25,1.50801
2022-12-26,3.01602
2022-12-27,2.82752
2022-12-28,2.96889
2022-12-29,3.15739
2022-12-30,2.63901
2022-12-31,1.93213
2023-01-01,2.30914
2023-01-02,2.63901
2023-01-03,3.81715
2023-01-04,4.14703
2023-01-05,4.05278
2023-01-06,4.90103
2023-01-07,3.77002
2023-01-08,2.63901
2023-01-09,2.82752
2023-01-10,3.5344
2023-01-11,4.05278
2023-01-12,4.75966
2023-01-13,4.80678
2023-01-14,2.54476
2023-01-15,2.02639
2023-01-16,3.29877
2023-01-17,4.14703
2023-01-18,4.05278
2023-01-19,3.5344
2023-01-20,3.3459
2023-01-21,2.82752
2023-01-22,2.02639
2023-01-23,2.02639
2023-01-24,5.74929
2023-01-25,6.92742
2023-01-26,4.6654
2023-01-27,4.52403
2023-01-28,3.20452
2023-01-29,4.38265
2023-01-30,4.19415
2023-01-31,4.99528
2023-02-01,6.22054
2023-02-02,7.91705
2023-02-03,13.71347
2023-02-04,7.68143
2023-02-05,5.70216
2023-02-06,6.6918
2023-02-07,7.96418
2023-02-08,6.40904
2023-02-09,6.6918
2023-02-10,5.79641
2023-02-11,3.39302
2023-02-12,4.19415
2023-02-13,5.93779
2023-02-14,6.64467
2023-02-15,6.50329
2023-02-16,6.12629
2023-02-17,4.42978
2023-02-18,3.06314
2023-02-19,3.29877
2023-02-20,3.95852
2023-02-21,4.14703
2023-02-22,4.2884
2023-02-23,3.95852
2023-02-24,4.61828
2023-02-25,3.25164
2023-02-26,3.11027
2023-02-27,3.25164
2023-02-28,3.67577
2023-03-01,4.19415
2023-03-02,4.14703
2023-03-03,3.77002
2023-03-04,3.7229
2023-03-05,3.86427
2023-03-06,4.61828
2023-03-07,5.74929
2023-03-08,5.08953
2023-03-09,4.0999
2023-03-10,3.9114
2023-03-11,1.83788
2023-03-12,2.54476
2023-03-13,2.59189
2023-03-14,4.05278
2023-03-15,5.18378
2023-03-16,6.50329
2023-03-17,9.14231
2023-03-18,4.85391
2023-03-19,3.95852
2023-03-20,5.70216
2023-03-21,5.32516
2023-03-22,5.46654
2023-03-23,6.59754
2023-03-24,15.83411
2023-03-25,9.00094
2023-03-26,8.10556
2023-03-27,10.50895
2023-03-28,10.6032
2023-03-29,9.89632
2023-03-30,18.09613
2023-03-31,12.81809
2023-04-01,5.13666
2023-04-02,8.62393
2023-04-03,12.06409
2023-04-04,9.70782
2023-04-05,9.70782
2023-04-06,7.49293
2023-04-07,11.54571
2023-04-08,5.56079
2023-04-09,5.18378
2023-04-10,14.42035
2023-04-11,14.93873
2023-04-12,11.26295
2023-04-13,8.19981
2023-04-14,6.12629
2023-04-15,2.78039
2023-04-16,3.06314
2023-04-17,6.36192
2023-04-18,8.29406
2023-04-19,10.4147
2023-04-20,7.11592
2023-04-21,8.05843
2023-04-22,5.18378
2023-04-23,5.13666
2023-04-24,9.84919
2023-04-25,6.73892
2023-04-26,6.59754
2023-04-27,5.32516
2023-04-28,5.27803
2023-04-29,1.79076
2023-04-30,1.93213
2023-05-01,2.02639
2023-05-02,5.27803
2023-05-03,5.89066
2023-05-04,4.57115
2023-05-05,2.78039
2023-05-06,2.92177
2023-05-07,3.39302
2023-05-08,4.52403
2023-05-09,7.49293
2023-05-10,4.42978
2023-05-11,3.39302
2023-05-12,3.9114
2023-05-13,2.49764
2023-05-14,1.69651
2023-05-15,3.44015
2023-05-16,6.12629
2023-05-17,5.13666
2023-05-18,7.2573
2023-05-19,20.0754
2023-05-20,8.38831
2023-05-21,6.83317
2023-05-22,12.34684
2023-05-23,8.85956
2023-05-24,5.98491
2023-05-25,9.09519
2023-05-26,13.33647
2023-05-27,7.39868
2023-05-28,7.4458
2023-05-29,9.89632
