date,전세보증금
2020-07-04,27.91435
2020-07-05,31.00713
2020-07-06,45.59873
2020-07-07,44.17129
2020-07-08,49.24662
2020-07-09,44.25059
2020-07-10,49.88104
2020-07-11,36.24107
2020-07-12,37.90642
2020-07-13,45.99524
2020-07-14,50.59476
2020-07-15,52.57731
2020-07-16,42.74385
2020-07-17,41.79222
2020-07-18,30.61062
2020-07-19,31.80015
2020-07-20,41.31641
2020-07-21,46.47105
2020-07-22,41.0785
2020-07-23,32.43457
2020-07-24,34.65503
2020-07-25,27.91435
2020-07-26,32.67248
2020-07-27,48.69151
2020-07-28,49.48453
2020-07-29,48.05709
2020-07-30,52.89452
2020-07-31,53.84615
2020-08-01,38.77874
2020-08-02,35.05154
2020-08-03,49.56383
2020-08-04,46.47105
2020-08-05,38.30293
2020-08-06,39.41316
2020-08-07,37.66851
2020-08-08,34.41712
2020-08-09,33.22759
2020-08-10,42.74385
2020-08-11,42.34734
2020-08-12,41.47501
2020-08-13,39.96827
2020-08-14,39.09595
2020-08-15,41.31641
2020-08-16,35.36875
2020-08-17,48.13639
2020-08-18,54.32196
2020-08-19,55.98731
2020-08-20,46.62965
2020-08-21,39.01665
2020-08-22,35.92386
2020-08-23,29.50039
2020-08-24,44.40919
2020-08-25,41.95083
2020-08-26,38.22363
2020-08-27,38.54084
2020-08-28,35.44805
2020-08-29,32.98969
2020-08-30,30.21411
2020-08-31,46.55035
2020-09-01,42.26804
2020-09-02,40.8406
2020-09-03,39.33386
2020-09-04,35.68596
2020-09-05,29.50039
2020-09-06,34.89294
2020-09-07,100.0
2020-09-08,54.63917
2020-09-09,45.12291
2020-09-10,41.79222
2020-09-11,43.14036
2020-09-12,32.83108
2020-09-13,32.03806
2020-09-14,42.74385
2020-09-15,39.33386
2020-09-16,41.87153
2020-09-17,37.98572
2020-09-18,32.83108
2020-09-19,30.53132
2020-09-20,31.32434
2020-09-21,37.272
2020-09-22,42.58524
2020-09-23,36.32038
2020-09-24,35.60666
2020-09-25,31.72085
2020-09-26,22.68041
2020-09-27,26.1697
2020-09-28,37.90642
2020-09-29,45.59873
2020-09-30,20.45995
2020-10-01,20.38065
2020-10-02,19.34972
2020-10-03,24.50436
2020-10-04,27.83505
2020-10-05,49.48453
2020-10-06,49.48453
2020-10-07,73.43378
2020-10-08,60.03172
2020-10-09,39.88897
2020-10-10,31.00713
2020-10-11,33.30689
2020-10-12,50.59476
2020-10-13,44.17129
2020-10-14,47.58128
2020-10-15,48.13639
2020-10-16,42.10943
2020-10-17,31.95876
2020-10-18,30.68992
2020-10-19,46.94686
2020-10-20,45.83663
2020-10-21,42.74385
2020-10-22,43.69547
2020-10-23,36.55828
2020-10-24,29.57969
2020-10-25,29.8969
2020-10-26,41.95083
2020-10-27,39.41316
2020-10-28,42.26804
2020-10-29,38.46153
2020-10-30,36.00317
2020-10-31,30.53132
2020-11-01,30.29341
2020-11-02,37.90642
2020-11-03,45.04361
2020-11-04,42.50594
2020-11-05,35.13084
2020-11-06,34.65503
2020-11-07,33.94131
2020-11-08,33.22759
2020-11-09,41.39571
2020-11-10,38.77874
2020-11-11,38.30293
2020-11-12,38.62014
2020-11-13,33.06899
2020-11-14,29.10388
2020-11-15,31.72085
2020-11-16,46.86756
2020-11-17,48.3743
2020-11-18,46.94686
2020-11-19,44.17129
2020-11-20,37.58921
2020-11-21,33.78271
2020-11-22,31.32434
2020-11-23,48.2157
2020-11-24,41.31641
2020-11-25,45.28152
2020-11-26,41.15781
2020-11-27,37.82712
2020-11-28,31.56225
2020-11-29,32.75178
2020-11-30,44.25059
2020-12-01,43.06106
2020-12-02,41.31641
2020-12-03,43.37827
2020-12-04,36.08247
2020-12-05,30.53132
2020-12-06,34.41712
2020-12-07,48.05709
2020-12-08,45.28152
2020-12-09,39.41316
2020-12-10,46.31245
2020-12-11,40.8406
2020-12-12,35.21015
2020-12-13,36.24107
2020-12-14,46.39175
2020-12-15,42.34734
2020-12-16,40.60269
2020-12-17,40.12688
2020-12-18,36.55828
2020-12-19,29.9762
2020-12-20,31.95876
2020-12-21,46.07454
2020-12-22,41.79222
2020-12-23,37.82712
2020-12-24,33.30689
2020-12-25,22.5218
2020-12-26,31.56225
2020-12-27,34.89294
2020-12-28,45.83663
2020-12-29,39.96827
2020-12-30,40.52339
2020-12-31,29.8969
2021-01-01,25.21808
2021-01-02,32.59318
2021-01-03,35.52735
2021-01-04,44.6471
2021-01-05,44.5678
2021-01-06,46.78826
2021-01-07,34.65503
2021-01-08,34.49643
2021-01-09,34.17922
2021-01-10,35.84456
2021-01-11,48.69151
2021-01-12,47.58128
2021-01-13,43.29896
2021-01-14,46.15384
2021-01-15,41.95083
2021-01-16,38.54084
2021-01-17,37.90642
2021-01-18,52.49801
2021-01-19,51.22918
2021-01-20,48.05709
2021-01-21,44.6471
2021-01-22,47.26407
2021-01-23,38.77874
2021-01-24,41.31641
2021-01-25,48.85011
2021-01-26,48.69151
2021-01-27,48.53291
2021-01-28,41.31641
2021-01-29,41.31641
2021-01-30,37.66851
2021-01-31,39.73037
2021-02-01,49.56383
2021-02-02,48.295
2021-02-03,46.39175
2021-02-04,36.47898
2021-02-05,42.82315
2021-02-06,35.44805
2021-02-07,34.41712
2021-02-08,48.69151
2021-02-09,37.66851
2021-02-10,32.91038
2021-02-11,24.26645
2021-02-12,20.85646
2021-02-13,24.42505
2021-02-14,36.39968
2021-02-15,54.48057
2021-02-16,55.03568
2021-02-17,51.14988
2021-02-18,47.89849
2021-02-19,45.83663
2021-02-20,36.39968
2021-02-21,35.60666
2021-02-22,47.10547
2021-02-23,50.19825
2021-02-24,45.12291
2021-02-25,42.50594
2021-02-26,40.28548
2021-02-27,31.72085
2021-02-28,34.25852
2021-03-01,38.69944
2021-03-02,51.62569
2021-03-03,44.17129
2021-03-04,43.14036
2021-03-05,34.33782
2021-03-06,29.9762
2021-03-07,29.50039
2021-03-08,45.59873
2021-03-09,46.70896
2021-03-10,44.17129
2021-03-11,38.69944
2021-03-12,32.98969
2021-03-13,29.57969
2021-03-14,29.659
2021-03-15,59.79381
2021-03-16,47.66058
2021-03-17,43.29896
2021-03-18,42.98176
2021-03-19,33.5448
2021-03-20,31.16574
2021-03-21,33.06899
2021-03-22,42.26804
2021-03-23,37.98572
2021-03-24,35.21015
2021-03-25,35.44805
2021-03-26,34.49643
2021-03-27,27.99365
2021-03-28,31.08643
2021-03-29,59.00079
2021-03-30,53.05313
2021-03-31,38.54084
2021-04-01,35.76526
2021-04-02,35.60666
2021-04-03,30.45202
2021-04-04,30.37272
2021-04-05,40.68199
2021-04-06,38.77874
2021-04-07,32.98969
2021-04-08,27.91435
2021-04-09,31.48295
2021-04-10,26.0904
2021-04-11,26.80412
2021-04-12,37.1927
2021-04-13,34.73433
2021-04-14,34.17922
2021-04-15,45.44012
2021-04-16,35.21015
2021-04-17,24.66296
2021-04-18,28.78667
2021-04-19,42.58524
2021-04-20,37.58921
2021-04-21,37.272
2021-04-22,32.75178
2021-04-23,31.00713
2021-04-24,25.85249
2021-04-25,28.86597
2021-04-26,40.68199
2021-04-27,37.58921
2021-04-28,33.30689
2021-04-29,33.4655
2021-04-30,30.45202
2021-05-01,25.69389
2021-05-02,29.26249
2021-05-03,36.87549
2021-05-04,34.81363
2021-05-05,27.51784
2021-05-06,35.36875
2021-05-07,30.92783
2021-05-08,24.58366
2021-05-09,31.64155
2021-05-10,46.94686
2021-05-11,43.85408
2021-05-12,38.46153
2021-05-13,37.98572
2021-05-14,39.01665
2021-05-15,31.56225
2021-05-16,29.10388
2021-05-17,41.71292
2021-05-18,37.3513
2021-05-19,31.64155
2021-05-20,41.31641
2021-05-21,32.98969
2021-05-22,25.45598
2021-05-23,29.10388
2021-05-24,41.79222
2021-05-25,40.28548
2021-05-26,37.58921
2021-05-27,35.68596
2021-05-28,30.29341
2021-05-29,30.68992
2021-05-30,32.67248
2021-05-31,57.57335
2021-06-01,48.85011
2021-06-02,41.15781
2021-06-03,36.95479
2021-06-04,35.60666
2021-06-05,27.59714
2021-06-06,38.85804
2021-06-07,49.40523
2021-06-08,48.2157
2021-06-09,47.26407
2021-06-10,38.06502
2021-06-11,34.09992
2021-06-12,25.53528
2021-06-13,26.56621
2021-06-14,37.98572
2021-06-15,36.55828
2021-06-16,35.28945
2021-06-17,36.16177
2021-06-18,32.51387
2021-06-19,23.71134
2021-06-20,22.99762
2021-06-21,40.7613
2021-06-22,35.52735
2021-06-23,33.7034
2021-06-24,32.75178
2021-06-25,33.22759
2021-06-26,31.08643
2021-06-27,28.31086
2021-06-28,39.65107
2021-06-29,37.74781
2021-06-30,37.43061
2021-07-01,32.75178
2021-07-02,30.53132
2021-07-03,24.26645
2021-07-04,27.04203
2021-07-05,38.93735
2021-07-06,35.52735
2021-07-07,33.78271
2021-07-08,38.30293
2021-07-09,36.47898
2021-07-10,30.37272
2021-07-11,27.99365
2021-07-12,42.90245
2021-07-13,38.69944
2021-07-14,35.05154
2021-07-15,31.72085
2021-07-16,30.21411
2021-07-17,27.04203
2021-07-18,27.27993
2021-07-19,45.67803
2021-07-20,42.74385
2021-07-21,37.03409
2021-07-22,34.33782
2021-07-23,32.98969
2021-07-24,27.51784
2021-07-25,27.75574
2021-07-26,37.82712
2021-07-27,37.43061
2021-07-28,33.7034
2021-07-29,31.08643
2021-07-30,31.56225
2021-07-31,24.02854
2021-08-01,23.07692
2021-08-02,35.84456
2021-08-03,34.41712
2021-08-04,38.54084
2021-08-05,34.65503
2021-08-06,32.51387
2021-08-07,30.05551
2021-08-08,25.21808
2021-08-09,47.10547
2021-08-10,45.04361
2021-08-11,48.05709
2021-08-12,38.22363
2021-08-13,31.72085
2021-08-14,24.66296
2021-08-15,49.72244
2021-08-16,56.54242
2021-08-17,60.50753
2021-08-18,57.25614
2021-08-19,45.83663
2021-08-20,40.04758
2021-08-21,35.52735
2021-08-22,29.8969
2021-08-23,44.6471
2021-08-24,41.15781
2021-08-25,40.20618
2021-08-26,44.6471
2021-08-27,34.89294
2021-08-28,27.35923
2021-08-29,29.8176
2021-08-30,47.18477
2021-08-31,39.17525
2021-09-01,40.04758
2021-09-02,38.93735
2021-09-03,34.89294
2021-09-04,26.72482
2021-09-05,25.45598
2021-09-06,38.85804
2021-09-07,39.65107
2021-09-08,33.5448
2021-09-09,33.14829
2021-09-10,28.70737
2021-09-11,23.63203
2021-09-12,23.71134
2021-09-13,35.05154
2021-09-14,41.31641
2021-09-15,39.01665
2021-09-16,30.76923
2021-09-17,27.12133
2021-09-18,20.06344
2021-09-19,16.89135
2021-09-20,17.12926
2021-09-21,19.34972
2021-09-22,23.23552
2021-09-23,44.17129
2021-09-24,35.92386
2021-09-25,29.26249
2021-09-26,28.62807
2021-09-27,42.18873
2021-09-28,41.23711
2021-09-29,43.85408
2021-09-30,38.62014
2021-10-01,31.16574
2021-10-02,25.29738
2021-10-03,26.56621
2021-10-04,37.1927
2021-10-05,44.8057
2021-10-06,37.1927
2021-10-07,37.43061
2021-10-08,36.16177
2021-10-09,26.64551
2021-10-10,43.45757
2021-10-11,44.25059
2021-10-12,40.9992
2021-10-13,37.272
2021-10-14,35.68596
2021-10-15,34.73433
2021-10-16,22.5218
2021-10-17,28.39016
2021-10-18,37.1927
2021-10-19,33.4655
2021-10-20,30.37272
2021-10-21,34.81363
2021-10-22,29.57969
2021-10-23,26.88342
2021-10-24,27.99365
2021-10-25,37.58921
2021-10-26,35.92386
2021-10-27,31.56225
2021-10-28,29.34179
2021-10-29,31.24504
2021-10-30,23.79064
2021-10-31,25.85249
2021-11-01,34.73433
2021-11-02,32.35527
2021-11-03,34.57573
2021-11-04,31.48295
2021-11-05,29.8176
2021-11-06,22.4425
2021-11-07,24.34575
2021-11-08,38.77874
2021-11-09,29.18318
2021-11-10,32.27597
2021-11-11,27.59714
2021-11-12,25.53528
2021-11-13,20.14274
2021-11-14,23.07692
2021-11-15,38.69944
2021-11-16,37.3513
2021-11-17,34.33782
2021-11-18,30.29341
2021-11-19,30.05551
2021-11-20,20.69785
2021-11-21,25.13877
2021-11-22,34.25852
2021-11-23,36.08247
2021-11-24,26.0904
2021-11-25,29.02458
2021-11-26,31.95876
2021-11-27,25.05947
2021-11-28,24.26645
2021-11-29,37.58921
2021-11-30,39.65107
2021-12-01,36.08247
2021-12-02,33.6241
2021-12-03,29.8176
2021-12-04,26.0111
2021-12-05,28.15226
2021-12-06,39.09595
2021-12-07,36.71689
2021-12-08,31.48295
2021-12-09,30.68992
2021-12-10,27.91435
2021-12-11,26.88342
2021-12-12,25.85249
2021-12-13,36.08247
2021-12-14,33.86201
2021-12-15,31.87946
2021-12-16,32.27597
2021-12-17,28.70737
2021-12-18,21.01506
2021-12-19,25.9318
2021-12-20,39.01665
2021-12-21,37.50991
2021-12-22,32.03806
2021-12-23,27.91435
2021-12-24,24.58366
2021-12-25,24.18715
2021-12-26,33.30689
2021-12-27,40.9199
2021-12-28,37.98572
2021-12-29,28.62807
2021-12-30,32.27597
2021-12-31,28.62807
2022-01-01,19.98413
2022-01-02,30.13481
2022-01-03,42.10943
2022-01-04,42.03013
2022-01-05,38.46153
2022-01-06,39.65107
2022-01-07,34.97224
2022-01-08,26.48691
2022-01-09,27.12133
2022-01-10,45.20222
2022-01-11,41.95083
2022-01-12,39.88897
2022-01-13,33.3862
2022-01-14,35.36875
2022-01-15,28.86597
2022-01-16,30.45202
2022-01-17,40.04758
2022-01-18,46.70896
2022-01-19,40.04758
2022-01-20,37.58921
2022-01-21,35.36875
2022-01-22,29.42109
2022-01-23,25.29738
2022-01-24,39.88897
2022-01-25,41.39571
2022-01-26,36.87549
2022-01-27,34.17922
2022-01-28,26.88342
2022-01-29,24.50436
2022-01-30,19.82553
2022-01-31,21.33227
2022-02-01,34.02061
2022-02-02,36.87549
2022-02-03,55.6701
2022-02-04,46.23314
2022-02-05,39.57176
2022-02-06,45.51942
2022-02-07,51.62569
2022-02-08,49.48453
2022-02-09,44.25059
2022-02-10,40.52339
2022-02-11,40.60269
2022-02-12,31.56225
2022-02-13,36.39968
2022-02-14,40.68199
2022-02-15,46.23314
2022-02-16,40.60269
2022-02-17,36.79619
2022-02-18,34.65503
2022-02-19,31.64155
2022-02-20,29.18318
2022-02-21,45.51942
2022-02-22,41.0785
2022-02-23,36.47898
2022-02-24,36.63758
2022-02-25,34.02061
2022-02-26,25.9318
2022-02-27,27.67644
2022-02-28,37.98572
2022-03-01,31.56225
2022-03-02,33.94131
2022-03-03,32.35527
2022-03-04,30.92783
2022-03-05,34.57573
2022-03-06,29.659
2022-03-07,39.88897
2022-03-08,39.17525
2022-03-09,23.07692
2022-03-10,32.43457
2022-03-11,29.02458
2022-03-12,33.6241
2022-03-13,26.48691
2022-03-14,34.49643
2022-03-15,32.03806
2022-03-16,34.17922
2022-03-17,32.03806
2022-03-18,27.83505
2022-03-19,32.27597
2022-03-20,26.0111
2022-03-21,34.73433
2022-03-22,40.60269
2022-03-23,38.30293
2022-03-24,33.4655
2022-03-25,29.7383
2022-03-26,25.13877
2022-03-27,27.04203
2022-03-28,32.11736
2022-03-29,39.25455
2022-03-30,37.74781
2022-03-31,38.22363
2022-04-01,28.70737
2022-04-02,24.82157
2022-04-03,24.82157
2022-04-04,33.86201
2022-04-05,34.81363
2022-04-06,33.30689
2022-04-07,30.45202
2022-04-08,30.45202
2022-04-09,21.49088
2022-04-10,24.90087
2022-04-11,37.1927
2022-04-12,33.3862
2022-04-13,31.24504
2022-04-14,30.37272
2022-04-15,28.62807
2022-04-16,24.18715
2022-04-17,22.04599
2022-04-18,34.02061
2022-04-19,33.30689
2022-04-20,30.76923
2022-04-21,28.86597
2022-04-22,26.1697
2022-04-23,21.96669
2022-04-24,22.20459
2022-04-25,35.84456
2022-04-26,30.05551
2022-04-27,28.07295
2022-04-28,27.43854
2022-04-29,24.18715
2022-04-30,21.80808
2022-05-01,24.10785
2022-05-02,33.6241
2022-05-03,29.02458
2022-05-04,25.85249
2022-05-05,24.34575
2022-05-06,27.35923
2022-05-07,21.41157
2022-05-08,21.64948
2022-05-09,40.36478
2022-05-10,32.75178
2022-05-11,31.48295
2022-05-12,29.02458
2022-05-13,29.659
2022-05-14,26.0111
2022-05-15,20.45995
2022-05-16,38.38223
2022-05-17,32.19666
2022-05-18,30.68992
2022-05-19,27.99365
2022-05-20,26.88342
2022-05-21,19.66693
2022-05-22,23.86994
2022-05-23,34.25852
2022-05-24,31.95876
2022-05-25,33.78271
2022-05-26,41.55432
2022-05-27,30.61062
2022-05-28,19.66693
2022-05-29,22.2839
2022-05-30,38.46153
2022-05-31,38.62014
2022-06-01,29.50039
2022-06-02,32.91038
2022-06-03,31.48295
2022-06-04,22.3632
2022-06-05,19.82553
2022-06-06,27.20063
2022-06-07,35.13084
2022-06-08,33.86201
2022-06-09,31.00713
2022-06-10,25.77319
2022-06-11,24.98017
2022-06-12,25.29738
2022-06-13,35.84456
2022-06-14,36.24107
2022-06-15,32.43457
2022-06-16,32.43457
2022-06-17,28.07295
2022-06-18,22.20459
2022-06-19,24.66296
2022-06-20,37.58921
2022-06-21,37.1134
2022-06-22,34.97224
2022-06-23,31.48295
2022-06-24,31.40364
2022-06-25,20.30134
2022-06-26,25.85249
2022-06-27,38.06502
2022-06-28,33.86201
2022-06-29,33.4655
2022-06-30,35.68596
2022-07-01,28.07295
2022-07-02,23.71134
2022-07-03,20.61855
2022-07-04,43.69547
2022-07-05,34.97224
2022-07-06,35.36875
2022-07-07,29.50039
2022-07-08,28.86597
2022-07-09,19.34972
2022-07-10,21.57018
2022-07-11,52.73592
2022-07-12,47.10547
2022-07-13,40.60269
2022-07-14,36.95479
2022-07-15,33.94131
2022-07-16,22.99762
2022-07-17,29.57969
2022-07-18,38.14432
2022-07-19,34.57573
2022-07-20,40.28548
2022-07-21,39.17525
2022-07-22,33.78271
2022-07-23,22.20459
2022-07-24,29.26249
2022-07-25,40.68199
2022-07-26,37.3513
2022-07-27,30.37272
2022-07-28,29.42109
2022-07-29,31.08643
2022-07-30,24.50436
2022-07-31,21.49088
2022-08-01,34.41712
2022-08-02,36.32038
2022-08-03,37.58921
2022-08-04,35.36875
2022-08-05,32.98969
2022-08-06,27.35923
2022-08-07,26.1697
2022-08-08,42.82315
2022-08-09,30.05551
2022-08-10,34.89294
2022-08-11,34.02061
2022-08-12,28.31086
2022-08-13,23.55273
2022-08-14,22.83901
2022-08-15,29.02458
2022-08-16,43.37827
2022-08-17,36.08247
2022-08-18,30.21411
2022-08-19,30.29341
2022-08-20,27.67644
2022-08-21,26.0904
2022-08-22,45.51942
2022-08-23,39.73037
2022-08-24,36.24107
2022-08-25,31.56225
2022-08-26,29.9762
2022-08-27,24.18715
2022-08-28,23.31482
2022-08-29,36.39968
2022-08-30,38.38223
2022-08-31,34.41712
2022-09-01,37.74781
2022-09-02,32.11736
2022-09-03,25.37668
2022-09-04,27.04203
2022-09-05,31.40364
2022-09-06,28.15226
2022-09-07,28.46946
2022-09-08,21.64948
2022-09-09,14.35368
2022-09-10,14.75019
2022-09-11,19.03251
2022-09-12,35.76526
2022-09-13,53.68754
2022-09-14,48.13639
2022-09-15,44.32989
2022-09-16,34.65503
2022-09-17,25.61459
2022-09-18,27.35923
2022-09-19,46.55035
2022-09-20,44.6471
2022-09-21,38.77874
2022-09-22,33.3862
2022-09-23,31.00713
2022-09-24,21.17367
2022-09-25,24.42505
2022-09-26,43.53687
2022-09-27,35.68596
2022-09-28,42.50594
2022-09-29,43.06106
2022-09-30,36.87549
2022-10-01,26.88342
2022-10-02,21.96669
2022-10-03,31.32434
2022-10-04,41.87153
2022-10-05,37.98572
2022-10-06,36.47898
2022-10-07,36.32038
2022-10-08,22.60111
2022-10-09,22.4425
2022-10-10,33.14829
2022-10-11,42.10943
2022-10-12,38.06502
2022-10-13,39.33386
2022-10-14,36.16177
2022-10-15,25.61459
2022-10-16,27.91435
2022-10-17,38.62014
2022-10-18,38.69944
2022-10-19,43.61617
2022-10-20,40.52339
2022-10-21,34.09992
2022-10-22,25.45598
2022-10-23,30.61062
2022-10-24,43.45757
2022-10-25,38.38223
2022-10-26,35.76526
2022-10-27,39.17525
2022-10-28,30.92783
2022-10-29,21.57018
2022-10-30,17.84298
2022-10-31,34.33782
2022-11-01,38.69944
2022-11-02,34.49643
2022-11-03,34.09992
2022-11-04,31.40364
2022-11-05,26.96272
2022-11-06,25.77319
2022-11-07,41.15781
2022-11-08,39.57176
2022-11-09,35.52735
2022-11-10,37.58921
2022-11-11,31.87946
2022-11-12,24.58366
2022-11-13,21.33227
2022-11-14,36.63758
2022-11-15,34.49643
2022-11-16,34.65503
2022-11-17,38.14432
2022-11-18,31.80015
2022-11-19,26.96272
2022-11-20,24.98017
2022-11-21,40.7613
2022-11-22,38.93735
2022-11-23,38.38223
2022-11-24,29.7383
2022-11-25,31.80015
2022-11-26,25.05947
2022-11-27,28.86597
2022-11-28,37.98572
2022-11-29,34.97224
2022-11-30,33.30689
2022-12-01,32.43457
2022-12-02,34.17922
2022-12-03,21.96669
2022-12-04,23.79064
2022-12-05,48.13639
2022-12-06,38.46153
2022-12-07,35.36875
2022-12-08,36.16177
2022-12-09,31.24504
2022-12-10,26.72482
2022-12-11,29.7383
2022-12-12,58.04916
2022-12-13,55.51149
2022-12-14,48.3743
2022-12-15,40.28548
2022-12-16,46.70896
2022-12-17,35.36875
2022-12-18,43.77478
2022-12-19,59.5559
2022-12-20,54.79777
2022-12-21,51.9429
2022-12-22,48.2157
2022-12-23,56.14591
2022-12-24,35.44805
2022-12-25,39.80967
2022-12-26,61.85567
2022-12-27,64.71054
2022-12-28,59.3973
2022-12-29,54.16336
2022-12-30,41.39571
2022-12-31,31.80015
2023-01-01,32.27597
2023-01-02,50.27755
2023-01-03,53.29103
2023-01-04,47.02616
2023-01-05,49.00872
2023-01-06,43.06106
2023-01-07,33.14829
2023-01-08,39.73037
2023-01-09,61.06264
2023-01-10,66.37589
2023-01-11,59.63521
2023-01-12,45.59873
2023-01-13,42.82315
2023-01-14,35.52735
2023-01-15,40.7613
2023-01-16,57.49405
2023-01-17,51.38778
2023-01-18,41.23711
2023-01-19,40.9199
2023-01-20,30.21411
2023-01-21,22.3632
2023-01-22,21.72878
2023-01-23,21.80808
2023-01-24,32.19666
2023-01-25,57.01823
2023-01-26,56.30452
2023-01-27,49.56383
2023-01-28,33.14829
2023-01-29,37.43061
2023-01-30,54.40126
2023-01-31,49.00872
2023-02-01,46.70896
2023-02-02,63.52101
2023-02-03,51.14988
2023-02-04,31.48295
2023-02-05,34.02061
2023-02-06,51.54639
2023-02-07,56.14591
2023-02-08,49.64314
2023-02-09,46.31245
2023-02-10,46.15384
2023-02-11,32.91038
2023-02-12,34.97224
2023-02-13,61.30055
2023-02-14,52.49801
2023-02-15,46.31245
2023-02-16,48.61221
2023-02-17,42.26804
2023-02-18,29.42109
2023-02-19,30.21411
2023-02-20,48.53291
2023-02-21,43.53687
2023-02-22,40.36478
2023-02-23,39.49246
2023-02-24,33.5448
2023-02-25,29.659
2023-02-26,27.04203
2023-02-27,44.40919
2023-02-28,39.49246
2023-03-01,32.11736
2023-03-02,42.82315
2023-03-03,39.41316
2023-03-04,30.21411
2023-03-05,30.29341
2023-03-06,45.75733
2023-03-07,40.68199
2023-03-08,39.09595
2023-03-09,40.52339
2023-03-10,34.41712
2023-03-11,26.0904
2023-03-12,26.80412
2023-03-13,42.50594
2023-03-14,39.96827
2023-03-15,38.77874
2023-03-16,37.43061
2023-03-17,33.06899
2023-03-18,23.55273
2023-03-19,26.80412
2023-03-20,37.90642
2023-03-21,36.55828
2023-03-22,35.60666
2023-03-23,34.57573
2023-03-24,29.02458
2023-03-25,22.4425
2023-03-26,25.05947
2023-03-27,41.55432
2023-03-28,40.28548
2023-03-29,40.28548
2023-03-30,37.03409
2023-03-31,32.19666
2023-04-01,23.71134
2023-04-02,26.56621
2023-04-03,45.20222
2023-04-04,40.12688
2023-04-05,34.25852
2023-04-06,32.67248
2023-04-07,28.70737
2023-04-08,23.15622
2023-04-09,22.2839
2023-04-10,39.41316
2023-04-11,38.30293
2023-04-12,32.91038
2023-04-13,33.4655
2023-04-14,27.27993
2023-04-15,24.26645
2023-04-16,24.82157
2023-04-17,51.8636
2023-04-18,65.18636
2023-04-19,70.97541
2023-04-20,59.08009
2023-04-21,56.06661
2023-04-22,35.44805
2023-04-23,38.06502
2023-04-24,63.91752
2023-04-25,60.34892
2023-04-26,56.46312
2023-04-27,53.05313
2023-04-28,38.14432
2023-04-29,27.12133
2023-04-30,26.0904
2023-05-01,54.32196
2023-05-02,47.97779
2023-05-03,39.57176
2023-05-04,34.33782
2023-05-05,25.61459
2023-05-06,24.82157
2023-05-07,24.18715
2023-05-08,42.26804
2023-05-09,48.53291
2023-05-10,46.47105
2023-05-11,44.6471
2023-05-12,35.60666
2023-05-13,22.60111
2023-05-14,26.64551
2023-05-15,45.36082
2023-05-16,41.23711
2023-05-17,38.85804
2023-05-18,38.54084
2023-05-19,33.78271
2023-05-20,27.04203
2023-05-21,26.40761
2023-05-22,44.17129
2023-05-23,43.14036
2023-05-24,38.62014
2023-05-25,40.9199
2023-05-26,34.09992
2023-05-27,28.07295
2023-05-28,26.72482
2023-05-29,27.20063
