date,비갱신형건강보험
2023-11-07,6.93069
2023-11-08,14.85148
2023-11-09,13.86138
2023-11-10,6.93069
2023-11-11,7.92079
2023-11-12,10.89108
2023-11-13,6.93069
2023-11-14,10.89108
2023-11-15,11.88118
2023-11-18,4.95049
2023-11-20,14.85148
2023-11-22,4.95049
2023-11-23,4.95049
2023-11-24,10.89108
2023-11-27,5.94059
2023-11-28,6.93069
2023-11-29,9.90099
2023-11-30,12.87128
2023-12-01,18.81188
2023-12-02,21.78217
2023-12-03,18.81188
2023-12-04,25.74257
2023-12-05,18.81188
2023-12-06,21.78217
2023-12-07,18.81188
2023-12-08,14.85148
2023-12-09,16.83168
2023-12-10,17.82178
2023-12-11,19.80198
2023-12-12,22.77227
2023-12-13,17.82178
2023-12-14,10.89108
2023-12-15,10.89108
2023-12-16,14.85148
2023-12-17,18.81188
2023-12-18,22.77227
2023-12-19,24.75247
2023-12-20,12.87128
2023-12-21,14.85148
2023-12-22,13.86138
2023-12-23,22.77227
2023-12-24,14.85148
2023-12-25,19.80198
2023-12-26,17.82178
2023-12-27,20.79207
2023-12-28,17.82178
2023-12-29,22.77227
2023-12-30,18.81188
2023-12-31,11.88118
2024-01-01,13.86138
2024-01-02,16.83168
2024-01-03,14.85148
2024-01-04,12.87128
2024-01-05,9.90099
2024-01-06,15.84158
2024-01-07,24.75247
2024-01-08,25.74257
2024-01-09,23.76237
2024-01-10,14.85148
2024-01-11,25.74257
2024-01-12,18.81188
2024-01-13,18.81188
2024-01-14,18.81188
2024-01-15,14.85148
2024-01-16,27.72277
2024-01-17,17.82178
2024-01-18,18.81188
2024-01-19,76.23762
2024-01-20,30.69306
2024-01-21,31.68316
2024-01-22,55.44554
2024-01-23,48.51485
2024-01-24,44.55445
2024-01-25,63.36633
2024-01-26,50.49504
2024-01-27,37.62376
2024-01-28,27.72277
2024-01-29,58.41584
2024-01-30,50.49504
2024-01-31,78.21782
2024-02-01,100.0
2024-02-02,56.43564
2024-02-03,50.49504
2024-02-04,28.71287
2024-02-05,45.54455
2024-02-06,67.32673
2024-02-07,63.36633
2024-02-08,81.18811
2024-02-09,26.73267
2024-02-10,15.84158
2024-02-11,18.81188
2024-02-12,24.75247
2024-02-13,80.19801
2024-02-14,83.16831
2024-02-15,62.37623
2024-02-16,55.44554
2024-02-17,33.66336
2024-02-18,9.90099
2024-02-19,56.43564
2024-02-20,40.59405
2024-02-21,64.35643
2024-02-22,50.49504
2024-02-23,55.44554
2024-02-24,13.86138
2024-02-25,22.77227
2024-02-26,41.58415
2024-02-27,36.63366
2024-02-28,70.29702
2024-02-29,34.65346
2024-03-01,33.66336
2024-03-02,28.71287
2024-03-03,29.70297
2024-03-04,69.30693
2024-03-05,64.35643
2024-03-06,39.60396
2024-03-07,51.48514
2024-03-08,93.0693
2024-03-09,27.72277
2024-03-10,40.59405
2024-03-11,63.36633
2024-03-12,75.24752
2024-03-13,70.29702
2024-03-14,45.54455
2024-03-15,65.34653
2024-03-16,22.77227
2024-03-17,30.69306
2024-03-18,56.43564
2024-03-19,58.41584
2024-03-20,42.57425
