date,포인트몬스터
2023-01-21,21.05263
2023-01-22,19.02834
2023-01-23,17.00404
2023-01-24,27.93522
2023-01-25,19.83805
2023-01-26,13.36032
2023-01-27,18.21862
2023-01-28,21.05263
2023-01-29,19.83805
2023-01-30,19.43319
2023-01-31,24.29149
2023-02-01,42.91497
2023-02-02,26.72064
2023-02-03,19.83805
2023-02-04,19.43319
2023-02-05,16.59919
2023-02-06,17.4089
2023-02-07,20.64777
2023-02-08,18.62348
2023-02-09,9.31174
2023-02-10,15.38461
2023-02-11,13.36032
2023-02-12,19.02834
2023-02-13,19.02834
2023-02-14,17.81376
2023-02-15,21.05263
2023-02-16,18.62348
2023-02-17,16.59919
2023-02-18,9.71659
2023-02-19,16.19433
2023-02-20,19.83805
2023-02-21,21.86234
2023-02-22,15.78947
2023-02-23,14.97975
2023-02-24,19.83805
2023-02-25,12.5506
2023-02-26,18.62348
2023-02-27,12.5506
2023-02-28,18.21862
2023-03-01,16.19433
2023-03-02,17.81376
2023-03-03,19.43319
2023-03-04,15.78947
2023-03-05,13.36032
2023-03-06,18.21862
2023-03-07,29.95951
2023-03-08,18.21862
2023-03-09,17.4089
2023-03-10,18.21862
2023-03-11,8.09716
2023-03-12,17.00404
2023-03-13,19.02834
2023-03-14,16.59919
2023-03-15,22.67206
2023-03-16,17.00404
2023-03-17,12.5506
2023-03-18,12.95546
2023-03-19,10.93117
2023-03-20,18.62348
2023-03-21,12.95546
2023-03-22,17.81376
2023-03-23,19.02834
2023-03-24,19.83805
2023-03-25,12.5506
2023-03-26,8.09716
2023-03-27,21.45748
2023-03-28,19.02834
2023-03-29,16.59919
2023-03-30,12.5506
2023-03-31,15.38461
2023-04-01,6.88259
2023-04-02,13.76518
2023-04-03,10.12145
2023-04-04,14.97975
2023-04-05,22.67206
2023-04-06,19.83805
2023-04-07,19.02834
2023-04-08,12.5506
2023-04-09,9.71659
2023-04-10,19.02834
2023-04-11,11.33603
2023-04-12,14.17004
2023-04-13,16.59919
2023-04-14,13.76518
2023-04-15,12.5506
2023-04-16,6.47773
2023-04-17,14.57489
2023-04-18,9.71659
2023-04-19,14.17004
2023-04-20,8.50202
2023-04-21,5.66801
2023-04-22,10.52631
2023-04-23,10.52631
2023-04-24,8.50202
2023-04-25,12.14574
2023-04-26,16.19433
2023-04-27,12.5506
2023-04-28,7.6923
2023-04-29,10.12145
2023-04-30,15.78947
2023-05-01,17.81376
2023-05-02,10.12145
2023-05-03,11.33603
2023-05-04,15.78947
2023-05-05,11.33603
2023-05-06,13.76518
2023-05-07,10.93117
2023-05-08,19.83805
2023-05-09,14.97975
2023-05-10,9.71659
2023-05-11,10.93117
2023-05-12,14.17004
2023-05-13,12.5506
2023-05-14,9.31174
2023-05-15,14.17004
2023-05-16,16.59919
2023-05-17,14.17004
2023-05-18,10.93117
2023-05-19,10.93117
2023-05-20,11.74089
2023-05-21,14.17004
2023-05-22,14.57489
2023-05-23,15.78947
2023-05-24,14.17004
2023-05-25,9.31174
2023-05-26,11.74089
2023-05-27,6.88259
2023-05-28,14.17004
2023-05-29,9.31174
2023-05-30,17.4089
2023-05-31,18.21862
2023-06-01,19.43319
2023-06-02,89.87854
2023-06-03,13.76518
2023-06-04,8.90688
2023-06-05,12.14574
2023-06-06,14.17004
2023-06-07,8.90688
2023-06-08,14.97975
2023-06-09,9.31174
2023-06-10,10.12145
2023-06-11,10.93117
2023-06-12,9.31174
2023-06-13,12.14574
2023-06-14,12.95546
2023-06-15,16.59919
2023-06-16,11.74089
2023-06-17,9.71659
2023-06-18,13.76518
2023-06-19,12.95546
2023-06-20,7.28744
2023-06-21,24.69635
2023-06-22,15.38461
2023-06-23,11.74089
2023-06-24,5.66801
2023-06-25,13.36032
2023-06-26,12.95546
2023-06-27,9.31174
2023-06-28,8.90688
2023-06-29,4.85829
2023-06-30,17.81376
2023-07-01,19.02834
2023-07-02,14.17004
2023-07-03,14.97975
2023-07-04,11.33603
2023-07-05,12.5506
2023-07-06,11.33603
2023-07-07,15.38461
2023-07-08,14.57489
2023-07-09,8.50202
2023-07-10,19.02834
2023-07-11,10.93117
2023-07-12,14.57489
2023-07-13,10.12145
2023-07-14,10.93117
2023-07-15,6.88259
2023-07-16,13.76518
2023-07-17,26.72064
2023-07-18,14.17004
2023-07-19,11.33603
2023-07-20,12.14574
2023-07-21,12.95546
2023-07-22,4.45344
2023-07-23,14.17004
2023-07-24,7.6923
2023-07-25,10.52631
2023-07-26,11.74089
2023-07-27,5.26315
2023-07-28,9.71659
2023-07-29,5.26315
2023-07-30,12.5506
2023-07-31,8.50202
2023-08-01,17.81376
2023-08-02,17.00404
2023-08-03,8.50202
2023-08-04,9.31174
2023-08-05,7.6923
2023-08-06,5.66801
2023-08-07,7.6923
2023-08-08,18.62348
2023-08-09,19.43319
2023-08-10,12.14574
2023-08-11,12.14574
2023-08-12,9.31174
2023-08-13,6.47773
2023-08-14,11.33603
2023-08-15,8.50202
2023-08-16,10.12145
2023-08-17,10.52631
2023-08-18,10.12145
2023-08-19,9.31174
2023-08-20,8.90688
2023-08-21,12.5506
2023-08-22,12.14574
2023-08-23,10.52631
2023-08-24,13.36032
2023-08-25,5.66801
2023-08-26,12.5506
2023-08-27,11.74089
2023-08-28,17.4089
2023-08-29,15.38461
2023-08-30,5.66801
2023-08-31,10.52631
2023-09-01,7.6923
2023-09-02,8.90688
2023-09-03,7.6923
2023-09-04,7.6923
2023-09-05,8.90688
2023-09-06,20.64777
2023-09-07,3.64372
2023-09-08,8.09716
2023-09-09,6.07287
2023-09-10,13.76518
2023-09-11,8.09716
2023-09-12,2.42914
2023-09-13,12.95546
2023-09-14,10.12145
2023-09-15,10.52631
2023-09-16,9.31174
2023-09-17,8.90688
2023-09-18,11.33603
2023-09-19,8.09716
2023-09-20,16.19433
2023-09-21,11.74089
2023-09-22,6.88259
2023-09-23,5.66801
2023-09-24,7.6923
2023-09-25,8.90688
2023-09-26,10.12145
2023-09-27,6.47773
2023-09-28,14.57489
2023-09-29,7.6923
2023-09-30,9.71659
2023-10-01,6.47773
2023-10-02,9.31174
2023-10-03,9.71659
2023-10-04,12.95546
2023-10-05,9.71659
2023-10-06,8.90688
2023-10-07,4.04858
2023-10-08,10.12145
2023-10-09,5.66801
2023-10-10,7.28744
2023-10-11,9.31174
2023-10-12,9.71659
2023-10-13,5.66801
2023-10-14,5.66801
2023-10-15,6.88259
2023-10-16,8.90688
2023-10-17,16.19433
2023-10-18,10.52631
2023-10-19,6.07287
2023-10-20,13.36032
2023-10-21,8.50202
2023-10-22,12.95546
2023-10-23,12.95546
2023-10-24,20.24291
2023-10-25,14.17004
2023-10-26,10.93117
2023-10-27,11.33603
2023-10-28,12.95546
2023-10-29,27.93522
2023-10-30,32.38866
2023-10-31,7.28744
2023-11-01,18.21862
2023-11-02,22.67206
2023-11-03,17.00404
2023-11-04,54.65587
2023-11-05,39.67611
2023-11-06,25.91093
2023-11-07,21.45748
2023-11-08,15.38461
2023-11-09,10.93117
2023-11-10,6.88259
2023-11-11,6.47773
2023-11-12,3.64372
2023-11-13,8.90688
2023-11-14,8.90688
2023-11-15,8.09716
2023-11-16,11.33603
2023-11-17,11.74089
2023-11-18,4.04858
2023-11-19,3.23886
2023-11-20,8.90688
2023-11-21,9.31174
2023-11-22,10.12145
2023-11-23,7.6923
2023-11-24,4.45344
2023-11-25,6.07287
2023-11-26,7.6923
2023-11-27,7.28744
2023-11-28,6.88259
2023-11-30,3.64372
2023-12-01,10.12145
2023-12-02,6.47773
2023-12-03,6.47773
2023-12-04,8.90688
2023-12-05,9.71659
2023-12-06,3.23886
2023-12-07,3.23886
2023-12-08,8.50202
2023-12-09,6.88259
2023-12-10,6.07287
2023-12-11,6.88259
2023-12-12,7.28744
2023-12-13,6.47773
2023-12-14,8.50202
2023-12-15,3.64372
2023-12-16,4.85829
2023-12-17,5.26315
2023-12-18,5.66801
2023-12-19,5.26315
2023-12-20,4.04858
2023-12-21,10.93117
2023-12-22,7.28744
2023-12-23,5.26315
2023-12-24,7.28744
2023-12-25,6.47773
2023-12-26,11.74089
2023-12-27,7.6923
2023-12-28,11.33603
2023-12-29,5.66801
2023-12-30,4.45344
2023-12-31,5.26315
2024-01-01,12.5506
2024-01-02,11.74089
2024-01-03,11.33603
2024-01-04,2.834
2024-01-05,4.85829
2024-01-06,6.07287
2024-01-07,6.47773
2024-01-08,5.66801
2024-01-09,10.52631
2024-01-10,12.95546
2024-01-11,10.12145
2024-01-12,8.09716
2024-01-13,6.07287
2024-01-14,6.47773
2024-01-15,7.28744
2024-01-16,6.47773
2024-01-17,4.04858
2024-01-18,6.88259
2024-01-19,8.50202
2024-01-20,4.04858
2024-01-21,3.64372
2024-01-22,7.28744
2024-01-23,9.71659
2024-01-24,8.09716
2024-01-25,16.59919
2024-01-26,8.90688
2024-01-27,3.64372
2024-01-28,9.31174
2024-01-29,7.6923
2024-01-30,8.09716
2024-01-31,9.71659
2024-02-01,10.12145
2024-02-02,8.90688
2024-02-03,5.26315
2024-02-04,3.23886
2024-02-05,6.88259
2024-02-06,16.59919
2024-02-07,11.74089
2024-02-08,2.834
2024-02-09,7.28744
2024-02-10,4.45344
2024-02-11,4.45344
2024-02-12,5.66801
2024-02-13,8.09716
2024-02-14,6.07287
2024-02-15,7.28744
2024-02-16,6.07287
2024-02-17,2.02429
2024-02-18,7.6923
2024-02-19,11.33603
2024-02-20,9.31174
2024-02-21,7.28744
2024-02-22,9.71659
2024-02-23,12.5506
2024-02-24,5.66801
2024-02-25,6.88259
2024-02-26,6.47773
2024-02-27,5.66801
2024-02-28,8.09716
2024-02-29,8.09716
2024-03-01,10.12145
2024-03-02,2.834
2024-03-03,3.64372
2024-03-04,7.6923
2024-03-05,6.47773
2024-03-06,6.07287
2024-03-07,4.45344
2024-03-08,5.26315
2024-03-09,4.04858
2024-03-10,7.28744
2024-03-11,5.26315
2024-03-12,8.09716
2024-03-13,4.04858
2024-03-14,6.88259
2024-03-15,6.47773
2024-03-17,3.64372
2024-03-19,2.834
2024-03-20,6.47773
