date,상속세개편
2022-04-11,0.81743
2022-04-12,0.68119
2022-04-15,1.63487
2022-04-17,1.77111
2022-04-18,1.49863
2022-04-22,0.95367
2022-04-23,1.08991
2022-04-25,1.08991
2022-04-26,0.81743
2022-04-28,1.22615
2022-04-30,0.81743
2022-05-01,1.77111
2022-05-02,2.72479
2022-05-04,1.36239
2022-05-05,0.81743
2022-05-06,1.36239
2022-05-07,1.22615
2022-05-08,1.90735
2022-05-09,1.90735
2022-05-10,1.22615
2022-05-11,1.08991
2022-05-12,0.95367
2022-05-13,2.17983
2022-05-14,0.95367
2022-05-15,1.77111
2022-05-16,3.67847
2022-05-17,4.90463
2022-05-18,3.26975
2022-05-19,2.45231
2022-05-20,2.04359
2022-05-22,0.95367
2022-05-23,2.17983
2022-05-24,3.54223
2022-05-25,2.04359
2022-05-27,1.49863
2022-05-28,1.22615
2022-05-29,2.17983
2022-05-30,2.58855
2022-05-31,2.58855
2022-06-02,4.35967
2022-06-03,2.72479
2022-06-04,2.86103
2022-06-05,1.08991
2022-06-06,4.08719
2022-06-07,5.04087
2022-06-08,3.95095
2022-06-09,5.31335
2022-06-10,4.22343
2022-06-11,2.31607
2022-06-12,5.04087
2022-06-13,5.58583
2022-06-14,5.58583
2022-06-15,4.22343
2022-06-16,12.12534
2022-06-17,8.85558
2022-06-18,5.17711
2022-06-19,5.85831
2022-06-20,6.5395
2022-06-21,6.81198
2022-06-22,5.99455
2022-06-23,4.63215
2022-06-24,4.63215
2022-06-25,2.17983
2022-06-26,2.99727
2022-06-27,6.67574
2022-06-28,5.58583
2022-06-29,5.17711
2022-06-30,4.49591
2022-07-01,4.76839
2022-07-02,4.49591
2022-07-03,3.81471
2022-07-04,4.90463
2022-07-05,6.67574
2022-07-06,4.35967
2022-07-07,4.90463
2022-07-08,5.17711
2022-07-09,2.04359
2022-07-10,4.76839
2022-07-11,7.76566
2022-07-12,5.04087
2022-07-13,5.72207
2022-07-14,7.76566
2022-07-15,5.99455
2022-07-16,3.54223
2022-07-17,4.76839
2022-07-18,15.39509
2022-07-19,9.2643
2022-07-20,7.08446
2022-07-21,22.6158
2022-07-22,27.52043
2022-07-23,19.2098
2022-07-24,9.9455
2022-07-25,11.03542
2022-07-26,10.08174
2022-07-27,6.67574
2022-07-28,5.72207
2022-07-29,4.22343
2022-07-30,4.22343
2022-07-31,4.76839
2022-08-01,7.2207
2022-08-02,2.86103
2022-08-03,3.26975
2022-08-04,3.81471
2022-08-05,3.81471
2022-08-06,3.54223
2022-08-07,1.90735
2022-08-08,5.04087
2022-08-09,2.72479
2022-08-10,2.45231
2022-08-11,3.95095
2022-08-12,5.44959
2022-08-13,2.45231
2022-08-14,1.90735
2022-08-15,3.40599
2022-08-16,4.22343
2022-08-17,6.5395
2022-08-18,4.76839
2022-08-19,3.54223
2022-08-20,3.13351
2022-08-21,2.99727
2022-08-22,3.54223
2022-08-23,2.45231
2022-08-24,2.72479
2022-08-25,2.99727
2022-08-26,1.49863
2022-08-27,1.22615
2022-08-28,2.99727
2022-08-29,2.17983
2022-08-30,1.77111
2022-08-31,3.54223
2022-09-01,20.43596
2022-09-02,13.07901
2022-09-03,6.26702
2022-09-04,4.22343
2022-09-05,5.17711
2022-09-06,4.49591
2022-09-07,3.81471
2022-09-08,3.95095
2022-09-09,1.63487
2022-09-10,2.72479
2022-09-11,4.22343
2022-09-12,4.63215
2022-09-13,4.90463
2022-09-14,4.90463
2022-09-15,3.13351
2022-09-16,3.95095
2022-09-17,2.72479
2022-09-18,3.54223
2022-09-19,6.67574
2022-09-20,6.13079
2022-09-21,2.45231
2022-09-22,5.85831
2022-09-23,2.17983
2022-09-24,2.72479
2022-09-25,2.31607
2022-09-26,3.54223
2022-09-27,3.95095
2022-09-28,4.49591
2022-09-29,1.77111
2022-09-30,3.40599
2022-10-01,2.45231
2022-10-02,2.31607
2022-10-03,5.58583
2022-10-04,4.22343
2022-10-05,3.40599
2022-10-06,6.67574
2022-10-07,4.08719
2022-10-08,4.22343
2022-10-09,3.81471
2022-10-10,4.35967
2022-10-11,3.26975
2022-10-12,4.49591
2022-10-13,4.90463
2022-10-14,45.2316
2022-10-15,28.61035
2022-10-16,14.03269
2022-10-17,7.2207
2022-10-18,9.2643
2022-10-19,4.63215
2022-10-20,3.26975
2022-10-21,2.99727
2022-10-22,2.31607
2022-10-23,2.04359
2022-10-24,4.63215
2022-10-25,2.86103
2022-10-26,1.77111
2022-10-27,2.72479
2022-10-28,4.22343
2022-10-29,2.17983
2022-10-30,2.17983
2022-10-31,1.90735
2022-11-01,3.26975
2022-11-02,3.13351
2022-11-03,3.13351
2022-11-04,2.72479
2022-11-05,2.17983
2022-11-06,2.17983
2022-11-07,3.54223
2022-11-08,2.86103
2022-11-09,2.45231
2022-11-10,3.95095
2022-11-11,2.58855
2022-11-12,1.36239
2022-11-13,1.77111
2022-11-14,2.86103
2022-11-15,2.31607
2022-11-16,1.63487
2022-11-17,2.99727
2022-11-18,3.67847
2022-11-19,1.77111
2022-11-20,1.77111
2022-11-21,2.86103
2022-11-22,2.72479
2022-11-23,3.54223
2022-11-24,2.99727
2022-11-25,1.77111
2022-11-26,3.67847
2022-11-27,2.99727
2022-11-28,1.90735
2022-11-29,2.45231
2022-11-30,3.13351
2022-12-01,3.40599
2022-12-02,1.77111
2022-12-03,1.49863
2022-12-04,2.72479
2022-12-05,2.72479
2022-12-06,3.81471
2022-12-07,2.58855
2022-12-08,4.35967
2022-12-09,5.44959
2022-12-10,2.58855
2022-12-11,3.26975
2022-12-12,4.35967
2022-12-13,3.81471
2022-12-14,4.76839
2022-12-15,2.72479
2022-12-16,4.76839
2022-12-17,2.31607
2022-12-18,2.04359
2022-12-19,1.77111
2022-12-20,6.26702
2022-12-21,5.17711
2022-12-22,2.86103
2022-12-23,4.76839
2022-12-24,3.81471
2022-12-25,2.04359
2022-12-26,3.54223
2022-12-27,2.99727
2022-12-28,2.86103
2022-12-29,5.85831
2022-12-30,3.26975
2022-12-31,1.63487
2023-01-01,4.49591
2023-01-02,4.08719
2023-01-03,8.5831
2023-01-04,4.22343
2023-01-05,4.22343
2023-01-06,13.48773
2023-01-07,6.40326
2023-01-08,9.40054
2023-01-09,6.94822
2023-01-10,4.90463
2023-01-11,3.54223
2023-01-12,3.67847
2023-01-13,2.04359
2023-01-14,3.13351
2023-01-15,5.85831
2023-01-16,3.81471
2023-01-17,2.04359
2023-01-18,4.22343
2023-01-19,3.95095
2023-01-20,3.54223
2023-01-21,2.99727
2023-01-22,3.40599
2023-01-23,2.17983
2023-01-24,3.26975
2023-01-25,3.13351
2023-01-26,5.04087
2023-01-27,4.49591
2023-01-28,3.13351
2023-01-29,3.67847
2023-01-30,3.40599
2023-01-31,2.86103
2023-02-01,2.04359
2023-02-02,2.86103
2023-02-03,2.99727
2023-02-04,1.63487
2023-02-05,2.04359
2023-02-06,4.08719
2023-02-07,2.99727
2023-02-08,1.90735
2023-02-09,3.54223
2023-02-10,4.49591
2023-02-11,2.99727
2023-02-12,10.89918
2023-02-13,20.02724
2023-02-14,7.62942
2023-02-15,7.08446
2023-02-16,4.49591
2023-02-17,3.81471
2023-02-18,2.58855
2023-02-19,4.35967
2023-02-20,4.22343
2023-02-21,5.99455
2023-02-22,4.49591
2023-02-23,4.76839
2023-02-24,27.11171
2023-02-25,10.35422
2023-02-26,5.72207
2023-02-27,6.94822
2023-02-28,5.99455
2023-03-01,4.49591
2023-03-02,5.72207
2023-03-03,5.85831
2023-03-04,3.67847
2023-03-05,5.17711
2023-03-06,6.5395
2023-03-07,5.17711
2023-03-08,6.94822
2023-03-09,5.85831
2023-03-10,5.72207
2023-03-11,3.13351
2023-03-12,4.76839
2023-03-13,6.26702
2023-03-14,4.63215
2023-03-15,6.40326
2023-03-16,6.81198
2023-03-17,4.35967
2023-03-18,4.22343
2023-03-19,2.99727
2023-03-20,3.40599
2023-03-21,7.2207
2023-03-22,6.40326
2023-03-23,3.26975
2023-03-24,4.35967
2023-03-25,1.90735
2023-03-26,3.67847
2023-03-27,5.99455
2023-03-28,5.85831
2023-03-29,3.95095
2023-03-30,5.72207
2023-03-31,3.81471
2023-04-01,3.95095
2023-04-02,3.54223
2023-04-03,3.26975
2023-04-04,3.95095
2023-04-05,4.90463
2023-04-06,2.04359
2023-04-07,5.17711
2023-04-08,3.13351
2023-04-09,4.76839
2023-04-10,2.04359
2023-04-11,3.67847
2023-04-12,2.45231
2023-04-13,1.63487
2023-04-14,3.81471
2023-04-15,2.04359
2023-04-16,5.58583
2023-04-17,19.34604
2023-04-18,8.99182
2023-04-19,5.99455
2023-04-20,5.99455
2023-04-21,6.40326
2023-04-22,4.35967
2023-04-23,3.13351
2023-04-24,4.49591
2023-04-25,6.5395
2023-04-26,5.72207
2023-04-27,4.08719
2023-04-28,3.54223
2023-04-29,3.81471
2023-04-30,3.67847
2023-05-01,4.63215
2023-05-02,4.08719
2023-05-03,5.44959
2023-05-04,5.85831
2023-05-05,3.13351
2023-05-06,2.72479
2023-05-07,3.26975
2023-05-08,6.13079
2023-05-09,4.08719
2023-05-10,5.31335
2023-05-11,5.72207
2023-05-12,3.81471
2023-05-13,5.58583
2023-05-14,3.81471
2023-05-15,6.40326
2023-05-16,3.40599
2023-05-17,4.63215
2023-05-18,5.04087
2023-05-19,3.81471
2023-05-20,2.58855
2023-05-21,3.54223
2023-05-22,5.99455
2023-05-23,4.08719
2023-05-24,3.54223
2023-05-25,5.31335
2023-05-26,4.08719
2023-05-27,2.04359
2023-05-28,2.17983
2023-05-29,4.90463
2023-05-30,7.49318
2023-05-31,8.44686
2023-06-01,13.48773
2023-06-02,8.03814
2023-06-03,5.04087
2023-06-04,3.95095
2023-06-05,7.76566
2023-06-06,12.39782
2023-06-07,8.99182
2023-06-08,11.9891
2023-06-09,5.58583
2023-06-10,6.94822
2023-06-11,3.81471
2023-06-12,6.81198
2023-06-13,4.90463
2023-06-14,3.26975
2023-06-15,2.58855
2023-06-16,4.35967
2023-06-17,3.67847
2023-06-18,2.86103
2023-06-19,3.67847
2023-06-20,3.26975
2023-06-21,7.76566
2023-06-22,8.17438
2023-06-23,5.31335
2023-06-24,5.31335
2023-06-25,4.49591
2023-06-26,5.99455
2023-06-27,5.17711
2023-06-28,6.5395
2023-06-29,5.44959
2023-06-30,4.76839
2023-07-01,1.22615
2023-07-02,2.99727
2023-07-03,4.08719
2023-07-04,8.17438
2023-07-05,7.76566
2023-07-06,4.35967
2023-07-07,2.86103
2023-07-08,2.04359
2023-07-09,4.35967
2023-07-10,6.13079
2023-07-11,4.22343
2023-07-12,4.49591
2023-07-13,5.17711
2023-07-14,3.81471
2023-07-15,2.17983
2023-07-16,2.17983
2023-07-17,4.08719
2023-07-18,3.67847
2023-07-19,4.63215
2023-07-20,2.99727
2023-07-21,2.45231
2023-07-22,3.81471
2023-07-23,2.31607
2023-07-24,4.22343
2023-07-25,3.13351
2023-07-26,4.63215
2023-07-27,10.35422
2023-07-28,6.13079
2023-07-29,3.13351
2023-07-30,3.13351
2023-07-31,8.44686
2023-08-01,3.54223
2023-08-02,1.49863
2023-08-03,1.90735
2023-08-05,2.17983
2023-08-06,2.04359
2023-08-07,0.81743
2023-08-08,1.77111
2023-08-09,2.86103
2023-08-10,2.58855
2023-08-11,2.17983
2023-08-12,1.36239
2023-08-13,1.49863
2023-08-14,1.77111
2023-08-15,1.77111
2023-08-16,0.68119
2023-08-17,2.04359
2023-08-18,2.45231
2023-08-19,1.77111
2023-08-20,1.49863
2023-08-21,2.31607
2023-08-22,1.63487
2023-08-23,4.08719
2023-08-24,2.86103
2023-08-25,1.22615
2023-08-26,1.90735
2023-08-27,1.90735
2023-08-28,1.49863
2023-08-29,4.35967
2023-08-30,2.72479
2023-08-31,2.86103
2023-09-01,3.95095
2023-09-02,3.26975
2023-09-03,2.31607
2023-09-04,1.77111
2023-09-05,3.95095
2023-09-06,4.63215
2023-09-07,4.22343
2023-09-08,2.17983
2023-09-09,2.99727
2023-09-10,2.58855
2023-09-11,3.95095
2023-09-12,1.22615
2023-09-13,2.45231
2023-09-14,3.67847
2023-09-15,2.72479
2023-09-16,1.63487
2023-09-17,2.58855
2023-09-18,3.95095
2023-09-19,2.31607
2023-09-20,3.26975
2023-09-21,2.04359
2023-09-22,2.04359
2023-09-23,1.22615
2023-09-24,1.90735
2023-09-25,4.90463
2023-09-26,4.76839
2023-09-27,2.31607
2023-09-28,2.99727
2023-09-29,2.45231
2023-09-30,2.99727
2023-10-01,2.99727
2023-10-02,5.85831
2023-10-03,4.90463
2023-10-04,4.49591
2023-10-05,1.90735
2023-10-06,1.22615
2023-10-07,1.63487
2023-10-08,0.68119
2023-10-09,3.81471
2023-10-10,4.49591
2023-10-11,1.36239
2023-10-12,4.35967
2023-10-13,3.13351
2023-10-14,1.08991
2023-10-15,4.35967
2023-10-16,3.95095
2023-10-17,2.45231
2023-10-18,2.99727
2023-10-19,2.45231
2023-10-20,16.21253
2023-10-21,5.17711
2023-10-22,1.77111
2023-10-23,3.26975
2023-10-24,3.13351
2023-10-25,2.72479
2023-10-26,2.72479
2023-10-27,4.08719
2023-10-28,2.17983
2023-10-29,5.04087
2023-10-30,3.26975
2023-10-31,2.99727
2023-11-01,2.58855
2023-11-02,2.99727
2023-11-03,2.31607
2023-11-04,1.77111
2023-11-05,3.40599
2023-11-06,5.17711
2023-11-07,2.99727
2023-11-08,100.0
2023-11-09,63.07901
2023-11-10,19.2098
2023-11-11,59.40054
2023-11-12,31.74386
2023-11-13,42.09809
2023-11-14,28.61035
2023-11-15,25.88555
2023-11-16,18.93732
2023-11-17,17.57493
2023-11-18,16.21253
2023-11-19,21.9346
2023-11-20,26.02179
2023-11-21,18.25613
2023-11-22,13.76021
2023-11-23,10.49046
2023-11-24,10.89918
2023-11-25,7.62942
2023-11-26,7.9019
2023-11-27,11.17166
2023-11-28,41.96185
2023-11-29,27.92915
2023-11-30,27.92915
2023-12-01,23.43324
2023-12-02,15.53133
2023-12-03,18.39237
2023-12-04,22.07084
2023-12-05,21.52588
2023-12-06,22.34332
2023-12-07,19.48228
2023-12-08,17.43869
2023-12-09,15.80381
2023-12-10,16.48501
2023-12-11,16.89373
2023-12-12,19.34604
2023-12-13,17.84741
2023-12-14,16.34877
2023-12-15,12.53405
2023-12-16,12.26158
2023-12-17,10.21798
2023-12-18,19.34604
2023-12-19,30.51771
2023-12-20,19.61852
2023-12-21,36.23978
2023-12-22,19.2098
2023-12-23,14.16893
2023-12-24,17.30245
2023-12-25,52.99727
2023-12-26,38.28337
2023-12-27,24.79564
2023-12-28,21.38964
2023-12-29,20.16348
2023-12-30,14.44141
2023-12-31,20.43596
2024-01-01,17.43869
2024-01-02,25.20435
2024-01-03,18.52861
2024-01-04,20.98092
2024-01-05,18.11989
2024-01-06,12.67029
2024-01-07,14.71389
2024-01-08,17.57493
2024-01-09,17.43869
2024-01-10,23.43324
2024-01-11,31.47138
2024-01-12,24.6594
2024-01-13,17.43869
2024-01-14,17.30245
2024-01-15,20.98092
2024-01-16,26.70299
2024-01-17,69.34604
2024-01-18,64.03269
2024-01-19,42.64305
2024-01-20,46.73024
2024-01-21,42.37057
2024-01-22,47.9564
2024-01-23,38.28337
2024-01-24,28.61035
2024-01-25,20.84468
2024-01-26,16.62125
2024-01-27,21.52588
2024-01-28,33.51498
2024-01-29,44.41416
2024-01-30,36.10354
2024-01-31,31.8801
2024-02-01,30.92643
2024-02-02,26.97547
2024-02-03,20.16348
2024-02-04,25.61307
2024-02-05,32.15258
2024-02-06,30.79019
2024-02-07,20.43596
2024-02-08,24.6594
2024-02-09,18.66485
2024-02-10,24.11444
2024-02-11,21.38964
2024-02-12,24.25068
2024-02-13,28.61035
2024-02-14,30.79019
2024-02-15,20.29972
2024-02-16,25.47683
2024-02-17,19.48228
2024-02-18,21.38964
2024-02-19,31.74386
2024-02-20,27.38419
2024-02-21,27.65667
2024-02-22,26.70299
2024-02-23,21.9346
2024-02-24,19.61852
2024-02-25,18.39237
2024-02-26,27.24795
2024-02-27,25.88555
2024-02-28,21.38964
2024-02-29,18.52861
2024-03-01,14.44141
2024-03-02,18.11989
2024-03-03,34.19618
2024-03-04,22.6158
2024-03-05,18.11989
2024-03-06,17.16621
2024-03-07,20.84468
2024-03-08,19.75476
2024-03-09,17.71117
2024-03-10,17.57493
2024-03-11,21.66212
2024-03-12,21.79836
2024-03-13,13.89645
2024-03-14,17.57493
2024-03-15,18.39237
2024-03-16,13.62397
2024-03-17,12.67029
2024-03-18,23.70572
2024-03-19,25.47683
2024-03-20,30.51771
