date,QQQM
2023-12-24,9.98685
2023-12-25,10.38107
2023-12-26,19.18528
2023-12-27,21.68199
2023-12-28,21.28777
2023-12-29,15.50591
2023-12-30,10.64388
2023-12-31,15.11169
2024-01-01,10.24967
2024-01-02,22.07621
2024-01-03,30.88042
2024-01-04,31.01182
2024-01-05,21.15637
2024-01-06,16.29434
2024-01-07,15.90013
2024-01-08,17.477
2024-01-09,24.31011
2024-01-10,24.44152
2024-01-11,24.57293
2024-01-12,21.55059
2024-01-13,13.53482
2024-01-14,13.40341
2024-01-15,20.49934
2024-01-16,19.97371
2024-01-17,21.8134
2024-01-18,16.42575
2024-01-19,19.31668
2024-01-20,19.18528
2024-01-21,17.477
2024-01-22,23.25886
2024-01-23,25.75558
2024-01-24,20.10512
2024-01-25,27.72667
2024-01-26,26.41261
2024-01-27,18.52825
2024-01-28,15.2431
2024-01-29,23.39027
2024-01-30,30.4862
2024-01-31,26.2812
2024-02-01,23.9159
2024-02-02,23.39027
2024-02-03,19.18528
2024-02-04,18.92247
2024-02-05,23.39027
2024-02-06,25.36136
2024-02-07,21.15637
2024-02-08,23.65308
2024-02-09,20.76215
2024-02-10,18.13403
2024-02-11,19.31668
2024-02-12,27.06964
2024-02-13,31.14323
2024-02-14,42.18134
2024-02-15,35.08541
2024-02-16,28.64651
2024-02-17,20.89356
2024-02-18,18.00262
2024-02-19,24.83574
2024-02-20,31.27463
2024-02-21,26.2812
2024-02-22,32.85151
2024-02-23,50.45992
2024-02-24,22.60183
2024-02-25,22.20762
2024-02-26,29.17214
2024-02-27,29.43495
2024-02-28,32.98291
2024-02-29,26.80683
2024-03-01,21.68199
2024-03-02,27.20105
2024-03-03,19.97371
2024-03-04,33.50854
2024-03-05,34.55978
2024-03-06,32.32588
2024-03-07,29.96057
2024-03-08,31.93166
2024-03-09,20.89356
2024-03-10,23.65308
2024-03-11,28.25229
2024-03-12,29.96057
2024-03-13,31.80026
2024-03-14,27.33245
2024-03-15,27.59526
2024-03-16,20.10512
2024-03-17,17.08278
2024-03-18,26.80683
2024-03-19,31.93166
2024-03-20,30.22339
