date,저축은행금리
2023-05-30,7.76935
2023-05-31,7.22793
2023-06-01,6.55116
2023-06-02,7.68814
2023-06-03,3.6275
2023-06-04,4.25013
2023-06-05,8.68976
2023-06-06,7.82349
2023-06-07,11.451
2023-06-08,8.25663
2023-06-09,6.49702
2023-06-10,3.817
2023-06-11,4.30427
2023-06-12,7.68814
2023-06-13,7.87763
2023-06-14,5.57661
2023-06-15,7.85056
2023-06-16,4.87276
2023-06-17,2.92365
2023-06-18,3.16729
2023-06-19,5.54953
2023-06-20,6.82187
2023-06-21,6.57823
2023-06-22,5.87439
2023-06-23,5.82024
2023-06-24,2.70709
2023-06-25,3.22144
2023-06-26,7.68814
2023-06-27,7.49864
2023-06-28,7.47157
2023-06-29,7.66107
2023-06-30,7.39036
2023-07-01,4.16892
2023-07-02,5.25175
2023-07-03,7.85056
2023-07-04,7.49864
2023-07-05,7.79642
2023-07-06,8.04006
2023-07-07,6.4158
2023-07-08,5.49539
2023-07-09,5.84731
2023-07-10,7.14672
2023-07-11,7.09258
2023-07-12,6.46995
2023-07-13,6.4158
2023-07-14,4.62912
2023-07-15,3.24851
2023-07-16,3.19436
2023-07-17,6.11802
2023-07-18,6.06388
2023-07-19,5.41418
2023-07-20,5.14347
2023-07-21,5.33297
2023-07-22,4.4667
2023-07-23,3.49214
2023-07-24,6.49702
2023-07-25,7.01136
2023-07-26,5.00812
2023-07-27,6.25338
2023-07-28,6.06388
2023-07-29,3.51922
2023-07-30,4.2772
2023-07-31,8.98754
2023-08-01,7.36329
2023-08-02,6.90308
2023-08-03,5.46832
2023-08-04,5.03519
2023-08-05,3.30265
2023-08-06,3.87114
2023-08-07,6.90308
2023-08-08,6.46995
2023-08-09,5.65782
2023-08-10,5.98267
2023-08-11,5.90146
2023-08-12,4.11478
2023-08-13,3.57336
2023-08-14,6.65944
2023-08-15,4.2772
2023-08-16,6.28045
2023-08-17,6.28045
2023-08-18,6.55116
2023-08-19,3.08608
2023-08-20,3.60043
2023-08-21,7.11965
2023-08-22,6.03681
2023-08-23,6.17217
2023-08-24,6.68651
2023-08-25,5.19761
2023-08-26,2.95073
2023-08-27,3.49214
2023-08-28,7.33622
2023-08-29,5.90146
2023-08-30,6.90308
2023-08-31,6.17217
2023-09-01,6.03681
2023-09-02,3.16729
2023-09-03,3.438
2023-09-04,6.82187
2023-09-05,6.17217
2023-09-06,5.65782
2023-09-07,5.84731
2023-09-08,5.60368
2023-09-09,3.19436
2023-09-10,3.27558
2023-09-11,6.1451
2023-09-12,4.68327
2023-09-13,5.63075
2023-09-14,6.1451
2023-09-15,5.33297
2023-09-16,3.00487
2023-09-17,3.24851
2023-09-18,5.36004
2023-09-19,5.84731
2023-09-20,5.17054
2023-09-21,6.28045
2023-09-22,5.22468
2023-09-23,3.00487
2023-09-24,3.05901
2023-09-25,6.22631
2023-09-26,7.22793
2023-09-27,5.87439
2023-09-28,3.24851
2023-09-29,2.62587
2023-09-30,2.95073
2023-10-01,2.92365
2023-10-02,4.4667
2023-10-03,5.71196
2023-10-04,11.77585
2023-10-05,8.77097
2023-10-06,8.52734
2023-10-07,3.6275
2023-10-08,3.60043
2023-10-09,3.89821
2023-10-10,8.79805
2023-10-11,6.98429
2023-10-12,7.98592
2023-10-13,7.634
2023-10-14,4.54791
2023-10-15,4.79155
2023-10-16,9.79967
2023-10-17,11.77585
2023-10-18,13.21061
2023-10-19,15.15971
2023-10-20,15.75527
2023-10-21,6.7948
2023-10-22,6.90308
2023-10-23,13.99566
2023-10-24,12.69626
2023-10-25,14.4288
2023-10-26,13.02111
2023-10-27,11.64049
2023-10-28,5.41418
2023-10-29,7.255
2023-10-30,13.29182
2023-10-31,11.28857
2023-11-01,11.42393
2023-11-02,10.66594
2023-11-03,9.17704
2023-11-04,6.09095
2023-11-05,5.44125
2023-11-06,10.99079
2023-11-07,9.47482
2023-11-08,9.69139
2023-11-09,7.52571
2023-11-10,7.4445
2023-11-11,3.51922
2023-11-12,3.38386
2023-11-13,7.60693
2023-11-14,7.634
2023-11-15,7.20086
2023-11-16,7.20086
2023-11-17,5.87439
2023-11-18,4.25013
2023-11-19,4.06063
2023-11-20,8.36491
2023-11-21,7.14672
2023-11-22,7.14672
2023-11-23,7.36329
2023-11-24,6.55116
2023-11-25,3.51922
2023-11-26,2.7883
2023-11-27,6.57823
2023-11-28,5.84731
2023-11-29,6.44288
2023-11-30,6.6053
2023-12-01,6.30752
2023-12-02,2.95073
2023-12-03,3.89821
2023-12-04,7.60693
2023-12-05,6.57823
2023-12-06,7.30914
2023-12-07,6.1451
2023-12-08,5.57661
2023-12-09,3.30265
2023-12-10,4.00649
2023-12-11,7.28207
2023-12-12,6.09095
2023-12-13,6.11802
2023-12-14,6.00974
2023-12-15,4.25013
2023-12-16,2.5988
2023-12-17,2.70709
2023-12-18,6.63237
2023-12-19,5.63075
2023-12-20,5.03519
2023-12-21,5.82024
2023-12-22,4.65619
2023-12-23,3.08608
2023-12-24,2.68002
2023-12-25,3.51922
2023-12-26,6.6053
2023-12-27,6.63237
2023-12-28,6.09095
2023-12-29,6.17217
2023-12-30,3.35679
2023-12-31,2.95073
2024-01-01,4.30427
2024-01-02,8.31077
2024-01-03,6.00974
2024-01-04,7.49864
2024-01-05,7.36329
2024-01-06,3.78992
2024-01-07,4.25013
2024-01-08,7.22793
2024-01-09,6.28045
2024-01-10,6.1451
2024-01-11,6.82187
2024-01-12,5.41418
2024-01-13,4.03356
2024-01-14,4.30427
2024-01-15,7.03844
2024-01-16,6.57823
2024-01-17,7.11965
2024-01-18,6.4158
2024-01-19,5.54953
2024-01-20,3.65457
2024-01-21,3.78992
2024-01-22,6.49702
2024-01-23,5.82024
2024-01-24,5.33297
2024-01-25,6.1451
2024-01-26,5.9556
2024-01-27,3.54629
2024-01-28,4.33134
2024-01-29,8.0942
2024-01-30,7.41743
2024-01-31,5.41418
2024-02-01,6.03681
2024-02-02,5.98267
2024-02-03,2.81537
2024-02-04,3.05901
2024-02-05,5.25175
2024-02-06,5.79317
2024-02-07,5.41418
2024-02-08,4.79155
2024-02-09,2.43638
2024-02-10,2.92365
2024-02-11,3.51922
2024-02-12,3.32972
2024-02-13,6.7948
2024-02-14,5.87439
2024-02-15,5.19761
2024-02-16,4.84569
2024-02-17,2.57173
2024-02-18,2.51759
2024-02-19,5.08933
2024-02-20,4.87276
2024-02-21,5.52246
2024-02-22,5.19761
2024-02-23,5.14347
2024-02-24,3.00487
2024-02-25,3.92528
2024-02-26,5.92853
2024-02-27,5.82024
2024-02-28,6.36166
2024-02-29,5.38711
2024-03-01,2.7883
2024-03-02,2.46345
2024-03-03,2.7883
2024-03-04,6.03681
2024-03-05,4.25013
2024-03-06,4.03356
2024-03-07,4.06063
2024-03-08,4.43963
2024-03-09,2.40931
2024-03-10,2.49052
2024-03-11,4.73741
2024-03-12,3.95235
2024-03-13,4.19599
2024-03-14,3.16729
2024-03-15,3.70871
2024-03-16,1.97617
2024-03-17,2.00324
2024-03-18,3.54629
2024-03-19,4.49377
2024-03-20,4.22306
